B25032F_001E,B25032F_001EA,B25032F_001M,B25032F_001MA,B25032F_002E,B25032F_002EA,B25032F_002M,B25032F_002MA,B25032F_003E,B25032F_003EA,B25032F_003M,B25032F_003MA,B25032F_004E,B25032F_004EA,B25032F_004M,B25032F_004MA,B25032F_005E,B25032F_005EA,B25032F_005M,B25032F_005MA,B25032F_006E,B25032F_006EA,B25032F_006M,B25032F_006MA,B25032F_007E,B25032F_007EA,B25032F_007M,B25032F_007MA,B25032F_008E,B25032F_008EA,B25032F_008M,B25032F_008MA,B25032F_009E,B25032F_009EA,B25032F_009M,B25032F_009MA,B25032F_010E,B25032F_010EA,B25032F_010M,B25032F_010MA,B25032F_011E,B25032F_011EA,B25032F_011M,B25032F_011MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
213096,null,7193,null,90869,null,5755,null,8848,null,1486,null,38458,null,3602,null,32223,null,2894,null,16799,null,2724,null,11998,null,2227,null,6115,null,1446,null,5815,null,1513,null,1971,null,884,null,0,null,267,null,0400000US17,Illinois,17
36061,null,2657,null,21326,null,2219,null,1072,null,565,null,2246,null,879,null,2310,null,830,null,3175,null,979,null,1931,null,698,null,483,null,331,null,986,null,741,null,2532,null,913,null,0,null,265,null,0400000US18,Indiana,18
11733,null,1415,null,6348,null,1090,null,152,null,143,null,568,null,368,null,702,null,470,null,903,null,510,null,829,null,483,null,1130,null,637,null,216,null,211,null,885,null,482,null,0,null,226,null,0400000US19,Iowa,19
21435,null,2034,null,14543,null,1637,null,352,null,306,null,1041,null,538,null,1231,null,618,null,1145,null,622,null,1429,null,818,null,84,null,138,null,46,null,75,null,1564,null,637,null,0,null,244,null,0400000US20,Kansas,20
7878,null,1444,null,2215,null,678,null,451,null,317,null,791,null,448,null,630,null,439,null,623,null,459,null,1365,null,592,null,363,null,273,null,0,null,271,null,1440,null,720,null,0,null,271,null,0400000US21,Kentucky,21
10386,null,1674,null,5217,null,1207,null,387,null,241,null,511,null,383,null,592,null,401,null,904,null,500,null,654,null,341,null,187,null,230,null,105,null,108,null,1587,null,803,null,242,null,307,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
31605,null,2787,null,13396,null,1686,null,7280,null,1342,null,238,null,247,null,772,null,481,null,3284,null,873,null,4505,null,1072,null,450,null,413,null,1269,null,652,null,411,null,331,null,0,null,281,null,0400000US24,Maryland,24
81096,null,4877,null,13054,null,1813,null,4813,null,1327,null,14287,null,2076,null,20948,null,2813,null,8906,null,1458,null,9319,null,2088,null,3369,null,960,null,6299,null,1588,null,101,null,122,null,0,null,281,null,0400000US25,Massachusetts,25
38031,null,2893,null,23633,null,2446,null,997,null,422,null,3201,null,985,null,1379,null,704,null,2216,null,956,null,1755,null,752,null,1416,null,892,null,568,null,391,null,2866,null,957,null,0,null,242,null,0400000US26,Michigan,26
15210,null,1759,null,6980,null,1200,null,592,null,355,null,827,null,493,null,920,null,457,null,443,null,248,null,953,null,520,null,2542,null,987,null,1100,null,585,null,853,null,503,null,0,null,211,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
13594,null,1693,null,8565,null,1316,null,616,null,453,null,1174,null,638,null,996,null,482,null,536,null,315,null,704,null,541,null,0,null,257,null,108,null,117,null,895,null,413,null,0,null,257,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
13315,null,1511,null,9033,null,1424,null,93,null,114,null,570,null,376,null,738,null,678,null,1025,null,517,null,733,null,454,null,125,null,156,null,41,null,68,null,957,null,456,null,0,null,221,null,0400000US31,Nebraska,31
30847,null,2786,null,18761,null,2006,null,1554,null,725,null,456,null,473,null,2732,null,994,null,2399,null,888,null,1443,null,767,null,649,null,465,null,1429,null,802,null,1424,null,662,null,0,null,300,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
145832,null,5356,null,37096,null,3216,null,12068,null,1801,null,37099,null,3464,null,22149,null,2259,null,11376,null,1840,null,10118,null,1707,null,9241,null,1784,null,5930,null,1486,null,623,null,448,null,132,null,165,null,0400000US34,New Jersey,34
74953,null,4323,null,41678,null,3441,null,2693,null,828,null,2142,null,782,null,5061,null,1366,null,3887,null,1206,null,1663,null,696,null,2317,null,929,null,1319,null,583,null,14193,null,1967,null,0,null,279,null,0400000US35,New Mexico,35
440321,null,10283,null,48834,null,3863,null,16076,null,2364,null,58260,null,4418,null,44422,null,3730,null,32473,null,3132,null,26909,null,2817,null,93509,null,5083,null,118588,null,5778,null,749,null,434,null,501,null,462,null,0400000US36,New York,36
86729,null,4269,null,34081,null,3365,null,2314,null,859,null,3375,null,1333,null,4005,null,1530,null,6180,null,1466,null,8560,null,1764,null,3267,null,976,null,307,null,261,null,24640,null,2787,null,0,null,289,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
20464,null,2197,null,11307,null,1473,null,1770,null,624,null,1176,null,638,null,1449,null,651,null,1659,null,737,null,1732,null,696,null,302,null,362,null,351,null,261,null,718,null,386,null,0,null,265,null,0400000US39,Ohio,39
21835,null,2358,null,14972,null,1764,null,568,null,375,null,1246,null,823,null,421,null,280,null,829,null,479,null,926,null,558,null,424,null,341,null,527,null,349,null,1922,null,660,null,0,null,248,null,0400000US40,Oklahoma,40
25417,null,2156,null,12631,null,1877,null,464,null,290,null,766,null,457,null,2283,null,830,null,1912,null,815,null,2130,null,1020,null,2064,null,939,null,820,null,448,null,2347,null,839,null,0,null,275,null,0400000US41,Oregon,41
68496,null,3823,null,11301,null,1521,null,34106,null,2609,null,5511,null,1427,null,7277,null,1628,null,3829,null,1189,null,2298,null,743,null,1535,null,731,null,1908,null,828,null,681,null,418,null,50,null,82,null,0400000US42,Pennsylvania,42
19750,null,2015,null,3146,null,952,null,652,null,422,null,4255,null,1232,null,6596,null,1497,null,1891,null,962,null,882,null,486,null,590,null,403,null,1738,null,676,null,0,null,287,null,0,null,287,null,0400000US44,Rhode Island,44
14318,null,1934,null,5144,null,1141,null,117,null,110,null,53,null,81,null,1102,null,572,null,1549,null,797,null,997,null,543,null,463,null,364,null,406,null,312,null,4487,null,1262,null,0,null,287,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
15913,null,2177,null,7599,null,1453,null,314,null,207,null,1265,null,698,null,766,null,385,null,1227,null,580,null,1517,null,779,null,934,null,459,null,276,null,329,null,2015,null,1014,null,0,null,281,null,0400000US47,Tennessee,47
598301,null,10931,null,357491,null,9081,null,15056,null,2361,null,11983,null,1658,null,24030,null,2751,null,34969,null,3552,null,57013,null,4190,null,25349,null,2808,null,23648,null,2429,null,47826,null,4019,null,936,null,599,null,0400000US48,Texas,48
14677,null,1711,null,7428,null,1211,null,1585,null,614,null,849,null,479,null,1654,null,765,null,388,null,341,null,431,null,280,null,617,null,450,null,412,null,315,null,1313,null,601,null,0,null,263,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
46397,null,3313,null,18440,null,2266,null,10113,null,1900,null,569,null,468,null,642,null,560,null,3728,null,952,null,6064,null,1562,null,1734,null,932,null,2180,null,1043,null,2872,null,1087,null,55,null,92,null,0400000US51,Virginia,51
65085,null,3372,null,30905,null,3092,null,2414,null,897,null,3033,null,1097,null,4188,null,1104,null,5130,null,1364,null,5006,null,1312,null,3137,null,1187,null,2314,null,886,null,8738,null,1830,null,220,null,348,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
19363,null,2014,null,8220,null,1341,null,1144,null,523,null,3818,null,1084,null,1218,null,481,null,1841,null,909,null,1049,null,522,null,1008,null,605,null,265,null,207,null,800,null,337,null,0,null,216,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
102562,null,3941,null,67662,null,3483,null,16014,null,1395,null,3253,null,786,null,2594,null,709,null,3854,null,892,null,3994,null,842,null,1512,null,598,null,3577,null,835,null,102,null,125,null,0,null,289,null,0400000US72,Puerto Rico,72
