B14007F_001E,B14007F_001EA,B14007F_001M,B14007F_001MA,B14007F_002E,B14007F_002EA,B14007F_002M,B14007F_002MA,B14007F_003E,B14007F_003EA,B14007F_003M,B14007F_003MA,B14007F_004E,B14007F_004EA,B14007F_004M,B14007F_004MA,B14007F_005E,B14007F_005EA,B14007F_005M,B14007F_005MA,B14007F_006E,B14007F_006EA,B14007F_006M,B14007F_006MA,B14007F_007E,B14007F_007EA,B14007F_007M,B14007F_007MA,B14007F_008E,B14007F_008EA,B14007F_008M,B14007F_008MA,B14007F_009E,B14007F_009EA,B14007F_009M,B14007F_009MA,B14007F_010E,B14007F_010EA,B14007F_010M,B14007F_010MA,B14007F_011E,B14007F_011EA,B14007F_011M,B14007F_011MA,B14007F_012E,B14007F_012EA,B14007F_012M,B14007F_012MA,B14007F_013E,B14007F_013EA,B14007F_013M,B14007F_013MA,B14007F_014E,B14007F_014EA,B14007F_014M,B14007F_014MA,B14007F_015E,B14007F_015EA,B14007F_015M,B14007F_015MA,B14007F_016E,B14007F_016EA,B14007F_016M,B14007F_016MA,B14007F_017E,B14007F_017EA,B14007F_017M,B14007F_017MA,B14007F_018E,B14007F_018EA,B14007F_018M,B14007F_018MA,B14007F_019E,B14007F_019EA,B14007F_019M,B14007F_019MA,GEO_ID,NAME,state
313062,null,16307,null,95880,null,7100,null,6138,null,1790,null,10049,null,1970,null,7934,null,1813,null,8083,null,1788,null,7793,null,1582,null,5958,null,1487,null,7425,null,1771,null,7559,null,1687,null,5575,null,1166,null,4899,null,1434,null,4946,null,1261,null,4023,null,1048,null,2215,null,853,null,3873,null,1058,null,8315,null,1604,null,1095,null,543,null,217182,null,12281,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
26336,null,3851,null,8043,null,1754,null,482,null,294,null,434,null,359,null,372,null,291,null,451,null,367,null,710,null,546,null,457,null,330,null,615,null,445,null,271,null,182,null,770,null,477,null,155,null,147,null,641,null,417,null,273,null,223,null,275,null,255,null,631,null,536,null,1376,null,621,null,130,null,155,null,18293,null,2720,null,0400000US16,Idaho,16
784523,null,26833,null,249965,null,12603,null,15368,null,2429,null,16745,null,2225,null,16228,null,2091,null,18112,null,2487,null,14483,null,2178,null,15963,null,2695,null,14556,null,2411,null,14178,null,2236,null,14428,null,2306,null,16126,null,1989,null,13280,null,1921,null,12822,null,1791,null,13342,null,2077,null,15769,null,2209,null,33653,null,3159,null,4912,null,1242,null,534558,null,17231,null,0400000US17,Illinois,17
124509,null,7967,null,40215,null,2902,null,3829,null,1243,null,3548,null,926,null,2689,null,813,null,3148,null,842,null,2229,null,739,null,2006,null,691,null,2172,null,758,null,2468,null,756,null,2320,null,773,null,2291,null,821,null,1862,null,685,null,2324,null,765,null,1527,null,668,null,2160,null,938,null,5294,null,1244,null,348,null,260,null,84294,null,6529,null,0400000US18,Indiana,18
36060,null,4450,null,12035,null,2101,null,975,null,444,null,1068,null,459,null,301,null,205,null,768,null,416,null,1099,null,495,null,536,null,345,null,351,null,267,null,364,null,177,null,279,null,174,null,393,null,326,null,1295,null,551,null,684,null,380,null,1023,null,552,null,458,null,384,null,2203,null,827,null,238,null,208,null,24025,null,3058,null,0400000US19,Iowa,19
65536,null,6627,null,21007,null,3082,null,1070,null,540,null,1072,null,494,null,1656,null,646,null,1215,null,508,null,1023,null,523,null,1950,null,706,null,1326,null,552,null,1274,null,599,null,1304,null,632,null,1277,null,638,null,1114,null,584,null,1167,null,492,null,939,null,430,null,1540,null,601,null,2526,null,857,null,554,null,508,null,44529,null,4430,null,0400000US20,Kansas,20
31648,null,3675,null,10646,null,2065,null,1173,null,511,null,1599,null,641,null,1309,null,501,null,1012,null,566,null,574,null,310,null,373,null,325,null,710,null,597,null,409,null,343,null,553,null,519,null,169,null,170,null,1025,null,842,null,169,null,177,null,523,null,433,null,431,null,252,null,477,null,267,null,140,null,146,null,21002,null,2547,null,0400000US21,Kentucky,21
33837,null,5131,null,10330,null,2131,null,874,null,578,null,1933,null,784,null,194,null,174,null,342,null,354,null,300,null,254,null,738,null,583,null,571,null,460,null,268,null,192,null,864,null,585,null,308,null,297,null,552,null,415,null,516,null,375,null,215,null,147,null,324,null,378,null,1985,null,750,null,346,null,327,null,23507,null,3692,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
124952,null,9826,null,36518,null,4104,null,1830,null,710,null,3103,null,1058,null,1565,null,659,null,2184,null,682,null,2533,null,848,null,2431,null,867,null,1823,null,802,null,1550,null,656,null,2246,null,774,null,1868,null,849,null,2272,null,878,null,1932,null,618,null,1685,null,722,null,2025,null,623,null,6667,null,1757,null,804,null,406,null,88434,null,7080,null,0400000US24,Maryland,24
240880,null,14578,null,84104,null,6145,null,5272,null,1382,null,5340,null,1319,null,3302,null,1080,null,5108,null,1372,null,5235,null,1220,null,4849,null,1405,null,4886,null,1282,null,4482,null,1172,null,3740,null,938,null,5459,null,1578,null,5316,null,1229,null,3996,null,1149,null,4703,null,1251,null,5546,null,1279,null,14096,null,2253,null,2774,null,865,null,156776,null,9978,null,0400000US25,Massachusetts,25
134786,null,9292,null,45302,null,4354,null,2182,null,759,null,2912,null,955,null,2477,null,828,null,3029,null,1003,null,2516,null,817,null,2894,null,917,null,2943,null,817,null,2618,null,1024,null,2213,null,717,null,2753,null,696,null,2862,null,918,null,2306,null,569,null,2773,null,653,null,2481,null,813,null,6795,null,1371,null,1548,null,630,null,89484,null,6621,null,0400000US26,Michigan,26
51796,null,5503,null,16360,null,2474,null,1422,null,675,null,877,null,437,null,1868,null,743,null,1134,null,517,null,1082,null,513,null,1068,null,432,null,781,null,386,null,900,null,416,null,914,null,438,null,1046,null,433,null,716,null,389,null,748,null,314,null,717,null,383,null,978,null,443,null,1650,null,514,null,459,null,284,null,35436,null,3941,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
46832,null,5778,null,16665,null,3236,null,1071,null,531,null,1328,null,645,null,1229,null,574,null,802,null,450,null,1188,null,532,null,1401,null,675,null,876,null,463,null,1149,null,629,null,948,null,452,null,640,null,500,null,932,null,579,null,840,null,453,null,891,null,393,null,768,null,456,null,1922,null,745,null,680,null,466,null,30167,null,3634,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
43614,null,4581,null,15587,null,2679,null,1126,null,717,null,1114,null,646,null,945,null,521,null,503,null,384,null,1487,null,641,null,987,null,557,null,1231,null,515,null,821,null,462,null,794,null,433,null,1190,null,635,null,1046,null,471,null,714,null,480,null,784,null,471,null,837,null,372,null,1558,null,506,null,450,null,280,null,28027,null,2949,null,0400000US31,Nebraska,31
106505,null,10059,null,32294,null,4462,null,1577,null,887,null,1880,null,797,null,1359,null,568,null,1687,null,682,null,2076,null,868,null,1329,null,551,null,1838,null,699,null,2132,null,967,null,2424,null,957,null,2741,null,879,null,1628,null,759,null,2337,null,815,null,2095,null,839,null,2566,null,904,null,4084,null,993,null,541,null,404,null,74211,null,6950,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
473359,null,15824,null,144523,null,7230,null,12389,null,2210,null,8055,null,1591,null,8565,null,1646,null,8809,null,1763,null,7927,null,1351,null,6874,null,1468,null,9017,null,1563,null,7868,null,1591,null,8288,null,1572,null,8909,null,1670,null,8072,null,1560,null,8000,null,1356,null,7945,null,1250,null,7759,null,1789,null,22970,null,3103,null,3076,null,1013,null,328836,null,11205,null,0400000US34,New Jersey,34
194976,null,10650,null,59128,null,5072,null,4060,null,1269,null,2796,null,901,null,3331,null,1014,null,3276,null,1004,null,3011,null,845,null,2531,null,849,null,3859,null,1018,null,1682,null,743,null,3456,null,1127,null,2952,null,956,null,3591,null,922,null,2522,null,739,null,2789,null,749,null,3889,null,1076,null,13590,null,2215,null,1793,null,689,null,135848,null,7026,null,0400000US35,New Mexico,35
1393857,null,32552,null,429376,null,16050,null,25848,null,3228,null,20954,null,2681,null,23971,null,2601,null,23684,null,2665,null,24601,null,2809,null,23197,null,2775,null,23634,null,2501,null,21472,null,2466,null,23528,null,2609,null,23302,null,2653,null,25685,null,3057,null,26452,null,2865,null,25767,null,2640,null,26427,null,2785,null,79710,null,5847,null,11144,null,1883,null,964481,null,20874,null,0400000US36,New York,36
312245,null,13882,null,97052,null,6591,null,5398,null,1460,null,8338,null,1659,null,7175,null,1641,null,10030,null,2040,null,9327,null,1450,null,5951,null,1384,null,4829,null,1471,null,6687,null,1419,null,5836,null,1461,null,5158,null,1500,null,6329,null,1157,null,4161,null,1185,null,2947,null,953,null,4547,null,1170,null,8794,null,1938,null,1545,null,939,null,215193,null,10009,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
69585,null,6416,null,24434,null,3113,null,2414,null,810,null,1763,null,705,null,1408,null,599,null,1318,null,630,null,1424,null,538,null,1406,null,605,null,937,null,512,null,1480,null,593,null,1133,null,553,null,1678,null,693,null,1130,null,471,null,985,null,459,null,1246,null,423,null,1277,null,617,null,3778,null,911,null,1057,null,592,null,45151,null,4505,null,0400000US39,Ohio,39
74598,null,6620,null,25640,null,3158,null,1164,null,495,null,2505,null,769,null,2267,null,759,null,2436,null,948,null,1064,null,444,null,2419,null,848,null,992,null,508,null,1258,null,564,null,1248,null,479,null,1682,null,530,null,2949,null,1225,null,701,null,326,null,594,null,272,null,1557,null,633,null,2322,null,664,null,482,null,384,null,48958,null,4970,null,0400000US40,Oklahoma,40
96028,null,7814,null,34310,null,3788,null,2236,null,780,null,1527,null,707,null,2332,null,1013,null,1646,null,572,null,1754,null,731,null,1852,null,792,null,2493,null,779,null,1703,null,733,null,2869,null,939,null,2149,null,702,null,2708,null,913,null,2277,null,668,null,2103,null,734,null,2252,null,890,null,4112,null,1266,null,297,null,229,null,61718,null,5581,null,0400000US41,Oregon,41
212994,null,11007,null,71779,null,5888,null,4855,null,1268,null,4390,null,1272,null,2833,null,951,null,3850,null,1065,null,3443,null,985,null,4948,null,1395,null,3905,null,1070,null,3918,null,1195,null,4140,null,1063,null,5310,null,1293,null,4714,null,1179,null,4764,null,1158,null,4260,null,1199,null,4071,null,1083,null,10906,null,2051,null,1472,null,885,null,141215,null,7467,null,0400000US42,Pennsylvania,42
59218,null,5696,null,21485,null,2747,null,1148,null,655,null,728,null,472,null,861,null,466,null,1281,null,610,null,1006,null,570,null,1244,null,567,null,832,null,510,null,1267,null,503,null,2157,null,646,null,1210,null,450,null,1759,null,672,null,2074,null,693,null,955,null,565,null,330,null,247,null,4119,null,1238,null,514,null,330,null,37733,null,4193,null,0400000US44,Rhode Island,44
56741,null,5833,null,16079,null,2406,null,1249,null,763,null,1694,null,838,null,1526,null,635,null,1119,null,521,null,1285,null,787,null,1051,null,537,null,1106,null,423,null,724,null,403,null,761,null,456,null,861,null,489,null,1167,null,728,null,369,null,306,null,971,null,510,null,518,null,368,null,1543,null,461,null,135,null,177,null,40662,null,4696,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
58356,null,6369,null,17833,null,2803,null,1326,null,722,null,1633,null,598,null,2158,null,755,null,908,null,472,null,1385,null,537,null,1263,null,604,null,845,null,416,null,1525,null,632,null,563,null,255,null,838,null,408,null,663,null,299,null,1121,null,586,null,959,null,509,null,654,null,400,null,1569,null,520,null,423,null,286,null,40523,null,4766,null,0400000US47,Tennessee,47
1980926,null,34793,null,609129,null,17509,null,40234,null,3755,null,43170,null,3288,null,41076,null,3901,null,40460,null,3579,null,37206,null,3360,null,35202,null,3276,null,35014,null,2878,null,34177,null,3141,null,36084,null,3260,null,37413,null,2580,null,40619,null,2940,null,31998,null,3050,null,27507,null,2513,null,33849,null,2918,null,86764,null,5108,null,8356,null,1694,null,1371797,null,25245,null,0400000US48,Texas,48
53381,null,5845,null,18234,null,2465,null,1337,null,623,null,1235,null,629,null,880,null,379,null,1128,null,521,null,621,null,379,null,1286,null,706,null,833,null,482,null,1027,null,618,null,1190,null,618,null,1111,null,579,null,1120,null,567,null,1077,null,480,null,1143,null,512,null,618,null,382,null,3382,null,1034,null,246,null,231,null,35147,null,4722,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
167987,null,12580,null,48389,null,4732,null,2355,null,1099,null,3498,null,1177,null,2086,null,615,null,2897,null,883,null,3587,null,1156,null,2251,null,893,null,2666,null,930,null,2985,null,895,null,2363,null,742,null,2449,null,854,null,2701,null,1092,null,3215,null,1127,null,2846,null,1077,null,1968,null,771,null,8030,null,1508,null,2492,null,968,null,119598,null,9416,null,0400000US51,Virginia,51
240098,null,12581,null,81755,null,5541,null,3727,null,1252,null,5697,null,1348,null,5619,null,1493,null,6163,null,1370,null,4992,null,1111,null,5141,null,1215,null,5158,null,1219,null,5380,null,1230,null,6087,null,1299,null,4856,null,1171,null,4480,null,1205,null,4776,null,1148,null,3414,null,912,null,5576,null,1317,null,9980,null,1951,null,709,null,340,null,158343,null,8828,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
69795,null,5961,null,27341,null,3036,null,1873,null,590,null,2688,null,772,null,1287,null,454,null,1725,null,608,null,1304,null,657,null,1341,null,504,null,2096,null,736,null,935,null,446,null,1562,null,544,null,1668,null,585,null,1429,null,571,null,1531,null,696,null,1234,null,492,null,2430,null,938,null,3772,null,890,null,466,null,276,null,42454,null,3917,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
334324,null,12289,null,103781,null,6753,null,5293,null,1099,null,4457,null,1038,null,4788,null,1007,null,5951,null,1344,null,5289,null,1042,null,6160,null,997,null,6035,null,1505,null,6544,null,1300,null,6348,null,1123,null,5870,null,1304,null,6447,null,1410,null,4532,null,1098,null,5583,null,1267,null,5987,null,1353,null,20735,null,2456,null,3762,null,987,null,230543,null,9401,null,0400000US72,Puerto Rico,72
