C20005D_001E,C20005D_001EA,C20005D_001M,C20005D_001MA,C20005D_002E,C20005D_002EA,C20005D_002M,C20005D_002MA,C20005D_003E,C20005D_003EA,C20005D_003M,C20005D_003MA,C20005D_004E,C20005D_004EA,C20005D_004M,C20005D_004MA,C20005D_005E,C20005D_005EA,C20005D_005M,C20005D_005MA,C20005D_006E,C20005D_006EA,C20005D_006M,C20005D_006MA,C20005D_007E,C20005D_007EA,C20005D_007M,C20005D_007MA,C20005D_008E,C20005D_008EA,C20005D_008M,C20005D_008MA,C20005D_009E,C20005D_009EA,C20005D_009M,C20005D_009MA,C20005D_010E,C20005D_010EA,C20005D_010M,C20005D_010MA,C20005D_011E,C20005D_011EA,C20005D_011M,C20005D_011MA,C20005D_012E,C20005D_012EA,C20005D_012M,C20005D_012MA,C20005D_013E,C20005D_013EA,C20005D_013M,C20005D_013MA,C20005D_014E,C20005D_014EA,C20005D_014M,C20005D_014MA,C20005D_015E,C20005D_015EA,C20005D_015M,C20005D_015MA,C20005D_016E,C20005D_016EA,C20005D_016M,C20005D_016MA,C20005D_017E,C20005D_017EA,C20005D_017M,C20005D_017MA,C20005D_018E,C20005D_018EA,C20005D_018M,C20005D_018MA,C20005D_019E,C20005D_019EA,C20005D_019M,C20005D_019MA,C20005D_020E,C20005D_020EA,C20005D_020M,C20005D_020MA,C20005D_021E,C20005D_021EA,C20005D_021M,C20005D_021MA,C20005D_022E,C20005D_022EA,C20005D_022M,C20005D_022MA,C20005D_023E,C20005D_023EA,C20005D_023M,C20005D_023MA,C20005D_024E,C20005D_024EA,C20005D_024M,C20005D_024MA,C20005D_025E,C20005D_025EA,C20005D_025M,C20005D_025MA,C20005D_026E,C20005D_026EA,C20005D_026M,C20005D_026MA,C20005D_027E,C20005D_027EA,C20005D_027M,C20005D_027MA,C20005D_028E,C20005D_028EA,C20005D_028M,C20005D_028MA,C20005D_029E,C20005D_029EA,C20005D_029M,C20005D_029MA,C20005D_030E,C20005D_030EA,C20005D_030M,C20005D_030MA,C20005D_031E,C20005D_031EA,C20005D_031M,C20005D_031MA,C20005D_032E,C20005D_032EA,C20005D_032M,C20005D_032MA,C20005D_033E,C20005D_033EA,C20005D_033M,C20005D_033MA,C20005D_034E,C20005D_034EA,C20005D_034M,C20005D_034MA,C20005D_035E,C20005D_035EA,C20005D_035M,C20005D_035MA,C20005D_036E,C20005D_036EA,C20005D_036M,C20005D_036MA,C20005D_037E,C20005D_037EA,C20005D_037M,C20005D_037MA,C20005D_038E,C20005D_038EA,C20005D_038M,C20005D_038MA,C20005D_039E,C20005D_039EA,C20005D_039M,C20005D_039MA,GEO_ID,NAME,state
214228,null,4050,null,101824,null,2773,null,62751,null,3021,null,0,null,298,null,62751,null,3021,null,532,null,342,null,8398,null,1778,null,9899,null,2128,null,15846,null,2407,null,10187,null,1719,null,17889,null,2104,null,39073,null,3016,null,19859,null,2683,null,19214,null,2288,null,6732,null,1256,null,4959,null,1291,null,3151,null,846,null,2158,null,766,null,1059,null,465,null,1155,null,484,null,112404,null,2269,null,45632,null,2809,null,0,null,298,null,45632,null,2809,null,1076,null,558,null,10362,null,1883,null,9407,null,1473,null,9709,null,1639,null,9452,null,1656,null,5626,null,1314,null,66772,null,3092,null,41018,null,2833,null,25754,null,2256,null,11964,null,1732,null,6641,null,1135,null,2444,null,702,null,3135,null,834,null,1138,null,495,null,432,null,271,null,0400000US13,Georgia,13
435367,null,6741,null,200490,null,3783,null,106537,null,3319,null,0,null,275,null,106537,null,3319,null,1993,null,757,null,8260,null,1400,null,15945,null,2146,null,35307,null,2362,null,24437,null,2216,null,20595,null,1779,null,93953,null,3341,null,57602,null,2876,null,36351,null,2954,null,14709,null,1906,null,9719,null,1732,null,3817,null,1044,null,4901,null,1172,null,1871,null,729,null,1334,null,472,null,234877,null,4368,null,92982,null,3793,null,0,null,275,null,92982,null,3793,null,2591,null,814,null,9139,null,1608,null,17353,null,2159,null,37104,null,2711,null,17880,null,1929,null,8915,null,1327,null,141895,null,3374,null,93639,null,3054,null,48256,null,2928,null,23139,null,2267,null,12094,null,1551,null,6369,null,1149,null,4061,null,854,null,1827,null,569,null,766,null,459,null,0400000US15,Hawaii,15
14406,null,1423,null,6375,null,809,null,3863,null,765,null,0,null,259,null,3863,null,765,null,51,null,94,null,354,null,310,null,834,null,413,null,834,null,445,null,638,null,361,null,1152,null,543,null,2512,null,724,null,1403,null,575,null,1109,null,403,null,721,null,307,null,200,null,197,null,45,null,77,null,143,null,144,null,0,null,259,null,0,null,259,null,8031,null,1063,null,2145,null,824,null,0,null,259,null,2145,null,824,null,58,null,100,null,357,null,238,null,546,null,291,null,668,null,547,null,323,null,255,null,193,null,187,null,5886,null,954,null,3831,null,899,null,2055,null,711,null,1404,null,584,null,384,null,217,null,208,null,191,null,0,null,259,null,59,null,100,null,0,null,259,null,0400000US16,Idaho,16
445140,null,3985,null,217337,null,2776,null,129087,null,3268,null,0,null,267,null,129087,null,3268,null,1847,null,677,null,8750,null,1764,null,11720,null,2011,null,30205,null,2869,null,32905,null,3464,null,43660,null,2943,null,88250,null,4114,null,44230,null,3216,null,44020,null,3575,null,21391,null,2634,null,9053,null,1656,null,4214,null,1211,null,4510,null,1001,null,2227,null,709,null,2625,null,921,null,227803,null,2376,null,91890,null,3554,null,0,null,267,null,91890,null,3554,null,1199,null,473,null,9488,null,1465,null,15221,null,2048,null,23644,null,2159,null,20885,null,2617,null,21453,null,2512,null,135913,null,4188,null,77599,null,3459,null,58314,null,3772,null,26424,null,2485,null,13312,null,1942,null,5100,null,1080,null,6947,null,1337,null,3222,null,713,null,3309,null,994,null,0400000US17,Illinois,17
66268,null,2018,null,31972,null,1645,null,15650,null,1554,null,0,null,265,null,15650,null,1554,null,191,null,163,null,1717,null,687,null,2479,null,778,null,3134,null,948,null,2641,null,747,null,5488,null,1124,null,16322,null,1475,null,7432,null,1345,null,8890,null,1423,null,4055,null,1005,null,2168,null,764,null,980,null,423,null,661,null,345,null,792,null,388,null,234,null,182,null,34296,null,1480,null,11597,null,1235,null,51,null,91,null,11546,null,1222,null,136,null,149,null,2013,null,662,null,3161,null,660,null,3209,null,752,null,1441,null,607,null,1586,null,569,null,22699,null,1728,null,12471,null,1658,null,10228,null,1388,null,5519,null,919,null,1730,null,568,null,763,null,423,null,743,null,294,null,999,null,509,null,474,null,364,null,0400000US18,Indiana,18
35541,null,1578,null,17760,null,1131,null,9771,null,1258,null,0,null,226,null,9771,null,1258,null,70,null,101,null,1008,null,479,null,1704,null,658,null,3575,null,905,null,1561,null,638,null,1853,null,813,null,7989,null,1229,null,2415,null,680,null,5574,null,1229,null,2566,null,795,null,1871,null,1003,null,654,null,415,null,367,null,252,null,116,null,123,null,0,null,226,null,17781,null,987,null,6727,null,1006,null,0,null,226,null,6727,null,1006,null,527,null,324,null,993,null,526,null,2084,null,604,null,1701,null,590,null,812,null,361,null,610,null,312,null,11054,null,1122,null,4745,null,824,null,6309,null,1007,null,3699,null,772,null,1240,null,458,null,618,null,318,null,328,null,191,null,424,null,393,null,0,null,226,null,0400000US19,Iowa,19
46367,null,1613,null,22565,null,1307,null,11790,null,1323,null,0,null,244,null,11790,null,1323,null,0,null,244,null,650,null,318,null,1073,null,548,null,3553,null,1032,null,2648,null,684,null,3866,null,861,null,10775,null,1419,null,4100,null,986,null,6675,null,1110,null,2577,null,914,null,1513,null,644,null,621,null,362,null,667,null,342,null,719,null,453,null,578,null,366,null,23802,null,1070,null,10130,null,1161,null,0,null,244,null,10130,null,1161,null,33,null,55,null,1821,null,627,null,3506,null,921,null,2754,null,654,null,1157,null,474,null,859,null,386,null,13672,null,1268,null,6748,null,1067,null,6924,null,1209,null,4225,null,976,null,1291,null,632,null,674,null,373,null,329,null,288,null,196,null,240,null,209,null,195,null,0400000US20,Kansas,20
33154,null,3040,null,16154,null,2343,null,9208,null,877,null,0,null,271,null,9208,null,877,null,226,null,222,null,702,null,384,null,1096,null,514,null,2202,null,789,null,2154,null,575,null,2828,null,669,null,6946,null,2251,null,2770,null,839,null,4176,null,1692,null,2542,null,1541,null,688,null,378,null,405,null,408,null,285,null,269,null,115,null,144,null,141,null,162,null,17000,null,1357,null,6625,null,1050,null,0,null,271,null,6625,null,1050,null,165,null,151,null,956,null,602,null,1177,null,522,null,1966,null,582,null,1513,null,638,null,848,null,438,null,10375,null,1443,null,6149,null,1095,null,4226,null,942,null,2176,null,929,null,1476,null,591,null,273,null,250,null,213,null,184,null,15,null,25,null,73,null,116,null,0400000US21,Kentucky,21
50813,null,2687,null,25269,null,1667,null,13103,null,1536,null,0,null,277,null,13103,null,1536,null,574,null,477,null,1493,null,797,null,2461,null,731,null,4257,null,1026,null,1850,null,756,null,2468,null,650,null,12166,null,1516,null,4615,null,1114,null,7551,null,1647,null,3614,null,1190,null,2199,null,958,null,456,null,270,null,829,null,508,null,348,null,381,null,105,null,137,null,25544,null,1614,null,10130,null,1290,null,0,null,277,null,10130,null,1290,null,524,null,346,null,2395,null,705,null,3298,null,1204,null,1888,null,595,null,1490,null,656,null,535,null,298,null,15414,null,1527,null,8986,null,1531,null,6428,null,1019,null,3265,null,934,null,1779,null,599,null,559,null,287,null,643,null,311,null,182,null,211,null,0,null,277,null,0400000US22,Louisiana,22
8142,null,786,null,3009,null,658,null,1537,null,502,null,0,null,228,null,1537,null,502,null,0,null,228,null,142,null,152,null,381,null,236,null,512,null,298,null,243,null,182,null,259,null,227,null,1472,null,468,null,785,null,376,null,687,null,298,null,307,null,173,null,234,null,240,null,0,null,228,null,70,null,116,null,76,null,133,null,0,null,228,null,5133,null,680,null,1221,null,414,null,0,null,228,null,1221,null,414,null,0,null,228,null,431,null,243,null,127,null,113,null,230,null,214,null,320,null,246,null,113,null,110,null,3912,null,653,null,1948,null,611,null,1964,null,706,null,1165,null,583,null,468,null,302,null,75,null,85,null,38,null,58,null,0,null,228,null,218,null,249,null,0400000US23,Maine,23
230613,null,2386,null,109956,null,1569,null,68159,null,2704,null,89,null,158,null,68070,null,2676,null,574,null,350,null,4308,null,1098,null,6581,null,1267,null,16813,null,2331,null,14933,null,1953,null,24861,null,1921,null,41797,null,2752,null,21060,null,2209,null,20737,null,2535,null,8844,null,1512,null,4113,null,1166,null,1718,null,706,null,2761,null,1043,null,1788,null,621,null,1513,null,493,null,120657,null,1647,null,50776,null,2661,null,0,null,281,null,50776,null,2661,null,881,null,473,null,4086,null,1108,null,8074,null,1317,null,14003,null,1803,null,10613,null,1296,null,13119,null,1393,null,69881,null,2881,null,37878,null,2858,null,32003,null,2182,null,14727,null,1923,null,6273,null,1369,null,2976,null,767,null,3570,null,773,null,3354,null,958,null,1103,null,459,null,0400000US24,Maryland,24
256772,null,2309,null,124589,null,1502,null,67954,null,2826,null,0,null,281,null,67954,null,2826,null,1827,null,875,null,5248,null,1447,null,6950,null,1424,null,14641,null,1798,null,12771,null,1987,null,26517,null,2149,null,56635,null,3141,null,26151,null,2652,null,30484,null,2514,null,12638,null,1966,null,5716,null,1635,null,3651,null,983,null,2917,null,881,null,2261,null,900,null,3301,null,766,null,132183,null,1820,null,49788,null,2729,null,0,null,281,null,49788,null,2729,null,1065,null,500,null,6216,null,1556,null,6565,null,1290,null,14418,null,1921,null,10898,null,1742,null,10626,null,1543,null,82395,null,3169,null,44770,null,3239,null,37625,null,2966,null,19211,null,1890,null,6788,null,1513,null,4045,null,929,null,3794,null,972,null,1767,null,605,null,2020,null,667,null,0400000US25,Massachusetts,25
180916,null,2601,null,87766,null,1668,null,49290,null,1908,null,0,null,242,null,49290,null,1908,null,1470,null,602,null,3001,null,904,null,3989,null,853,null,8006,null,1322,null,11682,null,1671,null,21142,null,1763,null,38476,null,2190,null,17664,null,1741,null,20812,null,2049,null,9686,null,1564,null,3690,null,922,null,2247,null,630,null,1802,null,557,null,1661,null,474,null,1726,null,529,null,93150,null,1965,null,30155,null,2512,null,0,null,242,null,30155,null,2512,null,746,null,348,null,3602,null,1271,null,5638,null,1339,null,7714,null,1401,null,6292,null,1185,null,6163,null,1077,null,62995,null,2778,null,38905,null,2479,null,24090,null,2275,null,10466,null,1424,null,6593,null,1249,null,2243,null,810,null,2910,null,685,null,1011,null,386,null,867,null,384,null,0400000US26,Michigan,26
132878,null,2181,null,63149,null,1436,null,37246,null,1938,null,0,null,211,null,37246,null,1938,null,1089,null,501,null,3459,null,926,null,5757,null,1032,null,11073,null,1563,null,7647,null,1541,null,8221,null,1202,null,25903,null,1903,null,10986,null,1359,null,14917,null,1554,null,7431,null,1153,null,3382,null,916,null,1534,null,544,null,878,null,411,null,913,null,432,null,779,null,332,null,69729,null,1478,null,28077,null,1976,null,0,null,211,null,28077,null,1976,null,882,null,447,null,3495,null,1060,null,6343,null,1237,null,10214,null,1436,null,4425,null,908,null,2718,null,701,null,41652,null,1943,null,21150,null,1625,null,20502,null,1961,null,11057,null,1420,null,3889,null,836,null,2443,null,716,null,1400,null,467,null,1420,null,551,null,293,null,199,null,0400000US27,Minnesota,27
18540,null,2454,null,7896,null,1601,null,4252,null,1017,null,0,null,287,null,4252,null,1017,null,1043,null,709,null,316,null,246,null,357,null,318,null,1282,null,684,null,496,null,305,null,758,null,341,null,3644,null,1226,null,1728,null,781,null,1916,null,923,null,1061,null,638,null,582,null,421,null,76,null,117,null,197,null,235,null,0,null,287,null,0,null,287,null,10644,null,1589,null,3801,null,835,null,0,null,287,null,3801,null,835,null,162,null,206,null,1119,null,514,null,661,null,297,null,1328,null,579,null,259,null,233,null,272,null,230,null,6843,null,1754,null,3725,null,1082,null,3118,null,1386,null,1640,null,1171,null,477,null,345,null,590,null,449,null,411,null,292,null,0,null,287,null,0,null,287,null,0400000US28,Mississippi,28
65281,null,1996,null,29909,null,1320,null,17037,null,1365,null,0,null,257,null,17037,null,1365,null,321,null,203,null,1600,null,645,null,2254,null,714,null,4191,null,866,null,4283,null,1086,null,4388,null,810,null,12872,null,1418,null,4964,null,935,null,7908,null,1201,null,4161,null,944,null,1575,null,705,null,898,null,456,null,150,null,140,null,468,null,316,null,656,null,459,null,35372,null,1374,null,13500,null,1420,null,0,null,257,null,13500,null,1420,null,225,null,214,null,1988,null,727,null,3442,null,867,null,4379,null,1033,null,1284,null,441,null,2182,null,553,null,21872,null,1716,null,12155,null,1500,null,9717,null,1311,null,5012,null,982,null,2470,null,651,null,893,null,410,null,698,null,349,null,513,null,271,null,131,null,140,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
20190,null,1392,null,10369,null,815,null,6064,null,1037,null,0,null,221,null,6064,null,1037,null,623,null,622,null,321,null,301,null,1662,null,862,null,1125,null,542,null,894,null,588,null,1439,null,558,null,4305,null,935,null,1786,null,526,null,2519,null,865,null,1126,null,537,null,497,null,374,null,387,null,474,null,422,null,530,null,59,null,104,null,28,null,43,null,9821,null,1130,null,3892,null,738,null,0,null,221,null,3892,null,738,null,76,null,114,null,825,null,369,null,1184,null,407,null,1206,null,538,null,290,null,283,null,311,null,224,null,5929,null,964,null,3296,null,756,null,2633,null,796,null,1460,null,614,null,732,null,507,null,341,null,256,null,100,null,123,null,0,null,221,null,0,null,221,null,0400000US31,Nebraska,31
128169,null,2339,null,57447,null,1581,null,33247,null,2037,null,0,null,300,null,33247,null,2037,null,748,null,370,null,1671,null,745,null,6959,null,1201,null,10368,null,1206,null,7342,null,1362,null,6159,null,1133,null,24200,null,1874,null,12430,null,1350,null,11770,null,1748,null,4699,null,1170,null,3190,null,831,null,1135,null,481,null,1523,null,708,null,919,null,557,null,304,null,249,null,70722,null,1639,null,31176,null,2553,null,0,null,300,null,31176,null,2553,null,336,null,210,null,3219,null,956,null,7898,null,1486,null,10102,null,1473,null,6596,null,1524,null,3025,null,618,null,39546,null,2646,null,21664,null,1598,null,17882,null,2013,null,7041,null,1254,null,4071,null,955,null,3010,null,702,null,2490,null,752,null,771,null,331,null,499,null,402,null,0400000US32,Nevada,32
20046,null,1195,null,9039,null,896,null,5840,null,929,null,0,null,253,null,5840,null,929,null,93,null,109,null,722,null,571,null,851,null,544,null,1048,null,460,null,658,null,441,null,2468,null,767,null,3199,null,833,null,1105,null,606,null,2094,null,645,null,1227,null,613,null,315,null,235,null,150,null,186,null,65,null,111,null,0,null,253,null,337,null,251,null,11007,null,945,null,5221,null,888,null,0,null,253,null,5221,null,888,null,104,null,170,null,621,null,334,null,1381,null,692,null,946,null,483,null,1070,null,472,null,1099,null,608,null,5786,null,948,null,3277,null,688,null,2509,null,680,null,1585,null,537,null,461,null,319,null,291,null,211,null,68,null,113,null,80,null,141,null,24,null,46,null,0400000US33,New Hampshire,33
