B05003C_001E,B05003C_001EA,B05003C_001M,B05003C_001MA,B05003C_002E,B05003C_002EA,B05003C_002M,B05003C_002MA,B05003C_003E,B05003C_003EA,B05003C_003M,B05003C_003MA,B05003C_004E,B05003C_004EA,B05003C_004M,B05003C_004MA,B05003C_005E,B05003C_005EA,B05003C_005M,B05003C_005MA,B05003C_006E,B05003C_006EA,B05003C_006M,B05003C_006MA,B05003C_007E,B05003C_007EA,B05003C_007M,B05003C_007MA,B05003C_008E,B05003C_008EA,B05003C_008M,B05003C_008MA,B05003C_009E,B05003C_009EA,B05003C_009M,B05003C_009MA,B05003C_010E,B05003C_010EA,B05003C_010M,B05003C_010MA,B05003C_011E,B05003C_011EA,B05003C_011M,B05003C_011MA,B05003C_012E,B05003C_012EA,B05003C_012M,B05003C_012MA,B05003C_013E,B05003C_013EA,B05003C_013M,B05003C_013MA,B05003C_014E,B05003C_014EA,B05003C_014M,B05003C_014MA,B05003C_015E,B05003C_015EA,B05003C_015M,B05003C_015MA,B05003C_016E,B05003C_016EA,B05003C_016M,B05003C_016MA,B05003C_017E,B05003C_017EA,B05003C_017M,B05003C_017MA,B05003C_018E,B05003C_018EA,B05003C_018M,B05003C_018MA,B05003C_019E,B05003C_019EA,B05003C_019M,B05003C_019MA,B05003C_020E,B05003C_020EA,B05003C_020M,B05003C_020MA,B05003C_021E,B05003C_021EA,B05003C_021M,B05003C_021MA,B05003C_022E,B05003C_022EA,B05003C_022M,B05003C_022MA,B05003C_023E,B05003C_023EA,B05003C_023M,B05003C_023MA,GEO_ID,NAME,state
22754,null,3006,null,13699,null,2434,null,3624,null,1123,null,3368,null,1039,null,256,null,411,null,0,null,298,null,256,null,411,null,10075,null,2289,null,8122,null,1576,null,1953,null,1435,null,417,null,376,null,1536,null,1354,null,9055,null,1632,null,1471,null,527,null,1403,null,533,null,68,null,115,null,0,null,298,null,68,null,115,null,7584,null,1420,null,6690,null,1380,null,894,null,487,null,230,null,196,null,664,null,444,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
24025,null,2967,null,11860,null,1834,null,3119,null,1012,null,2973,null,998,null,146,null,140,null,100,null,118,null,46,null,77,null,8741,null,1447,null,6735,null,1182,null,2006,null,820,null,1297,null,589,null,709,null,378,null,12165,null,1867,null,1955,null,615,null,1812,null,603,null,143,null,138,null,98,null,118,null,45,null,74,null,10210,null,1797,null,7717,null,1411,null,2493,null,1112,null,1117,null,558,null,1376,null,787,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
15989,null,2492,null,8067,null,1333,null,1497,null,571,null,1044,null,457,null,453,null,384,null,233,null,253,null,220,null,290,null,6570,null,1110,null,5563,null,1094,null,1007,null,468,null,402,null,263,null,605,null,355,null,7922,null,1602,null,2642,null,1011,null,2420,null,1001,null,222,null,250,null,222,null,250,null,0,null,281,null,5280,null,1009,null,4825,null,966,null,455,null,281,null,183,null,155,null,272,null,242,null,0400000US24,Maryland,24
14329,null,2346,null,6719,null,1508,null,1248,null,553,null,1085,null,536,null,163,null,186,null,163,null,186,null,0,null,281,null,5471,null,1334,null,4187,null,1079,null,1284,null,616,null,527,null,419,null,757,null,479,null,7610,null,1387,null,1950,null,646,null,1870,null,645,null,80,null,105,null,80,null,105,null,0,null,281,null,5660,null,1230,null,4812,null,1013,null,848,null,606,null,294,null,293,null,554,null,461,null,0400000US25,Massachusetts,25
54169,null,3859,null,28865,null,2846,null,7247,null,1388,null,7153,null,1378,null,94,null,88,null,28,null,47,null,66,null,71,null,21618,null,2340,null,19897,null,2019,null,1721,null,1130,null,465,null,410,null,1256,null,1045,null,25304,null,2081,null,6070,null,1025,null,5745,null,973,null,325,null,328,null,52,null,79,null,273,null,323,null,19234,null,1481,null,18681,null,1535,null,553,null,314,null,125,null,126,null,428,null,286,null,0400000US26,Michigan,26
54792,null,3062,null,25490,null,2043,null,7925,null,1077,null,7736,null,1059,null,189,null,169,null,189,null,169,null,0,null,211,null,17565,null,1581,null,17025,null,1554,null,540,null,352,null,99,null,133,null,441,null,296,null,29302,null,2181,null,8277,null,1184,null,8190,null,1179,null,87,null,107,null,58,null,79,null,29,null,41,null,21025,null,1562,null,20439,null,1466,null,586,null,370,null,281,null,243,null,305,null,252,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
34517,null,3253,null,15201,null,1683,null,4462,null,1014,null,4462,null,1014,null,0,null,300,null,0,null,300,null,0,null,300,null,10739,null,1270,null,9904,null,1218,null,835,null,522,null,569,null,470,null,266,null,202,null,19316,null,2378,null,4824,null,922,null,4824,null,922,null,0,null,300,null,0,null,300,null,0,null,300,null,14492,null,1887,null,13285,null,1454,null,1207,null,1160,null,247,null,256,null,960,null,1140,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
20712,null,3503,null,9917,null,2424,null,2867,null,979,null,2600,null,946,null,267,null,215,null,135,null,177,null,132,null,164,null,7050,null,1875,null,3526,null,966,null,3524,null,1646,null,947,null,444,null,2577,null,1512,null,10795,null,1929,null,1906,null,767,null,1622,null,735,null,284,null,210,null,115,null,139,null,169,null,152,null,8889,null,1620,null,6225,null,1186,null,2664,null,1045,null,845,null,510,null,1819,null,959,null,0400000US34,New Jersey,34
182865,null,4428,null,85757,null,2402,null,27138,null,1718,null,27138,null,1718,null,0,null,279,null,0,null,279,null,0,null,279,null,58619,null,1418,null,58003,null,1363,null,616,null,418,null,82,null,96,null,534,null,419,null,97108,null,3121,null,29417,null,1755,null,29417,null,1755,null,0,null,279,null,0,null,279,null,0,null,279,null,67691,null,2067,null,67322,null,2055,null,369,null,252,null,49,null,81,null,320,null,233,null,0400000US35,New Mexico,35
72575,null,5900,null,36311,null,3925,null,9125,null,1404,null,8570,null,1486,null,555,null,390,null,78,null,79,null,477,null,381,null,27186,null,3167,null,19314,null,2149,null,7872,null,2475,null,3230,null,1048,null,4642,null,2284,null,36264,null,3112,null,8323,null,1779,null,7863,null,1726,null,460,null,418,null,29,null,49,null,431,null,414,null,27941,null,2045,null,21263,null,1761,null,6678,null,1545,null,3102,null,927,null,3576,null,1062,null,0400000US36,New York,36
96263,null,3586,null,45996,null,2277,null,13710,null,1739,null,13632,null,1735,null,78,null,134,null,78,null,134,null,0,null,289,null,32286,null,1905,null,30943,null,1896,null,1343,null,645,null,99,null,182,null,1244,null,608,null,50267,null,2670,null,12640,null,1261,null,12454,null,1123,null,186,null,276,null,62,null,110,null,124,null,210,null,37627,null,1966,null,36654,null,1826,null,973,null,617,null,318,null,335,null,655,null,512,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
21242,null,3075,null,10835,null,1900,null,2069,null,710,null,2027,null,685,null,42,null,75,null,42,null,75,null,0,null,265,null,8766,null,1679,null,8114,null,1509,null,652,null,454,null,166,null,155,null,486,null,420,null,10407,null,1648,null,2292,null,779,null,2092,null,716,null,200,null,197,null,161,null,171,null,39,null,91,null,8115,null,1334,null,7650,null,1259,null,465,null,427,null,262,null,303,null,203,null,233,null,0400000US39,Ohio,39
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US40,Oklahoma,40
63955,null,7108,null,37078,null,4906,null,10517,null,2233,null,8503,null,2032,null,2014,null,1009,null,215,null,352,null,1799,null,945,null,26561,null,3757,null,15089,null,1626,null,11472,null,3285,null,298,null,277,null,11174,null,3303,null,26877,null,3411,null,8814,null,2204,null,8025,null,2005,null,789,null,569,null,117,null,142,null,672,null,562,null,18063,null,1971,null,13922,null,1510,null,4141,null,1242,null,0,null,275,null,4141,null,1242,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
121351,null,7136,null,64612,null,4691,null,15534,null,1941,null,14757,null,1932,null,777,null,518,null,70,null,87,null,707,null,514,null,49078,null,3832,null,38509,null,2762,null,10569,null,2486,null,2094,null,761,null,8475,null,2069,null,56739,null,3879,null,14557,null,2716,null,13528,null,2622,null,1029,null,580,null,238,null,206,null,791,null,522,null,42182,null,2718,null,35199,null,2739,null,6983,null,1382,null,2205,null,756,null,4778,null,1135,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
24007,null,3712,null,10878,null,1898,null,2920,null,948,null,2849,null,944,null,71,null,118,null,71,null,118,null,0,null,285,null,7958,null,1625,null,6530,null,1375,null,1428,null,933,null,406,null,426,null,1022,null,841,null,13129,null,2329,null,2966,null,1123,null,2825,null,1114,null,141,null,156,null,59,null,100,null,82,null,116,null,10163,null,1858,null,8933,null,1584,null,1230,null,764,null,522,null,445,null,708,null,544,null,0400000US51,Virginia,51
91005,null,6109,null,45621,null,3769,null,13280,null,1882,null,12600,null,1740,null,680,null,617,null,111,null,146,null,569,null,616,null,32341,null,2553,null,29888,null,2161,null,2453,null,1246,null,384,null,222,null,2069,null,1209,null,45384,null,3420,null,12930,null,1781,null,12500,null,1765,null,430,null,342,null,238,null,233,null,192,null,207,null,32454,null,2475,null,30786,null,2349,null,1668,null,858,null,535,null,402,null,1133,null,685,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
