B05003B_001E,B05003B_001EA,B05003B_001M,B05003B_001MA,B05003B_002E,B05003B_002EA,B05003B_002M,B05003B_002MA,B05003B_003E,B05003B_003EA,B05003B_003M,B05003B_003MA,B05003B_004E,B05003B_004EA,B05003B_004M,B05003B_004MA,B05003B_005E,B05003B_005EA,B05003B_005M,B05003B_005MA,B05003B_006E,B05003B_006EA,B05003B_006M,B05003B_006MA,B05003B_007E,B05003B_007EA,B05003B_007M,B05003B_007MA,B05003B_008E,B05003B_008EA,B05003B_008M,B05003B_008MA,B05003B_009E,B05003B_009EA,B05003B_009M,B05003B_009MA,B05003B_010E,B05003B_010EA,B05003B_010M,B05003B_010MA,B05003B_011E,B05003B_011EA,B05003B_011M,B05003B_011MA,B05003B_012E,B05003B_012EA,B05003B_012M,B05003B_012MA,B05003B_013E,B05003B_013EA,B05003B_013M,B05003B_013MA,B05003B_014E,B05003B_014EA,B05003B_014M,B05003B_014MA,B05003B_015E,B05003B_015EA,B05003B_015M,B05003B_015MA,B05003B_016E,B05003B_016EA,B05003B_016M,B05003B_016MA,B05003B_017E,B05003B_017EA,B05003B_017M,B05003B_017MA,B05003B_018E,B05003B_018EA,B05003B_018M,B05003B_018MA,B05003B_019E,B05003B_019EA,B05003B_019M,B05003B_019MA,B05003B_020E,B05003B_020EA,B05003B_020M,B05003B_020MA,B05003B_021E,B05003B_021EA,B05003B_021M,B05003B_021MA,B05003B_022E,B05003B_022EA,B05003B_022M,B05003B_022MA,B05003B_023E,B05003B_023EA,B05003B_023M,B05003B_023MA,GEO_ID,NAME,state
658199,null,5213,null,308490,null,4293,null,98506,null,2597,null,96584,null,3018,null,1922,null,1884,null,109,null,129,null,1813,null,1879,null,209984,null,3280,null,202504,null,3567,null,7480,null,1765,null,2354,null,755,null,5126,null,1509,null,349709,null,4716,null,93223,null,2185,null,92414,null,2304,null,809,null,530,null,231,null,247,null,578,null,440,null,256486,null,3915,null,250055,null,3681,null,6431,null,1414,null,2601,null,808,null,3830,null,1182,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
71178,null,2320,null,35738,null,1488,null,11672,null,1049,null,10373,null,939,null,1299,null,847,null,137,null,169,null,1162,null,823,null,24066,null,1035,null,21086,null,1460,null,2980,null,1112,null,779,null,449,null,2201,null,973,null,35440,null,1679,null,10559,null,1143,null,9760,null,1211,null,799,null,543,null,110,null,134,null,689,null,528,null,24881,null,1006,null,22249,null,1549,null,2632,null,1308,null,942,null,424,null,1690,null,1022,null,0400000US31,Nebraska,31
192216,null,3781,null,95319,null,2056,null,27190,null,1613,null,26790,null,1624,null,400,null,340,null,0,null,300,null,400,null,340,null,68129,null,1472,null,62451,null,1857,null,5678,null,1301,null,2676,null,956,null,3002,null,960,null,96897,null,2469,null,26629,null,1792,null,25761,null,1859,null,868,null,493,null,162,null,267,null,706,null,488,null,70268,null,1690,null,62844,null,2027,null,7424,null,1832,null,3489,null,1306,null,3935,null,1185,null,0400000US32,Nevada,32
12940,null,1530,null,7088,null,996,null,2162,null,610,null,1427,null,455,null,735,null,568,null,250,null,203,null,485,null,526,null,4926,null,804,null,3410,null,774,null,1516,null,576,null,791,null,453,null,725,null,429,null,5852,null,1040,null,2115,null,656,null,2005,null,648,null,110,null,152,null,0,null,253,null,110,null,152,null,3737,null,629,null,2151,null,656,null,1586,null,501,null,349,null,324,null,1237,null,464,null,0400000US33,New Hampshire,33
1182998,null,9156,null,559039,null,6345,null,160731,null,3225,null,153468,null,3699,null,7263,null,1845,null,1792,null,804,null,5471,null,1477,null,398308,null,4778,null,324460,null,5616,null,73848,null,4759,null,39917,null,3213,null,33931,null,3455,null,623959,null,5453,null,156483,null,3383,null,148890,null,3708,null,7593,null,1654,null,2231,null,953,null,5362,null,1539,null,467476,null,3565,null,378010,null,6095,null,89466,null,5989,null,47677,null,4268,null,41789,null,4378,null,0400000US34,New Jersey,34
45193,null,3294,null,24014,null,2299,null,7595,null,1343,null,7595,null,1343,null,0,null,279,null,0,null,279,null,0,null,279,null,16419,null,1737,null,14253,null,1796,null,2166,null,923,null,305,null,212,null,1861,null,902,null,21179,null,2223,null,6797,null,1349,null,6641,null,1315,null,156,null,197,null,156,null,197,null,0,null,279,null,14382,null,1416,null,13036,null,1482,null,1346,null,740,null,275,null,308,null,1071,null,655,null,0400000US35,New Mexico,35
3101231,null,16665,null,1438339,null,10058,null,414456,null,6284,null,388659,null,6557,null,25797,null,3391,null,7167,null,1788,null,18630,null,3305,null,1023883,null,7607,null,669229,null,11954,null,354654,null,10400,null,189855,null,7003,null,164799,null,8127,null,1662892,null,9430,null,403349,null,4458,null,380216,null,5113,null,23133,null,2531,null,6863,null,1577,null,16270,null,2172,null,1259543,null,7369,null,806116,null,12284,null,453427,null,11346,null,275264,null,8297,null,178163,null,7237,null,0400000US36,New York,36
1957485,null,9136,null,921268,null,6192,null,273067,null,5073,null,270599,null,5163,null,2468,null,1084,null,409,null,420,null,2059,null,885,null,648201,null,3654,null,624668,null,4445,null,23533,null,3504,null,8449,null,1777,null,15084,null,3070,null,1036217,null,7044,null,256801,null,4425,null,255094,null,4484,null,1707,null,803,null,247,null,238,null,1460,null,791,null,779416,null,4227,null,759428,null,4768,null,19988,null,2498,null,8321,null,1412,null,11667,null,2109,null,0400000US37,North Carolina,37
6115,null,692,null,3882,null,618,null,974,null,307,null,677,null,344,null,297,null,298,null,0,null,208,null,297,null,298,null,2908,null,622,null,1820,null,595,null,1088,null,268,null,181,null,184,null,907,null,297,null,2233,null,445,null,590,null,218,null,371,null,236,null,219,null,292,null,0,null,208,null,219,null,292,null,1643,null,380,null,1081,null,366,null,562,null,324,null,83,null,97,null,479,null,275,null,0400000US38,North Dakota,38
1346129,null,7768,null,635908,null,5376,null,194869,null,3777,null,190924,null,4043,null,3945,null,1545,null,407,null,232,null,3538,null,1512,null,441039,null,3694,null,420787,null,3817,null,20252,null,3047,null,7546,null,1892,null,12706,null,2563,null,710221,null,4606,null,190909,null,3532,null,187671,null,3671,null,3238,null,1236,null,814,null,804,null,2424,null,1000,null,519312,null,2788,null,497945,null,4338,null,21367,null,3219,null,9354,null,2352,null,12013,null,2230,null,0400000US39,Ohio,39
261001,null,5778,null,125695,null,3461,null,36360,null,2392,null,36050,null,2413,null,310,null,343,null,0,null,248,null,310,null,343,null,89335,null,2476,null,84996,null,2711,null,4339,null,1375,null,1222,null,601,null,3117,null,1218,null,135306,null,4060,null,38878,null,2432,null,38688,null,2405,null,190,null,168,null,0,null,248,null,190,null,168,null,96428,null,2544,null,93637,null,2451,null,2791,null,919,null,666,null,379,null,2125,null,814,null,0400000US40,Oklahoma,40
65643,null,3330,null,35560,null,2111,null,10237,null,1551,null,9617,null,1484,null,620,null,584,null,0,null,275,null,620,null,584,null,25323,null,1543,null,21846,null,1551,null,3477,null,996,null,1259,null,618,null,2218,null,918,null,30083,null,2035,null,9689,null,1435,null,8955,null,1260,null,734,null,548,null,499,null,499,null,235,null,223,null,20394,null,1231,null,17436,null,1394,null,2958,null,828,null,1687,null,667,null,1271,null,578,null,0400000US41,Oregon,41
1288057,null,8816,null,610523,null,5919,null,184806,null,4068,null,181484,null,4092,null,3322,null,1123,null,420,null,429,null,2902,null,1039,null,425717,null,3537,null,395383,null,5028,null,30334,null,3310,null,13472,null,2203,null,16862,null,2704,null,677534,null,5195,null,178685,null,3469,null,176581,null,3557,null,2104,null,931,null,234,null,276,null,1870,null,867,null,498849,null,3098,null,465316,null,4262,null,33533,null,3517,null,14654,null,2242,null,18879,null,2746,null,0400000US42,Pennsylvania,42
57169,null,3364,null,28950,null,1889,null,8591,null,1174,null,7882,null,1204,null,709,null,448,null,97,null,165,null,612,null,406,null,20359,null,1514,null,12095,null,1539,null,8264,null,1480,null,3944,null,1461,null,4320,null,1187,null,28219,null,2412,null,8160,null,1389,null,7058,null,1276,null,1102,null,589,null,129,null,174,null,973,null,520,null,20059,null,1509,null,10934,null,1511,null,9125,null,1681,null,4485,null,1290,null,4640,null,1269,null,0400000US44,Rhode Island,44
1257796,null,6692,null,589302,null,5023,null,173430,null,3776,null,173146,null,3816,null,284,null,255,null,210,null,227,null,74,null,111,null,415872,null,2375,null,410318,null,2535,null,5554,null,1535,null,2443,null,889,null,3111,null,1058,null,668494,null,3971,null,167492,null,3217,null,167088,null,3270,null,404,null,358,null,157,null,259,null,247,null,269,null,501002,null,2576,null,495384,null,2880,null,5618,null,1210,null,2251,null,668,null,3367,null,992,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
1015527,null,6959,null,476639,null,4607,null,148258,null,3134,null,145084,null,3231,null,3174,null,1478,null,1075,null,827,null,2099,null,1224,null,328381,null,3253,null,319858,null,3461,null,8523,null,2223,null,3467,null,1547,null,5056,null,1279,null,538888,null,4363,null,142029,null,3136,null,140099,null,3222,null,1930,null,922,null,460,null,359,null,1470,null,896,null,396859,null,2328,null,389460,null,2853,null,7399,null,1856,null,2598,null,942,null,4801,null,1500,null,0400000US47,Tennessee,47
2780252,null,16213,null,1344565,null,8026,null,412333,null,5175,null,404204,null,5470,null,8129,null,1599,null,1478,null,647,null,6651,null,1503,null,932232,null,5752,null,866266,null,7717,null,65966,null,5071,null,29533,null,2966,null,36433,null,4154,null,1435687,null,11963,null,393238,null,5789,null,385697,null,6051,null,7541,null,1832,null,1070,null,549,null,6471,null,1660,null,1042449,null,8926,null,986070,null,10019,null,56379,null,4964,null,26643,null,3194,null,29736,null,3618,null,0400000US48,Texas,48
30001,null,2957,null,15473,null,1497,null,5503,null,1117,null,4733,null,1177,null,770,null,424,null,50,null,84,null,720,null,430,null,9970,null,1046,null,6425,null,1166,null,3545,null,1112,null,804,null,536,null,2741,null,967,null,14528,null,2331,null,7750,null,1854,null,6854,null,1814,null,896,null,808,null,0,null,263,null,896,null,808,null,6778,null,985,null,4528,null,956,null,2250,null,761,null,591,null,448,null,1659,null,675,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1520432,null,7979,null,728628,null,6315,null,200985,null,4606,null,198016,null,4741,null,2969,null,1034,null,1068,null,642,null,1901,null,832,null,527643,null,3970,null,488429,null,6772,null,39214,null,6368,null,16067,null,2565,null,23147,null,6319,null,791804,null,5314,null,193015,null,3851,null,189364,null,3848,null,3651,null,1359,null,1095,null,610,null,2556,null,1134,null,598789,null,3349,null,561216,null,4940,null,37573,null,3985,null,17763,null,2946,null,19810,null,2670,null,0400000US51,Virginia,51
219519,null,5570,null,119415,null,3257,null,32228,null,1825,null,28986,null,2031,null,3242,null,1038,null,1414,null,774,null,1828,null,888,null,87187,null,2320,null,70653,null,2986,null,16534,null,2971,null,8671,null,2311,null,7863,null,1903,null,100104,null,3766,null,29109,null,2600,null,26123,null,2562,null,2986,null,1054,null,992,null,578,null,1994,null,914,null,70995,null,2471,null,54869,null,2985,null,16126,null,2162,null,8843,null,1828,null,7283,null,1308,null,0400000US53,Washington,53
61759,null,3368,null,32883,null,2740,null,7182,null,1277,null,7182,null,1277,null,0,null,265,null,0,null,265,null,0,null,265,null,25701,null,2267,null,24478,null,2357,null,1223,null,664,null,270,null,220,null,953,null,572,null,28876,null,2261,null,6854,null,1368,null,6818,null,1368,null,36,null,72,null,0,null,265,null,36,null,72,null,22022,null,1464,null,21399,null,1499,null,623,null,521,null,350,null,319,null,273,null,399,null,0400000US54,West Virginia,54
325385,null,3973,null,159433,null,2656,null,56249,null,1761,null,55154,null,1985,null,1095,null,616,null,335,null,214,null,760,null,561,null,103184,null,2039,null,99621,null,1990,null,3563,null,1131,null,1368,null,581,null,2195,null,876,null,165952,null,2748,null,51728,null,2260,null,50855,null,2366,null,873,null,453,null,307,null,216,null,566,null,392,null,114224,null,1749,null,110757,null,1944,null,3467,null,1195,null,1307,null,634,null,2160,null,883,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
282951,null,14025,null,140868,null,7242,null,29384,null,3194,null,28728,null,3244,null,656,null,392,null,93,null,154,null,563,null,358,null,111484,null,5733,null,99178,null,5399,null,12306,null,2356,null,3309,null,963,null,8997,null,2092,null,142083,null,8268,null,30225,null,2737,null,29545,null,2707,null,680,null,401,null,121,null,193,null,559,null,358,null,111858,null,6728,null,99785,null,6265,null,12073,null,2094,null,2813,null,747,null,9260,null,1750,null,0400000US72,Puerto Rico,72
