C19037D_001E,C19037D_001EA,C19037D_001M,C19037D_001MA,C19037D_002E,C19037D_002EA,C19037D_002M,C19037D_002MA,C19037D_003E,C19037D_003EA,C19037D_003M,C19037D_003MA,C19037D_004E,C19037D_004EA,C19037D_004M,C19037D_004MA,C19037D_005E,C19037D_005EA,C19037D_005M,C19037D_005MA,C19037D_006E,C19037D_006EA,C19037D_006M,C19037D_006MA,C19037D_007E,C19037D_007EA,C19037D_007M,C19037D_007MA,C19037D_008E,C19037D_008EA,C19037D_008M,C19037D_008MA,C19037D_009E,C19037D_009EA,C19037D_009M,C19037D_009MA,C19037D_010E,C19037D_010EA,C19037D_010M,C19037D_010MA,C19037D_011E,C19037D_011EA,C19037D_011M,C19037D_011MA,C19037D_012E,C19037D_012EA,C19037D_012M,C19037D_012MA,C19037D_013E,C19037D_013EA,C19037D_013M,C19037D_013MA,C19037D_014E,C19037D_014EA,C19037D_014M,C19037D_014MA,C19037D_015E,C19037D_015EA,C19037D_015M,C19037D_015MA,C19037D_016E,C19037D_016EA,C19037D_016M,C19037D_016MA,C19037D_017E,C19037D_017EA,C19037D_017M,C19037D_017MA,C19037D_018E,C19037D_018EA,C19037D_018M,C19037D_018MA,C19037D_019E,C19037D_019EA,C19037D_019M,C19037D_019MA,C19037D_020E,C19037D_020EA,C19037D_020M,C19037D_020MA,C19037D_021E,C19037D_021EA,C19037D_021M,C19037D_021MA,C19037D_022E,C19037D_022EA,C19037D_022M,C19037D_022MA,C19037D_023E,C19037D_023EA,C19037D_023M,C19037D_023MA,C19037D_024E,C19037D_024EA,C19037D_024M,C19037D_024MA,C19037D_025E,C19037D_025EA,C19037D_025M,C19037D_025MA,C19037D_026E,C19037D_026EA,C19037D_026M,C19037D_026MA,C19037D_027E,C19037D_027EA,C19037D_027M,C19037D_027MA,C19037D_028E,C19037D_028EA,C19037D_028M,C19037D_028MA,C19037D_029E,C19037D_029EA,C19037D_029M,C19037D_029MA,C19037D_030E,C19037D_030EA,C19037D_030M,C19037D_030MA,C19037D_031E,C19037D_031EA,C19037D_031M,C19037D_031MA,C19037D_032E,C19037D_032EA,C19037D_032M,C19037D_032MA,C19037D_033E,C19037D_033EA,C19037D_033M,C19037D_033MA,C19037D_034E,C19037D_034EA,C19037D_034M,C19037D_034MA,C19037D_035E,C19037D_035EA,C19037D_035M,C19037D_035MA,C19037D_036E,C19037D_036EA,C19037D_036M,C19037D_036MA,C19037D_037E,C19037D_037EA,C19037D_037M,C19037D_037MA,C19037D_038E,C19037D_038EA,C19037D_038M,C19037D_038MA,C19037D_039E,C19037D_039EA,C19037D_039M,C19037D_039MA,C19037D_040E,C19037D_040EA,C19037D_040M,C19037D_040MA,C19037D_041E,C19037D_041EA,C19037D_041M,C19037D_041MA,C19037D_042E,C19037D_042EA,C19037D_042M,C19037D_042MA,C19037D_043E,C19037D_043EA,C19037D_043M,C19037D_043MA,C19037D_044E,C19037D_044EA,C19037D_044M,C19037D_044MA,C19037D_045E,C19037D_045EA,C19037D_045M,C19037D_045MA,GEO_ID,NAME,state
80945,null,3187,null,3326,null,728,null,924,null,450,null,189,null,130,null,280,null,243,null,265,null,305,null,712,null,400,null,710,null,383,null,214,null,241,null,32,null,54,null,0,null,298,null,0,null,298,null,42644,null,2605,null,2101,null,885,null,1287,null,692,null,2606,null,843,null,4418,null,1065,null,6107,null,1254,null,8367,null,1451,null,5024,null,942,null,6527,null,1281,null,3049,null,701,null,3158,null,975,null,29066,null,2115,null,1846,null,834,null,538,null,364,null,3506,null,932,null,1617,null,610,null,2936,null,955,null,5179,null,1290,null,3615,null,950,null,4651,null,1180,null,2444,null,633,null,2734,null,911,null,5909,null,1063,null,477,null,358,null,446,null,354,null,888,null,452,null,787,null,436,null,605,null,357,null,883,null,527,null,658,null,380,null,761,null,392,null,404,null,344,null,0,null,298,null,0400000US13,Georgia,13
177715,null,4170,null,3398,null,958,null,459,null,388,null,556,null,555,null,179,null,156,null,412,null,350,null,195,null,241,null,585,null,400,null,347,null,301,null,546,null,419,null,44,null,79,null,75,null,122,null,42025,null,2770,null,1647,null,753,null,571,null,468,null,2147,null,882,null,2516,null,921,null,5005,null,1216,null,8762,null,1402,null,8551,null,1433,null,7922,null,1342,null,2731,null,889,null,2173,null,655,null,69448,null,3133,null,3535,null,936,null,1271,null,479,null,3052,null,1015,null,4350,null,785,null,7219,null,1317,null,12113,null,1705,null,10281,null,1440,null,14834,null,1498,null,7343,null,1136,null,5450,null,946,null,62844,null,2121,null,4301,null,723,null,4517,null,962,null,7228,null,1260,null,6515,null,1271,null,9667,null,1309,null,9930,null,1271,null,6510,null,1082,null,9243,null,1351,null,2874,null,770,null,2059,null,545,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
185021,null,4391,null,8100,null,1531,null,2868,null,851,null,518,null,302,null,951,null,667,null,1013,null,544,null,1311,null,576,null,930,null,412,null,248,null,286,null,220,null,207,null,41,null,68,null,0,null,267,null,95077,null,3514,null,4897,null,1098,null,1285,null,640,null,5463,null,1240,null,6457,null,1614,null,10408,null,1793,null,16588,null,2197,null,16423,null,2405,null,18205,null,2080,null,8154,null,1340,null,7197,null,1427,null,64961,null,2484,null,1971,null,651,null,1764,null,743,null,2974,null,894,null,5402,null,1247,null,6875,null,1709,null,9920,null,1346,null,10826,null,1523,null,12701,null,1655,null,5805,null,1000,null,6723,null,1178,null,16883,null,1429,null,2640,null,820,null,1004,null,480,null,2088,null,673,null,898,null,397,null,2358,null,792,null,2273,null,635,null,1923,null,619,null,2061,null,618,null,395,null,219,null,1243,null,446,null,0400000US17,Illinois,17
27389,null,1777,null,2930,null,951,null,1903,null,776,null,161,null,167,null,127,null,162,null,252,null,285,null,296,null,248,null,176,null,274,null,0,null,265,null,15,null,24,null,0,null,265,null,0,null,265,null,13987,null,1353,null,2074,null,842,null,767,null,464,null,1113,null,431,null,1585,null,639,null,2139,null,757,null,2086,null,583,null,1122,null,457,null,2280,null,710,null,445,null,271,null,376,null,271,null,8132,null,1049,null,516,null,430,null,232,null,196,null,490,null,399,null,508,null,357,null,492,null,332,null,1272,null,464,null,1309,null,467,null,1574,null,552,null,497,null,319,null,1242,null,626,null,2340,null,632,null,178,null,171,null,167,null,237,null,981,null,502,null,113,null,115,null,142,null,143,null,216,null,174,null,146,null,185,null,217,null,198,null,0,null,265,null,180,null,152,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
20669,null,1215,null,1321,null,449,null,732,null,443,null,155,null,131,null,198,null,208,null,37,null,61,null,150,null,248,null,17,null,27,null,32,null,53,null,0,null,244,null,0,null,244,null,0,null,244,null,11346,null,1099,null,878,null,458,null,276,null,238,null,1412,null,624,null,488,null,312,null,1675,null,679,null,1879,null,693,null,2046,null,821,null,1737,null,526,null,697,null,366,null,258,null,232,null,5913,null,900,null,426,null,399,null,111,null,126,null,398,null,282,null,144,null,123,null,708,null,389,null,1015,null,555,null,936,null,430,null,777,null,398,null,689,null,454,null,709,null,383,null,2089,null,780,null,582,null,501,null,77,null,111,null,192,null,190,null,326,null,326,null,87,null,148,null,291,null,224,null,280,null,240,null,118,null,133,null,69,null,124,null,67,null,120,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
18661,null,1607,null,764,null,389,null,231,null,181,null,138,null,166,null,19,null,38,null,154,null,175,null,30,null,52,null,46,null,80,null,107,null,150,null,0,null,277,null,39,null,79,null,0,null,277,null,8246,null,1476,null,559,null,414,null,378,null,425,null,426,null,323,null,621,null,441,null,2401,null,878,null,2086,null,854,null,679,null,363,null,650,null,430,null,277,null,239,null,169,null,165,null,8105,null,1270,null,1131,null,726,null,345,null,285,null,754,null,515,null,662,null,420,null,1438,null,627,null,1409,null,526,null,1019,null,435,null,799,null,362,null,258,null,188,null,290,null,208,null,1546,null,530,null,138,null,153,null,0,null,277,null,105,null,127,null,242,null,276,null,161,null,163,null,388,null,266,null,8,null,15,null,304,null,233,null,63,null,114,null,137,null,137,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
90856,null,2556,null,2054,null,700,null,606,null,303,null,282,null,398,null,96,null,105,null,168,null,147,null,229,null,200,null,72,null,83,null,569,null,424,null,0,null,281,null,32,null,53,null,0,null,281,null,42682,null,2151,null,802,null,473,null,290,null,296,null,1604,null,677,null,2606,null,875,null,4799,null,1074,null,7581,null,1333,null,7360,null,1290,null,8807,null,1106,null,5135,null,932,null,3698,null,704,null,37070,null,1997,null,610,null,547,null,847,null,359,null,1051,null,454,null,2827,null,1009,null,3352,null,924,null,4995,null,993,null,6398,null,1406,null,7675,null,1224,null,4775,null,1040,null,4540,null,818,null,9050,null,1084,null,1196,null,575,null,587,null,403,null,909,null,409,null,676,null,375,null,1391,null,556,null,1274,null,533,null,523,null,285,null,1341,null,431,null,474,null,317,null,679,null,272,null,0400000US24,Maryland,24
102694,null,2801,null,4321,null,974,null,1171,null,516,null,158,null,154,null,780,null,493,null,219,null,200,null,676,null,406,null,847,null,499,null,187,null,188,null,262,null,221,null,0,null,281,null,21,null,37,null,57032,null,2300,null,2691,null,906,null,2394,null,932,null,1817,null,829,null,3729,null,962,null,5631,null,1173,null,9174,null,1482,null,8874,null,1484,null,13140,null,1613,null,6051,null,925,null,3531,null,982,null,32752,null,1769,null,2459,null,878,null,856,null,482,null,2800,null,969,null,2389,null,729,null,3032,null,872,null,5105,null,1114,null,3684,null,851,null,5806,null,1058,null,3290,null,826,null,3331,null,757,null,8589,null,1183,null,2642,null,696,null,1201,null,603,null,1014,null,488,null,349,null,267,null,377,null,240,null,650,null,314,null,565,null,340,null,549,null,282,null,321,null,261,null,921,null,467,null,0400000US25,Massachusetts,25
75400,null,2524,null,3419,null,899,null,1320,null,607,null,959,null,494,null,392,null,239,null,106,null,120,null,273,null,194,null,133,null,136,null,54,null,95,null,182,null,239,null,0,null,242,null,0,null,242,null,41661,null,1890,null,3087,null,977,null,1446,null,785,null,2967,null,758,null,1910,null,578,null,4250,null,936,null,9004,null,1210,null,7543,null,1322,null,6029,null,1009,null,3683,null,866,null,1742,null,505,null,24498,null,1334,null,1287,null,523,null,406,null,258,null,1400,null,647,null,1892,null,432,null,2073,null,805,null,3147,null,766,null,3754,null,865,null,5054,null,1030,null,2464,null,599,null,3021,null,778,null,5822,null,870,null,1017,null,431,null,450,null,265,null,517,null,366,null,565,null,355,null,604,null,314,null,507,null,355,null,649,null,320,null,728,null,314,null,279,null,231,null,506,null,293,null,0400000US26,Michigan,26
52496,null,2097,null,3299,null,951,null,1023,null,517,null,339,null,239,null,426,null,301,null,264,null,224,null,641,null,477,null,510,null,362,null,96,null,106,null,0,null,211,null,0,null,211,null,0,null,211,null,31440,null,1834,null,1851,null,784,null,1319,null,594,null,1600,null,659,null,1992,null,594,null,3896,null,1078,null,7007,null,1194,null,6001,null,1144,null,4941,null,944,null,1325,null,506,null,1508,null,526,null,14918,null,1429,null,452,null,289,null,1078,null,525,null,888,null,411,null,1675,null,774,null,892,null,414,null,2562,null,703,null,3149,null,896,null,1951,null,637,null,1156,null,483,null,1115,null,505,null,2839,null,638,null,334,null,236,null,357,null,216,null,694,null,371,null,275,null,171,null,186,null,171,null,302,null,202,null,526,null,259,null,0,null,211,null,0,null,211,null,165,null,175,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
28248,null,1301,null,2081,null,681,null,612,null,358,null,183,null,174,null,295,null,218,null,171,null,180,null,350,null,288,null,451,null,446,null,0,null,257,null,19,null,36,null,0,null,257,null,0,null,257,null,15524,null,1321,null,1284,null,732,null,363,null,331,null,1558,null,691,null,1507,null,518,null,1950,null,779,null,3597,null,905,null,1990,null,551,null,1343,null,521,null,809,null,393,null,1123,null,501,null,8450,null,1047,null,605,null,430,null,262,null,267,null,473,null,275,null,651,null,376,null,1121,null,515,null,1405,null,489,null,876,null,507,null,1456,null,640,null,504,null,266,null,1097,null,432,null,2193,null,593,null,94,null,113,null,40,null,67,null,355,null,257,null,225,null,213,null,521,null,359,null,413,null,268,null,85,null,90,null,335,null,240,null,0,null,257,null,125,null,186,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
