C17010B_001E,C17010B_001EA,C17010B_001M,C17010B_001MA,C17010B_002E,C17010B_002EA,C17010B_002M,C17010B_002MA,C17010B_003E,C17010B_003EA,C17010B_003M,C17010B_003MA,C17010B_004E,C17010B_004EA,C17010B_004M,C17010B_004MA,C17010B_005E,C17010B_005EA,C17010B_005M,C17010B_005MA,C17010B_006E,C17010B_006EA,C17010B_006M,C17010B_006MA,C17010B_007E,C17010B_007EA,C17010B_007M,C17010B_007MA,C17010B_008E,C17010B_008EA,C17010B_008M,C17010B_008MA,C17010B_009E,C17010B_009EA,C17010B_009M,C17010B_009MA,C17010B_010E,C17010B_010EA,C17010B_010M,C17010B_010MA,C17010B_011E,C17010B_011EA,C17010B_011M,C17010B_011MA,C17010B_012E,C17010B_012EA,C17010B_012M,C17010B_012MA,C17010B_013E,C17010B_013EA,C17010B_013M,C17010B_013MA,C17010B_014E,C17010B_014EA,C17010B_014M,C17010B_014MA,C17010B_015E,C17010B_015EA,C17010B_015M,C17010B_015MA,C17010B_016E,C17010B_016EA,C17010B_016M,C17010B_016MA,C17010B_017E,C17010B_017EA,C17010B_017M,C17010B_017MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
409355,null,6811,null,97341,null,4667,null,10797,null,1839,null,6167,null,1410,null,86544,null,4426,null,9336,null,1713,null,7348,null,1547,null,77208,null,4657,null,67009,null,4161,null,312014,null,6554,null,149616,null,4797,null,75723,null,4023,null,162398,null,6460,null,29839,null,2807,null,16080,null,2444,null,132559,null,5738,null,87059,null,5057,null,0400000US17,Illinois,17
125937,null,4467,null,30417,null,2429,null,3220,null,838,null,2484,null,781,null,27197,null,2235,null,2373,null,1024,null,1933,null,990,null,24824,null,2331,null,21359,null,2433,null,95520,null,4366,null,49528,null,2935,null,22451,null,2521,null,45992,null,3400,null,8252,null,1534,null,5129,null,1323,null,37740,null,3430,null,27635,null,3140,null,0400000US18,Indiana,18
15672,null,1509,null,4400,null,1092,null,832,null,510,null,658,null,479,null,3568,null,1064,null,427,null,328,null,206,null,213,null,3141,null,982,null,3023,null,962,null,11272,null,1335,null,5874,null,1063,null,3102,null,882,null,5398,null,1133,null,1411,null,591,null,837,null,514,null,3987,null,957,null,3166,null,952,null,0400000US19,Iowa,19
36378,null,2329,null,8316,null,1582,null,1272,null,621,null,781,null,549,null,7044,null,1356,null,760,null,494,null,662,null,474,null,6284,null,1311,null,5203,null,1078,null,28062,null,2309,null,15962,null,1684,null,8792,null,1415,null,12100,null,1764,null,3070,null,1057,null,2015,null,875,null,9030,null,1399,null,6893,null,1235,null,0400000US20,Kansas,20
77370,null,3663,null,21638,null,2501,null,2599,null,836,null,1239,null,610,null,19039,null,2502,null,2691,null,1061,null,2452,null,1056,null,16348,null,2133,null,14950,null,2060,null,55732,null,2825,null,31359,null,2359,null,13644,null,1822,null,24373,null,2498,null,5274,null,1272,null,3352,null,1046,null,19099,null,2200,null,12319,null,1882,null,0400000US21,Kentucky,21
312983,null,5791,null,83075,null,4742,null,13886,null,2228,null,7666,null,1655,null,69189,null,3954,null,7313,null,1579,null,5306,null,1415,null,61876,null,3879,null,55150,null,4057,null,229908,null,5582,null,127785,null,5087,null,60116,null,3597,null,102123,null,4191,null,20491,null,2948,null,11221,null,2193,null,81632,null,4056,null,52796,null,3479,null,0400000US22,Louisiana,22
2804,null,751,null,1032,null,549,null,531,null,366,null,511,null,367,null,501,null,422,null,77,null,107,null,77,null,107,null,424,null,413,null,424,null,413,null,1772,null,732,null,1081,null,600,null,641,null,422,null,691,null,425,null,329,null,295,null,127,null,117,null,362,null,301,null,362,null,301,null,0400000US23,Maine,23
379033,null,5689,null,35569,null,2876,null,4732,null,1288,null,2842,null,1043,null,30837,null,2912,null,3818,null,1154,null,3030,null,1050,null,27019,null,2885,null,23506,null,2717,null,343464,null,5641,null,180810,null,4587,null,93334,null,4506,null,162654,null,5075,null,28999,null,2608,null,17273,null,2302,null,133655,null,4674,null,89049,null,4005,null,0400000US24,Maryland,24
87968,null,3550,null,13162,null,1886,null,2225,null,819,null,1376,null,627,null,10937,null,1649,null,1018,null,547,null,872,null,529,null,9919,null,1571,null,8996,null,1445,null,74806,null,3471,null,36038,null,2651,null,22713,null,2438,null,38768,null,3043,null,8873,null,1394,null,5278,null,1101,null,29895,null,2641,null,20393,null,2049,null,0400000US25,Massachusetts,25
294638,null,5627,null,79511,null,4408,null,11251,null,1719,null,7389,null,1518,null,68260,null,4192,null,6621,null,1352,null,4634,null,1196,null,61639,null,3968,null,53289,null,3573,null,215127,null,5609,null,102512,null,3951,null,49985,null,3150,null,112615,null,4983,null,18673,null,2029,null,10753,null,1712,null,93942,null,4533,null,61924,null,4260,null,0400000US26,Michigan,26
47045,null,2469,null,12128,null,1898,null,1965,null,645,null,1740,null,581,null,10163,null,1780,null,1270,null,618,null,1191,null,622,null,8893,null,1655,null,7925,null,1560,null,34917,null,2573,null,18301,null,2119,null,12077,null,1902,null,16616,null,2047,null,4060,null,965,null,3318,null,983,null,12556,null,1778,null,10230,null,1699,null,0400000US27,Minnesota,27
259885,null,5540,null,83862,null,5371,null,13570,null,2260,null,8591,null,1927,null,70292,null,4942,null,8248,null,2260,null,5421,null,1788,null,62044,null,4307,null,53429,null,4103,null,176023,null,5503,null,95365,null,4704,null,48383,null,3845,null,80658,null,4020,null,14857,null,2146,null,7870,null,1558,null,65801,null,3776,null,42734,null,3366,null,0400000US28,Mississippi,28
151630,null,4861,null,34738,null,3394,null,3413,null,819,null,1968,null,727,null,31325,null,3239,null,3251,null,1163,null,2813,null,1102,null,28074,null,3221,null,26340,null,3183,null,116892,null,4982,null,56678,null,3052,null,27208,null,2602,null,60214,null,3910,null,12138,null,2272,null,7348,null,1677,null,48076,null,3288,null,32663,null,2941,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
14769,null,1416,null,3200,null,914,null,587,null,435,null,529,null,418,null,2613,null,777,null,208,null,248,null,208,null,248,null,2405,null,694,null,2354,null,686,null,11569,null,1441,null,5850,null,1090,null,3171,null,964,null,5719,null,1140,null,1762,null,822,null,947,null,578,null,3957,null,831,null,2704,null,640,null,0400000US31,Nebraska,31
41782,null,2527,null,6048,null,1448,null,1468,null,773,null,1078,null,702,null,4580,null,1182,null,803,null,512,null,719,null,500,null,3777,null,1156,null,3481,null,1102,null,35734,null,2587,null,20061,null,1674,null,9970,null,1607,null,15673,null,2296,null,3432,null,1081,null,2402,null,951,null,12241,null,1995,null,8654,null,1757,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
266708,null,5828,null,39155,null,3233,null,4995,null,1348,null,3410,null,1099,null,34160,null,2955,null,3812,null,1197,null,2860,null,1055,null,30348,null,2769,null,27028,null,2713,null,227553,null,6149,null,118027,null,4124,null,62417,null,3775,null,109526,null,4856,null,22601,null,2459,null,13817,null,1883,null,86925,null,4400,null,57811,null,3841,null,0400000US34,New Jersey,34
8838,null,1205,null,1499,null,743,null,309,null,232,null,40,null,83,null,1190,null,700,null,49,null,84,null,49,null,84,null,1141,null,689,null,1141,null,689,null,7339,null,1230,null,4978,null,1015,null,2194,null,752,null,2361,null,949,null,270,null,228,null,153,null,194,null,2091,null,888,null,1510,null,832,null,0400000US35,New Mexico,35
662450,null,8661,null,120000,null,5159,null,14633,null,1818,null,9630,null,1670,null,105367,null,4840,null,9548,null,1709,null,6413,null,1371,null,95819,null,4444,null,83218,null,4126,null,542450,null,8326,null,248660,null,6311,null,129120,null,5258,null,293790,null,7788,null,58191,null,4296,null,30676,null,2669,null,235599,null,6834,null,147149,null,6465,null,0400000US36,New York,36
483118,null,7817,null,103083,null,5394,null,14404,null,1987,null,7325,null,1401,null,88679,null,5258,null,10009,null,2068,null,6785,null,1745,null,78670,null,4792,null,69303,null,4852,null,380035,null,8236,null,213859,null,7248,null,99853,null,5464,null,166176,null,5930,null,31464,null,3223,null,15942,null,2578,null,134712,null,5510,null,90665,null,4834,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
307984,null,5634,null,79104,null,4278,null,8571,null,1706,null,4711,null,1269,null,70533,null,4340,null,7203,null,1392,null,5944,null,1273,null,63330,null,4205,null,56879,null,3982,null,228880,null,5462,null,112224,null,4307,null,54101,null,3075,null,116656,null,4660,null,23115,null,2646,null,14143,null,2227,null,93541,null,4188,null,61253,null,3825,null,0400000US39,Ohio,39
61970,null,3093,null,15450,null,2224,null,2578,null,909,null,1417,null,666,null,12872,null,2138,null,1664,null,842,null,1589,null,834,null,11208,null,1916,null,10245,null,1850,null,46520,null,2783,null,26413,null,2201,null,12245,null,1645,null,20107,null,2074,null,4837,null,1130,null,2989,null,1035,null,15270,null,2002,null,10061,null,1726,null,0400000US40,Oklahoma,40
12379,null,1572,null,2936,null,1023,null,266,null,262,null,212,null,249,null,2670,null,973,null,574,null,454,null,574,null,454,null,2096,null,888,null,1960,null,879,null,9443,null,1321,null,5616,null,1012,null,3209,null,769,null,3827,null,1088,null,608,null,411,null,268,null,206,null,3219,null,1005,null,1939,null,715,null,0400000US41,Oregon,41
284819,null,6655,null,65641,null,4066,null,8813,null,1645,null,5757,null,1352,null,56828,null,3887,null,7543,null,1733,null,5914,null,1465,null,49285,null,3624,null,43423,null,3479,null,219178,null,5965,null,98040,null,3982,null,46991,null,3272,null,121138,null,5514,null,24413,null,2485,null,15351,null,2089,null,96725,null,4885,null,64086,null,4281,null,0400000US42,Pennsylvania,42
12796,null,1261,null,2755,null,959,null,489,null,367,null,40,null,70,null,2266,null,873,null,410,null,305,null,313,null,262,null,1856,null,818,null,1856,null,818,null,10041,null,1174,null,4869,null,1031,null,2635,null,803,null,5172,null,926,null,1677,null,685,null,829,null,534,null,3495,null,723,null,2581,null,670,null,0400000US44,Rhode Island,44
289821,null,5780,null,69615,null,4511,null,11144,null,2023,null,5360,null,1440,null,58471,null,4107,null,6207,null,1578,null,4735,null,1348,null,52264,null,3484,null,44683,null,3540,null,220206,null,5234,null,120798,null,5201,null,54684,null,4219,null,99408,null,5523,null,18497,null,2310,null,8651,null,1581,null,80911,null,4639,null,53284,null,3536,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
235563,null,5800,null,52905,null,3857,null,6812,null,1472,null,5095,null,1290,null,46093,null,3827,null,4067,null,1294,null,3222,null,1194,null,42026,null,3683,null,37339,null,3562,null,182658,null,5023,null,95372,null,4660,null,47962,null,3359,null,87286,null,4139,null,16348,null,2492,null,9661,null,1682,null,70938,null,3823,null,44093,null,3610,null,0400000US47,Tennessee,47
629581,null,8705,null,123349,null,6404,null,19609,null,2672,null,12449,null,2028,null,103740,null,5784,null,10500,null,1921,null,6431,null,1336,null,93240,null,5510,null,84216,null,5746,null,506232,null,9161,null,283464,null,7881,null,150375,null,6010,null,222768,null,7039,null,41112,null,3608,null,21249,null,2421,null,181656,null,6324,null,118299,null,5682,null,0400000US48,Texas,48
4317,null,809,null,740,null,458,null,210,null,217,null,165,null,208,null,530,null,378,null,283,null,348,null,197,null,317,null,247,null,179,null,247,null,179,null,3577,null,787,null,2887,null,675,null,2162,null,676,null,690,null,429,null,314,null,302,null,245,null,279,null,376,null,286,null,180,null,189,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367460,null,6828,null,57259,null,4424,null,9685,null,1849,null,5351,null,1326,null,47574,null,4057,null,4743,null,1280,null,2969,null,1156,null,42831,null,3832,null,38694,null,3618,null,310201,null,7269,null,179418,null,5529,null,90564,null,4109,null,130783,null,6176,null,26417,null,3205,null,14486,null,2574,null,104366,null,5116,null,69180,null,4496,null,0400000US51,Virginia,51
47084,null,2811,null,9421,null,1665,null,2379,null,1017,null,1807,null,897,null,7042,null,1378,null,557,null,391,null,557,null,391,null,6485,null,1273,null,6064,null,1224,null,37663,null,2742,null,22448,null,2110,null,12957,null,1707,null,15215,null,1920,null,5327,null,1241,null,3631,null,1095,null,9888,null,1353,null,7239,null,1176,null,0400000US53,Washington,53
12703,null,1276,null,3473,null,773,null,371,null,251,null,195,null,197,null,3102,null,775,null,678,null,506,null,509,null,448,null,2424,null,664,null,2282,null,660,null,9230,null,1257,null,5338,null,1053,null,2003,null,630,null,3892,null,1001,null,674,null,482,null,535,null,462,null,3218,null,872,null,2126,null,778,null,0400000US54,West Virginia,54
70852,null,3049,null,19801,null,2359,null,1934,null,613,null,867,null,442,null,17867,null,2296,null,2526,null,1014,null,2166,null,1007,null,15341,null,1950,null,14073,null,1859,null,51051,null,2788,null,21139,null,1806,null,9000,null,1387,null,29912,null,2254,null,4729,null,1196,null,2494,null,876,null,25183,null,2194,null,18956,null,2175,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
65255,null,3467,null,29038,null,2527,null,9883,null,1322,null,4291,null,952,null,19155,null,2147,null,3201,null,859,null,1811,null,619,null,15954,null,1824,null,11937,null,1581,null,36217,null,2465,null,22415,null,1877,null,8156,null,1173,null,13802,null,1629,null,3756,null,813,null,1379,null,557,null,10046,null,1391,null,5168,null,1027,null,0400000US72,Puerto Rico,72
