B14007D_001E,B14007D_001EA,B14007D_001M,B14007D_001MA,B14007D_002E,B14007D_002EA,B14007D_002M,B14007D_002MA,B14007D_003E,B14007D_003EA,B14007D_003M,B14007D_003MA,B14007D_004E,B14007D_004EA,B14007D_004M,B14007D_004MA,B14007D_005E,B14007D_005EA,B14007D_005M,B14007D_005MA,B14007D_006E,B14007D_006EA,B14007D_006M,B14007D_006MA,B14007D_007E,B14007D_007EA,B14007D_007M,B14007D_007MA,B14007D_008E,B14007D_008EA,B14007D_008M,B14007D_008MA,B14007D_009E,B14007D_009EA,B14007D_009M,B14007D_009MA,B14007D_010E,B14007D_010EA,B14007D_010M,B14007D_010MA,B14007D_011E,B14007D_011EA,B14007D_011M,B14007D_011MA,B14007D_012E,B14007D_012EA,B14007D_012M,B14007D_012MA,B14007D_013E,B14007D_013EA,B14007D_013M,B14007D_013MA,B14007D_014E,B14007D_014EA,B14007D_014M,B14007D_014MA,B14007D_015E,B14007D_015EA,B14007D_015M,B14007D_015MA,B14007D_016E,B14007D_016EA,B14007D_016M,B14007D_016MA,B14007D_017E,B14007D_017EA,B14007D_017M,B14007D_017MA,B14007D_018E,B14007D_018EA,B14007D_018M,B14007D_018MA,B14007D_019E,B14007D_019EA,B14007D_019M,B14007D_019MA,GEO_ID,NAME,state
530104,null,5296,null,161153,null,4827,null,11828,null,1442,null,6592,null,1204,null,6127,null,1224,null,6814,null,1279,null,6961,null,1491,null,6809,null,1258,null,7270,null,1419,null,5493,null,1066,null,5971,null,1101,null,4908,null,839,null,5536,null,974,null,5980,null,1003,null,7186,null,1140,null,7197,null,1426,null,41776,null,2997,null,24705,null,2775,null,368951,null,4835,null,0400000US17,Illinois,17
81730,null,2527,null,32833,null,2396,null,2279,null,792,null,1226,null,437,null,1014,null,415,null,503,null,291,null,1909,null,734,null,1167,null,437,null,1310,null,482,null,1039,null,434,null,1024,null,441,null,1442,null,504,null,1011,null,410,null,1049,null,507,null,563,null,321,null,1284,null,498,null,9272,null,1369,null,6741,null,1185,null,48897,null,2253,null,0400000US18,Indiana,18
44967,null,2091,null,17718,null,1762,null,1109,null,484,null,1477,null,470,null,651,null,349,null,920,null,564,null,866,null,349,null,471,null,299,null,434,null,319,null,557,null,337,null,797,null,399,null,453,null,269,null,335,null,243,null,264,null,298,null,581,null,322,null,618,null,322,null,4844,null,1187,null,3341,null,911,null,27249,null,2088,null,0400000US19,Iowa,19
56919,null,1965,null,20749,null,1657,null,1353,null,445,null,1188,null,481,null,776,null,314,null,592,null,343,null,756,null,335,null,552,null,277,null,767,null,326,null,948,null,411,null,541,null,338,null,775,null,390,null,442,null,215,null,1201,null,479,null,667,null,338,null,607,null,436,null,6539,null,1207,null,3045,null,734,null,36170,null,1736,null,0400000US20,Kansas,20
41969,null,3306,null,15570,null,1717,null,1251,null,410,null,894,null,270,null,800,null,357,null,929,null,520,null,517,null,375,null,735,null,352,null,275,null,244,null,780,null,405,null,431,null,268,null,707,null,431,null,603,null,404,null,473,null,309,null,213,null,151,null,640,null,343,null,3716,null,1124,null,2606,null,921,null,26399,null,2897,null,0400000US21,Kentucky,21
62212,null,3396,null,18964,null,2123,null,727,null,452,null,1207,null,542,null,723,null,493,null,755,null,420,null,715,null,385,null,1177,null,490,null,777,null,468,null,1099,null,451,null,1567,null,583,null,622,null,324,null,380,null,354,null,944,null,411,null,1161,null,534,null,355,null,300,null,4619,null,990,null,2136,null,760,null,43248,null,2570,null,0400000US22,Louisiana,22
10459,null,925,null,4464,null,664,null,59,null,69,null,237,null,229,null,232,null,180,null,97,null,101,null,83,null,93,null,341,null,312,null,65,null,83,null,435,null,324,null,55,null,60,null,455,null,243,null,97,null,77,null,23,null,35,null,198,null,184,null,215,null,190,null,1467,null,412,null,405,null,258,null,5995,null,685,null,0400000US23,Maine,23
274527,null,3130,null,81244,null,3568,null,4550,null,887,null,2841,null,717,null,3505,null,803,null,4325,null,909,null,4108,null,946,null,2730,null,654,null,2880,null,729,null,3425,null,885,null,3326,null,795,null,2605,null,866,null,2745,null,781,null,3420,null,820,null,3999,null,1032,null,3454,null,920,null,21959,null,2331,null,11372,null,2055,null,193283,null,3494,null,0400000US24,Maryland,24
309282,null,3305,null,100443,null,3809,null,5414,null,819,null,6283,null,1178,null,4590,null,1021,null,4151,null,1092,null,4033,null,723,null,4598,null,1049,null,3758,null,923,null,3269,null,830,null,3386,null,804,null,2542,null,726,null,3114,null,812,null,3942,null,700,null,3562,null,771,null,3719,null,795,null,27818,null,2773,null,16264,null,1825,null,208839,null,3106,null,0400000US25,Massachusetts,25
222955,null,3642,null,78435,null,3609,null,4210,null,879,null,3324,null,792,null,3569,null,937,null,4571,null,911,null,3743,null,806,null,3132,null,858,null,2816,null,825,null,3202,null,838,null,2379,null,654,null,3674,null,756,null,2622,null,699,null,3510,null,967,null,2800,null,645,null,3296,null,810,null,19946,null,1932,null,11641,null,1951,null,144520,null,3255,null,0400000US26,Michigan,26
174301,null,2819,null,64648,null,2537,null,4248,null,849,null,3451,null,797,null,2533,null,648,null,3771,null,826,null,3619,null,775,null,2156,null,618,null,3653,null,738,null,2725,null,604,null,2786,null,687,null,1835,null,511,null,3400,null,732,null,3844,null,777,null,3034,null,758,null,3915,null,889,null,15212,null,1924,null,4466,null,1013,null,109653,null,2839,null,0400000US27,Minnesota,27
21352,null,2619,null,6359,null,1556,null,295,null,221,null,176,null,156,null,137,null,151,null,504,null,329,null,434,null,372,null,193,null,166,null,0,null,287,null,123,null,119,null,528,null,357,null,84,null,147,null,153,null,159,null,217,null,222,null,413,null,320,null,412,null,360,null,1294,null,883,null,1396,null,1008,null,14993,null,2168,null,0400000US28,Mississippi,28
79600,null,2865,null,25400,null,2318,null,1533,null,493,null,1612,null,487,null,877,null,382,null,1447,null,538,null,1581,null,501,null,444,null,274,null,802,null,334,null,1075,null,511,null,1305,null,561,null,1175,null,464,null,514,null,252,null,1172,null,511,null,673,null,350,null,424,null,243,null,6293,null,963,null,4473,null,853,null,54200,null,1999,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
25396,null,1809,null,9370,null,1347,null,336,null,232,null,526,null,328,null,148,null,127,null,223,null,171,null,683,null,350,null,300,null,226,null,289,null,232,null,248,null,168,null,387,null,284,null,242,null,190,null,427,null,287,null,443,null,206,null,493,null,254,null,433,null,320,null,2599,null,753,null,1593,null,680,null,16026,null,1435,null,0400000US31,Nebraska,31
151932,null,3043,null,37267,null,2106,null,1801,null,787,null,1802,null,696,null,1817,null,696,null,1998,null,736,null,2115,null,654,null,1799,null,497,null,1315,null,560,null,1469,null,614,null,1971,null,731,null,1381,null,560,null,2126,null,626,null,1810,null,532,null,2005,null,495,null,1406,null,443,null,10058,null,1428,null,2394,null,754,null,114665,null,2616,null,0400000US32,Nevada,32
25100,null,1657,null,8433,null,1282,null,632,null,337,null,537,null,375,null,53,null,82,null,629,null,393,null,608,null,319,null,310,null,280,null,248,null,251,null,297,null,275,null,286,null,190,null,150,null,198,null,691,null,420,null,240,null,271,null,138,null,149,null,658,null,384,null,1974,null,653,null,982,null,672,null,16667,null,1316,null,0400000US33,New Hampshire,33
635402,null,4543,null,173936,null,4075,null,13519,null,1649,null,8012,null,1322,null,9837,null,1308,null,10024,null,1411,null,8466,null,1551,null,8935,null,1588,null,7794,null,1325,null,7885,null,1127,null,9441,null,1279,null,7719,null,1430,null,8432,null,1287,null,9073,null,1475,null,7821,null,1117,null,8193,null,1276,null,33020,null,2251,null,15765,null,2403,null,461466,null,4218,null,0400000US34,New Jersey,34
25703,null,1785,null,7936,null,1437,null,603,null,447,null,132,null,217,null,154,null,156,null,614,null,391,null,94,null,125,null,488,null,286,null,448,null,460,null,421,null,333,null,315,null,193,null,140,null,126,null,326,null,277,null,819,null,750,null,44,null,74,null,134,null,207,null,1151,null,503,null,2053,null,869,null,17767,null,1289,null,0400000US35,New Mexico,35
1309740,null,8058,null,369767,null,6818,null,21213,null,1887,null,17379,null,2611,null,14188,null,2052,null,16662,null,1973,null,15751,null,2099,null,14574,null,2045,null,14388,null,1945,null,15146,null,2038,null,16514,null,2132,null,15081,null,1814,null,17896,null,2355,null,16130,null,1803,null,14791,null,1491,null,17368,null,1985,null,95399,null,4313,null,47287,null,4647,null,939973,null,7384,null,0400000US36,New York,36
162391,null,3603,null,52040,null,3088,null,2662,null,627,null,1973,null,693,null,2051,null,660,null,2149,null,684,null,2005,null,550,null,1650,null,559,null,3205,null,942,null,2400,null,673,null,2559,null,671,null,2443,null,794,null,2704,null,786,null,2029,null,578,null,1843,null,524,null,2505,null,728,null,13941,null,1846,null,5921,null,1312,null,110351,null,2922,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
168039,null,3570,null,50612,null,3203,null,4056,null,766,null,1929,null,499,null,2791,null,783,null,2844,null,761,null,2612,null,786,null,1946,null,657,null,1597,null,443,null,1715,null,645,null,1371,null,390,null,1020,null,449,null,2073,null,836,null,1651,null,604,null,1331,null,519,null,2277,null,748,null,13381,null,1959,null,8018,null,1531,null,117427,null,2912,null,0400000US39,Ohio,39
59734,null,2433,null,22671,null,1990,null,1147,null,508,null,995,null,422,null,800,null,453,null,1059,null,371,null,755,null,356,null,514,null,350,null,956,null,573,null,379,null,233,null,671,null,355,null,609,null,291,null,266,null,178,null,858,null,296,null,1695,null,590,null,776,null,441,null,6928,null,1501,null,4263,null,1093,null,37063,null,1986,null,0400000US40,Oklahoma,40
125564,null,3549,null,35954,null,2904,null,2701,null,668,null,1260,null,468,null,1447,null,567,null,1283,null,416,null,1823,null,543,null,1336,null,543,null,1664,null,537,null,1261,null,580,null,1684,null,589,null,1076,null,501,null,2126,null,631,null,1398,null,497,null,1890,null,540,null,1446,null,515,null,10391,null,1536,null,3168,null,1014,null,89610,null,2429,null,0400000US41,Oregon,41
285145,null,3690,null,97930,null,3478,null,6507,null,1113,null,4054,null,994,null,3136,null,749,null,4147,null,844,null,4577,null,849,null,3379,null,751,null,4263,null,1044,null,3186,null,888,null,3444,null,887,null,3945,null,920,null,4225,null,837,null,3617,null,828,null,2860,null,693,null,3409,null,796,null,27320,null,2549,null,15861,null,1913,null,187215,null,3691,null,0400000US42,Pennsylvania,42
28725,null,1206,null,10460,null,1366,null,169,null,201,null,825,null,385,null,568,null,377,null,51,null,86,null,215,null,254,null,273,null,235,null,346,null,320,null,302,null,318,null,504,null,296,null,396,null,374,null,244,null,249,null,1214,null,607,null,246,null,259,null,666,null,362,null,3348,null,984,null,1093,null,687,null,18265,null,1196,null,0400000US44,Rhode Island,44
47603,null,2214,null,14865,null,1803,null,450,null,275,null,563,null,328,null,1340,null,625,null,758,null,383,null,928,null,414,null,354,null,371,null,511,null,336,null,414,null,269,null,763,null,419,null,1240,null,576,null,544,null,328,null,225,null,216,null,436,null,283,null,977,null,464,null,3792,null,900,null,1570,null,650,null,32738,null,1657,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
78686,null,2648,null,22665,null,1948,null,2327,null,833,null,1206,null,423,null,1043,null,425,null,1701,null,637,null,1741,null,724,null,961,null,466,null,894,null,553,null,689,null,299,null,1223,null,612,null,682,null,402,null,945,null,460,null,1091,null,503,null,701,null,401,null,488,null,308,null,4980,null,971,null,1993,null,668,null,56021,null,1996,null,0400000US47,Tennessee,47
804362,null,6909,null,259285,null,6092,null,19507,null,2122,null,13200,null,1837,null,11090,null,1529,null,13033,null,1804,null,12574,null,1690,null,11103,null,1630,null,11873,null,1864,null,12199,null,1653,null,9864,null,1434,null,11721,null,1458,null,11492,null,1650,null,10426,null,1400,null,10666,null,1690,null,9064,null,1264,null,61920,null,3367,null,29553,null,3247,null,545077,null,6074,null,0400000US48,Texas,48
51212,null,2604,null,18835,null,1938,null,1315,null,452,null,640,null,329,null,481,null,335,null,831,null,489,null,700,null,403,null,533,null,386,null,371,null,292,null,923,null,425,null,430,null,269,null,1050,null,644,null,979,null,586,null,828,null,398,null,988,null,429,null,906,null,512,null,4773,null,1039,null,3087,null,943,null,32377,null,1931,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
358700,null,4978,null,102423,null,4239,null,5523,null,1041,null,5537,null,1182,null,4282,null,901,null,5255,null,970,null,4684,null,1017,null,4704,null,823,null,4148,null,940,null,4984,null,1069,null,3866,null,909,null,4528,null,978,null,4287,null,884,null,3537,null,782,null,4367,null,854,null,5057,null,1339,null,24943,null,2349,null,12721,null,1882,null,256277,null,4361,null,0400000US51,Virginia,51
411738,null,5332,null,110515,null,4363,null,7338,null,1227,null,4761,null,1001,null,5644,null,1183,null,4336,null,1101,null,4984,null,891,null,4461,null,1060,null,4520,null,1031,null,4831,null,950,null,4403,null,1073,null,4423,null,952,null,5806,null,940,null,5867,null,954,null,3198,null,746,null,6101,null,1069,null,32320,null,2640,null,7522,null,1746,null,301223,null,4346,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
108999,null,2739,null,44083,null,2447,null,1526,null,509,null,3328,null,979,null,2081,null,589,null,1996,null,596,null,1704,null,450,null,2129,null,656,null,2132,null,618,null,1805,null,596,null,1856,null,518,null,1904,null,585,null,1591,null,549,null,2045,null,558,null,1973,null,547,null,3009,null,864,null,11318,null,1688,null,3686,null,1142,null,64916,null,2350,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
13900,null,3262,null,4304,null,1655,null,250,null,244,null,144,null,172,null,80,null,134,null,357,null,296,null,639,null,412,null,0,null,289,null,223,null,350,null,337,null,258,null,532,null,431,null,0,null,289,null,541,null,426,null,287,null,246,null,171,null,264,null,166,null,193,null,525,null,373,null,52,null,88,null,9596,null,2169,null,0400000US72,Puerto Rico,72
