B19001B_001E,B19001B_001EA,B19001B_001M,B19001B_001MA,B19001B_002E,B19001B_002EA,B19001B_002M,B19001B_002MA,B19001B_003E,B19001B_003EA,B19001B_003M,B19001B_003MA,B19001B_004E,B19001B_004EA,B19001B_004M,B19001B_004MA,B19001B_005E,B19001B_005EA,B19001B_005M,B19001B_005MA,B19001B_006E,B19001B_006EA,B19001B_006M,B19001B_006MA,B19001B_007E,B19001B_007EA,B19001B_007M,B19001B_007MA,B19001B_008E,B19001B_008EA,B19001B_008M,B19001B_008MA,B19001B_009E,B19001B_009EA,B19001B_009M,B19001B_009MA,B19001B_010E,B19001B_010EA,B19001B_010M,B19001B_010MA,B19001B_011E,B19001B_011EA,B19001B_011M,B19001B_011MA,B19001B_012E,B19001B_012EA,B19001B_012M,B19001B_012MA,B19001B_013E,B19001B_013EA,B19001B_013M,B19001B_013MA,B19001B_014E,B19001B_014EA,B19001B_014M,B19001B_014MA,B19001B_015E,B19001B_015EA,B19001B_015M,B19001B_015MA,B19001B_016E,B19001B_016EA,B19001B_016M,B19001B_016MA,B19001B_017E,B19001B_017EA,B19001B_017M,B19001B_017MA,GEO_ID,NAME,state
1008308,null,9658,null,128983,null,6370,null,77937,null,5136,null,68447,null,5317,null,65559,null,3925,null,60320,null,4013,null,64265,null,4628,null,60864,null,4885,null,57796,null,4460,null,45029,null,3134,null,84643,null,5241,null,100865,null,5809,null,94566,null,5420,null,49310,null,4020,null,23318,null,2504,null,18044,null,2445,null,8362,null,1643,null,0400000US13,Georgia,13
10446,null,1542,null,743,null,705,null,33,null,59,null,201,null,201,null,193,null,263,null,177,null,183,null,664,null,848,null,331,null,274,null,384,null,323,null,538,null,515,null,654,null,550,null,1695,null,791,null,2700,null,1213,null,944,null,590,null,954,null,569,null,73,null,114,null,162,null,179,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
662586,null,7726,null,110666,null,4854,null,53515,null,3895,null,43979,null,3524,null,46575,null,3633,null,40322,null,3537,null,38247,null,3582,null,34135,null,3042,null,31139,null,3309,null,26765,null,2918,null,48613,null,4160,null,55366,null,3785,null,59719,null,4025,null,36008,null,3361,null,17495,null,2163,null,12575,null,1855,null,7467,null,1445,null,0400000US17,Illinois,17
209094,null,4726,null,32403,null,2585,null,21536,null,3060,null,15824,null,2042,null,17413,null,2149,null,14386,null,2208,null,15021,null,2134,null,10829,null,1516,null,9318,null,1629,null,11184,null,2118,null,15051,null,2222,null,15219,null,2099,null,15201,null,2055,null,8078,null,1374,null,3040,null,951,null,2614,null,918,null,1977,null,705,null,0400000US18,Indiana,18
27400,null,1702,null,4997,null,1358,null,2591,null,1045,null,3438,null,1031,null,2937,null,887,null,2008,null,838,null,1099,null,508,null,1330,null,665,null,1659,null,701,null,1544,null,629,null,1434,null,617,null,1293,null,662,null,1611,null,583,null,524,null,358,null,542,null,342,null,258,null,232,null,135,null,154,null,0400000US19,Iowa,19
59923,null,2408,null,9971,null,1517,null,6011,null,1294,null,4626,null,1050,null,5090,null,1318,null,3540,null,1021,null,3430,null,910,null,3023,null,902,null,3027,null,829,null,2262,null,685,null,3903,null,955,null,6314,null,1550,null,4673,null,907,null,2023,null,685,null,638,null,434,null,894,null,483,null,498,null,365,null,0400000US20,Kansas,20
125807,null,3720,null,23519,null,2271,null,13630,null,2117,null,10072,null,1811,null,10211,null,1571,null,7781,null,1496,null,8361,null,1840,null,7451,null,1426,null,6058,null,1385,null,4204,null,977,null,7148,null,1269,null,9251,null,1287,null,10203,null,1635,null,4042,null,883,null,1937,null,720,null,1268,null,554,null,671,null,324,null,0400000US21,Kentucky,21
471176,null,7149,null,82348,null,4277,null,48864,null,3791,null,41682,null,3077,null,39626,null,3768,null,38913,null,3603,null,29640,null,3116,null,23635,null,2698,null,26687,null,2820,null,21533,null,2479,null,29069,null,3007,null,31876,null,2625,null,28272,null,2343,null,16601,null,2221,null,5905,null,1186,null,4535,null,1126,null,1990,null,647,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
589611,null,6086,null,49205,null,3531,null,24171,null,2716,null,22301,null,2524,null,27537,null,2877,null,25984,null,2888,null,27155,null,2695,null,26782,null,2815,null,31865,null,3006,null,27692,null,2960,null,52757,null,4329,null,64800,null,4694,null,82152,null,4842,null,50649,null,3710,null,32372,null,3302,null,29777,null,2469,null,14412,null,1985,null,0400000US24,Maryland,24
133608,null,4577,null,15729,null,2106,null,9184,null,1726,null,6901,null,1441,null,8625,null,1515,null,7679,null,1418,null,7777,null,1544,null,7582,null,1444,null,6307,null,1358,null,5651,null,1203,null,10601,null,1810,null,12750,null,1865,null,15098,null,1967,null,9255,null,1447,null,4697,null,1203,null,3456,null,1022,null,2316,null,766,null,0400000US25,Massachusetts,25
489170,null,6952,null,83009,null,4459,null,44690,null,3561,null,36821,null,2729,null,36738,null,3135,null,32961,null,3101,null,35535,null,2964,null,27805,null,2784,null,21070,null,2066,null,21941,null,2328,null,34172,null,3375,null,36711,null,2994,null,38339,null,2688,null,21201,null,2322,null,9371,null,1710,null,5260,null,1154,null,3546,null,940,null,0400000US26,Michigan,26
78723,null,2963,null,15093,null,1925,null,6036,null,1455,null,5476,null,1125,null,6163,null,1486,null,8053,null,1885,null,5720,null,1469,null,3212,null,1042,null,3148,null,916,null,3080,null,953,null,4066,null,1003,null,5915,null,1311,null,5327,null,940,null,2700,null,885,null,2124,null,836,null,1256,null,507,null,1354,null,766,null,0400000US27,Minnesota,27
381104,null,5378,null,74718,null,4134,null,46169,null,3787,null,37112,null,3178,null,32094,null,3121,null,30185,null,3171,null,24044,null,2768,null,20210,null,2544,null,17876,null,2446,null,13534,null,1895,null,22953,null,2609,null,24640,null,2345,null,20658,null,2482,null,9269,null,1699,null,2474,null,885,null,3026,null,1076,null,2142,null,804,null,0400000US28,Mississippi,28
245646,null,6142,null,34951,null,2576,null,21023,null,2287,null,21505,null,2510,null,19078,null,2512,null,19916,null,2467,null,16757,null,2208,null,13965,null,2158,null,12472,null,1960,null,13076,null,1945,null,18041,null,2149,null,19718,null,2154,null,18006,null,1855,null,8693,null,1290,null,4166,null,1222,null,2670,null,829,null,1609,null,609,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
25951,null,1891,null,4139,null,1084,null,2658,null,990,null,1645,null,657,null,2765,null,855,null,2089,null,631,null,2599,null,844,null,1335,null,585,null,1260,null,435,null,1388,null,598,null,1382,null,530,null,1645,null,731,null,1626,null,634,null,413,null,293,null,140,null,155,null,638,null,460,null,229,null,236,null,0400000US31,Nebraska,31
70501,null,2680,null,7500,null,1580,null,4065,null,948,null,3835,null,1168,null,4817,null,1108,null,4841,null,1427,null,4551,null,1181,null,3997,null,1165,null,3517,null,926,null,4026,null,1160,null,6487,null,1380,null,7918,null,1475,null,8186,null,1619,null,3461,null,922,null,1845,null,697,null,852,null,497,null,603,null,470,null,0400000US32,Nevada,32
4477,null,916,null,492,null,428,null,126,null,182,null,163,null,218,null,709,null,482,null,313,null,281,null,0,null,253,null,908,null,563,null,158,null,144,null,159,null,190,null,242,null,322,null,278,null,222,null,342,null,244,null,279,null,169,null,188,null,167,null,120,null,140,null,0,null,253,null,0400000US33,New Hampshire,33
418799,null,6061,null,47427,null,3449,null,24165,null,2357,null,22222,null,2719,null,19820,null,1964,null,19368,null,2236,null,19618,null,2457,null,22740,null,2856,null,21445,null,2205,null,17428,null,2442,null,35308,null,3575,null,45176,null,3876,null,50101,null,3087,null,29780,null,2925,null,19136,null,2213,null,16197,null,2101,null,8868,null,1468,null,0400000US34,New Jersey,34
15221,null,1550,null,2781,null,1004,null,1684,null,871,null,1286,null,700,null,613,null,538,null,845,null,404,null,1065,null,588,null,609,null,438,null,879,null,500,null,488,null,346,null,799,null,459,null,1718,null,810,null,1506,null,800,null,273,null,197,null,237,null,219,null,209,null,188,null,229,null,243,null,0400000US35,New Mexico,35
1036033,null,12005,null,149263,null,6981,null,70369,null,4418,null,62902,null,3918,null,58242,null,3619,null,60915,null,4670,null,57665,null,3969,null,51176,null,3669,null,48575,null,3618,null,43579,null,3623,null,85230,null,4943,null,94117,null,4795,null,107823,null,5380,null,64083,null,4375,null,33281,null,2704,null,30857,null,2834,null,17956,null,1871,null,0400000US36,New York,36
747630,null,8682,null,110393,null,6050,null,63607,null,4606,null,60461,null,4973,null,58833,null,4121,null,55056,null,4429,null,49060,null,3672,null,44328,null,4076,null,40797,null,3826,null,36470,null,3596,null,57613,null,4382,null,64195,null,4367,null,57600,null,4212,null,24676,null,2825,null,11558,null,1883,null,9033,null,1762,null,3950,null,976,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
525614,null,6416,null,104226,null,5911,null,51221,null,3776,null,38462,null,3094,null,40723,null,3516,null,35707,null,3470,null,35339,null,3180,null,26816,null,2570,null,26771,null,2710,null,23199,null,2670,null,32295,null,3164,null,39805,null,3202,null,36663,null,2877,null,19200,null,2372,null,6094,null,1308,null,6128,null,1152,null,2965,null,832,null,0400000US39,Ohio,39
101645,null,3560,null,17382,null,2553,null,10525,null,2061,null,7580,null,1392,null,8733,null,1913,null,6893,null,1589,null,7427,null,1643,null,6224,null,1196,null,5288,null,1182,null,4089,null,1068,null,7886,null,1304,null,7474,null,1532,null,6395,null,1259,null,2994,null,836,null,1620,null,765,null,578,null,301,null,557,null,430,null,0400000US40,Oklahoma,40
20999,null,1895,null,4249,null,1058,null,2053,null,835,null,1600,null,699,null,1273,null,649,null,1040,null,564,null,859,null,460,null,938,null,526,null,851,null,505,null,576,null,356,null,1096,null,549,null,1572,null,774,null,1992,null,723,null,1085,null,476,null,842,null,456,null,776,null,492,null,197,null,253,null,0400000US41,Oregon,41
481176,null,7175,null,81027,null,5101,null,42055,null,3410,null,37923,null,3541,null,31333,null,2671,null,30873,null,3146,null,30356,null,3117,null,26701,null,3185,null,27561,null,2355,null,21098,null,2347,null,38782,null,3885,null,41661,null,3040,null,34830,null,3123,null,20872,null,2633,null,7758,null,1408,null,5099,null,1273,null,3247,null,883,null,0400000US42,Pennsylvania,42
19021,null,1411,null,2847,null,915,null,882,null,533,null,793,null,532,null,1869,null,691,null,871,null,484,null,1579,null,633,null,1138,null,467,null,374,null,319,null,554,null,407,null,1209,null,597,null,2210,null,777,null,1699,null,794,null,1538,null,538,null,452,null,373,null,695,null,490,null,311,null,282,null,0400000US44,Rhode Island,44
448632,null,6810,null,76741,null,4759,null,41219,null,3493,null,42189,null,4206,null,36418,null,3491,null,30649,null,3132,null,30817,null,2883,null,27465,null,2860,null,21804,null,2678,null,19249,null,2488,null,31167,null,3113,null,36154,null,3909,null,27941,null,2753,null,12869,null,1944,null,7417,null,1460,null,4241,null,1063,null,2292,null,790,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
376851,null,6493,null,54778,null,3831,null,35668,null,3483,null,33263,null,3412,null,27532,null,2975,null,27896,null,2937,null,25104,null,2461,null,22089,null,2525,null,22365,null,2366,null,16352,null,2108,null,28591,null,2677,null,30996,null,3066,null,27696,null,2643,null,13791,null,1501,null,4048,null,1042,null,3598,null,919,null,3084,null,931,null,0400000US47,Tennessee,47
984681,null,10557,null,130081,null,5669,null,82983,null,5537,null,64353,null,4095,null,66948,null,4212,null,66510,null,4987,null,62746,null,4323,null,50658,null,4550,null,53139,null,3899,null,45071,null,3644,null,79981,null,4937,null,90009,null,5483,null,89564,null,4850,null,47666,null,3198,null,24048,null,2899,null,19931,null,2021,null,10993,null,1946,null,0400000US48,Texas,48
7321,null,1136,null,990,null,592,null,428,null,463,null,382,null,399,null,366,null,352,null,546,null,401,null,135,null,166,null,324,null,337,null,695,null,450,null,497,null,349,null,1049,null,478,null,406,null,280,null,1257,null,718,null,197,null,335,null,49,null,89,null,0,null,263,null,0,null,263,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
553750,null,7951,null,58393,null,3899,null,37844,null,3349,null,37728,null,3401,null,37606,null,3762,null,28722,null,3059,null,32652,null,3340,null,32085,null,3399,null,31337,null,2849,null,25074,null,2547,null,48614,null,4208,null,55338,null,3990,null,55908,null,3896,null,32977,null,3194,null,17575,null,2392,null,13582,null,1856,null,8315,null,1564,null,0400000US51,Virginia,51
79174,null,3453,null,10068,null,1980,null,5266,null,1160,null,4202,null,1356,null,5346,null,1468,null,5581,null,1661,null,5418,null,1439,null,3952,null,1206,null,4235,null,1238,null,3914,null,1092,null,6053,null,1517,null,7177,null,1432,null,7833,null,1323,null,4752,null,1048,null,2101,null,765,null,1826,null,646,null,1450,null,552,null,0400000US53,Washington,53
22531,null,1831,null,5117,null,1061,null,2825,null,860,null,1598,null,643,null,1458,null,485,null,1233,null,611,null,1896,null,801,null,912,null,453,null,973,null,490,null,472,null,396,null,1682,null,728,null,1260,null,535,null,1898,null,600,null,919,null,508,null,93,null,102,null,103,null,164,null,92,null,121,null,0400000US54,West Virginia,54
110505,null,3116,null,18349,null,2296,null,9581,null,1663,null,9349,null,1585,null,9962,null,1628,null,7377,null,1251,null,8117,null,1543,null,6551,null,1521,null,5582,null,1224,null,5803,null,1274,null,7902,null,1437,null,8868,null,1540,null,6589,null,1202,null,3600,null,823,null,1270,null,556,null,795,null,338,null,810,null,434,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
90340,null,4229,null,29808,null,2593,null,10927,null,1580,null,8458,null,1349,null,6204,null,973,null,6717,null,1174,null,4319,null,872,null,4321,null,830,null,3645,null,889,null,3520,null,753,null,4512,null,887,null,3983,null,851,null,2445,null,743,null,914,null,393,null,412,null,312,null,119,null,113,null,36,null,62,null,0400000US72,Puerto Rico,72
