B05003G_001E,B05003G_001EA,B05003G_001M,B05003G_001MA,B05003G_002E,B05003G_002EA,B05003G_002M,B05003G_002MA,B05003G_003E,B05003G_003EA,B05003G_003M,B05003G_003MA,B05003G_004E,B05003G_004EA,B05003G_004M,B05003G_004MA,B05003G_005E,B05003G_005EA,B05003G_005M,B05003G_005MA,B05003G_006E,B05003G_006EA,B05003G_006M,B05003G_006MA,B05003G_007E,B05003G_007EA,B05003G_007M,B05003G_007MA,B05003G_008E,B05003G_008EA,B05003G_008M,B05003G_008MA,B05003G_009E,B05003G_009EA,B05003G_009M,B05003G_009MA,B05003G_010E,B05003G_010EA,B05003G_010M,B05003G_010MA,B05003G_011E,B05003G_011EA,B05003G_011M,B05003G_011MA,B05003G_012E,B05003G_012EA,B05003G_012M,B05003G_012MA,B05003G_013E,B05003G_013EA,B05003G_013M,B05003G_013MA,B05003G_014E,B05003G_014EA,B05003G_014M,B05003G_014MA,B05003G_015E,B05003G_015EA,B05003G_015M,B05003G_015MA,B05003G_016E,B05003G_016EA,B05003G_016M,B05003G_016MA,B05003G_017E,B05003G_017EA,B05003G_017M,B05003G_017MA,B05003G_018E,B05003G_018EA,B05003G_018M,B05003G_018MA,B05003G_019E,B05003G_019EA,B05003G_019M,B05003G_019MA,B05003G_020E,B05003G_020EA,B05003G_020M,B05003G_020MA,B05003G_021E,B05003G_021EA,B05003G_021M,B05003G_021MA,B05003G_022E,B05003G_022EA,B05003G_022M,B05003G_022MA,B05003G_023E,B05003G_023EA,B05003G_023M,B05003G_023MA,GEO_ID,NAME,state
134395,null,8695,null,65148,null,5395,null,32575,null,3775,null,32224,null,3779,null,351,null,260,null,200,null,204,null,151,null,155,null,32573,null,3462,null,27865,null,3359,null,4708,null,1196,null,1851,null,730,null,2857,null,933,null,69247,null,5342,null,34298,null,3698,null,34112,null,3727,null,186,null,251,null,0,null,298,null,186,null,251,null,34949,null,3457,null,30924,null,3228,null,4025,null,980,null,2086,null,680,null,1939,null,673,null,0400000US13,Georgia,13
275694,null,11060,null,137317,null,6363,null,54918,null,3988,null,54565,null,3956,null,353,null,334,null,307,null,331,null,46,null,78,null,82399,null,4122,null,80169,null,4087,null,2230,null,885,null,1644,null,771,null,586,null,262,null,138377,null,6839,null,55101,null,3495,null,55028,null,3482,null,73,null,124,null,73,null,124,null,0,null,275,null,83276,null,4909,null,80826,null,4788,null,2450,null,792,null,1334,null,524,null,1116,null,502,null,0400000US15,Hawaii,15
39037,null,3429,null,19586,null,2324,null,10484,null,1528,null,10435,null,1530,null,49,null,78,null,0,null,259,null,49,null,78,null,9102,null,1727,null,8544,null,1598,null,558,null,429,null,234,null,199,null,324,null,372,null,19451,null,1940,null,10187,null,1200,null,10122,null,1212,null,65,null,113,null,0,null,259,null,65,null,113,null,9264,null,1448,null,8347,null,1371,null,917,null,675,null,490,null,317,null,427,null,464,null,0400000US16,Idaho,16
222243,null,11962,null,111608,null,6102,null,63743,null,4833,null,62537,null,4761,null,1206,null,460,null,226,null,289,null,980,null,407,null,47865,null,3864,null,39260,null,3387,null,8605,null,2011,null,4306,null,1244,null,4299,null,1402,null,110635,null,8167,null,59166,null,5526,null,58260,null,5457,null,906,null,371,null,58,null,96,null,848,null,361,null,51469,null,4495,null,43468,null,3944,null,8001,null,1630,null,4338,null,1080,null,3663,null,1024,null,0400000US17,Illinois,17
123789,null,6973,null,60501,null,4300,null,32211,null,2892,null,31754,null,2818,null,457,null,394,null,89,null,148,null,368,null,370,null,28290,null,3004,null,25611,null,2699,null,2679,null,919,null,1496,null,605,null,1183,null,553,null,63288,null,4500,null,34724,null,2987,null,34363,null,2992,null,361,null,345,null,37,null,61,null,324,null,339,null,28564,null,2752,null,26578,null,2574,null,1986,null,767,null,834,null,438,null,1152,null,670,null,0400000US18,Indiana,18
44777,null,3753,null,22610,null,2178,null,11830,null,2013,null,11820,null,2012,null,10,null,18,null,0,null,226,null,10,null,18,null,10780,null,1605,null,9937,null,1551,null,843,null,425,null,410,null,323,null,433,null,230,null,22167,null,2744,null,12715,null,1884,null,12604,null,1882,null,111,null,118,null,27,null,40,null,84,null,105,null,9452,null,1668,null,8864,null,1576,null,588,null,353,null,358,null,274,null,230,null,187,null,0400000US19,Iowa,19
75781,null,4545,null,38092,null,2774,null,18496,null,2225,null,18335,null,2204,null,161,null,149,null,0,null,244,null,161,null,149,null,19596,null,2142,null,19000,null,2150,null,596,null,346,null,228,null,194,null,368,null,279,null,37689,null,2876,null,18111,null,1817,null,17998,null,1822,null,113,null,134,null,35,null,60,null,78,null,101,null,19578,null,1923,null,18701,null,1940,null,877,null,398,null,240,null,159,null,637,null,377,null,0400000US20,Kansas,20
61722,null,4993,null,29640,null,3422,null,19455,null,2220,null,19238,null,2219,null,217,null,219,null,98,null,127,null,119,null,172,null,10185,null,1827,null,8878,null,1650,null,1307,null,576,null,659,null,384,null,648,null,461,null,32082,null,3188,null,16584,null,2079,null,16509,null,2085,null,75,null,93,null,75,null,93,null,0,null,271,null,15498,null,2006,null,14518,null,1970,null,980,null,410,null,685,null,384,null,295,null,278,null,0400000US21,Kentucky,21
50344,null,4480,null,23405,null,2653,null,10922,null,2031,null,10854,null,2024,null,68,null,110,null,68,null,110,null,0,null,277,null,12483,null,1910,null,11165,null,1829,null,1318,null,621,null,451,null,275,null,867,null,531,null,26939,null,3041,null,12736,null,2058,null,12718,null,2064,null,18,null,47,null,0,null,277,null,18,null,47,null,14203,null,2057,null,13293,null,2045,null,910,null,421,null,467,null,279,null,443,null,294,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
119990,null,7624,null,57577,null,5003,null,30282,null,3120,null,29377,null,3047,null,905,null,713,null,0,null,281,null,905,null,713,null,27295,null,3185,null,22985,null,3000,null,4310,null,1142,null,1938,null,584,null,2372,null,809,null,62413,null,3930,null,30937,null,2866,null,30398,null,2888,null,539,null,302,null,244,null,208,null,295,null,200,null,31476,null,2480,null,25854,null,2233,null,5622,null,1208,null,3101,null,806,null,2521,null,866,null,0400000US24,Maryland,24
133853,null,9498,null,67478,null,6064,null,29299,null,3440,null,27897,null,3387,null,1402,null,786,null,161,null,168,null,1241,null,783,null,38179,null,3957,null,21082,null,2546,null,17097,null,2979,null,3735,null,934,null,13362,null,2844,null,66375,null,5413,null,28444,null,3103,null,27912,null,3073,null,532,null,320,null,129,null,123,null,403,null,301,null,37931,null,3322,null,24819,null,2423,null,13112,null,2216,null,4652,null,1259,null,8460,null,1956,null,0400000US25,Massachusetts,25
216944,null,8704,null,108798,null,5262,null,56222,null,4164,null,55700,null,4143,null,522,null,335,null,298,null,239,null,224,null,221,null,52576,null,3254,null,49810,null,3183,null,2766,null,679,null,1445,null,569,null,1321,null,490,null,108146,null,5304,null,54305,null,3653,null,53986,null,3618,null,319,null,233,null,102,null,119,null,217,null,194,null,53841,null,3490,null,50431,null,3287,null,3410,null,764,null,1834,null,579,null,1576,null,621,null,0400000US26,Michigan,26
94084,null,5538,null,48109,null,3474,null,26602,null,2449,null,26390,null,2405,null,212,null,224,null,13,null,26,null,199,null,224,null,21507,null,2135,null,20121,null,2042,null,1386,null,491,null,214,null,134,null,1172,null,480,null,45975,null,3200,null,27210,null,2616,null,26757,null,2613,null,453,null,370,null,114,null,156,null,339,null,321,null,18765,null,1747,null,16940,null,1641,null,1825,null,615,null,455,null,259,null,1370,null,546,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
118558,null,6144,null,61767,null,4039,null,31160,null,2911,null,30962,null,2931,null,198,null,155,null,0,null,257,null,198,null,155,null,30607,null,2662,null,28375,null,2526,null,2232,null,1106,null,440,null,358,null,1792,null,1071,null,56791,null,3945,null,26450,null,2640,null,26283,null,2648,null,167,null,165,null,0,null,257,null,167,null,165,null,30341,null,2614,null,28568,null,2643,null,1773,null,616,null,466,null,283,null,1307,null,570,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
38798,null,3525,null,18704,null,2078,null,11288,null,1480,null,11030,null,1448,null,258,null,308,null,181,null,293,null,77,null,120,null,7416,null,1340,null,6529,null,1192,null,887,null,510,null,473,null,354,null,414,null,296,null,20094,null,2292,null,11192,null,1696,null,11158,null,1696,null,34,null,53,null,34,null,53,null,0,null,221,null,8902,null,1354,null,8165,null,1352,null,737,null,352,null,319,null,246,null,418,null,286,null,0400000US31,Nebraska,31
83692,null,6038,null,42926,null,3617,null,21886,null,2168,null,21532,null,2097,null,354,null,363,null,0,null,300,null,354,null,363,null,21040,null,2479,null,18033,null,2184,null,3007,null,1113,null,1414,null,641,null,1593,null,886,null,40766,null,3710,null,19660,null,2816,null,19374,null,2769,null,286,null,295,null,69,null,112,null,217,null,271,null,21106,null,2358,null,18317,null,2181,null,2789,null,806,null,1643,null,538,null,1146,null,543,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
162968,null,8725,null,82574,null,5849,null,40690,null,3592,null,39528,null,3536,null,1162,null,732,null,102,null,125,null,1060,null,731,null,41884,null,4063,null,25894,null,2937,null,15990,null,2950,null,5519,null,1160,null,10471,null,2752,null,80394,null,5189,null,36107,null,3503,null,35423,null,3459,null,684,null,490,null,238,null,217,null,446,null,449,null,44287,null,3465,null,29974,null,3087,null,14313,null,2008,null,6771,null,1333,null,7542,null,1561,null,0400000US34,New Jersey,34
63316,null,6428,null,31528,null,4100,null,15639,null,2496,null,15564,null,2485,null,75,null,115,null,0,null,279,null,75,null,115,null,15889,null,2963,null,15221,null,2857,null,668,null,409,null,167,null,146,null,501,null,366,null,31788,null,3264,null,11785,null,1847,null,11785,null,1847,null,0,null,279,null,0,null,279,null,0,null,279,null,20003,null,2252,null,18831,null,2228,null,1172,null,485,null,555,null,284,null,617,null,395,null,0400000US35,New Mexico,35
388916,null,15386,null,195102,null,9001,null,86370,null,5673,null,84365,null,5529,null,2005,null,833,null,812,null,514,null,1193,null,695,null,108732,null,6585,null,77682,null,5046,null,31050,null,3487,null,16034,null,1898,null,15016,null,2798,null,193814,null,8802,null,75991,null,4897,null,73743,null,4869,null,2248,null,854,null,520,null,320,null,1728,null,806,null,117823,null,6032,null,80568,null,4711,null,37255,null,3608,null,21780,null,2744,null,15475,null,2393,null,0400000US36,New York,36
156737,null,9344,null,75920,null,5162,null,40688,null,3690,null,40209,null,3689,null,479,null,286,null,130,null,159,null,349,null,282,null,35232,null,3376,null,30094,null,3303,null,5138,null,1163,null,1501,null,578,null,3637,null,1115,null,80817,null,5466,null,42227,null,3795,null,41672,null,3829,null,555,null,421,null,353,null,354,null,202,null,192,null,38590,null,3115,null,34544,null,2878,null,4046,null,1031,null,1584,null,534,null,2462,null,902,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
209180,null,9446,null,104216,null,5845,null,57025,null,4899,null,56581,null,4864,null,444,null,246,null,72,null,118,null,372,null,248,null,47191,null,3485,null,44567,null,3376,null,2624,null,799,null,1393,null,547,null,1231,null,539,null,104964,null,5608,null,55831,null,4199,null,55221,null,4120,null,610,null,331,null,408,null,296,null,202,null,197,null,49133,null,3086,null,46660,null,3035,null,2473,null,768,null,1250,null,520,null,1223,null,510,null,0400000US39,Ohio,39
240052,null,10285,null,118945,null,6655,null,49881,null,3993,null,49529,null,3979,null,352,null,281,null,32,null,54,null,320,null,273,null,69064,null,4120,null,66019,null,3929,null,3045,null,1154,null,919,null,538,null,2126,null,979,null,121107,null,5932,null,48630,null,3600,null,48280,null,3641,null,350,null,330,null,0,null,248,null,350,null,330,null,72477,null,3758,null,70135,null,3588,null,2342,null,755,null,381,null,267,null,1961,null,706,null,0400000US40,Oklahoma,40
132488,null,7631,null,67510,null,4424,null,31286,null,2852,null,31112,null,2885,null,174,null,208,null,59,null,85,null,115,null,188,null,36224,null,2970,null,33789,null,2976,null,2435,null,1036,null,827,null,448,null,1608,null,854,null,64978,null,4363,null,30568,null,2833,null,30124,null,2781,null,444,null,462,null,0,null,275,null,444,null,462,null,34410,null,2542,null,32601,null,2531,null,1809,null,687,null,922,null,406,null,887,null,506,null,0400000US41,Oregon,41
184716,null,9185,null,93623,null,5629,null,52248,null,3834,null,51740,null,3878,null,508,null,280,null,193,null,191,null,315,null,217,null,41375,null,3191,null,35572,null,3102,null,5803,null,1409,null,2980,null,967,null,2823,null,898,null,91093,null,5490,null,49270,null,3747,null,48540,null,3652,null,730,null,363,null,336,null,256,null,394,null,273,null,41823,null,2982,null,36654,null,2930,null,5169,null,1116,null,2997,null,747,null,2172,null,768,null,0400000US42,Pennsylvania,42
19815,null,3101,null,9007,null,1660,null,4050,null,1115,null,4050,null,1115,null,0,null,287,null,0,null,287,null,0,null,287,null,4957,null,1138,null,4021,null,1082,null,936,null,450,null,459,null,325,null,477,null,311,null,10808,null,2072,null,5579,null,1429,null,5579,null,1429,null,0,null,287,null,0,null,287,null,0,null,287,null,5229,null,1140,null,4275,null,1030,null,954,null,484,null,446,null,325,null,508,null,375,null,0400000US44,Rhode Island,44
69688,null,5438,null,35410,null,3013,null,19297,null,2435,null,18944,null,2396,null,353,null,326,null,0,null,287,null,353,null,326,null,16113,null,2018,null,14185,null,1855,null,1928,null,897,null,538,null,295,null,1390,null,851,null,34278,null,3692,null,18813,null,2677,null,18778,null,2680,null,35,null,60,null,0,null,287,null,35,null,60,null,15465,null,1935,null,13315,null,1741,null,2150,null,887,null,826,null,459,null,1324,null,724,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
95995,null,6996,null,46149,null,4606,null,24469,null,2915,null,24328,null,2917,null,141,null,177,null,0,null,281,null,141,null,177,null,21680,null,3216,null,18809,null,2939,null,2871,null,1456,null,482,null,232,null,2389,null,1427,null,49846,null,4549,null,26177,null,3065,null,26088,null,3053,null,89,null,107,null,89,null,107,null,0,null,281,null,23669,null,2539,null,21856,null,2345,null,1813,null,689,null,668,null,379,null,1145,null,539,null,0400000US47,Tennessee,47
475337,null,16948,null,235432,null,9990,null,114255,null,5996,null,111998,null,6060,null,2257,null,926,null,433,null,355,null,1824,null,810,null,121177,null,6452,null,98270,null,5674,null,22907,null,2746,null,9885,null,1816,null,13022,null,2148,null,239905,null,10338,null,108503,null,6539,null,106677,null,6541,null,1826,null,698,null,267,null,195,null,1559,null,686,null,131402,null,6370,null,108938,null,5721,null,22464,null,2486,null,11811,null,1701,null,10653,null,1944,null,0400000US48,Texas,48
56225,null,4668,null,28496,null,3432,null,15984,null,2484,null,15942,null,2480,null,42,null,77,null,42,null,77,null,0,null,263,null,12512,null,1923,null,11121,null,1785,null,1391,null,609,null,704,null,370,null,687,null,463,null,27729,null,2515,null,15325,null,1603,null,15135,null,1582,null,190,null,127,null,84,null,126,null,106,null,119,null,12404,null,1605,null,11274,null,1580,null,1130,null,492,null,659,null,375,null,471,null,308,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
165998,null,10421,null,83497,null,6000,null,44708,null,4311,null,43946,null,4298,null,762,null,498,null,334,null,267,null,428,null,418,null,38789,null,3993,null,31079,null,3350,null,7710,null,1895,null,3553,null,1236,null,4157,null,1367,null,82501,null,5924,null,42087,null,3811,null,41681,null,3813,null,406,null,300,null,256,null,253,null,150,null,175,null,40414,null,3340,null,33897,null,3362,null,6517,null,1374,null,3505,null,975,null,3012,null,1019,null,0400000US51,Virginia,51
260155,null,9431,null,127422,null,5648,null,62396,null,3664,null,61884,null,3669,null,512,null,326,null,200,null,268,null,312,null,227,null,65026,null,4116,null,60429,null,4091,null,4597,null,1125,null,2278,null,669,null,2319,null,974,null,132733,null,6834,null,64334,null,4029,null,63520,null,3897,null,814,null,458,null,354,null,291,null,460,null,340,null,68399,null,4445,null,63243,null,4143,null,5156,null,1259,null,3390,null,1093,null,1766,null,585,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
90374,null,6707,null,44449,null,3586,null,24980,null,2488,null,24651,null,2511,null,329,null,284,null,54,null,91,null,275,null,282,null,19469,null,2369,null,18511,null,2284,null,958,null,430,null,610,null,354,null,348,null,235,null,45925,null,4266,null,27010,null,3096,null,26884,null,3082,null,126,null,139,null,12,null,24,null,114,null,137,null,18915,null,2189,null,17940,null,2065,null,975,null,472,null,516,null,290,null,459,null,344,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
309113,null,11324,null,156570,null,6876,null,45770,null,3685,null,45361,null,3658,null,409,null,382,null,78,null,128,null,331,null,358,null,110800,null,5346,null,105797,null,5322,null,5003,null,1283,null,1013,null,455,null,3990,null,1149,null,152543,null,7194,null,42029,null,3317,null,41370,null,3172,null,659,null,645,null,57,null,92,null,602,null,640,null,110514,null,5890,null,104579,null,5962,null,5935,null,1257,null,1928,null,629,null,4007,null,1063,null,0400000US72,Puerto Rico,72
