B17010B_001E,B17010B_001EA,B17010B_001M,B17010B_001MA,B17010B_002E,B17010B_002EA,B17010B_002M,B17010B_002MA,B17010B_003E,B17010B_003EA,B17010B_003M,B17010B_003MA,B17010B_004E,B17010B_004EA,B17010B_004M,B17010B_004MA,B17010B_005E,B17010B_005EA,B17010B_005M,B17010B_005MA,B17010B_006E,B17010B_006EA,B17010B_006M,B17010B_006MA,B17010B_007E,B17010B_007EA,B17010B_007M,B17010B_007MA,B17010B_008E,B17010B_008EA,B17010B_008M,B17010B_008MA,B17010B_009E,B17010B_009EA,B17010B_009M,B17010B_009MA,B17010B_010E,B17010B_010EA,B17010B_010M,B17010B_010MA,B17010B_011E,B17010B_011EA,B17010B_011M,B17010B_011MA,B17010B_012E,B17010B_012EA,B17010B_012M,B17010B_012MA,B17010B_013E,B17010B_013EA,B17010B_013M,B17010B_013MA,B17010B_014E,B17010B_014EA,B17010B_014M,B17010B_014MA,B17010B_015E,B17010B_015EA,B17010B_015M,B17010B_015MA,B17010B_016E,B17010B_016EA,B17010B_016M,B17010B_016MA,B17010B_017E,B17010B_017EA,B17010B_017M,B17010B_017MA,B17010B_018E,B17010B_018EA,B17010B_018M,B17010B_018MA,B17010B_019E,B17010B_019EA,B17010B_019M,B17010B_019MA,B17010B_020E,B17010B_020EA,B17010B_020M,B17010B_020MA,B17010B_021E,B17010B_021EA,B17010B_021M,B17010B_021MA,B17010B_022E,B17010B_022EA,B17010B_022M,B17010B_022MA,B17010B_023E,B17010B_023EA,B17010B_023M,B17010B_023MA,B17010B_024E,B17010B_024EA,B17010B_024M,B17010B_024MA,B17010B_025E,B17010B_025EA,B17010B_025M,B17010B_025MA,B17010B_026E,B17010B_026EA,B17010B_026M,B17010B_026MA,B17010B_027E,B17010B_027EA,B17010B_027M,B17010B_027MA,B17010B_028E,B17010B_028EA,B17010B_028M,B17010B_028MA,B17010B_029E,B17010B_029EA,B17010B_029M,B17010B_029MA,B17010B_030E,B17010B_030EA,B17010B_030M,B17010B_030MA,B17010B_031E,B17010B_031EA,B17010B_031M,B17010B_031MA,B17010B_032E,B17010B_032EA,B17010B_032M,B17010B_032MA,B17010B_033E,B17010B_033EA,B17010B_033M,B17010B_033MA,B17010B_034E,B17010B_034EA,B17010B_034M,B17010B_034MA,B17010B_035E,B17010B_035EA,B17010B_035M,B17010B_035MA,B17010B_036E,B17010B_036EA,B17010B_036M,B17010B_036MA,B17010B_037E,B17010B_037EA,B17010B_037M,B17010B_037MA,B17010B_038E,B17010B_038EA,B17010B_038M,B17010B_038MA,B17010B_039E,B17010B_039EA,B17010B_039M,B17010B_039MA,B17010B_040E,B17010B_040EA,B17010B_040M,B17010B_040MA,B17010B_041E,B17010B_041EA,B17010B_041M,B17010B_041MA,GEO_ID,NAME,state
652994,null,10487,null,126985,null,5192,null,17908,null,2502,null,12082,null,2101,null,1280,null,696,null,4022,null,1103,null,6780,null,1541,null,5826,null,1255,null,109077,null,5406,null,10530,null,1959,null,6863,null,1723,null,1087,null,547,null,1074,null,702,null,4702,null,1545,null,3667,null,974,null,98547,null,4999,null,85867,null,5038,null,18625,null,2320,null,27047,null,2987,null,40195,null,3811,null,12680,null,1953,null,526009,null,10064,null,289206,null,7290,null,154372,null,6189,null,22806,null,2587,null,34618,null,3603,null,96948,null,5428,null,134834,null,5269,null,236803,null,7669,null,43068,null,4139,null,23270,null,2803,null,6932,null,1557,null,2752,null,993,null,13586,null,1939,null,19798,null,2483,null,193735,null,7409,null,133045,null,6524,null,19224,null,2695,null,21197,null,2304,null,92624,null,5549,null,60690,null,3952,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
409355,null,6811,null,97341,null,4667,null,10797,null,1839,null,6167,null,1410,null,1525,null,820,null,1972,null,780,null,2670,null,840,null,4630,null,1178,null,86544,null,4426,null,9336,null,1713,null,7348,null,1547,null,1536,null,731,null,2064,null,842,null,3748,null,1034,null,1988,null,717,null,77208,null,4657,null,67009,null,4161,null,9941,null,1673,null,21915,null,2567,null,35153,null,3364,null,10199,null,1727,null,312014,null,6554,null,149616,null,4797,null,75723,null,4023,null,10625,null,1673,null,16015,null,2484,null,49083,null,2933,null,73893,null,3801,null,162398,null,6460,null,29839,null,2807,null,16080,null,2444,null,1817,null,837,null,1037,null,532,null,13226,null,2312,null,13759,null,1974,null,132559,null,5738,null,87059,null,5057,null,11475,null,1522,null,16225,null,1806,null,59359,null,4268,null,45500,null,3527,null,0400000US17,Illinois,17
125937,null,4467,null,30417,null,2429,null,3220,null,838,null,2484,null,781,null,313,null,242,null,962,null,536,null,1209,null,544,null,736,null,331,null,27197,null,2235,null,2373,null,1024,null,1933,null,990,null,404,null,364,null,479,null,418,null,1050,null,551,null,440,null,340,null,24824,null,2331,null,21359,null,2433,null,5093,null,1375,null,6979,null,1398,null,9287,null,1653,null,3465,null,949,null,95520,null,4366,null,49528,null,2935,null,22451,null,2521,null,3414,null,1018,null,5366,null,1419,null,13671,null,1768,null,27077,null,2419,null,45992,null,3400,null,8252,null,1534,null,5129,null,1323,null,742,null,540,null,561,null,458,null,3826,null,1126,null,3123,null,805,null,37740,null,3430,null,27635,null,3140,null,4154,null,1225,null,3983,null,1175,null,19498,null,2488,null,10105,null,1483,null,0400000US18,Indiana,18
15672,null,1509,null,4400,null,1092,null,832,null,510,null,658,null,479,null,56,null,103,null,521,null,464,null,81,null,144,null,174,null,168,null,3568,null,1064,null,427,null,328,null,206,null,213,null,96,null,170,null,52,null,89,null,58,null,106,null,221,null,255,null,3141,null,982,null,3023,null,962,null,470,null,336,null,1062,null,634,null,1491,null,729,null,118,null,180,null,11272,null,1335,null,5874,null,1063,null,3102,null,882,null,1097,null,633,null,627,null,450,null,1378,null,610,null,2772,null,645,null,5398,null,1133,null,1411,null,591,null,837,null,514,null,184,null,285,null,0,null,226,null,653,null,423,null,574,null,361,null,3987,null,957,null,3166,null,952,null,345,null,207,null,166,null,148,null,2655,null,889,null,821,null,367,null,0400000US19,Iowa,19
36378,null,2329,null,8316,null,1582,null,1272,null,621,null,781,null,549,null,114,null,155,null,401,null,450,null,266,null,273,null,491,null,298,null,7044,null,1356,null,760,null,494,null,662,null,474,null,0,null,244,null,0,null,244,null,662,null,474,null,98,null,163,null,6284,null,1311,null,5203,null,1078,null,1296,null,658,null,1299,null,596,null,2608,null,742,null,1081,null,672,null,28062,null,2309,null,15962,null,1684,null,8792,null,1415,null,1383,null,654,null,2384,null,718,null,5025,null,1121,null,7170,null,1009,null,12100,null,1764,null,3070,null,1057,null,2015,null,875,null,657,null,605,null,144,null,240,null,1214,null,589,null,1055,null,504,null,9030,null,1399,null,6893,null,1235,null,1126,null,516,null,918,null,499,null,4849,null,1032,null,2137,null,642,null,0400000US20,Kansas,20
77370,null,3663,null,21638,null,2501,null,2599,null,836,null,1239,null,610,null,0,null,271,null,552,null,424,null,687,null,450,null,1360,null,668,null,19039,null,2502,null,2691,null,1061,null,2452,null,1056,null,972,null,762,null,478,null,403,null,1002,null,716,null,239,null,259,null,16348,null,2133,null,14950,null,2060,null,3421,null,1082,null,3426,null,1058,null,8103,null,1736,null,1398,null,497,null,55732,null,2825,null,31359,null,2359,null,13644,null,1822,null,993,null,595,null,2558,null,863,null,10093,null,1480,null,17715,null,2047,null,24373,null,2498,null,5274,null,1272,null,3352,null,1046,null,242,null,213,null,528,null,411,null,2582,null,928,null,1922,null,728,null,19099,null,2200,null,12319,null,1882,null,1981,null,838,null,1650,null,704,null,8688,null,1441,null,6780,null,1257,null,0400000US21,Kentucky,21
312983,null,5791,null,83075,null,4742,null,13886,null,2228,null,7666,null,1655,null,1114,null,709,null,2679,null,874,null,3873,null,1148,null,6220,null,1354,null,69189,null,3954,null,7313,null,1579,null,5306,null,1415,null,2064,null,897,null,1439,null,780,null,1803,null,759,null,2007,null,753,null,61876,null,3879,null,55150,null,4057,null,11386,null,1802,null,19279,null,2330,null,24485,null,2645,null,6726,null,1413,null,229908,null,5582,null,127785,null,5087,null,60116,null,3597,null,9422,null,1775,null,11147,null,1936,null,39547,null,3178,null,67669,null,4197,null,102123,null,4191,null,20491,null,2948,null,11221,null,2193,null,3620,null,1279,null,2279,null,941,null,5322,null,1411,null,9270,null,1609,null,81632,null,4056,null,52796,null,3479,null,9021,null,1618,null,8267,null,1424,null,35508,null,2673,null,28836,null,2697,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
379033,null,5689,null,35569,null,2876,null,4732,null,1288,null,2842,null,1043,null,291,null,318,null,971,null,590,null,1580,null,846,null,1890,null,793,null,30837,null,2912,null,3818,null,1154,null,3030,null,1050,null,897,null,588,null,358,null,330,null,1775,null,781,null,788,null,485,null,27019,null,2885,null,23506,null,2717,null,4234,null,1392,null,7111,null,1306,null,12161,null,2158,null,3513,null,1045,null,343464,null,5641,null,180810,null,4587,null,93334,null,4506,null,13711,null,2146,null,20296,null,2096,null,59327,null,3623,null,87476,null,4293,null,162654,null,5075,null,28999,null,2608,null,17273,null,2302,null,3338,null,1151,null,3180,null,1152,null,10755,null,1695,null,11726,null,1770,null,133655,null,4674,null,89049,null,4005,null,12796,null,1949,null,13453,null,2067,null,62800,null,3918,null,44606,null,2988,null,0400000US24,Maryland,24
87968,null,3550,null,13162,null,1886,null,2225,null,819,null,1376,null,627,null,440,null,306,null,229,null,201,null,707,null,457,null,849,null,501,null,10937,null,1649,null,1018,null,547,null,872,null,529,null,144,null,220,null,177,null,187,null,551,null,481,null,146,null,186,null,9919,null,1571,null,8996,null,1445,null,2028,null,827,null,1973,null,612,null,4995,null,1289,null,923,null,493,null,74806,null,3471,null,36038,null,2651,null,22713,null,2438,null,4579,null,1228,null,5237,null,1302,null,12897,null,1705,null,13325,null,1833,null,38768,null,3043,null,8873,null,1394,null,5278,null,1101,null,1383,null,717,null,576,null,437,null,3319,null,853,null,3595,null,1029,null,29895,null,2641,null,20393,null,2049,null,3569,null,1130,null,4295,null,1291,null,12529,null,1844,null,9502,null,1568,null,0400000US25,Massachusetts,25
294638,null,5627,null,79511,null,4408,null,11251,null,1719,null,7389,null,1518,null,866,null,512,null,2773,null,922,null,3750,null,1033,null,3862,null,860,null,68260,null,4192,null,6621,null,1352,null,4634,null,1196,null,807,null,525,null,768,null,479,null,3059,null,951,null,1987,null,776,null,61639,null,3968,null,53289,null,3573,null,7336,null,1017,null,15431,null,2036,null,30522,null,2791,null,8350,null,1316,null,215127,null,5609,null,102512,null,3951,null,49985,null,3150,null,6807,null,1379,null,10022,null,1721,null,33156,null,2518,null,52527,null,2757,null,112615,null,4983,null,18673,null,2029,null,10753,null,1712,null,1913,null,833,null,1776,null,774,null,7064,null,1234,null,7920,null,1282,null,93942,null,4533,null,61924,null,4260,null,10053,null,1931,null,8596,null,1550,null,43275,null,3749,null,32018,null,2158,null,0400000US26,Michigan,26
47045,null,2469,null,12128,null,1898,null,1965,null,645,null,1740,null,581,null,229,null,195,null,1097,null,521,null,414,null,267,null,225,null,203,null,10163,null,1780,null,1270,null,618,null,1191,null,622,null,231,null,229,null,76,null,130,null,884,null,550,null,79,null,128,null,8893,null,1655,null,7925,null,1560,null,1987,null,751,null,2282,null,839,null,3656,null,1183,null,968,null,484,null,34917,null,2573,null,18301,null,2119,null,12077,null,1902,null,2580,null,800,null,3446,null,1140,null,6051,null,1474,null,6224,null,1073,null,16616,null,2047,null,4060,null,965,null,3318,null,983,null,1161,null,656,null,885,null,598,null,1272,null,619,null,742,null,382,null,12556,null,1778,null,10230,null,1699,null,2267,null,862,null,1749,null,707,null,6214,null,1473,null,2326,null,776,null,0400000US27,Minnesota,27
259885,null,5540,null,83862,null,5371,null,13570,null,2260,null,8591,null,1927,null,1111,null,625,null,2253,null,1059,null,5227,null,1484,null,4979,null,875,null,70292,null,4942,null,8248,null,2260,null,5421,null,1788,null,960,null,571,null,1529,null,824,null,2932,null,1230,null,2827,null,1094,null,62044,null,4307,null,53429,null,4103,null,8625,null,1662,null,16070,null,2277,null,28734,null,3240,null,8615,null,1493,null,176023,null,5503,null,95365,null,4704,null,48383,null,3845,null,5792,null,1188,null,9872,null,1723,null,32719,null,3390,null,46982,null,3517,null,80658,null,4020,null,14857,null,2146,null,7870,null,1558,null,2129,null,953,null,1076,null,588,null,4665,null,1402,null,6987,null,1530,null,65801,null,3776,null,42734,null,3366,null,5206,null,1163,null,7485,null,1534,null,30043,null,2658,null,23067,null,2384,null,0400000US28,Mississippi,28
151630,null,4861,null,34738,null,3394,null,3413,null,819,null,1968,null,727,null,167,null,160,null,866,null,637,null,935,null,430,null,1445,null,537,null,31325,null,3239,null,3251,null,1163,null,2813,null,1102,null,437,null,336,null,330,null,317,null,2046,null,992,null,438,null,312,null,28074,null,3221,null,26340,null,3183,null,5512,null,1162,null,8269,null,1993,null,12559,null,1897,null,1734,null,613,null,116892,null,4982,null,56678,null,3052,null,27208,null,2602,null,5092,null,1477,null,5448,null,1373,null,16668,null,1914,null,29470,null,2359,null,60214,null,3910,null,12138,null,2272,null,7348,null,1677,null,2569,null,1293,null,1076,null,575,null,3703,null,1164,null,4790,null,1370,null,48076,null,3288,null,32663,null,2941,null,4128,null,1171,null,5219,null,1499,null,23316,null,2099,null,15413,null,1931,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
14769,null,1416,null,3200,null,914,null,587,null,435,null,529,null,418,null,0,null,221,null,76,null,134,null,453,null,403,null,58,null,95,null,2613,null,777,null,208,null,248,null,208,null,248,null,58,null,102,null,0,null,221,null,150,null,232,null,0,null,221,null,2405,null,694,null,2354,null,686,null,644,null,399,null,655,null,409,null,1055,null,508,null,51,null,94,null,11569,null,1441,null,5850,null,1090,null,3171,null,964,null,688,null,509,null,912,null,433,null,1571,null,689,null,2679,null,551,null,5719,null,1140,null,1762,null,822,null,947,null,578,null,182,null,299,null,147,null,179,null,618,null,380,null,815,null,517,null,3957,null,831,null,2704,null,640,null,396,null,265,null,273,null,302,null,2035,null,588,null,1253,null,487,null,0400000US31,Nebraska,31
