B17010G_001E,B17010G_001EA,B17010G_001M,B17010G_001MA,B17010G_002E,B17010G_002EA,B17010G_002M,B17010G_002MA,B17010G_003E,B17010G_003EA,B17010G_003M,B17010G_003MA,B17010G_004E,B17010G_004EA,B17010G_004M,B17010G_004MA,B17010G_005E,B17010G_005EA,B17010G_005M,B17010G_005MA,B17010G_006E,B17010G_006EA,B17010G_006M,B17010G_006MA,B17010G_007E,B17010G_007EA,B17010G_007M,B17010G_007MA,B17010G_008E,B17010G_008EA,B17010G_008M,B17010G_008MA,B17010G_009E,B17010G_009EA,B17010G_009M,B17010G_009MA,B17010G_010E,B17010G_010EA,B17010G_010M,B17010G_010MA,B17010G_011E,B17010G_011EA,B17010G_011M,B17010G_011MA,B17010G_012E,B17010G_012EA,B17010G_012M,B17010G_012MA,B17010G_013E,B17010G_013EA,B17010G_013M,B17010G_013MA,B17010G_014E,B17010G_014EA,B17010G_014M,B17010G_014MA,B17010G_015E,B17010G_015EA,B17010G_015M,B17010G_015MA,B17010G_016E,B17010G_016EA,B17010G_016M,B17010G_016MA,B17010G_017E,B17010G_017EA,B17010G_017M,B17010G_017MA,B17010G_018E,B17010G_018EA,B17010G_018M,B17010G_018MA,B17010G_019E,B17010G_019EA,B17010G_019M,B17010G_019MA,B17010G_020E,B17010G_020EA,B17010G_020M,B17010G_020MA,B17010G_021E,B17010G_021EA,B17010G_021M,B17010G_021MA,B17010G_022E,B17010G_022EA,B17010G_022M,B17010G_022MA,B17010G_023E,B17010G_023EA,B17010G_023M,B17010G_023MA,B17010G_024E,B17010G_024EA,B17010G_024M,B17010G_024MA,B17010G_025E,B17010G_025EA,B17010G_025M,B17010G_025MA,B17010G_026E,B17010G_026EA,B17010G_026M,B17010G_026MA,B17010G_027E,B17010G_027EA,B17010G_027M,B17010G_027MA,B17010G_028E,B17010G_028EA,B17010G_028M,B17010G_028MA,B17010G_029E,B17010G_029EA,B17010G_029M,B17010G_029MA,B17010G_030E,B17010G_030EA,B17010G_030M,B17010G_030MA,B17010G_031E,B17010G_031EA,B17010G_031M,B17010G_031MA,B17010G_032E,B17010G_032EA,B17010G_032M,B17010G_032MA,B17010G_033E,B17010G_033EA,B17010G_033M,B17010G_033MA,B17010G_034E,B17010G_034EA,B17010G_034M,B17010G_034MA,B17010G_035E,B17010G_035EA,B17010G_035M,B17010G_035MA,B17010G_036E,B17010G_036EA,B17010G_036M,B17010G_036MA,B17010G_037E,B17010G_037EA,B17010G_037M,B17010G_037MA,B17010G_038E,B17010G_038EA,B17010G_038M,B17010G_038MA,B17010G_039E,B17010G_039EA,B17010G_039M,B17010G_039MA,B17010G_040E,B17010G_040EA,B17010G_040M,B17010G_040MA,B17010G_041E,B17010G_041EA,B17010G_041M,B17010G_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
47554,null,3241,null,4199,null,1123,null,1158,null,562,null,658,null,427,null,30,null,50,null,465,null,407,null,163,null,135,null,500,null,364,null,3041,null,965,null,635,null,476,null,530,null,462,null,328,null,399,null,0,null,275,null,202,null,223,null,105,null,121,null,2406,null,813,null,2184,null,809,null,727,null,472,null,289,null,267,null,1168,null,602,null,222,null,268,null,43355,null,3075,null,29550,null,2498,null,18614,null,1840,null,4232,null,1098,null,4760,null,1073,null,9622,null,1313,null,10936,null,1677,null,13805,null,1822,null,4314,null,977,null,2806,null,922,null,489,null,391,null,989,null,587,null,1328,null,599,null,1508,null,567,null,9491,null,1565,null,6021,null,1313,null,1348,null,863,null,840,null,449,null,3833,null,1056,null,3470,null,884,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
28114,null,2788,null,4988,null,1077,null,1014,null,450,null,682,null,372,null,84,null,115,null,345,null,301,null,253,null,187,null,332,null,249,null,3974,null,1006,null,314,null,240,null,226,null,207,null,0,null,267,null,117,null,167,null,109,null,126,null,88,null,124,null,3660,null,981,null,3347,null,925,null,912,null,581,null,1005,null,445,null,1430,null,531,null,313,null,210,null,23126,null,2614,null,15820,null,2078,null,10180,null,1428,null,1972,null,663,null,2593,null,761,null,5615,null,1045,null,5640,null,1225,null,7306,null,1491,null,2564,null,1193,null,1903,null,996,null,751,null,749,null,414,null,285,null,738,null,543,null,661,null,338,null,4742,null,1071,null,2779,null,823,null,488,null,388,null,485,null,319,null,1806,null,638,null,1963,null,621,null,0400000US17,Illinois,17
18460,null,2105,null,2838,null,757,null,536,null,347,null,463,null,329,null,53,null,67,null,143,null,145,null,267,null,243,null,73,null,116,null,2302,null,689,null,1098,null,568,null,1085,null,569,null,480,null,377,null,144,null,228,null,461,null,388,null,13,null,23,null,1204,null,407,null,1151,null,401,null,331,null,228,null,126,null,129,null,694,null,335,null,53,null,92,null,15622,null,1944,null,9430,null,1674,null,5187,null,1307,null,796,null,457,null,1180,null,552,null,3211,null,1111,null,4243,null,917,null,6192,null,1188,null,2171,null,622,null,1563,null,566,null,668,null,445,null,201,null,183,null,694,null,400,null,608,null,373,null,4021,null,1124,null,2834,null,967,null,557,null,440,null,610,null,477,null,1667,null,688,null,1187,null,469,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
19721,null,2150,null,2704,null,843,null,549,null,372,null,482,null,353,null,44,null,77,null,0,null,281,null,438,null,342,null,67,null,113,null,2155,null,736,null,167,null,268,null,167,null,268,null,0,null,281,null,167,null,268,null,0,null,281,null,0,null,281,null,1988,null,723,null,1868,null,738,null,502,null,377,null,286,null,289,null,1080,null,511,null,120,null,139,null,17017,null,2104,null,10264,null,1662,null,4805,null,1101,null,1175,null,509,null,1033,null,498,null,2597,null,653,null,5459,null,1281,null,6753,null,1516,null,2772,null,996,null,2018,null,847,null,671,null,493,null,640,null,579,null,707,null,395,null,754,null,490,null,3981,null,1050,null,3081,null,1020,null,298,null,277,null,301,null,317,null,2482,null,871,null,900,null,421,null,0400000US25,Massachusetts,25
28365,null,2117,null,5488,null,1121,null,1338,null,457,null,1245,null,433,null,19,null,39,null,563,null,258,null,663,null,348,null,93,null,95,null,4150,null,999,null,311,null,197,null,291,null,192,null,11,null,19,null,0,null,242,null,280,null,192,null,20,null,36,null,3839,null,966,null,3363,null,894,null,941,null,453,null,1229,null,623,null,1193,null,485,null,476,null,349,null,22877,null,1971,null,15604,null,1770,null,7707,null,1379,null,1275,null,457,null,2429,null,720,null,4003,null,1004,null,7897,null,1164,null,7273,null,1328,null,1604,null,617,null,889,null,430,null,0,null,242,null,0,null,242,null,889,null,430,null,715,null,359,null,5669,null,1156,null,3680,null,1018,null,398,null,316,null,568,null,480,null,2714,null,765,null,1989,null,555,null,0400000US26,Michigan,26
11447,null,1589,null,1487,null,580,null,163,null,118,null,95,null,92,null,41,null,52,null,48,null,73,null,6,null,13,null,68,null,81,null,1324,null,575,null,304,null,255,null,264,null,249,null,128,null,157,null,0,null,211,null,136,null,193,null,40,null,69,null,1020,null,513,null,920,null,489,null,372,null,272,null,49,null,59,null,499,null,384,null,100,null,153,null,9960,null,1422,null,6783,null,1204,null,4180,null,932,null,635,null,380,null,1026,null,445,null,2519,null,810,null,2603,null,617,null,3177,null,923,null,1217,null,680,null,1066,null,665,null,413,null,409,null,44,null,75,null,609,null,473,null,151,null,151,null,1960,null,615,null,1705,null,528,null,263,null,192,null,342,null,284,null,1100,null,406,null,255,null,250,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
19050,null,1609,null,3471,null,945,null,763,null,386,null,645,null,366,null,54,null,72,null,419,null,344,null,172,null,157,null,118,null,118,null,2708,null,842,null,234,null,207,null,171,null,183,null,42,null,33,null,66,null,160,null,63,null,70,null,63,null,75,null,2474,null,813,null,2352,null,788,null,791,null,476,null,1072,null,574,null,489,null,333,null,122,null,131,null,15579,null,1552,null,10824,null,1443,null,5567,null,967,null,1265,null,612,null,1395,null,588,null,2907,null,560,null,5257,null,1174,null,4755,null,905,null,1960,null,738,null,1255,null,632,null,557,null,548,null,65,null,108,null,633,null,398,null,705,null,460,null,2795,null,822,null,1842,null,688,null,292,null,181,null,312,null,214,null,1238,null,573,null,953,null,466,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
25839,null,2406,null,2658,null,891,null,390,null,319,null,190,null,217,null,0,null,277,null,0,null,277,null,190,null,217,null,200,null,229,null,2268,null,794,null,136,null,169,null,26,null,49,null,26,null,49,null,0,null,277,null,0,null,277,null,110,null,160,null,2132,null,770,null,1828,null,716,null,556,null,387,null,330,null,277,null,942,null,496,null,304,null,224,null,23181,null,2183,null,16774,null,1797,null,8989,null,1453,null,1593,null,596,null,1649,null,688,null,5747,null,1230,null,7785,null,1363,null,6407,null,1224,null,2132,null,740,null,1597,null,732,null,174,null,214,null,373,null,318,null,1050,null,590,null,535,null,367,null,4275,null,941,null,2460,null,745,null,372,null,262,null,434,null,295,null,1654,null,577,null,1815,null,654,null,0400000US34,New Jersey,34
