C19001B_001E,C19001B_001EA,C19001B_001M,C19001B_001MA,C19001B_002E,C19001B_002EA,C19001B_002M,C19001B_002MA,C19001B_003E,C19001B_003EA,C19001B_003M,C19001B_003MA,C19001B_004E,C19001B_004EA,C19001B_004M,C19001B_004MA,C19001B_005E,C19001B_005EA,C19001B_005M,C19001B_005MA,C19001B_006E,C19001B_006EA,C19001B_006M,C19001B_006MA,C19001B_007E,C19001B_007EA,C19001B_007M,C19001B_007MA,C19001B_008E,C19001B_008EA,C19001B_008M,C19001B_008MA,C19001B_009E,C19001B_009EA,C19001B_009M,C19001B_009MA,C19001B_010E,C19001B_010EA,C19001B_010M,C19001B_010MA,C19001B_011E,C19001B_011EA,C19001B_011M,C19001B_011MA,GEO_ID,NAME,state
481176,null,7175,null,81027,null,5101,null,42055,null,3410,null,69256,null,4264,null,61229,null,4417,null,75360,null,4041,null,80443,null,4921,null,34830,null,3123,null,28630,null,2723,null,5099,null,1273,null,3247,null,883,null,0400000US42,Pennsylvania,42
19021,null,1411,null,2847,null,915,null,882,null,533,null,2662,null,867,null,2450,null,687,null,2066,null,746,null,3419,null,999,null,1699,null,794,null,1990,null,658,null,695,null,490,null,311,null,282,null,0400000US44,Rhode Island,44
448632,null,6810,null,76741,null,4759,null,41219,null,3493,null,78607,null,5561,null,61466,null,3966,null,68518,null,4207,null,67321,null,4841,null,27941,null,2753,null,20286,null,2295,null,4241,null,1063,null,2292,null,790,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
376851,null,6493,null,54778,null,3831,null,35668,null,3483,null,60795,null,4338,null,53000,null,3742,null,60806,null,3680,null,59587,null,4187,null,27696,null,2643,null,17839,null,1828,null,3598,null,919,null,3084,null,931,null,0400000US47,Tennessee,47
984681,null,10557,null,130081,null,5669,null,82983,null,5537,null,131301,null,5558,null,129256,null,6081,null,148868,null,6170,null,169990,null,6778,null,89564,null,4850,null,71714,null,4107,null,19931,null,2021,null,10993,null,1946,null,0400000US48,Texas,48
7321,null,1136,null,990,null,592,null,428,null,463,null,748,null,562,null,681,null,422,null,1516,null,614,null,1455,null,482,null,1257,null,718,null,246,null,340,null,0,null,263,null,0,null,263,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
553750,null,7951,null,58393,null,3899,null,37844,null,3349,null,75334,null,5115,null,61374,null,4446,null,88496,null,5443,null,103952,null,5187,null,55908,null,3896,null,50552,null,3372,null,13582,null,1856,null,8315,null,1564,null,0400000US51,Virginia,51
79174,null,3453,null,10068,null,1980,null,5266,null,1160,null,9548,null,1957,null,10999,null,2141,null,12101,null,1991,null,13230,null,1912,null,7833,null,1323,null,6853,null,1251,null,1826,null,646,null,1450,null,552,null,0400000US53,Washington,53
22531,null,1831,null,5117,null,1061,null,2825,null,860,null,3056,null,733,null,3129,null,1074,null,2357,null,592,null,2942,null,886,null,1898,null,600,null,1012,null,511,null,103,null,164,null,92,null,121,null,0400000US54,West Virginia,54
110505,null,3116,null,18349,null,2296,null,9581,null,1663,null,19311,null,2080,null,15494,null,1955,null,17936,null,2093,null,16770,null,1943,null,6589,null,1202,null,4870,null,864,null,795,null,338,null,810,null,434,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
90340,null,4229,null,29808,null,2593,null,10927,null,1580,null,14662,null,1559,null,11036,null,1515,null,11486,null,1457,null,8495,null,1007,null,2445,null,743,null,1326,null,548,null,119,null,113,null,36,null,62,null,0400000US72,Puerto Rico,72
