B17020B_001E,B17020B_001EA,B17020B_001M,B17020B_001MA,B17020B_002E,B17020B_002EA,B17020B_002M,B17020B_002MA,B17020B_003E,B17020B_003EA,B17020B_003M,B17020B_003MA,B17020B_004E,B17020B_004EA,B17020B_004M,B17020B_004MA,B17020B_005E,B17020B_005EA,B17020B_005M,B17020B_005MA,B17020B_006E,B17020B_006EA,B17020B_006M,B17020B_006MA,B17020B_007E,B17020B_007EA,B17020B_007M,B17020B_007MA,B17020B_008E,B17020B_008EA,B17020B_008M,B17020B_008MA,B17020B_009E,B17020B_009EA,B17020B_009M,B17020B_009MA,B17020B_010E,B17020B_010EA,B17020B_010M,B17020B_010MA,B17020B_011E,B17020B_011EA,B17020B_011M,B17020B_011MA,B17020B_012E,B17020B_012EA,B17020B_012M,B17020B_012MA,B17020B_013E,B17020B_013EA,B17020B_013M,B17020B_013MA,B17020B_014E,B17020B_014EA,B17020B_014M,B17020B_014MA,B17020B_015E,B17020B_015EA,B17020B_015M,B17020B_015MA,B17020B_016E,B17020B_016EA,B17020B_016M,B17020B_016MA,B17020B_017E,B17020B_017EA,B17020B_017M,B17020B_017MA,GEO_ID,NAME,state
2792563,null,11097,null,633114,null,21749,null,82582,null,5650,null,16143,null,2780,null,80174,null,4611,null,81700,null,6176,null,329232,null,11790,null,23672,null,2709,null,19611,null,2351,null,2159449,null,23672,null,144083,null,6064,null,29165,null,3793,null,187248,null,7548,null,202793,null,6455,null,1448498,null,13014,null,95512,null,3271,null,52150,null,2640,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1804134,null,10338,null,493580,null,16573,null,61464,null,4085,null,11258,null,1863,null,64362,null,4784,null,64929,null,4879,null,254805,null,9364,null,20524,null,1975,null,16238,null,1966,null,1310554,null,17166,null,74603,null,3783,null,15410,null,2151,null,106696,null,5801,null,128135,null,5522,null,855290,null,10584,null,77545,null,2495,null,52875,null,2217,null,0400000US17,Illinois,17
518828,null,5196,null,145994,null,9938,null,21624,null,2824,null,2806,null,754,null,20825,null,3350,null,16930,null,2889,null,76321,null,5164,null,3842,null,916,null,3646,null,894,null,372834,null,10038,null,21265,null,2575,null,4660,null,1236,null,30831,null,2762,null,36860,null,2967,null,243058,null,5821,null,22073,null,1512,null,14087,null,1057,null,0400000US18,Indiana,18
71216,null,2992,null,25354,null,3840,null,4195,null,852,null,1467,null,726,null,4091,null,1331,null,2119,null,672,null,13040,null,1994,null,155,null,187,null,287,null,227,null,45862,null,3853,null,3321,null,886,null,233,null,230,null,4062,null,1276,null,5749,null,1405,null,29138,null,2451,null,2350,null,917,null,1009,null,330,null,0400000US19,Iowa,19
147544,null,4501,null,36310,null,4769,null,4109,null,1315,null,660,null,443,null,4829,null,1180,null,4316,null,923,null,19721,null,2643,null,1605,null,715,null,1070,null,482,null,111234,null,5866,null,7435,null,1409,null,1508,null,658,null,10020,null,1854,null,11668,null,1773,null,71447,null,3510,null,5355,null,724,null,3801,null,662,null,0400000US20,Kansas,20
297669,null,5779,null,89255,null,6771,null,13457,null,1776,null,2077,null,747,null,11645,null,1800,null,10325,null,1918,null,46489,null,4030,null,2671,null,690,null,2591,null,826,null,208414,null,6564,null,9437,null,1564,null,2121,null,760,null,15872,null,2100,null,19609,null,2008,null,141909,null,4426,null,11870,null,1126,null,7596,null,1347,null,0400000US21,Kentucky,21
1351709,null,6559,null,413097,null,15988,null,57888,null,3585,null,11219,null,2072,null,58134,null,4090,null,51179,null,4420,null,203817,null,9534,null,16452,null,1742,null,14408,null,1429,null,938612,null,16801,null,56133,null,4313,null,12511,null,2238,null,76193,null,4877,null,94182,null,4897,null,615957,null,10358,null,53316,null,2452,null,30320,null,2109,null,0400000US22,Louisiana,22
11527,null,1657,null,5409,null,2275,null,1126,null,655,null,439,null,267,null,1177,null,586,null,553,null,392,null,2035,null,1036,null,0,null,228,null,79,null,102,null,6118,null,1871,null,502,null,529,null,0,null,228,null,763,null,415,null,607,null,268,null,4096,null,1113,null,150,null,230,null,0,null,228,null,0400000US23,Maine,23
1571261,null,8026,null,189143,null,12166,null,22106,null,3140,null,4250,null,1283,null,23799,null,3784,null,20494,null,3163,null,98883,null,6731,null,10895,null,1485,null,8716,null,1508,null,1382118,null,12160,null,88342,null,3580,null,16684,null,1965,null,103707,null,4628,null,134107,null,5007,null,923476,null,7100,null,71557,null,2299,null,44245,null,2226,null,0400000US24,Maryland,24
388207,null,9088,null,68076,null,6802,null,7620,null,1541,null,1614,null,768,null,6920,null,1627,null,7711,null,1921,null,37750,null,4008,null,3850,null,818,null,2611,null,764,null,320131,null,9897,null,23956,null,2205,null,4485,null,1162,null,27747,null,2968,null,32889,null,2544,null,209875,null,6287,null,12772,null,1360,null,8407,null,1103,null,0400000US25,Massachusetts,25
1335239,null,8009,null,404779,null,16133,null,42857,null,3698,null,8098,null,1608,null,51632,null,4106,null,55942,null,5137,null,225254,null,9062,null,12140,null,1536,null,8856,null,1204,null,930460,null,15653,null,53871,null,4053,null,9995,null,1685,null,74285,null,4191,null,92197,null,5230,null,602161,null,9521,null,54357,null,1955,null,43594,null,1752,null,0400000US26,Michigan,26
220572,null,4343,null,66480,null,7787,null,9100,null,1936,null,1555,null,743,null,8583,null,1777,null,7502,null,1976,null,36930,null,4215,null,2192,null,661,null,618,null,401,null,154092,null,8074,null,13895,null,1969,null,2379,null,830,null,14600,null,2413,null,17385,null,2384,null,100721,null,4206,null,3564,null,870,null,1548,null,438,null,0400000US27,Minnesota,27
1056746,null,6634,null,371883,null,17728,null,48651,null,4057,null,8818,null,1826,null,54670,null,4739,null,47786,null,4440,null,182432,null,10484,null,16040,null,1997,null,13486,null,1434,null,684863,null,17193,null,43732,null,3742,null,8785,null,1789,null,52682,null,4296,null,70969,null,4595,null,453536,null,11325,null,34109,null,2535,null,21050,null,1925,null,0400000US28,Mississippi,28
627518,null,7498,null,163866,null,12420,null,22545,null,3139,null,4311,null,1402,null,22595,null,3054,null,20968,null,2961,null,84768,null,6910,null,4367,null,925,null,4312,null,890,null,463652,null,12971,null,27525,null,2565,null,6886,null,1460,null,34640,null,3283,null,47969,null,3809,null,301571,null,7941,null,26654,null,1163,null,18407,null,1709,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
67203,null,2528,null,19511,null,3644,null,2667,null,782,null,488,null,329,null,3065,null,1175,null,2402,null,1118,null,10385,null,1965,null,316,null,176,null,188,null,168,null,47692,null,3821,null,2663,null,934,null,589,null,346,null,3463,null,784,null,6184,null,1159,null,31284,null,2197,null,2319,null,458,null,1190,null,447,null,0400000US31,Nebraska,31
185162,null,3818,null,33262,null,6360,null,3774,null,1552,null,534,null,453,null,2916,null,1142,null,3559,null,1357,null,20403,null,3882,null,1109,null,488,null,967,null,596,null,151900,null,6081,null,10347,null,1498,null,2858,null,941,null,14795,null,1926,null,14488,null,1683,null,94883,null,3726,null,9393,null,643,null,5136,null,860,null,0400000US32,Nevada,32
11475,null,1635,null,2580,null,1397,null,328,null,308,null,159,null,177,null,170,null,215,null,410,null,542,null,1513,null,823,null,0,null,253,null,0,null,253,null,8895,null,1661,null,747,null,368,null,473,null,413,null,1332,null,519,null,658,null,478,null,5397,null,1113,null,220,null,227,null,68,null,89,null,0400000US33,New Hampshire,33
1131136,null,9422,null,200731,null,12889,null,24204,null,2914,null,4551,null,1201,null,24568,null,3144,null,27745,null,3888,null,104733,null,7478,null,7928,null,1383,null,7002,null,1220,null,930405,null,16054,null,57583,null,3316,null,11957,null,1919,null,76535,null,4511,null,85063,null,5320,null,611545,null,9829,null,55126,null,1720,null,32596,null,1842,null,0400000US34,New Jersey,34
42001,null,3355,null,12183,null,2881,null,898,null,602,null,262,null,275,null,1842,null,944,null,1651,null,846,null,6687,null,1742,null,393,null,339,null,450,null,357,null,29818,null,4094,null,2558,null,1220,null,115,null,147,null,3011,null,1177,null,3073,null,1296,null,17842,null,2354,null,2109,null,950,null,1110,null,730,null,0400000US35,New Mexico,35
2983381,null,17344,null,631983,null,21240,null,67125,null,5539,null,10960,null,1918,null,73562,null,5446,null,80065,null,5121,null,344328,null,12632,null,30996,null,2082,null,24947,null,2272,null,2351398,null,23916,null,147129,null,6193,null,26393,null,3004,null,179169,null,6727,null,215182,null,6641,null,1547222,null,15280,null,143406,null,2988,null,92897,null,2798,null,0400000US36,New York,36
1880452,null,11310,null,457366,null,18003,null,54808,null,3815,null,11227,null,1888,null,57337,null,5480,null,50858,null,4577,null,245936,null,10774,null,17379,null,1774,null,19821,null,1996,null,1423086,null,19604,null,83985,null,5026,null,17047,null,2642,null,110412,null,6339,null,136108,null,6070,null,945607,null,11937,null,81046,null,2932,null,48881,null,2951,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
1288643,null,8572,null,378065,null,13861,null,51119,null,3500,null,8005,null,1660,null,47805,null,3829,null,46639,null,4485,null,200229,null,8049,null,13785,null,1648,null,10483,null,1417,null,910578,null,14422,null,51655,null,3837,null,8998,null,1868,null,73651,null,3716,null,90787,null,4176,null,585741,null,8882,null,56046,null,2121,null,43700,null,2040,null,0400000US39,Ohio,39
244405,null,6036,null,69974,null,7184,null,8868,null,1698,null,1984,null,817,null,11316,null,2349,null,9430,null,1918,null,33977,null,3214,null,2240,null,803,null,2159,null,745,null,174431,null,7045,null,10742,null,2124,null,1965,null,858,null,12118,null,2021,null,16690,null,2047,null,115917,null,3870,null,10726,null,1351,null,6273,null,925,null,0400000US40,Oklahoma,40
61945,null,3482,null,17582,null,3702,null,1658,null,989,null,427,null,492,null,2159,null,1321,null,2744,null,1082,null,9274,null,1802,null,549,null,336,null,771,null,374,null,44363,null,3638,null,3446,null,1188,null,495,null,354,null,3159,null,1078,null,5206,null,1368,null,29012,null,2075,null,2295,null,486,null,750,null,436,null,0400000US41,Oregon,41
1210790,null,10324,null,332244,null,13816,null,38461,null,3626,null,7602,null,1484,null,40720,null,4278,null,41737,null,3303,null,180367,null,8537,null,13184,null,1709,null,10173,null,1316,null,878546,null,16538,null,57329,null,4288,null,10979,null,2242,null,71367,null,4554,null,85164,null,4227,null,559718,null,10442,null,51405,null,2114,null,42584,null,2028,null,0400000US42,Pennsylvania,42
55319,null,3187,null,11509,null,2974,null,1864,null,703,null,385,null,354,null,1532,null,705,null,1083,null,787,null,5835,null,1445,null,467,null,362,null,343,null,244,null,43810,null,3880,null,2690,null,764,null,464,null,376,null,3584,null,994,null,4709,null,1000,null,28639,null,2462,null,2535,null,607,null,1189,null,577,null,0400000US44,Rhode Island,44
1206395,null,7269,null,327679,null,14393,null,42290,null,3422,null,6662,null,1617,null,38438,null,4142,null,38224,null,3982,null,171703,null,8755,null,13520,null,1612,null,16842,null,1618,null,878716,null,14071,null,47825,null,3226,null,10676,null,1916,null,64219,null,4433,null,86962,null,4995,null,582513,null,8806,null,53678,null,2305,null,32843,null,2350,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
976924,null,7892,null,257388,null,13108,null,35198,null,3503,null,5071,null,1414,null,34570,null,3426,null,33710,null,3418,null,131834,null,7124,null,8914,null,1503,null,8091,null,1272,null,719536,null,13651,null,40047,null,3391,null,10162,null,1634,null,55937,null,4006,null,70187,null,3872,null,482016,null,7888,null,35853,null,1508,null,25334,null,1743,null,0400000US47,Tennessee,47
2646955,null,18087,null,605883,null,24908,null,80086,null,5428,null,15590,null,2287,null,81140,null,6440,null,78636,null,6789,null,305613,null,13396,null,24454,null,2515,null,20364,null,1862,null,2041072,null,23502,null,139600,null,4587,null,27854,null,2577,null,177457,null,6619,null,194985,null,6403,null,1349984,null,14655,null,90172,null,3113,null,61020,null,2734,null,0400000US48,Texas,48
28130,null,3006,null,5796,null,2288,null,523,null,410,null,250,null,235,null,966,null,892,null,575,null,512,null,3388,null,1473,null,52,null,81,null,42,null,91,null,22334,null,3385,null,2879,null,1018,null,712,null,426,null,4400,null,1375,null,2639,null,973,null,11086,null,1560,null,333,null,159,null,285,null,155,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1443455,null,8843,null,270592,null,13689,null,36877,null,3460,null,6351,null,1399,null,38250,null,3749,null,32940,null,3942,null,132311,null,7589,null,10957,null,1678,null,12906,null,1649,null,1172863,null,16497,null,70672,null,4028,null,15079,null,2413,null,81372,null,5125,null,105092,null,4993,null,788783,null,9548,null,67711,null,3118,null,44154,null,2295,null,0400000US51,Virginia,51
210489,null,5599,null,48212,null,4913,null,5179,null,1487,null,904,null,573,null,5880,null,1361,null,5901,null,1233,null,28002,null,2625,null,1127,null,585,null,1219,null,588,null,162277,null,6924,null,10027,null,1891,null,2114,null,756,null,13791,null,2119,null,16463,null,2161,null,108373,null,4143,null,7405,null,864,null,4104,null,816,null,0400000US53,Washington,53
54842,null,3260,null,18043,null,2537,null,1808,null,582,null,318,null,276,null,1593,null,773,null,1963,null,749,null,11148,null,1691,null,878,null,472,null,335,null,195,null,36799,null,3537,null,1504,null,560,null,479,null,317,null,2677,null,923,null,3347,null,1017,null,23930,null,2825,null,2925,null,786,null,1937,null,658,null,0400000US54,West Virginia,54
305802,null,4292,null,98094,null,7958,null,13686,null,2084,null,2110,null,675,null,13522,null,2268,null,14443,null,2197,null,50583,null,4146,null,1975,null,564,null,1775,null,562,null,207708,null,8444,null,15373,null,2165,null,4147,null,1193,null,19153,null,2630,null,21934,null,2739,null,131638,null,4577,null,10034,null,586,null,5429,null,858,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
278817,null,14077,null,128687,null,9527,null,8617,null,1870,null,1256,null,566,null,13684,null,2008,null,12900,null,2183,null,75907,null,6375,null,9454,null,1191,null,6869,null,1142,null,150130,null,8791,null,3233,null,809,null,1208,null,518,null,8154,null,1706,null,9635,null,1569,null,106687,null,6803,null,13152,null,1573,null,8061,null,1368,null,0400000US72,Puerto Rico,72
