B17020D_001E,B17020D_001EA,B17020D_001M,B17020D_001MA,B17020D_002E,B17020D_002EA,B17020D_002M,B17020D_002MA,B17020D_003E,B17020D_003EA,B17020D_003M,B17020D_003MA,B17020D_004E,B17020D_004EA,B17020D_004M,B17020D_004MA,B17020D_005E,B17020D_005EA,B17020D_005M,B17020D_005MA,B17020D_006E,B17020D_006EA,B17020D_006M,B17020D_006MA,B17020D_007E,B17020D_007EA,B17020D_007M,B17020D_007MA,B17020D_008E,B17020D_008EA,B17020D_008M,B17020D_008MA,B17020D_009E,B17020D_009EA,B17020D_009M,B17020D_009MA,B17020D_010E,B17020D_010EA,B17020D_010M,B17020D_010MA,B17020D_011E,B17020D_011EA,B17020D_011M,B17020D_011MA,B17020D_012E,B17020D_012EA,B17020D_012M,B17020D_012MA,B17020D_013E,B17020D_013EA,B17020D_013M,B17020D_013MA,B17020D_014E,B17020D_014EA,B17020D_014M,B17020D_014MA,B17020D_015E,B17020D_015EA,B17020D_015M,B17020D_015MA,B17020D_016E,B17020D_016EA,B17020D_016M,B17020D_016MA,B17020D_017E,B17020D_017EA,B17020D_017M,B17020D_017MA,GEO_ID,NAME,state
270248,null,4781,null,29710,null,4716,null,2440,null,962,null,742,null,443,null,3054,null,1098,null,2678,null,1005,null,19521,null,2886,null,719,null,501,null,556,null,509,null,240538,null,5930,null,18428,null,1477,null,3010,null,779,null,21697,null,1926,null,17363,null,1755,null,162465,null,4329,null,12629,null,1591,null,4946,null,1051,null,0400000US13,Georgia,13
489194,null,8977,null,31083,null,3876,null,1158,null,728,null,145,null,137,null,684,null,495,null,1421,null,584,null,19853,null,2842,null,2828,null,773,null,4994,null,990,null,458111,null,9460,null,16904,null,1725,null,2870,null,858,null,20667,null,2084,null,24303,null,2352,null,288026,null,6347,null,44995,null,1657,null,60346,null,1336,null,0400000US15,Hawaii,15
17734,null,1872,null,3186,null,1235,null,51,null,91,null,0,null,259,null,151,null,242,null,734,null,372,null,2250,null,849,null,0,null,259,null,0,null,259,null,14548,null,1772,null,912,null,347,null,278,null,220,null,1339,null,637,null,1420,null,634,null,9292,null,1267,null,1047,null,475,null,260,null,235,null,0400000US16,Idaho,16
541387,null,5731,null,47850,null,5656,null,2198,null,862,null,704,null,446,null,3075,null,1415,null,3124,null,857,null,33856,null,4048,null,2152,null,823,null,2741,null,870,null,493537,null,6779,null,36132,null,1958,null,5674,null,1026,null,36859,null,2572,null,31986,null,2162,null,342760,null,4476,null,26782,null,1194,null,13344,null,1006,null,0400000US17,Illinois,17
81234,null,2542,null,14977,null,2868,null,480,null,322,null,314,null,309,null,1088,null,539,null,1267,null,613,null,11330,null,1969,null,346,null,254,null,152,null,189,null,66257,null,3590,null,5094,null,852,null,892,null,391,null,6261,null,1130,null,5271,null,1041,null,44578,null,2655,null,2772,null,736,null,1389,null,683,null,0400000US18,Indiana,18
44845,null,2291,null,5347,null,1708,null,744,null,639,null,103,null,168,null,563,null,420,null,244,null,239,null,3482,null,979,null,136,null,200,null,75,null,128,null,39498,null,2268,null,3261,null,545,null,1237,null,445,null,3831,null,900,null,2262,null,686,null,26357,null,1679,null,1823,null,678,null,727,null,357,null,0400000US19,Iowa,19
58466,null,2175,null,9042,null,2071,null,1331,null,592,null,68,null,112,null,395,null,234,null,592,null,337,null,6074,null,1535,null,124,null,186,null,458,null,462,null,49424,null,2502,null,4218,null,721,null,833,null,432,null,4072,null,779,null,3296,null,610,null,34080,null,1962,null,2082,null,547,null,843,null,388,null,0400000US20,Kansas,20
41899,null,3418,null,3706,null,955,null,0,null,271,null,0,null,271,null,47,null,79,null,174,null,174,null,3435,null,951,null,50,null,92,null,0,null,271,null,38193,null,3272,null,3390,null,576,null,717,null,279,null,4098,null,1002,null,2781,null,817,null,24695,null,2088,null,1768,null,1086,null,744,null,481,null,0400000US21,Kentucky,21
63416,null,3411,null,7406,null,2301,null,943,null,699,null,23,null,44,null,532,null,337,null,553,null,502,null,5163,null,1602,null,90,null,114,null,102,null,139,null,56010,null,3715,null,3181,null,832,null,1065,null,540,null,5031,null,1259,null,3989,null,790,null,39235,null,2794,null,2509,null,1088,null,1000,null,379,null,0400000US22,Louisiana,22
9854,null,941,null,1995,null,1095,null,117,null,188,null,0,null,228,null,341,null,323,null,345,null,267,null,1000,null,494,null,192,null,204,null,0,null,228,null,7859,null,1221,null,373,null,200,null,241,null,230,null,661,null,347,null,661,null,296,null,5203,null,937,null,359,null,259,null,361,null,282,null,0400000US23,Maine,23
281691,null,3381,null,19298,null,4388,null,1055,null,603,null,192,null,253,null,1937,null,1205,null,1251,null,707,null,12500,null,2667,null,1014,null,535,null,1349,null,640,null,262393,null,4887,null,18134,null,1025,null,2115,null,698,null,20452,null,1982,null,16594,null,1543,null,182496,null,3177,null,14001,null,949,null,8601,null,1196,null,0400000US24,Maryland,24
307646,null,4341,null,39035,null,5202,null,1728,null,742,null,496,null,472,null,3651,null,1290,null,3047,null,829,null,25903,null,3538,null,2275,null,814,null,1935,null,664,null,268611,null,5916,null,20011,null,1226,null,4114,null,886,null,21744,null,1966,null,17120,null,1438,null,189348,null,4460,null,10966,null,1374,null,5308,null,838,null,0400000US25,Massachusetts,25
226280,null,4161,null,30323,null,4272,null,1684,null,632,null,801,null,438,null,1981,null,793,null,2466,null,876,null,21115,null,2925,null,1503,null,528,null,773,null,442,null,195957,null,5495,null,12783,null,1160,null,3058,null,734,null,18550,null,1717,null,15474,null,1329,null,134135,null,3231,null,8434,null,991,null,3523,null,662,null,0400000US26,Michigan,26
180084,null,2991,null,30379,null,5334,null,2737,null,887,null,471,null,315,null,4594,null,1298,null,4852,null,1412,null,16486,null,2984,null,815,null,442,null,424,null,208,null,149705,null,5743,null,13819,null,1158,null,3180,null,671,null,14521,null,1606,null,12695,null,1694,null,97856,null,3624,null,5055,null,731,null,2579,null,563,null,0400000US27,Minnesota,27
21874,null,2635,null,4656,null,2213,null,501,null,482,null,0,null,287,null,135,null,136,null,638,null,513,null,3197,null,1893,null,185,null,187,null,0,null,287,null,17218,null,1714,null,1105,null,468,null,0,null,287,null,1249,null,513,null,1090,null,452,null,11948,null,1408,null,851,null,471,null,975,null,492,null,0400000US28,Mississippi,28
81236,null,3009,null,10738,null,2538,null,1034,null,606,null,228,null,183,null,912,null,444,null,835,null,505,null,7512,null,1523,null,217,null,230,null,0,null,257,null,70498,null,3491,null,5210,null,1110,null,967,null,349,null,5536,null,978,null,4947,null,1203,null,48273,null,2206,null,3603,null,867,null,1962,null,710,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
25999,null,1818,null,3392,null,1173,null,335,null,404,null,0,null,221,null,89,null,91,null,89,null,104,null,2572,null,986,null,120,null,134,null,187,null,202,null,22607,null,2249,null,1888,null,702,null,384,null,294,null,2095,null,588,null,2289,null,607,null,14972,null,1546,null,562,null,295,null,417,null,244,null,0400000US31,Nebraska,31
156062,null,3383,null,10014,null,2260,null,227,null,224,null,0,null,300,null,225,null,219,null,558,null,364,null,6940,null,2009,null,1343,null,475,null,721,null,452,null,146048,null,4447,null,8401,null,1097,null,1166,null,507,null,10550,null,1073,null,10073,null,1050,null,99548,null,3288,null,10167,null,736,null,6143,null,794,null,0400000US32,Nevada,32
25325,null,1916,null,1397,null,745,null,0,null,253,null,0,null,253,null,0,null,253,null,173,null,314,null,1152,null,695,null,72,null,129,null,0,null,253,null,23928,null,1931,null,2211,null,744,null,436,null,379,null,2339,null,667,null,1819,null,577,null,15719,null,1225,null,1081,null,414,null,323,null,279,null,0400000US33,New Hampshire,33
655882,null,4655,null,36903,null,5103,null,2958,null,1083,null,177,null,222,null,4222,null,1448,null,2402,null,917,null,22838,null,3059,null,2842,null,1051,null,1464,null,511,null,618979,null,6772,null,43485,null,1816,null,7682,null,1386,null,50290,null,2660,null,46218,null,2199,null,425823,null,4071,null,30745,null,1793,null,14736,null,1693,null,0400000US34,New Jersey,34
26377,null,1886,null,1540,null,717,null,154,null,187,null,0,null,279,null,84,null,138,null,53,null,84,null,1096,null,594,null,49,null,93,null,104,null,110,null,24837,null,1947,null,1994,null,559,null,289,null,360,null,1991,null,723,null,2040,null,796,null,15768,null,1372,null,1881,null,612,null,874,null,411,null,0400000US35,New Mexico,35
1329552,null,8957,null,200463,null,11825,null,14363,null,2329,null,2886,null,918,null,17478,null,2457,null,18171,null,2339,null,122179,null,8210,null,12826,null,2246,null,12560,null,1533,null,1129089,null,12592,null,71991,null,2913,null,15800,null,2146,null,73192,null,3908,null,76067,null,3539,null,799152,null,8137,null,60658,null,2614,null,32229,null,2086,null,0400000US36,New York,36
164421,null,3931,null,17445,null,3752,null,1227,null,774,null,305,null,297,null,1543,null,934,null,2378,null,915,null,11632,null,2290,null,223,null,195,null,137,null,206,null,146976,null,5555,null,11721,null,1361,null,1907,null,640,null,12110,null,1464,null,11258,null,1794,null,101355,null,3680,null,5991,null,1124,null,2634,null,616,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
170487,null,3581,null,21035,null,3562,null,1168,null,579,null,395,null,316,null,1426,null,909,null,1057,null,495,null,14915,null,2850,null,1053,null,680,null,1021,null,632,null,149452,null,4926,null,11655,null,1015,null,2219,null,738,null,12477,null,1552,null,8016,null,1254,null,103574,null,3602,null,8233,null,1260,null,3278,null,920,null,0400000US39,Ohio,39
60889,null,2581,null,11781,null,2331,null,603,null,447,null,56,null,83,null,879,null,570,null,1041,null,529,null,8427,null,1693,null,514,null,337,null,261,null,361,null,49108,null,3182,null,3200,null,605,null,351,null,220,null,4144,null,780,null,3266,null,693,null,35325,null,2508,null,1987,null,633,null,835,null,366,null,0400000US40,Oklahoma,40
127384,null,3688,null,15166,null,3173,null,1219,null,736,null,493,null,339,null,572,null,324,null,1086,null,595,null,10279,null,2103,null,816,null,426,null,701,null,371,null,112218,null,3624,null,6339,null,1079,null,1126,null,387,null,8590,null,1349,null,8101,null,1354,null,77812,null,2445,null,5886,null,1090,null,4364,null,868,null,0400000US41,Oregon,41
286051,null,4219,null,38120,null,4478,null,2593,null,910,null,678,null,499,null,2833,null,881,null,3750,null,956,null,24228,null,3055,null,2428,null,804,null,1610,null,741,null,247931,null,5548,null,18542,null,1349,null,3528,null,858,null,20767,null,1748,null,17233,null,1598,null,170598,null,4278,null,12310,null,1268,null,4953,null,961,null,0400000US42,Pennsylvania,42
28715,null,1395,null,4022,null,1525,null,49,null,92,null,55,null,100,null,0,null,287,null,310,null,343,null,2975,null,1365,null,400,null,411,null,233,null,289,null,24693,null,1851,null,1607,null,469,null,584,null,431,null,2051,null,548,null,2575,null,858,null,15954,null,1474,null,1547,null,599,null,375,null,334,null,0400000US44,Rhode Island,44
47393,null,2352,null,3541,null,1317,null,84,null,111,null,80,null,108,null,351,null,349,null,368,null,336,null,2658,null,1018,null,0,null,287,null,0,null,287,null,43852,null,2417,null,2206,null,737,null,697,null,449,null,3634,null,1026,null,3689,null,890,null,29450,null,1965,null,2826,null,866,null,1350,null,640,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
80735,null,2898,null,7856,null,2652,null,681,null,426,null,604,null,683,null,918,null,733,null,153,null,204,null,5014,null,1424,null,344,null,325,null,142,null,136,null,72879,null,3424,null,5288,null,609,null,1164,null,547,null,6531,null,1251,null,4735,null,1092,null,51157,null,2229,null,2819,null,844,null,1185,null,448,null,0400000US47,Tennessee,47
830855,null,7721,null,89258,null,8870,null,6433,null,1942,null,842,null,339,null,7648,null,1922,null,8243,null,2011,null,58598,null,5781,null,4619,null,1121,null,2875,null,800,null,741597,null,10733,null,56824,null,2988,null,11967,null,1338,null,64058,null,3559,null,56662,null,3431,null,504536,null,6873,null,32600,null,1976,null,14950,null,1674,null,0400000US48,Texas,48
53186,null,2594,null,6714,null,2020,null,795,null,553,null,79,null,130,null,74,null,127,null,736,null,908,null,4369,null,1019,null,479,null,327,null,182,null,226,null,46472,null,2786,null,3227,null,670,null,995,null,512,null,3525,null,925,null,4730,null,1466,null,31388,null,1752,null,1403,null,398,null,1204,null,411,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367949,null,5313,null,28043,null,5442,null,2233,null,1313,null,200,null,340,null,2139,null,1452,null,2206,null,849,null,19437,null,3514,null,906,null,420,null,922,null,460,null,339906,null,6405,null,22492,null,1998,null,4304,null,1047,null,25666,null,2122,null,22698,null,1752,null,237667,null,4840,null,19682,null,1530,null,7397,null,1172,null,0400000US51,Virginia,51
417462,null,5642,null,38606,null,4575,null,1753,null,827,null,405,null,304,null,2376,null,997,null,2919,null,942,null,24454,null,3248,null,2909,null,936,null,3790,null,1113,null,378856,null,6460,null,22743,null,1600,null,4170,null,1059,null,27329,null,2250,null,25243,null,2248,null,264743,null,4224,null,21327,null,1684,null,13301,null,1309,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
113091,null,3022,null,17336,null,2475,null,1068,null,642,null,314,null,330,null,1227,null,608,null,1881,null,775,null,12205,null,1802,null,383,null,256,null,258,null,211,null,95755,null,3302,null,9236,null,1410,null,2109,null,802,null,10558,null,1161,null,9818,null,1159,null,59788,null,2129,null,2701,null,722,null,1545,null,481,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
14059,null,3305,null,6855,null,2492,null,407,null,360,null,0,null,289,null,765,null,591,null,1190,null,598,null,3364,null,1283,null,884,null,587,null,245,null,265,null,7204,null,1916,null,249,null,231,null,57,null,96,null,710,null,502,null,479,null,487,null,5217,null,1479,null,270,null,285,null,222,null,262,null,0400000US72,Puerto Rico,72
