C19037I_001E,C19037I_001EA,C19037I_001M,C19037I_001MA,C19037I_002E,C19037I_002EA,C19037I_002M,C19037I_002MA,C19037I_003E,C19037I_003EA,C19037I_003M,C19037I_003MA,C19037I_004E,C19037I_004EA,C19037I_004M,C19037I_004MA,C19037I_005E,C19037I_005EA,C19037I_005M,C19037I_005MA,C19037I_006E,C19037I_006EA,C19037I_006M,C19037I_006MA,C19037I_007E,C19037I_007EA,C19037I_007M,C19037I_007MA,C19037I_008E,C19037I_008EA,C19037I_008M,C19037I_008MA,C19037I_009E,C19037I_009EA,C19037I_009M,C19037I_009MA,C19037I_010E,C19037I_010EA,C19037I_010M,C19037I_010MA,C19037I_011E,C19037I_011EA,C19037I_011M,C19037I_011MA,C19037I_012E,C19037I_012EA,C19037I_012M,C19037I_012MA,C19037I_013E,C19037I_013EA,C19037I_013M,C19037I_013MA,C19037I_014E,C19037I_014EA,C19037I_014M,C19037I_014MA,C19037I_015E,C19037I_015EA,C19037I_015M,C19037I_015MA,C19037I_016E,C19037I_016EA,C19037I_016M,C19037I_016MA,C19037I_017E,C19037I_017EA,C19037I_017M,C19037I_017MA,C19037I_018E,C19037I_018EA,C19037I_018M,C19037I_018MA,C19037I_019E,C19037I_019EA,C19037I_019M,C19037I_019MA,C19037I_020E,C19037I_020EA,C19037I_020M,C19037I_020MA,C19037I_021E,C19037I_021EA,C19037I_021M,C19037I_021MA,C19037I_022E,C19037I_022EA,C19037I_022M,C19037I_022MA,C19037I_023E,C19037I_023EA,C19037I_023M,C19037I_023MA,C19037I_024E,C19037I_024EA,C19037I_024M,C19037I_024MA,C19037I_025E,C19037I_025EA,C19037I_025M,C19037I_025MA,C19037I_026E,C19037I_026EA,C19037I_026M,C19037I_026MA,C19037I_027E,C19037I_027EA,C19037I_027M,C19037I_027MA,C19037I_028E,C19037I_028EA,C19037I_028M,C19037I_028MA,C19037I_029E,C19037I_029EA,C19037I_029M,C19037I_029MA,C19037I_030E,C19037I_030EA,C19037I_030M,C19037I_030MA,C19037I_031E,C19037I_031EA,C19037I_031M,C19037I_031MA,C19037I_032E,C19037I_032EA,C19037I_032M,C19037I_032MA,C19037I_033E,C19037I_033EA,C19037I_033M,C19037I_033MA,C19037I_034E,C19037I_034EA,C19037I_034M,C19037I_034MA,C19037I_035E,C19037I_035EA,C19037I_035M,C19037I_035MA,C19037I_036E,C19037I_036EA,C19037I_036M,C19037I_036MA,C19037I_037E,C19037I_037EA,C19037I_037M,C19037I_037MA,C19037I_038E,C19037I_038EA,C19037I_038M,C19037I_038MA,C19037I_039E,C19037I_039EA,C19037I_039M,C19037I_039MA,C19037I_040E,C19037I_040EA,C19037I_040M,C19037I_040MA,C19037I_041E,C19037I_041EA,C19037I_041M,C19037I_041MA,C19037I_042E,C19037I_042EA,C19037I_042M,C19037I_042MA,C19037I_043E,C19037I_043EA,C19037I_043M,C19037I_043MA,C19037I_044E,C19037I_044EA,C19037I_044M,C19037I_044MA,C19037I_045E,C19037I_045EA,C19037I_045M,C19037I_045MA,GEO_ID,NAME,state
187408,null,5294,null,13880,null,2005,null,1865,null,805,null,1127,null,479,null,3162,null,932,null,1792,null,618,null,2282,null,942,null,2161,null,864,null,1142,null,782,null,349,null,259,null,0,null,298,null,0,null,298,null,123264,null,5492,null,5806,null,1367,null,7884,null,2008,null,21037,null,3294,null,20832,null,2654,null,21280,null,2511,null,24500,null,2437,null,10404,null,1521,null,7436,null,1429,null,2039,null,761,null,2046,null,877,null,42632,null,3065,null,2980,null,1078,null,2825,null,995,null,3277,null,1113,null,5722,null,1352,null,7853,null,1646,null,9393,null,1801,null,4769,null,961,null,3673,null,919,null,1202,null,566,null,938,null,476,null,7632,null,1356,null,1341,null,590,null,519,null,329,null,995,null,389,null,1210,null,595,null,484,null,272,null,1282,null,480,null,965,null,475,null,479,null,306,null,210,null,203,null,147,null,179,null,0400000US13,Georgia,13
28988,null,1888,null,3499,null,1059,null,577,null,401,null,74,null,92,null,851,null,719,null,58,null,78,null,501,null,511,null,625,null,505,null,108,null,143,null,489,null,542,null,216,null,341,null,0,null,275,null,13554,null,1552,null,634,null,335,null,499,null,356,null,528,null,359,null,717,null,406,null,2233,null,805,null,3516,null,1085,null,2573,null,913,null,2185,null,745,null,195,null,285,null,474,null,375,null,8690,null,951,null,394,null,242,null,100,null,107,null,1051,null,502,null,606,null,325,null,925,null,437,null,1787,null,604,null,1678,null,609,null,1184,null,481,null,462,null,259,null,503,null,384,null,3245,null,495,null,423,null,293,null,217,null,158,null,401,null,260,null,271,null,158,null,293,null,172,null,631,null,276,null,52,null,88,null,673,null,336,null,183,null,149,null,101,null,111,null,0400000US15,Hawaii,15
39785,null,2152,null,5065,null,1127,null,337,null,376,null,505,null,457,null,647,null,354,null,1471,null,718,null,856,null,402,null,981,null,667,null,100,null,111,null,168,null,216,null,0,null,259,null,0,null,259,null,20767,null,1875,null,1530,null,630,null,1784,null,675,null,3983,null,1108,null,4119,null,1141,null,3568,null,902,null,3759,null,951,null,1244,null,746,null,493,null,279,null,175,null,219,null,112,null,184,null,11163,null,1377,null,510,null,424,null,200,null,230,null,1892,null,836,null,1450,null,592,null,1722,null,630,null,2351,null,863,null,1640,null,582,null,1078,null,525,null,160,null,224,null,160,null,184,null,2790,null,788,null,542,null,369,null,481,null,499,null,557,null,416,null,191,null,151,null,148,null,134,null,505,null,337,null,262,null,237,null,104,null,160,null,0,null,259,null,0,null,259,null,0400000US16,Idaho,16
502527,null,6239,null,28972,null,2651,null,3648,null,904,null,2332,null,860,null,5041,null,1331,null,5858,null,1291,null,4633,null,1078,null,4697,null,1137,null,2029,null,681,null,692,null,451,null,0,null,267,null,42,null,69,null,281537,null,5829,null,10896,null,1855,null,10595,null,1584,null,35684,null,3463,null,38179,null,3592,null,51961,null,3811,null,64772,null,4587,null,35726,null,3438,null,24618,null,2623,null,5751,null,1281,null,3355,null,1187,null,153815,null,4418,null,8096,null,1507,null,6870,null,1609,null,13612,null,2185,null,14942,null,2225,null,23284,null,2475,null,35168,null,2914,null,21993,null,2293,null,21408,null,2167,null,5020,null,1123,null,3422,null,878,null,38203,null,2269,null,5915,null,1298,null,3609,null,1089,null,8094,null,1444,null,3749,null,902,null,5686,null,1285,null,5055,null,1027,null,2363,null,756,null,2554,null,855,null,591,null,483,null,587,null,310,null,0400000US17,Illinois,17
85219,null,3116,null,6651,null,1239,null,1011,null,459,null,861,null,496,null,1770,null,572,null,841,null,365,null,803,null,402,null,1034,null,545,null,118,null,130,null,213,null,206,null,0,null,265,null,0,null,265,null,49880,null,2853,null,3628,null,1068,null,2802,null,855,null,7324,null,1634,null,10458,null,1740,null,9076,null,1340,null,9133,null,1585,null,4220,null,1042,null,2224,null,919,null,893,null,506,null,122,null,137,null,22685,null,1714,null,976,null,430,null,1564,null,699,null,1841,null,670,null,1913,null,725,null,5550,null,1274,null,3698,null,875,null,3125,null,854,null,2937,null,885,null,544,null,309,null,537,null,337,null,6003,null,962,null,733,null,391,null,300,null,207,null,1078,null,378,null,987,null,455,null,1111,null,569,null,1046,null,518,null,620,null,420,null,113,null,134,null,15,null,26,null,0,null,265,null,0400000US18,Indiana,18
35902,null,1563,null,3985,null,982,null,552,null,412,null,786,null,549,null,785,null,437,null,801,null,497,null,446,null,318,null,497,null,328,null,56,null,120,null,62,null,72,null,0,null,226,null,0,null,226,null,20409,null,1563,null,1522,null,668,null,1157,null,659,null,4060,null,1046,null,2827,null,676,null,3757,null,1081,null,4247,null,899,null,1555,null,660,null,975,null,515,null,53,null,76,null,256,null,211,null,9507,null,1210,null,388,null,363,null,394,null,334,null,831,null,434,null,1723,null,534,null,1653,null,539,null,2504,null,736,null,1257,null,552,null,548,null,423,null,70,null,115,null,139,null,174,null,2001,null,714,null,215,null,175,null,89,null,117,null,519,null,364,null,196,null,169,null,477,null,435,null,182,null,164,null,100,null,130,null,223,null,223,null,0,null,226,null,0,null,226,null,0400000US19,Iowa,19
70393,null,2399,null,6581,null,1148,null,755,null,502,null,526,null,490,null,1547,null,680,null,1316,null,563,null,1089,null,475,null,1059,null,478,null,238,null,191,null,0,null,244,null,0,null,244,null,51,null,89,null,39441,null,2302,null,2191,null,699,null,1962,null,793,null,7052,null,1450,null,5697,null,1143,null,8076,null,1616,null,7079,null,1444,null,4599,null,1121,null,1511,null,588,null,1192,null,659,null,82,null,112,null,19311,null,1619,null,1351,null,648,null,380,null,263,null,2370,null,645,null,2904,null,726,null,2781,null,682,null,4189,null,972,null,2400,null,651,null,2365,null,587,null,333,null,196,null,238,null,217,null,5060,null,737,null,713,null,414,null,751,null,411,null,733,null,354,null,568,null,350,null,715,null,347,null,959,null,348,null,289,null,191,null,148,null,160,null,46,null,80,null,138,null,164,null,0400000US20,Kansas,20
25432,null,1658,null,1906,null,649,null,190,null,164,null,220,null,183,null,226,null,216,null,328,null,272,null,556,null,456,null,280,null,293,null,106,null,122,null,0,null,271,null,0,null,271,null,0,null,271,null,16079,null,1749,null,1612,null,740,null,1422,null,605,null,3167,null,872,null,1933,null,842,null,3196,null,859,null,2537,null,1044,null,1039,null,460,null,653,null,374,null,290,null,299,null,230,null,229,null,6268,null,1049,null,138,null,151,null,394,null,316,null,1102,null,505,null,1185,null,534,null,1261,null,627,null,1143,null,505,null,478,null,350,null,242,null,169,null,262,null,252,null,63,null,68,null,1179,null,545,null,53,null,72,null,175,null,176,null,162,null,156,null,69,null,112,null,209,null,250,null,238,null,226,null,193,null,211,null,34,null,65,null,0,null,271,null,46,null,75,null,0400000US21,Kentucky,21
43345,null,2238,null,4966,null,963,null,898,null,504,null,430,null,365,null,918,null,536,null,1176,null,588,null,744,null,510,null,357,null,337,null,151,null,191,null,292,null,277,null,0,null,277,null,0,null,277,null,20180,null,1790,null,1893,null,958,null,1316,null,583,null,2178,null,725,null,1900,null,634,null,3837,null,1048,null,4276,null,941,null,2543,null,868,null,1294,null,506,null,498,null,248,null,445,null,314,null,11992,null,1392,null,955,null,450,null,565,null,307,null,1370,null,512,null,1076,null,400,null,1878,null,532,null,2419,null,703,null,1460,null,666,null,1802,null,549,null,325,null,217,null,142,null,172,null,6207,null,975,null,990,null,481,null,581,null,295,null,1263,null,493,null,994,null,382,null,450,null,185,null,827,null,299,null,117,null,124,null,656,null,345,null,118,null,157,null,211,null,232,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
94456,null,2754,null,5065,null,1036,null,468,null,395,null,413,null,340,null,731,null,411,null,366,null,316,null,1305,null,630,null,939,null,446,null,429,null,282,null,368,null,292,null,46,null,78,null,0,null,281,null,51400,null,2223,null,1587,null,712,null,899,null,489,null,3423,null,983,null,5967,null,1256,null,9137,null,1405,null,12376,null,1896,null,8440,null,1379,null,6935,null,1233,null,1738,null,565,null,898,null,372,null,31088,null,2132,null,1013,null,493,null,962,null,522,null,1830,null,683,null,1689,null,693,null,4550,null,1063,null,6021,null,1208,null,4763,null,1216,null,5501,null,1141,null,2653,null,699,null,2106,null,652,null,6903,null,1109,null,983,null,427,null,483,null,311,null,1049,null,577,null,703,null,413,null,439,null,271,null,1276,null,496,null,615,null,342,null,621,null,363,null,253,null,256,null,481,null,342,null,0400000US24,Maryland,24
169072,null,5139,null,13110,null,1682,null,4223,null,965,null,1207,null,631,null,3044,null,1126,null,1903,null,832,null,941,null,437,null,1279,null,605,null,312,null,240,null,156,null,207,null,45,null,71,null,0,null,281,null,93104,null,3684,null,11360,null,1824,null,7090,null,1479,null,12296,null,1753,null,11144,null,1831,null,15627,null,2310,null,16347,null,2208,null,8729,null,1592,null,7124,null,1195,null,1312,null,484,null,2075,null,760,null,48829,null,2481,null,8928,null,1347,null,4335,null,1125,null,6226,null,1330,null,4577,null,1238,null,5636,null,951,null,6751,null,1182,null,5154,null,1182,null,4939,null,976,null,1505,null,585,null,778,null,417,null,14029,null,1241,null,6116,null,1162,null,1887,null,717,null,1907,null,721,null,803,null,346,null,660,null,302,null,1192,null,576,null,669,null,418,null,387,null,212,null,0,null,281,null,408,null,280,null,0400000US25,Massachusetts,25
109466,null,3891,null,7868,null,1341,null,1635,null,724,null,1101,null,619,null,1965,null,640,null,1289,null,654,null,1132,null,539,null,404,null,225,null,163,null,178,null,179,null,196,null,0,null,242,null,0,null,242,null,57640,null,3351,null,5270,null,1377,null,4267,null,1229,null,8105,null,1693,null,7484,null,1418,null,10997,null,1655,null,11223,null,1619,null,5042,null,1060,null,3732,null,1011,null,1103,null,721,null,417,null,266,null,32399,null,2060,null,2082,null,716,null,1787,null,777,null,4176,null,1079,null,3061,null,790,null,5493,null,1160,null,5754,null,1102,null,4578,null,989,null,3233,null,736,null,1550,null,593,null,685,null,328,null,11559,null,1189,null,1398,null,574,null,1312,null,534,null,3125,null,952,null,1747,null,578,null,1393,null,427,null,1068,null,535,null,671,null,382,null,376,null,215,null,435,null,358,null,34,null,39,null,0400000US26,Michigan,26
56804,null,2497,null,5500,null,1088,null,782,null,387,null,422,null,332,null,1223,null,594,null,1333,null,591,null,955,null,434,null,453,null,382,null,177,null,214,null,155,null,205,null,0,null,211,null,0,null,211,null,32642,null,2288,null,1679,null,664,null,1764,null,650,null,5121,null,1225,null,5330,null,1282,null,5863,null,1108,null,6972,null,1093,null,2311,null,766,null,2377,null,863,null,810,null,466,null,415,null,360,null,15399,null,1414,null,1047,null,534,null,767,null,466,null,790,null,420,null,1747,null,714,null,2694,null,793,null,2509,null,831,null,2334,null,719,null,2084,null,676,null,847,null,423,null,580,null,308,null,3263,null,669,null,676,null,410,null,612,null,264,null,538,null,309,null,111,null,118,null,630,null,337,null,447,null,268,null,155,null,156,null,18,null,31,null,76,null,89,null,0,null,211,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
50288,null,2444,null,5890,null,1374,null,937,null,599,null,281,null,240,null,1370,null,718,null,1071,null,537,null,730,null,341,null,1280,null,677,null,189,null,182,null,32,null,54,null,0,null,257,null,0,null,257,null,26036,null,1832,null,1663,null,716,null,1855,null,783,null,4410,null,1104,null,3336,null,1032,null,4896,null,1274,null,5222,null,1234,null,2407,null,862,null,1725,null,687,null,219,null,172,null,303,null,225,null,13959,null,1484,null,853,null,396,null,560,null,340,null,1487,null,608,null,1771,null,583,null,2285,null,697,null,2556,null,890,null,2072,null,679,null,1503,null,566,null,425,null,297,null,447,null,309,null,4403,null,773,null,719,null,322,null,402,null,258,null,841,null,387,null,794,null,370,null,346,null,219,null,606,null,347,null,209,null,185,null,468,null,268,null,9,null,22,null,9,null,17,null,0400000US29,Missouri,29
