B10051I_001E,B10051I_001EA,B10051I_001M,B10051I_001MA,B10051I_002E,B10051I_002EA,B10051I_002M,B10051I_002MA,B10051I_003E,B10051I_003EA,B10051I_003M,B10051I_003MA,B10051I_004E,B10051I_004EA,B10051I_004M,B10051I_004MA,B10051I_005E,B10051I_005EA,B10051I_005M,B10051I_005MA,B10051I_006E,B10051I_006EA,B10051I_006M,B10051I_006MA,B10051I_007E,B10051I_007EA,B10051I_007M,B10051I_007MA,GEO_ID,NAME,state
63986,null,5430,null,15859,null,2389,null,11820,null,2007,null,4039,null,1157,null,48127,null,4584,null,27823,null,3817,null,20304,null,3051,null,0400000US17,Illinois,17
9426,null,1996,null,2477,null,972,null,2042,null,924,null,435,null,307,null,6949,null,1601,null,4519,null,1749,null,2430,null,1046,null,0400000US18,Indiana,18
2379,null,802,null,1297,null,655,null,904,null,539,null,393,null,394,null,1082,null,487,null,429,null,258,null,653,null,415,null,0400000US19,Iowa,19
5926,null,1691,null,1726,null,836,null,1609,null,810,null,117,null,160,null,4200,null,1426,null,2393,null,1075,null,1807,null,751,null,0400000US20,Kansas,20
1354,null,583,null,398,null,287,null,324,null,272,null,74,null,125,null,956,null,520,null,359,null,323,null,597,null,332,null,0400000US21,Kentucky,21
2573,null,966,null,1051,null,544,null,767,null,458,null,284,null,250,null,1522,null,702,null,886,null,466,null,636,null,455,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
7456,null,1537,null,1772,null,722,null,1218,null,642,null,554,null,373,null,5684,null,1402,null,2970,null,989,null,2714,null,899,null,0400000US24,Maryland,24
14524,null,2232,null,4753,null,1160,null,4015,null,1104,null,738,null,471,null,9771,null,1941,null,5171,null,1522,null,4600,null,1158,null,0400000US25,Massachusetts,25
10160,null,2109,null,3116,null,1004,null,2710,null,960,null,406,null,276,null,7044,null,1785,null,4463,null,1455,null,2581,null,950,null,0400000US26,Michigan,26
4902,null,1296,null,2020,null,984,null,1733,null,933,null,287,null,211,null,2882,null,969,null,1838,null,887,null,1044,null,461,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
2324,null,678,null,627,null,359,null,627,null,359,null,0,null,257,null,1697,null,614,null,1078,null,551,null,619,null,298,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
2740,null,944,null,591,null,321,null,492,null,273,null,99,null,129,null,2149,null,881,null,1684,null,836,null,465,null,292,null,0400000US31,Nebraska,31
17411,null,2721,null,6875,null,1753,null,5802,null,1472,null,1073,null,745,null,10536,null,1961,null,5557,null,1347,null,4979,null,1208,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
40973,null,3884,null,9663,null,1741,null,7121,null,1448,null,2542,null,899,null,31310,null,3607,null,13285,null,2485,null,18025,null,2707,null,0400000US34,New Jersey,34
25200,null,2885,null,12251,null,2222,null,8779,null,2006,null,3472,null,976,null,12949,null,1887,null,6487,null,1302,null,6462,null,1553,null,0400000US35,New Mexico,35
98691,null,7014,null,30232,null,3867,null,21297,null,3318,null,8935,null,1800,null,68459,null,5232,null,32418,null,3763,null,36041,null,3639,null,0400000US36,New York,36
13075,null,2056,null,3573,null,1052,null,3162,null,1044,null,411,null,398,null,9502,null,2062,null,5351,null,1446,null,4151,null,1435,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
5591,null,1450,null,2506,null,1056,null,2324,null,1031,null,182,null,202,null,3085,null,987,null,1742,null,757,null,1343,null,618,null,0400000US39,Ohio,39
6434,null,1539,null,3214,null,1389,null,2523,null,1194,null,691,null,444,null,3220,null,792,null,1796,null,769,null,1424,null,606,null,0400000US40,Oklahoma,40
9559,null,2186,null,1901,null,947,null,1474,null,859,null,427,null,425,null,7658,null,2020,null,4981,null,1745,null,2677,null,1207,null,0400000US41,Oregon,41
16603,null,2494,null,5974,null,1825,null,5046,null,1724,null,928,null,492,null,10629,null,1747,null,6757,null,1575,null,3872,null,1048,null,0400000US42,Pennsylvania,42
2826,null,1118,null,915,null,644,null,827,null,604,null,88,null,147,null,1911,null,975,null,1324,null,850,null,587,null,369,null,0400000US44,Rhode Island,44
3364,null,1048,null,487,null,391,null,448,null,385,null,39,null,65,null,2877,null,972,null,1717,null,768,null,1160,null,608,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
5219,null,1507,null,2188,null,1087,null,1851,null,1037,null,337,null,294,null,3031,null,1010,null,2148,null,783,null,883,null,568,null,0400000US47,Tennessee,47
336406,null,11268,null,135596,null,8047,null,103212,null,7845,null,32384,null,3363,null,200810,null,9142,null,110558,null,7393,null,90252,null,6354,null,0400000US48,Texas,48
7913,null,1854,null,2531,null,963,null,1944,null,882,null,587,null,428,null,5382,null,1406,null,2879,null,1155,null,2503,null,986,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
11256,null,2026,null,4267,null,1324,null,3120,null,1109,null,1147,null,581,null,6989,null,1489,null,4094,null,1289,null,2895,null,925,null,0400000US51,Virginia,51
15200,null,2968,null,6609,null,1987,null,5527,null,1826,null,1082,null,576,null,8591,null,1976,null,4571,null,1238,null,4020,null,1174,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
5751,null,1447,null,1846,null,714,null,1351,null,565,null,495,null,317,null,3905,null,1193,null,2861,null,999,null,1044,null,458,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
129416,null,5336,null,60587,null,3165,null,36196,null,2920,null,24391,null,2324,null,68829,null,4629,null,31000,null,3063,null,37829,null,3520,null,0400000US72,Puerto Rico,72
