B15002B_001E,B15002B_001EA,B15002B_001M,B15002B_001MA,B15002B_002E,B15002B_002EA,B15002B_002M,B15002B_002MA,B15002B_003E,B15002B_003EA,B15002B_003M,B15002B_003MA,B15002B_004E,B15002B_004EA,B15002B_004M,B15002B_004MA,B15002B_005E,B15002B_005EA,B15002B_005M,B15002B_005MA,B15002B_006E,B15002B_006EA,B15002B_006M,B15002B_006MA,B15002B_007E,B15002B_007EA,B15002B_007M,B15002B_007MA,B15002B_008E,B15002B_008EA,B15002B_008M,B15002B_008MA,B15002B_009E,B15002B_009EA,B15002B_009M,B15002B_009MA,B15002B_010E,B15002B_010EA,B15002B_010M,B15002B_010MA,B15002B_011E,B15002B_011EA,B15002B_011M,B15002B_011MA,B15002B_012E,B15002B_012EA,B15002B_012M,B15002B_012MA,B15002B_013E,B15002B_013EA,B15002B_013M,B15002B_013MA,B15002B_014E,B15002B_014EA,B15002B_014M,B15002B_014MA,B15002B_015E,B15002B_015EA,B15002B_015M,B15002B_015MA,B15002B_016E,B15002B_016EA,B15002B_016M,B15002B_016MA,B15002B_017E,B15002B_017EA,B15002B_017M,B15002B_017MA,B15002B_018E,B15002B_018EA,B15002B_018M,B15002B_018MA,B15002B_019E,B15002B_019EA,B15002B_019M,B15002B_019MA,GEO_ID,NAME,state
1732410,null,7603,null,778959,null,5337,null,42271,null,4071,null,110046,null,5372,null,241890,null,8028,null,35980,null,3543,null,156628,null,6674,null,53291,null,4521,null,95387,null,6317,null,43466,null,4085,null,953451,null,3941,null,55184,null,3498,null,113059,null,5679,null,248800,null,7306,null,30160,null,3030,null,224218,null,7580,null,74344,null,4151,null,131813,null,7343,null,75873,null,5079,null,0400000US13,Georgia,13
17375,null,1903,null,10073,null,1710,null,0,null,275,null,76,null,119,null,3404,null,1476,null,144,null,169,null,3299,null,1021,null,873,null,602,null,1559,null,711,null,718,null,453,null,7302,null,652,null,0,null,275,null,37,null,60,null,688,null,551,null,346,null,463,null,1747,null,782,null,1372,null,714,null,1716,null,714,null,1396,null,651,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1121455,null,5801,null,495945,null,4279,null,27836,null,3337,null,72355,null,4742,null,126521,null,5928,null,26131,null,3151,null,127863,null,5697,null,29430,null,2857,null,57990,null,4629,null,27819,null,2625,null,625510,null,2984,null,28848,null,2648,null,80068,null,3886,null,135528,null,6044,null,20038,null,2118,null,177281,null,6844,null,52788,null,3706,null,84656,null,5117,null,46303,null,3151,null,0400000US17,Illinois,17
327341,null,3718,null,150229,null,2356,null,5785,null,1161,null,22647,null,2415,null,46185,null,3579,null,9136,null,1558,null,34841,null,2527,null,10632,null,1450,null,14682,null,2134,null,6321,null,1373,null,177112,null,2247,null,6322,null,1171,null,22134,null,2372,null,48411,null,3415,null,6891,null,1427,null,48203,null,3694,null,14190,null,1888,null,20855,null,2422,null,10106,null,1327,null,0400000US18,Indiana,18
39878,null,1679,null,20480,null,1179,null,1268,null,607,null,3327,null,956,null,4146,null,936,null,2281,null,768,null,4516,null,1167,null,1246,null,577,null,2189,null,746,null,1507,null,626,null,19398,null,1217,null,1377,null,521,null,2301,null,729,null,3263,null,1075,null,1468,null,696,null,6047,null,1054,null,2257,null,894,null,2035,null,618,null,650,null,403,null,0400000US19,Iowa,19
91655,null,2476,null,45074,null,2011,null,1328,null,501,null,4763,null,1212,null,11602,null,1531,null,2616,null,608,null,13634,null,1937,null,3713,null,1042,null,5928,null,1343,null,1490,null,616,null,46581,null,1487,null,1261,null,493,null,5297,null,1146,null,11420,null,1555,null,2119,null,707,null,14116,null,1773,null,3683,null,805,null,5605,null,1059,null,3080,null,757,null,0400000US20,Kansas,20
194336,null,4030,null,92056,null,2931,null,3780,null,753,null,12122,null,1992,null,27662,null,2572,null,6823,null,1509,null,24927,null,2578,null,5487,null,1291,null,7266,null,1537,null,3989,null,1262,null,102280,null,2778,null,4573,null,1083,null,12818,null,1912,null,26305,null,1967,null,5216,null,1266,null,27911,null,2603,null,8706,null,1409,null,9225,null,1577,null,7526,null,1378,null,0400000US21,Kentucky,21
811069,null,5494,null,362897,null,3169,null,34105,null,2910,null,66351,null,4668,null,127780,null,5572,null,19027,null,2442,null,71095,null,4908,null,11284,null,2058,null,22322,null,2948,null,10933,null,2125,null,448172,null,3711,null,37872,null,3973,null,72059,null,4885,null,129725,null,5632,null,16292,null,2298,null,104909,null,5657,null,22837,null,2762,null,43788,null,3364,null,20690,null,2512,null,0400000US22,Louisiana,22
5001,null,893,null,3238,null,779,null,258,null,225,null,50,null,96,null,811,null,364,null,37,null,65,null,1125,null,446,null,361,null,339,null,529,null,329,null,67,null,103,null,1763,null,489,null,137,null,118,null,168,null,241,null,473,null,357,null,227,null,288,null,432,null,370,null,60,null,105,null,109,null,113,null,157,null,157,null,0400000US23,Maine,23
1025204,null,4617,null,453526,null,2868,null,19692,null,2404,null,52812,null,3990,null,124261,null,5113,null,24697,null,2742,null,107380,null,5934,null,27578,null,3056,null,60232,null,3718,null,36874,null,3081,null,571678,null,3063,null,19283,null,2063,null,54022,null,3688,null,142450,null,6440,null,17841,null,2261,null,151249,null,5587,null,38670,null,3254,null,88763,null,4676,null,59400,null,3815,null,0400000US24,Maryland,24
238742,null,4417,null,112825,null,2795,null,8485,null,1906,null,12128,null,1650,null,28684,null,2504,null,5222,null,1159,null,22705,null,2529,null,7767,null,1694,null,18854,null,1885,null,8980,null,1628,null,125917,null,2669,null,11530,null,1756,null,13456,null,2347,null,27003,null,2668,null,4290,null,1041,null,30653,null,2643,null,11697,null,1785,null,17483,null,2051,null,9805,null,1347,null,0400000US25,Massachusetts,25
841189,null,5057,null,377770,null,3747,null,19139,null,2330,null,63710,null,5517,null,99657,null,4847,null,34971,null,3994,null,95936,null,5388,null,20548,null,2064,null,29048,null,2645,null,14761,null,1962,null,463419,null,2631,null,17396,null,2354,null,58403,null,3832,null,110070,null,4475,null,23428,null,2855,null,143036,null,5007,null,37385,null,2993,null,45097,null,3215,null,28604,null,2584,null,0400000US26,Michigan,26
124292,null,2285,null,65663,null,1977,null,3630,null,1105,null,7308,null,1373,null,12709,null,1651,null,4258,null,881,null,16918,null,1674,null,4821,null,1049,null,10035,null,1909,null,5984,null,1328,null,58629,null,1543,null,5361,null,1102,null,7355,null,1548,null,13138,null,2084,null,2346,null,800,null,15414,null,1870,null,6256,null,1406,null,6058,null,1450,null,2701,null,667,null,0400000US27,Minnesota,27
627262,null,5319,null,279481,null,3467,null,32526,null,2912,null,53023,null,4222,null,85033,null,4208,null,14548,null,1947,null,53685,null,4391,null,13640,null,2080,null,18009,null,2181,null,9017,null,1743,null,347781,null,3404,null,32754,null,2654,null,57286,null,3795,null,80325,null,5139,null,15967,null,2100,null,79910,null,4630,null,28262,null,2833,null,34775,null,3322,null,18502,null,2050,null,0400000US28,Mississippi,28
390356,null,5484,null,172637,null,3543,null,9270,null,1826,null,26211,null,2830,null,52434,null,3687,null,11334,null,1618,null,39687,null,3530,null,9525,null,1752,null,16006,null,2282,null,8170,null,1583,null,217719,null,3231,null,11396,null,2513,null,27038,null,2842,null,51068,null,3740,null,9482,null,1793,null,65482,null,4113,null,16530,null,2012,null,21909,null,2041,null,14814,null,1998,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
39526,null,1181,null,19027,null,919,null,1196,null,376,null,1453,null,557,null,5202,null,1016,null,763,null,380,null,6068,null,1030,null,1197,null,476,null,1809,null,741,null,1339,null,599,null,20499,null,863,null,1284,null,542,null,1409,null,535,null,5947,null,958,null,1155,null,594,null,5507,null,996,null,1736,null,550,null,2760,null,842,null,701,null,435,null,0400000US31,Nebraska,31
117294,null,2210,null,56704,null,1293,null,2101,null,727,null,7797,null,1254,null,16267,null,2041,null,1454,null,654,null,15678,null,2002,null,4510,null,1053,null,5918,null,1239,null,2979,null,913,null,60590,null,1627,null,1684,null,748,null,6049,null,1287,null,16178,null,2149,null,1595,null,704,null,21911,null,2127,null,3885,null,1028,null,5908,null,1433,null,3380,null,919,null,0400000US32,Nevada,32
6896,null,1173,null,3886,null,898,null,49,null,82,null,471,null,465,null,1397,null,695,null,38,null,50,null,707,null,422,null,434,null,430,null,646,null,345,null,144,null,174,null,3010,null,671,null,384,null,364,null,156,null,138,null,347,null,364,null,193,null,226,null,721,null,339,null,283,null,230,null,572,null,407,null,354,null,269,null,0400000US33,New Hampshire,33
737559,null,6384,null,333315,null,4428,null,17798,null,2106,null,43041,null,3489,null,100782,null,4226,null,15935,null,2295,null,72155,null,4900,null,20343,null,2958,null,42252,null,3574,null,21009,null,2620,null,404244,null,3449,null,17743,null,2239,null,48726,null,3575,null,110720,null,4355,null,13311,null,2107,null,91992,null,5198,null,33105,null,3427,null,60694,null,4138,null,27953,null,2956,null,0400000US34,New Jersey,34
26008,null,2000,null,14034,null,1463,null,290,null,327,null,1294,null,631,null,2225,null,824,null,697,null,465,null,4320,null,947,null,1092,null,590,null,1892,null,692,null,2224,null,870,null,11974,null,1307,null,465,null,591,null,899,null,453,null,2435,null,835,null,203,null,240,null,4315,null,813,null,1166,null,553,null,1115,null,549,null,1376,null,544,null,0400000US35,New Mexico,35
1915578,null,11127,null,842508,null,7337,null,69505,null,4238,null,121839,null,5321,null,213899,null,7985,null,59720,null,3944,null,172401,null,7160,null,56794,null,4688,null,100468,null,6110,null,47882,null,3458,null,1073070,null,6155,null,79229,null,4453,null,134113,null,6026,null,255441,null,7658,null,53162,null,4399,null,221214,null,7759,null,104653,null,5102,null,141036,null,6138,null,84222,null,4790,null,0400000US36,New York,36
1203197,null,6064,null,534101,null,4915,null,35905,null,3301,null,86887,null,5263,null,162284,null,5844,null,27346,null,2699,null,117151,null,6351,null,32045,null,2726,null,52487,null,4336,null,19996,null,2315,null,669096,null,3728,null,40601,null,2872,null,85176,null,4911,null,169393,null,6454,null,22765,null,2159,null,174987,null,6693,null,54532,null,4089,null,86462,null,4884,null,35180,null,2801,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
809331,null,4271,null,365665,null,3018,null,15642,null,1985,null,56848,null,3791,null,110060,null,5296,null,21489,null,2124,null,87932,null,4787,null,24460,null,2641,null,34697,null,2846,null,14537,null,1802,null,443666,null,2630,null,17749,null,1861,null,63340,null,3625,null,121533,null,4792,null,13025,null,2002,null,121231,null,4730,null,40081,null,3346,null,42513,null,3081,null,24194,null,2310,null,0400000US39,Ohio,39
156831,null,3182,null,74477,null,2294,null,2036,null,632,null,9625,null,1393,null,24764,null,2135,null,4083,null,891,null,18691,null,1803,null,4256,null,1028,null,8423,null,1677,null,2599,null,799,null,82354,null,2255,null,3025,null,859,null,7907,null,1381,null,21049,null,2246,null,4407,null,1148,null,23769,null,2398,null,7128,null,1451,null,9483,null,1526,null,5586,null,1293,null,0400000US40,Oklahoma,40
37852,null,1835,null,20845,null,1619,null,416,null,281,null,2644,null,911,null,4182,null,994,null,1141,null,457,null,6238,null,1225,null,1666,null,707,null,3533,null,1019,null,1025,null,486,null,17007,null,1041,null,526,null,310,null,1843,null,639,null,3550,null,1044,null,1043,null,471,null,5181,null,1048,null,736,null,411,null,2764,null,936,null,1364,null,542,null,0400000US41,Oregon,41
772270,null,4391,null,348898,null,3318,null,14907,null,1746,null,49112,null,3710,null,109416,null,5071,null,24502,null,2664,null,76482,null,4091,null,22644,null,2537,null,31971,null,3529,null,19864,null,2244,null,423372,null,3090,null,17176,null,2135,null,56772,null,3721,null,137830,null,5685,null,18981,null,2033,null,91160,null,5138,null,36487,null,4111,null,41392,null,3459,null,23574,null,2618,null,0400000US42,Pennsylvania,42
32237,null,1646,null,16163,null,1214,null,2056,null,790,null,2367,null,699,null,3243,null,960,null,874,null,594,null,3020,null,915,null,1227,null,624,null,2331,null,721,null,1045,null,511,null,16074,null,1251,null,2709,null,866,null,1266,null,576,null,4236,null,1011,null,702,null,368,null,3100,null,762,null,989,null,528,null,2096,null,812,null,976,null,482,null,0400000US44,Rhode Island,44
762774,null,5232,null,337618,null,3574,null,30220,null,2413,null,60408,null,3705,null,118959,null,5020,null,13977,null,2004,null,61841,null,4137,null,20091,null,2955,null,22261,null,2658,null,9861,null,1768,null,425156,null,3283,null,28839,null,2295,null,59693,null,3719,null,140245,null,6419,null,8504,null,1828,null,86664,null,4845,null,37039,null,3426,null,40851,null,3084,null,23321,null,2700,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
607768,null,4620,null,270510,null,3255,null,15530,null,1664,null,43305,null,3685,null,85059,null,5489,null,12455,null,1624,null,64592,null,4817,null,13234,null,1807,null,26247,null,2977,null,10088,null,1445,null,337258,null,2506,null,16652,null,2125,null,47030,null,3689,null,94047,null,4078,null,10217,null,1694,null,86651,null,4540,null,24057,null,2810,null,39593,null,3232,null,19011,null,2229,null,0400000US47,Tennessee,47
1650010,null,7607,null,765932,null,5688,null,36328,null,2991,null,98074,null,5356,null,212512,null,7893,null,39341,null,3234,null,195150,null,7760,null,54037,null,3935,null,90980,null,5044,null,39510,null,2822,null,884078,null,5545,null,38496,null,3259,null,97990,null,4773,null,212946,null,8482,null,33161,null,3213,null,257955,null,9804,null,67212,null,4359,null,119817,null,5172,null,56501,null,3909,null,0400000US48,Texas,48
12650,null,1354,null,7803,null,1081,null,50,null,81,null,1124,null,587,null,1804,null,740,null,262,null,218,null,1641,null,554,null,484,null,382,null,1585,null,912,null,853,null,475,null,4847,null,766,null,317,null,333,null,410,null,334,null,1230,null,434,null,202,null,240,null,746,null,447,null,386,null,294,null,582,null,427,null,974,null,490,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
945325,null,5900,null,436281,null,4947,null,30528,null,2532,null,72375,null,4539,null,120689,null,6868,null,23992,null,2574,null,95562,null,5399,null,23408,null,2434,null,44005,null,4105,null,25722,null,2792,null,509044,null,3728,null,30942,null,2662,null,67181,null,3939,null,127326,null,5915,null,15548,null,1984,null,126281,null,5817,null,41521,null,3664,null,63897,null,3663,null,36348,null,2789,null,0400000US51,Virginia,51
131171,null,3172,null,71952,null,2371,null,1870,null,679,null,5699,null,1247,null,14642,null,2298,null,3835,null,1111,null,23489,null,2363,null,8678,null,1744,null,9683,null,1891,null,4056,null,901,null,59219,null,2269,null,4472,null,1235,null,5694,null,1399,null,12099,null,1879,null,1493,null,716,null,18870,null,1825,null,5616,null,1030,null,7275,null,1325,null,3700,null,1040,null,0400000US53,Washington,53
38348,null,2184,null,19599,null,1945,null,728,null,469,null,1794,null,597,null,6691,null,1299,null,2090,null,692,null,5454,null,1327,null,829,null,307,null,1232,null,650,null,781,null,380,null,18749,null,1486,null,836,null,379,null,2408,null,841,null,5918,null,1254,null,838,null,421,null,4234,null,977,null,1105,null,492,null,2519,null,658,null,891,null,494,null,0400000US54,West Virginia,54
180739,null,2690,null,84067,null,2057,null,3503,null,832,null,16250,null,1862,null,23334,null,2127,null,6941,null,1365,null,19149,null,2013,null,4554,null,1229,null,6825,null,1486,null,3511,null,1038,null,96672,null,1705,null,3302,null,833,null,16562,null,1703,null,24050,null,2595,null,5416,null,1114,null,24484,null,2176,null,7666,null,1356,null,8104,null,1418,null,7088,null,1363,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
193500,null,9664,null,95619,null,5049,null,25680,null,2765,null,13189,null,2143,null,21935,null,2428,null,2212,null,687,null,12388,null,1923,null,7376,null,1435,null,9585,null,1393,null,3254,null,889,null,97881,null,5732,null,22459,null,2695,null,13645,null,1983,null,18671,null,2043,null,3683,null,989,null,11189,null,1417,null,7416,null,1339,null,16455,null,1959,null,4363,null,1002,null,0400000US72,Puerto Rico,72
