C24010B_001E,C24010B_001EA,C24010B_001M,C24010B_001MA,C24010B_002E,C24010B_002EA,C24010B_002M,C24010B_002MA,C24010B_003E,C24010B_003EA,C24010B_003M,C24010B_003MA,C24010B_004E,C24010B_004EA,C24010B_004M,C24010B_004MA,C24010B_005E,C24010B_005EA,C24010B_005M,C24010B_005MA,C24010B_006E,C24010B_006EA,C24010B_006M,C24010B_006MA,C24010B_007E,C24010B_007EA,C24010B_007M,C24010B_007MA,C24010B_008E,C24010B_008EA,C24010B_008M,C24010B_008MA,C24010B_009E,C24010B_009EA,C24010B_009M,C24010B_009MA,C24010B_010E,C24010B_010EA,C24010B_010M,C24010B_010MA,C24010B_011E,C24010B_011EA,C24010B_011M,C24010B_011MA,C24010B_012E,C24010B_012EA,C24010B_012M,C24010B_012MA,C24010B_013E,C24010B_013EA,C24010B_013M,C24010B_013MA,C24010B_014E,C24010B_014EA,C24010B_014M,C24010B_014MA,C24010B_015E,C24010B_015EA,C24010B_015M,C24010B_015MA,GEO_ID,NAME,state
1267671,null,16312,null,577075,null,12017,null,125307,null,6846,null,108215,null,6487,null,105833,null,6269,null,3897,null,2005,null,72391,null,5622,null,161432,null,7078,null,690596,null,10081,null,227402,null,6983,null,167976,null,7476,null,230231,null,7989,null,1036,null,557,null,4994,null,1675,null,58957,null,4648,null,0400000US13,Georgia,13
12510,null,2371,null,6607,null,1673,null,2192,null,962,null,1126,null,896,null,1553,null,1041,null,9,null,16,null,1462,null,1013,null,265,null,200,null,5903,null,1763,null,2605,null,1059,null,800,null,607,null,2285,null,1236,null,0,null,275,null,213,null,285,null,0,null,275,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
743173,null,9670,null,321310,null,7605,null,74862,null,4807,null,67906,null,4670,null,62843,null,4528,null,764,null,611,null,28148,null,3340,null,86787,null,5618,null,421863,null,7709,null,135820,null,5638,null,109804,null,4852,null,147135,null,5400,null,0,null,267,null,3376,null,2041,null,25728,null,2622,null,0400000US17,Illinois,17
223895,null,5770,null,99727,null,4218,null,19407,null,2621,null,22209,null,2726,null,18037,null,2286,null,123,null,157,null,10173,null,1753,null,29778,null,3331,null,124168,null,4090,null,39971,null,3313,null,31105,null,2780,null,40389,null,3592,null,0,null,265,null,403,null,329,null,12300,null,1944,null,0400000US18,Indiana,18
31521,null,2161,null,15227,null,1713,null,3413,null,914,null,3324,null,1020,null,2503,null,962,null,0,null,226,null,1364,null,515,null,4623,null,1244,null,16294,null,1746,null,4139,null,1213,null,3497,null,855,null,6419,null,1353,null,0,null,226,null,96,null,170,null,2143,null,824,null,0400000US19,Iowa,19
67436,null,2705,null,32919,null,2038,null,7055,null,1318,null,7820,null,1428,null,4958,null,1173,null,0,null,244,null,3145,null,994,null,9941,null,1641,null,34517,null,1885,null,10394,null,1328,null,8681,null,1370,null,12172,null,1717,null,81,null,135,null,467,null,359,null,2722,null,871,null,0400000US20,Kansas,20
135154,null,4506,null,64397,null,2870,null,10884,null,1695,null,16971,null,2451,null,10113,null,1441,null,312,null,285,null,6403,null,1459,null,19714,null,2182,null,70757,null,3085,null,19954,null,2002,null,20014,null,1986,null,20386,null,2293,null,0,null,271,null,501,null,359,null,9902,null,1818,null,0400000US21,Kentucky,21
556946,null,9138,null,251462,null,6210,null,38931,null,3778,null,59296,null,4332,null,34739,null,3901,null,2384,null,757,null,48362,null,3952,null,67750,null,3776,null,305484,null,7300,null,82610,null,5076,null,105558,null,5516,null,96047,null,5199,null,433,null,374,null,1700,null,753,null,19136,null,2772,null,0400000US22,Louisiana,22
3785,null,825,null,2443,null,676,null,984,null,514,null,291,null,238,null,204,null,185,null,0,null,228,null,554,null,333,null,410,null,293,null,1342,null,410,null,118,null,177,null,812,null,406,null,319,null,299,null,0,null,228,null,0,null,228,null,93,null,127,null,0400000US23,Maine,23
826754,null,8611,null,367103,null,5621,null,107268,null,4419,null,69780,null,4339,null,72134,null,4553,null,467,null,345,null,43749,null,4089,null,73705,null,5152,null,459651,null,5841,null,184659,null,6850,null,98774,null,5326,null,156386,null,7277,null,397,null,404,null,2589,null,897,null,16846,null,2060,null,0400000US24,Maryland,24
192229,null,5823,null,91966,null,3941,null,24665,null,2819,null,23521,null,3116,null,21052,null,3251,null,0,null,281,null,7787,null,1786,null,14941,null,1814,null,100263,null,3356,null,33255,null,2569,null,34441,null,3044,null,28071,null,2641,null,92,null,151,null,480,null,420,null,3924,null,1297,null,0400000US25,Massachusetts,25
496126,null,8816,null,211628,null,5849,null,39686,null,3179,null,53906,null,5067,null,39371,null,3541,null,487,null,307,null,18694,null,2787,null,59484,null,4771,null,284498,null,5911,null,79484,null,4453,null,88555,null,4606,null,90739,null,4270,null,52,null,92,null,1650,null,737,null,24018,null,2485,null,0400000US26,Michigan,26
95531,null,3315,null,51058,null,2590,null,14780,null,2324,null,11186,null,1868,null,8872,null,1465,null,0,null,211,null,2657,null,907,null,13563,null,1533,null,44473,null,2280,null,12291,null,1893,null,13878,null,1894,null,14484,null,1976,null,0,null,211,null,93,null,105,null,3727,null,1160,null,0400000US27,Minnesota,27
416785,null,8833,null,189747,null,5767,null,27950,null,2760,null,35537,null,3506,null,23914,null,2726,null,4761,null,1276,null,32571,null,3244,null,65014,null,3784,null,227038,null,6202,null,62651,null,3371,null,68086,null,4381,null,67408,null,4758,null,941,null,510,null,1421,null,677,null,26531,null,3118,null,0400000US28,Mississippi,28
277513,null,6663,null,122233,null,4647,null,21935,null,2519,null,33172,null,3219,null,21174,null,2698,null,203,null,182,null,11219,null,1864,null,34530,null,3280,null,155280,null,4332,null,48918,null,3522,null,41598,null,3505,null,53725,null,3608,null,0,null,257,null,759,null,401,null,10280,null,1734,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
31613,null,1900,null,15832,null,1340,null,3657,null,1040,null,3464,null,979,null,3691,null,980,null,0,null,221,null,1004,null,504,null,4016,null,998,null,15781,null,1276,null,3385,null,938,null,4927,null,941,null,5237,null,986,null,277,null,381,null,0,null,221,null,1955,null,747,null,0400000US31,Nebraska,31
84934,null,3531,null,41271,null,2233,null,9228,null,1699,null,11295,null,1848,null,8557,null,1622,null,109,null,183,null,4617,null,1300,null,7465,null,1395,null,43663,null,2419,null,10552,null,1740,null,13204,null,1987,null,17997,null,2017,null,0,null,300,null,713,null,494,null,1197,null,593,null,0400000US32,Nevada,32
6186,null,980,null,4185,null,843,null,1264,null,502,null,1312,null,738,null,546,null,376,null,0,null,253,null,98,null,121,null,965,null,473,null,2001,null,600,null,841,null,432,null,630,null,359,null,340,null,318,null,0,null,253,null,0,null,253,null,190,null,176,null,0400000US33,New Hampshire,33
538005,null,8418,null,244339,null,6125,null,62548,null,4206,null,47543,null,3441,null,51309,null,4143,null,313,null,247,null,26874,null,3204,null,55752,null,4303,null,293666,null,5532,null,106266,null,5024,null,73528,null,3778,null,97792,null,4912,null,136,null,173,null,1691,null,725,null,14253,null,2142,null,0400000US34,New Jersey,34
16830,null,2288,null,9280,null,1695,null,3910,null,1284,null,1563,null,618,null,1225,null,512,null,415,null,346,null,1172,null,830,null,995,null,461,null,7550,null,1336,null,2600,null,856,null,1914,null,779,null,2740,null,966,null,149,null,240,null,0,null,279,null,147,null,206,null,0400000US35,New Mexico,35
1340166,null,15074,null,595687,null,10429,null,145233,null,6661,null,143094,null,7118,null,126979,null,7080,null,2127,null,911,null,70326,null,4619,null,107928,null,6477,null,744479,null,10444,null,244405,null,8283,null,248474,null,7533,null,224106,null,7649,null,344,null,389,null,4015,null,1070,null,23135,null,2621,null,0400000US36,New York,36
853786,null,11053,null,379403,null,7684,null,68294,null,4077,null,75087,null,5182,null,63750,null,4462,null,3088,null,1252,null,49897,null,3817,null,119287,null,6283,null,474383,null,7291,null,143370,null,5545,null,129558,null,5952,null,140930,null,6711,null,776,null,639,null,3388,null,984,null,56361,null,4044,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
546680,null,9341,null,245814,null,7399,null,49220,null,3443,null,54099,null,4064,null,47146,null,3879,null,647,null,569,null,24645,null,3044,null,70057,null,4139,null,300866,null,5875,null,85920,null,4200,null,87380,null,5343,null,98069,null,4699,null,242,null,235,null,2080,null,797,null,27175,null,2913,null,0400000US39,Ohio,39
112080,null,4440,null,52137,null,2786,null,12071,null,1943,null,11203,null,1991,null,10422,null,1586,null,169,null,187,null,5989,null,1040,null,12283,null,1849,null,59943,null,3244,null,20476,null,2041,null,15616,null,2264,null,20510,null,2175,null,0,null,248,null,407,null,336,null,2934,null,813,null,0400000US40,Oklahoma,40
26031,null,2176,null,15142,null,1648,null,4864,null,1076,null,3078,null,879,null,2978,null,965,null,0,null,275,null,799,null,401,null,3423,null,937,null,10889,null,1280,null,3348,null,816,null,3621,null,1158,null,3165,null,956,null,107,null,166,null,38,null,63,null,610,null,320,null,0400000US41,Oregon,41
502048,null,8873,null,222305,null,5890,null,55370,null,3643,null,54983,null,3522,null,37465,null,3595,null,78,null,96,null,22404,null,3001,null,52005,null,4193,null,279743,null,6273,null,88482,null,5306,null,77231,null,4720,null,95574,null,5046,null,214,null,257,null,1523,null,690,null,16719,null,2488,null,0400000US42,Pennsylvania,42
27068,null,2107,null,14342,null,1681,null,2507,null,742,null,3264,null,1059,null,3126,null,1065,null,0,null,287,null,1939,null,750,null,3506,null,1104,null,12726,null,1360,null,4409,null,1032,null,4353,null,800,null,2808,null,814,null,0,null,287,null,0,null,287,null,1156,null,571,null,0400000US44,Rhode Island,44
508313,null,8384,null,225512,null,5299,null,34191,null,3043,null,44393,null,4059,null,31254,null,3393,null,2601,null,996,null,31144,null,2994,null,81929,null,4179,null,282801,null,6345,null,77288,null,4483,null,75795,null,4460,null,85497,null,4841,null,156,null,151,null,1379,null,768,null,42686,null,3816,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
443221,null,7692,null,196103,null,5116,null,34955,null,3242,null,46435,null,4034,null,32003,null,3171,null,409,null,312,null,20624,null,2504,null,61677,null,3862,null,247118,null,5938,null,71677,null,3870,null,62591,null,4650,null,82038,null,5016,null,507,null,549,null,1049,null,540,null,29256,null,2822,null,0400000US47,Tennessee,47
1210654,null,13967,null,558402,null,9418,null,123906,null,6566,null,99813,null,5741,null,120880,null,6442,null,1585,null,799,null,62529,null,4599,null,149689,null,6536,null,652252,null,8433,null,223577,null,6872,null,161293,null,7301,null,230356,null,7324,null,121,null,111,null,3426,null,1040,null,33479,null,3407,null,0400000US48,Texas,48
10422,null,1685,null,6020,null,1206,null,1749,null,785,null,1195,null,654,null,797,null,455,null,0,null,263,null,952,null,473,null,1327,null,693,null,4402,null,1180,null,942,null,547,null,1018,null,533,null,1582,null,792,null,0,null,263,null,0,null,263,null,860,null,527,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
709453,null,10351,null,324921,null,7741,null,70494,null,3978,null,61771,null,4791,null,57709,null,4889,null,5730,null,5449,null,42031,null,3437,null,87186,null,5272,null,384532,null,6843,null,127178,null,5158,null,97436,null,5624,null,129535,null,5899,null,289,null,318,null,2181,null,660,null,27913,null,3322,null,0400000US51,Virginia,51
95008,null,4069,null,53066,null,2975,null,13069,null,1975,null,9520,null,1629,null,10564,null,1965,null,280,null,178,null,6787,null,1605,null,12846,null,2256,null,41942,null,2725,null,11821,null,1874,null,12198,null,1852,null,14586,null,2380,null,146,null,154,null,912,null,538,null,2279,null,913,null,0400000US53,Washington,53
23734,null,2002,null,12026,null,1721,null,1834,null,658,null,4031,null,1203,null,2408,null,835,null,397,null,420,null,841,null,465,null,2515,null,872,null,11708,null,1471,null,3473,null,852,null,4248,null,1147,null,3511,null,974,null,0,null,265,null,0,null,265,null,476,null,401,null,0400000US54,West Virginia,54
121897,null,4322,null,52343,null,2922,null,11556,null,1493,null,9995,null,1721,null,10231,null,1945,null,255,null,223,null,5266,null,1342,null,15040,null,1724,null,69554,null,3073,null,21635,null,2129,null,20147,null,2217,null,20516,null,2182,null,333,null,324,null,246,null,253,null,6677,null,1389,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
95706,null,6049,null,51302,null,4053,null,8857,null,1403,null,12606,null,1880,null,9090,null,1493,null,764,null,440,null,11249,null,1935,null,8736,null,1632,null,44404,null,3573,null,14569,null,2094,null,11590,null,1901,null,15781,null,1915,null,32,null,58,null,50,null,85,null,2382,null,808,null,0400000US72,Puerto Rico,72
