B16005G_001E,B16005G_001EA,B16005G_001M,B16005G_001MA,B16005G_002E,B16005G_002EA,B16005G_002M,B16005G_002MA,B16005G_003E,B16005G_003EA,B16005G_003M,B16005G_003MA,B16005G_004E,B16005G_004EA,B16005G_004M,B16005G_004MA,B16005G_005E,B16005G_005EA,B16005G_005M,B16005G_005MA,B16005G_006E,B16005G_006EA,B16005G_006M,B16005G_006MA,B16005G_007E,B16005G_007EA,B16005G_007M,B16005G_007MA,B16005G_008E,B16005G_008EA,B16005G_008M,B16005G_008MA,B16005G_009E,B16005G_009EA,B16005G_009M,B16005G_009MA,B16005G_010E,B16005G_010EA,B16005G_010M,B16005G_010MA,B16005G_011E,B16005G_011EA,B16005G_011M,B16005G_011MA,GEO_ID,NAME,state
111074,null,7456,null,101804,null,7203,null,90907,null,6751,null,10897,null,1920,null,9214,null,1590,null,1683,null,762,null,9270,null,1846,null,2176,null,769,null,7094,null,1620,null,3973,null,1191,null,3121,null,969,null,0400000US13,Georgia,13
238757,null,9641,null,233719,null,9467,null,215914,null,9092,null,17805,null,2562,null,15283,null,2290,null,2522,null,862,null,5038,null,1405,null,2390,null,1046,null,2648,null,861,null,1340,null,518,null,1308,null,660,null,0400000US15,Hawaii,15
31724,null,3387,null,30135,null,3176,null,28054,null,2907,null,2081,null,887,null,1855,null,844,null,226,null,186,null,1589,null,1091,null,105,null,136,null,1484,null,1088,null,593,null,516,null,891,null,629,null,0400000US16,Idaho,16
176460,null,9489,null,157802,null,8153,null,136075,null,7650,null,21727,null,2704,null,18241,null,2391,null,3486,null,923,null,18658,null,3623,null,2975,null,1147,null,15683,null,3090,null,6970,null,1645,null,8713,null,2033,null,0400000US17,Illinois,17
101532,null,6377,null,96049,null,6033,null,87146,null,5790,null,8903,null,1435,null,7951,null,1419,null,952,null,388,null,5483,null,1688,null,1057,null,465,null,4426,null,1603,null,1779,null,751,null,2647,null,1375,null,0400000US18,Indiana,18
37322,null,3339,null,35793,null,3201,null,33314,null,2975,null,2479,null,897,null,2177,null,879,null,302,null,232,null,1529,null,649,null,408,null,256,null,1121,null,614,null,483,null,389,null,638,null,410,null,0400000US19,Iowa,19
62197,null,4304,null,60501,null,4327,null,56778,null,4188,null,3723,null,1051,null,3186,null,994,null,537,null,313,null,1696,null,733,null,367,null,215,null,1329,null,672,null,312,null,212,null,1017,null,581,null,0400000US20,Kansas,20
47453,null,4422,null,44874,null,4227,null,42618,null,4100,null,2256,null,746,null,1958,null,686,null,298,null,269,null,2579,null,868,null,848,null,471,null,1731,null,647,null,604,null,438,null,1127,null,559,null,0400000US21,Kentucky,21
41275,null,3962,null,39029,null,3809,null,34933,null,3828,null,4096,null,1088,null,3104,null,947,null,992,null,557,null,2246,null,768,null,472,null,307,null,1774,null,659,null,681,null,359,null,1093,null,577,null,0400000US22,Louisiana,22
17863,null,1900,null,17075,null,1822,null,16043,null,1822,null,1032,null,423,null,1014,null,422,null,18,null,32,null,788,null,459,null,258,null,213,null,530,null,438,null,200,null,249,null,330,null,342,null,0400000US23,Maine,23
98194,null,6545,null,86851,null,6178,null,77480,null,6115,null,9371,null,1908,null,7588,null,1739,null,1783,null,679,null,11343,null,2488,null,3085,null,987,null,8258,null,2067,null,4135,null,1057,null,4123,null,1548,null,0400000US24,Maryland,24
112942,null,7821,null,80839,null,5702,null,63583,null,4747,null,17256,null,3134,null,13976,null,2651,null,3280,null,1016,null,32103,null,4841,null,2327,null,775,null,29776,null,4978,null,6157,null,1760,null,23619,null,4504,null,0400000US25,Massachusetts,25
178786,null,7196,null,171809,null,6700,null,159584,null,6642,null,12225,null,2035,null,10586,null,2050,null,1639,null,650,null,6977,null,1456,null,1934,null,800,null,5043,null,1304,null,2762,null,871,null,2281,null,830,null,0400000US26,Michigan,26
75216,null,4999,null,71410,null,4747,null,66789,null,4359,null,4621,null,1166,null,3798,null,1141,null,823,null,318,null,3806,null,1058,null,1723,null,627,null,2083,null,903,null,1374,null,743,null,709,null,382,null,0400000US27,Minnesota,27
21344,null,3068,null,20226,null,2919,null,18002,null,2827,null,2224,null,1074,null,1831,null,861,null,393,null,346,null,1118,null,734,null,110,null,142,null,1008,null,709,null,175,null,198,null,833,null,666,null,0400000US28,Mississippi,28
98095,null,5714,null,93812,null,5615,null,88569,null,5544,null,5243,null,1192,null,3556,null,971,null,1687,null,647,null,4283,null,1337,null,909,null,368,null,3374,null,1308,null,1281,null,557,null,2093,null,1105,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
29541,null,3062,null,27631,null,2800,null,25413,null,2826,null,2218,null,798,null,1896,null,747,null,322,null,232,null,1910,null,904,null,428,null,357,null,1482,null,798,null,443,null,325,null,1039,null,675,null,0400000US31,Nebraska,31
68834,null,5611,null,62455,null,5247,null,53475,null,4957,null,8980,null,2405,null,7753,null,2343,null,1227,null,453,null,6379,null,1752,null,2375,null,876,null,4004,null,1303,null,2160,null,872,null,1844,null,841,null,0400000US32,Nevada,32
15661,null,1884,null,14940,null,1944,null,14046,null,1750,null,894,null,623,null,705,null,590,null,189,null,172,null,721,null,513,null,114,null,130,null,607,null,531,null,277,null,269,null,330,null,312,null,0400000US33,New Hampshire,33
137097,null,8226,null,105046,null,6692,null,79900,null,5959,null,25146,null,3109,null,19771,null,2721,null,5375,null,1230,null,32051,null,4813,null,4438,null,1226,null,27613,null,4398,null,8820,null,2031,null,18793,null,3791,null,0400000US34,New Jersey,34
55014,null,5964,null,53174,null,5782,null,39989,null,4488,null,13185,null,3022,null,11439,null,2768,null,1746,null,637,null,1840,null,659,null,398,null,284,null,1442,null,593,null,661,null,371,null,781,null,468,null,0400000US35,New Mexico,35
334057,null,13649,null,261967,null,11071,null,200311,null,8531,null,61656,null,5123,null,51808,null,4727,null,9848,null,1810,null,72090,null,6259,null,20296,null,2909,null,51794,null,5925,null,19454,null,2784,null,32340,null,4303,null,0400000US36,New York,36
123503,null,7402,null,113466,null,6918,null,102203,null,6831,null,11263,null,2123,null,8847,null,1900,null,2416,null,784,null,10037,null,1955,null,2383,null,795,null,7654,null,1777,null,3384,null,1116,null,4270,null,1132,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
169179,null,8164,null,163354,null,8105,null,152050,null,7898,null,11304,null,2376,null,9227,null,2057,null,2077,null,899,null,5825,null,1395,null,1525,null,561,null,4300,null,1203,null,2289,null,822,null,2011,null,754,null,0400000US39,Ohio,39
207866,null,8906,null,201777,null,8599,null,193836,null,8247,null,7941,null,1614,null,6992,null,1613,null,949,null,451,null,6089,null,1782,null,580,null,337,null,5509,null,1789,null,1411,null,640,null,4098,null,1630,null,0400000US40,Oklahoma,40
111422,null,6476,null,106874,null,6630,null,96613,null,6486,null,10261,null,1768,null,8330,null,1538,null,1931,null,790,null,4548,null,1612,null,892,null,500,null,3656,null,1505,null,1971,null,778,null,1685,null,943,null,0400000US41,Oregon,41
148992,null,8325,null,137024,null,8058,null,121229,null,7547,null,15795,null,2290,null,13050,null,1996,null,2745,null,858,null,11968,null,2446,null,2846,null,822,null,9122,null,2294,null,3660,null,1106,null,5462,null,1713,null,0400000US42,Pennsylvania,42
16385,null,2906,null,14495,null,2691,null,11766,null,2173,null,2729,null,1189,null,2364,null,1102,null,365,null,282,null,1890,null,739,null,304,null,239,null,1586,null,664,null,418,null,241,null,1168,null,631,null,0400000US44,Rhode Island,44
56785,null,5138,null,52319,null,4785,null,48175,null,4587,null,4144,null,1421,null,3736,null,1386,null,408,null,277,null,4466,null,1650,null,963,null,461,null,3503,null,1583,null,1022,null,532,null,2481,null,1397,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
78592,null,6111,null,73739,null,5683,null,67425,null,5731,null,6314,null,1486,null,5416,null,1412,null,898,null,399,null,4853,null,1867,null,476,null,425,null,4377,null,1835,null,1295,null,506,null,3082,null,1684,null,0400000US47,Tennessee,47
397207,null,14167,null,348114,null,12940,null,277474,null,10702,null,70640,null,5974,null,56021,null,5266,null,14619,null,2039,null,49093,null,4220,null,7418,null,1579,null,41675,null,4007,null,15978,null,2065,null,25697,null,3503,null,0400000US48,Texas,48
43213,null,3933,null,40460,null,3728,null,37592,null,3634,null,2868,null,1132,null,2597,null,1144,null,271,null,258,null,2753,null,997,null,384,null,303,null,2369,null,867,null,992,null,402,null,1377,null,687,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
133862,null,9070,null,118533,null,8749,null,103896,null,7476,null,14637,null,2615,null,12226,null,2195,null,2411,null,950,null,15329,null,3003,null,2193,null,979,null,13136,null,2783,null,7085,null,1645,null,6051,null,1836,null,0400000US51,Virginia,51
218334,null,8650,null,207430,null,8106,null,190130,null,7752,null,17300,null,2371,null,15272,null,2380,null,2028,null,607,null,10904,null,2223,null,3341,null,1056,null,7563,null,1818,null,3942,null,1177,null,3621,null,1127,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
71622,null,5605,null,69360,null,5413,null,64023,null,4910,null,5337,null,1742,null,3885,null,945,null,1452,null,1124,null,2262,null,893,null,826,null,452,null,1436,null,670,null,456,null,237,null,980,null,523,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
288606,null,10802,null,276682,null,10832,null,4371,null,1203,null,272311,null,10962,null,32840,null,3734,null,239471,null,10286,null,11924,null,2465,null,0,null,289,null,11924,null,2465,null,672,null,444,null,11252,null,2356,null,0400000US72,Puerto Rico,72
