C19037G_001E,C19037G_001EA,C19037G_001M,C19037G_001MA,C19037G_002E,C19037G_002EA,C19037G_002M,C19037G_002MA,C19037G_003E,C19037G_003EA,C19037G_003M,C19037G_003MA,C19037G_004E,C19037G_004EA,C19037G_004M,C19037G_004MA,C19037G_005E,C19037G_005EA,C19037G_005M,C19037G_005MA,C19037G_006E,C19037G_006EA,C19037G_006M,C19037G_006MA,C19037G_007E,C19037G_007EA,C19037G_007M,C19037G_007MA,C19037G_008E,C19037G_008EA,C19037G_008M,C19037G_008MA,C19037G_009E,C19037G_009EA,C19037G_009M,C19037G_009MA,C19037G_010E,C19037G_010EA,C19037G_010M,C19037G_010MA,C19037G_011E,C19037G_011EA,C19037G_011M,C19037G_011MA,C19037G_012E,C19037G_012EA,C19037G_012M,C19037G_012MA,C19037G_013E,C19037G_013EA,C19037G_013M,C19037G_013MA,C19037G_014E,C19037G_014EA,C19037G_014M,C19037G_014MA,C19037G_015E,C19037G_015EA,C19037G_015M,C19037G_015MA,C19037G_016E,C19037G_016EA,C19037G_016M,C19037G_016MA,C19037G_017E,C19037G_017EA,C19037G_017M,C19037G_017MA,C19037G_018E,C19037G_018EA,C19037G_018M,C19037G_018MA,C19037G_019E,C19037G_019EA,C19037G_019M,C19037G_019MA,C19037G_020E,C19037G_020EA,C19037G_020M,C19037G_020MA,C19037G_021E,C19037G_021EA,C19037G_021M,C19037G_021MA,C19037G_022E,C19037G_022EA,C19037G_022M,C19037G_022MA,C19037G_023E,C19037G_023EA,C19037G_023M,C19037G_023MA,C19037G_024E,C19037G_024EA,C19037G_024M,C19037G_024MA,C19037G_025E,C19037G_025EA,C19037G_025M,C19037G_025MA,C19037G_026E,C19037G_026EA,C19037G_026M,C19037G_026MA,C19037G_027E,C19037G_027EA,C19037G_027M,C19037G_027MA,C19037G_028E,C19037G_028EA,C19037G_028M,C19037G_028MA,C19037G_029E,C19037G_029EA,C19037G_029M,C19037G_029MA,C19037G_030E,C19037G_030EA,C19037G_030M,C19037G_030MA,C19037G_031E,C19037G_031EA,C19037G_031M,C19037G_031MA,C19037G_032E,C19037G_032EA,C19037G_032M,C19037G_032MA,C19037G_033E,C19037G_033EA,C19037G_033M,C19037G_033MA,C19037G_034E,C19037G_034EA,C19037G_034M,C19037G_034MA,C19037G_035E,C19037G_035EA,C19037G_035M,C19037G_035MA,C19037G_036E,C19037G_036EA,C19037G_036M,C19037G_036MA,C19037G_037E,C19037G_037EA,C19037G_037M,C19037G_037MA,C19037G_038E,C19037G_038EA,C19037G_038M,C19037G_038MA,C19037G_039E,C19037G_039EA,C19037G_039M,C19037G_039MA,C19037G_040E,C19037G_040EA,C19037G_040M,C19037G_040MA,C19037G_041E,C19037G_041EA,C19037G_041M,C19037G_041MA,C19037G_042E,C19037G_042EA,C19037G_042M,C19037G_042MA,C19037G_043E,C19037G_043EA,C19037G_043M,C19037G_043MA,C19037G_044E,C19037G_044EA,C19037G_044M,C19037G_044MA,C19037G_045E,C19037G_045EA,C19037G_045M,C19037G_045MA,GEO_ID,NAME,state
32677,null,3111,null,3355,null,1046,null,687,null,510,null,285,null,263,null,456,null,289,null,232,null,191,null,685,null,646,null,1010,null,515,null,0,null,298,null,0,null,298,null,0,null,298,null,0,null,298,null,14427,null,1988,null,1440,null,683,null,450,null,287,null,1049,null,422,null,2261,null,854,null,2149,null,680,null,3574,null,842,null,1266,null,503,null,1772,null,752,null,263,null,282,null,203,null,223,null,12019,null,1697,null,797,null,495,null,614,null,399,null,861,null,389,null,1195,null,526,null,871,null,441,null,3438,null,1071,null,2087,null,940,null,1400,null,654,null,343,null,206,null,413,null,303,null,2876,null,794,null,503,null,388,null,428,null,410,null,360,null,224,null,274,null,202,null,505,null,363,null,473,null,270,null,280,null,206,null,0,null,298,null,0,null,298,null,53,null,92,null,0400000US13,Georgia,13
62242,null,3724,null,3052,null,908,null,353,null,267,null,139,null,102,null,656,null,465,null,570,null,396,null,70,null,90,null,1033,null,532,null,213,null,264,null,18,null,33,null,0,null,275,null,0,null,275,null,25665,null,2853,null,965,null,607,null,711,null,556,null,2000,null,853,null,1296,null,632,null,3326,null,1032,null,6624,null,1465,null,4857,null,1196,null,3926,null,1076,null,1065,null,463,null,895,null,389,null,23964,null,2136,null,1473,null,591,null,769,null,612,null,1377,null,533,null,1499,null,578,null,1989,null,541,null,4411,null,922,null,5028,null,1258,null,3974,null,902,null,1743,null,651,null,1701,null,640,null,9561,null,1389,null,347,null,383,null,506,null,324,null,1534,null,627,null,1104,null,512,null,1363,null,650,null,1289,null,413,null,848,null,367,null,1563,null,533,null,544,null,294,null,463,null,221,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
42172,null,3325,null,3313,null,1146,null,997,null,496,null,129,null,132,null,337,null,291,null,189,null,177,null,471,null,470,null,1022,null,798,null,66,null,109,null,0,null,267,null,60,null,100,null,42,null,69,null,20402,null,2389,null,2071,null,760,null,722,null,438,null,1612,null,698,null,2383,null,703,null,2704,null,699,null,4460,null,1076,null,2496,null,921,null,2880,null,869,null,400,null,289,null,674,null,319,null,13970,null,1643,null,1573,null,504,null,762,null,363,null,1268,null,559,null,1303,null,575,null,1416,null,618,null,2883,null,819,null,1299,null,409,null,2143,null,697,null,437,null,282,null,886,null,394,null,4487,null,976,null,565,null,357,null,419,null,274,null,993,null,360,null,617,null,292,null,540,null,299,null,670,null,364,null,175,null,154,null,204,null,189,null,72,null,79,null,232,null,214,null,0400000US17,Illinois,17
28254,null,2476,null,2938,null,823,null,1221,null,449,null,68,null,112,null,544,null,420,null,763,null,390,null,124,null,130,null,218,null,276,null,0,null,265,null,0,null,265,null,0,null,265,null,0,null,265,null,12180,null,1755,null,762,null,337,null,494,null,359,null,1302,null,694,null,2198,null,802,null,3098,null,830,null,2193,null,762,null,1201,null,607,null,517,null,326,null,310,null,413,null,105,null,123,null,9781,null,1683,null,1220,null,479,null,646,null,392,null,1120,null,474,null,1395,null,571,null,1488,null,573,null,1979,null,904,null,872,null,463,null,739,null,357,null,193,null,204,null,129,null,144,null,3355,null,696,null,186,null,184,null,534,null,290,null,659,null,358,null,718,null,385,null,568,null,302,null,129,null,128,null,175,null,145,null,329,null,233,null,57,null,92,null,0,null,265,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
18128,null,2076,null,2468,null,874,null,307,null,289,null,95,null,122,null,876,null,504,null,324,null,302,null,655,null,640,null,211,null,222,null,0,null,244,null,0,null,244,null,0,null,244,null,0,null,244,null,6764,null,1274,null,529,null,430,null,339,null,238,null,481,null,326,null,637,null,452,null,1125,null,534,null,2011,null,793,null,762,null,395,null,718,null,428,null,136,null,157,null,26,null,48,null,7048,null,1281,null,660,null,300,null,518,null,328,null,1165,null,589,null,632,null,318,null,1047,null,439,null,1166,null,504,null,792,null,406,null,503,null,366,null,323,null,258,null,242,null,206,null,1848,null,463,null,9,null,16,null,282,null,164,null,427,null,308,null,502,null,292,null,185,null,136,null,319,null,220,null,72,null,61,null,29,null,55,null,14,null,28,null,9,null,17,null,0400000US20,Kansas,20
14681,null,1834,null,1011,null,467,null,121,null,105,null,165,null,222,null,152,null,131,null,0,null,271,null,289,null,285,null,284,null,283,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,5484,null,1223,null,759,null,460,null,192,null,190,null,948,null,664,null,681,null,477,null,938,null,427,null,1128,null,570,null,237,null,210,null,410,null,287,null,134,null,194,null,57,null,96,null,5101,null,1128,null,1044,null,513,null,360,null,325,null,667,null,359,null,655,null,380,null,571,null,453,null,757,null,323,null,390,null,317,null,257,null,283,null,177,null,189,null,223,null,266,null,3085,null,698,null,905,null,482,null,430,null,296,null,536,null,330,null,378,null,227,null,208,null,184,null,443,null,320,null,73,null,126,null,0,null,271,null,0,null,271,null,112,null,135,null,0400000US21,Kentucky,21
12388,null,1606,null,1440,null,969,null,85,null,84,null,153,null,249,null,749,null,666,null,0,null,277,null,112,null,196,null,341,null,556,null,0,null,277,null,0,null,277,null,0,null,277,null,0,null,277,null,3714,null,1095,null,143,null,136,null,159,null,137,null,496,null,414,null,402,null,267,null,788,null,484,null,644,null,418,null,449,null,449,null,517,null,310,null,0,null,277,null,116,null,182,null,4711,null,1071,null,119,null,114,null,619,null,423,null,301,null,200,null,447,null,260,null,1168,null,695,null,805,null,308,null,493,null,263,null,503,null,320,null,115,null,111,null,141,null,178,null,2523,null,606,null,415,null,307,null,209,null,153,null,555,null,309,null,391,null,191,null,547,null,323,null,219,null,171,null,91,null,110,null,43,null,72,null,0,null,277,null,53,null,95,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
28086,null,2381,null,1630,null,793,null,56,null,92,null,0,null,281,null,154,null,190,null,583,null,577,null,318,null,346,null,430,null,402,null,62,null,101,null,27,null,47,null,0,null,281,null,0,null,281,null,14250,null,1789,null,473,null,368,null,220,null,223,null,1054,null,543,null,430,null,301,null,2719,null,988,null,3330,null,1024,null,2203,null,733,null,2459,null,756,null,818,null,519,null,544,null,281,null,9354,null,1290,null,370,null,245,null,490,null,382,null,663,null,394,null,578,null,336,null,1039,null,471,null,1201,null,491,null,2128,null,705,null,1683,null,524,null,499,null,291,null,703,null,361,null,2852,null,897,null,429,null,449,null,313,null,239,null,323,null,308,null,95,null,125,null,376,null,329,null,619,null,349,null,266,null,203,null,431,null,242,null,0,null,281,null,0,null,281,null,0400000US24,Maryland,24
30068,null,2499,null,2101,null,873,null,540,null,405,null,110,null,183,null,712,null,547,null,286,null,277,null,114,null,148,null,140,null,157,null,78,null,134,null,121,null,198,null,0,null,281,null,0,null,281,null,14776,null,1945,null,1337,null,608,null,429,null,334,null,1009,null,553,null,1414,null,668,null,2110,null,853,null,3474,null,1016,null,2300,null,675,null,1884,null,636,null,482,null,422,null,337,null,229,null,10021,null,1749,null,954,null,450,null,342,null,265,null,1279,null,569,null,727,null,383,null,1392,null,591,null,1286,null,509,null,1151,null,597,null,2027,null,852,null,603,null,460,null,260,null,196,null,3170,null,772,null,535,null,343,null,249,null,213,null,606,null,308,null,300,null,240,null,246,null,192,null,288,null,201,null,486,null,423,null,222,null,174,null,49,null,85,null,189,null,190,null,0400000US25,Massachusetts,25
45980,null,2962,null,3479,null,900,null,1091,null,436,null,668,null,415,null,397,null,246,null,225,null,178,null,307,null,285,null,771,null,531,null,20,null,37,null,0,null,242,null,0,null,242,null,0,null,242,null,18584,null,1936,null,1953,null,676,null,1439,null,585,null,2771,null,774,null,2065,null,773,null,2302,null,668,null,3997,null,802,null,1830,null,621,null,1670,null,646,null,557,null,396,null,0,null,242,null,18220,null,1791,null,2152,null,762,null,764,null,336,null,2358,null,775,null,1661,null,521,null,2116,null,740,null,4174,null,967,null,2566,null,679,null,1922,null,469,null,126,null,114,null,381,null,228,null,5697,null,1082,null,801,null,355,null,534,null,288,null,1163,null,432,null,1156,null,423,null,557,null,301,null,805,null,342,null,326,null,254,null,258,null,205,null,39,null,51,null,58,null,97,null,0400000US26,Michigan,26
18125,null,2030,null,1348,null,591,null,229,null,155,null,173,null,163,null,236,null,208,null,299,null,422,null,255,null,168,null,69,null,72,null,31,null,50,null,56,null,68,null,0,null,211,null,0,null,211,null,8887,null,1372,null,368,null,281,null,537,null,374,null,621,null,424,null,972,null,442,null,1168,null,486,null,2452,null,771,null,1138,null,459,null,791,null,460,null,507,null,365,null,333,null,321,null,6400,null,967,null,641,null,369,null,255,null,180,null,664,null,334,null,505,null,286,null,1011,null,511,null,925,null,398,null,1066,null,431,null,1108,null,598,null,125,null,103,null,100,null,76,null,1490,null,445,null,207,null,190,null,291,null,278,null,125,null,119,null,184,null,162,null,158,null,132,null,270,null,210,null,36,null,45,null,148,null,147,null,0,null,211,null,71,null,84,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
30305,null,2529,null,3220,null,1131,null,532,null,396,null,348,null,277,null,206,null,171,null,1022,null,632,null,759,null,436,null,251,null,199,null,102,null,161,null,0,null,257,null,0,null,257,null,0,null,257,null,13011,null,2004,null,1559,null,703,null,808,null,475,null,1869,null,806,null,978,null,437,null,2612,null,819,null,2318,null,654,null,1839,null,796,null,776,null,394,null,183,null,176,null,69,null,116,null,9956,null,1415,null,1771,null,676,null,803,null,378,null,1150,null,443,null,823,null,346,null,1896,null,747,null,1123,null,379,null,1140,null,500,null,805,null,339,null,143,null,144,null,302,null,232,null,4118,null,766,null,620,null,328,null,334,null,214,null,1101,null,429,null,387,null,240,null,587,null,309,null,560,null,292,null,268,null,191,null,261,null,207,null,0,null,257,null,0,null,257,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
