C21001F_001E,C21001F_001EA,C21001F_001M,C21001F_001MA,C21001F_002E,C21001F_002EA,C21001F_002M,C21001F_002MA,C21001F_003E,C21001F_003EA,C21001F_003M,C21001F_003MA,C21001F_004E,C21001F_004EA,C21001F_004M,C21001F_004MA,C21001F_005E,C21001F_005EA,C21001F_005M,C21001F_005MA,C21001F_006E,C21001F_006EA,C21001F_006M,C21001F_006MA,C21001F_007E,C21001F_007EA,C21001F_007M,C21001F_007MA,C21001F_008E,C21001F_008EA,C21001F_008M,C21001F_008MA,C21001F_009E,C21001F_009EA,C21001F_009M,C21001F_009MA,C21001F_010E,C21001F_010EA,C21001F_010M,C21001F_010MA,C21001F_011E,C21001F_011EA,C21001F_011M,C21001F_011MA,C21001F_012E,C21001F_012EA,C21001F_012M,C21001F_012MA,C21001F_013E,C21001F_013EA,C21001F_013M,C21001F_013MA,C21001F_014E,C21001F_014EA,C21001F_014M,C21001F_014MA,C21001F_015E,C21001F_015EA,C21001F_015M,C21001F_015MA,GEO_ID,NAME,state
209597,null,11941,null,125121,null,8180,null,123879,null,8029,null,2153,null,850,null,121726,null,7954,null,1242,null,664,null,256,null,282,null,986,null,534,null,84476,null,5111,null,81269,null,5090,null,638,null,480,null,80631,null,5107,null,3207,null,1017,null,0,null,298,null,3207,null,1017,null,0400000US13,Georgia,13
10177,null,2034,null,5731,null,1492,null,5470,null,1451,null,861,null,475,null,4609,null,1470,null,261,null,215,null,12,null,23,null,249,null,213,null,4446,null,1110,null,3995,null,1098,null,36,null,61,null,3959,null,1098,null,451,null,212,null,0,null,275,null,451,null,212,null,0400000US15,Hawaii,15
18386,null,2664,null,11170,null,2022,null,10352,null,1949,null,274,null,249,null,10078,null,1938,null,818,null,352,null,229,null,232,null,589,null,279,null,7216,null,1229,null,6702,null,1116,null,23,null,40,null,6679,null,1114,null,514,null,317,null,0,null,259,null,514,null,317,null,0400000US16,Idaho,16
554709,null,17534,null,300949,null,10335,null,288263,null,10043,null,5564,null,1271,null,282699,null,10097,null,12686,null,1873,null,838,null,595,null,11848,null,1812,null,253760,null,8648,null,237912,null,8202,null,736,null,542,null,237176,null,8081,null,15848,null,1927,null,0,null,267,null,15848,null,1927,null,0400000US17,Illinois,17
85598,null,6314,null,48184,null,3931,null,46807,null,3719,null,2387,null,1045,null,44420,null,3806,null,1377,null,561,null,475,null,431,null,902,null,453,null,37414,null,3265,null,34203,null,2617,null,487,null,381,null,33716,null,2631,null,3211,null,1467,null,0,null,265,null,3211,null,1467,null,0400000US18,Indiana,18
25218,null,3024,null,14959,null,1834,null,14853,null,1842,null,707,null,472,null,14146,null,1732,null,106,null,122,null,56,null,101,null,50,null,62,null,10259,null,1649,null,9754,null,1632,null,0,null,226,null,9754,null,1632,null,505,null,334,null,0,null,226,null,505,null,334,null,0400000US19,Iowa,19
45442,null,4506,null,24729,null,3017,null,24078,null,2966,null,1297,null,493,null,22781,null,2969,null,651,null,313,null,143,null,165,null,508,null,316,null,20713,null,2172,null,18957,null,2278,null,180,null,200,null,18777,null,2229,null,1756,null,647,null,0,null,244,null,1756,null,647,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
24787,null,3808,null,14185,null,2399,null,13199,null,2313,null,539,null,348,null,12660,null,2243,null,986,null,389,null,111,null,118,null,875,null,376,null,10602,null,2002,null,9588,null,1806,null,181,null,194,null,9407,null,1820,null,1014,null,489,null,0,null,277,null,1014,null,489,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
89796,null,6787,null,49518,null,4501,null,48322,null,4477,null,1542,null,611,null,46780,null,4613,null,1196,null,570,null,421,null,329,null,775,null,447,null,40278,null,3174,null,38408,null,3089,null,732,null,441,null,37676,null,3063,null,1870,null,723,null,0,null,281,null,1870,null,723,null,0400000US24,Maryland,24
169330,null,10443,null,80265,null,5922,null,75480,null,5823,null,1473,null,589,null,74007,null,5730,null,4785,null,1027,null,441,null,365,null,4344,null,1022,null,89065,null,5493,null,83432,null,5183,null,0,null,281,null,83432,null,5183,null,5633,null,1045,null,0,null,281,null,5633,null,1045,null,0400000US25,Massachusetts,25
95328,null,6620,null,51298,null,3864,null,49648,null,3704,null,1905,null,729,null,47743,null,3791,null,1650,null,562,null,653,null,404,null,997,null,432,null,44030,null,3652,null,41687,null,3644,null,242,null,196,null,41445,null,3659,null,2343,null,687,null,0,null,242,null,2343,null,687,null,0400000US26,Michigan,26
35991,null,3740,null,20592,null,2513,null,19997,null,2463,null,841,null,412,null,19156,null,2405,null,595,null,330,null,135,null,144,null,460,null,305,null,15399,null,1985,null,14613,null,1944,null,0,null,211,null,14613,null,1944,null,786,null,403,null,0,null,211,null,786,null,403,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
31237,null,3408,null,16398,null,2075,null,15680,null,2041,null,1508,null,687,null,14172,null,1963,null,718,null,394,null,220,null,223,null,498,null,338,null,14839,null,1837,null,13998,null,1814,null,138,null,133,null,13860,null,1818,null,841,null,306,null,0,null,257,null,841,null,306,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
28459,null,2825,null,15415,null,1955,null,14695,null,2006,null,729,null,324,null,13966,null,2045,null,720,null,411,null,347,null,267,null,373,null,309,null,13044,null,1436,null,12249,null,1344,null,0,null,221,null,12249,null,1344,null,795,null,590,null,0,null,221,null,795,null,590,null,0400000US31,Nebraska,31
74961,null,6910,null,40567,null,4073,null,38648,null,3909,null,2230,null,921,null,36418,null,3926,null,1919,null,815,null,1296,null,832,null,623,null,331,null,34394,null,3811,null,32776,null,3654,null,68,null,113,null,32708,null,3642,null,1618,null,593,null,0,null,300,null,1618,null,593,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
348863,null,12325,null,178854,null,7900,null,169876,null,7789,null,5021,null,1256,null,164855,null,7917,null,8978,null,1699,null,237,null,206,null,8741,null,1704,null,170009,null,6310,null,157331,null,6349,null,632,null,452,null,156699,null,6344,null,12678,null,1847,null,0,null,277,null,12678,null,1847,null,0400000US34,New Jersey,34
148212,null,7428,null,73433,null,4086,null,66450,null,4010,null,5945,null,1342,null,60505,null,4072,null,6983,null,1163,null,2746,null,738,null,4237,null,927,null,74779,null,4908,null,65807,null,4553,null,254,null,210,null,65553,null,4520,null,8972,null,1493,null,103,null,152,null,8869,null,1451,null,0400000US35,New Mexico,35
1046027,null,22511,null,506402,null,13217,null,470752,null,13295,null,15535,null,2407,null,455217,null,13191,null,35650,null,2767,null,3063,null,1093,null,32587,null,2794,null,539625,null,12133,null,487513,null,11320,null,1392,null,664,null,486121,null,11347,null,52112,null,2723,null,0,null,277,null,52112,null,2723,null,0400000US36,New York,36
208309,null,8524,null,123446,null,5706,null,122012,null,5662,null,2509,null,916,null,119503,null,5593,null,1434,null,639,null,105,null,131,null,1329,null,635,null,84863,null,4586,null,83109,null,4463,null,559,null,349,null,82550,null,4428,null,1754,null,819,null,0,null,289,null,1754,null,819,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
47201,null,4193,null,25324,null,2712,null,24313,null,2690,null,2172,null,807,null,22141,null,2721,null,1011,null,387,null,458,null,273,null,553,null,346,null,21877,null,2326,null,20319,null,2199,null,213,null,220,null,20106,null,2204,null,1558,null,504,null,99,null,164,null,1459,null,476,null,0400000US39,Ohio,39
48212,null,4592,null,26587,null,3000,null,25333,null,2995,null,1167,null,746,null,24166,null,2929,null,1254,null,422,null,275,null,251,null,979,null,353,null,21625,null,2046,null,19950,null,2015,null,430,null,377,null,19520,null,2057,null,1675,null,542,null,0,null,248,null,1675,null,542,null,0400000US40,Oklahoma,40
64380,null,5356,null,35917,null,3796,null,35003,null,3761,null,1399,null,612,null,33604,null,3701,null,914,null,431,null,78,null,95,null,836,null,413,null,28463,null,2594,null,27543,null,2533,null,101,null,170,null,27442,null,2531,null,920,null,521,null,0,null,275,null,920,null,521,null,0400000US41,Oregon,41
148298,null,7551,null,74510,null,4756,null,70950,null,4572,null,2827,null,969,null,68123,null,4560,null,3560,null,877,null,848,null,435,null,2712,null,795,null,73788,null,3857,null,69192,null,3775,null,538,null,398,null,68654,null,3846,null,4596,null,814,null,0,null,242,null,4596,null,814,null,0400000US42,Pennsylvania,42
40497,null,4333,null,18147,null,2618,null,17162,null,2497,null,617,null,463,null,16545,null,2499,null,985,null,470,null,199,null,271,null,786,null,514,null,22350,null,2438,null,20500,null,2264,null,0,null,287,null,20500,null,2264,null,1850,null,633,null,0,null,287,null,1850,null,633,null,0400000US44,Rhode Island,44
37365,null,3784,null,22220,null,2440,null,21893,null,2367,null,685,null,369,null,21208,null,2274,null,327,null,303,null,0,null,287,null,327,null,303,null,15145,null,2001,null,14715,null,1939,null,55,null,70,null,14660,null,1937,null,430,null,291,null,0,null,287,null,430,null,291,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
38123,null,4377,null,22694,null,3044,null,22350,null,3011,null,1017,null,530,null,21333,null,2976,null,344,null,312,null,193,null,199,null,151,null,261,null,15429,null,1893,null,15005,null,1883,null,57,null,100,null,14948,null,1882,null,424,null,308,null,0,null,281,null,424,null,308,null,0400000US47,Tennessee,47
1413730,null,23690,null,757558,null,15198,null,720304,null,15149,null,35725,null,3937,null,684579,null,15516,null,37254,null,2977,null,7470,null,1237,null,29784,null,2735,null,656172,null,12589,null,606936,null,12035,null,2892,null,854,null,604044,null,12060,null,49236,null,2439,null,206,null,187,null,49030,null,2408,null,0400000US48,Texas,48
36944,null,4539,null,20669,null,3128,null,20016,null,3078,null,890,null,421,null,19126,null,3032,null,653,null,291,null,230,null,193,null,423,null,240,null,16275,null,1902,null,15210,null,1830,null,8,null,17,null,15202,null,1830,null,1065,null,422,null,0,null,263,null,1065,null,422,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
121443,null,8780,null,68442,null,5627,null,67896,null,5586,null,4426,null,1260,null,63470,null,5600,null,546,null,357,null,208,null,213,null,338,null,246,null,53001,null,4141,null,51035,null,3855,null,1080,null,554,null,49955,null,3867,null,1966,null,868,null,0,null,285,null,1966,null,868,null,0400000US51,Virginia,51
159855,null,8413,null,91801,null,5525,null,89276,null,5244,null,3540,null,953,null,85736,null,5148,null,2525,null,948,null,400,null,286,null,2125,null,881,null,68054,null,4166,null,65267,null,4004,null,1167,null,684,null,64100,null,3876,null,2787,null,787,null,0,null,271,null,2787,null,787,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
46944,null,3964,null,25617,null,2677,null,25254,null,2644,null,1156,null,367,null,24098,null,2621,null,363,null,216,null,84,null,95,null,279,null,186,null,21327,null,2125,null,20779,null,2103,null,0,null,216,null,20779,null,2103,null,548,null,288,null,0,null,216,null,548,null,288,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
252880,null,9735,null,124216,null,6536,null,110305,null,6086,null,3359,null,938,null,106946,null,6111,null,13911,null,1602,null,2687,null,668,null,11224,null,1450,null,128664,null,5226,null,107752,null,4923,null,216,null,191,null,107536,null,4928,null,20912,null,2188,null,0,null,289,null,20912,null,2188,null,0400000US72,Puerto Rico,72
