B17010F_001E,B17010F_001EA,B17010F_001M,B17010F_001MA,B17010F_002E,B17010F_002EA,B17010F_002M,B17010F_002MA,B17010F_003E,B17010F_003EA,B17010F_003M,B17010F_003MA,B17010F_004E,B17010F_004EA,B17010F_004M,B17010F_004MA,B17010F_005E,B17010F_005EA,B17010F_005M,B17010F_005MA,B17010F_006E,B17010F_006EA,B17010F_006M,B17010F_006MA,B17010F_007E,B17010F_007EA,B17010F_007M,B17010F_007MA,B17010F_008E,B17010F_008EA,B17010F_008M,B17010F_008MA,B17010F_009E,B17010F_009EA,B17010F_009M,B17010F_009MA,B17010F_010E,B17010F_010EA,B17010F_010M,B17010F_010MA,B17010F_011E,B17010F_011EA,B17010F_011M,B17010F_011MA,B17010F_012E,B17010F_012EA,B17010F_012M,B17010F_012MA,B17010F_013E,B17010F_013EA,B17010F_013M,B17010F_013MA,B17010F_014E,B17010F_014EA,B17010F_014M,B17010F_014MA,B17010F_015E,B17010F_015EA,B17010F_015M,B17010F_015MA,B17010F_016E,B17010F_016EA,B17010F_016M,B17010F_016MA,B17010F_017E,B17010F_017EA,B17010F_017M,B17010F_017MA,B17010F_018E,B17010F_018EA,B17010F_018M,B17010F_018MA,B17010F_019E,B17010F_019EA,B17010F_019M,B17010F_019MA,B17010F_020E,B17010F_020EA,B17010F_020M,B17010F_020MA,B17010F_021E,B17010F_021EA,B17010F_021M,B17010F_021MA,B17010F_022E,B17010F_022EA,B17010F_022M,B17010F_022MA,B17010F_023E,B17010F_023EA,B17010F_023M,B17010F_023MA,B17010F_024E,B17010F_024EA,B17010F_024M,B17010F_024MA,B17010F_025E,B17010F_025EA,B17010F_025M,B17010F_025MA,B17010F_026E,B17010F_026EA,B17010F_026M,B17010F_026MA,B17010F_027E,B17010F_027EA,B17010F_027M,B17010F_027MA,B17010F_028E,B17010F_028EA,B17010F_028M,B17010F_028MA,B17010F_029E,B17010F_029EA,B17010F_029M,B17010F_029MA,B17010F_030E,B17010F_030EA,B17010F_030M,B17010F_030MA,B17010F_031E,B17010F_031EA,B17010F_031M,B17010F_031MA,B17010F_032E,B17010F_032EA,B17010F_032M,B17010F_032MA,B17010F_033E,B17010F_033EA,B17010F_033M,B17010F_033MA,B17010F_034E,B17010F_034EA,B17010F_034M,B17010F_034MA,B17010F_035E,B17010F_035EA,B17010F_035M,B17010F_035MA,B17010F_036E,B17010F_036EA,B17010F_036M,B17010F_036MA,B17010F_037E,B17010F_037EA,B17010F_037M,B17010F_037MA,B17010F_038E,B17010F_038EA,B17010F_038M,B17010F_038MA,B17010F_039E,B17010F_039EA,B17010F_039M,B17010F_039MA,B17010F_040E,B17010F_040EA,B17010F_040M,B17010F_040MA,B17010F_041E,B17010F_041EA,B17010F_041M,B17010F_041MA,GEO_ID,NAME,state
62323,null,4503,null,15751,null,2232,null,8430,null,1856,null,7731,null,1730,null,1615,null,763,null,4277,null,1316,null,1839,null,769,null,699,null,574,null,7321,null,1549,null,1418,null,624,null,1309,null,603,null,160,null,164,null,499,null,381,null,650,null,434,null,109,null,177,null,5903,null,1397,null,5375,null,1316,null,985,null,559,null,1715,null,745,null,2675,null,875,null,528,null,505,null,46572,null,4131,null,33574,null,3278,null,27202,null,2988,null,5405,null,1233,null,8595,null,1665,null,13202,null,2435,null,6372,null,1637,null,12998,null,2140,null,7735,null,1751,null,3931,null,1541,null,988,null,707,null,1090,null,827,null,1853,null,1032,null,3804,null,1171,null,5263,null,1274,null,4475,null,1276,null,875,null,574,null,857,null,584,null,2743,null,942,null,788,null,419,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
174703,null,6671,null,29946,null,2892,null,12857,null,1927,null,11712,null,1755,null,1668,null,735,null,5640,null,1256,null,4404,null,1273,null,1145,null,597,null,17089,null,2187,null,3219,null,1101,null,3018,null,983,null,1022,null,718,null,774,null,484,null,1222,null,577,null,201,null,261,null,13870,null,1881,null,12615,null,1933,null,3030,null,1107,null,4512,null,1225,null,5073,null,1247,null,1255,null,683,null,144757,null,5565,null,100235,null,5054,null,74854,null,4711,null,10551,null,1665,null,21350,null,2665,null,42953,null,3725,null,25381,null,2985,null,44522,null,4217,null,21069,null,2602,null,12944,null,2069,null,3702,null,968,null,3023,null,1066,null,6219,null,1582,null,8125,null,1615,null,23453,null,3011,null,16558,null,2332,null,1967,null,714,null,4419,null,1135,null,10172,null,1963,null,6895,null,1473,null,0400000US17,Illinois,17
28059,null,2564,null,6427,null,1435,null,3397,null,1175,null,3007,null,1108,null,353,null,334,null,1816,null,884,null,838,null,591,null,390,null,401,null,3030,null,992,null,803,null,536,null,803,null,536,null,334,null,347,null,130,null,149,null,339,null,335,null,0,null,265,null,2227,null,773,null,2154,null,756,null,626,null,405,null,545,null,381,null,983,null,587,null,73,null,109,null,21632,null,2239,null,15058,null,2136,null,11226,null,1799,null,1530,null,606,null,3440,null,1172,null,6256,null,1353,null,3832,null,1075,null,6574,null,1184,null,3636,null,1095,null,1540,null,731,null,245,null,250,null,429,null,351,null,866,null,637,null,2096,null,889,null,2938,null,850,null,2403,null,756,null,153,null,154,null,683,null,386,null,1567,null,625,null,535,null,344,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
16832,null,1767,null,2562,null,838,null,1127,null,557,null,1127,null,557,null,388,null,376,null,496,null,410,null,243,null,262,null,0,null,244,null,1435,null,569,null,204,null,181,null,204,null,181,null,58,null,93,null,38,null,74,null,108,null,137,null,0,null,244,null,1231,null,515,null,1191,null,519,null,0,null,244,null,532,null,383,null,659,null,359,null,40,null,76,null,14270,null,1729,null,10254,null,1590,null,7086,null,1367,null,1196,null,618,null,2424,null,855,null,3466,null,870,null,3168,null,797,null,4016,null,1080,null,1266,null,601,null,797,null,547,null,294,null,342,null,42,null,74,null,461,null,454,null,469,null,343,null,2750,null,893,null,2297,null,803,null,482,null,284,null,527,null,372,null,1288,null,600,null,453,null,379,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
25640,null,2603,null,2495,null,751,null,1074,null,555,null,884,null,491,null,178,null,214,null,244,null,322,null,462,null,297,null,190,null,252,null,1421,null,645,null,170,null,202,null,112,null,176,null,0,null,281,null,112,null,176,null,0,null,281,null,58,null,97,null,1251,null,619,null,1157,null,605,null,230,null,227,null,342,null,350,null,585,null,389,null,94,null,126,null,23145,null,2427,null,16432,null,2175,null,11572,null,1773,null,2739,null,965,null,3494,null,1024,null,5339,null,1167,null,4860,null,1237,null,6713,null,1172,null,3918,null,1034,null,2079,null,758,null,667,null,320,null,528,null,520,null,884,null,426,null,1839,null,654,null,2795,null,901,null,1858,null,701,null,321,null,304,null,348,null,255,null,1189,null,587,null,937,null,482,null,0400000US24,Maryland,24
60015,null,4244,null,18828,null,2517,null,3451,null,1169,null,2538,null,1004,null,360,null,360,null,1448,null,804,null,730,null,483,null,913,null,527,null,15377,null,2237,null,1689,null,752,null,912,null,540,null,231,null,280,null,144,null,236,null,537,null,390,null,777,null,453,null,13688,null,2037,null,13149,null,1970,null,2519,null,948,null,3625,null,1120,null,7005,null,1404,null,539,null,416,null,41187,null,3510,null,20464,null,2434,null,11972,null,1911,null,2978,null,1023,null,1457,null,555,null,7537,null,1668,null,8492,null,1674,null,20723,null,2535,null,5852,null,1502,null,3713,null,1185,null,1075,null,566,null,1027,null,568,null,1611,null,869,null,2139,null,921,null,14871,null,2150,null,12076,null,1927,null,1563,null,635,null,2338,null,896,null,8175,null,1507,null,2795,null,742,null,0400000US25,Massachusetts,25
29864,null,2659,null,8551,null,1822,null,3540,null,1001,null,3394,null,1002,null,236,null,257,null,2085,null,953,null,1073,null,483,null,146,null,130,null,5011,null,1465,null,876,null,594,null,876,null,594,null,4,null,15,null,247,null,242,null,625,null,541,null,0,null,242,null,4135,null,1323,null,3848,null,1311,null,968,null,705,null,1407,null,733,null,1473,null,835,null,287,null,314,null,21313,null,2128,null,15268,null,1673,null,10050,null,1449,null,1403,null,633,null,3663,null,975,null,4984,null,894,null,5218,null,1009,null,6045,null,1665,null,2950,null,1127,null,1654,null,836,null,599,null,567,null,347,null,270,null,708,null,420,null,1296,null,718,null,3095,null,1070,null,2338,null,943,null,346,null,426,null,451,null,410,null,1541,null,590,null,757,null,510,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
10338,null,1204,null,2478,null,789,null,444,null,329,null,287,null,268,null,0,null,221,null,76,null,103,null,211,null,261,null,157,null,166,null,2034,null,669,null,86,null,111,null,86,null,111,null,0,null,221,null,61,null,108,null,25,null,45,null,0,null,221,null,1948,null,674,null,1829,null,693,null,736,null,491,null,604,null,428,null,489,null,425,null,119,null,171,null,7860,null,1131,null,5374,null,919,null,4040,null,980,null,158,null,136,null,2079,null,836,null,1803,null,585,null,1334,null,507,null,2486,null,816,null,1667,null,779,null,1132,null,599,null,239,null,229,null,412,null,428,null,481,null,370,null,535,null,432,null,819,null,381,null,435,null,262,null,0,null,221,null,215,null,192,null,220,null,200,null,384,null,282,null,0400000US31,Nebraska,31
25495,null,2539,null,3236,null,870,null,1292,null,579,null,963,null,492,null,0,null,300,null,545,null,376,null,418,null,296,null,329,null,383,null,1944,null,771,null,228,null,232,null,155,null,195,null,0,null,300,null,53,null,89,null,102,null,173,null,73,null,125,null,1716,null,719,null,1716,null,719,null,493,null,430,null,338,null,322,null,885,null,571,null,0,null,300,null,22259,null,2386,null,15701,null,2097,null,11662,null,1962,null,1925,null,663,null,3049,null,921,null,6688,null,1456,null,4039,null,1001,null,6558,null,1544,null,3260,null,1136,null,2472,null,1083,null,483,null,594,null,717,null,443,null,1272,null,770,null,788,null,385,null,3298,null,974,null,2252,null,778,null,0,null,300,null,426,null,287,null,1826,null,712,null,1046,null,563,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
