C05003E_001E,C05003E_001EA,C05003E_001M,C05003E_001MA,C05003E_002E,C05003E_002EA,C05003E_002M,C05003E_002MA,C05003E_003E,C05003E_003EA,C05003E_003M,C05003E_003MA,C05003E_004E,C05003E_004EA,C05003E_004M,C05003E_004MA,C05003E_005E,C05003E_005EA,C05003E_005M,C05003E_005MA,C05003E_006E,C05003E_006EA,C05003E_006M,C05003E_006MA,C05003E_007E,C05003E_007EA,C05003E_007M,C05003E_007MA,C05003E_008E,C05003E_008EA,C05003E_008M,C05003E_008MA,C05003E_009E,C05003E_009EA,C05003E_009M,C05003E_009MA,C05003E_010E,C05003E_010EA,C05003E_010M,C05003E_010MA,C05003E_011E,C05003E_011EA,C05003E_011M,C05003E_011MA,C05003E_012E,C05003E_012EA,C05003E_012M,C05003E_012MA,C05003E_013E,C05003E_013EA,C05003E_013M,C05003E_013MA,C05003E_014E,C05003E_014EA,C05003E_014M,C05003E_014MA,C05003E_015E,C05003E_015EA,C05003E_015M,C05003E_015MA,GEO_ID,NAME,state
3249,null,1361,null,1571,null,716,null,299,null,204,null,229,null,170,null,70,null,118,null,1272,null,581,null,896,null,478,null,376,null,367,null,1678,null,785,null,978,null,484,null,506,null,266,null,472,null,370,null,700,null,448,null,490,null,416,null,210,null,167,null,0400000US13,Georgia,13
116190,null,4249,null,59196,null,2570,null,17199,null,1574,null,14643,null,1874,null,2556,null,1313,null,41997,null,1684,null,33668,null,2181,null,8329,null,2118,null,56994,null,2747,null,14876,null,1358,null,12960,null,1414,null,1916,null,890,null,42118,null,1913,null,33382,null,2174,null,8736,null,1744,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
2481,null,986,null,909,null,547,null,320,null,252,null,320,null,252,null,0,null,267,null,589,null,422,null,589,null,422,null,0,null,267,null,1572,null,860,null,222,null,198,null,222,null,198,null,0,null,267,null,1350,null,802,null,708,null,443,null,642,null,658,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
1954,null,612,null,1044,null,503,null,359,null,253,null,322,null,250,null,37,null,54,null,685,null,325,null,604,null,319,null,81,null,93,null,910,null,401,null,178,null,167,null,178,null,167,null,0,null,244,null,732,null,377,null,511,null,364,null,221,null,110,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
4223,null,1640,null,2288,null,941,null,867,null,488,null,792,null,481,null,75,null,136,null,1421,null,615,null,678,null,461,null,743,null,433,null,1935,null,896,null,444,null,320,null,444,null,320,null,0,null,257,null,1491,null,766,null,860,null,441,null,631,null,541,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
11229,null,1396,null,5801,null,823,null,1263,null,496,null,1157,null,546,null,106,null,119,null,4538,null,652,null,3608,null,642,null,930,null,453,null,5428,null,805,null,1338,null,563,null,1164,null,555,null,174,null,276,null,4090,null,483,null,3616,null,524,null,474,null,353,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
5908,null,2271,null,2671,null,1285,null,529,null,601,null,529,null,601,null,0,null,277,null,2142,null,1135,null,1893,null,1111,null,249,null,183,null,3237,null,1428,null,1108,null,671,null,928,null,637,null,180,null,150,null,2129,null,1080,null,1558,null,816,null,571,null,586,null,0400000US36,New York,36
4196,null,1331,null,1888,null,673,null,265,null,182,null,265,null,182,null,0,null,289,null,1623,null,625,null,1180,null,543,null,443,null,321,null,2308,null,1201,null,1059,null,933,null,374,null,364,null,685,null,879,null,1249,null,492,null,729,null,397,null,520,null,388,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
3382,null,1343,null,1586,null,753,null,372,null,293,null,372,null,293,null,0,null,248,null,1214,null,624,null,833,null,580,null,381,null,182,null,1796,null,787,null,394,null,283,null,394,null,283,null,0,null,248,null,1402,null,651,null,1093,null,636,null,309,null,162,null,0400000US40,Oklahoma,40
9919,null,1443,null,3800,null,777,null,770,null,364,null,630,null,338,null,140,null,214,null,3030,null,704,null,2222,null,780,null,808,null,402,null,6119,null,1130,null,1381,null,553,null,1246,null,560,null,135,null,120,null,4738,null,893,null,3077,null,874,null,1661,null,528,null,0400000US41,Oregon,41
3228,null,1397,null,1638,null,814,null,591,null,433,null,442,null,338,null,149,null,199,null,1047,null,557,null,379,null,256,null,668,null,464,null,1590,null,805,null,597,null,427,null,425,null,372,null,172,null,165,null,993,null,550,null,609,null,433,null,384,null,352,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
18344,null,2519,null,8818,null,1778,null,1660,null,456,null,1660,null,456,null,0,null,291,null,7158,null,1704,null,5900,null,1545,null,1258,null,474,null,9526,null,1429,null,3069,null,833,null,2665,null,769,null,404,null,339,null,6457,null,1122,null,4702,null,1158,null,1755,null,618,null,0400000US48,Texas,48
20420,null,2017,null,10385,null,1629,null,3335,null,810,null,3169,null,759,null,166,null,281,null,7050,null,1243,null,3738,null,1315,null,3312,null,948,null,10035,null,1098,null,3654,null,722,null,3654,null,722,null,0,null,263,null,6381,null,661,null,3529,null,784,null,2852,null,666,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
4148,null,1637,null,2191,null,1108,null,1021,null,686,null,1021,null,686,null,0,null,285,null,1170,null,533,null,718,null,360,null,452,null,369,null,1957,null,749,null,458,null,403,null,458,null,403,null,0,null,285,null,1499,null,581,null,1079,null,467,null,420,null,383,null,0400000US51,Virginia,51
29072,null,2126,null,14576,null,1497,null,3653,null,821,null,3132,null,889,null,521,null,429,null,10923,null,1207,null,8088,null,1243,null,2835,null,752,null,14496,null,1303,null,3944,null,753,null,3579,null,760,null,365,null,288,null,10552,null,940,null,7646,null,1004,null,2906,null,955,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
