C19101D_001E,C19101D_001EA,C19101D_001M,C19101D_001MA,C19101D_002E,C19101D_002EA,C19101D_002M,C19101D_002MA,C19101D_003E,C19101D_003EA,C19101D_003M,C19101D_003MA,C19101D_004E,C19101D_004EA,C19101D_004M,C19101D_004MA,C19101D_005E,C19101D_005EA,C19101D_005M,C19101D_005MA,C19101D_006E,C19101D_006EA,C19101D_006M,C19101D_006MA,C19101D_007E,C19101D_007EA,C19101D_007M,C19101D_007MA,C19101D_008E,C19101D_008EA,C19101D_008M,C19101D_008MA,C19101D_009E,C19101D_009EA,C19101D_009M,C19101D_009MA,C19101D_010E,C19101D_010EA,C19101D_010M,C19101D_010MA,C19101D_011E,C19101D_011EA,C19101D_011M,C19101D_011MA,GEO_ID,NAME,state
72275,null,2112,null,1290,null,749,null,1432,null,615,null,2418,null,856,null,4361,null,1264,null,6305,null,1243,null,10847,null,1653,null,10948,null,1740,null,16599,null,1706,null,9627,null,1417,null,8448,null,1131,null,0400000US24,Maryland,24
76641,null,2093,null,4039,null,1184,null,2830,null,802,null,4522,null,1215,null,5414,null,1375,null,6638,null,1183,null,11848,null,1632,null,9960,null,1516,null,15562,null,1683,null,8722,null,1205,null,7106,null,1115,null,0400000US25,Massachusetts,25
56590,null,2192,null,2521,null,800,null,1403,null,604,null,2831,null,737,null,3481,null,779,null,4249,null,1103,null,10194,null,1500,null,10265,null,1459,null,10389,null,1424,null,6275,null,1136,null,4982,null,959,null,0400000US26,Michigan,26
40071,null,1969,null,1244,null,659,null,1639,null,704,null,2131,null,783,null,2852,null,825,null,4328,null,1091,null,9032,null,1370,null,7990,null,1363,null,5979,null,994,null,2394,null,663,null,2482,null,688,null,0400000US27,Minnesota,27
4983,null,831,null,43,null,81,null,418,null,392,null,746,null,414,null,965,null,576,null,353,null,257,null,755,null,510,null,624,null,342,null,880,null,387,null,68,null,120,null,131,null,139,null,0400000US28,Mississippi,28
19588,null,1293,null,873,null,517,null,454,null,333,null,1072,null,443,null,1825,null,673,null,2883,null,803,null,4035,null,906,null,2154,null,485,null,2789,null,936,null,1158,null,437,null,2345,null,715,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
5025,null,1033,null,108,null,204,null,105,null,110,null,235,null,189,null,312,null,245,null,881,null,444,null,1326,null,741,null,705,null,338,null,1026,null,404,null,193,null,158,null,134,null,174,null,0400000US31,Nebraska,31
37334,null,2234,null,979,null,587,null,924,null,513,null,2046,null,680,null,2265,null,862,null,4275,null,1013,null,9259,null,1279,null,6782,null,1290,null,7894,null,1193,null,1370,null,534,null,1540,null,485,null,0400000US32,Nevada,32
5056,null,754,null,40,null,65,null,0,null,253,null,147,null,121,null,193,null,235,null,456,null,316,null,1103,null,516,null,572,null,325,null,1361,null,563,null,777,null,371,null,407,null,306,null,0400000US33,New Hampshire,33
175532,null,3406,null,3894,null,1130,null,2030,null,700,null,6017,null,1150,null,6451,null,1369,null,12942,null,1635,null,23900,null,2581,null,25436,null,2497,null,42960,null,3070,null,23394,null,2135,null,28508,null,2296,null,0400000US34,New Jersey,34
5076,null,924,null,0,null,279,null,227,null,249,null,88,null,131,null,511,null,417,null,842,null,386,null,904,null,470,null,1064,null,509,null,747,null,397,null,291,null,233,null,402,null,271,null,0400000US35,New Mexico,35
303661,null,5548,null,12277,null,1849,null,14642,null,2310,null,29401,null,2493,null,27280,null,2909,null,32720,null,3048,null,49210,null,3456,null,38782,null,2866,null,49363,null,3203,null,23233,null,2157,null,26753,null,2276,null,0400000US36,New York,36
39813,null,1823,null,1014,null,496,null,709,null,351,null,3409,null,835,null,2680,null,767,null,4501,null,1091,null,9074,null,1451,null,5016,null,1037,null,6718,null,1394,null,4016,null,1192,null,2676,null,792,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43988,null,2206,null,1775,null,746,null,1372,null,717,null,1673,null,614,null,2475,null,961,null,4751,null,1212,null,9527,null,1563,null,6263,null,1468,null,8612,null,1547,null,3731,null,918,null,3809,null,901,null,0400000US39,Ohio,39
15154,null,1203,null,1266,null,737,null,764,null,454,null,507,null,318,null,1862,null,734,null,1996,null,791,null,3461,null,830,null,1283,null,524,null,2541,null,760,null,488,null,356,null,986,null,440,null,0400000US40,Oklahoma,40
30427,null,1974,null,1320,null,533,null,705,null,482,null,2231,null,793,null,2580,null,815,null,3308,null,925,null,5152,null,1137,null,4748,null,1045,null,6137,null,1142,null,1827,null,573,null,2419,null,716,null,0400000US41,Oregon,41
69927,null,2519,null,3029,null,963,null,2548,null,699,null,5344,null,1254,null,4998,null,1267,null,7264,null,1151,null,13047,null,1812,null,9507,null,1077,null,12582,null,1961,null,4965,null,1042,null,6643,null,1026,null,0400000US42,Pennsylvania,42
6627,null,946,null,536,null,441,null,166,null,268,null,383,null,476,null,173,null,199,null,1390,null,736,null,1364,null,656,null,1343,null,685,null,816,null,445,null,267,null,195,null,189,null,140,null,0400000US44,Rhode Island,44
10959,null,1316,null,197,null,175,null,621,null,574,null,1097,null,568,null,724,null,428,null,1402,null,579,null,2143,null,865,null,1355,null,583,null,1490,null,502,null,916,null,454,null,1014,null,416,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
18211,null,1171,null,234,null,209,null,543,null,402,null,806,null,369,null,1529,null,643,null,1860,null,672,null,3888,null,884,null,2822,null,725,null,2744,null,666,null,1848,null,537,null,1937,null,630,null,0400000US47,Tennessee,47
202429,null,4173,null,8873,null,1469,null,5377,null,1255,null,11958,null,1762,null,13219,null,1737,null,22208,null,2493,null,35758,null,2763,null,30757,null,2917,null,39405,null,2727,null,18810,null,2239,null,16064,null,1896,null,0400000US48,Texas,48
11682,null,1119,null,531,null,330,null,181,null,251,null,667,null,401,null,587,null,422,null,865,null,318,null,3348,null,796,null,1844,null,547,null,2334,null,699,null,658,null,377,null,667,null,337,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
92695,null,2729,null,2719,null,1051,null,937,null,427,null,3808,null,1116,null,3772,null,954,null,9083,null,1719,null,15191,null,1930,null,15712,null,1788,null,19502,null,1763,null,12032,null,1524,null,9939,null,1609,null,0400000US51,Virginia,51
103040,null,3262,null,3882,null,1023,null,2375,null,782,null,4636,null,1054,null,6652,null,1335,null,11790,null,1635,null,20116,null,1625,null,18866,null,2255,null,20169,null,1770,null,8286,null,1315,null,6268,null,954,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
22287,null,1400,null,1421,null,558,null,235,null,144,null,1545,null,586,null,1534,null,607,null,3490,null,801,null,4828,null,890,null,3123,null,688,null,3928,null,770,null,1165,null,472,null,1018,null,503,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
