B12002D_001E,B12002D_001EA,B12002D_001M,B12002D_001MA,B12002D_002E,B12002D_002EA,B12002D_002M,B12002D_002MA,B12002D_003E,B12002D_003EA,B12002D_003M,B12002D_003MA,B12002D_004E,B12002D_004EA,B12002D_004M,B12002D_004MA,B12002D_005E,B12002D_005EA,B12002D_005M,B12002D_005MA,B12002D_006E,B12002D_006EA,B12002D_006M,B12002D_006MA,B12002D_007E,B12002D_007EA,B12002D_007M,B12002D_007MA,B12002D_008E,B12002D_008EA,B12002D_008M,B12002D_008MA,B12002D_009E,B12002D_009EA,B12002D_009M,B12002D_009MA,B12002D_010E,B12002D_010EA,B12002D_010M,B12002D_010MA,B12002D_011E,B12002D_011EA,B12002D_011M,B12002D_011MA,B12002D_012E,B12002D_012EA,B12002D_012M,B12002D_012MA,B12002D_013E,B12002D_013EA,B12002D_013M,B12002D_013MA,GEO_ID,NAME,state
217401,null,4228,null,103495,null,2966,null,29891,null,2668,null,67429,null,2759,null,1979,null,1252,null,1311,null,619,null,2885,null,905,null,113906,null,2281,null,27891,null,2171,null,70859,null,2910,null,1067,null,497,null,7321,null,1418,null,6768,null,1648,null,0400000US13,Georgia,13
440274,null,7143,null,203251,null,3935,null,67658,null,3178,null,114763,null,3661,null,1629,null,614,null,5966,null,1107,null,13235,null,1978,null,237023,null,4545,null,51477,null,3216,null,129573,null,3959,null,2598,null,875,null,34392,null,2048,null,18983,null,2167,null,0400000US15,Hawaii,15
14682,null,1458,null,6535,null,836,null,2192,null,675,null,3591,null,766,null,0,null,259,null,460,null,428,null,292,null,237,null,8147,null,1063,null,2196,null,714,null,5226,null,862,null,0,null,259,null,365,null,307,null,360,null,272,null,0400000US16,Idaho,16
450132,null,3834,null,220179,null,2726,null,74841,null,3386,null,135361,null,3130,null,1850,null,1015,null,2213,null,624,null,5914,null,1333,null,229953,null,2274,null,62131,null,3258,null,140164,null,3621,null,3672,null,1334,null,13967,null,1663,null,10019,null,1545,null,0400000US17,Illinois,17
67240,null,2080,null,32516,null,1668,null,12407,null,1287,null,18476,null,1641,null,237,null,322,null,282,null,289,null,1114,null,546,null,34724,null,1497,null,9036,null,1299,null,21555,null,1536,null,364,null,300,null,1586,null,669,null,2183,null,711,null,0400000US18,Indiana,18
36119,null,1663,null,18186,null,1189,null,8303,null,1273,null,8522,null,1080,null,272,null,268,null,83,null,147,null,1006,null,530,null,17933,null,1006,null,5539,null,757,null,10558,null,1028,null,258,null,220,null,861,null,345,null,717,null,379,null,0400000US19,Iowa,19
47084,null,1693,null,22894,null,1281,null,8087,null,1155,null,13958,null,1230,null,39,null,65,null,192,null,230,null,618,null,375,null,24190,null,1158,null,5853,null,1037,null,14192,null,1169,null,35,null,59,null,2100,null,597,null,2010,null,672,null,0400000US20,Kansas,20
33512,null,3134,null,16394,null,2407,null,6636,null,1955,null,9345,null,1019,null,0,null,271,null,278,null,235,null,135,null,166,null,17118,null,1386,null,3829,null,974,null,11590,null,1327,null,95,null,114,null,585,null,291,null,1019,null,491,null,0400000US21,Kentucky,21
51534,null,2697,null,25383,null,1687,null,10046,null,1509,null,14011,null,1627,null,518,null,485,null,228,null,245,null,580,null,367,null,26151,null,1607,null,7616,null,1252,null,14591,null,1388,null,151,null,189,null,2030,null,778,null,1763,null,712,null,0400000US22,Louisiana,22
8166,null,779,null,3009,null,658,null,976,null,413,null,1380,null,478,null,211,null,242,null,97,null,104,null,345,null,284,null,5157,null,684,null,1356,null,464,null,2674,null,588,null,31,null,57,null,458,null,258,null,638,null,474,null,0400000US23,Maine,23
233360,null,2358,null,111520,null,1622,null,34271,null,1958,null,72689,null,2021,null,506,null,339,null,1110,null,593,null,2944,null,901,null,121840,null,1575,null,27685,null,2272,null,78559,null,2614,null,2215,null,869,null,7466,null,1091,null,5915,null,1299,null,0400000US24,Maryland,24
260547,null,2276,null,126694,null,1461,null,45318,null,2310,null,75528,null,2436,null,972,null,572,null,1185,null,532,null,3691,null,922,null,133853,null,1784,null,40495,null,2356,null,77668,null,2725,null,1906,null,852,null,7431,null,1162,null,6353,null,1176,null,0400000US25,Massachusetts,25
183439,null,2645,null,88830,null,1688,null,28874,null,1739,null,56474,null,1888,null,457,null,326,null,892,null,383,null,2133,null,548,null,94609,null,2029,null,23821,null,2158,null,58373,null,2461,null,944,null,474,null,5594,null,1038,null,5877,null,1607,null,0400000US26,Michigan,26
136032,null,2155,null,64807,null,1458,null,23604,null,1650,null,37218,null,1609,null,971,null,412,null,504,null,304,null,2510,null,778,null,71225,null,1458,null,20523,null,1457,null,39945,null,1987,null,1342,null,547,null,3875,null,708,null,5540,null,1132,null,0400000US27,Minnesota,27
18820,null,2472,null,8111,null,1581,null,3763,null,1384,null,4242,null,799,null,0,null,287,null,30,null,57,null,76,null,117,null,10709,null,1597,null,2549,null,968,null,7112,null,1390,null,168,null,187,null,536,null,427,null,344,null,246,null,0400000US28,Mississippi,28
66219,null,2029,null,30328,null,1381,null,9783,null,1507,null,18942,null,1441,null,332,null,305,null,265,null,285,null,1006,null,467,null,35891,null,1366,null,8271,null,1128,null,22730,null,1428,null,679,null,420,null,1646,null,565,null,2565,null,700,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
20758,null,1459,null,10658,null,867,null,4851,null,852,null,4417,null,797,null,59,null,97,null,347,null,520,null,984,null,548,null,10100,null,1160,null,2756,null,659,null,5761,null,789,null,210,null,224,null,584,null,348,null,789,null,506,null,0400000US31,Nebraska,31
130528,null,2300,null,58822,null,1521,null,18559,null,1635,null,33340,null,1653,null,657,null,412,null,1031,null,610,null,5235,null,1187,null,71706,null,1561,null,12889,null,1208,null,41943,null,2607,null,930,null,430,null,6998,null,1339,null,8946,null,1585,null,0400000US32,Nevada,32
20416,null,1229,null,9213,null,868,null,3716,null,913,null,5127,null,761,null,96,null,158,null,234,null,268,null,40,null,65,null,11203,null,964,null,2467,null,960,null,7340,null,845,null,144,null,198,null,313,null,270,null,939,null,394,null,0400000US33,New Hampshire,33
529246,null,3083,null,262045,null,2023,null,68512,null,2938,null,184044,null,2988,null,1297,null,539,null,2861,null,876,null,5331,null,1162,null,267201,null,1994,null,53634,null,2812,null,183392,null,3551,null,3476,null,1219,null,16438,null,1732,null,10261,null,1666,null,0400000US34,New Jersey,34
21609,null,1401,null,9884,null,1216,null,3762,null,1073,null,5318,null,850,null,288,null,327,null,159,null,176,null,357,null,309,null,11725,null,917,null,1473,null,637,null,8343,null,959,null,240,null,274,null,477,null,314,null,1192,null,613,null,0400000US35,New Mexico,35
1117152,null,6063,null,548012,null,3858,null,191068,null,4632,null,326590,null,5162,null,6056,null,1446,null,6941,null,1220,null,17357,null,2159,null,569140,null,3789,null,168076,null,5110,null,325990,null,6382,null,8461,null,1571,null,38885,null,2564,null,27728,null,3245,null,0400000US36,New York,36
134868,null,2788,null,63486,null,2324,null,19913,null,2022,null,39504,null,1866,null,457,null,406,null,251,null,215,null,3361,null,1295,null,71382,null,2036,null,14834,null,1656,null,48376,null,2141,null,1219,null,568,null,2583,null,595,null,4370,null,1196,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
141664,null,2657,null,68676,null,2076,null,19314,null,1945,null,45073,null,2066,null,889,null,623,null,685,null,569,null,2715,null,954,null,72988,null,1798,null,15378,null,1525,null,47205,null,1962,null,1193,null,665,null,4526,null,970,null,4686,null,1274,null,0400000US39,Ohio,39
50820,null,1960,null,23571,null,1375,null,9395,null,1195,null,13017,null,1045,null,170,null,220,null,58,null,100,null,931,null,557,null,27249,null,1442,null,6980,null,1318,null,16004,null,1426,null,573,null,511,null,1354,null,482,null,2338,null,808,null,0400000US40,Oklahoma,40
106154,null,2682,null,47738,null,1790,null,15389,null,1760,null,28792,null,1593,null,654,null,482,null,648,null,481,null,2255,null,956,null,58416,null,1763,null,15379,null,1597,null,33407,null,2005,null,504,null,415,null,4154,null,905,null,4972,null,1131,null,0400000US41,Oregon,41
237954,null,3092,null,116316,null,1990,null,42315,null,2694,null,67961,null,2889,null,1185,null,508,null,1488,null,658,null,3367,null,795,null,121638,null,1922,null,32738,null,2340,null,74659,null,2702,null,1917,null,596,null,6391,null,1264,null,5933,null,1314,null,0400000US42,Pennsylvania,42
24612,null,1102,null,10169,null,790,null,3804,null,843,null,5513,null,790,null,254,null,314,null,185,null,241,null,413,null,435,null,14443,null,924,null,5518,null,964,null,7012,null,979,null,200,null,307,null,724,null,403,null,989,null,532,null,0400000US44,Rhode Island,44
39660,null,1856,null,17554,null,1616,null,6144,null,1241,null,10705,null,1066,null,0,null,287,null,42,null,72,null,663,null,426,null,22106,null,1274,null,4281,null,951,null,14801,null,1238,null,209,null,188,null,1022,null,565,null,1793,null,773,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
64194,null,2167,null,30615,null,1325,null,9623,null,1249,null,19234,null,1214,null,234,null,178,null,252,null,292,null,1272,null,660,null,33579,null,1700,null,5865,null,1014,null,23234,null,1725,null,704,null,528,null,1832,null,756,null,1944,null,787,null,0400000US47,Tennessee,47
658598,null,5106,null,322410,null,3626,null,102543,null,4271,null,202159,null,4178,null,3129,null,1095,null,2895,null,830,null,11684,null,1820,null,336188,null,3536,null,75788,null,3647,null,215120,null,4025,null,4301,null,1295,null,20419,null,1938,null,20560,null,2057,null,0400000US48,Texas,48
42432,null,1713,null,19761,null,1189,null,8143,null,1155,null,10563,null,892,null,143,null,177,null,268,null,209,null,644,null,381,null,22671,null,1048,null,5441,null,802,null,14111,null,1082,null,110,null,158,null,1084,null,387,null,1925,null,754,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
303898,null,4146,null,142634,null,2957,null,43969,null,2664,null,90438,null,2922,null,1393,null,657,null,1419,null,555,null,5415,null,1346,null,161264,null,2362,null,35858,null,2888,null,103888,null,3644,null,2925,null,896,null,8769,null,1224,null,9824,null,1413,null,0400000US51,Virginia,51
351859,null,3799,null,159866,null,2522,null,53825,null,2858,null,93415,null,3248,null,1350,null,651,null,2079,null,811,null,9197,null,1613,null,191993,null,3097,null,43981,null,2242,null,115620,null,3767,null,2944,null,1105,null,15253,null,1749,null,14195,null,1883,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
84966,null,1961,null,41645,null,1378,null,17188,null,1748,null,21603,null,1607,null,419,null,264,null,343,null,250,null,2092,null,708,null,43321,null,1503,null,15393,null,1674,null,24277,null,1473,null,675,null,294,null,1605,null,533,null,1371,null,394,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
11108,null,2618,null,4056,null,1306,null,1727,null,972,null,1422,null,558,null,164,null,193,null,122,null,157,null,621,null,357,null,7052,null,1759,null,3178,null,1151,null,2016,null,775,null,309,null,278,null,593,null,370,null,956,null,443,null,0400000US72,Puerto Rico,72
