C17010F_001E,C17010F_001EA,C17010F_001M,C17010F_001MA,C17010F_002E,C17010F_002EA,C17010F_002M,C17010F_002MA,C17010F_003E,C17010F_003EA,C17010F_003M,C17010F_003MA,C17010F_004E,C17010F_004EA,C17010F_004M,C17010F_004MA,C17010F_005E,C17010F_005EA,C17010F_005M,C17010F_005MA,C17010F_006E,C17010F_006EA,C17010F_006M,C17010F_006MA,C17010F_007E,C17010F_007EA,C17010F_007M,C17010F_007MA,C17010F_008E,C17010F_008EA,C17010F_008M,C17010F_008MA,C17010F_009E,C17010F_009EA,C17010F_009M,C17010F_009MA,C17010F_010E,C17010F_010EA,C17010F_010M,C17010F_010MA,C17010F_011E,C17010F_011EA,C17010F_011M,C17010F_011MA,C17010F_012E,C17010F_012EA,C17010F_012M,C17010F_012MA,C17010F_013E,C17010F_013EA,C17010F_013M,C17010F_013MA,C17010F_014E,C17010F_014EA,C17010F_014M,C17010F_014MA,C17010F_015E,C17010F_015EA,C17010F_015M,C17010F_015MA,C17010F_016E,C17010F_016EA,C17010F_016M,C17010F_016MA,C17010F_017E,C17010F_017EA,C17010F_017M,C17010F_017MA,GEO_ID,NAME,state
62323,null,4503,null,15751,null,2232,null,8430,null,1856,null,7731,null,1730,null,7321,null,1549,null,1418,null,624,null,1309,null,603,null,5903,null,1397,null,5375,null,1316,null,46572,null,4131,null,33574,null,3278,null,27202,null,2988,null,12998,null,2140,null,7735,null,1751,null,3931,null,1541,null,5263,null,1274,null,4475,null,1276,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
6217,null,1036,null,1104,null,542,null,496,null,315,null,339,null,234,null,608,null,491,null,38,null,71,null,38,null,71,null,570,null,483,null,435,null,406,null,5113,null,958,null,3847,null,913,null,2691,null,799,null,1266,null,498,null,832,null,438,null,538,null,354,null,434,null,290,null,257,null,226,null,0400000US16,Idaho,16
174703,null,6671,null,29946,null,2892,null,12857,null,1927,null,11712,null,1755,null,17089,null,2187,null,3219,null,1101,null,3018,null,983,null,13870,null,1881,null,12615,null,1933,null,144757,null,5565,null,100235,null,5054,null,74854,null,4711,null,44522,null,4217,null,21069,null,2602,null,12944,null,2069,null,23453,null,3011,null,16558,null,2332,null,0400000US17,Illinois,17
28059,null,2564,null,6427,null,1435,null,3397,null,1175,null,3007,null,1108,null,3030,null,992,null,803,null,536,null,803,null,536,null,2227,null,773,null,2154,null,756,null,21632,null,2239,null,15058,null,2136,null,11226,null,1799,null,6574,null,1184,null,3636,null,1095,null,1540,null,731,null,2938,null,850,null,2403,null,756,null,0400000US18,Indiana,18
8433,null,1226,null,1243,null,561,null,899,null,486,null,899,null,486,null,344,null,264,null,19,null,46,null,19,null,46,null,325,null,251,null,325,null,251,null,7190,null,1281,null,5012,null,1101,null,4311,null,1057,null,2178,null,846,null,1386,null,602,null,617,null,410,null,792,null,539,null,792,null,539,null,0400000US19,Iowa,19
16832,null,1767,null,2562,null,838,null,1127,null,557,null,1127,null,557,null,1435,null,569,null,204,null,181,null,204,null,181,null,1231,null,515,null,1191,null,519,null,14270,null,1729,null,10254,null,1590,null,7086,null,1367,null,4016,null,1080,null,1266,null,601,null,797,null,547,null,2750,null,893,null,2297,null,803,null,0400000US20,Kansas,20
6109,null,1172,null,2464,null,775,null,1392,null,660,null,1279,null,646,null,1072,null,534,null,206,null,214,null,99,null,133,null,866,null,479,null,866,null,479,null,3645,null,956,null,2232,null,714,null,1411,null,527,null,1413,null,560,null,931,null,413,null,224,null,204,null,482,null,367,null,356,null,304,null,0400000US21,Kentucky,21
7411,null,1441,null,1340,null,563,null,532,null,438,null,532,null,438,null,808,null,381,null,105,null,137,null,105,null,137,null,703,null,385,null,703,null,385,null,6071,null,1355,null,4156,null,1239,null,2493,null,1004,null,1915,null,696,null,1132,null,443,null,658,null,387,null,783,null,497,null,545,null,462,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
25640,null,2603,null,2495,null,751,null,1074,null,555,null,884,null,491,null,1421,null,645,null,170,null,202,null,112,null,176,null,1251,null,619,null,1157,null,605,null,23145,null,2427,null,16432,null,2175,null,11572,null,1773,null,6713,null,1172,null,3918,null,1034,null,2079,null,758,null,2795,null,901,null,1858,null,701,null,0400000US24,Maryland,24
60015,null,4244,null,18828,null,2517,null,3451,null,1169,null,2538,null,1004,null,15377,null,2237,null,1689,null,752,null,912,null,540,null,13688,null,2037,null,13149,null,1970,null,41187,null,3510,null,20464,null,2434,null,11972,null,1911,null,20723,null,2535,null,5852,null,1502,null,3713,null,1185,null,14871,null,2150,null,12076,null,1927,null,0400000US25,Massachusetts,25
29864,null,2659,null,8551,null,1822,null,3540,null,1001,null,3394,null,1002,null,5011,null,1465,null,876,null,594,null,876,null,594,null,4135,null,1323,null,3848,null,1311,null,21313,null,2128,null,15268,null,1673,null,10050,null,1449,null,6045,null,1665,null,2950,null,1127,null,1654,null,836,null,3095,null,1070,null,2338,null,943,null,0400000US26,Michigan,26
11322,null,1369,null,1814,null,782,null,423,null,369,null,386,null,365,null,1391,null,638,null,100,null,114,null,15,null,27,null,1291,null,614,null,1252,null,609,null,9508,null,1407,null,6182,null,1060,null,4144,null,842,null,3326,null,943,null,1732,null,679,null,726,null,443,null,1594,null,604,null,1368,null,626,null,0400000US27,Minnesota,27
3323,null,962,null,1015,null,573,null,631,null,439,null,372,null,271,null,384,null,374,null,329,null,350,null,329,null,350,null,55,null,119,null,55,null,119,null,2308,null,799,null,1617,null,698,null,994,null,526,null,691,null,497,null,536,null,489,null,304,null,430,null,155,null,132,null,80,null,120,null,0400000US28,Mississippi,28
10488,null,1494,null,1579,null,698,null,792,null,481,null,714,null,472,null,787,null,424,null,132,null,177,null,132,null,177,null,655,null,404,null,638,null,403,null,8909,null,1393,null,6527,null,1054,null,3907,null,945,null,2382,null,763,null,1086,null,557,null,456,null,291,null,1296,null,464,null,985,null,442,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
10338,null,1204,null,2478,null,789,null,444,null,329,null,287,null,268,null,2034,null,669,null,86,null,111,null,86,null,111,null,1948,null,674,null,1829,null,693,null,7860,null,1131,null,5374,null,919,null,4040,null,980,null,2486,null,816,null,1667,null,779,null,1132,null,599,null,819,null,381,null,435,null,262,null,0400000US31,Nebraska,31
25495,null,2539,null,3236,null,870,null,1292,null,579,null,963,null,492,null,1944,null,771,null,228,null,232,null,155,null,195,null,1716,null,719,null,1716,null,719,null,22259,null,2386,null,15701,null,2097,null,11662,null,1962,null,6558,null,1544,null,3260,null,1136,null,2472,null,1083,null,3298,null,974,null,2252,null,778,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
113238,null,4671,null,21373,null,2481,null,6925,null,1653,null,5143,null,1377,null,14448,null,1776,null,2650,null,944,null,2554,null,916,null,11798,null,1639,null,11052,null,1675,null,91865,null,4237,null,57095,null,4165,null,35919,null,3420,null,34770,null,3042,null,13874,null,2367,null,9071,null,1808,null,20896,null,2251,null,13946,null,1967,null,0400000US34,New Jersey,34
51346,null,3929,null,9053,null,1400,null,3062,null,901,null,1866,null,679,null,5991,null,1223,null,557,null,339,null,505,null,300,null,5434,null,1074,null,5266,null,1082,null,42293,null,3725,null,29298,null,2999,null,15763,null,2089,null,12995,null,2149,null,4902,null,1378,null,2174,null,890,null,8093,null,1716,null,5414,null,1392,null,0400000US35,New Mexico,35
323259,null,8617,null,82279,null,4459,null,19654,null,2757,null,14562,null,2182,null,62625,null,3903,null,6183,null,1627,null,4548,null,1378,null,56442,null,3669,null,49742,null,3335,null,240980,null,7234,null,125817,null,5635,null,79292,null,4710,null,115163,null,5535,null,33795,null,3553,null,16493,null,2458,null,81368,null,4464,null,53992,null,3697,null,0400000US36,New York,36
66363,null,4227,null,19569,null,3104,null,10173,null,2206,null,9307,null,2024,null,9396,null,2087,null,3448,null,1235,null,3351,null,1208,null,5948,null,1490,null,5829,null,1480,null,46794,null,3631,null,31896,null,3206,null,24693,null,2925,null,14898,null,2118,null,8946,null,1581,null,6041,null,1430,null,5952,null,1389,null,5218,null,1268,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
14707,null,1818,null,3901,null,1037,null,1501,null,582,null,1390,null,589,null,2400,null,852,null,361,null,347,null,361,null,347,null,2039,null,790,null,1767,null,723,null,10806,null,1645,null,8545,null,1499,null,5245,null,1162,null,2261,null,788,null,648,null,323,null,547,null,310,null,1613,null,708,null,1128,null,603,null,0400000US39,Ohio,39
18345,null,2192,null,5929,null,1362,null,2248,null,747,null,1946,null,695,null,3681,null,1144,null,859,null,827,null,845,null,829,null,2822,null,852,null,2801,null,851,null,12416,null,1971,null,9563,null,1715,null,6726,null,1358,null,2853,null,981,null,1777,null,733,null,653,null,402,null,1076,null,580,null,619,null,408,null,0400000US40,Oklahoma,40
20001,null,2016,null,3432,null,1088,null,1898,null,795,null,1644,null,767,null,1534,null,575,null,269,null,241,null,223,null,224,null,1265,null,519,null,1182,null,497,null,16569,null,1985,null,11812,null,1668,null,8795,null,1661,null,4757,null,1191,null,1787,null,681,null,1513,null,628,null,2970,null,1039,null,2071,null,789,null,0400000US41,Oregon,41
49243,null,3291,null,15458,null,2082,null,3982,null,1122,null,2582,null,919,null,11476,null,1837,null,1485,null,829,null,1212,null,758,null,9991,null,1629,null,9527,null,1647,null,33785,null,3009,null,18062,null,2535,null,12598,null,1981,null,15723,null,2014,null,3381,null,1045,null,2748,null,984,null,12342,null,1754,null,9965,null,1662,null,0400000US42,Pennsylvania,42
14910,null,1681,null,4977,null,1027,null,658,null,413,null,488,null,360,null,4319,null,1009,null,53,null,88,null,53,null,88,null,4266,null,1004,null,4157,null,990,null,9933,null,1350,null,5841,null,1434,null,3985,null,1253,null,4092,null,1113,null,1123,null,592,null,898,null,523,null,2969,null,940,null,2063,null,723,null,0400000US44,Rhode Island,44
10187,null,1360,null,2061,null,677,null,965,null,528,null,829,null,478,null,1096,null,538,null,102,null,76,null,102,null,76,null,994,null,516,null,856,null,510,null,8126,null,1313,null,6057,null,1256,null,4650,null,1098,null,2069,null,714,null,1048,null,561,null,602,null,422,null,1021,null,526,null,676,null,433,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
11221,null,1741,null,3621,null,1087,null,1869,null,828,null,1869,null,828,null,1752,null,793,null,676,null,624,null,676,null,624,null,1076,null,475,null,1076,null,475,null,7600,null,1396,null,5950,null,1289,null,4784,null,1204,null,1650,null,652,null,851,null,499,null,406,null,293,null,799,null,381,null,716,null,350,null,0400000US47,Tennessee,47
475929,null,10318,null,102867,null,5795,null,50223,null,3886,null,41772,null,3865,null,52644,null,4321,null,7259,null,1496,null,6195,null,1453,null,45385,null,4017,null,41672,null,3831,null,373062,null,9353,null,267138,null,8510,null,189552,null,7296,null,105924,null,5831,null,46329,null,4268,null,27185,null,3185,null,59595,null,4465,null,41450,null,3754,null,0400000US48,Texas,48
11804,null,1497,null,987,null,496,null,584,null,347,null,421,null,270,null,403,null,279,null,68,null,116,null,68,null,116,null,335,null,248,null,335,null,248,null,10817,null,1531,null,8299,null,1353,null,6115,null,1208,null,2518,null,800,null,1047,null,582,null,462,null,343,null,1471,null,573,null,1075,null,470,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
36822,null,3116,null,4628,null,1273,null,2262,null,978,null,1532,null,786,null,2366,null,871,null,302,null,235,null,233,null,206,null,2064,null,837,null,2017,null,829,null,32194,null,2838,null,20007,null,2354,null,15591,null,2329,null,12187,null,1994,null,6406,null,1743,null,3692,null,1461,null,5781,null,1278,null,4066,null,1068,null,0400000US51,Virginia,51
53086,null,3317,null,13271,null,1712,null,6379,null,1275,null,5550,null,1307,null,6892,null,1428,null,1562,null,800,null,1421,null,746,null,5330,null,1267,null,5214,null,1249,null,39815,null,2872,null,26509,null,2438,null,20288,null,2148,null,13306,null,2156,null,7078,null,1656,null,5142,null,1583,null,6228,null,1588,null,4658,null,1280,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
15469,null,1910,null,2842,null,815,null,1005,null,469,null,976,null,466,null,1837,null,652,null,701,null,381,null,701,null,381,null,1136,null,472,null,1079,null,478,null,12627,null,1665,null,8316,null,1300,null,6326,null,1167,null,4311,null,1051,null,1593,null,600,null,866,null,423,null,2718,null,972,null,2218,null,875,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
74336,null,3284,null,36441,null,2798,null,15163,null,1659,null,8532,null,1302,null,21278,null,2281,null,3248,null,820,null,2479,null,640,null,18030,null,1801,null,12997,null,1569,null,37895,null,2646,null,24925,null,2019,null,10759,null,1408,null,12970,null,1849,null,2805,null,799,null,1077,null,505,null,10165,null,1584,null,5098,null,1217,null,0400000US72,Puerto Rico,72
