B21001B_001E,B21001B_001EA,B21001B_001M,B21001B_001MA,B21001B_002E,B21001B_002EA,B21001B_002M,B21001B_002MA,B21001B_003E,B21001B_003EA,B21001B_003M,B21001B_003MA,B21001B_004E,B21001B_004EA,B21001B_004M,B21001B_004MA,B21001B_005E,B21001B_005EA,B21001B_005M,B21001B_005MA,B21001B_006E,B21001B_006EA,B21001B_006M,B21001B_006MA,B21001B_007E,B21001B_007EA,B21001B_007M,B21001B_007MA,B21001B_008E,B21001B_008EA,B21001B_008M,B21001B_008MA,B21001B_009E,B21001B_009EA,B21001B_009M,B21001B_009MA,B21001B_010E,B21001B_010EA,B21001B_010M,B21001B_010MA,B21001B_011E,B21001B_011EA,B21001B_011M,B21001B_011MA,B21001B_012E,B21001B_012EA,B21001B_012M,B21001B_012MA,B21001B_013E,B21001B_013EA,B21001B_013M,B21001B_013MA,B21001B_014E,B21001B_014EA,B21001B_014M,B21001B_014MA,B21001B_015E,B21001B_015EA,B21001B_015M,B21001B_015MA,B21001B_016E,B21001B_016EA,B21001B_016M,B21001B_016MA,B21001B_017E,B21001B_017EA,B21001B_017M,B21001B_017MA,B21001B_018E,B21001B_018EA,B21001B_018M,B21001B_018MA,B21001B_019E,B21001B_019EA,B21001B_019M,B21001B_019MA,B21001B_020E,B21001B_020EA,B21001B_020M,B21001B_020MA,B21001B_021E,B21001B_021EA,B21001B_021M,B21001B_021MA,B21001B_022E,B21001B_022EA,B21001B_022M,B21001B_022MA,B21001B_023E,B21001B_023EA,B21001B_023M,B21001B_023MA,B21001B_024E,B21001B_024EA,B21001B_024M,B21001B_024MA,B21001B_025E,B21001B_025EA,B21001B_025M,B21001B_025MA,B21001B_026E,B21001B_026EA,B21001B_026M,B21001B_026MA,B21001B_027E,B21001B_027EA,B21001B_027M,B21001B_027MA,B21001B_028E,B21001B_028EA,B21001B_028M,B21001B_028MA,B21001B_029E,B21001B_029EA,B21001B_029M,B21001B_029MA,B21001B_030E,B21001B_030EA,B21001B_030M,B21001B_030MA,B21001B_031E,B21001B_031EA,B21001B_031M,B21001B_031MA,B21001B_032E,B21001B_032EA,B21001B_032M,B21001B_032MA,B21001B_033E,B21001B_033EA,B21001B_033M,B21001B_033MA,GEO_ID,NAME,state
2046662,null,7339,null,930656,null,4581,null,355278,null,4988,null,14824,null,2901,null,340454,null,5421,null,391551,null,4615,null,85485,null,5188,null,306066,null,5995,null,109865,null,1677,null,34771,null,2321,null,75094,null,2682,null,50207,null,2162,null,15662,null,1848,null,34545,null,2480,null,23755,null,1607,null,11076,null,1375,null,12679,null,1330,null,1116006,null,4177,null,392887,null,4390,null,8895,null,1933,null,383992,null,4685,null,456091,null,4088,null,17188,null,1767,null,438903,null,4467,null,139987,null,1884,null,2596,null,816,null,137391,null,2082,null,72282,null,1982,null,659,null,418,null,71623,null,1931,null,54759,null,2323,null,492,null,546,null,54267,null,2255,null,0400000US13,Georgia,13
15948,null,2041,null,8639,null,1708,null,3740,null,1450,null,435,null,301,null,3305,null,1369,null,3377,null,697,null,1937,null,535,null,1440,null,601,null,622,null,288,null,503,null,284,null,119,null,98,null,510,null,347,null,360,null,253,null,150,null,201,null,390,null,341,null,0,null,275,null,390,null,341,null,7309,null,1064,null,2425,null,689,null,266,null,293,null,2159,null,665,null,3452,null,750,null,1419,null,791,null,2033,null,796,null,970,null,289,null,260,null,368,null,710,null,416,null,462,null,390,null,0,null,275,null,462,null,390,null,0,null,275,null,0,null,275,null,0,null,275,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1340326,null,9721,null,603018,null,4121,null,228184,null,3099,null,6693,null,1465,null,221491,null,3443,null,231560,null,2646,null,34105,null,3394,null,197455,null,4069,null,76979,null,1249,null,23770,null,1685,null,53209,null,1938,null,41116,null,973,null,14921,null,1611,null,26195,null,1642,null,25179,null,854,null,13590,null,1193,null,11589,null,1168,null,737308,null,8165,null,247384,null,8234,null,2786,null,1059,null,244598,null,8225,null,284202,null,2341,null,6731,null,1505,null,277471,null,2706,null,98605,null,1355,null,599,null,359,null,98006,null,1433,null,59385,null,982,null,525,null,285,null,58860,null,967,null,47732,null,990,null,717,null,441,null,47015,null,1060,null,0400000US17,Illinois,17
385311,null,3441,null,179517,null,2391,null,69046,null,2220,null,1943,null,795,null,67103,null,2258,null,71090,null,1545,null,13760,null,1810,null,57330,null,2225,null,20697,null,869,null,8637,null,1116,null,12060,null,1122,null,11969,null,716,null,4208,null,810,null,7761,null,766,null,6715,null,492,null,3817,null,587,null,2898,null,617,null,205794,null,2212,null,71248,null,2053,null,469,null,335,null,70779,null,2062,null,79083,null,1443,null,3168,null,947,null,75915,null,1552,null,27130,null,1115,null,419,null,394,null,26711,null,1121,null,14943,null,1039,null,0,null,265,null,14943,null,1039,null,13390,null,960,null,0,null,265,null,13390,null,960,null,0400000US18,Indiana,18
50470,null,1760,null,27015,null,1496,null,12535,null,1379,null,225,null,216,null,12310,null,1370,null,10012,null,1007,null,1771,null,709,null,8241,null,1190,null,2908,null,510,null,905,null,386,null,2003,null,479,null,1081,null,492,null,335,null,198,null,746,null,456,null,479,null,249,null,266,null,175,null,213,null,175,null,23455,null,1308,null,9162,null,1285,null,28,null,44,null,9134,null,1274,null,9311,null,1341,null,138,null,135,null,9173,null,1337,null,2565,null,583,null,0,null,226,null,2565,null,583,null,1498,null,539,null,81,null,137,null,1417,null,520,null,919,null,306,null,0,null,226,null,919,null,306,null,0400000US19,Iowa,19
108997,null,2793,null,54081,null,1966,null,21507,null,1455,null,346,null,316,null,21161,null,1392,null,22098,null,1544,null,7660,null,1344,null,14438,null,1259,null,5846,null,575,null,2284,null,509,null,3562,null,652,null,3000,null,430,null,1021,null,397,null,1979,null,568,null,1630,null,400,null,1111,null,364,null,519,null,294,null,54916,null,1769,null,18978,null,1297,null,53,null,87,null,18925,null,1308,null,21810,null,1004,null,977,null,493,null,20833,null,887,null,6255,null,692,null,50,null,82,null,6205,null,685,null,4143,null,500,null,38,null,64,null,4105,null,505,null,3730,null,552,null,0,null,244,null,3730,null,552,null,0400000US20,Kansas,20
227176,null,3707,null,108633,null,2785,null,39886,null,1977,null,1579,null,727,null,38307,null,2074,null,43868,null,1768,null,10527,null,1577,null,33341,null,2070,null,15204,null,1104,null,6890,null,1242,null,8314,null,1245,null,5802,null,605,null,2345,null,574,null,3457,null,670,null,3873,null,581,null,2609,null,496,null,1264,null,368,null,118543,null,2740,null,37203,null,1871,null,556,null,338,null,36647,null,1884,null,46804,null,1979,null,2025,null,708,null,44779,null,2114,null,17286,null,1199,null,275,null,191,null,17011,null,1233,null,9424,null,981,null,57,null,88,null,9367,null,977,null,7826,null,814,null,89,null,146,null,7737,null,831,null,0400000US21,Kentucky,21
979147,null,3979,null,442554,null,2512,null,171960,null,2302,null,9528,null,2268,null,162432,null,3002,null,166579,null,2214,null,25002,null,2630,null,141577,null,3306,null,57490,null,1473,null,16420,null,1836,null,41070,null,2188,null,29204,null,1590,null,6816,null,1204,null,22388,null,1622,null,17321,null,1342,null,7353,null,1061,null,9968,null,1433,null,536593,null,2446,null,190109,null,2272,null,2166,null,895,null,187943,null,2373,null,199274,null,2096,null,3631,null,892,null,195643,null,2489,null,72501,null,1553,null,751,null,364,null,71750,null,1580,null,41914,null,1489,null,406,null,411,null,41508,null,1453,null,32795,null,1210,null,38,null,45,null,32757,null,1222,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1198223,null,4442,null,537491,null,2994,null,188515,null,2490,null,7586,null,1497,null,180929,null,2993,null,223998,null,2407,null,40399,null,3170,null,183599,null,3289,null,69510,null,855,null,21635,null,2125,null,47875,null,2208,null,35854,null,964,null,15573,null,1474,null,20281,null,1608,null,19614,null,657,null,12414,null,1220,null,7200,null,1109,null,660732,null,2757,null,211655,null,2641,null,3954,null,1083,null,207701,null,2737,null,271454,null,2021,null,12161,null,2096,null,259293,null,2866,null,90643,null,1056,null,1330,null,533,null,89313,null,1189,null,48676,null,1238,null,448,null,287,null,48228,null,1280,null,38304,null,1278,null,439,null,283,null,37865,null,1309,null,0400000US24,Maryland,24
291755,null,5382,null,139856,null,3348,null,57248,null,2733,null,1187,null,628,null,56061,null,2833,null,56814,null,1798,null,5084,null,1101,null,51730,null,2119,null,14961,null,952,null,3468,null,800,null,11493,null,1072,null,6728,null,676,null,1652,null,525,null,5076,null,598,null,4105,null,730,null,2187,null,617,null,1918,null,603,null,151899,null,3058,null,54455,null,2336,null,179,null,222,null,54276,null,2317,null,60680,null,1650,null,466,null,322,null,60214,null,1675,null,18044,null,1101,null,103,null,166,null,17941,null,1138,null,10051,null,863,null,34,null,57,null,10017,null,866,null,8669,null,632,null,202,null,225,null,8467,null,661,null,0400000US25,Massachusetts,25
991179,null,5300,null,452667,null,3987,null,165112,null,3462,null,4212,null,1560,null,160900,null,3666,null,179267,null,2619,null,21382,null,2375,null,157885,null,3652,null,59598,null,1142,null,17356,null,1792,null,42242,null,1902,null,27792,null,913,null,10310,null,1216,null,17482,null,1321,null,20898,null,751,null,12227,null,1235,null,8671,null,1162,null,538512,null,2969,null,175617,null,2117,null,853,null,547,null,174764,null,2130,null,211707,null,1908,null,2605,null,692,null,209102,null,2124,null,75038,null,856,null,861,null,360,null,74177,null,894,null,40089,null,1082,null,157,null,168,null,39932,null,1094,null,36061,null,774,null,142,null,137,null,35919,null,774,null,0400000US26,Michigan,26
153723,null,2487,null,81441,null,1971,null,37751,null,1750,null,318,null,250,null,37433,null,1778,null,33640,null,1101,null,4123,null,1133,null,29517,null,1568,null,6790,null,636,null,874,null,384,null,5916,null,658,null,2499,null,452,null,993,null,449,null,1506,null,492,null,761,null,345,null,493,null,347,null,268,null,194,null,72282,null,1746,null,31208,null,1584,null,0,null,211,null,31208,null,1584,null,29649,null,1048,null,670,null,407,null,28979,null,1063,null,6361,null,515,null,117,null,154,null,6244,null,539,null,3392,null,541,null,0,null,211,null,3392,null,541,null,1672,null,344,null,0,null,211,null,1672,null,344,null,0400000US27,Minnesota,27
757563,null,4582,null,343279,null,3283,null,134842,null,3217,null,5512,null,1480,null,129330,null,3343,null,129584,null,2657,null,16666,null,2289,null,112918,null,3310,null,44279,null,1878,null,10374,null,1546,null,33905,null,2019,null,21160,null,1684,null,3804,null,890,null,17356,null,1641,null,13414,null,1550,null,4286,null,982,null,9128,null,1425,null,414284,null,2509,null,145447,null,3102,null,1498,null,671,null,143949,null,3011,null,158686,null,2663,null,4620,null,1105,null,154066,null,2784,null,54324,null,1405,null,676,null,476,null,53648,null,1519,null,30242,null,1647,null,0,null,287,null,30242,null,1647,null,25585,null,1339,null,112,null,144,null,25473,null,1335,null,0400000US28,Mississippi,28
464002,null,3335,null,207649,null,3322,null,78944,null,2397,null,1928,null,853,null,77016,null,2388,null,81625,null,2370,null,16459,null,2181,null,65166,null,2792,null,26017,null,1075,null,10612,null,1440,null,15405,null,1469,null,12633,null,439,null,5727,null,732,null,6906,null,769,null,8430,null,402,null,4568,null,682,null,3862,null,607,null,256353,null,3922,null,87145,null,4371,null,400,null,371,null,86745,null,4330,null,98782,null,1965,null,3164,null,1008,null,95618,null,1930,null,34182,null,1014,null,484,null,354,null,33698,null,1073,null,19073,null,650,null,278,null,223,null,18795,null,727,null,17171,null,682,null,49,null,81,null,17122,null,695,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
48634,null,1436,null,23810,null,1060,null,9795,null,810,null,264,null,194,null,9531,null,833,null,9200,null,740,null,2632,null,816,null,6568,null,1034,null,2754,null,413,null,1362,null,475,null,1392,null,470,null,1326,null,352,null,565,null,307,null,761,null,351,null,735,null,364,null,463,null,252,null,272,null,214,null,24824,null,1013,null,9295,null,815,null,185,null,163,null,9110,null,823,null,10003,null,482,null,139,null,133,null,9864,null,509,null,2708,null,161,null,95,null,106,null,2613,null,191,null,1559,null,98,null,0,null,221,null,1559,null,98,null,1259,null,197,null,0,null,221,null,1259,null,197,null,0400000US31,Nebraska,31
136324,null,2624,null,66256,null,1669,null,24633,null,1525,null,2080,null,934,null,22553,null,1809,null,26188,null,839,null,4489,null,1022,null,21699,null,1321,null,7907,null,428,null,3271,null,686,null,4636,null,615,null,4900,null,282,null,2054,null,481,null,2846,null,433,null,2628,null,222,null,1424,null,381,null,1204,null,403,null,70068,null,1698,null,23537,null,997,null,0,null,300,null,23537,null,997,null,28196,null,794,null,1084,null,510,null,27112,null,895,null,8873,null,488,null,71,null,123,null,8802,null,503,null,5751,null,301,null,0,null,300,null,5751,null,301,null,3711,null,559,null,0,null,300,null,3711,null,559,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
862470,null,6853,null,395230,null,4828,null,143260,null,2898,null,3568,null,1211,null,139692,null,3255,null,163702,null,2696,null,18261,null,2172,null,145441,null,3183,null,45767,null,1099,null,13590,null,1688,null,32177,null,1539,null,26335,null,797,null,8908,null,1191,null,17427,null,1165,null,16166,null,1006,null,8286,null,1051,null,7880,null,1095,null,467240,null,3516,null,149377,null,2448,null,1217,null,666,null,148160,null,2447,null,188020,null,2165,null,2735,null,831,null,185285,null,2268,null,62158,null,1448,null,780,null,537,null,61378,null,1559,null,38715,null,793,null,43,null,73,null,38672,null,801,null,28970,null,803,null,152,null,135,null,28818,null,832,null,0400000US34,New Jersey,34
29640,null,2393,null,15366,null,1795,null,6775,null,1078,null,464,null,382,null,6311,null,1000,null,4563,null,1014,null,1390,null,526,null,3173,null,947,null,2131,null,870,null,1078,null,572,null,1053,null,656,null,1513,null,667,null,955,null,493,null,558,null,502,null,384,null,235,null,247,null,202,null,137,null,114,null,14274,null,1414,null,4536,null,903,null,163,null,163,null,4373,null,875,null,5079,null,791,null,0,null,279,null,5079,null,791,null,2455,null,765,null,71,null,119,null,2384,null,757,null,989,null,446,null,66,null,110,null,923,null,439,null,1215,null,728,null,0,null,279,null,1215,null,728,null,0400000US35,New Mexico,35
2280129,null,12231,null,1021201,null,7711,null,383054,null,4886,null,8244,null,2020,null,374810,null,5219,null,400267,null,5086,null,31460,null,3121,null,368807,null,5699,null,126645,null,2192,null,22225,null,2372,null,104420,null,3040,null,70062,null,1663,null,14836,null,1816,null,55226,null,2261,null,41173,null,964,null,16721,null,1504,null,24452,null,1615,null,1258928,null,7379,null,407014,null,5053,null,2289,null,801,null,404725,null,5067,null,483141,null,3669,null,6917,null,1407,null,476224,null,4056,null,171587,null,2101,null,923,null,418,null,170664,null,2175,null,108718,null,1667,null,407,null,303,null,108311,null,1740,null,88468,null,1452,null,438,null,311,null,88030,null,1462,null,0400000US36,New York,36
1410912,null,6436,null,635119,null,4283,null,224801,null,3845,null,9975,null,1949,null,214826,null,4251,null,257324,null,4016,null,58264,null,4309,null,199060,null,5129,null,86551,null,1582,null,33032,null,2465,null,53519,null,2592,null,41596,null,1825,null,13331,null,1336,null,28265,null,1945,null,24847,null,1608,null,10477,null,1376,null,14370,null,1603,null,775793,null,4252,null,245977,null,3330,null,4132,null,1184,null,241845,null,3356,null,310172,null,3157,null,14468,null,2514,null,295704,null,4097,null,108755,null,1690,null,2579,null,941,null,106176,null,1820,null,59478,null,1959,null,291,null,253,null,59187,null,1919,null,51411,null,1744,null,217,null,158,null,51194,null,1720,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
958887,null,4901,null,439877,null,3943,null,161768,null,3270,null,5431,null,1489,null,156337,null,3385,null,172615,null,2665,null,31721,null,3000,null,140894,null,3369,null,55063,null,1131,null,18279,null,1687,null,36784,null,1705,null,29958,null,1056,null,13485,null,1397,null,16473,null,1234,null,20473,null,723,null,12725,null,1056,null,7748,null,1056,null,519010,null,2761,null,170286,null,2621,null,2400,null,1013,null,167886,null,2627,null,199093,null,1917,null,4592,null,970,null,194501,null,2113,null,68862,null,1035,null,581,null,399,null,68281,null,1056,null,41884,null,1043,null,323,null,218,null,41561,null,1044,null,38885,null,756,null,244,null,335,null,38641,null,888,null,0400000US39,Ohio,39
182471,null,3599,null,86436,null,2649,null,33514,null,1817,null,1329,null,781,null,32185,null,1945,null,34054,null,1574,null,4883,null,1117,null,29171,null,1757,null,10545,null,1058,null,5790,null,929,null,4755,null,924,null,5523,null,882,null,3195,null,708,null,2328,null,632,null,2800,null,569,null,1490,null,472,null,1310,null,371,null,96035,null,2507,null,32868,null,2164,null,1175,null,599,null,31693,null,2160,null,35808,null,1605,null,2202,null,770,null,33606,null,1640,null,13319,null,1086,null,562,null,343,null,12757,null,1061,null,7832,null,720,null,65,null,108,null,7767,null,683,null,6208,null,853,null,19,null,43,null,6189,null,838,null,0400000US40,Oklahoma,40
