B15002F_001E,B15002F_001EA,B15002F_001M,B15002F_001MA,B15002F_002E,B15002F_002EA,B15002F_002M,B15002F_002MA,B15002F_003E,B15002F_003EA,B15002F_003M,B15002F_003MA,B15002F_004E,B15002F_004EA,B15002F_004M,B15002F_004MA,B15002F_005E,B15002F_005EA,B15002F_005M,B15002F_005MA,B15002F_006E,B15002F_006EA,B15002F_006M,B15002F_006MA,B15002F_007E,B15002F_007EA,B15002F_007M,B15002F_007MA,B15002F_008E,B15002F_008EA,B15002F_008M,B15002F_008MA,B15002F_009E,B15002F_009EA,B15002F_009M,B15002F_009MA,B15002F_010E,B15002F_010EA,B15002F_010M,B15002F_010MA,B15002F_011E,B15002F_011EA,B15002F_011M,B15002F_011MA,B15002F_012E,B15002F_012EA,B15002F_012M,B15002F_012MA,B15002F_013E,B15002F_013EA,B15002F_013M,B15002F_013MA,B15002F_014E,B15002F_014EA,B15002F_014M,B15002F_014MA,B15002F_015E,B15002F_015EA,B15002F_015M,B15002F_015MA,B15002F_016E,B15002F_016EA,B15002F_016M,B15002F_016MA,B15002F_017E,B15002F_017EA,B15002F_017M,B15002F_017MA,B15002F_018E,B15002F_018EA,B15002F_018M,B15002F_018MA,B15002F_019E,B15002F_019EA,B15002F_019M,B15002F_019MA,GEO_ID,NAME,state
74494,null,6376,null,40959,null,4192,null,14530,null,2415,null,4898,null,1155,null,8121,null,1594,null,1248,null,783,null,5139,null,1141,null,1245,null,597,null,3421,null,1273,null,2357,null,767,null,33535,null,2986,null,10006,null,1804,null,4534,null,1290,null,6992,null,1421,null,710,null,417,null,4804,null,1165,null,1372,null,795,null,3101,null,1028,null,2016,null,768,null,0400000US24,Maryland,24
136042,null,8501,null,65140,null,4871,null,12721,null,2096,null,12145,null,2321,null,18226,null,3011,null,3221,null,903,null,8627,null,1614,null,2566,null,1000,null,6138,null,1813,null,1496,null,643,null,70902,null,4770,null,14277,null,2352,null,11341,null,1771,null,16610,null,2255,null,4224,null,1116,null,12374,null,2145,null,3061,null,964,null,5954,null,1159,null,3061,null,1166,null,0400000US25,Massachusetts,25
78208,null,5445,null,42017,null,3442,null,10034,null,2654,null,8135,null,1790,null,10543,null,1889,null,2292,null,677,null,5319,null,1302,null,947,null,590,null,2634,null,1167,null,2113,null,743,null,36191,null,2961,null,7439,null,1630,null,7229,null,1615,null,7392,null,1468,null,1462,null,655,null,6337,null,1268,null,1567,null,532,null,2738,null,809,null,2027,null,847,null,0400000US26,Michigan,26
29092,null,2902,null,16591,null,1987,null,3629,null,1257,null,2880,null,874,null,3963,null,1229,null,814,null,465,null,2057,null,751,null,1002,null,474,null,1377,null,627,null,869,null,508,null,12501,null,1683,null,2814,null,823,null,1950,null,623,null,3425,null,1024,null,623,null,487,null,1442,null,561,null,298,null,233,null,1533,null,581,null,416,null,267,null,0400000US27,Minnesota,27
11236,null,2657,null,6834,null,2174,null,2146,null,935,null,1393,null,1136,null,1828,null,955,null,446,null,525,null,343,null,282,null,488,null,344,null,76,null,129,null,114,null,98,null,4402,null,1121,null,1535,null,701,null,1062,null,735,null,557,null,360,null,0,null,287,null,586,null,370,null,137,null,189,null,381,null,367,null,144,null,177,null,0400000US28,Mississippi,28
25816,null,3007,null,13771,null,1939,null,2593,null,874,null,2667,null,836,null,3265,null,1033,null,583,null,399,null,2043,null,706,null,214,null,174,null,1552,null,860,null,854,null,426,null,12045,null,1612,null,2620,null,870,null,2365,null,836,null,2570,null,827,null,283,null,237,null,2294,null,663,null,596,null,315,null,837,null,403,null,480,null,331,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
24556,null,2425,null,13237,null,1638,null,4141,null,850,null,2658,null,903,null,2953,null,1023,null,725,null,410,null,1203,null,582,null,625,null,427,null,812,null,426,null,120,null,141,null,11319,null,1303,null,3150,null,1042,null,2036,null,724,null,1977,null,585,null,334,null,222,null,1979,null,750,null,478,null,368,null,471,null,322,null,894,null,470,null,0400000US31,Nebraska,31
63346,null,6024,null,34296,null,3814,null,6176,null,1548,null,8493,null,1965,null,8503,null,1867,null,1182,null,668,null,5933,null,1638,null,713,null,457,null,2741,null,1191,null,555,null,345,null,29050,null,3302,null,6903,null,1677,null,4609,null,1160,null,5802,null,1246,null,1041,null,528,null,6420,null,1482,null,1836,null,763,null,1656,null,626,null,783,null,467,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
289252,null,10288,null,147235,null,6595,null,30304,null,2858,null,20549,null,2583,null,46772,null,3460,null,6715,null,1576,null,20941,null,2715,null,5930,null,1551,null,10838,null,1988,null,5186,null,1529,null,142017,null,5413,null,25678,null,3035,null,15318,null,2122,null,46899,null,3954,null,3987,null,1017,null,24092,null,3244,null,7517,null,1756,null,14555,null,2003,null,3971,null,967,null,0400000US34,New Jersey,34
122384,null,6517,null,61827,null,3510,null,7180,null,1405,null,8284,null,1672,null,18986,null,2121,null,3740,null,1099,null,14404,null,1813,null,2760,null,771,null,3551,null,844,null,2922,null,901,null,60557,null,4385,null,6665,null,1280,null,9251,null,1508,null,16081,null,2001,null,3155,null,985,null,13591,null,2143,null,4673,null,1134,null,4998,null,1154,null,2143,null,709,null,0400000US35,New Mexico,35
871569,null,18812,null,419019,null,11163,null,99417,null,7992,null,72261,null,5477,null,98851,null,6969,null,21334,null,2629,null,59856,null,5566,null,16817,null,2780,null,36839,null,3663,null,13644,null,2530,null,452550,null,10394,null,97770,null,5648,null,75377,null,4918,null,95941,null,6311,null,19666,null,2499,null,64742,null,4651,null,32673,null,3750,null,48624,null,4238,null,17757,null,2227,null,0400000US36,New York,36
172798,null,7690,null,104881,null,5212,null,45308,null,4471,null,16042,null,2568,null,18276,null,2733,null,3078,null,985,null,10074,null,2297,null,2664,null,1171,null,6481,null,1697,null,2958,null,1097,null,67917,null,4035,null,22502,null,2554,null,12137,null,2467,null,13825,null,2271,null,1729,null,604,null,7589,null,1671,null,3682,null,1148,null,4272,null,1157,null,2181,null,787,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
39032,null,3792,null,20765,null,2510,null,4708,null,1372,null,3544,null,1100,null,4872,null,1057,null,710,null,334,null,3134,null,762,null,659,null,514,null,2112,null,775,null,1026,null,769,null,18267,null,2082,null,2409,null,898,null,2368,null,928,null,4706,null,1003,null,264,null,234,null,3459,null,926,null,1818,null,699,null,2244,null,856,null,999,null,510,null,0400000US39,Ohio,39
39694,null,3996,null,21826,null,2714,null,7797,null,1488,null,5566,null,1459,null,3666,null,1067,null,1368,null,536,null,2319,null,792,null,381,null,268,null,417,null,267,null,312,null,292,null,17868,null,1792,null,6233,null,1002,null,2851,null,898,null,3547,null,971,null,860,null,444,null,1950,null,651,null,854,null,528,null,1153,null,483,null,420,null,313,null,0400000US40,Oklahoma,40
52720,null,4203,null,29280,null,3012,null,10285,null,1986,null,3842,null,1089,null,5885,null,1632,null,689,null,361,null,4677,null,1358,null,739,null,386,null,2230,null,813,null,933,null,541,null,23440,null,2188,null,7642,null,1683,null,3294,null,1152,null,4418,null,1210,null,608,null,361,null,3174,null,880,null,1923,null,790,null,1562,null,676,null,819,null,453,null,0400000US41,Oregon,41
119896,null,6237,null,58827,null,4049,null,11555,null,2396,null,13303,null,2104,null,14326,null,2222,null,3465,null,1163,null,8010,null,1621,null,2127,null,851,null,3542,null,1042,null,2499,null,805,null,61069,null,3424,null,12307,null,1930,null,10579,null,1645,null,13111,null,1786,null,3580,null,1141,null,11408,null,1676,null,3749,null,1016,null,4974,null,1279,null,1361,null,613,null,0400000US42,Pennsylvania,42
34880,null,3720,null,15388,null,2400,null,2555,null,920,null,2477,null,973,null,4315,null,1455,null,1237,null,715,null,2409,null,1074,null,793,null,547,null,1044,null,630,null,558,null,576,null,19492,null,1981,null,4997,null,1182,null,3403,null,985,null,4002,null,1395,null,621,null,437,null,4369,null,1073,null,709,null,418,null,939,null,527,null,452,null,265,null,0400000US44,Rhode Island,44
30217,null,3177,null,18032,null,2185,null,5920,null,1618,null,3002,null,771,null,4824,null,1276,null,640,null,373,null,2374,null,713,null,382,null,285,null,651,null,458,null,239,null,209,null,12185,null,1951,null,2712,null,1262,null,2599,null,814,null,3776,null,1068,null,594,null,341,null,1285,null,677,null,251,null,235,null,810,null,520,null,158,null,213,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
31820,null,3653,null,19165,null,2650,null,5610,null,1495,null,4457,null,1429,null,4614,null,1375,null,445,null,276,null,2239,null,820,null,558,null,382,null,867,null,405,null,375,null,230,null,12655,null,1549,null,3808,null,819,null,2367,null,868,null,2977,null,882,null,577,null,416,null,864,null,326,null,732,null,404,null,701,null,351,null,629,null,363,null,0400000US47,Tennessee,47
1177074,null,20923,null,630534,null,13270,null,194710,null,8504,null,114926,null,7171,null,125817,null,7845,null,28224,null,3150,null,95920,null,6371,null,23697,null,3137,null,35622,null,3999,null,11618,null,2203,null,546540,null,11881,null,166278,null,6776,null,92928,null,5436,null,110047,null,5943,null,25031,null,2836,null,82456,null,5241,null,19763,null,2540,null,37130,null,3640,null,12907,null,1912,null,0400000US48,Texas,48
31092,null,3764,null,17308,null,2550,null,2220,null,792,null,3386,null,1271,null,3907,null,1241,null,691,null,368,null,3393,null,1140,null,944,null,410,null,1907,null,602,null,860,null,437,null,13784,null,1687,null,2163,null,777,null,2087,null,823,null,2619,null,813,null,784,null,447,null,3396,null,826,null,1290,null,577,null,972,null,466,null,473,null,419,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
101257,null,7570,null,56692,null,4826,null,14367,null,2807,null,8889,null,1796,null,12718,null,2526,null,1184,null,656,null,8680,null,1853,null,2002,null,794,null,6196,null,1883,null,2656,null,1033,null,44565,null,3815,null,9626,null,2086,null,5319,null,1356,null,10787,null,2299,null,1752,null,854,null,5836,null,1484,null,1924,null,802,null,6145,null,1711,null,3176,null,1107,null,0400000US51,Virginia,51
131119,null,7511,null,76708,null,5257,null,25522,null,3655,null,14274,null,2669,null,15741,null,2722,null,3285,null,1006,null,10106,null,1714,null,2644,null,954,null,3798,null,1174,null,1338,null,662,null,54411,null,3388,null,16586,null,2204,null,7738,null,1576,null,9806,null,1956,null,2262,null,902,null,9455,null,1774,null,3124,null,965,null,3571,null,967,null,1869,null,649,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
37594,null,3659,null,20635,null,2472,null,3365,null,842,null,4271,null,1069,null,4491,null,1194,null,825,null,366,null,3706,null,904,null,952,null,398,null,2306,null,768,null,719,null,387,null,16959,null,2060,null,3204,null,874,null,2980,null,1040,null,3584,null,885,null,503,null,265,null,3133,null,984,null,863,null,374,null,1676,null,613,null,1016,null,462,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
217768,null,9228,null,107043,null,6073,null,26894,null,2652,null,14492,null,2030,null,25013,null,3041,null,6254,null,1723,null,13507,null,2059,null,7725,null,1727,null,9463,null,1575,null,3695,null,949,null,110725,null,4687,null,24676,null,2468,null,13675,null,1693,null,22849,null,2521,null,3861,null,1162,null,10928,null,1905,null,11296,null,1750,null,17554,null,2407,null,5886,null,1096,null,0400000US72,Puerto Rico,72
