B17020F_001E,B17020F_001EA,B17020F_001M,B17020F_001MA,B17020F_002E,B17020F_002EA,B17020F_002M,B17020F_002MA,B17020F_003E,B17020F_003EA,B17020F_003M,B17020F_003MA,B17020F_004E,B17020F_004EA,B17020F_004M,B17020F_004MA,B17020F_005E,B17020F_005EA,B17020F_005M,B17020F_005MA,B17020F_006E,B17020F_006EA,B17020F_006M,B17020F_006MA,B17020F_007E,B17020F_007EA,B17020F_007M,B17020F_007MA,B17020F_008E,B17020F_008EA,B17020F_008M,B17020F_008MA,B17020F_009E,B17020F_009EA,B17020F_009M,B17020F_009MA,B17020F_010E,B17020F_010EA,B17020F_010M,B17020F_010MA,B17020F_011E,B17020F_011EA,B17020F_011M,B17020F_011MA,B17020F_012E,B17020F_012EA,B17020F_012M,B17020F_012MA,B17020F_013E,B17020F_013EA,B17020F_013M,B17020F_013MA,B17020F_014E,B17020F_014EA,B17020F_014M,B17020F_014MA,B17020F_015E,B17020F_015EA,B17020F_015M,B17020F_015MA,B17020F_016E,B17020F_016EA,B17020F_016M,B17020F_016MA,B17020F_017E,B17020F_017EA,B17020F_017M,B17020F_017MA,GEO_ID,NAME,state
339506,null,18683,null,91152,null,9731,null,19530,null,3484,null,3656,null,1118,null,13249,null,2408,null,6987,null,1984,null,46808,null,5728,null,539,null,465,null,383,null,383,null,248354,null,17207,null,31496,null,4113,null,4133,null,1361,null,30636,null,4331,null,23172,null,3008,null,155390,null,10846,null,2458,null,890,null,1069,null,681,null,0400000US13,Georgia,13
17124,null,3466,null,2122,null,1337,null,294,null,331,null,0,null,275,null,54,null,72,null,304,null,395,null,1354,null,720,null,64,null,95,null,52,null,86,null,15002,null,3294,null,1467,null,948,null,128,null,115,null,1434,null,1064,null,1144,null,613,null,10233,null,1992,null,239,null,206,null,357,null,182,null,0400000US15,Hawaii,15
27280,null,4131,null,4942,null,1727,null,188,null,212,null,299,null,330,null,548,null,440,null,628,null,486,null,2671,null,868,null,286,null,297,null,322,null,338,null,22338,null,3867,null,1894,null,754,null,151,null,221,null,2744,null,944,null,2796,null,799,null,14099,null,2440,null,351,null,201,null,303,null,398,null,0400000US16,Idaho,16
832204,null,29149,null,155471,null,13160,null,28549,null,4367,null,4573,null,1155,null,23042,null,3578,null,15132,null,2259,null,80200,null,7392,null,2453,null,980,null,1522,null,816,null,676733,null,25418,null,61167,null,4963,null,10912,null,1900,null,71531,null,5602,null,67563,null,5105,null,441572,null,15620,null,16290,null,2228,null,7698,null,1753,null,0400000US17,Illinois,17
132237,null,7955,null,34516,null,6011,null,6761,null,1704,null,1707,null,613,null,3825,null,1079,null,3501,null,1205,null,18236,null,3489,null,361,null,332,null,125,null,209,null,97721,null,7626,null,11365,null,1899,null,2004,null,812,null,10151,null,1668,null,9863,null,1672,null,61016,null,4664,null,2266,null,967,null,1056,null,689,null,0400000US18,Indiana,18
38135,null,4886,null,6470,null,1731,null,1309,null,723,null,139,null,183,null,465,null,300,null,394,null,220,null,4111,null,991,null,0,null,226,null,52,null,100,null,31665,null,4669,null,3928,null,1155,null,812,null,438,null,3462,null,1056,null,3671,null,1184,null,19233,null,2847,null,302,null,253,null,257,null,212,null,0400000US19,Iowa,19
68308,null,7166,null,12687,null,3322,null,1832,null,926,null,332,null,294,null,2159,null,1096,null,1895,null,778,null,6415,null,1639,null,54,null,89,null,0,null,244,null,55621,null,6425,null,5673,null,1243,null,559,null,360,null,6012,null,1400,null,5321,null,1439,null,35766,null,4254,null,1220,null,607,null,1070,null,536,null,0400000US20,Kansas,20
33305,null,3958,null,12927,null,3089,null,2706,null,1023,null,909,null,465,null,1884,null,822,null,1511,null,995,null,5917,null,1612,null,0,null,271,null,0,null,271,null,20378,null,3361,null,2671,null,931,null,981,null,561,null,2323,null,959,null,1178,null,498,null,12605,null,2210,null,414,null,375,null,206,null,264,null,0400000US21,Kentucky,21
35650,null,5367,null,6605,null,2273,null,1778,null,993,null,910,null,601,null,263,null,230,null,421,null,378,null,3052,null,1034,null,73,null,123,null,108,null,146,null,29045,null,5274,null,2493,null,1095,null,987,null,527,null,2228,null,1151,null,2311,null,872,null,19207,null,3251,null,994,null,521,null,825,null,442,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
134103,null,10851,null,19287,null,4128,null,2213,null,1111,null,620,null,366,null,1877,null,904,null,1926,null,882,null,12278,null,2622,null,307,null,251,null,66,null,114,null,114816,null,9332,null,15379,null,2338,null,2078,null,882,null,11486,null,1934,null,9434,null,1632,null,73796,null,6043,null,1935,null,873,null,708,null,448,null,0400000US24,Maryland,24
249964,null,15049,null,80845,null,8231,null,11621,null,2094,null,2356,null,911,null,10903,null,1869,null,12071,null,2511,null,39560,null,4785,null,3173,null,954,null,1161,null,577,null,169119,null,12907,null,13931,null,2439,null,2514,null,844,null,16762,null,2984,null,15701,null,2589,null,114346,null,8603,null,4615,null,1251,null,1250,null,764,null,0400000US25,Massachusetts,25
139450,null,9967,null,45405,null,7207,null,5542,null,1438,null,1698,null,839,null,6112,null,1648,null,4941,null,1297,null,26322,null,4640,null,279,null,204,null,511,null,435,null,94045,null,7728,null,8444,null,1688,null,1186,null,563,null,8830,null,1692,null,9400,null,1315,null,63062,null,5231,null,2012,null,707,null,1111,null,572,null,0400000US26,Michigan,26
54134,null,5947,null,9270,null,2752,null,1260,null,788,null,302,null,379,null,1244,null,479,null,1489,null,789,null,4687,null,1367,null,238,null,217,null,50,null,79,null,44864,null,5619,null,5394,null,1668,null,509,null,313,null,5195,null,1225,null,3495,null,935,null,29279,null,3355,null,761,null,493,null,231,null,247,null,0400000US27,Minnesota,27
18238,null,3562,null,5644,null,2321,null,848,null,556,null,122,null,174,null,749,null,556,null,350,null,315,null,3570,null,1323,null,5,null,10,null,0,null,287,null,12594,null,2690,null,1222,null,758,null,82,null,109,null,1091,null,581,null,646,null,441,null,9365,null,2052,null,53,null,80,null,135,null,264,null,0400000US28,Mississippi,28
49103,null,6064,null,11010,null,3844,null,2258,null,1246,null,233,null,325,null,1366,null,780,null,1105,null,711,null,5624,null,1904,null,217,null,246,null,207,null,242,null,38093,null,5287,null,3621,null,1006,null,818,null,444,null,5543,null,1819,null,3765,null,1514,null,23298,null,2812,null,397,null,289,null,651,null,504,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
45437,null,4837,null,10157,null,2961,null,2570,null,998,null,248,null,307,null,1548,null,892,null,1375,null,913,null,4258,null,1211,null,61,null,110,null,97,null,136,null,35280,null,4568,null,3190,null,1086,null,965,null,548,null,4258,null,1136,null,3139,null,1037,null,22411,null,2741,null,936,null,671,null,381,null,343,null,0400000US31,Nebraska,31
111419,null,10514,null,15421,null,3689,null,2056,null,951,null,882,null,778,null,2063,null,1047,null,1518,null,593,null,8685,null,1938,null,114,null,132,null,103,null,169,null,95998,null,9805,null,8760,null,2126,null,1549,null,678,null,8324,null,2039,null,11600,null,2342,null,62445,null,6254,null,2114,null,900,null,1206,null,741,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
499450,null,16250,null,102354,null,9738,null,15475,null,2708,null,2838,null,946,null,12737,null,2361,null,12911,null,2208,null,53260,null,5215,null,2713,null,1033,null,2420,null,946,null,397096,null,16010,null,36222,null,3836,null,5652,null,1463,null,34661,null,3771,null,35166,null,3490,null,269178,null,11303,null,10823,null,2562,null,5394,null,1245,null,0400000US34,New Jersey,34
203654,null,11228,null,43442,null,5273,null,7723,null,1985,null,1166,null,623,null,5948,null,1739,null,2933,null,956,null,22287,null,2769,null,2264,null,768,null,1121,null,434,null,160212,null,11184,null,12365,null,2565,null,1530,null,700,null,12026,null,1970,null,14424,null,2450,null,107452,null,7083,null,6693,null,1257,null,5722,null,1335,null,0400000US35,New Mexico,35
1437312,null,34707,null,386742,null,16877,null,41186,null,3748,null,8223,null,1729,null,51559,null,4966,null,50861,null,4585,null,206491,null,9396,null,15992,null,2022,null,12430,null,1880,null,1050570,null,28289,null,76039,null,5676,null,11643,null,2188,null,81831,null,5784,null,91980,null,5375,null,733424,null,19454,null,35239,null,2898,null,20414,null,2750,null,0400000US36,New York,36
336648,null,14578,null,114084,null,12223,null,21759,null,2890,null,2227,null,943,null,19534,null,3689,null,9948,null,2323,null,60052,null,6730,null,521,null,423,null,43,null,76,null,222564,null,14091,null,28407,null,3441,null,5246,null,1455,null,24321,null,3336,null,20175,null,3076,null,142002,null,8637,null,1499,null,777,null,914,null,653,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
70086,null,6623,null,20572,null,4225,null,3744,null,1591,null,350,null,355,null,3848,null,1094,null,1755,null,690,null,10302,null,2468,null,296,null,261,null,277,null,215,null,49514,null,5172,null,3834,null,977,null,1053,null,481,null,4971,null,1316,null,6002,null,1434,null,31794,null,3351,null,1283,null,465,null,577,null,377,null,0400000US39,Ohio,39
76441,null,7052,null,24758,null,5065,null,5016,null,1643,null,384,null,367,null,4854,null,1681,null,3585,null,1330,null,9932,null,1800,null,681,null,359,null,306,null,217,null,51683,null,6220,null,4504,null,1145,null,952,null,377,null,6211,null,1445,null,5280,null,1110,null,32847,null,4302,null,1257,null,521,null,632,null,367,null,0400000US40,Oklahoma,40
100191,null,8674,null,19587,null,4794,null,2660,null,1152,null,0,null,275,null,3123,null,1307,null,2274,null,1014,null,10974,null,2373,null,397,null,389,null,159,null,261,null,80604,null,8596,null,7232,null,1995,null,1592,null,673,null,8368,null,1810,null,11930,null,2141,null,50286,null,5015,null,654,null,358,null,542,null,498,null,0400000US41,Oregon,41
222315,null,11445,null,74233,null,8328,null,10561,null,2097,null,2339,null,922,null,9904,null,2116,null,10034,null,2252,null,38486,null,4596,null,2134,null,693,null,775,null,529,null,148082,null,11473,null,15424,null,2546,null,1936,null,750,null,12760,null,2453,null,16280,null,2479,null,96708,null,7143,null,3470,null,754,null,1504,null,675,null,0400000US42,Pennsylvania,42
62497,null,6062,null,21217,null,4020,null,3304,null,1219,null,227,null,241,null,3117,null,1254,null,3401,null,1062,null,10159,null,1955,null,444,null,351,null,565,null,522,null,41280,null,5362,null,3643,null,1063,null,637,null,440,null,3735,null,1191,null,4560,null,1167,null,26879,null,3963,null,1445,null,723,null,381,null,319,null,0400000US44,Rhode Island,44
60786,null,6504,null,15623,null,4258,null,3802,null,1616,null,1064,null,622,null,2009,null,1190,null,1252,null,713,null,7011,null,1776,null,485,null,488,null,0,null,287,null,45163,null,5404,null,6838,null,1642,null,1280,null,772,null,4993,null,1503,null,3676,null,1176,null,28104,null,3165,null,101,null,137,null,171,null,142,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
64647,null,7087,null,21576,null,4814,null,4853,null,1948,null,1082,null,453,null,3113,null,995,null,2137,null,693,null,10149,null,2175,null,0,null,281,null,242,null,301,null,43071,null,5694,null,7871,null,1743,null,700,null,376,null,4365,null,1357,null,3312,null,987,null,26346,null,3722,null,361,null,310,null,116,null,197,null,0400000US47,Tennessee,47
2072994,null,38394,null,483836,null,25702,null,75567,null,7018,null,13693,null,1915,null,67455,null,6281,null,55266,null,5344,null,250909,null,12273,null,11563,null,1979,null,9383,null,1771,null,1589158,null,32049,null,150282,null,8007,null,27088,null,2543,null,149219,null,7435,null,153401,null,7504,null,1045673,null,21689,null,38933,null,3322,null,24562,null,2301,null,0400000US48,Texas,48
55157,null,6257,null,6009,null,1689,null,634,null,415,null,0,null,263,null,688,null,371,null,556,null,271,null,4076,null,1238,null,0,null,263,null,55,null,93,null,49148,null,6109,null,5624,null,1608,null,1609,null,828,null,4665,null,1123,null,5375,null,1340,null,30212,null,4024,null,927,null,477,null,736,null,426,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
174180,null,13080,null,26243,null,4778,null,4884,null,2044,null,124,null,161,null,3211,null,1391,null,1632,null,762,null,16164,null,2765,null,167,null,199,null,61,null,100,null,147937,null,11559,null,15156,null,3309,null,2199,null,901,null,12528,null,2335,null,13479,null,2403,null,102330,null,7160,null,1544,null,816,null,701,null,542,null,0400000US51,Virginia,51
255160,null,13139,null,65444,null,6621,null,12360,null,2005,null,1299,null,697,null,8374,null,1851,null,9093,null,1885,null,32880,null,3670,null,916,null,553,null,522,null,493,null,189716,null,11636,null,20237,null,2589,null,2031,null,680,null,25216,null,2853,null,19418,null,2613,null,119102,null,7256,null,2809,null,1364,null,903,null,432,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
72245,null,6443,null,13906,null,3183,null,2121,null,761,null,301,null,254,null,2139,null,824,null,1489,null,604,null,7721,null,1548,null,135,null,139,null,0,null,216,null,58339,null,5239,null,6270,null,1157,null,1687,null,664,null,7024,null,1424,null,6250,null,1178,null,36377,null,3370,null,417,null,267,null,314,null,228,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
339760,null,12483,null,179802,null,11899,null,13987,null,1883,null,2456,null,834,null,21053,null,2709,null,23234,null,2813,null,101783,null,8331,null,8781,null,1415,null,8508,null,1339,null,159958,null,9515,null,6946,null,1915,null,1405,null,557,null,11569,null,2111,null,11791,null,2095,null,112064,null,6835,null,10176,null,1696,null,6007,null,1108,null,0400000US72,Puerto Rico,72
