B19001D_001E,B19001D_001EA,B19001D_001M,B19001D_001MA,B19001D_002E,B19001D_002EA,B19001D_002M,B19001D_002MA,B19001D_003E,B19001D_003EA,B19001D_003M,B19001D_003MA,B19001D_004E,B19001D_004EA,B19001D_004M,B19001D_004MA,B19001D_005E,B19001D_005EA,B19001D_005M,B19001D_005MA,B19001D_006E,B19001D_006EA,B19001D_006M,B19001D_006MA,B19001D_007E,B19001D_007EA,B19001D_007M,B19001D_007MA,B19001D_008E,B19001D_008EA,B19001D_008M,B19001D_008MA,B19001D_009E,B19001D_009EA,B19001D_009M,B19001D_009MA,B19001D_010E,B19001D_010EA,B19001D_010M,B19001D_010MA,B19001D_011E,B19001D_011EA,B19001D_011M,B19001D_011MA,B19001D_012E,B19001D_012EA,B19001D_012M,B19001D_012MA,B19001D_013E,B19001D_013EA,B19001D_013M,B19001D_013MA,B19001D_014E,B19001D_014EA,B19001D_014M,B19001D_014MA,B19001D_015E,B19001D_015EA,B19001D_015M,B19001D_015MA,B19001D_016E,B19001D_016EA,B19001D_016M,B19001D_016MA,B19001D_017E,B19001D_017EA,B19001D_017M,B19001D_017MA,GEO_ID,NAME,state
80945,null,3187,null,5348,null,1203,null,2460,null,880,null,3499,null,883,null,3781,null,1104,null,3263,null,849,null,3824,null,1167,null,3587,null,1115,null,3828,null,1023,null,2945,null,844,null,5994,null,1274,null,9145,null,1525,null,9511,null,1480,null,7273,null,1268,null,4698,null,1204,null,5897,null,998,null,5892,null,1466,null,0400000US13,Georgia,13
177715,null,4170,null,9942,null,1588,null,6915,null,1221,null,6512,null,1233,null,6094,null,1432,null,6660,null,1157,null,7133,null,1267,null,6191,null,1122,null,8458,null,1371,null,7437,null,1294,null,13359,null,1815,null,18031,null,2056,null,25689,null,2346,null,19831,null,1952,null,12714,null,1627,null,12992,null,1656,null,9757,null,1321,null,0400000US15,Hawaii,15
5311,null,712,null,510,null,390,null,463,null,335,null,28,null,51,null,249,null,297,null,387,null,295,null,178,null,178,null,451,null,291,null,103,null,137,null,289,null,184,null,303,null,218,null,804,null,396,null,519,null,335,null,487,null,353,null,83,null,134,null,457,null,403,null,0,null,259,null,0400000US16,Idaho,16
185021,null,4391,null,12376,null,1770,null,4571,null,1096,null,5441,null,990,null,6035,null,1565,null,5628,null,1345,null,8142,null,1590,null,7468,null,1569,null,6687,null,1525,null,6797,null,1498,null,11010,null,1626,null,18701,null,2103,null,29420,null,2800,null,20202,null,2329,null,12985,null,1804,null,14395,null,1537,null,15163,null,1809,null,0400000US17,Illinois,17
27389,null,1777,null,4671,null,1256,null,1327,null,593,null,1638,null,565,null,1073,null,378,null,884,null,515,null,1574,null,657,null,1169,null,543,null,1056,null,664,null,844,null,404,null,1863,null,641,null,1887,null,598,null,2577,null,627,null,2590,null,732,null,1496,null,648,null,942,null,435,null,1798,null,697,null,0400000US18,Indiana,18
14487,null,1492,null,882,null,363,null,686,null,409,null,1604,null,677,null,447,null,287,null,251,null,197,null,650,null,519,null,295,null,225,null,1150,null,564,null,961,null,445,null,1298,null,532,null,2193,null,828,null,1820,null,564,null,560,null,324,null,893,null,550,null,436,null,265,null,361,null,253,null,0400000US19,Iowa,19
20669,null,1215,null,2618,null,742,null,619,null,310,null,1015,null,428,null,1185,null,588,null,380,null,299,null,615,null,348,null,798,null,334,null,1160,null,647,null,662,null,485,null,996,null,414,null,2206,null,776,null,3294,null,913,null,1969,null,664,null,663,null,356,null,1455,null,573,null,1034,null,464,null,0400000US20,Kansas,20
13471,null,1201,null,1091,null,541,null,262,null,174,null,50,null,87,null,760,null,563,null,1143,null,713,null,567,null,450,null,418,null,325,null,575,null,343,null,541,null,299,null,1057,null,558,null,1687,null,569,null,1608,null,492,null,1073,null,461,null,556,null,365,null,728,null,339,null,1355,null,576,null,0400000US21,Kentucky,21
18661,null,1607,null,2059,null,835,null,861,null,448,null,357,null,277,null,947,null,555,null,779,null,430,null,900,null,532,null,824,null,461,null,1495,null,647,null,1711,null,700,null,2004,null,645,null,1925,null,707,null,1813,null,621,null,903,null,377,null,850,null,470,null,637,null,340,null,596,null,298,null,0400000US22,Louisiana,22
3679,null,712,null,782,null,530,null,85,null,97,null,294,null,226,null,115,null,112,null,84,null,86,null,89,null,70,null,32,null,57,null,251,null,226,null,141,null,164,null,455,null,377,null,181,null,155,null,360,null,238,null,358,null,315,null,150,null,187,null,98,null,155,null,204,null,225,null,0400000US23,Maine,23
90856,null,2556,null,3214,null,912,null,2006,null,730,null,1783,null,781,null,1877,null,572,null,3208,null,1000,null,3069,null,915,null,2646,null,855,null,3753,null,989,null,3372,null,950,null,5406,null,1130,null,8516,null,1336,null,14850,null,2060,null,11069,null,1381,null,6754,null,1198,null,10416,null,1446,null,8917,null,1194,null,0400000US24,Maryland,24
102694,null,2801,null,8963,null,1616,null,4609,null,1169,null,1951,null,810,null,4460,null,1229,null,3343,null,1032,null,3343,null,1048,null,2853,null,815,null,4259,null,1025,null,2604,null,820,null,6326,null,1192,null,9450,null,1673,null,13310,null,1767,null,11640,null,1647,null,8117,null,1452,null,9662,null,1228,null,7804,null,1194,null,0400000US25,Massachusetts,25
75400,null,2524,null,6711,null,1383,null,3261,null,990,null,2436,null,639,null,2840,null,900,null,2480,null,681,null,1993,null,644,null,1379,null,472,null,2656,null,857,null,3165,null,901,null,5147,null,1162,null,7644,null,1172,null,12000,null,1562,null,7639,null,1175,null,4354,null,870,null,6426,null,1165,null,5269,null,968,null,0400000US26,Michigan,26
52496,null,2097,null,3660,null,927,null,3093,null,921,null,1439,null,490,null,2169,null,590,null,2261,null,920,null,1945,null,525,null,1745,null,899,null,2711,null,900,null,1159,null,386,null,4356,null,1034,null,6025,null,1137,null,9772,null,1404,null,4912,null,888,null,1980,null,659,null,2481,null,666,null,2788,null,739,null,0400000US27,Minnesota,27
6430,null,1025,null,171,null,188,null,521,null,396,null,369,null,335,null,605,null,447,null,282,null,240,null,637,null,427,null,324,null,380,null,427,null,316,null,338,null,327,null,287,null,250,null,661,null,446,null,729,null,355,null,564,null,372,null,266,null,238,null,118,null,140,null,131,null,139,null,0400000US28,Mississippi,28
28248,null,1301,null,2595,null,823,null,848,null,430,null,851,null,417,null,1830,null,673,null,1521,null,586,null,1033,null,486,null,1386,null,583,null,1064,null,451,null,1492,null,639,null,2620,null,835,null,3246,null,743,null,2951,null,721,null,2159,null,806,null,994,null,418,null,1313,null,435,null,2345,null,715,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
8585,null,1164,null,1372,null,643,null,133,null,104,null,268,null,252,null,431,null,288,null,762,null,521,null,172,null,214,null,404,null,337,null,448,null,293,null,54,null,74,null,1475,null,885,null,293,null,210,null,1196,null,454,null,930,null,440,null,320,null,246,null,193,null,158,null,134,null,174,null,0400000US31,Nebraska,31
51780,null,2335,null,2099,null,711,null,1549,null,654,null,1464,null,686,null,2714,null,954,null,2228,null,868,null,1748,null,646,null,2527,null,731,null,2713,null,854,null,1648,null,759,null,4710,null,919,null,6987,null,1060,null,7732,null,1384,null,6057,null,1124,null,3959,null,949,null,1803,null,570,null,1842,null,562,null,0400000US32,Nevada,32
7643,null,1177,null,293,null,256,null,185,null,237,null,328,null,404,null,501,null,500,null,123,null,208,null,191,null,167,null,209,null,218,null,281,null,280,null,128,null,144,null,989,null,534,null,713,null,410,null,701,null,390,null,991,null,624,null,768,null,454,null,835,null,420,null,407,null,306,null,0400000US33,New Hampshire,33
211970,null,3926,null,8225,null,1449,null,3518,null,1069,null,3234,null,781,null,4344,null,1042,null,5072,null,1139,null,5774,null,1235,null,5512,null,1242,null,6422,null,1504,null,4750,null,1060,null,12016,null,1905,null,17657,null,2226,null,31247,null,2512,null,30342,null,2827,null,18319,null,1977,null,25617,null,2299,null,29921,null,2322,null,0400000US34,New Jersey,34
8356,null,958,null,538,null,439,null,505,null,378,null,178,null,219,null,173,null,167,null,617,null,396,null,373,null,317,null,541,null,323,null,543,null,350,null,321,null,280,null,671,null,473,null,765,null,469,null,1293,null,523,null,797,null,489,null,161,null,167,null,380,null,255,null,500,null,318,null,0400000US35,New Mexico,35
415234,null,5714,null,33778,null,3287,null,19959,null,2507,null,18137,null,2097,null,19222,null,2246,null,16766,null,1929,null,17337,null,2409,null,17460,null,2002,null,15362,null,1796,null,13492,null,2150,null,28348,null,2539,null,36739,null,3113,null,51043,null,3540,null,41903,null,3368,null,22977,null,2503,null,28305,null,2257,null,34406,null,2997,null,0400000US36,New York,36
51106,null,2200,null,1981,null,714,null,1757,null,589,null,2641,null,1009,null,2537,null,830,null,2304,null,796,null,2743,null,827,null,2757,null,882,null,1502,null,619,null,1725,null,634,null,4476,null,1229,null,6453,null,1393,null,5745,null,1101,null,5362,null,1360,null,2097,null,668,null,4258,null,1201,null,2768,null,817,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
60722,null,2063,null,5660,null,1238,null,2760,null,1017,null,1267,null,571,null,2263,null,740,null,2092,null,864,null,1874,null,685,null,1795,null,581,null,2538,null,844,null,2344,null,731,null,4578,null,1155,null,7888,null,1334,null,7489,null,1495,null,5876,null,1144,null,4242,null,956,null,4125,null,918,null,3931,null,904,null,0400000US39,Ohio,39
21480,null,1662,null,3691,null,1165,null,968,null,488,null,427,null,309,null,1230,null,604,null,1185,null,515,null,919,null,443,null,746,null,412,null,1470,null,709,null,931,null,550,null,1650,null,726,null,2320,null,642,null,1716,null,634,null,1819,null,701,null,916,null,455,null,506,null,357,null,986,null,440,null,0400000US40,Oklahoma,40
44506,null,2578,null,3988,null,1066,null,1927,null,783,null,2390,null,985,null,2076,null,759,null,1304,null,531,null,1859,null,793,null,2217,null,702,null,1552,null,517,null,1263,null,657,null,4132,null,1046,null,3710,null,867,null,6417,null,1121,null,4200,null,989,null,2855,null,800,null,2048,null,679,null,2568,null,747,null,0400000US41,Oregon,41
97509,null,2744,null,8573,null,1385,null,5273,null,1093,null,4537,null,1063,null,4608,null,1184,null,3380,null,824,null,3532,null,1167,null,2915,null,778,null,4421,null,850,null,3626,null,961,null,7681,null,1363,null,9338,null,1382,null,11902,null,1287,null,8436,null,1550,null,6165,null,1257,null,5872,null,1096,null,7250,null,1109,null,0400000US42,Pennsylvania,42
8747,null,992,null,1018,null,464,null,717,null,531,null,41,null,71,null,568,null,493,null,0,null,287,null,156,null,178,null,744,null,506,null,638,null,528,null,175,null,199,null,711,null,442,null,1066,null,561,null,1510,null,709,null,678,null,422,null,269,null,217,null,267,null,195,null,189,null,140,null,0400000US44,Rhode Island,44
15771,null,1496,null,676,null,384,null,749,null,545,null,1296,null,595,null,701,null,443,null,441,null,354,null,1038,null,517,null,673,null,453,null,1066,null,605,null,894,null,460,null,926,null,497,null,1539,null,618,null,1662,null,647,null,1272,null,523,null,757,null,377,null,916,null,454,null,1165,null,434,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
24801,null,1822,null,904,null,444,null,1050,null,574,null,683,null,324,null,814,null,435,null,1088,null,710,null,1318,null,603,null,1406,null,681,null,1436,null,664,null,306,null,203,null,1724,null,759,null,2980,null,911,null,3451,null,915,null,2171,null,569,null,1244,null,468,null,1900,null,555,null,2326,null,718,null,0400000US47,Tennessee,47
265607,null,4551,null,20675,null,2215,null,8733,null,1613,null,8245,null,1536,null,11974,null,1698,null,10035,null,1824,null,9632,null,1452,null,10993,null,1633,null,10642,null,1606,null,9543,null,1836,null,17393,null,1988,null,29356,null,2500,null,35629,null,3080,null,26928,null,2464,null,18051,null,1928,null,20241,null,2229,null,17537,null,2055,null,0400000US48,Texas,48
15315,null,1271,null,906,null,419,null,462,null,335,null,414,null,272,null,644,null,408,null,492,null,345,null,570,null,344,null,586,null,365,null,431,null,237,null,322,null,241,null,1936,null,674,null,2193,null,580,null,2267,null,635,null,2051,null,689,null,579,null,276,null,776,null,404,null,686,null,334,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
120797,null,3000,null,5186,null,1232,null,2371,null,715,null,2573,null,707,null,4039,null,1112,null,2277,null,741,null,2817,null,863,null,3881,null,1136,null,6195,null,1257,null,3549,null,1172,null,8225,null,1571,null,11549,null,1688,null,19126,null,1970,null,13986,null,1869,null,9262,null,1632,null,13703,null,1561,null,12058,null,1665,null,0400000US51,Virginia,51
146006,null,4082,null,11282,null,1694,null,5147,null,1121,null,4307,null,1042,null,4258,null,1105,null,5977,null,1272,null,5527,null,1135,null,5458,null,1141,null,5086,null,1184,null,5772,null,1254,null,11602,null,1604,null,16092,null,1936,null,24665,null,2501,null,15021,null,1693,null,9336,null,1398,null,9353,null,1426,null,7123,null,1046,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
31494,null,1717,null,3111,null,879,null,1247,null,597,null,985,null,524,null,1569,null,593,null,897,null,454,null,1704,null,721,null,1443,null,635,null,1678,null,487,null,1124,null,550,null,2871,null,810,null,4092,null,1000,null,3479,null,746,null,3113,null,759,null,1275,null,465,null,1539,null,528,null,1367,null,632,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
