C17010D_001E,C17010D_001EA,C17010D_001M,C17010D_001MA,C17010D_002E,C17010D_002EA,C17010D_002M,C17010D_002MA,C17010D_003E,C17010D_003EA,C17010D_003M,C17010D_003MA,C17010D_004E,C17010D_004EA,C17010D_004M,C17010D_004MA,C17010D_005E,C17010D_005EA,C17010D_005M,C17010D_005MA,C17010D_006E,C17010D_006EA,C17010D_006M,C17010D_006MA,C17010D_007E,C17010D_007EA,C17010D_007M,C17010D_007MA,C17010D_008E,C17010D_008EA,C17010D_008M,C17010D_008MA,C17010D_009E,C17010D_009EA,C17010D_009M,C17010D_009MA,C17010D_010E,C17010D_010EA,C17010D_010M,C17010D_010MA,C17010D_011E,C17010D_011EA,C17010D_011M,C17010D_011MA,C17010D_012E,C17010D_012EA,C17010D_012M,C17010D_012MA,C17010D_013E,C17010D_013EA,C17010D_013M,C17010D_013MA,C17010D_014E,C17010D_014EA,C17010D_014M,C17010D_014MA,C17010D_015E,C17010D_015EA,C17010D_015M,C17010D_015MA,C17010D_016E,C17010D_016EA,C17010D_016M,C17010D_016MA,C17010D_017E,C17010D_017EA,C17010D_017M,C17010D_017MA,GEO_ID,NAME,state
56590,null,2192,null,4928,null,1152,null,3835,null,1017,null,2228,null,787,null,1093,null,509,null,159,null,138,null,111,null,119,null,934,null,485,null,715,null,468,null,51662,null,2064,null,45641,null,2243,null,28337,null,1911,null,6021,null,1382,null,2187,null,908,null,996,null,418,null,3834,null,1005,null,2540,null,775,null,0400000US26,Michigan,26
40071,null,1969,null,4934,null,1244,null,3026,null,969,null,2603,null,862,null,1908,null,711,null,290,null,233,null,195,null,185,null,1618,null,679,null,1464,null,630,null,35137,null,1874,null,29113,null,1706,null,19877,null,1526,null,6024,null,1195,null,2909,null,870,null,2214,null,822,null,3115,null,696,null,2000,null,571,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
19588,null,1293,null,1684,null,699,null,868,null,508,null,523,null,409,null,816,null,467,null,45,null,55,null,17,null,34,null,771,null,471,null,718,null,454,null,17904,null,1353,null,15471,null,1296,null,8736,null,1188,null,2433,null,741,null,907,null,492,null,697,null,473,null,1526,null,563,null,991,null,399,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
37334,null,2234,null,1950,null,768,null,889,null,418,null,348,null,252,null,1061,null,626,null,55,null,89,null,55,null,89,null,1006,null,621,null,636,null,466,null,35384,null,2151,null,27892,null,2110,null,15394,null,1805,null,7492,null,1387,null,2638,null,799,null,1524,null,565,null,4854,null,1091,null,2896,null,840,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
175532,null,3406,null,8332,null,1385,null,5563,null,1107,null,3191,null,852,null,2769,null,1047,null,398,null,353,null,41,null,72,null,2371,null,988,null,1738,null,861,null,167200,null,3557,null,149988,null,3250,null,90607,null,3494,null,17212,null,2060,null,6231,null,1409,null,2303,null,978,null,10981,null,1430,null,5808,null,1162,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
303661,null,5548,null,37770,null,3079,null,28491,null,2369,null,17673,null,1599,null,9279,null,1823,null,2509,null,946,null,1341,null,740,null,6770,null,1440,null,4845,null,1215,null,265891,null,5212,null,220082,null,4544,null,118507,null,3869,null,45809,null,3826,null,17533,null,2163,null,5983,null,1126,null,28276,null,2591,null,11870,null,1474,null,0400000US36,New York,36
39813,null,1823,null,3188,null,891,null,2493,null,799,null,2250,null,788,null,695,null,394,null,152,null,154,null,76,null,95,null,543,null,374,null,543,null,374,null,36625,null,2036,null,32264,null,2063,null,19882,null,1860,null,4361,null,875,null,1300,null,599,null,596,null,506,null,3061,null,727,null,1993,null,600,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43988,null,2206,null,3797,null,1070,null,2533,null,960,null,1466,null,760,null,1264,null,534,null,25,null,45,null,25,null,45,null,1239,null,539,null,920,null,445,null,40191,null,2154,null,36758,null,2200,null,22031,null,1777,null,3433,null,923,null,1414,null,583,null,698,null,394,null,2019,null,693,null,1228,null,569,null,0400000US39,Ohio,39
15154,null,1203,null,2215,null,775,null,1352,null,574,null,624,null,381,null,863,null,535,null,255,null,184,null,66,null,116,null,608,null,472,null,608,null,472,null,12939,null,1187,null,10465,null,1041,null,6488,null,943,null,2474,null,736,null,954,null,598,null,326,null,310,null,1520,null,627,null,591,null,386,null,0400000US40,Oklahoma,40
30427,null,1974,null,3012,null,935,null,1281,null,693,null,995,null,646,null,1731,null,692,null,404,null,346,null,91,null,152,null,1327,null,615,null,961,null,504,null,27415,null,1842,null,23074,null,1586,null,14670,null,1487,null,4341,null,1005,null,1875,null,735,null,753,null,553,null,2466,null,762,null,1613,null,674,null,0400000US41,Oregon,41
69927,null,2519,null,7318,null,1201,null,5392,null,1038,null,3040,null,799,null,1926,null,725,null,497,null,369,null,245,null,245,null,1429,null,556,null,974,null,471,null,62609,null,2446,null,52252,null,2577,null,29316,null,1978,null,10357,null,1752,null,4602,null,1075,null,1671,null,645,null,5755,null,1275,null,3157,null,1076,null,0400000US42,Pennsylvania,42
6627,null,946,null,702,null,525,null,392,null,371,null,0,null,287,null,310,null,364,null,166,null,268,null,166,null,268,null,144,null,226,null,0,null,287,null,5925,null,921,null,4795,null,854,null,2999,null,682,null,1130,null,569,null,484,null,331,null,304,null,313,null,646,null,496,null,477,null,486,null,0400000US44,Rhode Island,44
10959,null,1316,null,772,null,509,null,248,null,218,null,113,null,141,null,524,null,467,null,116,null,172,null,116,null,172,null,408,null,445,null,408,null,445,null,10187,null,1260,null,8742,null,1165,null,4936,null,864,null,1445,null,603,null,573,null,362,null,218,null,164,null,872,null,533,null,570,null,402,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
18211,null,1171,null,1074,null,484,null,596,null,411,null,571,null,410,null,478,null,314,null,53,null,95,null,53,null,95,null,425,null,298,null,130,null,194,null,17137,null,1171,null,15702,null,1153,null,9012,null,1168,null,1435,null,518,null,661,null,343,null,337,null,220,null,774,null,421,null,464,null,266,null,0400000US47,Tennessee,47
202429,null,4173,null,17613,null,1908,null,10792,null,1657,null,6133,null,1345,null,6821,null,1157,null,901,null,458,null,476,null,373,null,5920,null,1077,null,4539,null,1142,null,184816,null,4455,null,159340,null,4555,null,99837,null,4457,null,25476,null,2768,null,9215,null,1600,null,3404,null,1096,null,16261,null,1893,null,11161,null,1840,null,0400000US48,Texas,48
11682,null,1119,null,988,null,501,null,639,null,402,null,270,null,223,null,349,null,284,null,68,null,97,null,0,null,263,null,281,null,271,null,201,null,251,null,10694,null,1143,null,8794,null,1036,null,5546,null,700,null,1900,null,744,null,848,null,482,null,241,null,262,null,1052,null,477,null,708,null,410,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
92695,null,2729,null,4849,null,1324,null,3227,null,1064,null,2409,null,917,null,1622,null,744,null,351,null,352,null,90,null,148,null,1271,null,640,null,1077,null,656,null,87846,null,2862,null,74958,null,2687,null,44293,null,2617,null,12888,null,1667,null,4813,null,1049,null,1315,null,468,null,8075,null,1396,null,4535,null,1080,null,0400000US51,Virginia,51
103040,null,3262,null,6773,null,1271,null,3667,null,912,null,1901,null,717,null,3106,null,894,null,434,null,279,null,136,null,198,null,2672,null,858,null,1945,null,703,null,96267,null,3099,null,78920,null,3002,null,42403,null,2576,null,17347,null,2325,null,5820,null,1317,null,2669,null,883,null,11527,null,1820,null,6174,null,1299,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
22287,null,1400,null,2473,null,697,null,1422,null,562,null,1011,null,465,null,1051,null,480,null,16,null,27,null,16,null,27,null,1035,null,478,null,807,null,410,null,19814,null,1178,null,15822,null,1232,null,12546,null,1334,null,3992,null,1073,null,2144,null,852,null,1273,null,663,null,1848,null,647,null,1207,null,471,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
2942,null,769,null,1625,null,584,null,152,null,153,null,70,null,114,null,1473,null,570,null,152,null,178,null,152,null,178,null,1321,null,540,null,900,null,450,null,1317,null,493,null,855,null,377,null,624,null,342,null,462,null,313,null,57,null,92,null,57,null,92,null,405,null,298,null,232,null,250,null,0400000US72,Puerto Rico,72
