B07404E_001E,B07404E_001EA,B07404E_001M,B07404E_001MA,B07404E_002E,B07404E_002EA,B07404E_002M,B07404E_002MA,B07404E_003E,B07404E_003EA,B07404E_003M,B07404E_003MA,B07404E_004E,B07404E_004EA,B07404E_004M,B07404E_004MA,B07404E_005E,B07404E_005EA,B07404E_005M,B07404E_005MA,GEO_ID,NAME,state
3807,null,1347,null,3127,null,1352,null,343,null,374,null,152,null,154,null,185,null,162,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US40,Oklahoma,40
8516,null,1380,null,6832,null,1220,null,1431,null,734,null,206,null,210,null,47,null,91,null,0400000US41,Oregon,41
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
17297,null,2582,null,14514,null,2067,null,1355,null,1057,null,585,null,510,null,843,null,560,null,0400000US48,Texas,48
19005,null,2050,null,15995,null,1745,null,1464,null,897,null,1163,null,866,null,383,null,336,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
26976,null,2207,null,21435,null,2519,null,4594,null,1677,null,364,null,359,null,583,null,595,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
