B19101C_001E,B19101C_001EA,B19101C_001M,B19101C_001MA,B19101C_002E,B19101C_002EA,B19101C_002M,B19101C_002MA,B19101C_003E,B19101C_003EA,B19101C_003M,B19101C_003MA,B19101C_004E,B19101C_004EA,B19101C_004M,B19101C_004MA,B19101C_005E,B19101C_005EA,B19101C_005M,B19101C_005MA,B19101C_006E,B19101C_006EA,B19101C_006M,B19101C_006MA,B19101C_007E,B19101C_007EA,B19101C_007M,B19101C_007MA,B19101C_008E,B19101C_008EA,B19101C_008M,B19101C_008MA,B19101C_009E,B19101C_009EA,B19101C_009M,B19101C_009MA,B19101C_010E,B19101C_010EA,B19101C_010M,B19101C_010MA,B19101C_011E,B19101C_011EA,B19101C_011M,B19101C_011MA,B19101C_012E,B19101C_012EA,B19101C_012M,B19101C_012MA,B19101C_013E,B19101C_013EA,B19101C_013M,B19101C_013MA,B19101C_014E,B19101C_014EA,B19101C_014M,B19101C_014MA,B19101C_015E,B19101C_015EA,B19101C_015M,B19101C_015MA,B19101C_016E,B19101C_016EA,B19101C_016M,B19101C_016MA,B19101C_017E,B19101C_017EA,B19101C_017M,B19101C_017MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
3780,null,812,null,448,null,306,null,326,null,266,null,66,null,72,null,238,null,255,null,181,null,160,null,344,null,297,null,52,null,71,null,124,null,157,null,210,null,176,null,527,null,408,null,527,null,339,null,354,null,268,null,250,null,216,null,94,null,133,null,39,null,49,null,0,null,259,null,0400000US16,Idaho,16
6061,null,1147,null,327,null,223,null,201,null,189,null,174,null,230,null,280,null,225,null,580,null,350,null,328,null,209,null,221,null,209,null,551,null,353,null,197,null,194,null,729,null,424,null,875,null,459,null,606,null,310,null,370,null,263,null,155,null,130,null,238,null,199,null,229,null,238,null,0400000US17,Illinois,17
4135,null,930,null,392,null,259,null,217,null,168,null,426,null,312,null,492,null,407,null,89,null,157,null,364,null,311,null,572,null,357,null,255,null,213,null,78,null,87,null,153,null,145,null,338,null,243,null,487,null,298,null,211,null,208,null,61,null,100,null,0,null,265,null,0,null,265,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
4765,null,1044,null,719,null,425,null,153,null,130,null,170,null,141,null,578,null,507,null,35,null,121,null,442,null,338,null,296,null,203,null,81,null,74,null,368,null,295,null,466,null,235,null,355,null,196,null,706,null,358,null,302,null,177,null,31,null,49,null,0,null,244,null,63,null,75,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
6691,null,1102,null,721,null,461,null,383,null,238,null,436,null,316,null,565,null,455,null,481,null,279,null,490,null,451,null,522,null,407,null,443,null,334,null,175,null,163,null,466,null,278,null,468,null,250,null,383,null,203,null,631,null,361,null,90,null,132,null,315,null,329,null,122,null,181,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
2949,null,743,null,73,null,91,null,0,null,281,null,0,null,281,null,221,null,165,null,85,null,108,null,0,null,281,null,255,null,229,null,108,null,108,null,36,null,54,null,539,null,326,null,165,null,149,null,298,null,170,null,395,null,271,null,293,null,237,null,167,null,196,null,314,null,279,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
13096,null,1435,null,1382,null,542,null,1113,null,447,null,419,null,257,null,1066,null,432,null,539,null,326,null,593,null,331,null,415,null,193,null,696,null,327,null,457,null,300,null,1139,null,434,null,1530,null,521,null,1731,null,534,null,964,null,395,null,496,null,432,null,350,null,246,null,206,null,192,null,0400000US26,Michigan,26
12872,null,1230,null,2532,null,681,null,1211,null,445,null,1162,null,474,null,697,null,437,null,830,null,325,null,806,null,372,null,593,null,371,null,1024,null,511,null,294,null,185,null,1052,null,486,null,924,null,377,null,828,null,395,null,540,null,348,null,295,null,236,null,34,null,57,null,50,null,54,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
5682,null,837,null,403,null,280,null,301,null,210,null,437,null,216,null,669,null,329,null,295,null,243,null,252,null,198,null,389,null,303,null,123,null,115,null,483,null,316,null,904,null,543,null,246,null,192,null,320,null,219,null,372,null,230,null,98,null,89,null,208,null,203,null,182,null,152,null,0400000US29,Missouri,29
11705,null,1218,null,1482,null,556,null,1016,null,454,null,634,null,336,null,1037,null,577,null,850,null,333,null,695,null,438,null,919,null,580,null,264,null,174,null,709,null,463,null,1278,null,496,null,804,null,428,null,1127,null,492,null,350,null,231,null,149,null,183,null,186,null,213,null,205,null,304,null,0400000US30,Montana,30
3223,null,633,null,720,null,390,null,230,null,162,null,317,null,189,null,184,null,130,null,7,null,13,null,218,null,166,null,592,null,357,null,24,null,33,null,98,null,100,null,169,null,135,null,164,null,164,null,236,null,177,null,66,null,78,null,109,null,186,null,0,null,221,null,89,null,107,null,0400000US31,Nebraska,31
8925,null,1200,null,520,null,369,null,220,null,208,null,368,null,223,null,120,null,157,null,272,null,241,null,336,null,294,null,340,null,236,null,869,null,530,null,422,null,286,null,1050,null,524,null,1603,null,614,null,1693,null,711,null,485,null,304,null,142,null,152,null,216,null,253,null,269,null,227,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
5298,null,1350,null,52,null,85,null,274,null,255,null,169,null,132,null,123,null,186,null,579,null,435,null,402,null,292,null,352,null,348,null,197,null,187,null,54,null,89,null,395,null,343,null,967,null,602,null,889,null,471,null,128,null,131,null,266,null,351,null,378,null,414,null,73,null,105,null,0400000US34,New Jersey,34
34780,null,1898,null,3174,null,905,null,2214,null,599,null,2459,null,796,null,3674,null,1028,null,2230,null,630,null,2176,null,692,null,2102,null,620,null,1279,null,433,null,1690,null,520,null,3083,null,771,null,3459,null,853,null,3902,null,959,null,2196,null,773,null,630,null,340,null,276,null,263,null,236,null,189,null,0400000US35,New Mexico,35
16124,null,1675,null,1403,null,620,null,748,null,396,null,1546,null,606,null,319,null,205,null,396,null,224,null,765,null,437,null,546,null,295,null,299,null,231,null,1007,null,464,null,1596,null,570,null,2613,null,910,null,2340,null,617,null,959,null,588,null,576,null,397,null,723,null,422,null,288,null,362,null,0400000US36,New York,36
22683,null,2052,null,1564,null,545,null,1691,null,719,null,1187,null,430,null,1969,null,705,null,1743,null,576,null,1487,null,743,null,1494,null,681,null,1060,null,509,null,770,null,446,null,2381,null,1081,null,2327,null,840,null,2534,null,914,null,1230,null,527,null,364,null,296,null,611,null,392,null,271,null,279,null,0400000US37,North Carolina,37
6790,null,925,null,1754,null,552,null,565,null,257,null,329,null,194,null,340,null,208,null,491,null,335,null,554,null,291,null,254,null,226,null,202,null,170,null,138,null,136,null,576,null,339,null,826,null,406,null,497,null,209,null,43,null,107,null,84,null,152,null,137,null,156,null,0,null,208,null,0400000US38,North Dakota,38
6182,null,1299,null,453,null,333,null,1098,null,541,null,663,null,372,null,246,null,181,null,341,null,293,null,353,null,302,null,272,null,215,null,389,null,339,null,235,null,170,null,179,null,211,null,484,null,513,null,578,null,389,null,639,null,500,null,35,null,60,null,217,null,263,null,0,null,265,null,0400000US39,Ohio,39
56451,null,2433,null,3638,null,934,null,2973,null,742,null,4586,null,885,null,4697,null,933,null,3221,null,762,null,4009,null,962,null,4392,null,1168,null,3024,null,663,null,2901,null,655,null,4512,null,839,null,5919,null,1008,null,5819,null,1072,null,3145,null,766,null,2316,null,590,null,853,null,401,null,446,null,227,null,0400000US40,Oklahoma,40
14289,null,1972,null,1584,null,699,null,1449,null,689,null,547,null,374,null,1461,null,855,null,1677,null,648,null,723,null,588,null,802,null,471,null,628,null,453,null,687,null,427,null,644,null,369,null,1001,null,425,null,1998,null,726,null,861,null,493,null,50,null,83,null,65,null,83,null,112,null,126,null,0400000US41,Oregon,41
4397,null,1017,null,343,null,267,null,257,null,344,null,578,null,569,null,43,null,54,null,178,null,161,null,323,null,247,null,208,null,172,null,151,null,233,null,248,null,218,null,453,null,443,null,224,null,186,null,728,null,282,null,383,null,264,null,245,null,243,null,35,null,55,null,0,null,242,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
12701,null,1325,null,2280,null,702,null,1084,null,476,null,1537,null,602,null,619,null,389,null,1166,null,541,null,625,null,328,null,788,null,416,null,631,null,368,null,437,null,271,null,1033,null,387,null,1050,null,509,null,807,null,444,null,413,null,273,null,204,null,182,null,27,null,45,null,0,null,223,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
29844,null,2349,null,1546,null,670,null,1639,null,716,null,1285,null,589,null,1108,null,554,null,1170,null,363,null,1976,null,648,null,1611,null,737,null,2169,null,733,null,1114,null,435,null,2453,null,863,null,4127,null,895,null,4005,null,1031,null,2229,null,726,null,900,null,384,null,1075,null,505,null,1437,null,603,null,0400000US48,Texas,48
5335,null,1096,null,652,null,460,null,147,null,167,null,352,null,246,null,257,null,288,null,279,null,221,null,214,null,196,null,690,null,481,null,122,null,110,null,53,null,90,null,624,null,471,null,413,null,214,null,839,null,410,null,416,null,175,null,25,null,44,null,161,null,246,null,91,null,144,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
18941,null,2141,null,1104,null,482,null,1029,null,515,null,1352,null,562,null,1397,null,674,null,655,null,295,null,879,null,513,null,824,null,434,null,898,null,492,null,1056,null,490,null,2090,null,688,null,1550,null,485,null,2587,null,754,null,1459,null,514,null,707,null,442,null,814,null,362,null,540,null,334,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
11923,null,1247,null,1585,null,645,null,556,null,319,null,837,null,399,null,817,null,369,null,405,null,238,null,617,null,329,null,644,null,333,null,1444,null,483,null,309,null,198,null,1230,null,476,null,884,null,329,null,1430,null,487,null,699,null,309,null,349,null,216,null,81,null,100,null,36,null,66,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
