B19001F_001E,B19001F_001EA,B19001F_001M,B19001F_001MA,B19001F_002E,B19001F_002EA,B19001F_002M,B19001F_002MA,B19001F_003E,B19001F_003EA,B19001F_003M,B19001F_003MA,B19001F_004E,B19001F_004EA,B19001F_004M,B19001F_004MA,B19001F_005E,B19001F_005EA,B19001F_005M,B19001F_005MA,B19001F_006E,B19001F_006EA,B19001F_006M,B19001F_006MA,B19001F_007E,B19001F_007EA,B19001F_007M,B19001F_007MA,B19001F_008E,B19001F_008EA,B19001F_008M,B19001F_008MA,B19001F_009E,B19001F_009EA,B19001F_009M,B19001F_009MA,B19001F_010E,B19001F_010EA,B19001F_010M,B19001F_010MA,B19001F_011E,B19001F_011EA,B19001F_011M,B19001F_011MA,B19001F_012E,B19001F_012EA,B19001F_012M,B19001F_012MA,B19001F_013E,B19001F_013EA,B19001F_013M,B19001F_013MA,B19001F_014E,B19001F_014EA,B19001F_014M,B19001F_014MA,B19001F_015E,B19001F_015EA,B19001F_015M,B19001F_015MA,B19001F_016E,B19001F_016EA,B19001F_016M,B19001F_016MA,B19001F_017E,B19001F_017EA,B19001F_017M,B19001F_017MA,GEO_ID,NAME,state
78675,null,4945,null,5414,null,1362,null,5028,null,1465,null,7261,null,1670,null,5146,null,1237,null,6364,null,1488,null,7900,null,1833,null,5244,null,1246,null,4344,null,1271,null,4217,null,1092,null,7341,null,1433,null,7725,null,1603,null,6876,null,1613,null,3059,null,995,null,943,null,517,null,1185,null,647,null,628,null,469,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
7692,null,1170,null,413,null,294,null,419,null,322,null,319,null,260,null,1257,null,594,null,740,null,487,null,512,null,279,null,277,null,217,null,507,null,375,null,615,null,430,null,651,null,324,null,729,null,363,null,933,null,423,null,150,null,195,null,75,null,119,null,95,null,159,null,0,null,259,null,0400000US16,Idaho,16
213096,null,7193,null,12201,null,1987,null,10291,null,1991,null,11239,null,1738,null,15539,null,2678,null,14334,null,1980,null,12685,null,2008,null,13937,null,2009,null,14488,null,2104,null,12968,null,2234,null,21659,null,2613,null,24750,null,2558,null,26909,null,2549,null,11742,null,1700,null,5232,null,1234,null,3147,null,1017,null,1975,null,866,null,0400000US17,Illinois,17
36061,null,2657,null,2933,null,1014,null,1979,null,747,null,2958,null,1123,null,2041,null,702,null,3352,null,1244,null,2640,null,969,null,2916,null,1113,null,2564,null,736,null,3203,null,987,null,3031,null,894,null,2555,null,961,null,3369,null,1169,null,1530,null,781,null,630,null,620,null,329,null,278,null,31,null,68,null,0400000US18,Indiana,18
11733,null,1415,null,506,null,329,null,721,null,416,null,622,null,371,null,1339,null,622,null,1590,null,673,null,802,null,492,null,753,null,427,null,1248,null,673,null,674,null,386,null,1192,null,534,null,962,null,573,null,798,null,497,null,381,null,243,null,0,null,226,null,145,null,239,null,0,null,226,null,0400000US19,Iowa,19
21435,null,2034,null,1215,null,574,null,1039,null,524,null,1294,null,619,null,2631,null,874,null,2250,null,740,null,2075,null,700,null,1863,null,820,null,1528,null,685,null,838,null,459,null,1236,null,623,null,2040,null,743,null,1728,null,543,null,926,null,380,null,332,null,268,null,307,null,239,null,133,null,162,null,0400000US20,Kansas,20
7878,null,1444,null,657,null,544,null,1058,null,564,null,677,null,518,null,1138,null,650,null,547,null,333,null,627,null,373,null,665,null,436,null,405,null,297,null,329,null,269,null,536,null,486,null,568,null,352,null,333,null,241,null,202,null,200,null,0,null,271,null,0,null,271,null,136,null,192,null,0400000US21,Kentucky,21
10386,null,1674,null,597,null,445,null,987,null,557,null,395,null,237,null,700,null,449,null,646,null,338,null,554,null,364,null,938,null,581,null,1027,null,592,null,562,null,404,null,1006,null,572,null,960,null,496,null,966,null,728,null,514,null,365,null,119,null,106,null,234,null,170,null,181,null,230,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
31605,null,2787,null,725,null,408,null,742,null,414,null,1530,null,724,null,1427,null,532,null,2115,null,857,null,1432,null,699,null,1738,null,583,null,1479,null,681,null,1937,null,811,null,3557,null,1158,null,3800,null,1155,null,4137,null,911,null,2890,null,875,null,1384,null,655,null,1449,null,556,null,1263,null,699,null,0400000US24,Maryland,24
81096,null,4877,null,14787,null,2143,null,7318,null,1373,null,7471,null,1627,null,4667,null,1359,null,5519,null,1352,null,3730,null,1040,null,3316,null,1015,null,4707,null,1326,null,3292,null,1134,null,5532,null,1366,null,6420,null,1349,null,6859,null,1464,null,4695,null,1292,null,1446,null,587,null,621,null,308,null,716,null,457,null,0400000US25,Massachusetts,25
38031,null,2893,null,3937,null,1213,null,1733,null,767,null,2852,null,966,null,3095,null,1070,null,2896,null,939,null,1852,null,751,null,2522,null,826,null,3230,null,937,null,2268,null,811,null,3231,null,1012,null,2650,null,928,null,3792,null,1021,null,1437,null,461,null,725,null,443,null,1466,null,754,null,345,null,204,null,0400000US26,Michigan,26
15210,null,1759,null,660,null,403,null,496,null,246,null,1318,null,666,null,1160,null,548,null,1546,null,887,null,955,null,502,null,1008,null,432,null,829,null,457,null,833,null,384,null,1599,null,522,null,1653,null,647,null,1484,null,679,null,1106,null,620,null,371,null,297,null,104,null,128,null,88,null,115,null,0400000US27,Minnesota,27
5269,null,1254,null,657,null,551,null,283,null,250,null,909,null,629,null,206,null,239,null,664,null,648,null,164,null,244,null,412,null,452,null,303,null,278,null,194,null,172,null,820,null,503,null,366,null,288,null,200,null,183,null,91,null,94,null,0,null,287,null,0,null,287,null,0,null,287,null,0400000US28,Mississippi,28
13594,null,1693,null,662,null,394,null,865,null,536,null,957,null,553,null,2114,null,828,null,852,null,478,null,1063,null,500,null,924,null,422,null,914,null,547,null,300,null,308,null,930,null,497,null,1859,null,720,null,1271,null,513,null,594,null,371,null,126,null,119,null,34,null,57,null,129,null,156,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
13315,null,1511,null,763,null,431,null,936,null,630,null,592,null,422,null,1293,null,577,null,660,null,472,null,1089,null,510,null,1112,null,546,null,1708,null,656,null,446,null,315,null,995,null,470,null,1679,null,782,null,1718,null,663,null,123,null,137,null,201,null,219,null,0,null,221,null,0,null,221,null,0400000US31,Nebraska,31
30847,null,2786,null,2450,null,910,null,577,null,478,null,1247,null,690,null,1505,null,621,null,1859,null,668,null,1544,null,756,null,1648,null,745,null,2258,null,948,null,1894,null,759,null,2842,null,823,null,3930,null,983,null,4632,null,1144,null,2212,null,714,null,1064,null,587,null,865,null,562,null,320,null,300,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
145832,null,5356,null,13262,null,2057,null,7800,null,1468,null,8965,null,1901,null,10630,null,1803,null,8168,null,1618,null,9420,null,1615,null,8461,null,1682,null,9713,null,1901,null,6448,null,1512,null,13707,null,2208,null,14694,null,2072,null,16438,null,2439,null,9215,null,1543,null,2965,null,890,null,4479,null,961,null,1467,null,741,null,0400000US34,New Jersey,34
74953,null,4323,null,8451,null,1418,null,5897,null,1267,null,5573,null,1397,null,5219,null,1269,null,5883,null,1223,null,5704,null,1412,null,4450,null,1325,null,3741,null,1031,null,4597,null,1032,null,6220,null,1261,null,5722,null,1162,null,7390,null,1321,null,2391,null,819,null,2462,null,914,null,667,null,441,null,586,null,306,null,0400000US35,New Mexico,35
440321,null,10283,null,67754,null,4185,null,34215,null,3142,null,33310,null,2817,null,31729,null,3166,null,24034,null,2637,null,28883,null,2951,null,25299,null,2828,null,22814,null,2394,null,17626,null,2163,null,32719,null,3264,null,39941,null,3675,null,38044,null,3655,null,21547,null,2782,null,8741,null,1655,null,9574,null,1653,null,4091,null,1082,null,0400000US36,New York,36
86729,null,4269,null,7398,null,1673,null,6141,null,1484,null,7882,null,1837,null,9649,null,1942,null,9650,null,1985,null,9665,null,2087,null,7147,null,1810,null,5942,null,1382,null,3850,null,1134,null,5664,null,1205,null,7372,null,1774,null,3852,null,1153,null,1308,null,662,null,632,null,387,null,484,null,302,null,93,null,146,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
20464,null,2197,null,2404,null,867,null,2692,null,884,null,1401,null,661,null,2023,null,635,null,1138,null,588,null,861,null,368,null,794,null,433,null,993,null,527,null,934,null,559,null,2082,null,697,null,1514,null,573,null,1996,null,689,null,868,null,423,null,281,null,271,null,399,null,297,null,84,null,106,null,0400000US39,Ohio,39
21835,null,2358,null,2182,null,697,null,1597,null,575,null,1926,null,753,null,2727,null,813,null,2233,null,1094,null,1810,null,717,null,1486,null,606,null,784,null,425,null,1145,null,499,null,779,null,420,null,2159,null,776,null,2230,null,770,null,502,null,352,null,0,null,248,null,132,null,182,null,143,null,145,null,0400000US40,Oklahoma,40
25417,null,2156,null,1513,null,590,null,630,null,389,null,1957,null,764,null,2481,null,978,null,1787,null,922,null,1900,null,638,null,2096,null,770,null,1610,null,680,null,1341,null,690,null,2727,null,965,null,2965,null,1003,null,2474,null,805,null,583,null,373,null,505,null,376,null,198,null,243,null,650,null,432,null,0400000US41,Oregon,41
68496,null,3823,null,12964,null,2114,null,5121,null,1165,null,4419,null,1045,null,5823,null,1367,null,4074,null,1002,null,4740,null,1296,null,2838,null,788,null,3774,null,1248,null,3409,null,968,null,6833,null,1586,null,5395,null,1018,null,4702,null,1183,null,2485,null,775,null,1004,null,502,null,770,null,415,null,145,null,159,null,0400000US42,Pennsylvania,42
19750,null,2015,null,3979,null,1189,null,1883,null,791,null,2035,null,819,null,895,null,518,null,1542,null,781,null,1375,null,651,null,2019,null,833,null,642,null,444,null,568,null,386,null,984,null,521,null,1906,null,775,null,1414,null,610,null,335,null,304,null,62,null,107,null,111,null,130,null,0,null,287,null,0400000US44,Rhode Island,44
14318,null,1934,null,1517,null,838,null,1104,null,552,null,468,null,284,null,1148,null,596,null,992,null,579,null,779,null,496,null,1438,null,705,null,1179,null,632,null,852,null,548,null,981,null,634,null,1698,null,573,null,1324,null,514,null,444,null,390,null,185,null,172,null,0,null,287,null,209,null,167,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
15913,null,2177,null,1543,null,726,null,1029,null,511,null,1814,null,663,null,984,null,602,null,1591,null,628,null,1428,null,498,null,1837,null,642,null,921,null,511,null,589,null,409,null,1434,null,728,null,886,null,497,null,600,null,374,null,584,null,453,null,353,null,240,null,57,null,103,null,263,null,187,null,0400000US47,Tennessee,47
598301,null,10931,null,51987,null,3895,null,40736,null,3427,null,50901,null,3962,null,50419,null,3697,null,44714,null,3750,null,44628,null,4165,null,40648,null,3933,null,34004,null,3018,null,31511,null,3266,null,53019,null,3883,null,58065,null,4119,null,51473,null,3629,null,22050,null,2316,null,9229,null,1623,null,8515,null,1436,null,6402,null,1459,null,0400000US48,Texas,48
14677,null,1711,null,711,null,340,null,647,null,354,null,1016,null,455,null,605,null,402,null,605,null,347,null,1687,null,733,null,1086,null,514,null,728,null,394,null,998,null,444,null,1678,null,662,null,1956,null,622,null,1227,null,476,null,866,null,421,null,414,null,374,null,128,null,158,null,325,null,283,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
46397,null,3313,null,1316,null,674,null,1232,null,581,null,2122,null,996,null,2417,null,921,null,2190,null,772,null,2638,null,997,null,2087,null,941,null,3379,null,1275,null,2114,null,963,null,4187,null,1315,null,7678,null,1942,null,5864,null,1447,null,3924,null,1001,null,2400,null,997,null,2222,null,862,null,627,null,358,null,0400000US51,Virginia,51
65085,null,3372,null,3693,null,933,null,4008,null,1192,null,5447,null,1125,null,3911,null,1107,null,5390,null,1612,null,5221,null,1390,null,4522,null,1145,null,4639,null,1183,null,5684,null,1544,null,4618,null,1129,null,5752,null,1309,null,5763,null,1329,null,3498,null,1120,null,1786,null,765,null,621,null,386,null,532,null,447,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
19363,null,2014,null,1803,null,652,null,1219,null,656,null,1480,null,688,null,911,null,363,null,1013,null,497,null,2424,null,848,null,1618,null,625,null,811,null,417,null,1048,null,592,null,2078,null,694,null,2000,null,718,null,1302,null,465,null,975,null,398,null,352,null,253,null,161,null,162,null,168,null,186,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
102562,null,3941,null,38330,null,2692,null,12490,null,1591,null,10979,null,1334,null,7560,null,1348,null,6525,null,1191,null,4210,null,900,null,4053,null,877,null,3258,null,867,null,2362,null,707,null,4430,null,1022,null,3754,null,866,null,2048,null,717,null,1470,null,545,null,481,null,319,null,288,null,228,null,324,null,255,null,0400000US72,Puerto Rico,72
