B10051G_001E,B10051G_001EA,B10051G_001M,B10051G_001MA,B10051G_002E,B10051G_002EA,B10051G_002M,B10051G_002MA,B10051G_003E,B10051G_003EA,B10051G_003M,B10051G_003MA,B10051G_004E,B10051G_004EA,B10051G_004M,B10051G_004MA,B10051G_005E,B10051G_005EA,B10051G_005M,B10051G_005MA,B10051G_006E,B10051G_006EA,B10051G_006M,B10051G_006MA,B10051G_007E,B10051G_007EA,B10051G_007M,B10051G_007MA,GEO_ID,NAME,state
1725,null,701,null,825,null,432,null,570,null,331,null,255,null,221,null,900,null,597,null,490,null,448,null,410,null,330,null,0400000US41,Oregon,41
2141,null,775,null,854,null,459,null,728,null,451,null,126,null,127,null,1287,null,550,null,201,null,187,null,1086,null,503,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
1374,null,621,null,546,null,367,null,400,null,299,null,146,null,205,null,828,null,483,null,302,null,232,null,526,null,355,null,0400000US47,Tennessee,47
9508,null,1767,null,3777,null,942,null,2950,null,817,null,827,null,439,null,5731,null,1572,null,2691,null,1128,null,3040,null,1002,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1665,null,614,null,545,null,363,null,471,null,310,null,74,null,129,null,1120,null,497,null,590,null,340,null,530,null,392,null,0400000US51,Virginia,51
2879,null,950,null,1343,null,658,null,1168,null,647,null,175,null,145,null,1536,null,614,null,814,null,442,null,722,null,407,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
13610,null,1881,null,6495,null,1438,null,3765,null,1029,null,2730,null,968,null,7115,null,1513,null,3711,null,1104,null,3404,null,921,null,0400000US72,Puerto Rico,72
