C08124_001E,C08124_001EA,C08124_001M,C08124_001MA,C08124_002E,C08124_002EA,C08124_002M,C08124_002MA,C08124_003E,C08124_003EA,C08124_003M,C08124_003MA,C08124_004E,C08124_004EA,C08124_004M,C08124_004MA,C08124_005E,C08124_005EA,C08124_005M,C08124_005MA,C08124_006E,C08124_006EA,C08124_006M,C08124_006MA,C08124_007E,C08124_007EA,C08124_007M,C08124_007MA,C08124_008E,C08124_008EA,C08124_008M,C08124_008MA,C08124_009E,C08124_009EA,C08124_009M,C08124_009MA,C08124_010E,C08124_010EA,C08124_010M,C08124_010MA,C08124_011E,C08124_011EA,C08124_011M,C08124_011MA,C08124_012E,C08124_012EA,C08124_012M,C08124_012MA,C08124_013E,C08124_013EA,C08124_013M,C08124_013MA,C08124_014E,C08124_014EA,C08124_014M,C08124_014MA,C08124_015E,C08124_015EA,C08124_015M,C08124_015MA,C08124_016E,C08124_016EA,C08124_016M,C08124_016MA,C08124_017E,C08124_017EA,C08124_017M,C08124_017MA,C08124_018E,C08124_018EA,C08124_018M,C08124_018MA,C08124_019E,C08124_019EA,C08124_019M,C08124_019MA,C08124_020E,C08124_020EA,C08124_020M,C08124_020MA,C08124_021E,C08124_021EA,C08124_021M,C08124_021MA,C08124_022E,C08124_022EA,C08124_022M,C08124_022MA,C08124_023E,C08124_023EA,C08124_023M,C08124_023MA,C08124_024E,C08124_024EA,C08124_024M,C08124_024MA,C08124_025E,C08124_025EA,C08124_025M,C08124_025MA,C08124_026E,C08124_026EA,C08124_026M,C08124_026MA,C08124_027E,C08124_027EA,C08124_027M,C08124_027MA,C08124_028E,C08124_028EA,C08124_028M,C08124_028MA,C08124_029E,C08124_029EA,C08124_029M,C08124_029MA,C08124_030E,C08124_030EA,C08124_030M,C08124_030MA,C08124_031E,C08124_031EA,C08124_031M,C08124_031MA,C08124_032E,C08124_032EA,C08124_032M,C08124_032MA,C08124_033E,C08124_033EA,C08124_033M,C08124_033MA,C08124_034E,C08124_034EA,C08124_034M,C08124_034MA,C08124_035E,C08124_035EA,C08124_035M,C08124_035MA,C08124_036E,C08124_036EA,C08124_036M,C08124_036MA,C08124_037E,C08124_037EA,C08124_037M,C08124_037MA,C08124_038E,C08124_038EA,C08124_038M,C08124_038MA,C08124_039E,C08124_039EA,C08124_039M,C08124_039MA,C08124_040E,C08124_040EA,C08124_040M,C08124_040MA,C08124_041E,C08124_041EA,C08124_041M,C08124_041MA,C08124_042E,C08124_042EA,C08124_042M,C08124_042MA,C08124_043E,C08124_043EA,C08124_043M,C08124_043MA,C08124_044E,C08124_044EA,C08124_044M,C08124_044MA,C08124_045E,C08124_045EA,C08124_045M,C08124_045MA,C08124_046E,C08124_046EA,C08124_046M,C08124_046MA,C08124_047E,C08124_047EA,C08124_047M,C08124_047MA,C08124_048E,C08124_048EA,C08124_048M,C08124_048MA,GEO_ID,NAME,state
4508260,null,25218,null,1546729,null,20461,null,715964,null,18677,null,1148527,null,18602,null,24920,null,3408,null,440146,null,13004,null,597018,null,16045,null,34956,null,2947,null,3501318,null,26127,null,1249400,null,18461,null,525123,null,15535,null,932979,null,17290,null,14923,null,2239,null,296372,null,10750,null,465296,null,13869,null,17225,null,2260,null,535973,null,14268,null,135663,null,6813,null,100756,null,6607,null,102417,null,5202,null,5265,null,1501,null,104240,null,6802,null,85782,null,6927,null,1850,null,880,null,108980,null,6855,null,28081,null,2830,null,29090,null,3131,null,30601,null,3575,null,134,null,239,null,7330,null,2387,null,13570,null,2147,null,174,null,217,null,147792,null,8158,null,35642,null,3226,null,37204,null,3883,null,26565,null,3512,null,2921,null,1097,null,20346,null,3361,null,22025,null,2539,null,3089,null,1289,null,214197,null,8325,null,97943,null,5321,null,23791,null,2834,null,55965,null,4756,null,1677,null,1904,null,11858,null,2287,null,10345,null,2210,null,12618,null,2211,null,0400000US13,Georgia,13
656455,null,7854,null,211701,null,7514,null,140145,null,8155,null,163972,null,6826,null,4787,null,1334,null,67734,null,4633,null,45788,null,3783,null,22328,null,2996,null,431588,null,8435,null,145302,null,6004,null,84426,null,5237,null,106029,null,5718,null,2635,null,767,null,47241,null,3673,null,31477,null,3071,null,14478,null,2340,null,106486,null,5957,null,32631,null,3403,null,21181,null,3137,null,28380,null,2834,null,814,null,460,null,12811,null,2518,null,6663,null,1295,null,4006,null,991,null,38421,null,3895,null,8211,null,1607,null,13960,null,2252,null,11420,null,1663,null,0,null,275,null,2365,null,980,null,2359,null,773,null,106,null,80,null,49855,null,4761,null,12462,null,2266,null,15276,null,2963,null,11270,null,2082,null,127,null,140,null,3428,null,1358,null,3818,null,1019,null,3474,null,1467,null,30105,null,3003,null,13095,null,1794,null,5302,null,1574,null,6873,null,1483,null,1211,null,966,null,1889,null,722,null,1471,null,702,null,264,null,343,null,0400000US15,Hawaii,15
713986,null,7461,null,228899,null,6792,null,115981,null,5897,null,177824,null,6281,null,18516,null,2286,null,78987,null,4378,null,91465,null,4513,null,2314,null,817,null,529144,null,7635,null,169396,null,5530,null,82816,null,5346,null,140832,null,6028,null,10667,null,1627,null,56437,null,3777,null,68059,null,3385,null,937,null,517,null,91778,null,4699,null,24012,null,2377,null,15477,null,2012,null,19163,null,2008,null,3935,null,1170,null,15851,null,2273,null,12522,null,2100,null,818,null,395,null,7310,null,1474,null,2938,null,851,null,1043,null,598,null,1369,null,583,null,17,null,41,null,708,null,551,null,1235,null,683,null,0,null,259,null,48013,null,4073,null,15599,null,2120,null,10124,null,1564,null,8345,null,1653,null,3093,null,1343,null,3618,null,967,null,6837,null,1392,null,397,null,423,null,37741,null,3029,null,16954,null,1947,null,6521,null,1411,null,8115,null,1294,null,804,null,429,null,2373,null,768,null,2812,null,846,null,162,null,247,null,0400000US16,Idaho,16
6216215,null,23833,null,2183372,null,18361,null,1016928,null,15931,null,1609886,null,18686,null,20053,null,2402,null,496144,null,11252,null,879811,null,15776,null,10021,null,1695,null,4554019,null,24790,null,1594144,null,17099,null,695705,null,12668,null,1194000,null,16134,null,14038,null,1980,null,383708,null,9567,null,667086,null,12625,null,5338,null,1140,null,586885,null,13492,null,155485,null,6552,null,108929,null,6123,null,129963,null,6786,null,2768,null,889,null,68881,null,4298,null,120472,null,6679,null,387,null,300,null,540345,null,13177,null,224066,null,7682,null,99449,null,6422,null,154571,null,6772,null,214,null,269,null,16637,null,2598,null,45223,null,4122,null,185,null,183,null,286768,null,10894,null,94560,null,5097,null,70451,null,6162,null,66046,null,4434,null,1661,null,710,null,14371,null,2022,null,36791,null,3382,null,2888,null,812,null,248198,null,8356,null,115117,null,5277,null,42394,null,3463,null,65306,null,3774,null,1372,null,603,null,12547,null,2853,null,10239,null,1689,null,1223,null,490,null,0400000US17,Illinois,17
3028953,null,14692,null,968219,null,14514,null,488608,null,11955,null,737726,null,10771,null,13457,null,2050,null,276663,null,7322,null,542472,null,11288,null,1808,null,620,null,2479732,null,17902,null,808759,null,14487,null,385604,null,11347,null,616185,null,10772,null,7980,null,1463,null,222643,null,6268,null,436981,null,9420,null,1580,null,542,null,305477,null,10495,null,79116,null,4602,null,53753,null,4145,null,61017,null,4672,null,2573,null,965,null,39104,null,3016,null,69851,null,5793,null,63,null,103,null,34183,null,3544,null,10890,null,1916,null,7820,null,1502,null,10489,null,1860,null,65,null,103,null,482,null,366,null,4437,null,1121,null,0,null,265,null,115554,null,6919,null,28594,null,2555,null,26650,null,3319,null,23293,null,2536,null,1442,null,854,null,10381,null,1868,null,25080,null,3299,null,114,null,134,null,94007,null,4846,null,40860,null,2958,null,14781,null,1806,null,26742,null,2397,null,1397,null,710,null,4053,null,1020,null,6123,null,1339,null,51,null,85,null,0400000US18,Indiana,18
1568781,null,8667,null,513649,null,9834,null,257295,null,8085,null,382914,null,7750,null,16739,null,1721,null,135025,null,4463,null,261944,null,6628,null,1215,null,568,null,1221512,null,10952,null,402506,null,8620,null,189470,null,7022,null,313067,null,6491,null,11783,null,1450,null,102440,null,4320,null,201260,null,5929,null,986,null,451,null,173181,null,7215,null,45507,null,3057,null,28099,null,3404,null,34884,null,3000,null,2167,null,613,null,23783,null,2198,null,38726,null,3351,null,15,null,26,null,18951,null,2434,null,6985,null,1300,null,2669,null,789,null,3982,null,979,null,0,null,226,null,310,null,229,null,5005,null,1633,null,0,null,226,null,85616,null,4265,null,25283,null,2271,null,22211,null,2271,null,18124,null,2021,null,1521,null,574,null,5346,null,1101,null,12917,null,1771,null,214,null,239,null,69521,null,3955,null,33368,null,2551,null,14846,null,1781,null,12857,null,1618,null,1268,null,610,null,3146,null,871,null,4036,null,873,null,0,null,226,null,0400000US19,Iowa,19
1436438,null,8872,null,507113,null,9856,null,226626,null,7151,null,352312,null,8778,null,10651,null,1516,null,134069,null,5828,null,194265,null,7577,null,11402,null,1553,null,1162220,null,9324,null,418805,null,8672,null,174876,null,5937,null,300017,null,8023,null,7710,null,1317,null,102731,null,5534,null,151947,null,5549,null,6134,null,1492,null,147798,null,5577,null,43045,null,3120,null,22807,null,2571,null,27429,null,2972,null,1466,null,607,null,22778,null,2249,null,29318,null,4346,null,955,null,507,null,7340,null,1482,null,1915,null,742,null,1781,null,731,null,1513,null,636,null,0,null,244,null,214,null,177,null,1917,null,928,null,0,null,244,null,58617,null,4097,null,18262,null,2391,null,13829,null,1751,null,10465,null,1723,null,753,null,336,null,5096,null,1125,null,8796,null,1392,null,1416,null,780,null,60463,null,4949,null,25086,null,2632,null,13333,null,1973,null,12888,null,1744,null,722,null,375,null,3250,null,925,null,2287,null,628,null,2897,null,1788,null,0400000US20,Kansas,20
1878990,null,14053,null,575727,null,10764,null,302819,null,8933,null,475487,null,10332,null,12407,null,2137,null,187371,null,7564,null,316436,null,8223,null,8743,null,2020,null,1525116,null,14887,null,478143,null,10344,null,227275,null,7776,null,403974,null,9753,null,7575,null,1610,null,146853,null,6856,null,256466,null,7632,null,4830,null,1174,null,212672,null,8919,null,52320,null,4311,null,41777,null,3713,null,38756,null,3806,null,2920,null,1166,null,32862,null,3005,null,42740,null,4156,null,1297,null,811,null,22478,null,2903,null,4969,null,1049,null,7276,null,1607,null,5727,null,1379,null,0,null,271,null,650,null,493,null,3856,null,924,null,0,null,271,null,64822,null,5344,null,16299,null,2169,null,17200,null,2666,null,13885,null,1909,null,1216,null,703,null,4379,null,1179,null,10181,null,1469,null,1662,null,732,null,53902,null,3855,null,23996,null,2274,null,9291,null,1768,null,13145,null,1737,null,696,null,413,null,2627,null,1386,null,3193,null,904,null,954,null,1367,null,0400000US21,Kentucky,21
1958662,null,14882,null,601362,null,12213,null,356343,null,10559,null,495026,null,11193,null,11432,null,1642,null,244520,null,8200,null,242427,null,7297,null,7552,null,1405,null,1596221,null,17428,null,515702,null,11858,null,265712,null,8528,null,416491,null,10338,null,8759,null,1431,null,187922,null,6836,null,195252,null,6192,null,6383,null,1287,null,214416,null,7776,null,52968,null,4118,null,43887,null,3865,null,44608,null,3576,null,1886,null,786,null,42509,null,3652,null,27755,null,2989,null,803,null,625,null,25777,null,3151,null,2891,null,1329,null,11107,null,2155,null,5517,null,1364,null,65,null,112,null,1889,null,1143,null,4290,null,1233,null,18,null,31,null,76033,null,5468,null,13498,null,2201,null,25588,null,3508,null,15855,null,2033,null,489,null,316,null,8103,null,1373,null,12152,null,1687,null,348,null,275,null,46215,null,4169,null,16303,null,2178,null,10049,null,2554,null,12555,null,1878,null,233,null,204,null,4097,null,1338,null,2978,null,810,null,0,null,277,null,0400000US22,Louisiana,22
649769,null,7941,null,213551,null,7143,null,117102,null,5679,null,162022,null,4994,null,9729,null,1421,null,64904,null,3937,null,81995,null,4369,null,466,null,299,null,502420,null,8385,null,167608,null,6297,null,86076,null,4564,null,130783,null,4604,null,6184,null,1124,null,48723,null,3358,null,62622,null,4113,null,424,null,270,null,70957,null,4043,null,18675,null,2096,null,13908,null,2015,null,14713,null,1766,null,2314,null,578,null,10092,null,1628,null,11213,null,1913,null,42,null,71,null,4723,null,977,null,1492,null,567,null,1256,null,602,null,1473,null,596,null,55,null,94,null,43,null,70,null,404,null,201,null,0,null,228,null,37716,null,3043,null,10508,null,1599,null,9816,null,1597,null,8085,null,1508,null,380,null,199,null,3144,null,817,null,5783,null,1111,null,0,null,228,null,33953,null,2937,null,15268,null,1745,null,6046,null,897,null,6968,null,1201,null,796,null,520,null,2902,null,1019,null,1973,null,608,null,0,null,228,null,0400000US23,Maine,23
2910684,null,15980,null,1239768,null,15342,null,458209,null,10961,null,703757,null,14933,null,7494,null,1523,null,255126,null,7652,null,236065,null,9744,null,10265,null,1507,null,2130775,null,18204,null,940060,null,13694,null,299998,null,8991,null,517286,null,11541,null,4806,null,1165,null,183672,null,6434,null,177174,null,8004,null,7779,null,1255,null,314194,null,9701,null,107516,null,5687,null,56935,null,4439,null,69017,null,4723,null,1023,null,464,null,50129,null,4262,null,28826,null,3642,null,748,null,551,null,248587,null,7693,null,101518,null,4970,null,57850,null,4997,null,64394,null,4629,null,200,null,248,null,10481,null,2061,null,13623,null,2417,null,521,null,366,null,105998,null,6061,null,32319,null,3141,null,25899,null,3256,null,28520,null,3194,null,556,null,389,null,5484,null,1396,null,12439,null,2283,null,781,null,441,null,111130,null,5972,null,58355,null,3922,null,17527,null,2603,null,24540,null,2377,null,909,null,1095,null,5360,null,1351,null,4003,null,1051,null,436,null,468,null,0400000US24,Maryland,24
3307074,null,16204,null,1391036,null,16418,null,543696,null,14188,null,824887,null,14984,null,5980,null,1373,null,238291,null,7364,null,300577,null,10092,null,2607,null,845,null,2390915,null,21716,null,1001728,null,15214,null,368873,null,12133,null,603804,null,13122,null,3270,null,826,null,185603,null,6646,null,225997,null,8966,null,1640,null,754,null,285534,null,11757,null,91222,null,5445,null,57981,null,4748,null,63667,null,4363,null,1824,null,901,null,32789,null,3106,null,37881,null,3953,null,170,null,199,null,293220,null,9324,null,145723,null,6282,null,52412,null,5166,null,70244,null,4546,null,0,null,281,null,7614,null,1784,null,17032,null,3018,null,195,null,192,null,207420,null,8968,null,79085,null,5245,null,48519,null,3961,null,54964,null,4290,null,703,null,463,null,7684,null,1871,null,15975,null,2331,null,490,null,324,null,129985,null,5383,null,73278,null,4134,null,15911,null,1933,null,32208,null,3320,null,183,null,197,null,4601,null,1216,null,3692,null,1058,null,112,null,184,null,0400000US25,Massachusetts,25
4460720,null,19024,null,1476360,null,13679,null,797237,null,13533,null,1132674,null,13182,null,26193,null,4288,null,338429,null,8279,null,686805,null,9898,null,3022,null,865,null,3668492,null,19493,null,1256554,null,12911,null,611601,null,12098,null,950452,null,12492,null,13220,null,1865,null,268264,null,7051,null,565963,null,9482,null,2438,null,785,null,420903,null,10008,null,104564,null,4826,null,84469,null,4362,null,93427,null,4558,null,5136,null,1231,null,53180,null,3562,null,79968,null,5057,null,159,null,158,null,63541,null,4114,null,12894,null,1793,null,19708,null,2499,null,17430,null,2499,null,85,null,121,null,1953,null,732,null,11471,null,1796,null,0,null,242,null,152828,null,7168,null,38447,null,2982,null,47835,null,3919,null,34930,null,3087,null,1664,null,595,null,8158,null,1404,null,21458,null,2343,null,336,null,291,null,154956,null,7093,null,63901,null,3685,null,33624,null,2543,null,36435,null,2993,null,6088,null,3854,null,6874,null,1118,null,7945,null,1198,null,89,null,114,null,0400000US26,Michigan,26
