B19101B_001E,B19101B_001EA,B19101B_001M,B19101B_001MA,B19101B_002E,B19101B_002EA,B19101B_002M,B19101B_002MA,B19101B_003E,B19101B_003EA,B19101B_003M,B19101B_003MA,B19101B_004E,B19101B_004EA,B19101B_004M,B19101B_004MA,B19101B_005E,B19101B_005EA,B19101B_005M,B19101B_005MA,B19101B_006E,B19101B_006EA,B19101B_006M,B19101B_006MA,B19101B_007E,B19101B_007EA,B19101B_007M,B19101B_007MA,B19101B_008E,B19101B_008EA,B19101B_008M,B19101B_008MA,B19101B_009E,B19101B_009EA,B19101B_009M,B19101B_009MA,B19101B_010E,B19101B_010EA,B19101B_010M,B19101B_010MA,B19101B_011E,B19101B_011EA,B19101B_011M,B19101B_011MA,B19101B_012E,B19101B_012EA,B19101B_012M,B19101B_012MA,B19101B_013E,B19101B_013EA,B19101B_013M,B19101B_013MA,B19101B_014E,B19101B_014EA,B19101B_014M,B19101B_014MA,B19101B_015E,B19101B_015EA,B19101B_015M,B19101B_015MA,B19101B_016E,B19101B_016EA,B19101B_016M,B19101B_016MA,B19101B_017E,B19101B_017EA,B19101B_017M,B19101B_017MA,GEO_ID,NAME,state
652994,null,10487,null,63893,null,4758,null,39211,null,3320,null,44186,null,3883,null,38971,null,3354,null,37955,null,3533,null,39764,null,3893,null,38581,null,3621,null,35068,null,3170,null,29981,null,2884,null,59514,null,4479,null,70157,null,4517,null,73317,null,4957,null,40470,null,3495,null,19667,null,2043,null,14670,null,2080,null,7589,null,1559,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
409355,null,6811,null,52364,null,3808,null,26825,null,2803,null,24891,null,2512,null,26870,null,2916,null,22326,null,2786,null,22342,null,2569,null,19680,null,2421,null,19017,null,2607,null,18613,null,2281,null,32508,null,3289,null,37394,null,3242,null,44821,null,3279,null,30412,null,2957,null,14657,null,2042,null,10540,null,1452,null,6095,null,1298,null,0400000US17,Illinois,17
125937,null,4467,null,14872,null,1674,null,9804,null,1540,null,8857,null,1717,null,9598,null,1595,null,7877,null,1443,null,8980,null,1971,null,6953,null,1329,null,4811,null,1155,null,6683,null,1474,null,10762,null,1883,null,11185,null,1768,null,12327,null,1861,null,6919,null,1390,null,2383,null,808,null,2130,null,773,null,1796,null,683,null,0400000US18,Indiana,18
15672,null,1509,null,1335,null,693,null,1791,null,791,null,1815,null,714,null,2090,null,709,null,1250,null,717,null,642,null,365,null,1055,null,577,null,830,null,595,null,843,null,428,null,1041,null,533,null,993,null,562,null,979,null,477,null,390,null,277,null,490,null,332,null,95,null,142,null,33,null,68,null,0400000US19,Iowa,19
36378,null,2329,null,4731,null,1191,null,2313,null,769,null,2536,null,740,null,3155,null,1052,null,2077,null,799,null,1805,null,632,null,1858,null,623,null,2011,null,704,null,1166,null,549,null,2525,null,740,null,4651,null,1287,null,3688,null,922,null,1894,null,662,null,638,null,434,null,894,null,483,null,436,null,344,null,0400000US20,Kansas,20
77370,null,3663,null,10963,null,1840,null,6854,null,1735,null,6565,null,1263,null,5179,null,1328,null,4094,null,955,null,4476,null,1309,null,4991,null,1163,null,4273,null,1164,null,2770,null,750,null,5226,null,1070,null,6870,null,1176,null,8703,null,1613,null,3292,null,851,null,1651,null,653,null,1068,null,542,null,395,null,212,null,0400000US21,Kentucky,21
312983,null,5791,null,38059,null,3423,null,26231,null,2761,null,27932,null,2874,null,28078,null,3096,null,25899,null,2953,null,20126,null,2619,null,15796,null,1963,null,19463,null,2469,null,15452,null,2035,null,21214,null,2394,null,25344,null,2376,null,24304,null,2130,null,13599,null,2015,null,5742,null,1250,null,4073,null,1064,null,1671,null,626,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
379033,null,5689,null,19419,null,2331,null,10345,null,1706,null,11949,null,1991,null,15291,null,2022,null,15375,null,2169,null,16639,null,2220,null,17003,null,2361,null,17248,null,2305,null,16610,null,2375,null,31651,null,2842,null,45046,null,3371,null,59303,null,4285,null,38693,null,2917,null,26873,null,2787,null,24305,null,2120,null,13283,null,1906,null,0400000US24,Maryland,24
87968,null,3550,null,5779,null,1252,null,4906,null,1268,null,4242,null,940,null,5084,null,1066,null,4544,null,1048,null,5869,null,1417,null,5189,null,1108,null,3659,null,925,null,4054,null,1174,null,8771,null,1948,null,7759,null,1363,null,12520,null,1912,null,6988,null,1162,null,4131,null,1210,null,2494,null,639,null,1979,null,642,null,0400000US25,Massachusetts,25
294638,null,5627,null,40201,null,3308,null,24644,null,2654,null,19030,null,1914,null,21441,null,2410,null,16683,null,2042,null,20782,null,2609,null,16095,null,1923,null,12911,null,1681,null,13597,null,1881,null,21429,null,2418,null,25678,null,2668,null,28866,null,2300,null,17178,null,2185,null,8711,null,1666,null,4611,null,1011,null,2781,null,764,null,0400000US26,Michigan,26
47045,null,2469,null,6236,null,1259,null,3395,null,1235,null,3366,null,818,null,2937,null,1047,null,4912,null,1468,null,3902,null,1236,null,1968,null,747,null,1919,null,682,null,1894,null,677,null,2604,null,823,null,3720,null,1025,null,4293,null,886,null,2297,null,873,null,1895,null,739,null,1136,null,486,null,571,null,323,null,0400000US27,Minnesota,27
259885,null,5540,null,38144,null,3713,null,29739,null,3251,null,25966,null,2808,null,20913,null,2740,null,19505,null,2525,null,16455,null,2274,null,15063,null,2097,null,13242,null,2434,null,8791,null,1504,null,17990,null,2420,null,21214,null,2153,null,17395,null,2175,null,8543,null,1617,null,2288,null,814,null,2806,null,1053,null,1831,null,739,null,0400000US28,Mississippi,28
151630,null,4861,null,17462,null,2244,null,9242,null,1724,null,11287,null,1862,null,11278,null,1967,null,12712,null,2214,null,9732,null,1561,null,8732,null,1624,null,7379,null,1442,null,8655,null,1706,null,11296,null,1738,null,15523,null,2091,null,14104,null,1745,null,6679,null,1308,null,3690,null,1179,null,2450,null,814,null,1409,null,526,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
14769,null,1416,null,1262,null,512,null,1165,null,590,null,898,null,465,null,1452,null,575,null,1097,null,460,null,1261,null,479,null,896,null,507,null,801,null,376,null,1177,null,525,null,1020,null,414,null,1305,null,664,null,1055,null,434,null,373,null,279,null,140,null,155,null,638,null,460,null,229,null,236,null,0400000US31,Nebraska,31
41782,null,2527,null,3248,null,1060,null,1583,null,588,null,1854,null,869,null,2998,null,980,null,2532,null,936,null,2601,null,802,null,1899,null,703,null,2512,null,973,null,2169,null,901,null,3994,null,1029,null,5460,null,1097,null,5827,null,1344,null,2283,null,765,null,1471,null,608,null,791,null,479,null,560,null,477,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
266708,null,5828,null,20334,null,2162,null,11290,null,1772,null,12153,null,2176,null,10684,null,1835,null,11557,null,1669,null,11994,null,1893,null,13890,null,2102,null,12768,null,1902,null,11297,null,2201,null,22707,null,2619,null,29415,null,3279,null,37429,null,2854,null,23449,null,2313,null,15335,null,2108,null,14389,null,2008,null,8017,null,1453,null,0400000US34,New Jersey,34
8838,null,1205,null,324,null,247,null,1077,null,828,null,838,null,525,null,279,null,279,null,913,null,440,null,483,null,408,null,299,null,270,null,519,null,393,null,459,null,348,null,264,null,193,null,1632,null,776,null,930,null,482,null,146,null,144,null,237,null,219,null,209,null,188,null,229,null,243,null,0400000US35,New Mexico,35
662450,null,8661,null,65484,null,4467,null,33469,null,3183,null,36839,null,3420,null,36004,null,3281,null,39470,null,3481,null,35280,null,2894,null,33557,null,3115,null,29516,null,3137,null,29753,null,3132,null,55433,null,3989,null,65613,null,3628,null,81811,null,4911,null,50706,null,3836,null,28476,null,2546,null,26276,null,2653,null,14763,null,1638,null,0400000US36,New York,36
483118,null,7817,null,51302,null,3809,null,32747,null,3051,null,36461,null,3470,null,35348,null,3179,null,34710,null,3343,null,31230,null,2959,null,31047,null,3621,null,27148,null,2894,null,25481,null,3106,null,43187,null,3996,null,46708,null,3769,null,46201,null,3756,null,20423,null,2391,null,10138,null,1563,null,8021,null,1539,null,2966,null,845,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
307984,null,5634,null,46312,null,4084,null,21599,null,2362,null,20101,null,2473,null,22389,null,2274,null,19697,null,2609,null,20208,null,2377,null,15315,null,1956,null,17955,null,2203,null,16531,null,2104,null,20828,null,2319,null,29385,null,2767,null,28668,null,2625,null,15980,null,2128,null,5448,null,1248,null,5198,null,992,null,2370,null,721,null,0400000US39,Ohio,39
61970,null,3093,null,6573,null,1285,null,5319,null,1525,null,3183,null,899,null,5364,null,1481,null,5232,null,1396,null,4235,null,1127,null,4056,null,983,null,2909,null,860,null,2876,null,867,null,5078,null,1057,null,5915,null,1220,null,5885,null,1220,null,2841,null,785,null,1508,null,703,null,578,null,301,null,418,null,376,null,0400000US40,Oklahoma,40
12379,null,1572,null,1450,null,735,null,733,null,631,null,1097,null,674,null,500,null,323,null,567,null,408,null,750,null,459,null,748,null,499,null,689,null,439,null,208,null,194,null,1132,null,625,null,970,null,554,null,1529,null,599,null,864,null,435,null,383,null,243,null,562,null,434,null,197,null,253,null,0400000US41,Oregon,41
284819,null,6655,null,36292,null,3114,null,16995,null,2374,null,19987,null,2695,null,18771,null,2434,null,17817,null,2314,null,20141,null,2343,null,16201,null,2623,null,14320,null,1565,null,13659,null,2092,null,23143,null,3223,null,30466,null,2511,null,26898,null,2758,null,16076,null,2233,null,6681,null,1350,null,4721,null,1271,null,2651,null,837,null,0400000US42,Pennsylvania,42
12796,null,1261,null,1420,null,620,null,488,null,376,null,696,null,532,null,1513,null,678,null,714,null,442,null,823,null,450,null,496,null,314,null,265,null,273,null,532,null,376,null,722,null,508,null,1382,null,598,null,1194,null,671,null,1406,null,550,null,452,null,373,null,382,null,298,null,311,null,282,null,0400000US44,Rhode Island,44
289821,null,5780,null,34458,null,3214,null,22741,null,2673,null,25678,null,2959,null,23514,null,2782,null,19503,null,2566,null,18747,null,2301,null,18713,null,2374,null,15082,null,2169,null,14315,null,2076,null,23189,null,2494,null,27110,null,3020,null,23783,null,2576,null,10991,null,1844,null,6548,null,1348,null,3906,null,1062,null,1543,null,632,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
235563,null,5800,null,21967,null,2753,null,18888,null,2262,null,19201,null,2590,null,17704,null,2327,null,17475,null,2369,null,15866,null,2202,null,13171,null,2043,null,14240,null,1955,null,10589,null,1644,null,20110,null,2038,null,22162,null,2290,null,22846,null,2451,null,11706,null,1502,null,3999,null,1027,null,3115,null,869,null,2524,null,866,null,0400000US47,Tennessee,47
629581,null,8705,null,56679,null,4047,null,40357,null,3855,null,40311,null,3095,null,38431,null,2871,null,38887,null,3522,null,37759,null,3455,null,30153,null,3285,null,32840,null,3198,null,30086,null,2764,null,57414,null,4281,null,66399,null,4752,null,72479,null,4413,null,40045,null,2681,null,21295,null,2728,null,17476,null,1936,null,8970,null,1662,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367460,null,6828,null,25609,null,3086,null,19494,null,2638,null,19735,null,2184,null,23437,null,3024,null,18725,null,2651,null,20812,null,2707,null,22163,null,3090,null,20106,null,2379,null,16612,null,2137,null,35280,null,3820,null,40204,null,3447,null,42569,null,3746,null,27984,null,2933,null,14890,null,2173,null,12422,null,1900,null,7418,null,1331,null,0400000US51,Virginia,51
47084,null,2811,null,4189,null,987,null,3009,null,1170,null,2678,null,1033,null,3134,null,1103,null,2655,null,1088,null,2384,null,839,null,2466,null,845,null,2527,null,970,null,2944,null,946,null,3025,null,1122,null,4874,null,1262,null,5245,null,1018,null,3765,null,993,null,1632,null,648,null,1312,null,483,null,1245,null,503,null,0400000US53,Washington,53
12703,null,1276,null,2156,null,718,null,1250,null,500,null,572,null,391,null,897,null,452,null,513,null,443,null,918,null,419,null,676,null,342,null,841,null,454,null,236,null,246,null,1176,null,620,null,1091,null,511,null,1297,null,557,null,870,null,507,null,63,null,79,null,103,null,164,null,44,null,84,null,0400000US54,West Virginia,54
70852,null,3049,null,8727,null,1580,null,5507,null,1323,null,7234,null,1512,null,5534,null,1219,null,4994,null,1095,null,5344,null,1173,null,4547,null,1203,null,4956,null,1121,null,2881,null,818,null,4759,null,1172,null,6096,null,1187,null,4908,null,956,null,2682,null,716,null,1220,null,537,null,700,null,326,null,763,null,433,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
65255,null,3467,null,18375,null,1946,null,7075,null,1219,null,7101,null,1292,null,4680,null,936,null,5425,null,933,null,3504,null,785,null,3293,null,699,null,3076,null,769,null,2833,null,654,null,3735,null,788,null,2998,null,815,null,1997,null,670,null,636,null,305,null,372,null,288,null,119,null,113,null,36,null,62,null,0400000US72,Puerto Rico,72
