C17001D_001E,C17001D_001EA,C17001D_001M,C17001D_001MA,C17001D_002E,C17001D_002EA,C17001D_002M,C17001D_002MA,C17001D_003E,C17001D_003EA,C17001D_003M,C17001D_003MA,C17001D_004E,C17001D_004EA,C17001D_004M,C17001D_004MA,C17001D_005E,C17001D_005EA,C17001D_005M,C17001D_005MA,C17001D_006E,C17001D_006EA,C17001D_006M,C17001D_006MA,C17001D_007E,C17001D_007EA,C17001D_007M,C17001D_007MA,C17001D_008E,C17001D_008EA,C17001D_008M,C17001D_008MA,C17001D_009E,C17001D_009EA,C17001D_009M,C17001D_009MA,C17001D_010E,C17001D_010EA,C17001D_010M,C17001D_010MA,C17001D_011E,C17001D_011EA,C17001D_011M,C17001D_011MA,C17001D_012E,C17001D_012EA,C17001D_012M,C17001D_012MA,C17001D_013E,C17001D_013EA,C17001D_013M,C17001D_013MA,C17001D_014E,C17001D_014EA,C17001D_014M,C17001D_014MA,C17001D_015E,C17001D_015EA,C17001D_015M,C17001D_015MA,C17001D_016E,C17001D_016EA,C17001D_016M,C17001D_016MA,C17001D_017E,C17001D_017EA,C17001D_017M,C17001D_017MA,C17001D_018E,C17001D_018EA,C17001D_018M,C17001D_018MA,C17001D_019E,C17001D_019EA,C17001D_019M,C17001D_019MA,GEO_ID,NAME,state
270248,null,4781,null,29710,null,4716,null,14151,null,2776,null,4747,null,1415,null,8764,null,1794,null,640,null,431,null,15559,null,2732,null,4167,null,1193,null,10757,null,1798,null,635,null,421,null,240538,null,5930,null,115916,null,3787,null,30937,null,1935,null,76841,null,2602,null,8138,null,983,null,124622,null,3473,null,29561,null,1933,null,85624,null,2545,null,9437,null,1132,null,0400000US13,Georgia,13
489194,null,8977,null,31083,null,3876,null,10972,null,1931,null,1522,null,642,null,7628,null,1704,null,1822,null,488,null,20111,null,2847,null,1886,null,774,null,12225,null,2056,null,6000,null,1028,null,458111,null,9460,null,218349,null,5431,null,34362,null,3048,null,139786,null,3624,null,44201,null,1213,null,239762,null,5934,null,30382,null,2418,null,148240,null,4239,null,61140,null,1521,null,0400000US15,Hawaii,15
17734,null,1872,null,3186,null,1235,null,1297,null,879,null,410,null,432,null,887,null,545,null,0,null,259,null,1889,null,619,null,526,null,282,null,1363,null,520,null,0,null,259,null,14548,null,1772,null,6758,null,1108,null,1906,null,603,null,4066,null,743,null,786,null,341,null,7790,null,1102,null,2043,null,514,null,5226,null,874,null,521,null,340,null,0400000US16,Idaho,16
541387,null,5731,null,47850,null,5656,null,24006,null,3389,null,4464,null,1182,null,17761,null,2762,null,1781,null,647,null,23844,null,3126,null,4637,null,1219,null,16095,null,2325,null,3112,null,874,null,493537,null,6779,null,240219,null,3890,null,54641,null,2484,null,167717,null,2948,null,17861,null,798,null,253318,null,4091,null,56010,null,2372,null,175043,null,2719,null,22265,null,1061,null,0400000US17,Illinois,17
81234,null,2542,null,14977,null,2868,null,7905,null,1583,null,1753,null,789,null,5970,null,1128,null,182,null,172,null,7072,null,1701,null,1396,null,654,null,5360,null,1309,null,316,null,232,null,66257,null,3590,null,30899,null,2138,null,7360,null,1253,null,21886,null,1705,null,1653,null,487,null,35358,null,2467,null,10158,null,1399,null,22692,null,1683,null,2508,null,705,null,0400000US18,Indiana,18
44845,null,2291,null,5347,null,1708,null,1888,null,905,null,830,null,581,null,922,null,526,null,136,null,200,null,3459,null,1174,null,824,null,736,null,2560,null,753,null,75,null,128,null,39498,null,2268,null,19419,null,1605,null,4602,null,795,null,13592,null,1163,null,1225,null,529,null,20079,null,1521,null,5989,null,837,null,12765,null,1190,null,1325,null,470,null,0400000US19,Iowa,19
58466,null,2175,null,9042,null,2071,null,3999,null,1226,null,1315,null,538,null,2603,null,1008,null,81,null,139,null,5043,null,1203,null,1071,null,517,null,3471,null,856,null,501,null,466,null,49424,null,2502,null,24356,null,1575,null,6178,null,831,null,16640,null,1458,null,1538,null,486,null,25068,null,1680,null,6241,null,921,null,17440,null,1168,null,1387,null,498,null,0400000US20,Kansas,20
41899,null,3418,null,3706,null,955,null,1509,null,587,null,68,null,91,null,1441,null,549,null,0,null,271,null,2197,null,821,null,153,null,174,null,1994,null,813,null,50,null,92,null,38193,null,3272,null,18940,null,2515,null,5567,null,907,null,12068,null,1692,null,1305,null,709,null,19253,null,1401,null,5419,null,827,null,12627,null,1124,null,1207,null,587,null,0400000US21,Kentucky,21
63416,null,3411,null,7406,null,2301,null,2651,null,1035,null,351,null,316,null,2198,null,912,null,102,null,139,null,4755,null,1564,null,1700,null,950,null,2965,null,946,null,90,null,114,null,56010,null,3715,null,29450,null,2515,null,8406,null,1482,null,19282,null,1681,null,1762,null,860,null,26560,null,2024,null,4860,null,871,null,19953,null,1607,null,1747,null,561,null,0400000US22,Louisiana,22
9854,null,941,null,1995,null,1095,null,542,null,431,null,222,null,325,null,208,null,196,null,112,null,151,null,1453,null,834,null,581,null,423,null,792,null,463,null,80,null,121,null,7859,null,1221,null,3018,null,661,null,757,null,265,null,1967,null,543,null,294,null,258,null,4841,null,917,null,1179,null,472,null,3236,null,699,null,426,null,283,null,0400000US23,Maine,23
281691,null,3381,null,19298,null,4388,null,9684,null,2554,null,2620,null,1512,null,6193,null,1535,null,871,null,457,null,9614,null,2253,null,1815,null,981,null,6307,null,1682,null,1492,null,568,null,262393,null,4887,null,126127,null,3009,null,28570,null,1641,null,87134,null,2196,null,10423,null,723,null,136266,null,2919,null,28725,null,1554,null,95362,null,1893,null,12179,null,889,null,0400000US24,Maryland,24
307646,null,4341,null,39035,null,5202,null,17961,null,2823,null,4886,null,1205,null,11279,null,1972,null,1796,null,656,null,21074,null,3109,null,4036,null,1299,null,14624,null,2239,null,2414,null,692,null,268611,null,5916,null,133258,null,3592,null,30893,null,2046,null,94991,null,2577,null,7374,null,831,null,135353,null,3134,null,32096,null,1487,null,94357,null,2558,null,8900,null,879,null,0400000US25,Massachusetts,25
226280,null,4161,null,30323,null,4272,null,14221,null,2581,null,2996,null,1056,null,10198,null,1857,null,1027,null,496,null,16102,null,2610,null,3936,null,1007,null,10917,null,1985,null,1249,null,486,null,195957,null,5495,null,95494,null,3113,null,24717,null,1858,null,65240,null,1902,null,5537,null,660,null,100463,null,3425,null,25148,null,1819,null,68895,null,2344,null,6420,null,676,null,0400000US26,Michigan,26
180084,null,2991,null,30379,null,5334,null,14652,null,3124,null,6497,null,1755,null,7581,null,1817,null,574,null,356,null,15727,null,2714,null,6157,null,1371,null,8905,null,1621,null,665,null,292,null,149705,null,5743,null,72952,null,3465,null,22361,null,2021,null,47620,null,2172,null,2971,null,535,null,76753,null,3105,null,21854,null,1764,null,50236,null,2089,null,4663,null,636,null,0400000US27,Minnesota,27
21874,null,2635,null,4656,null,2213,null,2094,null,1281,null,690,null,569,null,1361,null,1027,null,43,null,81,null,2562,null,1340,null,584,null,530,null,1836,null,1194,null,142,null,168,null,17218,null,1714,null,7700,null,1463,null,2269,null,807,null,4987,null,1034,null,444,null,311,null,9518,null,1103,null,1175,null,479,null,6961,null,794,null,1382,null,535,null,0400000US28,Mississippi,28
81236,null,3009,null,10738,null,2538,null,5592,null,1610,null,1531,null,771,null,4011,null,1117,null,50,null,86,null,5146,null,1384,null,1478,null,761,null,3501,null,821,null,167,null,163,null,70498,null,3491,null,31423,null,1938,null,7074,null,1161,null,21803,null,1388,null,2546,null,479,null,39075,null,2444,null,9586,null,1467,null,26470,null,1480,null,3019,null,554,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
25999,null,1818,null,3392,null,1173,null,1802,null,854,null,187,null,174,null,1545,null,871,null,70,null,102,null,1590,null,780,null,326,null,353,null,1027,null,491,null,237,null,223,null,22607,null,2249,null,10969,null,1389,null,3030,null,901,null,7490,null,887,null,449,null,256,null,11638,null,1627,null,3626,null,1031,null,7482,null,981,null,530,null,263,null,0400000US31,Nebraska,31
156062,null,3383,null,10014,null,2260,null,4720,null,1462,null,553,null,327,null,3042,null,1337,null,1125,null,485,null,5294,null,1322,null,457,null,294,null,3898,null,1125,null,939,null,439,null,146048,null,4447,null,66703,null,2692,null,15143,null,1434,null,44926,null,2078,null,6634,null,565,null,79345,null,2529,null,15047,null,1307,null,54622,null,1873,null,9676,null,571,null,0400000US32,Nevada,32
25325,null,1916,null,1397,null,745,null,979,null,650,null,173,null,314,null,806,null,613,null,0,null,253,null,418,null,288,null,0,null,253,null,346,null,266,null,72,null,129,null,23928,null,1931,null,9893,null,1033,null,2484,null,692,null,7188,null,637,null,221,null,202,null,14035,null,1369,null,4321,null,943,null,8531,null,919,null,1183,null,459,null,0400000US33,New Hampshire,33
655882,null,4655,null,36903,null,5103,null,17477,null,2581,null,5012,null,1659,null,10619,null,1642,null,1846,null,665,null,19426,null,3032,null,4747,null,1248,null,12219,null,2163,null,2460,null,724,null,618979,null,6772,null,308633,null,4176,null,74806,null,2702,null,212883,null,2560,null,20944,null,1072,null,310346,null,3909,null,72869,null,2296,null,212940,null,2503,null,24537,null,1240,null,0400000US34,New Jersey,34
26377,null,1886,null,1540,null,717,null,926,null,527,null,154,null,187,null,668,null,454,null,104,null,110,null,614,null,399,null,137,null,147,null,428,null,362,null,49,null,93,null,24837,null,1947,null,11282,null,1715,null,3458,null,1172,null,7034,null,885,null,790,null,338,null,13555,null,1261,null,2856,null,901,null,8734,null,941,null,1965,null,639,null,0400000US35,New Mexico,35
1329552,null,8957,null,200463,null,11825,null,98354,null,7056,null,27132,null,3064,null,60808,null,5266,null,10414,null,1736,null,102109,null,6315,null,25766,null,2446,null,61371,null,4646,null,14972,null,1833,null,1129089,null,12592,null,559905,null,6993,null,122398,null,3976,null,394152,null,5051,null,43355,null,1808,null,569184,null,7491,null,114652,null,3129,null,405000,null,5382,null,49532,null,2114,null,0400000US36,New York,36
164421,null,3931,null,17445,null,3752,null,8988,null,2205,null,3297,null,1178,null,5540,null,1418,null,151,null,140,null,8457,null,1845,null,2156,null,776,null,6092,null,1301,null,209,null,200,null,146976,null,5555,null,69221,null,3277,null,19098,null,2024,null,46144,null,2142,null,3979,null,754,null,77755,null,3321,null,17898,null,1691,null,55211,null,2579,null,4646,null,849,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
170487,null,3581,null,21035,null,3562,null,10859,null,2072,null,1525,null,717,null,8030,null,1829,null,1304,null,715,null,10176,null,2026,null,2521,null,872,null,6885,null,1478,null,770,null,401,null,149452,null,4926,null,70909,null,3188,null,16343,null,1463,null,49220,null,2437,null,5346,null,841,null,78543,null,2872,null,18024,null,1429,null,54354,null,2047,null,6165,null,1016,null,0400000US39,Ohio,39
60889,null,2581,null,11781,null,2331,null,4830,null,1401,null,862,null,493,null,3653,null,1262,null,315,null,299,null,6951,null,1557,null,1717,null,834,null,4774,null,1117,null,460,null,404,null,49108,null,3182,null,23433,null,1971,null,5340,null,1064,null,16751,null,1464,null,1342,null,557,null,25675,null,1871,null,5621,null,906,null,18574,null,1571,null,1480,null,389,null,0400000US40,Oklahoma,40
127384,null,3688,null,15166,null,3173,null,6253,null,1526,null,1644,null,639,null,4355,null,1226,null,254,null,184,null,8913,null,2095,null,1726,null,966,null,5924,null,1357,null,1263,null,511,null,112218,null,3624,null,51447,null,2437,null,11048,null,1347,null,35849,null,1656,null,4550,null,686,null,60771,null,2511,null,13108,null,1465,null,41963,null,1792,null,5700,null,1010,null,0400000US41,Oregon,41
286051,null,4219,null,38120,null,4478,null,20074,null,2367,null,5473,null,1259,null,12306,null,1537,null,2295,null,686,null,18046,null,2693,null,4381,null,1053,null,11922,null,2097,null,1743,null,704,null,247931,null,5548,null,120163,null,3433,null,29513,null,1971,null,83133,null,2583,null,7517,null,1003,null,127768,null,3284,null,30557,null,1630,null,87465,null,2529,null,9746,null,926,null,0400000US42,Pennsylvania,42
28715,null,1395,null,4022,null,1525,null,1821,null,971,null,173,null,194,null,1380,null,875,null,268,null,245,null,2201,null,779,null,241,null,219,null,1595,null,697,null,365,null,297,null,24693,null,1851,null,10729,null,1148,null,2940,null,442,null,6894,null,1036,null,895,null,399,null,13964,null,1248,null,3877,null,777,null,9060,null,897,null,1027,null,431,null,0400000US44,Rhode Island,44
47393,null,2352,null,3541,null,1317,null,1871,null,877,null,571,null,418,null,1300,null,691,null,0,null,287,null,1670,null,737,null,312,null,293,null,1358,null,606,null,0,null,287,null,43852,null,2417,null,19207,null,1722,null,4501,null,846,null,12799,null,1354,null,1907,null,536,null,24645,null,1612,null,5725,null,1020,null,16651,null,1286,null,2269,null,720,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
80735,null,2898,null,7856,null,2652,null,4713,null,1991,null,1839,null,1361,null,2615,null,897,null,259,null,309,null,3143,null,924,null,517,null,315,null,2399,null,722,null,227,null,208,null,72879,null,3424,null,35052,null,2389,null,9425,null,1761,null,23842,null,1469,null,1785,null,489,null,37827,null,2090,null,8293,null,1542,null,27315,null,1526,null,2219,null,654,null,0400000US47,Tennessee,47
830855,null,7721,null,89258,null,8870,null,44188,null,5647,null,13235,null,2704,null,27487,null,3763,null,3466,null,869,null,45070,null,4382,null,9931,null,1947,null,31111,null,2948,null,4028,null,878,null,741597,null,10733,null,368721,null,6572,null,97797,null,3563,null,250828,null,4283,null,20096,null,1089,null,372876,null,6223,null,91714,null,2859,null,253708,null,4097,null,27454,null,1740,null,0400000US48,Texas,48
53186,null,2594,null,6714,null,2020,null,3613,null,1405,null,1058,null,1172,null,2326,null,621,null,229,null,279,null,3101,null,867,null,626,null,365,null,2043,null,642,null,432,null,345,null,46472,null,2786,null,21067,null,1744,null,5951,null,1269,null,13980,null,1073,null,1136,null,183,null,25405,null,1592,null,6526,null,988,null,17408,null,1168,null,1471,null,304,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367949,null,5313,null,28043,null,5442,null,13270,null,3010,null,3617,null,1348,null,8890,null,1954,null,763,null,368,null,14773,null,2892,null,3161,null,1606,null,10547,null,1953,null,1065,null,457,null,339906,null,6405,null,161460,null,4043,null,38292,null,2267,null,111965,null,3383,null,11203,null,909,null,178446,null,3614,null,36868,null,2061,null,125702,null,2499,null,15876,null,1189,null,0400000US51,Virginia,51
417462,null,5642,null,38606,null,4575,null,15483,null,2631,null,3755,null,1291,null,9213,null,1872,null,2515,null,933,null,23123,null,2793,null,3698,null,1060,null,15241,null,2056,null,4184,null,1095,null,378856,null,6460,null,178635,null,4062,null,40142,null,2424,null,124639,null,2983,null,13854,null,1071,null,200221,null,4442,null,39343,null,2118,null,140104,null,2891,null,20774,null,1410,null,0400000US53,Washington,53
8718,null,1329,null,1454,null,734,null,429,null,383,null,25,null,44,null,404,null,387,null,0,null,265,null,1025,null,591,null,147,null,206,null,878,null,548,null,0,null,265,null,7264,null,1351,null,3278,null,810,null,621,null,344,null,2316,null,676,null,341,null,285,null,3986,null,782,null,759,null,491,null,2813,null,632,null,414,null,326,null,0400000US54,West Virginia,54
113091,null,3022,null,17336,null,2475,null,8288,null,1529,null,2092,null,811,null,5958,null,1275,null,238,null,196,null,9048,null,1563,null,2398,null,948,null,6247,null,1095,null,403,null,219,null,95755,null,3302,null,47009,null,2223,null,15476,null,1490,null,29472,null,1463,null,2061,null,452,null,48746,null,1959,null,16245,null,1429,null,30316,null,1324,null,2185,null,447,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
14059,null,3305,null,6855,null,2492,null,1870,null,992,null,488,null,478,null,881,null,611,null,501,null,418,null,4985,null,1743,null,1874,null,903,null,2483,null,915,null,628,null,445,null,7204,null,1916,null,3084,null,1184,null,611,null,656,null,2223,null,885,null,250,null,215,null,4120,null,1238,null,884,null,496,null,2994,null,1008,null,242,null,203,null,0400000US72,Puerto Rico,72
