B01001F_001E,B01001F_001EA,B01001F_001M,B01001F_001MA,B01001F_002E,B01001F_002EA,B01001F_002M,B01001F_002MA,B01001F_003E,B01001F_003EA,B01001F_003M,B01001F_003MA,B01001F_004E,B01001F_004EA,B01001F_004M,B01001F_004MA,B01001F_005E,B01001F_005EA,B01001F_005M,B01001F_005MA,B01001F_006E,B01001F_006EA,B01001F_006M,B01001F_006MA,B01001F_007E,B01001F_007EA,B01001F_007M,B01001F_007MA,B01001F_008E,B01001F_008EA,B01001F_008M,B01001F_008MA,B01001F_009E,B01001F_009EA,B01001F_009M,B01001F_009MA,B01001F_010E,B01001F_010EA,B01001F_010M,B01001F_010MA,B01001F_011E,B01001F_011EA,B01001F_011M,B01001F_011MA,B01001F_012E,B01001F_012EA,B01001F_012M,B01001F_012MA,B01001F_013E,B01001F_013EA,B01001F_013M,B01001F_013MA,B01001F_014E,B01001F_014EA,B01001F_014M,B01001F_014MA,B01001F_015E,B01001F_015EA,B01001F_015M,B01001F_015MA,B01001F_016E,B01001F_016EA,B01001F_016M,B01001F_016MA,B01001F_017E,B01001F_017EA,B01001F_017M,B01001F_017MA,B01001F_018E,B01001F_018EA,B01001F_018M,B01001F_018MA,B01001F_019E,B01001F_019EA,B01001F_019M,B01001F_019MA,B01001F_020E,B01001F_020EA,B01001F_020M,B01001F_020MA,B01001F_021E,B01001F_021EA,B01001F_021M,B01001F_021MA,B01001F_022E,B01001F_022EA,B01001F_022M,B01001F_022MA,B01001F_023E,B01001F_023EA,B01001F_023M,B01001F_023MA,B01001F_024E,B01001F_024EA,B01001F_024M,B01001F_024MA,B01001F_025E,B01001F_025EA,B01001F_025M,B01001F_025MA,B01001F_026E,B01001F_026EA,B01001F_026M,B01001F_026MA,B01001F_027E,B01001F_027EA,B01001F_027M,B01001F_027MA,B01001F_028E,B01001F_028EA,B01001F_028M,B01001F_028MA,B01001F_029E,B01001F_029EA,B01001F_029M,B01001F_029MA,B01001F_030E,B01001F_030EA,B01001F_030M,B01001F_030MA,B01001F_031E,B01001F_031EA,B01001F_031M,B01001F_031MA,GEO_ID,NAME,state
839621,null,29224,null,448302,null,16048,null,46916,null,3911,null,42282,null,4001,null,36140,null,3413,null,21498,null,2077,null,16038,null,1958,null,38475,null,3180,null,45255,null,3207,null,48763,null,3371,null,75322,null,4798,null,44573,null,2755,null,20354,null,2140,null,9739,null,1580,null,2522,null,939,null,425,null,378,null,391319,null,15095,null,43532,null,3773,null,40022,null,4135,null,35093,null,3145,null,18876,null,2005,null,12110,null,1629,null,32759,null,2206,null,38412,null,2679,null,36981,null,3209,null,58319,null,3413,null,38433,null,2834,null,20934,null,2299,null,9246,null,1415,null,5538,null,1353,null,1064,null,582,null,0400000US17,Illinois,17
135989,null,8562,null,75252,null,5323,null,9743,null,1568,null,7704,null,1179,null,6186,null,1323,null,3435,null,662,null,2347,null,797,null,6369,null,1279,null,8274,null,1279,null,8425,null,1568,null,12856,null,1657,null,6299,null,1384,null,2237,null,843,null,628,null,392,null,707,null,410,null,42,null,69,null,60737,null,4440,null,9357,null,1517,null,6794,null,1205,null,4230,null,1022,null,2877,null,876,null,2078,null,558,null,5716,null,912,null,4779,null,953,null,5105,null,1065,null,8725,null,1294,null,5404,null,1178,null,2461,null,845,null,2368,null,1016,null,474,null,360,null,369,null,573,null,0400000US18,Indiana,18
39669,null,4877,null,23174,null,2672,null,2408,null,813,null,2162,null,606,null,1940,null,586,null,1612,null,569,null,313,null,183,null,2375,null,787,null,2999,null,869,null,1884,null,739,null,4040,null,886,null,2146,null,662,null,1189,null,498,null,50,null,62,null,56,null,101,null,0,null,226,null,16495,null,2758,null,2868,null,740,null,1880,null,784,null,659,null,329,null,829,null,329,null,465,null,271,null,1525,null,571,null,1456,null,653,null,1417,null,619,null,2852,null,812,null,1526,null,622,null,513,null,366,null,252,null,246,null,190,null,188,null,63,null,102,null,0400000US19,Iowa,19
69533,null,7123,null,36239,null,4220,null,3016,null,804,null,3498,null,870,null,2836,null,917,null,1978,null,614,null,1184,null,559,null,2801,null,742,null,3753,null,1007,null,4182,null,1244,null,5870,null,1531,null,4186,null,997,null,2284,null,636,null,594,null,304,null,57,null,91,null,0,null,244,null,33294,null,3859,null,4527,null,1046,null,2678,null,822,null,3427,null,965,null,1949,null,725,null,947,null,555,null,2841,null,661,null,2510,null,770,null,2983,null,760,null,4802,null,859,null,3809,null,865,null,1065,null,527,null,680,null,429,null,721,null,460,null,355,null,330,null,0400000US20,Kansas,20
34446,null,4036,null,19796,null,2370,null,2584,null,728,null,2920,null,1040,null,1188,null,712,null,913,null,459,null,731,null,490,null,1478,null,658,null,2863,null,780,null,2212,null,633,null,3095,null,981,null,1507,null,555,null,41,null,54,null,154,null,174,null,110,null,207,null,0,null,271,null,14650,null,2443,null,2793,null,914,null,2200,null,752,null,1222,null,703,null,458,null,341,null,196,null,137,null,1257,null,489,null,1682,null,693,null,1481,null,579,null,2270,null,838,null,482,null,306,null,205,null,148,null,260,null,228,null,96,null,168,null,48,null,80,null,0400000US21,Kentucky,21
37065,null,5474,null,21181,null,3295,null,2802,null,1046,null,1505,null,676,null,1337,null,730,null,937,null,536,null,696,null,460,null,2255,null,693,null,2382,null,853,null,2224,null,796,null,3074,null,1076,null,1939,null,725,null,1044,null,400,null,542,null,327,null,323,null,265,null,121,null,130,null,15884,null,2810,null,1595,null,674,null,2001,null,886,null,1269,null,643,null,197,null,159,null,398,null,420,null,2304,null,876,null,1335,null,600,null,1433,null,647,null,1395,null,567,null,1886,null,788,null,1057,null,433,null,525,null,422,null,355,null,257,null,134,null,192,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
135287,null,10828,null,71298,null,5771,null,8264,null,1372,null,5351,null,1146,null,5052,null,1108,null,2888,null,677,null,1399,null,499,null,7385,null,1133,null,8356,null,1369,null,7623,null,1635,null,14698,null,2029,null,6447,null,1316,null,2639,null,843,null,798,null,450,null,398,null,343,null,0,null,281,null,63989,null,6123,null,9498,null,2018,null,6916,null,1467,null,4158,null,1090,null,3095,null,729,null,1985,null,606,null,4802,null,1215,null,5776,null,1001,null,6056,null,1208,null,10305,null,1408,null,6245,null,1085,null,3283,null,1088,null,1444,null,658,null,376,null,260,null,50,null,83,null,0400000US24,Maryland,24
256616,null,15152,null,122812,null,8162,null,12535,null,1577,null,11106,null,1670,null,11329,null,1833,null,7525,null,1299,null,4280,null,1010,null,10897,null,1850,null,12169,null,1808,null,11849,null,1920,null,18704,null,2295,null,11728,null,1878,null,5905,null,1219,null,3615,null,975,null,1053,null,566,null,117,null,140,null,133804,null,8178,null,13620,null,2201,null,11931,null,2007,null,11580,null,1874,null,7608,null,1377,null,5053,null,1051,null,13110,null,1513,null,10882,null,1643,null,10526,null,1675,null,21765,null,2140,null,13486,null,1717,null,8610,null,1185,null,4207,null,936,null,1340,null,527,null,86,null,106,null,0400000US25,Massachusetts,25
144094,null,9956,null,75673,null,5575,null,7968,null,1458,null,5977,null,1259,null,6447,null,1405,null,3873,null,735,null,3138,null,969,null,6253,null,1330,null,8431,null,2221,null,8678,null,1525,null,12301,null,1658,null,7328,null,1041,null,3629,null,771,null,1136,null,491,null,514,null,303,null,0,null,242,null,68421,null,5441,null,7372,null,1245,null,6948,null,1140,null,6648,null,1349,null,3381,null,684,null,2099,null,828,null,5782,null,1316,null,6277,null,1441,null,6426,null,1104,null,9627,null,1593,null,7303,null,1155,null,4215,null,806,null,1197,null,486,null,993,null,475,null,153,null,180,null,0400000US26,Michigan,26
55598,null,6025,null,30186,null,3539,null,3537,null,1116,null,2682,null,814,null,2344,null,782,null,898,null,359,null,1416,null,458,null,2718,null,904,null,2929,null,789,null,3699,null,855,null,5298,null,1225,null,3101,null,931,null,969,null,447,null,390,null,296,null,89,null,121,null,116,null,123,null,25412,null,3266,null,3174,null,1069,null,3307,null,1040,null,2486,null,765,null,1046,null,294,null,527,null,340,null,2371,null,607,null,2565,null,784,null,2620,null,1000,null,3429,null,861,null,2087,null,717,null,1014,null,529,null,609,null,356,null,104,null,124,null,73,null,89,null,0400000US27,Minnesota,27
20699,null,4251,null,12076,null,2925,null,1218,null,641,null,580,null,405,null,981,null,627,null,324,null,350,null,530,null,332,null,1609,null,754,null,2032,null,851,null,2250,null,1115,null,1139,null,579,null,890,null,581,null,365,null,214,null,23,null,54,null,0,null,287,null,135,null,264,null,8623,null,2008,null,1114,null,712,null,1016,null,665,null,206,null,126,null,196,null,188,null,599,null,391,null,1090,null,554,null,1519,null,659,null,640,null,373,null,1103,null,646,null,673,null,435,null,432,null,309,null,35,null,62,null,0,null,287,null,0,null,287,null,0400000US28,Mississippi,28
50712,null,6147,null,25932,null,3194,null,3439,null,1160,null,2136,null,753,null,2850,null,1236,null,754,null,348,null,647,null,297,null,2335,null,662,null,2150,null,842,null,2804,null,950,null,4329,null,1055,null,2622,null,972,null,1148,null,391,null,379,null,223,null,208,null,255,null,131,null,181,null,24780,null,3576,null,2520,null,864,null,3038,null,894,null,2628,null,1076,null,1469,null,628,null,688,null,438,null,2392,null,721,null,2251,null,842,null,1742,null,545,null,3755,null,875,null,2083,null,590,null,1373,null,544,null,235,null,187,null,515,null,245,null,91,null,113,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
46526,null,4938,null,23757,null,2913,null,2709,null,831,null,2143,null,908,null,2355,null,788,null,1060,null,449,null,289,null,202,null,1964,null,684,null,2226,null,682,null,2926,null,1046,null,4024,null,911,null,2349,null,632,null,992,null,476,null,456,null,327,null,126,null,132,null,138,null,225,null,22769,null,2610,null,3159,null,783,null,3252,null,1135,null,2400,null,730,null,914,null,434,null,436,null,272,null,1289,null,389,null,2360,null,648,null,2705,null,681,null,2915,null,728,null,1918,null,647,null,626,null,316,null,541,null,549,null,214,null,198,null,40,null,65,null,0400000US31,Nebraska,31
112916,null,10586,null,60486,null,6220,null,5168,null,1735,null,4672,null,1392,null,5720,null,1161,null,4263,null,1164,null,2860,null,826,null,3507,null,915,null,5668,null,1530,null,4727,null,1239,null,11449,null,1976,null,7333,null,1925,null,3200,null,854,null,1157,null,603,null,400,null,326,null,362,null,509,null,52430,null,5758,null,6136,null,1576,null,4927,null,1284,null,4289,null,1165,null,2639,null,911,null,1389,null,569,null,4000,null,963,null,4429,null,1098,null,4561,null,1073,null,9165,null,1700,null,6819,null,1409,null,2458,null,756,null,1071,null,500,null,547,null,377,null,0,null,300,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
507267,null,16654,null,260540,null,10621,null,27477,null,2604,null,20362,null,2232,null,22743,null,2294,null,10984,null,1635,null,9241,null,1271,null,22498,null,2607,null,26847,null,2592,null,23683,null,2448,null,46730,null,3562,null,26792,null,2393,null,14205,null,1910,null,6256,null,1464,null,2059,null,704,null,663,null,543,null,246727,null,8509,null,25722,null,2736,null,19692,null,2354,null,20081,null,2575,null,11120,null,1618,null,7986,null,1232,null,20109,null,2281,null,21448,null,2029,null,21658,null,1851,null,43469,null,2845,null,28879,null,2560,null,13885,null,2050,null,7431,null,1510,null,4115,null,1099,null,1132,null,767,null,0400000US34,New Jersey,34
207897,null,11458,null,105440,null,6111,null,10611,null,1511,null,8123,null,1860,null,8138,null,1718,null,4819,null,1043,null,3095,null,850,null,8827,null,1589,null,9493,null,1612,null,8192,null,1296,null,15751,null,1835,null,13052,null,1547,null,8356,null,1256,null,3994,null,865,null,2615,null,765,null,374,null,265,null,102457,null,7132,null,9607,null,1653,null,6233,null,1186,null,7282,null,1558,null,4387,null,985,null,4418,null,1117,null,9973,null,1452,null,7406,null,1571,null,7389,null,1244,null,15100,null,1883,null,13310,null,1881,null,8380,null,1109,null,4963,null,1023,null,2616,null,785,null,1393,null,535,null,0400000US35,New Mexico,35
1466868,null,34658,null,718356,null,19354,null,61222,null,4462,null,57147,null,3703,null,56271,null,3862,null,36523,null,2513,null,24478,null,2171,null,63696,null,3939,null,70731,null,4465,null,63091,null,4146,null,116095,null,6038,null,87179,null,4701,null,46273,null,3186,null,21765,null,2015,null,11328,null,1666,null,2557,null,899,null,748512,null,18056,null,59242,null,3529,null,55044,null,3895,null,58772,null,3812,null,35566,null,2645,null,24741,null,2297,null,62597,null,3464,null,63748,null,3236,null,59813,null,3625,null,119155,null,4616,null,97096,null,3878,null,60626,null,3787,null,30560,null,2117,null,16039,null,1644,null,5513,null,1551,null,0400000US36,New York,36
344792,null,14526,null,193941,null,8386,null,26638,null,2998,null,20079,null,2547,null,13139,null,2035,null,7214,null,1458,null,6472,null,1324,null,15518,null,2185,null,23595,null,2695,null,27340,null,2756,null,33608,null,3814,null,13538,null,2233,null,5366,null,1349,null,1003,null,483,null,431,null,503,null,0,null,289,null,150851,null,8153,null,23753,null,2731,null,20298,null,2666,null,15265,null,2305,null,6024,null,1151,null,4311,null,1077,null,13283,null,2021,null,16412,null,1830,null,15722,null,2007,null,20731,null,2596,null,8850,null,1561,null,4448,null,1089,null,1064,null,734,null,433,null,304,null,257,null,198,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
72887,null,6662,null,37850,null,3865,null,4431,null,1312,null,3116,null,984,null,3267,null,1019,null,1712,null,641,null,1398,null,528,null,3161,null,757,null,4508,null,954,null,2932,null,966,null,5309,null,1044,null,4981,null,1200,null,2024,null,665,null,680,null,364,null,177,null,159,null,154,null,177,null,35037,null,3679,null,3204,null,873,null,4138,null,978,null,3757,null,1001,null,2061,null,849,null,1419,null,628,null,2191,null,676,null,2352,null,861,null,3367,null,825,null,4410,null,1089,null,4257,null,1011,null,2323,null,696,null,998,null,432,null,452,null,268,null,108,null,128,null,0400000US39,Ohio,39
79790,null,7181,null,43268,null,4411,null,4862,null,1363,null,5122,null,1302,null,3848,null,905,null,2354,null,895,null,1674,null,658,null,3582,null,824,null,3812,null,1026,null,4576,null,980,null,6458,null,1349,null,3615,null,861,null,2111,null,663,null,784,null,346,null,455,null,283,null,15,null,29,null,36522,null,3579,null,4726,null,1036,null,4712,null,998,null,3341,null,958,null,1995,null,615,null,1233,null,462,null,2647,null,717,null,3051,null,901,null,2870,null,612,null,5275,null,1085,null,3671,null,932,null,1326,null,460,null,1154,null,458,null,483,null,278,null,38,null,59,null,0400000US40,Oklahoma,40
102140,null,8687,null,55803,null,5329,null,5295,null,1193,null,5101,null,1148,null,5828,null,1364,null,3606,null,1001,null,1822,null,655,null,4871,null,1636,null,4291,null,1213,null,5299,null,1482,null,10160,null,1849,null,6453,null,948,null,2163,null,650,null,518,null,300,null,322,null,285,null,74,null,122,null,46337,null,4434,null,4766,null,1183,null,4429,null,1589,null,4806,null,1244,null,3873,null,817,null,1393,null,581,null,3630,null,1029,null,3003,null,859,null,4898,null,917,null,6626,null,1293,null,5586,null,976,null,2407,null,665,null,572,null,393,null,249,null,261,null,99,null,183,null,0400000US41,Oregon,41
229347,null,11573,null,115442,null,6631,null,14592,null,1850,null,8904,null,1690,null,10032,null,1907,null,6872,null,1082,null,4478,null,1121,null,11737,null,1667,null,9733,null,1579,null,9763,null,1539,null,17845,null,1975,null,11806,null,1716,null,6120,null,905,null,2442,null,576,null,602,null,334,null,516,null,561,null,113905,null,6384,null,11713,null,1714,null,9863,null,1623,null,11051,null,1867,null,7490,null,1228,null,4264,null,976,null,8455,null,1227,null,8886,null,1307,null,9685,null,1403,null,19128,null,1734,null,12275,null,1428,null,6499,null,1065,null,3219,null,676,null,759,null,441,null,618,null,440,null,0400000US42,Pennsylvania,42
63773,null,6064,null,29401,null,3412,null,3655,null,872,null,2825,null,805,null,2733,null,668,null,1859,null,600,null,1287,null,372,null,1654,null,761,null,2571,null,902,null,2260,null,1041,null,4454,null,1141,null,3665,null,915,null,1453,null,615,null,749,null,450,null,153,null,253,null,83,null,246,null,34372,null,3474,null,3502,null,777,null,2141,null,757,null,4146,null,1072,null,2233,null,542,null,917,null,435,null,1941,null,654,null,3457,null,861,null,2514,null,672,null,5864,null,949,null,3468,null,882,null,2339,null,548,null,1140,null,399,null,488,null,332,null,222,null,300,null,0400000US44,Rhode Island,44
