B21001C_001E,B21001C_001EA,B21001C_001M,B21001C_001MA,B21001C_002E,B21001C_002EA,B21001C_002M,B21001C_002MA,B21001C_003E,B21001C_003EA,B21001C_003M,B21001C_003MA,B21001C_004E,B21001C_004EA,B21001C_004M,B21001C_004MA,B21001C_005E,B21001C_005EA,B21001C_005M,B21001C_005MA,B21001C_006E,B21001C_006EA,B21001C_006M,B21001C_006MA,B21001C_007E,B21001C_007EA,B21001C_007M,B21001C_007MA,B21001C_008E,B21001C_008EA,B21001C_008M,B21001C_008MA,B21001C_009E,B21001C_009EA,B21001C_009M,B21001C_009MA,B21001C_010E,B21001C_010EA,B21001C_010M,B21001C_010MA,B21001C_011E,B21001C_011EA,B21001C_011M,B21001C_011MA,B21001C_012E,B21001C_012EA,B21001C_012M,B21001C_012MA,B21001C_013E,B21001C_013EA,B21001C_013M,B21001C_013MA,B21001C_014E,B21001C_014EA,B21001C_014M,B21001C_014MA,B21001C_015E,B21001C_015EA,B21001C_015M,B21001C_015MA,B21001C_016E,B21001C_016EA,B21001C_016M,B21001C_016MA,B21001C_017E,B21001C_017EA,B21001C_017M,B21001C_017MA,B21001C_018E,B21001C_018EA,B21001C_018M,B21001C_018MA,B21001C_019E,B21001C_019EA,B21001C_019M,B21001C_019MA,B21001C_020E,B21001C_020EA,B21001C_020M,B21001C_020MA,B21001C_021E,B21001C_021EA,B21001C_021M,B21001C_021MA,B21001C_022E,B21001C_022EA,B21001C_022M,B21001C_022MA,B21001C_023E,B21001C_023EA,B21001C_023M,B21001C_023MA,B21001C_024E,B21001C_024EA,B21001C_024M,B21001C_024MA,B21001C_025E,B21001C_025EA,B21001C_025M,B21001C_025MA,B21001C_026E,B21001C_026EA,B21001C_026M,B21001C_026MA,B21001C_027E,B21001C_027EA,B21001C_027M,B21001C_027MA,B21001C_028E,B21001C_028EA,B21001C_028M,B21001C_028MA,B21001C_029E,B21001C_029EA,B21001C_029M,B21001C_029MA,B21001C_030E,B21001C_030EA,B21001C_030M,B21001C_030MA,B21001C_031E,B21001C_031EA,B21001C_031M,B21001C_031MA,B21001C_032E,B21001C_032EA,B21001C_032M,B21001C_032MA,B21001C_033E,B21001C_033EA,B21001C_033M,B21001C_033MA,GEO_ID,NAME,state
18951,null,2508,null,8741,null,1447,null,2951,null,847,null,126,null,114,null,2825,null,831,null,3990,null,931,null,684,null,388,null,3306,null,888,null,1270,null,556,null,381,null,271,null,889,null,510,null,469,null,308,null,122,null,125,null,347,null,283,null,61,null,92,null,19,null,33,null,42,null,88,null,10210,null,1797,null,3003,null,788,null,0,null,267,null,3003,null,788,null,3790,null,924,null,40,null,65,null,3750,null,927,null,2266,null,762,null,0,null,267,null,2266,null,762,null,606,null,357,null,0,null,267,null,606,null,357,null,545,null,313,null,0,null,267,null,545,null,313,null,0400000US17,Illinois,17
12509,null,1659,null,6097,null,1130,null,2305,null,649,null,209,null,263,null,2096,null,620,null,2646,null,692,null,885,null,453,null,1761,null,545,null,808,null,370,null,270,null,213,null,538,null,307,null,222,null,229,null,153,null,202,null,69,null,95,null,116,null,125,null,40,null,78,null,76,null,100,null,6412,null,1158,null,1460,null,570,null,54,null,83,null,1406,null,569,null,3180,null,764,null,200,null,170,null,2980,null,805,null,1122,null,498,null,38,null,70,null,1084,null,491,null,435,null,293,null,0,null,265,null,435,null,293,null,215,null,211,null,0,null,265,null,215,null,211,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
14163,null,1565,null,7332,null,1261,null,3010,null,987,null,25,null,46,null,2985,null,984,null,2979,null,850,null,680,null,432,null,2299,null,735,null,911,null,361,null,480,null,251,null,431,null,294,null,332,null,160,null,68,null,61,null,264,null,154,null,100,null,77,null,100,null,77,null,0,null,244,null,6831,null,999,null,2729,null,749,null,7,null,11,null,2722,null,749,null,2470,null,655,null,10,null,19,null,2460,null,654,null,948,null,320,null,30,null,44,null,918,null,324,null,435,null,231,null,0,null,244,null,435,null,231,null,249,null,193,null,0,null,244,null,249,null,193,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
20491,null,2201,null,10437,null,1793,null,3710,null,1057,null,0,null,277,null,3710,null,1057,null,4171,null,1068,null,328,null,244,null,3843,null,1065,null,1537,null,554,null,407,null,250,null,1130,null,498,null,589,null,373,null,33,null,48,null,556,null,360,null,430,null,270,null,249,null,216,null,181,null,184,null,10054,null,1222,null,3467,null,983,null,18,null,29,null,3449,null,980,null,3991,null,911,null,47,null,70,null,3944,null,907,null,1480,null,567,null,69,null,129,null,1411,null,558,null,709,null,282,null,0,null,277,null,709,null,282,null,407,null,297,null,0,null,277,null,407,null,297,null,0400000US22,Louisiana,22
5327,null,967,null,2406,null,615,null,657,null,290,null,44,null,68,null,613,null,288,null,1296,null,459,null,434,null,357,null,862,null,343,null,330,null,245,null,117,null,99,null,213,null,193,null,96,null,87,null,70,null,71,null,26,null,40,null,27,null,37,null,27,null,37,null,0,null,228,null,2921,null,724,null,846,null,334,null,0,null,228,null,846,null,334,null,1422,null,608,null,0,null,228,null,1422,null,608,null,255,null,176,null,0,null,228,null,255,null,176,null,214,null,178,null,0,null,228,null,214,null,178,null,184,null,160,null,0,null,228,null,184,null,160,null,0400000US23,Maine,23
11702,null,1631,null,6422,null,1148,null,2307,null,868,null,203,null,170,null,2104,null,846,null,2528,null,690,null,393,null,277,null,2135,null,658,null,1169,null,428,null,454,null,243,null,715,null,390,null,202,null,190,null,51,null,93,null,151,null,165,null,216,null,246,null,165,null,230,null,51,null,85,null,5280,null,1009,null,700,null,331,null,0,null,281,null,700,null,331,null,2922,null,648,null,0,null,281,null,2922,null,648,null,1277,null,508,null,0,null,281,null,1277,null,508,null,139,null,139,null,0,null,281,null,139,null,139,null,242,null,173,null,0,null,281,null,242,null,173,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
40852,null,2876,null,21618,null,2340,null,7805,null,1325,null,502,null,355,null,7303,null,1296,null,9344,null,1395,null,1786,null,648,null,7558,null,1251,null,2801,null,648,null,989,null,322,null,1812,null,633,null,1353,null,455,null,678,null,291,null,675,null,306,null,315,null,215,null,131,null,114,null,184,null,192,null,19234,null,1481,null,5819,null,869,null,17,null,50,null,5802,null,856,null,8461,null,1000,null,86,null,94,null,8375,null,992,null,2942,null,610,null,55,null,90,null,2887,null,583,null,1121,null,425,null,0,null,242,null,1121,null,425,null,891,null,322,null,12,null,21,null,879,null,322,null,0400000US26,Michigan,26
38572,null,2045,null,17565,null,1581,null,8182,null,1163,null,648,null,451,null,7534,null,1067,null,6797,null,1229,null,816,null,448,null,5981,null,1187,null,1328,null,334,null,649,null,220,null,679,null,270,null,894,null,308,null,494,null,266,null,400,null,197,null,364,null,198,null,159,null,120,null,205,null,152,null,21007,null,1562,null,7909,null,1195,null,232,null,219,null,7677,null,1163,null,8626,null,1378,null,497,null,459,null,8129,null,1351,null,2446,null,462,null,46,null,55,null,2400,null,442,null,1634,null,456,null,71,null,89,null,1563,null,447,null,392,null,195,null,15,null,34,null,377,null,193,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
17045,null,1628,null,7771,null,1033,null,1910,null,649,null,333,null,308,null,1577,null,560,null,4012,null,724,null,834,null,440,null,3178,null,706,null,1138,null,357,null,767,null,304,null,371,null,247,null,525,null,319,null,158,null,167,null,367,null,275,null,186,null,170,null,76,null,86,null,110,null,133,null,9274,null,1316,null,2639,null,653,null,65,null,89,null,2574,null,648,null,3793,null,750,null,29,null,57,null,3764,null,738,null,1720,null,532,null,185,null,205,null,1535,null,493,null,729,null,387,null,0,null,257,null,729,null,387,null,393,null,219,null,0,null,257,null,393,null,219,null,0400000US29,Missouri,29
38448,null,1724,null,18876,null,1370,null,8030,null,1090,null,429,null,318,null,7601,null,1106,null,6158,null,802,null,870,null,375,null,5288,null,744,null,3027,null,975,null,745,null,353,null,2282,null,1037,null,1226,null,400,null,752,null,392,null,474,null,196,null,435,null,244,null,248,null,181,null,187,null,176,null,19572,null,1009,null,8034,null,956,null,170,null,235,null,7864,null,1004,null,7385,null,828,null,200,null,253,null,7185,null,763,null,2320,null,481,null,0,null,235,null,2320,null,481,null,923,null,322,null,0,null,235,null,923,null,322,null,910,null,403,null,0,null,235,null,910,null,403,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
25231,null,2329,null,10739,null,1270,null,3903,null,821,null,119,null,132,null,3784,null,784,null,3845,null,758,null,858,null,495,null,2987,null,718,null,1635,null,750,null,1205,null,728,null,430,null,293,null,679,null,322,null,392,null,262,null,287,null,209,null,677,null,349,null,466,null,293,null,211,null,214,null,14492,null,1887,null,5124,null,1092,null,9,null,19,null,5115,null,1093,null,5545,null,1369,null,110,null,136,null,5435,null,1369,null,2111,null,492,null,0,null,300,null,2111,null,492,null,1010,null,521,null,27,null,38,null,983,null,514,null,702,null,493,null,35,null,69,null,667,null,486,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
15939,null,2731,null,7050,null,1875,null,2641,null,1285,null,55,null,115,null,2586,null,1295,null,2974,null,909,null,231,null,279,null,2743,null,864,null,894,null,499,null,432,null,394,null,462,null,348,null,391,null,262,null,192,null,197,null,199,null,180,null,150,null,135,null,109,null,127,null,41,null,63,null,8889,null,1620,null,2411,null,772,null,0,null,277,null,2411,null,772,null,4045,null,1048,null,53,null,89,null,3992,null,1029,null,985,null,580,null,0,null,277,null,985,null,580,null,538,null,367,null,0,null,277,null,538,null,367,null,910,null,472,null,36,null,60,null,874,null,470,null,0400000US34,New Jersey,34
126296,null,2687,null,58619,null,1418,null,24442,null,1049,null,1148,null,858,null,23294,null,1181,null,22009,null,1124,null,2934,null,912,null,19075,null,1344,null,6401,null,610,null,1491,null,539,null,4910,null,731,null,3780,null,542,null,854,null,398,null,2926,null,492,null,1987,null,385,null,713,null,310,null,1274,null,327,null,67677,null,2064,null,26670,null,1676,null,351,null,391,null,26319,null,1758,null,24698,null,948,null,264,null,288,null,24434,null,1002,null,7793,null,727,null,48,null,62,null,7745,null,727,null,4971,null,483,null,60,null,69,null,4911,null,489,null,3545,null,479,null,0,null,279,null,3545,null,479,null,0400000US35,New Mexico,35
55013,null,4216,null,27072,null,3197,null,10105,null,2602,null,289,null,307,null,9816,null,2611,null,11409,null,1772,null,1610,null,728,null,9799,null,1469,null,2952,null,763,null,951,null,437,null,2001,null,625,null,1913,null,485,null,681,null,304,null,1232,null,499,null,693,null,339,null,327,null,196,null,366,null,272,null,27941,null,2045,null,8670,null,1319,null,136,null,174,null,8534,null,1332,null,10645,null,1300,null,275,null,192,null,10370,null,1320,null,4444,null,837,null,47,null,77,null,4397,null,829,null,2006,null,837,null,0,null,277,null,2006,null,837,null,2176,null,725,null,110,null,168,null,2066,null,721,null,0400000US36,New York,36
69072,null,2372,null,31561,null,1949,null,10525,null,1202,null,660,null,400,null,9865,null,1242,null,12710,null,1529,null,1718,null,586,null,10992,null,1546,null,4893,null,655,null,1645,null,789,null,3248,null,696,null,2612,null,496,null,461,null,286,null,2151,null,475,null,821,null,394,null,338,null,263,null,483,null,346,null,37511,null,1978,null,12032,null,1438,null,0,null,289,null,12032,null,1438,null,15063,null,1419,null,264,null,212,null,14799,null,1388,null,4849,null,726,null,0,null,289,null,4849,null,726,null,3390,null,732,null,0,null,289,null,3390,null,732,null,2177,null,626,null,0,null,289,null,2177,null,626,null,0400000US37,North Carolina,37
21570,null,1127,null,10062,null,792,null,4891,null,557,null,256,null,210,null,4635,null,572,null,3553,null,596,null,720,null,305,null,2833,null,655,null,1039,null,348,null,293,null,184,null,746,null,351,null,464,null,185,null,61,null,60,null,403,null,174,null,115,null,98,null,40,null,52,null,75,null,94,null,11508,null,769,null,5658,null,695,null,119,null,168,null,5539,null,712,null,3752,null,650,null,0,null,208,null,3752,null,650,null,1393,null,357,null,0,null,208,null,1393,null,357,null,355,null,195,null,0,null,208,null,355,null,195,null,350,null,141,null,0,null,208,null,350,null,141,null,0400000US38,North Dakota,38
16881,null,2500,null,8766,null,1679,null,2713,null,829,null,95,null,102,null,2618,null,825,null,3747,null,960,null,992,null,578,null,2755,null,824,null,1430,null,679,null,766,null,552,null,664,null,337,null,516,null,361,null,240,null,251,null,276,null,293,null,360,null,294,null,243,null,258,null,117,null,136,null,8115,null,1334,null,2301,null,769,null,0,null,265,null,2301,null,769,null,3458,null,755,null,127,null,202,null,3331,null,768,null,1217,null,464,null,0,null,265,null,1217,null,464,null,567,null,420,null,19,null,41,null,548,null,417,null,572,null,335,null,0,null,265,null,572,null,335,null,0400000US39,Ohio,39
164516,null,4917,null,79541,null,3118,null,32490,null,1929,null,1432,null,635,null,31058,null,1953,null,28559,null,1729,null,3777,null,821,null,24782,null,1669,null,10962,null,1224,null,4258,null,794,null,6704,null,1098,null,4950,null,780,null,2951,null,691,null,1999,null,482,null,2580,null,668,null,1917,null,615,null,663,null,251,null,84975,null,3104,null,29067,null,2137,null,27,null,38,null,29040,null,2138,null,33060,null,1999,null,620,null,305,null,32440,null,2074,null,11082,null,1040,null,36,null,59,null,11046,null,1051,null,7486,null,966,null,44,null,63,null,7442,null,971,null,4280,null,827,null,46,null,74,null,4234,null,833,null,0400000US40,Oklahoma,40
44624,null,4435,null,26561,null,3757,null,11100,null,2597,null,54,null,92,null,11046,null,2582,null,11004,null,2140,null,1693,null,477,null,9311,null,2134,null,2572,null,749,null,1018,null,435,null,1554,null,716,null,1297,null,475,null,760,null,337,null,537,null,334,null,588,null,342,null,521,null,301,null,67,null,112,null,18063,null,1971,null,8181,null,1584,null,115,null,135,null,8066,null,1568,null,6368,null,1137,null,79,null,141,null,6289,null,1133,null,2002,null,679,null,36,null,60,null,1966,null,666,null,870,null,388,null,0,null,275,null,870,null,388,null,642,null,420,null,0,null,275,null,642,null,420,null,0400000US41,Oregon,41
12665,null,1813,null,6379,null,1206,null,2272,null,824,null,69,null,138,null,2203,null,805,null,2555,null,661,null,436,null,229,null,2119,null,614,null,837,null,434,null,319,null,315,null,518,null,305,null,241,null,171,null,115,null,146,null,126,null,119,null,474,null,335,null,414,null,320,null,60,null,85,null,6286,null,938,null,1585,null,612,null,0,null,242,null,1585,null,612,null,2906,null,628,null,98,null,121,null,2808,null,601,null,916,null,350,null,0,null,242,null,916,null,350,null,727,null,315,null,0,null,242,null,727,null,315,null,152,null,156,null,0,null,242,null,152,null,156,null,0400000US42,Pennsylvania,42
