C19037B_001E,C19037B_001EA,C19037B_001M,C19037B_001MA,C19037B_002E,C19037B_002EA,C19037B_002M,C19037B_002MA,C19037B_003E,C19037B_003EA,C19037B_003M,C19037B_003MA,C19037B_004E,C19037B_004EA,C19037B_004M,C19037B_004MA,C19037B_005E,C19037B_005EA,C19037B_005M,C19037B_005MA,C19037B_006E,C19037B_006EA,C19037B_006M,C19037B_006MA,C19037B_007E,C19037B_007EA,C19037B_007M,C19037B_007MA,C19037B_008E,C19037B_008EA,C19037B_008M,C19037B_008MA,C19037B_009E,C19037B_009EA,C19037B_009M,C19037B_009MA,C19037B_010E,C19037B_010EA,C19037B_010M,C19037B_010MA,C19037B_011E,C19037B_011EA,C19037B_011M,C19037B_011MA,C19037B_012E,C19037B_012EA,C19037B_012M,C19037B_012MA,C19037B_013E,C19037B_013EA,C19037B_013M,C19037B_013MA,C19037B_014E,C19037B_014EA,C19037B_014M,C19037B_014MA,C19037B_015E,C19037B_015EA,C19037B_015M,C19037B_015MA,C19037B_016E,C19037B_016EA,C19037B_016M,C19037B_016MA,C19037B_017E,C19037B_017EA,C19037B_017M,C19037B_017MA,C19037B_018E,C19037B_018EA,C19037B_018M,C19037B_018MA,C19037B_019E,C19037B_019EA,C19037B_019M,C19037B_019MA,C19037B_020E,C19037B_020EA,C19037B_020M,C19037B_020MA,C19037B_021E,C19037B_021EA,C19037B_021M,C19037B_021MA,C19037B_022E,C19037B_022EA,C19037B_022M,C19037B_022MA,C19037B_023E,C19037B_023EA,C19037B_023M,C19037B_023MA,C19037B_024E,C19037B_024EA,C19037B_024M,C19037B_024MA,C19037B_025E,C19037B_025EA,C19037B_025M,C19037B_025MA,C19037B_026E,C19037B_026EA,C19037B_026M,C19037B_026MA,C19037B_027E,C19037B_027EA,C19037B_027M,C19037B_027MA,C19037B_028E,C19037B_028EA,C19037B_028M,C19037B_028MA,C19037B_029E,C19037B_029EA,C19037B_029M,C19037B_029MA,C19037B_030E,C19037B_030EA,C19037B_030M,C19037B_030MA,C19037B_031E,C19037B_031EA,C19037B_031M,C19037B_031MA,C19037B_032E,C19037B_032EA,C19037B_032M,C19037B_032MA,C19037B_033E,C19037B_033EA,C19037B_033M,C19037B_033MA,C19037B_034E,C19037B_034EA,C19037B_034M,C19037B_034MA,C19037B_035E,C19037B_035EA,C19037B_035M,C19037B_035MA,C19037B_036E,C19037B_036EA,C19037B_036M,C19037B_036MA,C19037B_037E,C19037B_037EA,C19037B_037M,C19037B_037MA,C19037B_038E,C19037B_038EA,C19037B_038M,C19037B_038MA,C19037B_039E,C19037B_039EA,C19037B_039M,C19037B_039MA,C19037B_040E,C19037B_040EA,C19037B_040M,C19037B_040MA,C19037B_041E,C19037B_041EA,C19037B_041M,C19037B_041MA,C19037B_042E,C19037B_042EA,C19037B_042M,C19037B_042MA,C19037B_043E,C19037B_043EA,C19037B_043M,C19037B_043MA,C19037B_044E,C19037B_044EA,C19037B_044M,C19037B_044MA,C19037B_045E,C19037B_045EA,C19037B_045M,C19037B_045MA,GEO_ID,NAME,state
1008308,null,9658,null,56187,null,4301,null,16655,null,2692,null,7250,null,1801,null,12410,null,2397,null,7239,null,1639,null,6774,null,1586,null,4112,null,1194,null,662,null,438,null,1052,null,882,null,0,null,298,null,33,null,55,null,444801,null,8790,null,40029,null,3581,null,25045,null,3050,null,54064,null,4881,null,58600,null,4616,null,78699,null,5936,null,91581,null,5592,null,50498,null,4154,null,33950,null,3507,null,8708,null,1669,null,3627,null,1124,null,382632,null,6115,null,43388,null,3350,null,27529,null,2911,null,43289,null,3296,null,44532,null,3753,null,64042,null,4123,null,75598,null,4895,null,36896,null,2572,null,34528,null,2610,null,8662,null,1670,null,4168,null,994,null,124688,null,3342,null,28911,null,2446,null,18113,null,1897,null,24243,null,2283,null,14214,null,1643,null,14174,null,1744,null,14217,null,1672,null,6510,null,1145,null,3098,null,725,null,674,null,396,null,534,null,340,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
662586,null,7726,null,32524,null,3076,null,11755,null,1838,null,3586,null,1205,null,6412,null,1401,null,3485,null,1064,null,3926,null,1198,null,1883,null,738,null,1033,null,689,null,242,null,288,null,202,null,238,null,0,null,267,null,257558,null,5881,null,40552,null,3106,null,16415,null,2522,null,31070,null,3460,null,32027,null,3558,null,42335,null,3314,null,43419,null,3988,null,23753,null,2742,null,21073,null,2622,null,4471,null,1332,null,2443,null,962,null,252900,null,5768,null,34174,null,2821,null,16928,null,2179,null,29467,null,3159,null,29180,null,2640,null,31845,null,2997,null,44527,null,3248,null,28066,null,2589,null,27400,null,2625,null,6930,null,1298,null,4383,null,1022,null,119604,null,3568,null,24185,null,2015,null,16586,null,1981,null,23605,null,2904,null,13877,null,1411,null,13933,null,1721,null,14150,null,1772,null,6867,null,1306,null,4788,null,999,null,972,null,446,null,641,null,282,null,0400000US17,Illinois,17
209094,null,4726,null,14225,null,1961,null,6296,null,1339,null,1553,null,659,null,2525,null,818,null,1354,null,583,null,1633,null,813,null,446,null,345,null,266,null,312,null,0,null,265,null,152,null,248,null,0,null,265,null,86654,null,3826,null,12288,null,2020,null,6885,null,1743,null,15025,null,2170,null,13948,null,2248,null,12811,null,1875,null,14050,null,2319,null,5723,null,1315,null,4027,null,1106,null,905,null,575,null,992,null,505,null,76604,null,3021,null,9249,null,1536,null,6917,null,1366,null,9479,null,1574,null,10082,null,1686,null,12577,null,1724,null,12220,null,1758,null,7751,null,1306,null,6131,null,1118,null,1450,null,560,null,748,null,467,null,31611,null,1487,null,4570,null,925,null,6181,null,1213,null,6208,null,1008,null,4023,null,962,null,4310,null,905,null,3554,null,881,null,1461,null,534,null,960,null,465,null,107,null,129,null,237,null,208,null,0400000US18,Indiana,18
27400,null,1702,null,3093,null,944,null,1228,null,604,null,289,null,442,null,756,null,524,null,113,null,147,null,507,null,349,null,47,null,86,null,0,null,226,null,153,null,235,null,0,null,226,null,0,null,226,null,12726,null,1930,null,2084,null,836,null,947,null,560,null,3428,null,1182,null,1138,null,673,null,2857,null,1044,null,1350,null,701,null,699,null,450,null,95,null,120,null,26,null,65,null,102,null,148,null,9121,null,1231,null,1375,null,825,null,1069,null,766,null,1503,null,728,null,1162,null,490,null,985,null,388,null,1099,null,466,null,845,null,398,null,818,null,402,null,232,null,224,null,33,null,68,null,2460,null,546,null,310,null,238,null,286,null,202,null,688,null,297,null,694,null,437,null,184,null,171,null,231,null,159,null,67,null,116,null,0,null,226,null,0,null,226,null,0,null,226,null,0400000US19,Iowa,19
59923,null,2408,null,3676,null,1122,null,1468,null,763,null,740,null,451,null,787,null,459,null,71,null,130,null,204,null,334,null,354,null,371,null,0,null,244,null,52,null,84,null,0,null,244,null,0,null,244,null,26367,null,1849,null,4310,null,1130,null,2294,null,906,null,4339,null,1169,null,3648,null,1136,null,3341,null,1010,null,4865,null,1374,null,2176,null,645,null,831,null,374,null,401,null,335,null,162,null,170,null,21703,null,1335,null,2375,null,829,null,1956,null,704,null,2962,null,941,null,2070,null,728,null,3763,null,885,null,4035,null,934,null,2147,null,607,null,1566,null,629,null,493,null,340,null,336,null,323,null,8177,null,812,null,1818,null,585,null,1021,null,343,null,1628,null,634,null,1181,null,511,null,1004,null,419,null,963,null,411,null,350,null,213,null,212,null,202,null,0,null,244,null,0,null,244,null,0400000US20,Kansas,20
125807,null,3720,null,9088,null,1463,null,4352,null,1011,null,974,null,631,null,1331,null,596,null,1482,null,807,null,639,null,467,null,59,null,98,null,68,null,103,null,183,null,303,null,0,null,271,null,0,null,271,null,49974,null,2870,null,7232,null,1766,null,5314,null,1449,null,8369,null,1600,null,7197,null,1692,null,6889,null,1566,null,6767,null,1455,null,5838,null,1306,null,2067,null,673,null,224,null,202,null,77,null,124,null,48878,null,2458,null,8337,null,1615,null,3958,null,934,null,6851,null,1250,null,5535,null,1182,null,7958,null,1366,null,7625,null,1010,null,3750,null,982,null,3429,null,762,null,928,null,505,null,507,null,285,null,17867,null,1605,null,3598,null,848,null,3384,null,864,null,3732,null,1032,null,1928,null,572,null,2227,null,562,null,1948,null,655,null,547,null,333,null,300,null,264,null,116,null,190,null,87,null,128,null,0400000US21,Kentucky,21
471176,null,7149,null,32417,null,3017,null,10540,null,1816,null,5076,null,1452,null,4606,null,1095,null,4673,null,1386,null,4108,null,1262,null,2537,null,1085,null,578,null,510,null,291,null,360,null,0,null,277,null,8,null,16,null,179367,null,5162,null,25198,null,2744,null,16416,null,2504,null,31119,null,3230,null,28612,null,3328,null,32356,null,2958,null,24199,null,2544,null,11254,null,1931,null,8239,null,1384,null,1749,null,822,null,225,null,198,null,181610,null,4930,null,27419,null,2189,null,14979,null,2237,null,30548,null,2074,null,24187,null,2581,null,27965,null,2586,null,27398,null,2523,null,13593,null,1784,null,11718,null,1681,null,2481,null,722,null,1322,null,516,null,77782,null,2708,null,19191,null,1735,null,12393,null,1465,null,15035,null,1620,null,11081,null,1596,null,7426,null,1288,null,6811,null,1155,null,2847,null,707,null,2258,null,552,null,305,null,201,null,435,null,285,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
589611,null,6086,null,23117,null,2866,null,4270,null,914,null,770,null,499,null,3702,null,1114,null,3784,null,1322,null,4273,null,1261,null,4195,null,1440,null,1352,null,710,null,771,null,562,null,0,null,281,null,0,null,281,null,239488,null,5335,null,14331,null,2206,null,6158,null,1431,null,16953,null,2486,null,21513,null,2861,null,40900,null,3943,null,54490,null,3860,null,36938,null,2959,null,34065,null,3388,null,10216,null,1728,null,3924,null,1161,null,238404,null,4050,null,16872,null,2068,null,7483,null,1259,null,16237,null,1830,null,18683,null,2373,null,30473,null,3060,null,45457,null,3670,null,34980,null,3190,null,41248,null,2935,null,17491,null,1920,null,9480,null,1425,null,88602,null,2632,null,13732,null,1782,null,9760,null,1657,null,12946,null,1639,null,9159,null,1320,null,10693,null,1588,null,13415,null,1555,null,8882,null,1303,null,6937,null,1024,null,2070,null,636,null,1008,null,456,null,0400000US24,Maryland,24
133608,null,4577,null,6367,null,1348,null,1331,null,633,null,455,null,387,null,812,null,556,null,743,null,464,null,1370,null,673,null,901,null,577,null,319,null,311,null,217,null,261,null,0,null,281,null,219,null,336,null,58796,null,3240,null,4073,null,1120,null,3336,null,1137,null,6571,null,1245,null,8331,null,1610,null,9473,null,1675,null,11966,null,2088,null,7268,null,1474,null,5758,null,1360,null,977,null,484,null,1043,null,528,null,51698,null,2507,null,5867,null,1171,null,3291,null,1062,null,5299,null,1217,null,4912,null,1108,null,6771,null,1217,null,9206,null,1431,null,6301,null,1291,null,7072,null,1099,null,2116,null,816,null,863,null,367,null,16747,null,1688,null,4458,null,994,null,2102,null,642,null,2844,null,731,null,1470,null,461,null,1926,null,500,null,1278,null,461,null,1210,null,452,null,905,null,402,null,363,null,219,null,191,null,174,null,0400000US25,Massachusetts,25
489170,null,6952,null,24225,null,2829,null,9058,null,1694,null,2654,null,717,null,6780,null,1824,null,2776,null,913,null,2206,null,975,null,645,null,476,null,62,null,109,null,0,null,242,null,0,null,242,null,44,null,77,null,189368,null,5941,null,31095,null,3077,null,17416,null,2189,null,28678,null,2994,null,27346,null,2872,null,27007,null,2938,null,27799,null,3188,null,15363,null,2035,null,12566,null,1883,null,1149,null,528,null,949,null,504,null,191685,null,3915,null,31074,null,2638,null,15434,null,1971,null,20231,null,2127,null,23370,null,2105,null,29099,null,2481,null,33024,null,2673,null,18744,null,1741,null,14617,null,1760,null,3988,null,995,null,2104,null,752,null,83892,null,2303,null,11782,null,1191,null,9186,null,1201,null,17870,null,1888,null,15004,null,1619,null,12504,null,1519,null,9415,null,1301,null,4170,null,794,null,3389,null,771,null,123,null,121,null,449,null,286,null,0400000US26,Michigan,26
78723,null,2963,null,6329,null,1062,null,1592,null,597,null,617,null,408,null,1754,null,763,null,1088,null,565,null,352,null,279,null,671,null,465,null,0,null,211,null,101,null,181,null,0,null,211,null,154,null,251,null,41632,null,2635,null,5753,null,1370,null,3253,null,1192,null,6248,null,1227,null,8954,null,2027,null,4967,null,1269,null,5554,null,1311,null,2935,null,889,null,2467,null,847,null,610,null,350,null,891,null,661,null,25094,null,1607,null,5896,null,1294,null,1567,null,707,null,3005,null,953,null,2670,null,951,null,3618,null,996,null,3239,null,979,null,2196,null,674,null,2009,null,830,null,585,null,354,null,309,null,199,null,5668,null,564,null,1852,null,548,null,599,null,405,null,632,null,347,null,1061,null,470,null,503,null,243,null,517,null,287,null,196,null,141,null,247,null,195,null,61,null,92,null,0,null,211,null,0400000US27,Minnesota,27
381104,null,5378,null,20699,null,2475,null,8078,null,1830,null,3041,null,1052,null,3139,null,1116,null,2638,null,984,null,2392,null,1072,null,933,null,491,null,324,null,329,null,0,null,287,null,0,null,287,null,154,null,245,null,150445,null,4394,null,25291,null,2482,null,16885,null,2400,null,27418,null,2812,null,23424,null,2881,null,21902,null,2777,null,20352,null,2606,null,8338,null,1538,null,5062,null,1263,null,1431,null,770,null,342,null,269,null,147046,null,3568,null,21972,null,2075,null,15563,null,2009,null,25078,null,2308,null,22192,null,2379,null,21531,null,2409,null,21415,null,1932,null,10401,null,1740,null,6132,null,1532,null,1495,null,658,null,1267,null,632,null,62914,null,2331,null,19377,null,2124,null,10680,null,1330,null,13571,null,1555,null,5975,null,976,null,5795,null,1007,null,4893,null,876,null,1595,null,598,null,549,null,334,null,100,null,171,null,379,null,305,null,0400000US28,Mississippi,28
