B10051B_001E,B10051B_001EA,B10051B_001M,B10051B_001MA,B10051B_002E,B10051B_002EA,B10051B_002M,B10051B_002MA,B10051B_003E,B10051B_003EA,B10051B_003M,B10051B_003MA,B10051B_004E,B10051B_004EA,B10051B_004M,B10051B_004MA,B10051B_005E,B10051B_005EA,B10051B_005M,B10051B_005MA,B10051B_006E,B10051B_006EA,B10051B_006M,B10051B_006MA,B10051B_007E,B10051B_007EA,B10051B_007M,B10051B_007MA,GEO_ID,NAME,state
12981,null,2182,null,4739,null,1308,null,3063,null,1130,null,1676,null,783,null,8242,null,1728,null,4197,null,1188,null,4045,null,1129,null,0400000US25,Massachusetts,25
41969,null,3546,null,20199,null,2284,null,13477,null,2037,null,6722,null,1203,null,21770,null,2381,null,11455,null,2131,null,10315,null,1638,null,0400000US26,Michigan,26
6317,null,1423,null,3693,null,1220,null,3165,null,1233,null,528,null,332,null,2624,null,797,null,1311,null,508,null,1313,null,629,null,0400000US27,Minnesota,27
45908,null,3793,null,28382,null,2837,null,20594,null,2745,null,7788,null,1376,null,17526,null,2146,null,9635,null,1645,null,7891,null,1634,null,0400000US28,Mississippi,28
22270,null,2680,null,11621,null,2038,null,7875,null,1789,null,3746,null,902,null,10649,null,1920,null,6624,null,1487,null,4025,null,1010,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
1217,null,510,null,792,null,415,null,517,null,387,null,275,null,210,null,425,null,312,null,215,null,278,null,210,null,157,null,0400000US31,Nebraska,31
4470,null,1351,null,2064,null,843,null,1019,null,560,null,1045,null,696,null,2406,null,1003,null,1060,null,589,null,1346,null,740,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
38610,null,3024,null,17472,null,2211,null,9810,null,1948,null,7662,null,1557,null,21138,null,2103,null,9448,null,1483,null,11690,null,1463,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
107363,null,6418,null,43539,null,3899,null,27655,null,3178,null,15884,null,2098,null,63824,null,5015,null,27387,null,2803,null,36437,null,3641,null,0400000US36,New York,36
66128,null,4469,null,36894,null,3311,null,26548,null,2960,null,10346,null,1530,null,29234,null,2825,null,15387,null,2049,null,13847,null,1881,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
37995,null,3882,null,22286,null,2606,null,16038,null,2122,null,6248,null,1459,null,15709,null,2597,null,9500,null,1931,null,6209,null,1355,null,0400000US39,Ohio,39
7116,null,1407,null,4759,null,1080,null,3341,null,1072,null,1418,null,569,null,2357,null,902,null,1239,null,663,null,1118,null,630,null,0400000US40,Oklahoma,40
923,null,460,null,595,null,402,null,396,null,324,null,199,null,212,null,328,null,281,null,0,null,275,null,328,null,281,null,0400000US41,Oregon,41
39168,null,3914,null,21780,null,2704,null,15153,null,2384,null,6627,null,1223,null,17388,null,2596,null,9059,null,1784,null,8329,null,1642,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
46110,null,3813,null,22846,null,2909,null,16407,null,2635,null,6439,null,1437,null,23264,null,2918,null,14061,null,2200,null,9203,null,1665,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
34410,null,3746,null,20497,null,2584,null,14518,null,1964,null,5979,null,1517,null,13913,null,2333,null,7301,null,1508,null,6612,null,1634,null,0400000US47,Tennessee,47
88302,null,5900,null,50836,null,4944,null,36442,null,4028,null,14394,null,2135,null,37466,null,3554,null,21299,null,2496,null,16167,null,2378,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
49953,null,4553,null,21055,null,3157,null,15360,null,2965,null,5695,null,1170,null,28898,null,3367,null,17395,null,2809,null,11503,null,1836,null,0400000US51,Virginia,51
6399,null,1531,null,3239,null,1070,null,1848,null,740,null,1391,null,723,null,3160,null,1020,null,1825,null,864,null,1335,null,526,null,0400000US53,Washington,53
2036,null,921,null,1463,null,847,null,580,null,593,null,883,null,528,null,573,null,434,null,478,null,411,null,95,null,129,null,0400000US54,West Virginia,54
9494,null,1496,null,5469,null,1084,null,4009,null,1079,null,1460,null,654,null,4025,null,1101,null,3185,null,1061,null,840,null,390,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
10843,null,1682,null,4816,null,991,null,2971,null,838,null,1845,null,597,null,6027,null,1349,null,2100,null,855,null,3927,null,977,null,0400000US72,Puerto Rico,72
