C20005B_001E,C20005B_001EA,C20005B_001M,C20005B_001MA,C20005B_002E,C20005B_002EA,C20005B_002M,C20005B_002MA,C20005B_003E,C20005B_003EA,C20005B_003M,C20005B_003MA,C20005B_004E,C20005B_004EA,C20005B_004M,C20005B_004MA,C20005B_005E,C20005B_005EA,C20005B_005M,C20005B_005MA,C20005B_006E,C20005B_006EA,C20005B_006M,C20005B_006MA,C20005B_007E,C20005B_007EA,C20005B_007M,C20005B_007MA,C20005B_008E,C20005B_008EA,C20005B_008M,C20005B_008MA,C20005B_009E,C20005B_009EA,C20005B_009M,C20005B_009MA,C20005B_010E,C20005B_010EA,C20005B_010M,C20005B_010MA,C20005B_011E,C20005B_011EA,C20005B_011M,C20005B_011MA,C20005B_012E,C20005B_012EA,C20005B_012M,C20005B_012MA,C20005B_013E,C20005B_013EA,C20005B_013M,C20005B_013MA,C20005B_014E,C20005B_014EA,C20005B_014M,C20005B_014MA,C20005B_015E,C20005B_015EA,C20005B_015M,C20005B_015MA,C20005B_016E,C20005B_016EA,C20005B_016M,C20005B_016MA,C20005B_017E,C20005B_017EA,C20005B_017M,C20005B_017MA,C20005B_018E,C20005B_018EA,C20005B_018M,C20005B_018MA,C20005B_019E,C20005B_019EA,C20005B_019M,C20005B_019MA,C20005B_020E,C20005B_020EA,C20005B_020M,C20005B_020MA,C20005B_021E,C20005B_021EA,C20005B_021M,C20005B_021MA,C20005B_022E,C20005B_022EA,C20005B_022M,C20005B_022MA,C20005B_023E,C20005B_023EA,C20005B_023M,C20005B_023MA,C20005B_024E,C20005B_024EA,C20005B_024M,C20005B_024MA,C20005B_025E,C20005B_025EA,C20005B_025M,C20005B_025MA,C20005B_026E,C20005B_026EA,C20005B_026M,C20005B_026MA,C20005B_027E,C20005B_027EA,C20005B_027M,C20005B_027MA,C20005B_028E,C20005B_028EA,C20005B_028M,C20005B_028MA,C20005B_029E,C20005B_029EA,C20005B_029M,C20005B_029MA,C20005B_030E,C20005B_030EA,C20005B_030M,C20005B_030MA,C20005B_031E,C20005B_031EA,C20005B_031M,C20005B_031MA,C20005B_032E,C20005B_032EA,C20005B_032M,C20005B_032MA,C20005B_033E,C20005B_033EA,C20005B_033M,C20005B_033MA,C20005B_034E,C20005B_034EA,C20005B_034M,C20005B_034MA,C20005B_035E,C20005B_035EA,C20005B_035M,C20005B_035MA,C20005B_036E,C20005B_036EA,C20005B_036M,C20005B_036MA,C20005B_037E,C20005B_037EA,C20005B_037M,C20005B_037MA,C20005B_038E,C20005B_038EA,C20005B_038M,C20005B_038MA,C20005B_039E,C20005B_039EA,C20005B_039M,C20005B_039MA,GEO_ID,NAME,state
1411509,null,9702,null,637737,null,5011,null,235921,null,6663,null,0,null,267,null,235921,null,6663,null,5885,null,1419,null,27929,null,3139,null,45449,null,3905,null,70538,null,5072,null,53509,null,4250,null,32611,null,2957,null,401816,null,7592,null,252127,null,6476,null,149689,null,6716,null,80249,null,4680,null,29883,null,3503,null,16917,null,2288,null,14029,null,2209,null,6053,null,1296,null,2558,null,1095,null,773772,null,8003,null,291020,null,7075,null,0,null,267,null,291020,null,7075,null,12035,null,2167,null,40371,null,2946,null,59630,null,4485,null,105582,null,4917,null,50681,null,3556,null,22721,null,2591,null,482752,null,9553,null,287166,null,7175,null,195586,null,8509,null,109080,null,6236,null,44233,null,4471,null,15096,null,2237,null,16562,null,2344,null,6611,null,1426,null,4004,null,1166,null,0400000US17,Illinois,17
405649,null,3973,null,188884,null,2705,null,70530,null,3473,null,0,null,265,null,70530,null,3473,null,2035,null,726,null,7958,null,1575,null,14929,null,2329,null,23272,null,2398,null,13647,null,1947,null,8689,null,1334,null,118354,null,4217,null,68885,null,3754,null,49469,null,3267,null,24746,null,2771,null,12468,null,2284,null,5691,null,1326,null,4933,null,1307,null,1148,null,524,null,483,null,364,null,216765,null,2555,null,83693,null,3985,null,0,null,265,null,83693,null,3985,null,1837,null,636,null,13344,null,1856,null,25257,null,2889,null,28834,null,2975,null,11128,null,1702,null,3293,null,900,null,133072,null,4299,null,73643,null,3578,null,59429,null,3992,null,31257,null,3042,null,18060,null,2274,null,5326,null,1331,null,2729,null,897,null,1383,null,513,null,674,null,430,null,0400000US18,Indiana,18
53652,null,2014,null,28935,null,1833,null,10397,null,1362,null,0,null,226,null,10397,null,1362,null,479,null,417,null,836,null,483,null,2963,null,716,null,4396,null,974,null,769,null,389,null,954,null,467,null,18538,null,1787,null,8902,null,1599,null,9636,null,1345,null,5841,null,1019,null,2026,null,771,null,1214,null,609,null,353,null,257,null,68,null,114,null,134,null,147,null,24717,null,1368,null,8556,null,1448,null,0,null,226,null,8556,null,1448,null,165,null,146,null,2680,null,911,null,2096,null,805,null,1912,null,657,null,1384,null,624,null,319,null,214,null,16161,null,1894,null,7049,null,1295,null,9112,null,1579,null,5196,null,1219,null,2085,null,824,null,1596,null,816,null,120,null,152,null,115,null,195,null,0,null,226,null,0400000US19,Iowa,19
116672,null,2873,null,58376,null,2034,null,26883,null,2194,null,0,null,244,null,26883,null,2194,null,894,null,519,null,3080,null,933,null,5341,null,1176,null,8747,null,1611,null,6159,null,1543,null,2662,null,808,null,31493,null,2130,null,17016,null,1948,null,14477,null,1742,null,9230,null,1594,null,2890,null,876,null,1109,null,520,null,779,null,450,null,384,null,357,null,85,null,111,null,58296,null,1833,null,23697,null,1693,null,0,null,244,null,23697,null,1693,null,615,null,362,null,5308,null,1157,null,6684,null,1272,null,7063,null,1350,null,3125,null,841,null,902,null,478,null,34599,null,2312,null,16176,null,1523,null,18423,null,2293,null,11633,null,1982,null,4711,null,1187,null,1156,null,645,null,706,null,288,null,188,null,179,null,29,null,59,null,0400000US20,Kansas,20
241030,null,3753,null,116719,null,2829,null,49882,null,2813,null,0,null,271,null,49882,null,2813,null,1878,null,664,null,8300,null,1679,null,13209,null,1883,null,15445,null,2094,null,7347,null,1200,null,3703,null,920,null,66837,null,2998,null,34640,null,2616,null,32197,null,2837,null,18487,null,2370,null,8560,null,1818,null,2668,null,813,null,1426,null,605,null,778,null,394,null,278,null,262,null,124311,null,2804,null,44730,null,2974,null,0,null,271,null,44730,null,2974,null,1240,null,569,null,10323,null,1593,null,11054,null,1705,null,13650,null,1828,null,7589,null,1589,null,874,null,374,null,79581,null,3084,null,42998,null,2593,null,36583,null,2607,null,21417,null,2181,null,10559,null,1750,null,2667,null,884,null,1263,null,458,null,419,null,317,null,258,null,207,null,0400000US21,Kentucky,21
1033043,null,4052,null,471899,null,2954,null,195771,null,4903,null,0,null,277,null,195771,null,4903,null,11147,null,2177,null,37654,null,3651,null,43018,null,3523,null,60363,null,4267,null,28982,null,2951,null,14607,null,2230,null,276128,null,5700,null,171669,null,6200,null,104459,null,5921,null,59996,null,4665,null,24244,null,2988,null,10432,null,1917,null,6253,null,1707,null,1820,null,796,null,1714,null,635,null,561144,null,3094,null,209595,null,6773,null,0,null,277,null,209595,null,6773,null,13765,null,2658,null,67790,null,4610,null,60174,null,4210,null,48663,null,4018,null,14177,null,2021,null,5026,null,984,null,351549,null,7027,null,217037,null,6807,null,134512,null,5897,null,78380,null,4813,null,35897,null,3641,null,9979,null,1838,null,7495,null,1557,null,1722,null,554,null,1039,null,609,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1257427,null,4785,null,569684,null,3150,null,286677,null,5559,null,0,null,281,null,286677,null,5559,null,6062,null,1242,null,19076,null,2222,null,43477,null,3741,null,98559,null,5063,null,67863,null,4239,null,51640,null,3100,null,283007,null,6394,null,154478,null,5730,null,128529,null,5640,null,67076,null,4450,null,25845,null,3116,null,12612,null,2007,null,11267,null,1906,null,7081,null,1329,null,4648,null,1320,null,687743,null,3196,null,350680,null,7195,null,0,null,281,null,350680,null,7195,null,5396,null,1461,null,29666,null,3313,null,55730,null,3656,null,125379,null,5587,null,80145,null,4274,null,54364,null,3719,null,337063,null,7312,null,179278,null,4855,null,157785,null,7314,null,79244,null,4953,null,29440,null,3028,null,21646,null,2908,null,15576,null,2185,null,6473,null,1413,null,5406,null,1190,null,0400000US24,Maryland,24
307102,null,5648,null,148743,null,3336,null,66075,null,3567,null,0,null,281,null,66075,null,3567,null,1293,null,608,null,7477,null,1869,null,12001,null,2046,null,22893,null,2643,null,14617,null,2228,null,7794,null,1205,null,82668,null,3332,null,41442,null,2993,null,41226,null,3236,null,20508,null,2028,null,8914,null,1849,null,4883,null,1437,null,3855,null,1029,null,1926,null,754,null,1140,null,615,null,158359,null,3281,null,63867,null,3028,null,0,null,281,null,63867,null,3028,null,731,null,417,null,7291,null,1332,null,14565,null,2127,null,24658,null,2522,null,11489,null,1791,null,5133,null,1218,null,94492,null,3720,null,45572,null,2592,null,48920,null,2582,null,24210,null,2080,null,11751,null,1755,null,6530,null,1460,null,3995,null,1119,null,1374,null,554,null,1060,null,548,null,0400000US25,Massachusetts,25
1048263,null,5889,null,481304,null,4372,null,143576,null,5778,null,0,null,242,null,143576,null,5778,null,6385,null,1535,null,16659,null,2487,null,27123,null,3493,null,44678,null,3431,null,29396,null,3059,null,19335,null,2270,null,337728,null,6384,null,219006,null,6760,null,118722,null,5511,null,64708,null,3904,null,23091,null,3132,null,13012,null,2369,null,9997,null,1848,null,4664,null,1279,null,3250,null,1162,null,566959,null,3593,null,177943,null,5291,null,0,null,242,null,177943,null,5291,null,7860,null,1597,null,26449,null,3162,null,43450,null,4074,null,56957,null,3976,null,32378,null,3073,null,10849,null,1398,null,389016,null,5522,null,237103,null,6416,null,151913,null,5553,null,82269,null,4749,null,38751,null,3041,null,13224,null,1616,null,10193,null,1802,null,5346,null,1128,null,2130,null,771,null,0400000US26,Michigan,26
161450,null,2483,null,85864,null,1963,null,37791,null,2429,null,0,null,211,null,37791,null,2429,null,1855,null,753,null,4622,null,1229,null,9519,null,1529,null,10770,null,1571,null,6502,null,1436,null,4523,null,1022,null,48073,null,2574,null,22827,null,2218,null,25246,null,2285,null,13501,null,1690,null,6412,null,1497,null,3147,null,932,null,1696,null,682,null,284,null,244,null,206,null,268,null,75586,null,1624,null,27629,null,2343,null,0,null,211,null,27629,null,2343,null,935,null,460,null,3269,null,1014,null,8740,null,1933,null,10350,null,1548,null,2771,null,936,null,1564,null,498,null,47957,null,2972,null,23257,null,2113,null,24700,null,2439,null,14160,null,2108,null,5470,null,1080,null,3388,null,1101,null,1264,null,673,null,418,null,274,null,0,null,211,null,0400000US27,Minnesota,27
802746,null,5772,null,369209,null,4406,null,143431,null,5118,null,0,null,287,null,143431,null,5118,null,7513,null,1470,null,30907,null,3409,null,36295,null,3455,null,46005,null,3683,null,15276,null,2291,null,7435,null,1869,null,225778,null,6459,null,146190,null,6596,null,79588,null,4567,null,46278,null,3200,null,17709,null,2662,null,5101,null,1085,null,7426,null,1299,null,1435,null,660,null,1639,null,806,null,433537,null,3237,null,155764,null,5734,null,0,null,287,null,155764,null,5734,null,8767,null,1563,null,57090,null,3874,null,42368,null,3513,null,31970,null,2590,null,13233,null,1613,null,2336,null,723,null,277773,null,6364,null,173002,null,5587,null,104771,null,4994,null,61678,null,4176,null,26572,null,2868,null,7739,null,1557,null,6877,null,1430,null,1588,null,685,null,317,null,216,null,0400000US28,Mississippi,28
490884,null,3586,null,222186,null,3571,null,91512,null,4576,null,0,null,257,null,91512,null,4576,null,3028,null,1034,null,12585,null,2332,null,22420,null,2912,null,31067,null,3188,null,14948,null,2274,null,7464,null,1389,null,130674,null,4411,null,73869,null,3884,null,56805,null,3497,null,34372,null,2830,null,11854,null,1815,null,5220,null,1520,null,3531,null,1082,null,1265,null,695,null,563,null,333,null,268698,null,3989,null,110640,null,3439,null,0,null,257,null,110640,null,3439,null,3104,null,917,null,20583,null,2826,null,33901,null,3042,null,33101,null,3201,null,14992,null,2108,null,4959,null,1053,null,158058,null,5458,null,90045,null,3887,null,68013,null,4343,null,39647,null,3515,null,15580,null,1937,null,5686,null,1469,null,4500,null,1130,null,2149,null,799,null,451,null,267,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
51683,null,1686,null,25785,null,1270,null,10475,null,1344,null,0,null,221,null,10475,null,1344,null,1058,null,552,null,1341,null,645,null,3347,null,911,null,3272,null,797,null,682,null,356,null,775,null,416,null,15310,null,1473,null,7306,null,1074,null,8004,null,1235,null,4854,null,1080,null,1107,null,474,null,1215,null,598,null,656,null,473,null,172,null,224,null,0,null,221,null,25898,null,1190,null,10213,null,1338,null,0,null,221,null,10213,null,1338,null,491,null,386,null,1812,null,582,null,3398,null,755,null,3587,null,847,null,590,null,301,null,335,null,290,null,15685,null,1473,null,7700,null,1139,null,7985,null,1215,null,4885,null,1060,null,1966,null,739,null,867,null,465,null,227,null,235,null,40,null,67,null,0,null,221,null,0400000US31,Nebraska,31
146438,null,2611,null,72849,null,1591,null,35098,null,2202,null,0,null,300,null,35098,null,2202,null,646,null,387,null,2202,null,859,null,9086,null,1741,null,12942,null,1709,null,7767,null,1666,null,2455,null,862,null,37751,null,2711,null,22761,null,2361,null,14990,null,2134,null,7776,null,1561,null,3364,null,925,null,1761,null,714,null,1643,null,681,null,446,null,319,null,0,null,300,null,73589,null,1900,null,31189,null,2780,null,0,null,300,null,31189,null,2780,null,433,null,328,null,3281,null,1125,null,10212,null,2206,null,12509,null,1827,null,3668,null,1049,null,1086,null,388,null,42400,null,3096,null,23815,null,2368,null,18585,null,2306,null,7190,null,1631,null,4965,null,1631,null,3228,null,999,null,2776,null,952,null,333,null,244,null,93,null,108,null,0400000US32,Nevada,32
