B17001E_001E,B17001E_001EA,B17001E_001M,B17001E_001MA,B17001E_002E,B17001E_002EA,B17001E_002M,B17001E_002MA,B17001E_003E,B17001E_003EA,B17001E_003M,B17001E_003MA,B17001E_004E,B17001E_004EA,B17001E_004M,B17001E_004MA,B17001E_005E,B17001E_005EA,B17001E_005M,B17001E_005MA,B17001E_006E,B17001E_006EA,B17001E_006M,B17001E_006MA,B17001E_007E,B17001E_007EA,B17001E_007M,B17001E_007MA,B17001E_008E,B17001E_008EA,B17001E_008M,B17001E_008MA,B17001E_009E,B17001E_009EA,B17001E_009M,B17001E_009MA,B17001E_010E,B17001E_010EA,B17001E_010M,B17001E_010MA,B17001E_011E,B17001E_011EA,B17001E_011M,B17001E_011MA,B17001E_012E,B17001E_012EA,B17001E_012M,B17001E_012MA,B17001E_013E,B17001E_013EA,B17001E_013M,B17001E_013MA,B17001E_014E,B17001E_014EA,B17001E_014M,B17001E_014MA,B17001E_015E,B17001E_015EA,B17001E_015M,B17001E_015MA,B17001E_016E,B17001E_016EA,B17001E_016M,B17001E_016MA,B17001E_017E,B17001E_017EA,B17001E_017M,B17001E_017MA,B17001E_018E,B17001E_018EA,B17001E_018M,B17001E_018MA,B17001E_019E,B17001E_019EA,B17001E_019M,B17001E_019MA,B17001E_020E,B17001E_020EA,B17001E_020M,B17001E_020MA,B17001E_021E,B17001E_021EA,B17001E_021M,B17001E_021MA,B17001E_022E,B17001E_022EA,B17001E_022M,B17001E_022MA,B17001E_023E,B17001E_023EA,B17001E_023M,B17001E_023MA,B17001E_024E,B17001E_024EA,B17001E_024M,B17001E_024MA,B17001E_025E,B17001E_025EA,B17001E_025M,B17001E_025MA,B17001E_026E,B17001E_026EA,B17001E_026M,B17001E_026MA,B17001E_027E,B17001E_027EA,B17001E_027M,B17001E_027MA,B17001E_028E,B17001E_028EA,B17001E_028M,B17001E_028MA,B17001E_029E,B17001E_029EA,B17001E_029M,B17001E_029MA,B17001E_030E,B17001E_030EA,B17001E_030M,B17001E_030MA,B17001E_031E,B17001E_031EA,B17001E_031M,B17001E_031MA,B17001E_032E,B17001E_032EA,B17001E_032M,B17001E_032MA,B17001E_033E,B17001E_033EA,B17001E_033M,B17001E_033MA,B17001E_034E,B17001E_034EA,B17001E_034M,B17001E_034MA,B17001E_035E,B17001E_035EA,B17001E_035M,B17001E_035MA,B17001E_036E,B17001E_036EA,B17001E_036M,B17001E_036MA,B17001E_037E,B17001E_037EA,B17001E_037M,B17001E_037MA,B17001E_038E,B17001E_038EA,B17001E_038M,B17001E_038MA,B17001E_039E,B17001E_039EA,B17001E_039M,B17001E_039MA,B17001E_040E,B17001E_040EA,B17001E_040M,B17001E_040MA,B17001E_041E,B17001E_041EA,B17001E_041M,B17001E_041MA,B17001E_042E,B17001E_042EA,B17001E_042M,B17001E_042MA,B17001E_043E,B17001E_043EA,B17001E_043M,B17001E_043MA,B17001E_044E,B17001E_044EA,B17001E_044M,B17001E_044MA,B17001E_045E,B17001E_045EA,B17001E_045M,B17001E_045MA,B17001E_046E,B17001E_046EA,B17001E_046M,B17001E_046MA,B17001E_047E,B17001E_047EA,B17001E_047M,B17001E_047MA,B17001E_048E,B17001E_048EA,B17001E_048M,B17001E_048MA,B17001E_049E,B17001E_049EA,B17001E_049M,B17001E_049MA,B17001E_050E,B17001E_050EA,B17001E_050M,B17001E_050MA,B17001E_051E,B17001E_051EA,B17001E_051M,B17001E_051MA,B17001E_052E,B17001E_052EA,B17001E_052M,B17001E_052MA,B17001E_053E,B17001E_053EA,B17001E_053M,B17001E_053MA,B17001E_054E,B17001E_054EA,B17001E_054M,B17001E_054MA,B17001E_055E,B17001E_055EA,B17001E_055M,B17001E_055MA,B17001E_056E,B17001E_056EA,B17001E_056M,B17001E_056MA,B17001E_057E,B17001E_057EA,B17001E_057M,B17001E_057MA,B17001E_058E,B17001E_058EA,B17001E_058M,B17001E_058MA,B17001E_059E,B17001E_059EA,B17001E_059M,B17001E_059MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
107480,null,3823,null,14933,null,2827,null,6932,null,1394,null,1302,null,581,null,148,null,183,null,1138,null,620,null,309,null,241,null,52,null,86,null,189,null,188,null,1011,null,546,null,772,null,418,null,952,null,487,null,753,null,384,null,72,null,74,null,161,null,226,null,73,null,120,null,8001,null,1703,null,690,null,432,null,202,null,148,null,1323,null,539,null,557,null,305,null,308,null,248,null,133,null,159,null,716,null,558,null,1425,null,618,null,1126,null,436,null,741,null,363,null,217,null,166,null,296,null,189,null,267,null,227,null,92547,null,4175,null,46386,null,2406,null,2128,null,724,null,348,null,257,null,4518,null,808,null,2623,null,592,null,1429,null,481,null,1546,null,368,null,5749,null,1026,null,6403,null,1151,null,6871,null,1021,null,6151,null,739,null,3950,null,685,null,3152,null,551,null,1518,null,293,null,46161,null,2631,null,2292,null,615,null,488,null,236,null,3902,null,783,null,2040,null,645,null,563,null,418,null,1961,null,656,null,5641,null,1109,null,6242,null,1092,null,5977,null,821,null,7445,null,704,null,4654,null,547,null,3217,null,419,null,1739,null,479,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
