C08505F_001E,C08505F_001EA,C08505F_001M,C08505F_001MA,C08505F_002E,C08505F_002EA,C08505F_002M,C08505F_002MA,C08505F_003E,C08505F_003EA,C08505F_003M,C08505F_003MA,C08505F_004E,C08505F_004EA,C08505F_004M,C08505F_004MA,C08505F_005E,C08505F_005EA,C08505F_005M,C08505F_005MA,C08505F_006E,C08505F_006EA,C08505F_006M,C08505F_006MA,GEO_ID,NAME,state
68041,null,4813,null,47222,null,4134,null,15061,null,2912,null,554,null,396,null,3372,null,1091,null,1832,null,755,null,0400000US26,Michigan,26
32262,null,3590,null,21446,null,2877,null,7202,null,2107,null,1356,null,543,null,1367,null,547,null,891,null,454,null,0400000US27,Minnesota,27
11184,null,2469,null,5032,null,1526,null,5142,null,1572,null,0,null,267,null,628,null,544,null,382,null,369,null,0400000US28,Mississippi,28
30984,null,3265,null,18536,null,2408,null,7100,null,1830,null,676,null,432,null,3520,null,1567,null,1152,null,454,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
21192,null,2504,null,15688,null,2195,null,3654,null,1116,null,75,null,123,null,941,null,490,null,834,null,499,null,0400000US31,Nebraska,31
90734,null,6069,null,63473,null,4703,null,17492,null,2809,null,4558,null,1232,null,4539,null,1547,null,672,null,413,null,0400000US32,Nevada,32
7126,null,1667,null,4680,null,1335,null,1283,null,647,null,183,null,312,null,980,null,439,null,0,null,267,null,0400000US33,New Hampshire,33
298759,null,11699,null,149000,null,8488,null,58544,null,5757,null,34425,null,4161,null,50625,null,5049,null,6165,null,1400,null,0400000US34,New Jersey,34
133419,null,5391,null,103352,null,5067,null,19633,null,2765,null,523,null,354,null,4370,null,1297,null,5541,null,1582,null,0400000US35,New Mexico,35
749622,null,17567,null,191809,null,9683,null,62411,null,5567,null,377455,null,11772,null,94287,null,7212,null,23660,null,3249,null,0400000US36,New York,36
178044,null,7622,null,97179,null,5671,null,64920,null,5718,null,2036,null,960,null,9915,null,2046,null,3994,null,1013,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
44378,null,3962,null,30988,null,3106,null,7794,null,1543,null,1883,null,1048,null,2940,null,894,null,773,null,367,null,0400000US39,Ohio,39
45570,null,3576,null,31066,null,3115,null,11266,null,1997,null,317,null,356,null,1869,null,909,null,1052,null,562,null,0400000US40,Oklahoma,40
60762,null,6398,null,37216,null,3698,null,14889,null,3397,null,1778,null,723,null,3528,null,1081,null,3351,null,1885,null,0400000US41,Oregon,41
85301,null,4861,null,49777,null,3883,null,16986,null,2594,null,9163,null,1651,null,7167,null,1832,null,2208,null,810,null,0400000US42,Pennsylvania,42
24478,null,2936,null,15552,null,2602,null,4830,null,1317,null,1647,null,981,null,1213,null,531,null,1236,null,577,null,0400000US44,Rhode Island,44
28037,null,3337,null,12949,null,2007,null,12979,null,2318,null,42,null,68,null,1384,null,642,null,683,null,373,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
37472,null,4263,null,24552,null,3551,null,10688,null,2157,null,310,null,272,null,1825,null,1042,null,97,null,117,null,0400000US47,Tennessee,47
1262244,null,23653,null,906544,null,18142,null,239586,null,12094,null,29482,null,3379,null,61891,null,5184,null,24741,null,3028,null,0400000US48,Texas,48
34391,null,3676,null,23653,null,3015,null,6770,null,1470,null,1108,null,665,null,2297,null,976,null,563,null,327,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
104901,null,6656,null,61106,null,4746,null,28132,null,3860,null,8306,null,2073,null,3789,null,1058,null,3568,null,1119,null,0400000US51,Virginia,51
112766,null,6269,null,74708,null,5318,null,24247,null,3260,null,5361,null,1510,null,6019,null,2061,null,2431,null,908,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
64816,null,3697,null,43722,null,2899,null,12792,null,2040,null,2338,null,919,null,4955,null,1676,null,1009,null,464,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
142317,null,7234,null,101464,null,5712,null,18058,null,2313,null,7031,null,1610,null,14507,null,2303,null,1257,null,569,null,0400000US72,Puerto Rico,72
