B19001F_001E,B19001F_001EA,B19001F_001M,B19001F_001MA,B19001F_002E,B19001F_002EA,B19001F_002M,B19001F_002MA,B19001F_003E,B19001F_003EA,B19001F_003M,B19001F_003MA,B19001F_004E,B19001F_004EA,B19001F_004M,B19001F_004MA,B19001F_005E,B19001F_005EA,B19001F_005M,B19001F_005MA,B19001F_006E,B19001F_006EA,B19001F_006M,B19001F_006MA,B19001F_007E,B19001F_007EA,B19001F_007M,B19001F_007MA,B19001F_008E,B19001F_008EA,B19001F_008M,B19001F_008MA,B19001F_009E,B19001F_009EA,B19001F_009M,B19001F_009MA,B19001F_010E,B19001F_010EA,B19001F_010M,B19001F_010MA,B19001F_011E,B19001F_011EA,B19001F_011M,B19001F_011MA,B19001F_012E,B19001F_012EA,B19001F_012M,B19001F_012MA,B19001F_013E,B19001F_013EA,B19001F_013M,B19001F_013MA,B19001F_014E,B19001F_014EA,B19001F_014M,B19001F_014MA,B19001F_015E,B19001F_015EA,B19001F_015M,B19001F_015MA,B19001F_016E,B19001F_016EA,B19001F_016M,B19001F_016MA,B19001F_017E,B19001F_017EA,B19001F_017M,B19001F_017MA,GEO_ID,NAME,state
89519,null,4758,null,6134,null,1577,null,5096,null,1262,null,6635,null,1828,null,7449,null,1417,null,7642,null,1787,null,8569,null,1694,null,5142,null,1453,null,6591,null,1638,null,4812,null,1301,null,8877,null,1871,null,9629,null,1647,null,7841,null,1601,null,2272,null,867,null,1217,null,672,null,879,null,540,null,734,null,444,null,0400000US13,Georgia,13
6701,null,1419,null,91,null,118,null,698,null,445,null,242,null,261,null,190,null,310,null,146,null,146,null,1022,null,757,null,605,null,471,null,432,null,356,null,101,null,118,null,797,null,621,null,564,null,404,null,1123,null,613,null,377,null,280,null,173,null,160,null,86,null,144,null,54,null,75,null,0400000US15,Hawaii,15
9796,null,1264,null,704,null,337,null,455,null,244,null,825,null,412,null,774,null,398,null,852,null,411,null,665,null,361,null,1188,null,669,null,595,null,315,null,812,null,372,null,908,null,436,null,755,null,368,null,593,null,348,null,503,null,300,null,144,null,140,null,23,null,47,null,0,null,257,null,0400000US16,Idaho,16
288885,null,5982,null,15360,null,2255,null,14583,null,2040,null,18297,null,2630,null,21002,null,2748,null,17939,null,2488,null,20961,null,2789,null,18110,null,2854,null,16982,null,2393,null,17619,null,2458,null,29181,null,2988,null,32957,null,2754,null,35773,null,3505,null,15750,null,2101,null,8011,null,1641,null,4862,null,1342,null,1498,null,649,null,0400000US17,Illinois,17
43990,null,2416,null,3571,null,992,null,2849,null,922,null,3258,null,996,null,3565,null,944,null,3839,null,1104,null,3467,null,1003,null,3139,null,1015,null,3044,null,961,null,2089,null,709,null,4884,null,1187,null,4323,null,993,null,3104,null,944,null,1379,null,598,null,920,null,387,null,151,null,156,null,408,null,314,null,0400000US18,Indiana,18
14097,null,1856,null,797,null,399,null,1275,null,736,null,1168,null,425,null,1278,null,742,null,813,null,472,null,1380,null,519,null,1546,null,748,null,496,null,441,null,540,null,323,null,1028,null,602,null,1964,null,647,null,1013,null,465,null,473,null,282,null,243,null,231,null,0,null,226,null,83,null,109,null,0400000US19,Iowa,19
24868,null,2306,null,1589,null,653,null,2334,null,712,null,2283,null,926,null,2774,null,844,null,2248,null,779,null,2277,null,752,null,2081,null,693,null,1389,null,623,null,1395,null,618,null,2138,null,710,null,1483,null,538,null,2173,null,742,null,478,null,311,null,155,null,173,null,71,null,119,null,0,null,242,null,0400000US20,Kansas,20
8496,null,1251,null,765,null,492,null,467,null,368,null,1385,null,813,null,358,null,253,null,623,null,356,null,457,null,378,null,281,null,266,null,891,null,445,null,259,null,231,null,560,null,354,null,894,null,512,null,850,null,471,null,433,null,315,null,147,null,183,null,126,null,161,null,0,null,271,null,0400000US21,Kentucky,21
12899,null,1686,null,1388,null,608,null,521,null,339,null,765,null,548,null,911,null,523,null,396,null,227,null,1181,null,527,null,1002,null,449,null,1046,null,636,null,139,null,125,null,1161,null,496,null,1704,null,642,null,1075,null,515,null,889,null,455,null,388,null,270,null,333,null,227,null,0,null,269,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
46214,null,2960,null,967,null,450,null,1295,null,707,null,1068,null,586,null,2288,null,966,null,2037,null,776,null,2134,null,884,null,3445,null,1166,null,1936,null,752,null,2600,null,935,null,6714,null,1437,null,7539,null,1447,null,7433,null,1414,null,3293,null,954,null,827,null,459,null,1526,null,682,null,1112,null,684,null,0400000US24,Maryland,24
90147,null,5035,null,14867,null,2196,null,7621,null,1604,null,6767,null,1486,null,7029,null,1425,null,7004,null,1334,null,4725,null,1357,null,4575,null,1348,null,5142,null,1266,null,3072,null,1041,null,7406,null,1420,null,7591,null,1758,null,7455,null,1323,null,4342,null,1100,null,863,null,492,null,958,null,502,null,730,null,510,null,0400000US25,Massachusetts,25
47360,null,3105,null,4493,null,1279,null,2936,null,933,null,4253,null,1305,null,3860,null,1125,null,4798,null,1345,null,4460,null,1300,null,3010,null,898,null,2097,null,629,null,1747,null,595,null,3870,null,1043,null,4707,null,1240,null,4429,null,966,null,1314,null,696,null,803,null,473,null,399,null,305,null,184,null,140,null,0400000US26,Michigan,26
19564,null,1842,null,1189,null,534,null,775,null,618,null,1210,null,531,null,953,null,597,null,1867,null,789,null,1584,null,811,null,911,null,559,null,917,null,521,null,547,null,414,null,1793,null,713,null,2793,null,854,null,2511,null,819,null,1695,null,653,null,331,null,283,null,365,null,303,null,123,null,157,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
15867,null,1801,null,1272,null,537,null,916,null,524,null,1284,null,662,null,1083,null,507,null,1463,null,696,null,1500,null,691,null,338,null,232,null,1119,null,638,null,963,null,594,null,1259,null,544,null,1781,null,597,null,1972,null,704,null,706,null,450,null,32,null,49,null,179,null,239,null,0,null,255,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
12919,null,1679,null,1229,null,597,null,495,null,302,null,522,null,371,null,915,null,508,null,1919,null,838,null,1044,null,433,null,719,null,434,null,1084,null,671,null,541,null,291,null,1343,null,512,null,1515,null,679,null,885,null,377,null,503,null,430,null,46,null,91,null,159,null,256,null,0,null,218,null,0400000US31,Nebraska,31
56246,null,3507,null,3135,null,847,null,1935,null,744,null,3072,null,968,null,3358,null,1117,null,3837,null,1624,null,3611,null,1052,null,3054,null,911,null,4163,null,976,null,2557,null,799,null,6267,null,1475,null,8211,null,1568,null,7561,null,1303,null,2448,null,692,null,1301,null,558,null,762,null,508,null,974,null,604,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
188588,null,6021,null,18873,null,2443,null,10166,null,1835,null,11750,null,1689,null,11594,null,2080,null,11141,null,2157,null,10906,null,2272,null,10110,null,1847,null,9939,null,1665,null,9757,null,1757,null,17323,null,2130,null,22181,null,2547,null,20656,null,2332,null,11626,null,2152,null,5347,null,1293,null,4861,null,1235,null,2358,null,811,null,0400000US34,New Jersey,34
106698,null,3743,null,11608,null,1889,null,8528,null,1454,null,6391,null,1071,null,8821,null,1652,null,8376,null,1805,null,8600,null,1502,null,7418,null,1335,null,5047,null,1159,null,5461,null,1301,null,8157,null,1457,null,10153,null,1489,null,9729,null,1590,null,4278,null,987,null,2589,null,988,null,1003,null,437,null,539,null,298,null,0400000US35,New Mexico,35
523598,null,10105,null,78393,null,4503,null,43448,null,3805,null,39779,null,3469,null,38221,null,3528,null,32432,null,3076,null,31761,null,3307,null,28813,null,2911,null,28935,null,2876,null,22067,null,2412,null,42742,null,3568,null,44187,null,3909,null,47593,null,3703,null,19070,null,2448,null,12256,null,1745,null,9147,null,1845,null,4754,null,943,null,0400000US36,New York,36
101060,null,5025,null,7738,null,1715,null,7879,null,1604,null,10405,null,2178,null,11696,null,2286,null,7186,null,1662,null,7656,null,1506,null,7590,null,1553,null,7092,null,1937,null,6574,null,1684,null,8566,null,1889,null,7514,null,1494,null,6943,null,1459,null,1641,null,659,null,1315,null,683,null,773,null,426,null,492,null,275,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
31170,null,2239,null,4681,null,1127,null,2137,null,690,null,2271,null,710,null,1735,null,631,null,2053,null,767,null,3194,null,1023,null,1219,null,686,null,2038,null,749,null,1510,null,770,null,2443,null,703,null,2742,null,894,null,3007,null,1071,null,1117,null,490,null,292,null,218,null,445,null,384,null,286,null,255,null,0400000US39,Ohio,39
30358,null,2659,null,3085,null,959,null,3018,null,1070,null,1614,null,674,null,4438,null,1146,null,1885,null,692,null,2372,null,814,null,2467,null,921,null,2189,null,887,null,1548,null,634,null,2649,null,821,null,1518,null,504,null,1800,null,767,null,1239,null,746,null,308,null,220,null,109,null,114,null,119,null,124,null,0400000US40,Oklahoma,40
31352,null,3051,null,1985,null,614,null,1643,null,798,null,1838,null,904,null,2229,null,752,null,2771,null,966,null,3301,null,1130,null,1513,null,614,null,2185,null,753,null,2059,null,753,null,3574,null,1113,null,3725,null,1055,null,2871,null,822,null,1048,null,550,null,407,null,280,null,126,null,150,null,77,null,129,null,0400000US41,Oregon,41
72266,null,3540,null,12821,null,1907,null,6442,null,1287,null,7163,null,1572,null,5501,null,1211,null,5748,null,1284,null,4136,null,1165,null,4241,null,1125,null,5118,null,1315,null,2199,null,836,null,3503,null,1072,null,6127,null,1373,null,4540,null,1155,null,2326,null,760,null,924,null,604,null,409,null,279,null,1068,null,521,null,0400000US42,Pennsylvania,42
17649,null,1980,null,3418,null,1054,null,1406,null,584,null,1400,null,585,null,1493,null,648,null,1042,null,620,null,1552,null,674,null,1483,null,725,null,659,null,511,null,1534,null,732,null,524,null,284,null,1352,null,544,null,1292,null,655,null,150,null,143,null,76,null,127,null,218,null,239,null,50,null,86,null,0400000US44,Rhode Island,44
16188,null,1878,null,1173,null,698,null,947,null,531,null,1130,null,647,null,2037,null,767,null,1043,null,511,null,1574,null,660,null,1549,null,933,null,1285,null,643,null,739,null,419,null,1216,null,590,null,1336,null,459,null,1390,null,684,null,241,null,186,null,231,null,182,null,208,null,178,null,89,null,111,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
22343,null,2079,null,1743,null,680,null,2715,null,1155,null,1126,null,604,null,1929,null,894,null,1577,null,611,null,1634,null,724,null,1741,null,913,null,1115,null,588,null,1377,null,706,null,3220,null,1094,null,1688,null,726,null,1448,null,681,null,888,null,454,null,76,null,125,null,0,null,281,null,66,null,111,null,0400000US47,Tennessee,47
823873,null,15330,null,73224,null,4190,null,58596,null,4550,null,63576,null,4333,null,75924,null,4633,null,67487,null,5007,null,57282,null,4259,null,54272,null,4665,null,53514,null,4498,null,42589,null,3309,null,71919,null,4711,null,77802,null,5093,null,71468,null,4653,null,29435,null,3058,null,12249,null,1975,null,9744,null,1911,null,4792,null,1141,null,0400000US48,Texas,48
19460,null,2050,null,1049,null,392,null,1157,null,510,null,769,null,366,null,1260,null,578,null,1792,null,593,null,1618,null,614,null,1553,null,570,null,1208,null,616,null,730,null,318,null,2024,null,732,null,2159,null,618,null,2055,null,634,null,1284,null,494,null,529,null,352,null,170,null,165,null,103,null,114,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
53151,null,3459,null,1638,null,671,null,1028,null,519,null,2663,null,1113,null,2908,null,1003,null,3210,null,1083,null,2709,null,788,null,3664,null,1229,null,4217,null,1178,null,1839,null,711,null,5247,null,1243,null,5952,null,1292,null,7196,null,1668,null,4327,null,1117,null,2657,null,778,null,2255,null,901,null,1641,null,727,null,0400000US51,Virginia,51
69568,null,3921,null,6159,null,1323,null,3916,null,1140,null,5369,null,1295,null,5706,null,1468,null,5744,null,1349,null,5147,null,1231,null,3933,null,1120,null,4301,null,1206,null,4025,null,1172,null,7914,null,1436,null,6651,null,1514,null,5657,null,1305,null,2522,null,879,null,918,null,661,null,826,null,366,null,780,null,540,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
39008,null,2524,null,2985,null,973,null,2672,null,870,null,2388,null,870,null,3902,null,1017,null,3146,null,843,null,3316,null,920,null,2556,null,794,null,2172,null,784,null,2961,null,1096,null,3562,null,960,null,4282,null,1093,null,2943,null,792,null,1274,null,587,null,355,null,291,null,180,null,186,null,314,null,264,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
142307,null,5325,null,49530,null,2844,null,17777,null,1792,null,13556,null,1632,null,11701,null,1389,null,8054,null,1345,null,8880,null,1435,null,5917,null,1066,null,4950,null,1180,null,4440,null,949,null,5456,null,979,null,5498,null,1196,null,3946,null,921,null,1677,null,655,null,466,null,330,null,371,null,278,null,88,null,100,null,0400000US72,Puerto Rico,72
