B19101D_001E,B19101D_001EA,B19101D_001M,B19101D_001MA,B19101D_002E,B19101D_002EA,B19101D_002M,B19101D_002MA,B19101D_003E,B19101D_003EA,B19101D_003M,B19101D_003MA,B19101D_004E,B19101D_004EA,B19101D_004M,B19101D_004MA,B19101D_005E,B19101D_005EA,B19101D_005M,B19101D_005MA,B19101D_006E,B19101D_006EA,B19101D_006M,B19101D_006MA,B19101D_007E,B19101D_007EA,B19101D_007M,B19101D_007MA,B19101D_008E,B19101D_008EA,B19101D_008M,B19101D_008MA,B19101D_009E,B19101D_009EA,B19101D_009M,B19101D_009MA,B19101D_010E,B19101D_010EA,B19101D_010M,B19101D_010MA,B19101D_011E,B19101D_011EA,B19101D_011M,B19101D_011MA,B19101D_012E,B19101D_012EA,B19101D_012M,B19101D_012MA,B19101D_013E,B19101D_013EA,B19101D_013M,B19101D_013MA,B19101D_014E,B19101D_014EA,B19101D_014M,B19101D_014MA,B19101D_015E,B19101D_015EA,B19101D_015M,B19101D_015MA,B19101D_016E,B19101D_016EA,B19101D_016M,B19101D_016MA,B19101D_017E,B19101D_017EA,B19101D_017M,B19101D_017MA,GEO_ID,NAME,state
63113,null,2621,null,1977,null,671,null,2163,null,728,null,1348,null,650,null,2374,null,736,null,2207,null,662,null,3176,null,936,null,2564,null,815,null,2558,null,813,null,2818,null,843,null,5563,null,1114,null,8684,null,1576,null,9845,null,1469,null,6245,null,1233,null,3659,null,755,null,4377,null,1046,null,3555,null,924,null,0400000US13,Georgia,13
129114,null,3614,null,1686,null,653,null,1658,null,572,null,2675,null,890,null,3368,null,811,null,4296,null,916,null,5038,null,1274,null,5231,null,1121,null,3902,null,921,null,5036,null,1150,null,10004,null,1280,null,18086,null,1915,null,22582,null,2298,null,16151,null,1750,null,12367,null,1413,null,10042,null,1759,null,6992,null,1102,null,0400000US15,Hawaii,15
3379,null,664,null,137,null,204,null,190,null,174,null,96,null,138,null,264,null,244,null,189,null,172,null,142,null,123,null,314,null,267,null,176,null,195,null,222,null,149,null,263,null,214,null,403,null,288,null,329,null,277,null,140,null,159,null,18,null,32,null,192,null,171,null,304,null,228,null,0400000US16,Idaho,16
133247,null,3340,null,5356,null,1254,null,2619,null,849,null,4705,null,1197,null,4572,null,1103,null,2549,null,882,null,4731,null,1014,null,4767,null,1148,null,4891,null,1195,null,4174,null,1070,null,9054,null,1621,null,12970,null,1645,null,21250,null,2217,null,17886,null,1755,null,11614,null,1752,null,11136,null,1464,null,10973,null,1279,null,0400000US17,Illinois,17
19159,null,1571,null,1342,null,665,null,378,null,225,null,525,null,301,null,694,null,357,null,687,null,478,null,492,null,271,null,755,null,427,null,888,null,449,null,1148,null,477,null,1583,null,635,null,2176,null,642,null,3537,null,966,null,1787,null,558,null,1032,null,539,null,460,null,291,null,1675,null,562,null,0400000US18,Indiana,18
10492,null,1074,null,682,null,454,null,573,null,359,null,90,null,97,null,646,null,383,null,677,null,494,null,257,null,255,null,644,null,466,null,361,null,285,null,146,null,145,null,1618,null,549,null,1073,null,510,null,1407,null,710,null,729,null,388,null,667,null,368,null,269,null,248,null,653,null,421,null,0400000US19,Iowa,19
13191,null,1160,null,317,null,198,null,162,null,209,null,470,null,402,null,457,null,342,null,194,null,152,null,625,null,408,null,442,null,330,null,442,null,326,null,387,null,285,null,991,null,404,null,2614,null,730,null,2217,null,801,null,1516,null,569,null,680,null,345,null,975,null,479,null,702,null,314,null,0400000US20,Kansas,20
8584,null,976,null,754,null,469,null,290,null,311,null,671,null,511,null,370,null,275,null,141,null,149,null,302,null,272,null,122,null,137,null,206,null,215,null,539,null,461,null,705,null,478,null,706,null,348,null,963,null,489,null,616,null,348,null,389,null,240,null,169,null,193,null,1641,null,502,null,0400000US21,Kentucky,21
13594,null,1197,null,547,null,385,null,245,null,206,null,948,null,669,null,839,null,515,null,465,null,315,null,686,null,501,null,845,null,369,null,166,null,131,null,217,null,156,null,1289,null,559,null,1182,null,465,null,1642,null,632,null,1542,null,574,null,787,null,423,null,986,null,429,null,1208,null,545,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
68569,null,2286,null,948,null,380,null,1123,null,617,null,1460,null,677,null,1400,null,583,null,1818,null,704,null,1886,null,698,null,1517,null,635,null,3379,null,1078,null,1929,null,634,null,4176,null,1049,null,5875,null,1163,null,12079,null,1633,null,9771,null,1376,null,5414,null,1271,null,8024,null,1423,null,7770,null,1085,null,0400000US24,Maryland,24
70777,null,2557,null,2731,null,967,null,3723,null,1083,null,2824,null,866,null,1431,null,621,null,2114,null,736,null,2234,null,830,null,2882,null,914,null,1797,null,593,null,2141,null,857,null,3789,null,1112,null,5918,null,1134,null,10148,null,1358,null,8956,null,1259,null,5564,null,1155,null,7222,null,1282,null,7303,null,1457,null,0400000US25,Massachusetts,25
57633,null,2023,null,2613,null,795,null,856,null,391,null,1523,null,699,null,1663,null,701,null,1720,null,687,null,1878,null,581,null,1393,null,422,null,2175,null,607,null,705,null,352,null,3509,null,1018,null,7218,null,1402,null,9553,null,1365,null,6102,null,948,null,4973,null,980,null,6962,null,970,null,4790,null,978,null,0400000US26,Michigan,26
39347,null,1774,null,2012,null,720,null,712,null,315,null,1406,null,700,null,2135,null,623,null,1211,null,529,null,1656,null,694,null,1849,null,747,null,1869,null,796,null,2036,null,711,null,3751,null,1065,null,4299,null,1092,null,5422,null,1097,null,3691,null,959,null,2589,null,827,null,1817,null,661,null,2892,null,771,null,0400000US27,Minnesota,27
4890,null,1001,null,37,null,66,null,264,null,248,null,676,null,535,null,585,null,447,null,224,null,265,null,426,null,414,null,107,null,123,null,176,null,188,null,248,null,264,null,125,null,156,null,553,null,386,null,688,null,412,null,187,null,137,null,250,null,192,null,234,null,303,null,110,null,111,null,0400000US28,Mississippi,28
19931,null,1693,null,1139,null,704,null,924,null,564,null,743,null,333,null,779,null,578,null,718,null,362,null,992,null,586,null,528,null,278,null,1022,null,493,null,1093,null,530,null,1057,null,523,null,1936,null,667,null,3365,null,833,null,1398,null,535,null,2116,null,676,null,1052,null,500,null,1069,null,395,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
5765,null,819,null,149,null,174,null,78,null,103,null,151,null,190,null,6,null,13,null,150,null,145,null,428,null,334,null,146,null,149,null,187,null,162,null,424,null,298,null,242,null,207,null,894,null,416,null,882,null,447,null,915,null,405,null,96,null,154,null,793,null,391,null,224,null,237,null,0400000US31,Nebraska,31
37663,null,1688,null,578,null,294,null,857,null,519,null,710,null,365,null,1132,null,388,null,1797,null,778,null,1509,null,643,null,927,null,404,null,1474,null,560,null,2741,null,992,null,4206,null,1018,null,5117,null,1165,null,6010,null,1227,null,4622,null,979,null,2526,null,913,null,1731,null,661,null,1726,null,668,null,0400000US32,Nevada,32
6061,null,795,null,0,null,253,null,57,null,100,null,0,null,253,null,161,null,160,null,317,null,313,null,337,null,393,null,698,null,521,null,72,null,127,null,183,null,178,null,425,null,285,null,975,null,582,null,483,null,254,null,755,null,446,null,642,null,399,null,547,null,325,null,409,null,354,null,0400000US33,New Hampshire,33
170971,null,3910,null,4057,null,1293,null,3007,null,893,null,3282,null,1041,null,3012,null,975,null,3881,null,1071,null,3351,null,870,null,3830,null,985,null,4099,null,1036,null,4526,null,1133,null,9343,null,1390,null,14278,null,1896,null,24762,null,2344,null,23521,null,2178,null,18227,null,1947,null,23469,null,1908,null,24326,null,2119,null,0400000US34,New Jersey,34
5739,null,908,null,164,null,142,null,90,null,103,null,208,null,202,null,243,null,163,null,193,null,181,null,498,null,315,null,158,null,179,null,272,null,243,null,354,null,363,null,256,null,161,null,312,null,242,null,1359,null,481,null,370,null,252,null,318,null,177,null,687,null,336,null,257,null,205,null,0400000US35,New Mexico,35
303280,null,5117,null,13707,null,2093,null,15546,null,1973,null,13068,null,2196,null,17926,null,2154,null,13973,null,2069,null,15164,null,1906,null,11657,null,1779,null,13811,null,1937,null,10748,null,1574,null,21635,null,2135,null,30009,null,2665,null,37279,null,2726,null,27093,null,2771,null,18326,null,2119,null,19058,null,2149,null,24280,null,2466,null,0400000US36,New York,36
38946,null,2381,null,919,null,478,null,846,null,494,null,1554,null,765,null,2083,null,824,null,1637,null,543,null,1625,null,625,null,1959,null,765,null,2033,null,613,null,967,null,404,null,3770,null,1062,null,4527,null,1120,null,5628,null,1179,null,3427,null,1066,null,2285,null,815,null,3354,null,661,null,2332,null,685,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
44905,null,2437,null,1504,null,598,null,770,null,360,null,1425,null,595,null,1552,null,830,null,982,null,435,null,2080,null,866,null,2062,null,735,null,1570,null,749,null,1450,null,568,null,3439,null,850,null,5119,null,1165,null,8204,null,1330,null,4360,null,1016,null,3061,null,756,null,4285,null,1003,null,3042,null,705,null,0400000US39,Ohio,39
12741,null,1253,null,137,null,216,null,589,null,437,null,578,null,381,null,689,null,510,null,752,null,567,null,652,null,381,null,1016,null,520,null,1052,null,560,null,581,null,329,null,1346,null,566,null,1271,null,400,null,1911,null,689,null,473,null,324,null,578,null,288,null,556,null,317,null,560,null,348,null,0400000US40,Oklahoma,40
31453,null,1916,null,1327,null,522,null,686,null,400,null,1415,null,653,null,1617,null,810,null,873,null,450,null,714,null,377,null,1338,null,677,null,1904,null,827,null,1118,null,535,null,2979,null,969,null,2589,null,671,null,5134,null,1165,null,3991,null,858,null,1834,null,683,null,2508,null,754,null,1426,null,513,null,0400000US41,Oregon,41
67221,null,2502,null,3145,null,975,null,2278,null,790,null,2816,null,766,null,2485,null,813,null,1444,null,620,null,2166,null,675,null,3289,null,854,null,3041,null,770,null,2742,null,767,null,5118,null,1090,null,6493,null,1242,null,9670,null,1542,null,6801,null,1156,null,4821,null,1013,null,5034,null,897,null,5878,null,1060,null,0400000US42,Pennsylvania,42
6371,null,1015,null,150,null,215,null,80,null,129,null,427,null,399,null,365,null,329,null,85,null,152,null,572,null,449,null,49,null,79,null,534,null,415,null,185,null,190,null,702,null,504,null,549,null,340,null,963,null,597,null,629,null,373,null,404,null,469,null,335,null,272,null,342,null,256,null,0400000US44,Rhode Island,44
13030,null,1425,null,431,null,445,null,670,null,660,null,454,null,360,null,456,null,333,null,577,null,502,null,1123,null,612,null,393,null,257,null,1186,null,758,null,386,null,357,null,616,null,336,null,1276,null,559,null,2029,null,669,null,1411,null,558,null,259,null,217,null,1036,null,596,null,727,null,369,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
19045,null,1525,null,765,null,399,null,415,null,340,null,664,null,395,null,826,null,511,null,610,null,397,null,1462,null,723,null,630,null,393,null,1483,null,714,null,549,null,479,null,1728,null,857,null,1924,null,669,null,2978,null,838,null,2195,null,894,null,916,null,389,null,780,null,411,null,1120,null,445,null,0400000US47,Tennessee,47
192357,null,4056,null,7819,null,1432,null,4121,null,856,null,6338,null,1153,null,7225,null,1785,null,8046,null,1509,null,8361,null,1285,null,6243,null,1410,null,6823,null,1245,null,7544,null,1387,null,14225,null,2076,null,22233,null,2036,null,30727,null,2737,null,21079,null,2245,null,13221,null,1615,null,14972,null,1849,null,13380,null,1815,null,0400000US48,Texas,48
10600,null,1045,null,423,null,329,null,420,null,404,null,260,null,263,null,694,null,458,null,332,null,244,null,218,null,189,null,211,null,181,null,855,null,386,null,996,null,470,null,1360,null,690,null,1231,null,498,null,1269,null,534,null,1011,null,532,null,236,null,193,null,903,null,460,null,181,null,181,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
88485,null,3148,null,2383,null,924,null,1324,null,638,null,1887,null,784,null,2142,null,811,null,2747,null,845,null,2785,null,874,null,2579,null,888,null,2148,null,641,null,2991,null,724,null,6627,null,1357,null,9459,null,1557,null,12736,null,1742,null,12366,null,1517,null,7459,null,1185,null,10086,null,1485,null,8766,null,1119,null,0400000US51,Virginia,51
99044,null,3185,null,4165,null,1086,null,4362,null,1021,null,3517,null,889,null,3058,null,999,null,3436,null,1192,null,4370,null,1193,null,4181,null,1017,null,3642,null,1130,null,3792,null,1135,null,7091,null,1307,null,10518,null,1676,null,15523,null,1717,null,13352,null,1453,null,6161,null,1055,null,7525,null,1383,null,4351,null,1026,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
21250,null,1671,null,1086,null,495,null,886,null,492,null,897,null,466,null,873,null,421,null,943,null,477,null,1095,null,578,null,933,null,484,null,767,null,312,null,253,null,183,null,1819,null,687,null,2623,null,688,null,3682,null,934,null,1711,null,621,null,1158,null,648,null,1278,null,432,null,1246,null,472,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
