C21001D_001E,C21001D_001EA,C21001D_001M,C21001D_001MA,C21001D_002E,C21001D_002EA,C21001D_002M,C21001D_002MA,C21001D_003E,C21001D_003EA,C21001D_003M,C21001D_003MA,C21001D_004E,C21001D_004EA,C21001D_004M,C21001D_004MA,C21001D_005E,C21001D_005EA,C21001D_005M,C21001D_005MA,C21001D_006E,C21001D_006EA,C21001D_006M,C21001D_006MA,C21001D_007E,C21001D_007EA,C21001D_007M,C21001D_007MA,C21001D_008E,C21001D_008EA,C21001D_008M,C21001D_008MA,C21001D_009E,C21001D_009EA,C21001D_009M,C21001D_009MA,C21001D_010E,C21001D_010EA,C21001D_010M,C21001D_010MA,C21001D_011E,C21001D_011EA,C21001D_011M,C21001D_011MA,C21001D_012E,C21001D_012EA,C21001D_012M,C21001D_012MA,C21001D_013E,C21001D_013EA,C21001D_013M,C21001D_013MA,C21001D_014E,C21001D_014EA,C21001D_014M,C21001D_014MA,C21001D_015E,C21001D_015EA,C21001D_015M,C21001D_015MA,GEO_ID,NAME,state
196494,null,3061,null,93968,null,1974,null,87811,null,2019,null,2088,null,678,null,85723,null,2006,null,6157,null,926,null,943,null,360,null,5214,null,887,null,102526,null,2345,null,95161,null,2376,null,340,null,200,null,94821,null,2395,null,7365,null,1096,null,38,null,67,null,7327,null,1093,null,0400000US13,Georgia,13
424754,null,6190,null,194644,null,3634,null,147235,null,3470,null,21538,null,2457,null,125697,null,4181,null,47409,null,923,null,23532,null,1612,null,23877,null,1776,null,230110,null,4251,null,162886,null,3828,null,475,null,290,null,162411,null,3851,null,67224,null,1150,null,431,null,222,null,66793,null,1130,null,0400000US15,Hawaii,15
12347,null,1474,null,5083,null,934,null,4205,null,874,null,292,null,250,null,3913,null,910,null,878,null,385,null,355,null,292,null,523,null,331,null,7264,null,990,null,6239,null,991,null,59,null,95,null,6180,null,994,null,1025,null,409,null,0,null,257,null,1025,null,409,null,0400000US16,Idaho,16
428677,null,3398,null,209465,null,2283,null,190213,null,2136,null,3713,null,889,null,186500,null,2058,null,19252,null,692,null,1513,null,640,null,17739,null,981,null,219212,null,2079,null,195268,null,2038,null,639,null,408,null,194629,null,2063,null,23944,null,893,null,51,null,82,null,23893,null,902,null,0400000US17,Illinois,17
62694,null,1988,null,30948,null,1483,null,28740,null,1438,null,812,null,464,null,27928,null,1327,null,2208,null,658,null,356,null,316,null,1852,null,610,null,31746,null,1250,null,29547,null,1263,null,314,null,229,null,29233,null,1243,null,2199,null,471,null,0,null,265,null,2199,null,471,null,0400000US18,Indiana,18
35163,null,1563,null,17905,null,1305,null,16353,null,1152,null,929,null,604,null,15424,null,1249,null,1552,null,524,null,85,null,115,null,1467,null,480,null,17258,null,1206,null,15870,null,1276,null,88,null,150,null,15782,null,1292,null,1388,null,464,null,0,null,226,null,1388,null,464,null,0400000US19,Iowa,19
45240,null,1658,null,21171,null,1250,null,19530,null,1217,null,347,null,236,null,19183,null,1226,null,1641,null,387,null,54,null,89,null,1587,null,382,null,24069,null,1546,null,22109,null,1596,null,123,null,166,null,21986,null,1598,null,1960,null,515,null,0,null,242,null,1960,null,515,null,0400000US20,Kansas,20
29860,null,1622,null,14028,null,1119,null,13142,null,1095,null,370,null,229,null,12772,null,1048,null,886,null,428,null,0,null,271,null,886,null,428,null,15832,null,1183,null,14848,null,1192,null,28,null,51,null,14820,null,1192,null,984,null,386,null,0,null,271,null,984,null,386,null,0400000US21,Kentucky,21
45949,null,1525,null,22748,null,1485,null,20967,null,1449,null,850,null,389,null,20117,null,1419,null,1781,null,419,null,209,null,189,null,1572,null,410,null,23201,null,1380,null,20883,null,1376,null,126,null,175,null,20757,null,1370,null,2318,null,818,null,0,null,269,null,2318,null,818,null,0400000US22,Louisiana,22
8401,null,785,null,3386,null,570,null,3142,null,518,null,149,null,153,null,2993,null,478,null,244,null,231,null,0,null,226,null,244,null,231,null,5015,null,609,null,4702,null,599,null,0,null,226,null,4702,null,599,null,313,null,246,null,0,null,226,null,313,null,246,null,0400000US23,Maine,23
214868,null,2373,null,101695,null,1534,null,90638,null,1461,null,2063,null,596,null,88575,null,1484,null,11057,null,550,null,1524,null,525,null,9533,null,663,null,113173,null,1438,null,100327,null,1402,null,742,null,454,null,99585,null,1371,null,12846,null,622,null,63,null,104,null,12783,null,624,null,0400000US24,Maryland,24
242085,null,2002,null,118070,null,1317,null,107874,null,1374,null,1618,null,731,null,106256,null,1337,null,10196,null,485,null,1011,null,557,null,9185,null,705,null,124015,null,1320,null,113497,null,1344,null,233,null,222,null,113264,null,1377,null,10518,null,810,null,0,null,281,null,10518,null,810,null,0400000US25,Massachusetts,25
178019,null,2076,null,87501,null,1380,null,81386,null,1530,null,1195,null,455,null,80191,null,1550,null,6115,null,594,null,615,null,309,null,5500,null,625,null,90518,null,1559,null,82523,null,1619,null,87,null,98,null,82436,null,1606,null,7995,null,680,null,0,null,237,null,7995,null,680,null,0400000US26,Michigan,26
124990,null,2020,null,60547,null,1471,null,56612,null,1468,null,2136,null,735,null,54476,null,1433,null,3935,null,608,null,592,null,324,null,3343,null,615,null,64443,null,1365,null,59936,null,1464,null,21,null,20,null,59915,null,1464,null,4507,null,471,null,50,null,84,null,4457,null,483,null,0400000US27,Minnesota,27
15156,null,2276,null,7219,null,1689,null,7035,null,1663,null,445,null,396,null,6590,null,1613,null,184,null,148,null,83,null,103,null,101,null,112,null,7937,null,1318,null,7281,null,1350,null,63,null,89,null,7218,null,1327,null,656,null,367,null,0,null,289,null,656,null,367,null,0400000US28,Mississippi,28
61423,null,2093,null,27508,null,1514,null,25097,null,1499,null,291,null,212,null,24806,null,1530,null,2411,null,483,null,159,null,126,null,2252,null,469,null,33915,null,1427,null,31127,null,1518,null,57,null,89,null,31070,null,1522,null,2788,null,560,null,0,null,255,null,2788,null,560,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
19558,null,1052,null,9454,null,743,null,8916,null,835,null,268,null,214,null,8648,null,833,null,538,null,302,null,168,null,168,null,370,null,287,null,10104,null,695,null,9288,null,677,null,30,null,52,null,9258,null,677,null,816,null,332,null,0,null,218,null,816,null,332,null,0400000US31,Nebraska,31
123450,null,2200,null,54864,null,1402,null,47404,null,1308,null,3082,null,828,null,44322,null,1624,null,7460,null,402,null,1115,null,477,null,6345,null,593,null,68586,null,1355,null,58461,null,1274,null,593,null,364,null,57868,null,1245,null,10125,null,471,null,60,null,95,null,10065,null,470,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
497989,null,2725,null,244497,null,1557,null,222373,null,1569,null,3173,null,748,null,219200,null,1780,null,22124,null,687,null,1312,null,419,null,20812,null,826,null,253492,null,1716,null,225754,null,1671,null,716,null,440,null,225038,null,1680,null,27738,null,617,null,0,null,277,null,27738,null,617,null,0400000US34,New Jersey,34
20911,null,1231,null,9828,null,1005,null,9017,null,990,null,773,null,387,null,8244,null,970,null,811,null,356,null,263,null,227,null,548,null,319,null,11083,null,1007,null,9823,null,1006,null,160,null,265,null,9663,null,976,null,1260,null,428,null,0,null,281,null,1260,null,428,null,0400000US35,New Mexico,35
1045198,null,5509,null,510643,null,3539,null,457456,null,3405,null,5389,null,1127,null,452067,null,3719,null,53187,null,928,null,3129,null,852,null,50058,null,1167,null,534555,null,3313,null,470264,null,3154,null,1026,null,570,null,469238,null,3193,null,64291,null,965,null,31,null,49,null,64260,null,970,null,0400000US36,New York,36
120493,null,2600,null,55757,null,2091,null,52008,null,2155,null,2149,null,831,null,49859,null,2406,null,3749,null,679,null,616,null,329,null,3133,null,634,null,64736,null,1717,null,59876,null,1746,null,579,null,337,null,59297,null,1742,null,4860,null,732,null,0,null,287,null,4860,null,732,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
138253,null,2987,null,64914,null,1889,null,60113,null,1751,null,1835,null,695,null,58278,null,1741,null,4801,null,565,null,432,null,245,null,4369,null,524,null,73339,null,1840,null,66204,null,1861,null,546,null,376,null,65658,null,1780,null,7135,null,865,null,0,null,265,null,7135,null,865,null,0400000US39,Ohio,39
44699,null,1856,null,21669,null,1133,null,20275,null,1128,null,958,null,550,null,19317,null,1178,null,1394,null,511,null,191,null,207,null,1203,null,490,null,23030,null,1214,null,20964,null,1224,null,239,null,199,null,20725,null,1222,null,2066,null,545,null,73,null,120,null,1993,null,546,null,0400000US40,Oklahoma,40
102520,null,2060,null,48024,null,1532,null,43846,null,1548,null,1700,null,766,null,42146,null,1607,null,4178,null,472,null,644,null,341,null,3534,null,568,null,54496,null,1812,null,48072,null,1770,null,93,null,165,null,47979,null,1756,null,6424,null,829,null,0,null,273,null,6424,null,829,null,0400000US41,Oregon,41
224592,null,2217,null,109820,null,1943,null,101134,null,2005,null,1707,null,576,null,99427,null,2090,null,8686,null,580,null,659,null,340,null,8027,null,632,null,114772,null,1531,null,104074,null,1655,null,473,null,411,null,103601,null,1688,null,10698,null,538,null,0,null,242,null,10698,null,538,null,0400000US42,Pennsylvania,42
21332,null,1207,null,10150,null,826,null,9317,null,763,null,245,null,211,null,9072,null,804,null,833,null,483,null,29,null,48,null,804,null,482,null,11182,null,814,null,10955,null,879,null,95,null,152,null,10860,null,856,null,227,null,244,null,0,null,285,null,227,null,244,null,0400000US44,Rhode Island,44
41700,null,2058,null,19219,null,2098,null,16459,null,1589,null,529,null,316,null,15930,null,1575,null,2760,null,1111,null,220,null,249,null,2540,null,1074,null,22481,null,1513,null,20508,null,1586,null,449,null,334,null,20059,null,1548,null,1973,null,717,null,0,null,287,null,1973,null,717,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
59743,null,2128,null,28936,null,1378,null,26529,null,1337,null,563,null,337,null,25966,null,1336,null,2407,null,646,null,424,null,274,null,1983,null,618,null,30807,null,1391,null,28689,null,1417,null,135,null,170,null,28554,null,1432,null,2118,null,493,null,0,null,281,null,2118,null,493,null,0400000US47,Tennessee,47
605868,null,4526,null,293583,null,3176,null,270525,null,3106,null,8195,null,1574,null,262330,null,3209,null,23058,null,874,null,2138,null,599,null,20920,null,1015,null,312285,null,2856,null,282308,null,3004,null,2728,null,938,null,279580,null,3226,null,29977,null,1237,null,89,null,149,null,29888,null,1243,null,0400000US48,Texas,48
38281,null,1469,null,17664,null,956,null,16285,null,929,null,388,null,227,null,15897,null,963,null,1379,null,240,null,297,null,243,null,1082,null,277,null,20617,null,1036,null,18734,null,1083,null,45,null,86,null,18689,null,1091,null,1883,null,204,null,0,null,261,null,1883,null,204,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
284517,null,3370,null,130993,null,2590,null,118754,null,2657,null,7765,null,1766,null,110989,null,2831,null,12239,null,766,null,1727,null,531,null,10512,null,908,null,153524,null,2175,null,137884,null,2325,null,1032,null,448,null,136852,null,2273,null,15640,null,995,null,61,null,102,null,15579,null,1010,null,0400000US51,Virginia,51
335315,null,4277,null,152878,null,2438,null,136326,null,2401,null,7849,null,1524,null,128477,null,2514,null,16552,null,758,null,3442,null,691,null,13110,null,759,null,182437,null,3369,null,158852,null,3140,null,1093,null,493,null,157759,null,3141,null,23585,null,926,null,191,null,210,null,23394,null,908,null,0400000US53,Washington,53
8498,null,1297,null,4559,null,882,null,4128,null,890,null,0,null,265,null,4128,null,890,null,431,null,261,null,205,null,172,null,226,null,187,null,3939,null,814,null,3559,null,775,null,0,null,265,null,3559,null,775,null,380,null,268,null,61,null,118,null,319,null,244,null,0400000US54,West Virginia,54
72659,null,2189,null,34625,null,1320,null,32874,null,1279,null,1385,null,670,null,31489,null,1390,null,1751,null,491,null,347,null,186,null,1404,null,448,null,38034,null,1309,null,34858,null,1234,null,6,null,12,null,34852,null,1233,null,3176,null,698,null,35,null,62,null,3141,null,690,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
