B17020B_001E,B17020B_001EA,B17020B_001M,B17020B_001MA,B17020B_002E,B17020B_002EA,B17020B_002M,B17020B_002MA,B17020B_003E,B17020B_003EA,B17020B_003M,B17020B_003MA,B17020B_004E,B17020B_004EA,B17020B_004M,B17020B_004MA,B17020B_005E,B17020B_005EA,B17020B_005M,B17020B_005MA,B17020B_006E,B17020B_006EA,B17020B_006M,B17020B_006MA,B17020B_007E,B17020B_007EA,B17020B_007M,B17020B_007MA,B17020B_008E,B17020B_008EA,B17020B_008M,B17020B_008MA,B17020B_009E,B17020B_009EA,B17020B_009M,B17020B_009MA,B17020B_010E,B17020B_010EA,B17020B_010M,B17020B_010MA,B17020B_011E,B17020B_011EA,B17020B_011M,B17020B_011MA,B17020B_012E,B17020B_012EA,B17020B_012M,B17020B_012MA,B17020B_013E,B17020B_013EA,B17020B_013M,B17020B_013MA,B17020B_014E,B17020B_014EA,B17020B_014M,B17020B_014MA,B17020B_015E,B17020B_015EA,B17020B_015M,B17020B_015MA,B17020B_016E,B17020B_016EA,B17020B_016M,B17020B_016MA,B17020B_017E,B17020B_017EA,B17020B_017M,B17020B_017MA,GEO_ID,NAME,state
523643,null,5955,null,133366,null,9370,null,21151,null,3376,null,2374,null,790,null,19494,null,2762,null,15326,null,2232,null,67549,null,4674,null,3540,null,872,null,3932,null,867,null,390277,null,9663,null,24796,null,3125,null,3961,null,1186,null,34901,null,3563,null,41263,null,3207,null,249647,null,5392,null,21783,null,1273,null,13926,null,1206,null,0400000US18,Indiana,18
64810,null,2765,null,24281,null,3493,null,2894,null,916,null,821,null,378,null,3238,null,936,null,3730,null,1173,null,12711,null,1666,null,479,null,296,null,408,null,256,null,40529,null,3924,null,3350,null,937,null,601,null,423,null,4310,null,1024,null,5056,null,1201,null,24382,null,2326,null,1653,null,513,null,1177,null,626,null,0400000US19,Iowa,19
150663,null,4660,null,36150,null,4708,null,5119,null,1564,null,602,null,352,null,6324,null,1875,null,4277,null,1072,null,17099,null,2172,null,1675,null,515,null,1054,null,414,null,114513,null,5244,null,9398,null,1326,null,1181,null,601,null,11955,null,2003,null,10056,null,1623,null,73276,null,3217,null,5665,null,827,null,2982,null,716,null,0400000US20,Kansas,20
304948,null,5446,null,98229,null,7779,null,13269,null,2184,null,2721,null,902,null,14344,null,2762,null,12327,null,2269,null,49148,null,4359,null,3206,null,1105,null,3214,null,897,null,206719,null,8878,null,10883,null,2179,null,1977,null,743,null,16320,null,2313,null,19563,null,2636,null,139738,null,5305,null,11240,null,1225,null,6998,null,964,null,0400000US21,Kentucky,21
1299308,null,6920,null,429222,null,15172,null,55310,null,3585,null,13231,null,2527,null,58215,null,4396,null,57166,null,4224,null,215870,null,9221,null,16309,null,1876,null,13121,null,1589,null,870086,null,16671,null,54506,null,3656,null,10790,null,1660,null,67556,null,4618,null,85714,null,4551,null,572217,null,9583,null,46570,null,2430,null,32733,null,2176,null,0400000US22,Louisiana,22
13483,null,2480,null,5955,null,2146,null,1428,null,806,null,122,null,147,null,887,null,713,null,247,null,220,null,3193,null,978,null,78,null,128,null,0,null,226,null,7528,null,1591,null,503,null,407,null,127,null,193,null,2458,null,960,null,1068,null,755,null,3094,null,840,null,144,null,166,null,134,null,138,null,0400000US23,Maine,23
1566566,null,6362,null,210287,null,15169,null,22619,null,3195,null,5158,null,1415,null,24911,null,3927,null,27683,null,3537,null,110148,null,8132,null,9358,null,1612,null,10410,null,1496,null,1356279,null,15678,null,94233,null,3830,null,17201,null,2169,null,113790,null,4766,null,126844,null,5761,null,893068,null,9268,null,69181,null,2417,null,41962,null,2350,null,0400000US24,Maryland,24
369826,null,7207,null,77340,null,7245,null,7969,null,1939,null,1938,null,720,null,10622,null,2598,null,9050,null,1790,null,42807,null,3991,null,2827,null,802,null,2127,null,704,null,292486,null,8404,null,21230,null,1977,null,3731,null,965,null,24475,null,2652,null,28059,null,2506,null,193299,null,5469,null,12848,null,1003,null,8844,null,1221,null,0400000US25,Massachusetts,25
1365326,null,8146,null,428333,null,15484,null,51718,null,3551,null,10333,null,1605,null,55142,null,4228,null,65311,null,5044,null,225032,null,8594,null,11758,null,1674,null,9039,null,1143,null,936993,null,13607,null,54443,null,3162,null,9141,null,1508,null,75007,null,4510,null,92706,null,4986,null,607079,null,8338,null,53027,null,1970,null,45590,null,1366,null,0400000US26,Michigan,26
215803,null,4470,null,72202,null,7233,null,9620,null,1914,null,2318,null,801,null,9248,null,1981,null,10377,null,1767,null,39017,null,3916,null,912,null,471,null,710,null,355,null,143601,null,7469,null,14545,null,1946,null,2236,null,792,null,13520,null,1885,null,14942,null,2228,null,93098,null,4609,null,3778,null,546,null,1482,null,359,null,0400000US27,Minnesota,27
1051062,null,7393,null,375674,null,11986,null,53374,null,3542,null,8103,null,1706,null,51193,null,3859,null,48502,null,3645,null,186810,null,6910,null,14147,null,1747,null,13545,null,1662,null,675388,null,12311,null,40266,null,3077,null,10873,null,1985,null,55687,null,3850,null,69626,null,4498,null,441671,null,7822,null,34733,null,2214,null,22532,null,1867,null,0400000US28,Mississippi,28
635351,null,6444,null,170210,null,11262,null,23340,null,2952,null,2936,null,906,null,22055,null,2402,null,23715,null,2974,null,88197,null,6242,null,5295,null,1189,null,4672,null,916,null,465141,null,11228,null,32322,null,3301,null,5860,null,1233,null,39810,null,2849,null,46939,null,3808,null,296218,null,6460,null,26646,null,1394,null,17346,null,1137,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
67180,null,2649,null,23108,null,3691,null,3726,null,1036,null,1033,null,510,null,3510,null,1151,null,3107,null,1050,null,10970,null,2063,null,470,null,389,null,292,null,275,null,44072,null,3883,null,2587,null,893,null,358,null,264,null,2216,null,815,null,5136,null,1179,null,29939,null,2452,null,2598,null,564,null,1238,null,451,null,0400000US31,Nebraska,31
183042,null,4120,null,36792,null,5439,null,6129,null,1471,null,1093,null,568,null,5424,null,1735,null,5019,null,1273,null,17278,null,2690,null,808,null,492,null,1041,null,711,null,146250,null,6143,null,9288,null,1507,null,1865,null,871,null,13451,null,1965,null,14760,null,2180,null,93466,null,3711,null,8794,null,770,null,4626,null,861,null,0400000US32,Nevada,32
11737,null,1435,null,1717,null,903,null,335,null,297,null,0,null,253,null,178,null,171,null,450,null,405,null,754,null,428,null,0,null,253,null,0,null,253,null,10020,null,1531,null,506,null,372,null,109,null,136,null,816,null,601,null,1641,null,653,null,6343,null,810,null,488,null,278,null,117,null,131,null,0400000US33,New Hampshire,33
1131323,null,7939,null,191645,null,11808,null,23617,null,3240,null,4475,null,1342,null,21695,null,3397,null,25963,null,3742,null,100794,null,6711,null,8639,null,1357,null,6462,null,1212,null,939678,null,12014,null,62450,null,3557,null,10552,null,1816,null,83365,null,4615,null,92935,null,4664,null,605569,null,7013,null,53443,null,1934,null,31364,null,1527,null,0400000US34,New Jersey,34
42623,null,3271,null,7058,null,2416,null,469,null,505,null,299,null,328,null,224,null,217,null,913,null,643,null,4708,null,1912,null,266,null,247,null,179,null,237,null,35565,null,3956,null,2656,null,828,null,1277,null,698,null,2754,null,643,null,3878,null,1771,null,21840,null,2471,null,1654,null,559,null,1506,null,770,null,0400000US35,New Mexico,35
2896646,null,11966,null,607329,null,20213,null,73242,null,4637,null,12062,null,1718,null,72535,null,3876,null,75238,null,5376,null,325338,null,10516,null,25781,null,3069,null,23133,null,2155,null,2289317,null,22617,null,145921,null,4926,null,28051,null,2761,null,174448,null,6254,null,219661,null,6504,null,1492243,null,13329,null,139452,null,3309,null,89541,null,2422,null,0400000US36,New York,36
1849937,null,9343,null,457286,null,15893,null,56834,null,4388,null,10041,null,1641,null,59391,null,4337,null,55144,null,4447,null,235984,null,9178,null,19199,null,2138,null,20693,null,2214,null,1392651,null,17891,null,84423,null,4576,null,16639,null,2338,null,112320,null,5386,null,136311,null,5663,null,915852,null,10573,null,78368,null,3192,null,48738,null,2792,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
1284756,null,8050,null,396867,null,16294,null,49717,null,3816,null,10266,null,1534,null,53936,null,4225,null,56473,null,4265,null,203951,null,9140,null,13205,null,1680,null,9319,null,1511,null,887889,null,16636,null,51220,null,4034,null,11396,null,1550,null,64898,null,3815,null,87099,null,5050,null,577272,null,9719,null,55662,null,2170,null,40342,null,1839,null,0400000US39,Ohio,39
252818,null,4417,null,69299,null,6226,null,10463,null,2123,null,1016,null,568,null,10603,null,1909,null,7768,null,1625,null,34911,null,3499,null,2004,null,712,null,2534,null,661,null,183519,null,6136,null,12359,null,2058,null,2990,null,948,null,14245,null,1576,null,20270,null,2303,null,117632,null,3713,null,9963,null,998,null,6060,null,997,null,0400000US40,Oklahoma,40
58476,null,3233,null,16685,null,2924,null,2593,null,1114,null,257,null,336,null,1597,null,901,null,2349,null,932,null,9274,null,1687,null,387,null,318,null,228,null,179,null,41791,null,3370,null,3573,null,1334,null,781,null,565,null,3295,null,1069,null,3219,null,1029,null,27339,null,1923,null,2284,null,625,null,1300,null,507,null,0400000US41,Oregon,41
1208044,null,6959,null,322289,null,17562,null,39887,null,3776,null,7480,null,1652,null,41797,null,5212,null,42620,null,4073,null,166688,null,8820,null,12249,null,1869,null,11568,null,1592,null,885755,null,17279,null,54859,null,3734,null,11044,null,1612,null,68939,null,5229,null,95224,null,5255,null,563994,null,8738,null,52723,null,2449,null,38972,null,1867,null,0400000US42,Pennsylvania,42
56605,null,3296,null,12217,null,2945,null,1701,null,694,null,747,null,443,null,1165,null,557,null,1087,null,493,null,7007,null,1827,null,0,null,285,null,510,null,331,null,44388,null,4376,null,3429,null,733,null,758,null,495,null,4754,null,1183,null,4191,null,939,null,28338,null,2855,null,1848,null,486,null,1070,null,386,null,0400000US44,Rhode Island,44
1201682,null,7183,null,324669,null,15800,null,40797,null,3711,null,6882,null,1498,null,39926,null,3698,null,39679,null,4421,null,167733,null,9785,null,14409,null,1806,null,15243,null,1868,null,877013,null,16229,null,52684,null,3596,null,9549,null,1710,null,66728,null,4758,null,91403,null,5258,null,574374,null,10036,null,49224,null,2497,null,33051,null,2359,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
986553,null,5761,null,291779,null,17066,null,44038,null,4353,null,5697,null,1427,null,39326,null,4288,null,39992,null,4500,null,142380,null,8807,null,11208,null,1536,null,9138,null,1408,null,694774,null,15763,null,36554,null,3833,null,8779,null,1578,null,59081,null,4650,null,66751,null,4418,null,468102,null,8760,null,34884,null,2072,null,20623,null,1619,null,0400000US47,Tennessee,47
2622034,null,11005,null,624713,null,22133,null,87248,null,5736,null,17151,null,2304,null,82839,null,6342,null,78560,null,6392,null,317644,null,11468,null,23008,null,1986,null,18263,null,2124,null,1997321,null,22872,null,139832,null,5631,null,26540,null,2989,null,176763,null,7280,null,191760,null,7212,null,1315327,null,11586,null,89846,null,2994,null,57253,null,2676,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1432645,null,9612,null,265485,null,12412,null,32045,null,3033,null,5230,null,1146,null,34750,null,4126,null,32444,null,3502,null,134940,null,7651,null,13540,null,2032,null,12536,null,1804,null,1167160,null,14963,null,74191,null,3478,null,13025,null,1962,null,95931,null,4844,null,107854,null,4492,null,776150,null,9361,null,57959,null,2484,null,42050,null,2376,null,0400000US51,Virginia,51
206888,null,4846,null,50955,null,5572,null,7254,null,1752,null,1264,null,648,null,5008,null,1342,null,7881,null,1732,null,26837,null,3179,null,1839,null,719,null,872,null,589,null,155933,null,6793,null,10011,null,1726,null,2656,null,963,null,14872,null,2313,null,14029,null,1956,null,105231,null,4050,null,4885,null,933,null,4249,null,805,null,0400000US53,Washington,53
55475,null,2340,null,15436,null,2958,null,2457,null,858,null,482,null,360,null,1358,null,536,null,1245,null,731,null,8408,null,1772,null,556,null,304,null,930,null,411,null,40039,null,3097,null,1792,null,685,null,387,null,260,null,3810,null,1088,null,3945,null,1244,null,23998,null,1973,null,2538,null,527,null,3569,null,788,null,0400000US54,West Virginia,54
315543,null,4120,null,108356,null,7952,null,16934,null,2125,null,2648,null,738,null,14607,null,2501,null,18076,null,2707,null,52946,null,3770,null,1941,null,570,null,1204,null,515,null,207187,null,7237,null,15890,null,1700,null,2377,null,714,null,21921,null,2626,null,21781,null,2648,null,129174,null,4031,null,9797,null,668,null,6247,null,720,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
267447,null,11035,null,125893,null,8268,null,6510,null,1598,null,1657,null,543,null,11403,null,1902,null,13405,null,2114,null,77336,null,5819,null,9908,null,1621,null,5674,null,928,null,141554,null,8221,null,5128,null,1431,null,872,null,398,null,6692,null,1348,null,9856,null,1640,null,99668,null,6115,null,12183,null,1729,null,7155,null,1132,null,0400000US72,Puerto Rico,72
