C21001F_001E,C21001F_001EA,C21001F_001M,C21001F_001MA,C21001F_002E,C21001F_002EA,C21001F_002M,C21001F_002MA,C21001F_003E,C21001F_003EA,C21001F_003M,C21001F_003MA,C21001F_004E,C21001F_004EA,C21001F_004M,C21001F_004MA,C21001F_005E,C21001F_005EA,C21001F_005M,C21001F_005MA,C21001F_006E,C21001F_006EA,C21001F_006M,C21001F_006MA,C21001F_007E,C21001F_007EA,C21001F_007M,C21001F_007MA,C21001F_008E,C21001F_008EA,C21001F_008M,C21001F_008MA,C21001F_009E,C21001F_009EA,C21001F_009M,C21001F_009MA,C21001F_010E,C21001F_010EA,C21001F_010M,C21001F_010MA,C21001F_011E,C21001F_011EA,C21001F_011M,C21001F_011MA,C21001F_012E,C21001F_012EA,C21001F_012M,C21001F_012MA,C21001F_013E,C21001F_013EA,C21001F_013M,C21001F_013MA,C21001F_014E,C21001F_014EA,C21001F_014M,C21001F_014MA,C21001F_015E,C21001F_015EA,C21001F_015M,C21001F_015MA,GEO_ID,NAME,state
226842,null,9873,null,139273,null,7563,null,138046,null,7589,null,3376,null,1238,null,134670,null,7438,null,1227,null,555,null,214,null,187,null,1013,null,559,null,87569,null,5008,null,83896,null,5063,null,776,null,480,null,83120,null,5022,null,3673,null,1114,null,0,null,296,null,3673,null,1114,null,0400000US13,Georgia,13
10782,null,1993,null,6235,null,1356,null,5820,null,1288,null,2072,null,636,null,3748,null,1189,null,415,null,296,null,160,null,161,null,255,null,277,null,4547,null,1100,null,4268,null,1082,null,56,null,92,null,4212,null,1070,null,279,null,227,null,0,null,271,null,279,null,227,null,0400000US15,Hawaii,15
21054,null,2247,null,11859,null,1482,null,11347,null,1488,null,1243,null,576,null,10104,null,1565,null,512,null,331,null,58,null,93,null,454,null,317,null,9195,null,1331,null,8670,null,1284,null,0,null,257,null,8670,null,1284,null,525,null,399,null,0,null,257,null,525,null,399,null,0400000US16,Idaho,16
747323,null,13587,null,400743,null,8834,null,382065,null,8658,null,8164,null,1550,null,373901,null,8998,null,18678,null,1714,null,2092,null,734,null,16586,null,1704,null,346580,null,6637,null,324745,null,6442,null,549,null,400,null,324196,null,6521,null,21835,null,1764,null,71,null,116,null,21764,null,1782,null,0400000US17,Illinois,17
98326,null,4714,null,54735,null,3221,null,52762,null,3152,null,2223,null,705,null,50539,null,3228,null,1973,null,478,null,447,null,297,null,1526,null,470,null,43591,null,2451,null,41013,null,2610,null,111,null,138,null,40902,null,2609,null,2578,null,654,null,107,null,165,null,2471,null,645,null,0400000US18,Indiana,18
34343,null,3380,null,19359,null,2126,null,19224,null,2122,null,858,null,486,null,18366,null,2068,null,135,null,121,null,36,null,59,null,99,null,109,null,14984,null,1704,null,14108,null,1668,null,16,null,30,null,14092,null,1667,null,876,null,512,null,0,null,226,null,876,null,512,null,0400000US19,Iowa,19
55698,null,4464,null,30046,null,2929,null,28771,null,2881,null,1122,null,471,null,27649,null,2893,null,1275,null,356,null,447,null,235,null,828,null,321,null,25652,null,2171,null,23802,null,2072,null,35,null,57,null,23767,null,2075,null,1850,null,548,null,9,null,18,null,1841,null,548,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
30926,null,3832,null,18658,null,2604,null,17230,null,2507,null,889,null,431,null,16341,null,2625,null,1428,null,739,null,624,null,502,null,804,null,492,null,12268,null,1934,null,11586,null,1948,null,175,null,250,null,11411,null,1928,null,682,null,361,null,0,null,269,null,682,null,361,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
123209,null,7349,null,67415,null,3896,null,65024,null,3717,null,1808,null,688,null,63216,null,3712,null,2391,null,719,null,352,null,314,null,2039,null,664,null,55794,null,4286,null,52117,null,3966,null,947,null,600,null,51170,null,3905,null,3677,null,970,null,0,null,281,null,3677,null,970,null,0400000US24,Maryland,24
201446,null,8931,null,98935,null,5635,null,94261,null,5562,null,2107,null,740,null,92154,null,5488,null,4674,null,767,null,401,null,241,null,4273,null,750,null,102511,null,5369,null,95552,null,5374,null,450,null,347,null,95102,null,5341,null,6959,null,1080,null,123,null,143,null,6836,null,1066,null,0400000US25,Massachusetts,25
112724,null,6574,null,61076,null,4059,null,58283,null,4073,null,3416,null,972,null,54867,null,3723,null,2793,null,704,null,466,null,277,null,2327,null,690,null,51648,null,3472,null,48244,null,3444,null,609,null,422,null,47635,null,3445,null,3404,null,680,null,38,null,58,null,3366,null,682,null,0400000US26,Michigan,26
46222,null,4456,null,26157,null,2802,null,25212,null,2658,null,1229,null,523,null,23983,null,2687,null,945,null,508,null,267,null,252,null,678,null,456,null,20065,null,2418,null,19226,null,2340,null,0,null,211,null,19226,null,2340,null,839,null,433,null,0,null,211,null,839,null,433,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
40477,null,3712,null,22376,null,2675,null,21177,null,2545,null,831,null,421,null,20346,null,2616,null,1199,null,565,null,320,null,276,null,879,null,492,null,18101,null,1949,null,16570,null,1930,null,585,null,321,null,15985,null,1877,null,1531,null,389,null,0,null,255,null,1531,null,389,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
29734,null,2710,null,17248,null,1882,null,16648,null,1874,null,904,null,361,null,15744,null,1855,null,600,null,341,null,77,null,101,null,523,null,339,null,12486,null,1277,null,12053,null,1261,null,116,null,123,null,11937,null,1255,null,433,null,272,null,0,null,218,null,433,null,272,null,0400000US31,Nebraska,31
127551,null,7317,null,70645,null,4717,null,67527,null,4479,null,2189,null,646,null,65338,null,4391,null,3118,null,867,null,604,null,361,null,2514,null,798,null,56906,null,4051,null,52091,null,3731,null,274,null,210,null,51817,null,3735,null,4815,null,1213,null,0,null,298,null,4815,null,1213,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
460408,null,13523,null,240786,null,8306,null,229079,null,7938,null,6160,null,1277,null,222919,null,7860,null,11707,null,1720,null,375,null,301,null,11332,null,1642,null,219622,null,7505,null,201673,null,6874,null,517,null,358,null,201156,null,6836,null,17949,null,2116,null,95,null,163,null,17854,null,2141,null,0400000US34,New Jersey,34
217160,null,6990,null,107309,null,4467,null,95794,null,4283,null,13310,null,1851,null,82484,null,4151,null,11515,null,1259,null,4901,null,1034,null,6614,null,1163,null,109851,null,4117,null,96301,null,3993,null,550,null,311,null,95751,null,4012,null,13550,null,1268,null,217,null,195,null,13333,null,1261,null,0400000US35,New Mexico,35
1259632,null,23777,null,607518,null,13945,null,567155,null,13769,null,16805,null,2989,null,550350,null,14272,null,40363,null,2698,null,3431,null,933,null,36932,null,2658,null,652114,null,12794,null,587010,null,11973,null,1587,null,816,null,585423,null,11927,null,65104,null,2938,null,0,null,273,null,65104,null,2938,null,0400000US36,New York,36
241388,null,9501,null,149411,null,5948,null,147111,null,6170,null,6725,null,2054,null,140386,null,5952,null,2300,null,1101,null,410,null,503,null,1890,null,957,null,91977,null,5179,null,90090,null,4941,null,788,null,507,null,89302,null,4840,null,1887,null,636,null,0,null,287,null,1887,null,636,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
66886,null,4487,null,33809,null,3159,null,32002,null,3155,null,2466,null,794,null,29536,null,2911,null,1807,null,581,null,188,null,163,null,1619,null,556,null,33077,null,2652,null,30905,null,2618,null,278,null,246,null,30627,null,2588,null,2172,null,649,null,46,null,77,null,2126,null,655,null,0400000US39,Ohio,39
66546,null,4874,null,36472,null,2903,null,35836,null,2920,null,1823,null,726,null,34013,null,2734,null,636,null,321,null,149,null,148,null,487,null,290,null,30074,null,2659,null,28601,null,2658,null,301,null,263,null,28300,null,2627,null,1473,null,550,null,0,null,246,null,1473,null,550,null,0400000US40,Oklahoma,40
85438,null,7175,null,48975,null,4695,null,47723,null,4636,null,1761,null,722,null,45962,null,4573,null,1252,null,656,null,386,null,375,null,866,null,561,null,36463,null,3548,null,35025,null,3550,null,158,null,121,null,34867,null,3541,null,1438,null,554,null,0,null,273,null,1438,null,554,null,0400000US41,Oregon,41
158811,null,6728,null,80722,null,4416,null,76831,null,4098,null,3692,null,1365,null,73139,null,3888,null,3891,null,1162,null,870,null,772,null,3021,null,1031,null,78089,null,4189,null,74279,null,4174,null,638,null,519,null,73641,null,4127,null,3810,null,813,null,0,null,242,null,3810,null,813,null,0400000US42,Pennsylvania,42
42043,null,3741,null,19136,null,2225,null,18174,null,2134,null,97,null,144,null,18077,null,2102,null,962,null,469,null,0,null,285,null,962,null,469,null,22907,null,2036,null,21735,null,2035,null,0,null,285,null,21735,null,2035,null,1172,null,582,null,0,null,285,null,1172,null,582,null,0400000US44,Rhode Island,44
40326,null,3977,null,24881,null,2995,null,24395,null,3005,null,550,null,284,null,23845,null,2957,null,486,null,291,null,82,null,148,null,404,null,245,null,15445,null,1707,null,15300,null,1704,null,272,null,212,null,15028,null,1745,null,145,null,144,null,0,null,287,null,145,null,144,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
55457,null,4870,null,35116,null,3970,null,34496,null,3911,null,1407,null,640,null,33089,null,3955,null,620,null,493,null,129,null,149,null,491,null,475,null,20341,null,2145,null,19662,null,2053,null,169,null,209,null,19493,null,2046,null,679,null,532,null,0,null,281,null,679,null,532,null,0400000US47,Tennessee,47
1963029,null,33067,null,1021032,null,18259,null,964642,null,17294,null,53651,null,3933,null,910991,null,17987,null,56390,null,3137,null,11187,null,1512,null,45203,null,3068,null,941997,null,18399,null,862485,null,17491,null,5745,null,993,null,856740,null,17309,null,79512,null,3804,null,125,null,141,null,79387,null,3780,null,0400000US48,Texas,48
49734,null,4228,null,27186,null,2600,null,26257,null,2582,null,1233,null,493,null,25024,null,2450,null,929,null,334,null,107,null,120,null,822,null,357,null,22548,null,2142,null,21726,null,2115,null,0,null,261,null,21726,null,2115,null,822,null,366,null,0,null,261,null,822,null,366,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
146991,null,7927,null,82288,null,4934,null,80618,null,4850,null,3671,null,1084,null,76947,null,4841,null,1670,null,695,null,193,null,179,null,1477,null,674,null,64703,null,3970,null,62848,null,4033,null,1434,null,735,null,61414,null,3998,null,1855,null,887,null,0,null,283,null,1855,null,887,null,0400000US51,Virginia,51
161003,null,7219,null,86806,null,4616,null,84559,null,4651,null,5872,null,1389,null,78687,null,4718,null,2247,null,670,null,468,null,305,null,1779,null,575,null,74197,null,4513,null,69479,null,4366,null,1067,null,470,null,68412,null,4277,null,4718,null,1101,null,0,null,269,null,4718,null,1101,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
94396,null,3950,null,54885,null,2687,null,53199,null,2601,null,2095,null,730,null,51104,null,2820,null,1686,null,489,null,17,null,33,null,1669,null,488,null,39511,null,2084,null,37449,null,1963,null,113,null,140,null,37336,null,1973,null,2062,null,672,null,0,null,213,null,2062,null,672,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
348170,null,11674,null,170367,null,6338,null,150150,null,5736,null,8655,null,1439,null,141495,null,5499,null,20217,null,1775,null,3753,null,747,null,16464,null,1840,null,177803,null,7836,null,151489,null,6775,null,366,null,277,null,151123,null,6791,null,26314,null,2482,null,111,null,175,null,26203,null,2507,null,0400000US72,Puerto Rico,72
