B18020F_001E,B18020F_001EA,B18020F_001M,B18020F_001MA,B18020F_002E,B18020F_002EA,B18020F_002M,B18020F_002MA,B18020F_003E,B18020F_003EA,B18020F_003M,B18020F_003MA,B18020F_004E,B18020F_004EA,B18020F_004M,B18020F_004MA,B18020F_005E,B18020F_005EA,B18020F_005M,B18020F_005MA,B18020F_006E,B18020F_006EA,B18020F_006M,B18020F_006MA,B18020F_007E,B18020F_007EA,B18020F_007M,B18020F_007MA,B18020F_008E,B18020F_008EA,B18020F_008M,B18020F_008MA,B18020F_009E,B18020F_009EA,B18020F_009M,B18020F_009MA,B18020F_010E,B18020F_010EA,B18020F_010M,B18020F_010MA,B18020F_011E,B18020F_011EA,B18020F_011M,B18020F_011MA,B18020F_012E,B18020F_012EA,B18020F_012M,B18020F_012MA,B18020F_013E,B18020F_013EA,B18020F_013M,B18020F_013MA,B18020F_014E,B18020F_014EA,B18020F_014M,B18020F_014MA,B18020F_015E,B18020F_015EA,B18020F_015M,B18020F_015MA,B18020F_016E,B18020F_016EA,B18020F_016M,B18020F_016MA,B18020F_017E,B18020F_017EA,B18020F_017M,B18020F_017MA,B18020F_018E,B18020F_018EA,B18020F_018M,B18020F_018MA,B18020F_019E,B18020F_019EA,B18020F_019M,B18020F_019MA,B18020F_020E,B18020F_020EA,B18020F_020M,B18020F_020MA,B18020F_021E,B18020F_021EA,B18020F_021M,B18020F_021MA,B18020F_022E,B18020F_022EA,B18020F_022M,B18020F_022MA,B18020F_023E,B18020F_023EA,B18020F_023M,B18020F_023MA,B18020F_024E,B18020F_024EA,B18020F_024M,B18020F_024MA,B18020F_025E,B18020F_025EA,B18020F_025M,B18020F_025MA,B18020F_026E,B18020F_026EA,B18020F_026M,B18020F_026MA,B18020F_027E,B18020F_027EA,B18020F_027M,B18020F_027MA,B18020F_028E,B18020F_028EA,B18020F_028M,B18020F_028MA,B18020F_029E,B18020F_029EA,B18020F_029M,B18020F_029MA,B18020F_030E,B18020F_030EA,B18020F_030M,B18020F_030MA,B18020F_031E,B18020F_031EA,B18020F_031M,B18020F_031MA,GEO_ID,NAME,state
228856,null,10534,null,11994,null,2593,null,6489,null,1621,null,2433,null,806,null,1293,null,571,null,1140,null,568,null,4056,null,1327,null,1805,null,1068,null,2251,null,1002,null,5505,null,1363,null,2357,null,942,null,993,null,667,null,1364,null,592,null,3148,null,950,null,1520,null,683,null,1628,null,602,null,216862,null,10098,null,134944,null,7824,null,78920,null,6090,null,68080,null,6510,null,10840,null,2637,null,56024,null,4106,null,50030,null,3914,null,5994,null,2046,null,81918,null,5154,null,48654,null,3394,null,23115,null,2468,null,25539,null,2476,null,33264,null,3181,null,18570,null,2250,null,14694,null,2500,null,0400000US13,Georgia,13
10558,null,2101,null,1287,null,742,null,471,null,388,null,362,null,360,null,190,null,310,null,172,null,197,null,109,null,116,null,11,null,22,null,98,null,123,null,816,null,572,null,280,null,337,null,82,null,137,null,198,null,228,null,536,null,364,null,92,null,153,null,444,null,332,null,9271,null,1875,null,5606,null,1337,null,2622,null,961,null,1988,null,852,null,634,null,487,null,2984,null,894,null,2486,null,771,null,498,null,365,null,3665,null,946,null,2059,null,754,null,676,null,368,null,1383,null,647,null,1606,null,637,null,1322,null,573,null,284,null,208,null,0400000US15,Hawaii,15
21624,null,2512,null,2287,null,849,null,1006,null,501,null,390,null,316,null,352,null,308,null,38,null,80,null,616,null,367,null,278,null,279,null,338,null,250,null,1281,null,532,null,315,null,227,null,206,null,194,null,109,null,121,null,966,null,432,null,510,null,333,null,456,null,270,null,19337,null,2330,null,10782,null,1549,null,5339,null,1122,null,4353,null,942,null,986,null,497,null,5443,null,975,null,4812,null,954,null,631,null,395,null,8555,null,1376,null,4486,null,938,null,2450,null,656,null,2036,null,610,null,4069,null,920,null,3145,null,864,null,924,null,368,null,0400000US16,Idaho,16
740755,null,13761,null,49913,null,4576,null,25258,null,3000,null,7439,null,1753,null,3418,null,1171,null,4021,null,1212,null,17819,null,2287,null,8093,null,1737,null,9726,null,1607,null,24655,null,2963,null,6507,null,1450,null,2763,null,928,null,3744,null,1065,null,18148,null,2364,null,5324,null,1404,null,12824,null,1798,null,690842,null,14360,null,373659,null,9619,null,211181,null,6442,null,166277,null,6007,null,44904,null,3482,null,162478,null,5781,null,144582,null,5764,null,17896,null,2414,null,317183,null,7227,null,176864,null,4641,null,99436,null,3979,null,77428,null,3860,null,140319,null,4696,null,90997,null,4152,null,49322,null,3707,null,0400000US17,Illinois,17
97862,null,5370,null,5699,null,1278,null,3485,null,948,null,805,null,463,null,180,null,194,null,625,null,429,null,2680,null,816,null,831,null,434,null,1849,null,788,null,2214,null,731,null,323,null,236,null,0,null,265,null,323,null,236,null,1891,null,683,null,289,null,203,null,1602,null,636,null,92163,null,5236,null,51446,null,3498,null,29315,null,2925,null,22121,null,2470,null,7194,null,1378,null,22131,null,1967,null,18765,null,2033,null,3366,null,1072,null,40717,null,2779,null,23058,null,2063,null,12893,null,1648,null,10165,null,1593,null,17659,null,1728,null,11491,null,1587,null,6168,null,1213,null,0400000US18,Indiana,18
33888,null,3505,null,2414,null,781,null,1529,null,606,null,612,null,397,null,543,null,394,null,69,null,128,null,917,null,473,null,654,null,449,null,263,null,197,null,885,null,491,null,552,null,452,null,316,null,307,null,236,null,307,null,333,null,175,null,260,null,139,null,73,null,95,null,31474,null,3291,null,17840,null,1990,null,10261,null,1716,null,8322,null,1779,null,1939,null,846,null,7579,null,1252,null,6478,null,1267,null,1101,null,538,null,13634,null,1739,null,8079,null,1401,null,4262,null,1034,null,3817,null,911,null,5555,null,1004,null,4168,null,932,null,1387,null,523,null,0400000US19,Iowa,19
54208,null,4450,null,3890,null,872,null,1694,null,494,null,456,null,241,null,213,null,190,null,243,null,186,null,1238,null,471,null,524,null,300,null,714,null,372,null,2196,null,687,null,747,null,421,null,391,null,298,null,356,null,338,null,1449,null,477,null,875,null,373,null,574,null,285,null,50318,null,4438,null,27706,null,2878,null,15115,null,2182,null,13196,null,2092,null,1919,null,619,null,12591,null,1706,null,11112,null,1643,null,1479,null,631,null,22612,null,2240,null,12386,null,1746,null,7590,null,1443,null,4796,null,1325,null,10226,null,1175,null,7205,null,1101,null,3021,null,735,null,0400000US20,Kansas,20
22427,null,2584,null,1598,null,725,null,673,null,458,null,397,null,342,null,397,null,342,null,0,null,271,null,276,null,244,null,209,null,233,null,67,null,110,null,925,null,505,null,554,null,442,null,554,null,442,null,0,null,271,null,371,null,270,null,49,null,81,null,322,null,257,null,20829,null,2528,null,12664,null,1628,null,7940,null,1358,null,6620,null,1324,null,1320,null,551,null,4724,null,915,null,4392,null,962,null,332,null,310,null,8165,null,1640,null,4553,null,1001,null,2455,null,727,null,2098,null,791,null,3612,null,1101,null,2404,null,908,null,1208,null,546,null,0400000US21,Kentucky,21
28887,null,3812,null,1915,null,746,null,1320,null,618,null,580,null,464,null,463,null,419,null,117,null,160,null,740,null,429,null,423,null,359,null,317,null,260,null,595,null,314,null,147,null,124,null,20,null,32,null,127,null,119,null,448,null,259,null,173,null,140,null,275,null,208,null,26972,null,3905,null,15300,null,2564,null,8094,null,1692,null,6133,null,1432,null,1961,null,836,null,7206,null,1625,null,6151,null,1520,null,1055,null,647,null,11672,null,2088,null,6302,null,1591,null,2955,null,917,null,3347,null,1101,null,5370,null,1209,null,3651,null,1085,null,1719,null,694,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
121267,null,6883,null,7075,null,1555,null,3747,null,1090,null,1142,null,607,null,788,null,531,null,354,null,321,null,2605,null,895,null,1747,null,735,null,858,null,421,null,3328,null,1060,null,981,null,605,null,634,null,527,null,347,null,284,null,2347,null,871,null,911,null,504,null,1436,null,685,null,114192,null,6822,null,63019,null,3787,null,35213,null,2416,null,29456,null,2468,null,5757,null,1244,null,27806,null,2585,null,25444,null,2461,null,2362,null,977,null,51173,null,3862,null,27774,null,2609,null,16103,null,2197,null,11671,null,2045,null,23399,null,2175,null,18020,null,1888,null,5379,null,1303,null,0400000US24,Maryland,24
199830,null,9236,null,32046,null,3172,null,13962,null,2546,null,4349,null,1430,null,1582,null,983,null,2767,null,1056,null,9613,null,1969,null,2440,null,876,null,7173,null,1710,null,18084,null,2007,null,3458,null,859,null,873,null,422,null,2585,null,747,null,14626,null,1842,null,2808,null,986,null,11818,null,1694,null,167784,null,8038,null,84394,null,5415,null,48831,null,4066,null,34951,null,3969,null,13880,null,2320,null,35563,null,3303,null,30950,null,3269,null,4613,null,1161,null,83390,null,4916,null,48684,null,3609,null,29178,null,2540,null,19506,null,2730,null,34706,null,2804,null,25677,null,2797,null,9029,null,1616,null,0400000US25,Massachusetts,25
110855,null,6638,null,11542,null,1960,null,6077,null,1425,null,1631,null,597,null,932,null,559,null,699,null,410,null,4446,null,1421,null,1473,null,709,null,2973,null,1098,null,5465,null,1204,null,1358,null,441,null,366,null,332,null,992,null,427,null,4107,null,996,null,1386,null,721,null,2721,null,752,null,99313,null,6499,null,54736,null,4338,null,31321,null,3105,null,21627,null,2625,null,9694,null,1630,null,23415,null,2167,null,18136,null,1955,null,5279,null,1311,null,44577,null,3225,null,24754,null,2237,null,13057,null,1626,null,11697,null,1660,null,19823,null,1994,null,12393,null,1639,null,7430,null,1569,null,0400000US26,Michigan,26
45710,null,4463,null,3880,null,952,null,1924,null,642,null,424,null,270,null,344,null,261,null,80,null,100,null,1500,null,531,null,697,null,430,null,803,null,405,null,1956,null,628,null,749,null,438,null,536,null,380,null,213,null,334,null,1207,null,469,null,246,null,161,null,961,null,438,null,41830,null,4397,null,23822,null,2728,null,12314,null,1707,null,9759,null,1579,null,2555,null,789,null,11508,null,1877,null,10223,null,1677,null,1285,null,534,null,18008,null,2437,null,10518,null,1686,null,6430,null,1491,null,4088,null,918,null,7490,null,1371,null,5314,null,1064,null,2176,null,818,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
38355,null,3635,null,3471,null,981,null,1697,null,622,null,270,null,200,null,55,null,107,null,215,null,165,null,1427,null,578,null,671,null,371,null,756,null,466,null,1774,null,659,null,191,null,151,null,143,null,130,null,48,null,83,null,1583,null,611,null,835,null,433,null,748,null,480,null,34884,null,3511,null,19364,null,2440,null,10618,null,1667,null,9138,null,1603,null,1480,null,546,null,8746,null,1321,null,7861,null,1258,null,885,null,515,null,15520,null,1947,null,8291,null,1297,null,4359,null,1078,null,3932,null,952,null,7229,null,1233,null,5383,null,1252,null,1846,null,666,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
29863,null,2926,null,4129,null,1015,null,2472,null,915,null,1197,null,858,null,997,null,778,null,200,null,247,null,1275,null,543,null,714,null,371,null,561,null,398,null,1657,null,408,null,691,null,299,null,383,null,250,null,308,null,177,null,966,null,353,null,249,null,199,null,717,null,325,null,25734,null,2663,null,14467,null,1774,null,7842,null,1219,null,6367,null,1241,null,1475,null,590,null,6625,null,1291,null,6205,null,1266,null,420,null,301,null,11267,null,1349,null,6758,null,1028,null,3997,null,917,null,2761,null,856,null,4509,null,867,null,2985,null,630,null,1524,null,607,null,0400000US31,Nebraska,31
125371,null,7031,null,7242,null,1272,null,4261,null,1177,null,1117,null,586,null,899,null,567,null,218,null,181,null,3144,null,952,null,1920,null,819,null,1224,null,533,null,2981,null,704,null,863,null,428,null,211,null,176,null,652,null,397,null,2118,null,588,null,562,null,276,null,1556,null,586,null,118129,null,7084,null,65891,null,4693,null,36373,null,4055,null,29284,null,3723,null,7089,null,1538,null,29518,null,2769,null,26031,null,2464,null,3487,null,847,null,52238,null,3853,null,29640,null,2468,null,16557,null,1921,null,13083,null,1775,null,22598,null,2467,null,15452,null,1833,null,7146,null,1561,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
446157,null,13545,null,36775,null,3699,null,17967,null,2502,null,6619,null,1562,null,1879,null,797,null,4740,null,1372,null,11348,null,2127,null,4480,null,1412,null,6868,null,1574,null,18808,null,2724,null,4450,null,1231,null,1809,null,751,null,2641,null,971,null,14358,null,2388,null,4918,null,1186,null,9440,null,1876,null,409382,null,13318,null,217787,null,7664,null,113659,null,5327,null,84389,null,4890,null,29270,null,3140,null,104128,null,4473,null,91181,null,4628,null,12947,null,2284,null,191595,null,7490,null,96924,null,4324,null,57637,null,4358,null,39287,null,3531,null,94671,null,5216,null,64587,null,4164,null,30084,null,3463,null,0400000US34,New Jersey,34
201693,null,7488,null,26298,null,2714,null,13956,null,2040,null,3006,null,886,null,1483,null,716,null,1523,null,569,null,10950,null,1728,null,3486,null,798,null,7464,null,1628,null,12342,null,1545,null,3261,null,987,null,702,null,497,null,2559,null,822,null,9081,null,1183,null,2257,null,633,null,6824,null,1065,null,175395,null,7310,null,85413,null,4745,null,43519,null,3307,null,32437,null,2754,null,11082,null,2031,null,41894,null,2901,null,36823,null,2945,null,5071,null,1103,null,89982,null,4451,null,44938,null,3189,null,26885,null,2672,null,18053,null,2179,null,45044,null,2751,null,32002,null,2555,null,13042,null,1920,null,0400000US35,New Mexico,35
1194684,null,23416,null,144120,null,7445,null,64212,null,5362,null,18164,null,2827,null,6242,null,1563,null,11922,null,2387,null,46048,null,4191,null,15339,null,2425,null,30709,null,3176,null,79908,null,4882,null,17223,null,1999,null,4392,null,1158,null,12831,null,1866,null,62685,null,4322,null,14479,null,2019,null,48206,null,3622,null,1050564,null,23262,null,516691,null,14458,null,270955,null,9711,null,188065,null,8635,null,82890,null,4859,null,245736,null,7609,null,211912,null,7247,null,33824,null,3727,null,533873,null,11951,null,265798,null,7582,null,137181,null,5891,null,128617,null,6174,null,268075,null,7050,null,179020,null,5952,null,89055,null,4864,null,0400000US36,New York,36
242836,null,10014,null,17627,null,2718,null,10560,null,2147,null,3375,null,1219,null,2358,null,1078,null,1017,null,602,null,7185,null,1730,null,5490,null,1638,null,1695,null,790,null,7067,null,1387,null,3739,null,1027,null,1166,null,521,null,2573,null,870,null,3328,null,1030,null,1576,null,653,null,1752,null,701,null,225209,null,9459,null,136969,null,5969,null,83130,null,4648,null,72473,null,4642,null,10657,null,1971,null,53839,null,3937,null,50477,null,3741,null,3362,null,1009,null,88240,null,4977,null,55017,null,3630,null,23641,null,2169,null,31376,null,3275,null,33223,null,2624,null,21306,null,2513,null,11917,null,1797,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
65332,null,4692,null,7624,null,1624,null,3497,null,1068,null,1138,null,649,null,186,null,305,null,952,null,588,null,2359,null,803,null,899,null,550,null,1460,null,582,null,4127,null,954,null,1482,null,570,null,411,null,328,null,1071,null,482,null,2645,null,714,null,823,null,430,null,1822,null,598,null,57708,null,4568,null,29687,null,3050,null,15811,null,2155,null,11374,null,1816,null,4437,null,1073,null,13876,null,1913,null,11675,null,1693,null,2201,null,814,null,28021,null,2757,null,14297,null,1926,null,8415,null,1376,null,5882,null,1390,null,13724,null,1731,null,10972,null,1709,null,2752,null,738,null,0400000US39,Ohio,39
65484,null,4946,null,6661,null,1601,null,2858,null,833,null,1237,null,640,null,641,null,492,null,596,null,375,null,1621,null,573,null,971,null,503,null,650,null,310,null,3803,null,1126,null,1927,null,727,null,421,null,365,null,1506,null,621,null,1876,null,883,null,774,null,477,null,1102,null,670,null,58823,null,4711,null,32687,null,3047,null,18511,null,2154,null,15451,null,1943,null,3060,null,1197,null,14176,null,1789,null,12971,null,1715,null,1205,null,578,null,26136,null,2534,null,13765,null,1774,null,6447,null,1331,null,7318,null,1246,null,12371,null,1429,null,7953,null,1164,null,4418,null,950,null,0400000US40,Oklahoma,40
86533,null,7552,null,7977,null,1518,null,4260,null,1153,null,1751,null,839,null,814,null,495,null,937,null,572,null,2509,null,863,null,1086,null,544,null,1423,null,624,null,3717,null,962,null,754,null,375,null,378,null,304,null,376,null,266,null,2963,null,956,null,896,null,344,null,2067,null,891,null,78556,null,7227,null,45048,null,4882,null,25007,null,3499,null,20215,null,3286,null,4792,null,1102,null,20041,null,2470,null,18094,null,2477,null,1947,null,720,null,33508,null,3457,null,20125,null,2267,null,10794,null,1677,null,9331,null,1775,null,13383,null,2077,null,10414,null,1977,null,2969,null,845,null,0400000US41,Oregon,41
154168,null,6988,null,29786,null,3377,null,13697,null,2082,null,4660,null,1168,null,1357,null,771,null,3303,null,946,null,9037,null,1654,null,2845,null,917,null,6192,null,1301,null,16089,null,2450,null,4989,null,1464,null,879,null,476,null,4110,null,1453,null,11100,null,1761,null,2555,null,848,null,8545,null,1515,null,124382,null,6275,null,63395,null,3974,null,37578,null,3264,null,23144,null,2649,null,14434,null,1914,null,25817,null,2636,null,22421,null,2463,null,3396,null,1018,null,60987,null,3996,null,33894,null,2591,null,18399,null,2188,null,15495,null,1704,null,27093,null,2492,null,17411,null,2065,null,9682,null,1753,null,0400000US42,Pennsylvania,42
