B17020D_001E,B17020D_001EA,B17020D_001M,B17020D_001MA,B17020D_002E,B17020D_002EA,B17020D_002M,B17020D_002MA,B17020D_003E,B17020D_003EA,B17020D_003M,B17020D_003MA,B17020D_004E,B17020D_004EA,B17020D_004M,B17020D_004MA,B17020D_005E,B17020D_005EA,B17020D_005M,B17020D_005MA,B17020D_006E,B17020D_006EA,B17020D_006M,B17020D_006MA,B17020D_007E,B17020D_007EA,B17020D_007M,B17020D_007MA,B17020D_008E,B17020D_008EA,B17020D_008M,B17020D_008MA,B17020D_009E,B17020D_009EA,B17020D_009M,B17020D_009MA,B17020D_010E,B17020D_010EA,B17020D_010M,B17020D_010MA,B17020D_011E,B17020D_011EA,B17020D_011M,B17020D_011MA,B17020D_012E,B17020D_012EA,B17020D_012M,B17020D_012MA,B17020D_013E,B17020D_013EA,B17020D_013M,B17020D_013MA,B17020D_014E,B17020D_014EA,B17020D_014M,B17020D_014MA,B17020D_015E,B17020D_015EA,B17020D_015M,B17020D_015MA,B17020D_016E,B17020D_016EA,B17020D_016M,B17020D_016MA,B17020D_017E,B17020D_017EA,B17020D_017M,B17020D_017MA,GEO_ID,NAME,state
259528,null,4516,null,22883,null,3726,null,2211,null,1000,null,79,null,99,null,2569,null,1104,null,2186,null,685,null,14413,null,2484,null,705,null,527,null,720,null,406,null,236645,null,5770,null,18099,null,1298,null,3888,null,1123,null,20560,null,1771,null,17409,null,1559,null,164634,null,3547,null,8872,null,1440,null,3183,null,832,null,0400000US13,Georgia,13
492092,null,8414,null,28139,null,3384,null,1102,null,511,null,473,null,316,null,1389,null,695,null,1082,null,579,null,16495,null,2167,null,2894,null,1104,null,4704,null,1130,null,463953,null,8573,null,18801,null,1940,null,3157,null,757,null,19593,null,2257,null,25652,null,2273,null,292451,null,5583,null,45745,null,1506,null,58554,null,1621,null,0400000US15,Hawaii,15
16518,null,1809,null,3124,null,1014,null,312,null,393,null,61,null,108,null,90,null,106,null,224,null,231,null,1871,null,721,null,449,null,373,null,117,null,138,null,13394,null,1694,null,824,null,485,null,299,null,173,null,1429,null,681,null,1224,null,476,null,8281,null,1276,null,348,null,268,null,989,null,492,null,0400000US16,Idaho,16
542682,null,4532,null,52807,null,7557,null,3268,null,1134,null,1027,null,511,null,5119,null,1681,null,3805,null,1169,null,34279,null,4859,null,3737,null,996,null,1572,null,635,null,489875,null,9076,null,33639,null,1612,null,6460,null,1293,null,37069,null,2237,null,31999,null,2451,null,343496,null,6019,null,24224,null,1519,null,12988,null,1023,null,0400000US17,Illinois,17
79499,null,2754,null,12588,null,2248,null,1181,null,559,null,216,null,222,null,735,null,489,null,832,null,499,null,9128,null,1559,null,113,null,129,null,383,null,306,null,66911,null,3154,null,5224,null,1037,null,1155,null,451,null,6529,null,1098,null,4435,null,926,null,45748,null,2371,null,3016,null,837,null,804,null,413,null,0400000US18,Indiana,18
45566,null,2045,null,7893,null,2195,null,348,null,336,null,158,null,287,null,558,null,415,null,823,null,600,null,5721,null,1542,null,152,null,207,null,133,null,211,null,37673,null,2622,null,2912,null,576,null,824,null,464,null,4118,null,960,null,2775,null,865,null,24475,null,1835,null,1990,null,667,null,579,null,352,null,0400000US19,Iowa,19
58058,null,2345,null,8246,null,2689,null,763,null,498,null,0,null,242,null,576,null,455,null,182,null,156,null,6005,null,2125,null,530,null,471,null,190,null,210,null,49812,null,2899,null,3847,null,649,null,799,null,381,null,5228,null,964,null,3020,null,770,null,34037,null,2234,null,2279,null,570,null,602,null,339,null,0400000US20,Kansas,20
38781,null,2380,null,7214,null,2087,null,277,null,336,null,348,null,278,null,424,null,341,null,845,null,485,null,5061,null,1365,null,159,null,210,null,100,null,124,null,31567,null,2229,null,2628,null,545,null,850,null,436,null,2260,null,708,null,1875,null,526,null,22343,null,1605,null,1236,null,603,null,375,null,263,null,0400000US21,Kentucky,21
58430,null,2766,null,8836,null,2662,null,468,null,327,null,0,null,269,null,773,null,685,null,1086,null,827,null,5766,null,1635,null,58,null,94,null,685,null,631,null,49594,null,3435,null,3139,null,847,null,438,null,373,null,3913,null,865,null,4024,null,1207,null,34724,null,2513,null,1833,null,587,null,1523,null,546,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
270538,null,3474,null,15204,null,3248,null,1054,null,689,null,0,null,281,null,1232,null,747,null,960,null,454,null,9547,null,2100,null,1343,null,534,null,1068,null,573,null,255334,null,4447,null,15580,null,1349,null,2715,null,727,null,18668,null,1578,null,18932,null,1933,null,178113,null,2775,null,14869,null,1141,null,6457,null,802,null,0400000US24,Maryland,24
299415,null,3425,null,39496,null,5036,null,2825,null,1176,null,104,null,122,null,2303,null,846,null,3639,null,1005,null,26687,null,3565,null,2234,null,691,null,1704,null,645,null,259919,null,5714,null,17915,null,1420,null,4009,null,841,null,20733,null,1810,null,16176,null,1351,null,184813,null,4325,null,10342,null,1130,null,5931,null,988,null,0400000US25,Massachusetts,25
235081,null,3178,null,27700,null,3481,null,1937,null,714,null,242,null,174,null,2871,null,903,null,2508,null,796,null,18765,null,2501,null,711,null,569,null,666,null,377,null,207381,null,3953,null,14684,null,1059,null,3538,null,743,null,19095,null,1469,null,17055,null,1725,null,140317,null,3016,null,8411,null,912,null,4281,null,764,null,0400000US26,Michigan,26
176132,null,3341,null,27026,null,4834,null,3359,null,1034,null,628,null,449,null,3604,null,1127,null,5491,null,1693,null,13130,null,2297,null,245,null,213,null,569,null,344,null,149106,null,5456,null,11095,null,1234,null,2388,null,557,null,14264,null,1530,null,14008,null,1940,null,100019,null,3217,null,4838,null,793,null,2494,null,689,null,0400000US27,Minnesota,27
19709,null,3077,null,3918,null,1835,null,457,null,396,null,0,null,289,null,208,null,217,null,329,null,270,null,2924,null,1380,null,0,null,289,null,0,null,289,null,15791,null,2813,null,569,null,514,null,229,null,211,null,2090,null,813,null,1106,null,525,null,10957,null,1955,null,484,null,274,null,356,null,300,null,0400000US28,Mississippi,28
79385,null,3092,null,12733,null,2929,null,292,null,319,null,334,null,308,null,1103,null,681,null,928,null,643,null,9257,null,2180,null,147,null,171,null,672,null,418,null,66652,null,3631,null,6128,null,880,null,869,null,413,null,5713,null,1248,null,4403,null,749,null,45243,null,2597,null,3059,null,770,null,1237,null,425,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
155247,null,3245,null,9346,null,2564,null,523,null,601,null,40,null,67,null,577,null,503,null,395,null,273,null,6516,null,1646,null,919,null,411,null,376,null,390,null,145901,null,4089,null,8502,null,1450,null,1684,null,665,null,9119,null,1300,null,10862,null,1299,null,99444,null,2697,null,10220,null,791,null,6070,null,605,null,0400000US32,Nevada,32
25482,null,1364,null,2074,null,1048,null,194,null,248,null,0,null,253,null,208,null,326,null,0,null,253,null,1672,null,716,null,0,null,253,null,0,null,253,null,23408,null,1727,null,2028,null,480,null,601,null,390,null,1635,null,629,null,2581,null,963,null,15425,null,1300,null,854,null,474,null,284,null,380,null,0400000US33,New Hampshire,33
642667,null,5143,null,40193,null,5428,null,3121,null,1160,null,423,null,285,null,3360,null,1050,null,3442,null,1072,null,25766,null,3696,null,2518,null,948,null,1563,null,684,null,602474,null,7794,null,39880,null,1999,null,6959,null,1132,null,47928,null,2510,null,44734,null,2578,null,418098,null,4144,null,31577,null,1335,null,13298,null,1600,null,0400000US34,New Jersey,34
26546,null,1514,null,2384,null,1009,null,156,null,160,null,0,null,281,null,173,null,176,null,68,null,93,null,1987,null,804,null,0,null,281,null,0,null,281,null,24162,null,1711,null,1926,null,436,null,196,null,180,null,1669,null,623,null,1335,null,454,null,16965,null,1357,null,1127,null,540,null,944,null,525,null,0400000US35,New Mexico,35
1302544,null,8170,null,198371,null,13908,null,13401,null,2371,null,2698,null,963,null,15614,null,2570,null,17243,null,2527,null,124144,null,9087,null,14105,null,1859,null,11166,null,1765,null,1104173,null,14285,null,69310,null,2907,null,12725,null,2080,null,74346,null,3551,null,74608,null,3743,null,782372,null,9769,null,57890,null,2351,null,32922,null,2257,null,0400000US36,New York,36
159117,null,3697,null,18505,null,2906,null,1409,null,646,null,335,null,279,null,1438,null,606,null,1287,null,494,null,12912,null,2141,null,705,null,418,null,419,null,339,null,140612,null,4335,null,10932,null,1048,null,2010,null,647,null,12568,null,1476,null,11072,null,1433,null,96591,null,3223,null,4666,null,901,null,2773,null,778,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
172192,null,3904,null,16637,null,2707,null,1052,null,501,null,84,null,100,null,706,null,395,null,1038,null,488,null,12236,null,2171,null,702,null,379,null,819,null,405,null,155555,null,4268,null,10098,null,1132,null,2851,null,788,null,12462,null,1719,null,10828,null,1515,null,109098,null,3113,null,7184,null,1089,null,3034,null,711,null,0400000US39,Ohio,39
56678,null,2918,null,5227,null,1853,null,123,null,149,null,51,null,88,null,312,null,302,null,669,null,569,null,3986,null,1383,null,20,null,36,null,66,null,100,null,51451,null,3423,null,3656,null,887,null,628,null,365,null,3622,null,935,null,3637,null,727,null,36693,null,2425,null,2526,null,628,null,689,null,423,null,0400000US40,Oklahoma,40
131642,null,3661,null,17636,null,3116,null,1273,null,774,null,0,null,273,null,1091,null,823,null,1499,null,606,null,11709,null,2123,null,1149,null,534,null,915,null,454,null,114006,null,4639,null,7994,null,1063,null,1434,null,571,null,9554,null,1468,null,8494,null,1312,null,78037,null,2800,null,5404,null,980,null,3089,null,695,null,0400000US41,Oregon,41
282733,null,3634,null,37895,null,4827,null,2974,null,1174,null,485,null,335,null,2430,null,867,null,3671,null,1108,null,24843,null,3112,null,1913,null,875,null,1579,null,647,null,244838,null,5953,null,17893,null,1484,null,4450,null,1043,null,20667,null,1806,null,16629,null,1642,null,170142,null,3830,null,10042,null,1195,null,5015,null,867,null,0400000US42,Pennsylvania,42
28623,null,1708,null,6344,null,2314,null,556,null,444,null,175,null,282,null,900,null,583,null,812,null,519,null,3901,null,1545,null,0,null,285,null,0,null,285,null,22279,null,2397,null,1618,null,607,null,159,null,188,null,2496,null,899,null,1587,null,757,null,15424,null,1827,null,889,null,511,null,106,null,195,null,0400000US44,Rhode Island,44
52779,null,2467,null,4559,null,1999,null,243,null,299,null,0,null,287,null,201,null,232,null,123,null,215,null,2647,null,1213,null,1224,null,1097,null,121,null,205,null,48220,null,2625,null,4581,null,822,null,701,null,429,null,3885,null,984,null,1854,null,589,null,33811,null,2216,null,2559,null,770,null,829,null,393,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
77509,null,2995,null,8939,null,2450,null,605,null,431,null,0,null,281,null,750,null,397,null,926,null,486,null,6019,null,1589,null,290,null,249,null,349,null,335,null,68570,null,3252,null,5369,null,743,null,660,null,375,null,6398,null,1408,null,4333,null,1088,null,48229,null,2302,null,2167,null,795,null,1414,null,583,null,0400000US47,Tennessee,47
795557,null,7246,null,91166,null,9956,null,5639,null,1531,null,1926,null,887,null,7763,null,1941,null,8860,null,2131,null,59126,null,5625,null,4446,null,1356,null,3406,null,1002,null,704391,null,11123,null,54814,null,2437,null,9842,null,1364,null,58044,null,3709,null,51616,null,3099,null,485417,null,7086,null,29373,null,1680,null,15285,null,1681,null,0400000US48,Texas,48
50910,null,2565,null,6732,null,1872,null,268,null,303,null,0,null,261,null,367,null,483,null,152,null,134,null,5319,null,1415,null,399,null,223,null,227,null,184,null,44178,null,2870,null,4004,null,856,null,571,null,224,null,4245,null,895,null,3695,null,964,null,29066,null,1781,null,1923,null,454,null,674,null,180,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
367117,null,4209,null,25724,null,4292,null,1708,null,880,null,289,null,241,null,2472,null,1136,null,1812,null,838,null,17171,null,2995,null,958,null,462,null,1314,null,667,null,341393,null,5794,null,26485,null,1573,null,4101,null,896,null,25295,null,1629,null,23042,null,1766,null,237235,null,4648,null,18293,null,1391,null,6942,null,953,null,0400000US51,Virginia,51
422415,null,5638,null,47506,null,4860,null,1840,null,685,null,355,null,288,null,3391,null,1134,null,3363,null,1239,null,31019,null,3504,null,4860,null,1111,null,2678,null,848,null,374909,null,6818,null,22239,null,1688,null,4036,null,971,null,27079,null,2027,null,28602,null,2681,null,260940,null,4595,null,19200,null,1417,null,12813,null,965,null,0400000US53,Washington,53
9535,null,1466,null,934,null,559,null,0,null,265,null,0,null,265,null,30,null,55,null,15,null,28,null,889,null,541,null,0,null,265,null,0,null,265,null,8601,null,1511,null,226,null,186,null,155,null,146,null,547,null,315,null,548,null,343,null,6314,null,1295,null,643,null,313,null,168,null,178,null,0400000US54,West Virginia,54
105802,null,3381,null,16710,null,3723,null,1101,null,531,null,207,null,304,null,2388,null,1097,null,3194,null,1040,null,8489,null,2016,null,796,null,422,null,535,null,317,null,89092,null,4868,null,7761,null,1015,null,1728,null,577,null,9495,null,1497,null,9780,null,1606,null,56732,null,2717,null,1643,null,488,null,1953,null,580,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
9872,null,2483,null,4278,null,1304,null,332,null,396,null,0,null,283,null,472,null,403,null,554,null,359,null,2298,null,959,null,243,null,198,null,379,null,258,null,5594,null,1827,null,80,null,127,null,152,null,174,null,132,null,163,null,124,null,211,null,4594,null,1548,null,324,null,242,null,188,null,197,null,0400000US72,Puerto Rico,72
