C19101D_001E,C19101D_001EA,C19101D_001M,C19101D_001MA,C19101D_002E,C19101D_002EA,C19101D_002M,C19101D_002MA,C19101D_003E,C19101D_003EA,C19101D_003M,C19101D_003MA,C19101D_004E,C19101D_004EA,C19101D_004M,C19101D_004MA,C19101D_005E,C19101D_005EA,C19101D_005M,C19101D_005MA,C19101D_006E,C19101D_006EA,C19101D_006M,C19101D_006MA,C19101D_007E,C19101D_007EA,C19101D_007M,C19101D_007MA,C19101D_008E,C19101D_008EA,C19101D_008M,C19101D_008MA,C19101D_009E,C19101D_009EA,C19101D_009M,C19101D_009MA,C19101D_010E,C19101D_010EA,C19101D_010M,C19101D_010MA,C19101D_011E,C19101D_011EA,C19101D_011M,C19101D_011MA,GEO_ID,NAME,state
63113,null,2621,null,1977,null,671,null,2163,null,728,null,3722,null,913,null,5383,null,1062,null,7940,null,1363,null,14247,null,1991,null,9845,null,1469,null,9904,null,1392,null,4377,null,1046,null,3555,null,924,null,0400000US13,Georgia,13
129114,null,3614,null,1686,null,653,null,1658,null,572,null,6043,null,1149,null,9334,null,1647,null,14169,null,1783,null,28090,null,2114,null,22582,null,2298,null,28518,null,2406,null,10042,null,1759,null,6992,null,1102,null,0400000US15,Hawaii,15
3379,null,664,null,137,null,204,null,190,null,174,null,360,null,266,null,331,null,207,null,712,null,408,null,666,null,351,null,329,null,277,null,158,null,163,null,192,null,171,null,304,null,228,null,0400000US16,Idaho,16
133247,null,3340,null,5356,null,1254,null,2619,null,849,null,9277,null,1534,null,7280,null,1318,null,13832,null,2096,null,22024,null,2165,null,21250,null,2217,null,29500,null,2247,null,11136,null,1464,null,10973,null,1279,null,0400000US17,Illinois,17
19159,null,1571,null,1342,null,665,null,378,null,225,null,1219,null,436,null,1179,null,567,null,2791,null,847,null,3759,null,919,null,3537,null,966,null,2819,null,765,null,460,null,291,null,1675,null,562,null,0400000US18,Indiana,18
10492,null,1074,null,682,null,454,null,573,null,359,null,736,null,396,null,934,null,542,null,1151,null,525,null,2691,null,698,null,1407,null,710,null,1396,null,511,null,269,null,248,null,653,null,421,null,0400000US19,Iowa,19
13191,null,1160,null,317,null,198,null,162,null,209,null,927,null,497,null,819,null,428,null,1271,null,536,null,3605,null,878,null,2217,null,801,null,2196,null,606,null,975,null,479,null,702,null,314,null,0400000US20,Kansas,20
8584,null,976,null,754,null,469,null,290,null,311,null,1041,null,594,null,443,null,302,null,867,null,518,null,1411,null,543,null,963,null,489,null,1005,null,381,null,169,null,193,null,1641,null,502,null,0400000US21,Kentucky,21
13594,null,1197,null,547,null,385,null,245,null,206,null,1787,null,868,null,1151,null,587,null,1228,null,413,null,2471,null,670,null,1642,null,632,null,2329,null,725,null,986,null,429,null,1208,null,545,null,0400000US22,Louisiana,22
2306,null,518,null,159,null,251,null,42,null,63,null,376,null,290,null,212,null,171,null,355,null,212,null,590,null,426,null,154,null,154,null,198,null,171,null,103,null,68,null,117,null,123,null,0400000US23,Maine,23
68569,null,2286,null,948,null,380,null,1123,null,617,null,2860,null,925,null,3704,null,996,null,6825,null,1367,null,10051,null,1535,null,12079,null,1633,null,15185,null,1818,null,8024,null,1423,null,7770,null,1085,null,0400000US24,Maryland,24
70777,null,2557,null,2731,null,967,null,3723,null,1083,null,4255,null,1117,null,4348,null,1078,null,6820,null,1385,null,9707,null,1321,null,10148,null,1358,null,14520,null,1736,null,7222,null,1282,null,7303,null,1457,null,0400000US25,Massachusetts,25
57633,null,2023,null,2613,null,795,null,856,null,391,null,3186,null,938,null,3598,null,898,null,4273,null,802,null,10727,null,1568,null,9553,null,1365,null,11075,null,1252,null,6962,null,970,null,4790,null,978,null,0400000US26,Michigan,26
39347,null,1774,null,2012,null,720,null,712,null,315,null,3541,null,979,null,2867,null,828,null,5754,null,1206,null,8050,null,1334,null,5422,null,1097,null,6280,null,1201,null,1817,null,661,null,2892,null,771,null,0400000US27,Minnesota,27
4890,null,1001,null,37,null,66,null,264,null,248,null,1261,null,693,null,650,null,500,null,531,null,360,null,678,null,416,null,688,null,412,null,437,null,232,null,234,null,303,null,110,null,111,null,0400000US28,Mississippi,28
19931,null,1693,null,1139,null,704,null,924,null,564,null,1522,null,626,null,1710,null,657,null,2643,null,781,null,2993,null,697,null,3365,null,833,null,3514,null,768,null,1052,null,500,null,1069,null,395,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
5765,null,819,null,149,null,174,null,78,null,103,null,157,null,191,null,578,null,349,null,757,null,412,null,1136,null,439,null,882,null,447,null,1011,null,429,null,793,null,391,null,224,null,237,null,0400000US31,Nebraska,31
37663,null,1688,null,578,null,294,null,857,null,519,null,1842,null,521,null,3306,null,881,null,5142,null,1287,null,9323,null,1497,null,6010,null,1227,null,7148,null,1166,null,1731,null,661,null,1726,null,668,null,0400000US32,Nevada,32
6061,null,795,null,0,null,253,null,57,null,100,null,161,null,160,null,654,null,512,null,953,null,534,null,1400,null,631,null,483,null,254,null,1397,null,500,null,547,null,325,null,409,null,354,null,0400000US33,New Hampshire,33
170971,null,3910,null,4057,null,1293,null,3007,null,893,null,6294,null,1446,null,7232,null,1373,null,12455,null,1708,null,23621,null,2210,null,24762,null,2344,null,41748,null,2819,null,23469,null,1908,null,24326,null,2119,null,0400000US34,New Jersey,34
5739,null,908,null,164,null,142,null,90,null,103,null,451,null,264,null,691,null,337,null,784,null,497,null,568,null,272,null,1359,null,481,null,688,null,288,null,687,null,336,null,257,null,205,null,0400000US35,New Mexico,35
303280,null,5117,null,13707,null,2093,null,15546,null,1973,null,30994,null,2769,null,29137,null,2610,null,36216,null,2872,null,51644,null,3551,null,37279,null,2726,null,45419,null,3547,null,19058,null,2149,null,24280,null,2466,null,0400000US36,New York,36
38946,null,2381,null,919,null,478,null,846,null,494,null,3637,null,1179,null,3262,null,743,null,4959,null,1001,null,8297,null,1673,null,5628,null,1179,null,5712,null,1320,null,3354,null,661,null,2332,null,685,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
44905,null,2437,null,1504,null,598,null,770,null,360,null,2977,null,997,null,3062,null,935,null,5082,null,1155,null,8558,null,1396,null,8204,null,1330,null,7421,null,1226,null,4285,null,1003,null,3042,null,705,null,0400000US39,Ohio,39
12741,null,1253,null,137,null,216,null,589,null,437,null,1267,null,660,null,1404,null,640,null,2649,null,820,null,2617,null,660,null,1911,null,689,null,1051,null,427,null,556,null,317,null,560,null,348,null,0400000US40,Oklahoma,40
31453,null,1916,null,1327,null,522,null,686,null,400,null,3032,null,1027,null,1587,null,554,null,4360,null,1135,null,5568,null,1254,null,5134,null,1165,null,5825,null,1106,null,2508,null,754,null,1426,null,513,null,0400000US41,Oregon,41
67221,null,2502,null,3145,null,975,null,2278,null,790,null,5301,null,1088,null,3610,null,891,null,9072,null,1209,null,11611,null,1602,null,9670,null,1542,null,11622,null,1610,null,5034,null,897,null,5878,null,1060,null,0400000US42,Pennsylvania,42
6371,null,1015,null,150,null,215,null,80,null,129,null,792,null,511,null,657,null,492,null,768,null,473,null,1251,null,597,null,963,null,597,null,1033,null,588,null,335,null,272,null,342,null,256,null,0400000US44,Rhode Island,44
13030,null,1425,null,431,null,445,null,670,null,660,null,910,null,454,null,1700,null,773,null,1965,null,857,null,1892,null,632,null,2029,null,669,null,1670,null,591,null,1036,null,596,null,727,null,369,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
19045,null,1525,null,765,null,399,null,415,null,340,null,1490,null,668,null,2072,null,846,null,2662,null,962,null,3652,null,1118,null,2978,null,838,null,3111,null,967,null,780,null,411,null,1120,null,445,null,0400000US47,Tennessee,47
192357,null,4056,null,7819,null,1432,null,4121,null,856,null,13563,null,2214,null,16407,null,2102,null,20610,null,2197,null,36458,null,2674,null,30727,null,2737,null,34300,null,2703,null,14972,null,1849,null,13380,null,1815,null,0400000US48,Texas,48
10600,null,1045,null,423,null,329,null,420,null,404,null,954,null,508,null,550,null,316,null,2062,null,666,null,2591,null,784,null,1269,null,534,null,1247,null,574,null,903,null,460,null,181,null,181,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
88485,null,3148,null,2383,null,924,null,1324,null,638,null,4029,null,1048,null,5532,null,1159,null,7718,null,1384,null,16086,null,2212,null,12736,null,1742,null,19825,null,2103,null,10086,null,1485,null,8766,null,1119,null,0400000US51,Virginia,51
99044,null,3185,null,4165,null,1086,null,4362,null,1021,null,6575,null,1264,null,7806,null,1590,null,11615,null,1726,null,17609,null,2208,null,15523,null,1717,null,19513,null,1700,null,7525,null,1383,null,4351,null,1026,null,0400000US53,Washington,53
2397,null,546,null,113,null,138,null,48,null,81,null,102,null,114,null,176,null,184,null,242,null,224,null,140,null,99,null,197,null,156,null,423,null,276,null,252,null,174,null,704,null,376,null,0400000US54,West Virginia,54
21250,null,1671,null,1086,null,495,null,886,null,492,null,1770,null,553,null,2038,null,782,null,1953,null,534,null,4442,null,911,null,3682,null,934,null,2869,null,877,null,1278,null,432,null,1246,null,472,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
2932,null,923,null,1030,null,440,null,35,null,59,null,451,null,347,null,248,null,225,null,397,null,334,null,269,null,240,null,303,null,300,null,199,null,183,null,0,null,283,null,0,null,283,null,0400000US72,Puerto Rico,72
