B16005A_001E,B16005A_001EA,B16005A_001M,B16005A_001MA,B16005A_002E,B16005A_002EA,B16005A_002M,B16005A_002MA,B16005A_003E,B16005A_003EA,B16005A_003M,B16005A_003MA,B16005A_004E,B16005A_004EA,B16005A_004M,B16005A_004MA,B16005A_005E,B16005A_005EA,B16005A_005M,B16005A_005MA,B16005A_006E,B16005A_006EA,B16005A_006M,B16005A_006MA,B16005A_007E,B16005A_007EA,B16005A_007M,B16005A_007MA,B16005A_008E,B16005A_008EA,B16005A_008M,B16005A_008MA,B16005A_009E,B16005A_009EA,B16005A_009M,B16005A_009MA,B16005A_010E,B16005A_010EA,B16005A_010M,B16005A_010MA,B16005A_011E,B16005A_011EA,B16005A_011M,B16005A_011MA,B16005A_012E,B16005A_012EA,B16005A_012M,B16005A_012MA,B16005A_013E,B16005A_013EA,B16005A_013M,B16005A_013MA,B16005A_014E,B16005A_014EA,B16005A_014M,B16005A_014MA,B16005A_015E,B16005A_015EA,B16005A_015M,B16005A_015MA,B16005A_016E,B16005A_016EA,B16005A_016M,B16005A_016MA,B16005A_017E,B16005A_017EA,B16005A_017M,B16005A_017MA,B16005A_018E,B16005A_018EA,B16005A_018M,B16005A_018MA,B16005A_019E,B16005A_019EA,B16005A_019M,B16005A_019MA,B16005A_020E,B16005A_020EA,B16005A_020M,B16005A_020MA,B16005A_021E,B16005A_021EA,B16005A_021M,B16005A_021MA,B16005A_022E,B16005A_022EA,B16005A_022M,B16005A_022MA,B16005A_023E,B16005A_023EA,B16005A_023M,B16005A_023MA,B16005A_024E,B16005A_024EA,B16005A_024M,B16005A_024MA,B16005A_025E,B16005A_025EA,B16005A_025M,B16005A_025MA,B16005A_026E,B16005A_026EA,B16005A_026M,B16005A_026MA,B16005A_027E,B16005A_027EA,B16005A_027M,B16005A_027MA,B16005A_028E,B16005A_028EA,B16005A_028M,B16005A_028MA,B16005A_029E,B16005A_029EA,B16005A_029M,B16005A_029MA,B16005A_030E,B16005A_030EA,B16005A_030M,B16005A_030MA,B16005A_031E,B16005A_031EA,B16005A_031M,B16005A_031MA,B16005A_032E,B16005A_032EA,B16005A_032M,B16005A_032MA,B16005A_033E,B16005A_033EA,B16005A_033M,B16005A_033MA,B16005A_034E,B16005A_034EA,B16005A_034M,B16005A_034MA,B16005A_035E,B16005A_035EA,B16005A_035M,B16005A_035MA,B16005A_036E,B16005A_036EA,B16005A_036M,B16005A_036MA,B16005A_037E,B16005A_037EA,B16005A_037M,B16005A_037MA,B16005A_038E,B16005A_038EA,B16005A_038M,B16005A_038MA,B16005A_039E,B16005A_039EA,B16005A_039M,B16005A_039MA,B16005A_040E,B16005A_040EA,B16005A_040M,B16005A_040MA,B16005A_041E,B16005A_041EA,B16005A_041M,B16005A_041MA,B16005A_042E,B16005A_042EA,B16005A_042M,B16005A_042MA,B16005A_043E,B16005A_043EA,B16005A_043M,B16005A_043MA,B16005A_044E,B16005A_044EA,B16005A_044M,B16005A_044MA,B16005A_045E,B16005A_045EA,B16005A_045M,B16005A_045MA,GEO_ID,NAME,state
5519512,null,13043,null,5190038,null,9389,null,5015768,null,11522,null,122580,null,7193,null,90807,null,6980,null,17993,null,2304,null,12909,null,1932,null,871,null,472,null,42409,null,4171,null,35676,null,3819,null,4655,null,1161,null,1999,null,644,null,79,null,129,null,4571,null,1180,null,3553,null,1082,null,407,null,292,null,611,null,352,null,0,null,296,null,4710,null,1518,null,4441,null,1509,null,144,null,171,null,125,null,144,null,0,null,296,null,329474,null,15274,null,54232,null,4203,null,191168,null,12514,null,45206,null,5637,null,44555,null,4217,null,59300,null,5550,null,42107,null,5229,null,71360,null,7406,null,43555,null,4826,null,17154,null,2892,null,9335,null,2249,null,1316,null,620,null,3051,null,1529,null,1325,null,551,null,788,null,605,null,416,null,488,null,522,null,832,null,9663,null,2696,null,6503,null,2106,null,2536,null,1154,null,624,null,504,null,0,null,296,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
1281436,null,3739,null,1221567,null,4163,null,1168955,null,5288,null,39408,null,4005,null,32382,null,3794,null,4451,null,1158,null,2575,null,778,null,0,null,257,null,9885,null,1715,null,8653,null,1698,null,764,null,399,null,468,null,233,null,0,null,257,null,1726,null,611,null,1482,null,581,null,54,null,89,null,190,null,191,null,0,null,257,null,1593,null,765,null,1197,null,619,null,158,null,190,null,238,null,271,null,0,null,257,null,59869,null,4524,null,13502,null,2043,null,37496,null,4154,null,9735,null,2110,null,8695,null,2041,null,12519,null,2222,null,6547,null,1659,null,7430,null,1675,null,4271,null,1094,null,1470,null,604,null,1471,null,829,null,218,null,297,null,453,null,529,null,113,null,138,null,47,null,86,null,293,null,498,null,0,null,257,null,988,null,875,null,869,null,863,null,119,null,135,null,0,null,257,null,0,null,257,null,0400000US16,Idaho,16
8509990,null,17439,null,7736029,null,20602,null,7234929,null,19613,null,288150,null,11742,null,229812,null,10999,null,37001,null,3721,null,19125,null,2266,null,2212,null,831,null,181219,null,9455,null,153834,null,8501,null,16101,null,2319,null,10001,null,1806,null,1283,null,583,null,4750,null,1132,null,3927,null,1050,null,617,null,362,null,206,null,160,null,0,null,265,null,26981,null,4980,null,24536,null,4712,null,1221,null,610,null,1100,null,560,null,124,null,146,null,773961,null,20935,null,107793,null,5985,null,287610,null,13242,null,83983,null,6608,null,74519,null,5882,null,86027,null,5689,null,43081,null,5086,null,334805,null,13513,null,154108,null,8109,null,100896,null,6213,null,62852,null,4938,null,16949,null,2965,null,3688,null,1220,null,1792,null,857,null,1506,null,584,null,390,null,390,null,0,null,265,null,40065,null,5790,null,20390,null,3611,null,13582,null,2829,null,5066,null,1456,null,1027,null,684,null,0400000US17,Illinois,17
5087270,null,7172,null,4971967,null,6961,null,4818139,null,9926,null,72848,null,4913,null,56859,null,4234,null,9156,null,1774,null,6421,null,1240,null,412,null,322,null,74681,null,6366,null,57968,null,5349,null,12034,null,2433,null,4368,null,978,null,311,null,275,null,3002,null,757,null,2355,null,715,null,338,null,292,null,204,null,207,null,105,null,146,null,3297,null,1169,null,2940,null,1129,null,233,null,226,null,124,null,143,null,0,null,265,null,115303,null,6405,null,28527,null,2449,null,51950,null,4677,null,12513,null,2377,null,14683,null,2255,null,16364,null,2548,null,8390,null,1928,null,28613,null,3526,null,17383,null,2304,null,8174,null,1660,null,2181,null,901,null,875,null,672,null,573,null,415,null,475,null,391,null,18,null,32,null,80,null,131,null,0,null,265,null,5640,null,1563,null,3842,null,1144,null,881,null,497,null,917,null,574,null,0,null,265,null,0400000US18,Indiana,18
2593413,null,4731,null,2543906,null,5897,null,2480598,null,6493,null,38500,null,3234,null,29416,null,3130,null,4648,null,1135,null,4416,null,907,null,20,null,37,null,23314,null,3077,null,18704,null,2443,null,3464,null,1091,null,1130,null,380,null,16,null,28,null,949,null,457,null,792,null,440,null,122,null,137,null,35,null,36,null,0,null,226,null,545,null,327,null,442,null,295,null,0,null,226,null,103,null,114,null,0,null,226,null,49507,null,4405,null,12725,null,1896,null,21160,null,2669,null,6496,null,1384,null,4936,null,1217,null,6137,null,1314,null,3591,null,1009,null,14177,null,3363,null,8800,null,2100,null,2956,null,1040,null,2175,null,1205,null,246,null,256,null,284,null,266,null,108,null,129,null,176,null,182,null,0,null,226,null,0,null,226,null,1161,null,700,null,811,null,435,null,249,null,270,null,101,null,131,null,0,null,226,null,0400000US19,Iowa,19
2220288,null,5596,null,2146966,null,4903,null,2074074,null,5485,null,53570,null,3938,null,42851,null,3611,null,6649,null,1395,null,3759,null,885,null,311,null,238,null,15885,null,1671,null,13865,null,1586,null,1088,null,350,null,853,null,357,null,79,null,112,null,1845,null,696,null,1795,null,688,null,50,null,84,null,0,null,242,null,0,null,242,null,1592,null,957,null,1408,null,900,null,184,null,176,null,0,null,242,null,0,null,242,null,73322,null,5552,null,12351,null,1655,null,49536,null,4581,null,15486,null,2628,null,10154,null,1396,null,15498,null,2671,null,8398,null,1828,null,8957,null,2068,null,6075,null,1387,null,1886,null,704,null,996,null,498,null,0,null,242,null,301,null,220,null,109,null,133,null,144,null,168,null,48,null,81,null,0,null,242,null,2177,null,927,null,1747,null,799,null,281,null,320,null,149,null,242,null,0,null,242,null,0400000US20,Kansas,20
3546023,null,4282,null,3496022,null,4940,null,3429653,null,7284,null,36579,null,3239,null,23888,null,2873,null,5340,null,1001,null,7054,null,1450,null,297,null,285,null,26151,null,4000,null,17199,null,2638,null,5751,null,1964,null,2900,null,1059,null,301,null,279,null,2445,null,957,null,1854,null,814,null,450,null,378,null,141,null,135,null,0,null,271,null,1194,null,643,null,1002,null,603,null,165,null,160,null,27,null,46,null,0,null,271,null,50001,null,4485,null,14920,null,2062,null,17517,null,3086,null,5796,null,1392,null,3958,null,1278,null,5239,null,1472,null,2524,null,1025,null,15247,null,2628,null,9038,null,1727,null,4491,null,1331,null,1505,null,674,null,213,null,281,null,1154,null,1089,null,654,null,758,null,263,null,210,null,237,null,328,null,0,null,271,null,1163,null,581,null,728,null,431,null,260,null,284,null,175,null,178,null,0,null,271,null,0400000US21,Kentucky,21
2588903,null,4780,null,2520179,null,4822,null,2358084,null,7900,null,38210,null,3453,null,32140,null,2998,null,3390,null,888,null,2626,null,819,null,54,null,91,null,119993,null,4457,null,99509,null,4678,null,15732,null,1827,null,4752,null,995,null,0,null,269,null,1451,null,727,null,1451,null,727,null,0,null,269,null,0,null,269,null,0,null,269,null,2441,null,1271,null,1830,null,1109,null,199,null,252,null,412,null,502,null,0,null,269,null,68724,null,5628,null,17266,null,2695,null,36361,null,4108,null,14226,null,2235,null,8725,null,1909,null,8519,null,1758,null,4891,null,1594,null,10210,null,2753,null,6115,null,1565,null,1876,null,864,null,1985,null,1443,null,234,null,359,null,294,null,279,null,62,null,104,null,232,null,214,null,0,null,269,null,0,null,269,null,4593,null,1975,null,2472,null,1145,null,586,null,411,null,812,null,639,null,723,null,922,null,0400000US22,Louisiana,22
1191248,null,2878,null,1162618,null,4547,null,1100507,null,5616,null,8848,null,1779,null,7258,null,1670,null,518,null,226,null,1059,null,526,null,13,null,24,null,52336,null,3619,null,43624,null,3254,null,5829,null,1170,null,2600,null,795,null,283,null,145,null,485,null,386,null,485,null,386,null,0,null,226,null,0,null,226,null,0,null,226,null,442,null,243,null,442,null,243,null,0,null,226,null,0,null,226,null,0,null,226,null,28630,null,3079,null,16055,null,2183,null,1429,null,724,null,358,null,276,null,683,null,578,null,238,null,179,null,150,null,118,null,10229,null,1987,null,6387,null,1321,null,2964,null,993,null,858,null,438,null,20,null,34,null,0,null,226,null,0,null,226,null,0,null,226,null,0,null,226,null,0,null,226,null,917,null,492,null,521,null,348,null,355,null,376,null,41,null,69,null,0,null,226,null,0400000US23,Maine,23
3205851,null,9098,null,2999468,null,8949,null,2873812,null,10480,null,64119,null,4711,null,46898,null,3643,null,7836,null,1685,null,7204,null,1425,null,2181,null,1427,null,51183,null,4532,null,43724,null,4088,null,4868,null,1143,null,2473,null,563,null,118,null,140,null,3629,null,1169,null,3314,null,1155,null,104,null,109,null,98,null,104,null,113,null,131,null,6725,null,1959,null,6369,null,1907,null,124,null,176,null,232,null,204,null,0,null,281,null,206383,null,9203,null,61924,null,4939,null,62817,null,5863,null,23986,null,3337,null,15599,null,2344,null,16566,null,2255,null,6666,null,1745,null,66778,null,5833,null,41925,null,3573,null,14394,null,2323,null,8498,null,2197,null,1961,null,718,null,3085,null,1404,null,1308,null,613,null,952,null,722,null,426,null,648,null,399,null,602,null,11779,null,2751,null,8775,null,2223,null,1576,null,735,null,1010,null,616,null,418,null,425,null,0400000US24,Maryland,24
5050389,null,10658,null,4622970,null,16107,null,4323819,null,18569,null,127591,null,7644,null,83280,null,6020,null,25410,null,3483,null,13658,null,2374,null,5243,null,1437,null,155984,null,6131,null,134361,null,6262,null,14779,null,1902,null,6455,null,1406,null,389,null,316,null,3401,null,1087,null,2805,null,928,null,468,null,321,null,128,null,148,null,0,null,281,null,12175,null,2576,null,11104,null,2398,null,804,null,493,null,267,null,228,null,0,null,281,null,427419,null,15947,null,107054,null,5555,null,65195,null,5761,null,22779,null,3207,null,16694,null,2740,null,16325,null,3001,null,9397,null,3018,null,228328,null,13798,null,108273,null,7642,null,61723,null,5538,null,40348,null,4686,null,17984,null,3461,null,6065,null,1862,null,3167,null,1309,null,1165,null,491,null,1249,null,915,null,484,null,425,null,20777,null,3361,null,14502,null,2556,null,4370,null,1167,null,1498,null,735,null,407,null,444,null,0400000US25,Massachusetts,25
7543086,null,7546,null,7210559,null,13785,null,6949256,null,15605,null,102239,null,5902,null,79478,null,4963,null,11299,null,1631,null,10295,null,1365,null,1167,null,861,null,110501,null,5133,null,93038,null,4822,null,10875,null,1481,null,6291,null,1360,null,297,null,214,null,4438,null,1021,null,3826,null,940,null,226,null,180,null,386,null,277,null,0,null,237,null,44125,null,4470,null,38653,null,4142,null,4117,null,1377,null,968,null,431,null,387,null,384,null,332527,null,12662,null,89911,null,5293,null,46834,null,4905,null,15533,null,2274,null,12450,null,2162,null,13068,null,2555,null,5783,null,1514,null,112107,null,7546,null,61730,null,4862,null,28491,null,3134,null,18848,null,2318,null,3038,null,1100,null,2664,null,1140,null,1448,null,664,null,556,null,398,null,476,null,520,null,184,null,296,null,81011,null,7422,null,37786,null,4526,null,24905,null,3114,null,14159,null,2836,null,4161,null,1232,null,0400000US26,Michigan,26
4287946,null,6165,null,4167292,null,7452,null,4041090,null,9041,null,66464,null,5367,null,49629,null,4415,null,8927,null,1645,null,7028,null,1122,null,880,null,572,null,50518,null,2722,null,41042,null,2430,null,5170,null,916,null,4009,null,766,null,297,null,216,null,1874,null,567,null,1607,null,503,null,237,null,186,null,30,null,54,null,0,null,211,null,7346,null,2119,null,6428,null,2085,null,477,null,246,null,345,null,193,null,96,null,118,null,120654,null,7455,null,34367,null,3239,null,45195,null,4695,null,11229,null,1769,null,10127,null,1636,null,15199,null,2642,null,8640,null,2323,null,33109,null,4134,null,19788,null,2709,null,7695,null,1473,null,4223,null,1286,null,1403,null,652,null,441,null,240,null,418,null,233,null,23,null,38,null,0,null,211,null,0,null,211,null,7542,null,2369,null,4478,null,1523,null,1758,null,789,null,1029,null,823,null,277,null,352,null,0400000US27,Minnesota,27
1635852,null,3257,null,1613965,null,3284,null,1587104,null,4519,null,16269,null,2311,null,11585,null,2037,null,1751,null,734,null,2412,null,863,null,521,null,452,null,7654,null,1476,null,6622,null,1419,null,627,null,370,null,405,null,303,null,0,null,289,null,967,null,569,null,888,null,554,null,79,null,135,null,0,null,289,null,0,null,289,null,1971,null,1225,null,1694,null,1099,null,277,null,302,null,0,null,289,null,0,null,289,null,21887,null,2756,null,5554,null,1325,null,12440,null,1877,null,2720,null,888,null,2867,null,974,null,3482,null,1013,null,3371,null,1109,null,2863,null,932,null,1967,null,785,null,784,null,447,null,112,null,132,null,0,null,289,null,0,null,289,null,0,null,289,null,0,null,289,null,0,null,289,null,0,null,289,null,1030,null,630,null,795,null,476,null,235,null,259,null,0,null,289,null,0,null,289,null,0400000US28,Mississippi,28
