B17010C_001E,B17010C_001EA,B17010C_001M,B17010C_001MA,B17010C_002E,B17010C_002EA,B17010C_002M,B17010C_002MA,B17010C_003E,B17010C_003EA,B17010C_003M,B17010C_003MA,B17010C_004E,B17010C_004EA,B17010C_004M,B17010C_004MA,B17010C_005E,B17010C_005EA,B17010C_005M,B17010C_005MA,B17010C_006E,B17010C_006EA,B17010C_006M,B17010C_006MA,B17010C_007E,B17010C_007EA,B17010C_007M,B17010C_007MA,B17010C_008E,B17010C_008EA,B17010C_008M,B17010C_008MA,B17010C_009E,B17010C_009EA,B17010C_009M,B17010C_009MA,B17010C_010E,B17010C_010EA,B17010C_010M,B17010C_010MA,B17010C_011E,B17010C_011EA,B17010C_011M,B17010C_011MA,B17010C_012E,B17010C_012EA,B17010C_012M,B17010C_012MA,B17010C_013E,B17010C_013EA,B17010C_013M,B17010C_013MA,B17010C_014E,B17010C_014EA,B17010C_014M,B17010C_014MA,B17010C_015E,B17010C_015EA,B17010C_015M,B17010C_015MA,B17010C_016E,B17010C_016EA,B17010C_016M,B17010C_016MA,B17010C_017E,B17010C_017EA,B17010C_017M,B17010C_017MA,B17010C_018E,B17010C_018EA,B17010C_018M,B17010C_018MA,B17010C_019E,B17010C_019EA,B17010C_019M,B17010C_019MA,B17010C_020E,B17010C_020EA,B17010C_020M,B17010C_020MA,B17010C_021E,B17010C_021EA,B17010C_021M,B17010C_021MA,B17010C_022E,B17010C_022EA,B17010C_022M,B17010C_022MA,B17010C_023E,B17010C_023EA,B17010C_023M,B17010C_023MA,B17010C_024E,B17010C_024EA,B17010C_024M,B17010C_024MA,B17010C_025E,B17010C_025EA,B17010C_025M,B17010C_025MA,B17010C_026E,B17010C_026EA,B17010C_026M,B17010C_026MA,B17010C_027E,B17010C_027EA,B17010C_027M,B17010C_027MA,B17010C_028E,B17010C_028EA,B17010C_028M,B17010C_028MA,B17010C_029E,B17010C_029EA,B17010C_029M,B17010C_029MA,B17010C_030E,B17010C_030EA,B17010C_030M,B17010C_030MA,B17010C_031E,B17010C_031EA,B17010C_031M,B17010C_031MA,B17010C_032E,B17010C_032EA,B17010C_032M,B17010C_032MA,B17010C_033E,B17010C_033EA,B17010C_033M,B17010C_033MA,B17010C_034E,B17010C_034EA,B17010C_034M,B17010C_034MA,B17010C_035E,B17010C_035EA,B17010C_035M,B17010C_035MA,B17010C_036E,B17010C_036EA,B17010C_036M,B17010C_036MA,B17010C_037E,B17010C_037EA,B17010C_037M,B17010C_037MA,B17010C_038E,B17010C_038EA,B17010C_038M,B17010C_038MA,B17010C_039E,B17010C_039EA,B17010C_039M,B17010C_039MA,B17010C_040E,B17010C_040EA,B17010C_040M,B17010C_040MA,B17010C_041E,B17010C_041EA,B17010C_041M,B17010C_041MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
13398,null,1295,null,1924,null,646,null,388,null,197,null,289,null,165,null,16,null,30,null,124,null,145,null,149,null,109,null,99,null,112,null,1536,null,618,null,524,null,436,null,455,null,415,null,0,null,237,null,77,null,109,null,378,null,397,null,69,null,92,null,1012,null,424,null,811,null,394,null,96,null,123,null,240,null,231,null,475,null,314,null,201,null,173,null,11474,null,1186,null,8159,null,1119,null,3886,null,813,null,538,null,308,null,1248,null,520,null,2100,null,612,null,4273,null,701,null,3315,null,818,null,1151,null,375,null,862,null,330,null,124,null,181,null,157,null,157,null,581,null,296,null,289,null,198,null,2164,null,684,null,1568,null,635,null,291,null,275,null,349,null,270,null,928,null,393,null,596,null,213,null,0400000US26,Michigan,26
11297,null,1233,null,3041,null,837,null,743,null,438,null,666,null,426,null,25,null,41,null,163,null,220,null,478,null,370,null,77,null,79,null,2298,null,715,null,337,null,196,null,272,null,186,null,114,null,107,null,60,null,93,null,98,null,97,null,65,null,78,null,1961,null,689,null,1693,null,630,null,412,null,335,null,588,null,335,null,693,null,427,null,268,null,230,null,8256,null,1006,null,3873,null,759,null,1694,null,488,null,193,null,179,null,310,null,161,null,1191,null,449,null,2179,null,609,null,4383,null,838,null,1151,null,443,null,814,null,399,null,311,null,314,null,0,null,211,null,503,null,296,null,337,null,198,null,3232,null,782,null,2417,null,657,null,241,null,207,null,633,null,274,null,1543,null,586,null,815,null,390,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
13276,null,1161,null,4705,null,879,null,2029,null,622,null,1515,null,537,null,202,null,221,null,872,null,436,null,441,null,258,null,514,null,364,null,2676,null,756,null,249,null,145,null,249,null,145,null,87,null,121,null,0,null,233,null,162,null,110,null,0,null,233,null,2427,null,739,null,2245,null,732,null,685,null,390,null,581,null,385,null,979,null,461,null,182,null,141,null,8571,null,1114,null,5497,null,1005,null,2428,null,665,null,295,null,252,null,682,null,403,null,1451,null,434,null,3069,null,729,null,3074,null,669,null,700,null,289,null,475,null,256,null,137,null,153,null,46,null,53,null,292,null,169,null,225,null,133,null,2374,null,623,null,2132,null,631,null,107,null,96,null,575,null,348,null,1450,null,545,null,242,null,203,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
33404,null,2336,null,8219,null,1317,null,2563,null,768,null,1888,null,694,null,252,null,164,null,607,null,385,null,1029,null,479,null,675,null,307,null,5656,null,1143,null,1040,null,550,null,904,null,532,null,176,null,154,null,471,null,457,null,257,null,209,null,136,null,111,null,4616,null,947,null,3686,null,850,null,908,null,483,null,694,null,362,null,2084,null,572,null,930,null,513,null,25185,null,2318,null,14548,null,1618,null,7506,null,1242,null,1104,null,525,null,1894,null,628,null,4508,null,992,null,7042,null,1104,null,10637,null,1634,null,2924,null,750,null,1654,null,547,null,501,null,407,null,337,null,225,null,816,null,417,null,1270,null,504,null,7713,null,1437,null,5106,null,1306,null,529,null,362,null,1208,null,694,null,3369,null,1114,null,2607,null,942,null,0400000US35,New Mexico,35
