B05003C_001E,B05003C_001EA,B05003C_001M,B05003C_001MA,B05003C_002E,B05003C_002EA,B05003C_002M,B05003C_002MA,B05003C_003E,B05003C_003EA,B05003C_003M,B05003C_003MA,B05003C_004E,B05003C_004EA,B05003C_004M,B05003C_004MA,B05003C_005E,B05003C_005EA,B05003C_005M,B05003C_005MA,B05003C_006E,B05003C_006EA,B05003C_006M,B05003C_006MA,B05003C_007E,B05003C_007EA,B05003C_007M,B05003C_007MA,B05003C_008E,B05003C_008EA,B05003C_008M,B05003C_008MA,B05003C_009E,B05003C_009EA,B05003C_009M,B05003C_009MA,B05003C_010E,B05003C_010EA,B05003C_010M,B05003C_010MA,B05003C_011E,B05003C_011EA,B05003C_011M,B05003C_011MA,B05003C_012E,B05003C_012EA,B05003C_012M,B05003C_012MA,B05003C_013E,B05003C_013EA,B05003C_013M,B05003C_013MA,B05003C_014E,B05003C_014EA,B05003C_014M,B05003C_014MA,B05003C_015E,B05003C_015EA,B05003C_015M,B05003C_015MA,B05003C_016E,B05003C_016EA,B05003C_016M,B05003C_016MA,B05003C_017E,B05003C_017EA,B05003C_017M,B05003C_017MA,B05003C_018E,B05003C_018EA,B05003C_018M,B05003C_018MA,B05003C_019E,B05003C_019EA,B05003C_019M,B05003C_019MA,B05003C_020E,B05003C_020EA,B05003C_020M,B05003C_020MA,B05003C_021E,B05003C_021EA,B05003C_021M,B05003C_021MA,B05003C_022E,B05003C_022EA,B05003C_022M,B05003C_022MA,B05003C_023E,B05003C_023EA,B05003C_023M,B05003C_023MA,GEO_ID,NAME,state
22350,null,3384,null,11701,null,2349,null,1864,null,708,null,1766,null,668,null,98,null,163,null,98,null,163,null,0,null,296,null,9837,null,2185,null,7164,null,1551,null,2673,null,1659,null,632,null,671,null,2041,null,1475,null,10649,null,1812,null,3474,null,1129,null,3474,null,1129,null,0,null,296,null,0,null,296,null,0,null,296,null,7175,null,1269,null,6322,null,1196,null,853,null,507,null,254,null,223,null,599,null,424,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
21705,null,2914,null,11326,null,1807,null,1684,null,731,null,1684,null,731,null,0,null,265,null,0,null,265,null,0,null,265,null,9642,null,1553,null,8055,null,1314,null,1587,null,807,null,667,null,485,null,920,null,612,null,10379,null,1812,null,2131,null,797,null,1986,null,758,null,145,null,240,null,145,null,240,null,0,null,265,null,8248,null,1446,null,7432,null,1419,null,816,null,510,null,447,null,379,null,369,null,311,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
13038,null,1543,null,6291,null,1042,null,1020,null,479,null,947,null,457,null,73,null,96,null,73,null,96,null,0,null,281,null,5271,null,921,null,4552,null,828,null,719,null,480,null,136,null,159,null,583,null,446,null,6747,null,1284,null,996,null,383,null,996,null,383,null,0,null,281,null,0,null,281,null,0,null,281,null,5751,null,1175,null,5148,null,997,null,603,null,520,null,368,null,275,null,235,null,309,null,0400000US24,Maryland,24
11347,null,1769,null,6154,null,1137,null,1018,null,621,null,862,null,556,null,156,null,272,null,156,null,272,null,0,null,281,null,5136,null,946,null,4778,null,972,null,358,null,212,null,113,null,114,null,245,null,180,null,5193,null,1070,null,831,null,422,null,774,null,413,null,57,null,98,null,57,null,98,null,0,null,281,null,4362,null,900,null,3551,null,868,null,811,null,485,null,443,null,361,null,368,null,275,null,0400000US25,Massachusetts,25
52228,null,3048,null,27641,null,1859,null,5576,null,786,null,5571,null,786,null,5,null,8,null,0,null,237,null,5,null,8,null,22065,null,1696,null,21108,null,1622,null,957,null,479,null,192,null,166,null,765,null,426,null,24587,null,1995,null,7023,null,1247,null,6900,null,1222,null,123,null,150,null,123,null,150,null,0,null,237,null,17564,null,1454,null,17237,null,1431,null,327,null,208,null,236,null,190,null,91,null,86,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
32137,null,2465,null,15610,null,1740,null,5305,null,994,null,5268,null,989,null,37,null,63,null,0,null,298,null,37,null,63,null,10305,null,1298,null,9499,null,1176,null,806,null,596,null,556,null,540,null,250,null,252,null,16527,null,1671,null,3784,null,910,null,3657,null,921,null,127,null,198,null,127,null,198,null,0,null,298,null,12743,null,1189,null,12326,null,1174,null,417,null,245,null,45,null,74,null,372,null,235,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
18022,null,2224,null,9011,null,1661,null,2056,null,644,null,1895,null,628,null,161,null,153,null,107,null,129,null,54,null,82,null,6955,null,1475,null,4820,null,1075,null,2135,null,1122,null,473,null,361,null,1662,null,1076,null,9011,null,1308,null,1786,null,530,null,1659,null,549,null,127,null,150,null,0,null,277,null,127,null,150,null,7225,null,1124,null,5909,null,1088,null,1316,null,581,null,390,null,350,null,926,null,451,null,0400000US34,New Jersey,34
177515,null,3707,null,86760,null,2336,null,27434,null,1265,null,27380,null,1270,null,54,null,91,null,54,null,91,null,0,null,281,null,59326,null,1711,null,58731,null,1627,null,595,null,454,null,219,null,182,null,376,null,414,null,90755,null,2300,null,26189,null,1698,null,26143,null,1698,null,46,null,76,null,46,null,76,null,0,null,281,null,64566,null,1251,null,64250,null,1245,null,316,null,234,null,117,null,108,null,199,null,186,null,0400000US35,New Mexico,35
63864,null,4161,null,30858,null,2591,null,6465,null,1460,null,6336,null,1464,null,129,null,131,null,0,null,273,null,129,null,131,null,24393,null,2195,null,20169,null,2117,null,4224,null,1213,null,2064,null,796,null,2160,null,906,null,33006,null,3200,null,8037,null,1845,null,7213,null,1664,null,824,null,661,null,196,null,202,null,628,null,633,null,24969,null,1873,null,20110,null,1671,null,4859,null,1199,null,2599,null,828,null,2260,null,892,null,0400000US36,New York,36
101359,null,3917,null,48761,null,2566,null,14394,null,1320,null,14295,null,1304,null,99,null,134,null,0,null,287,null,99,null,134,null,34367,null,2383,null,32939,null,2279,null,1428,null,877,null,240,null,223,null,1188,null,881,null,52598,null,2630,null,13885,null,1340,null,13745,null,1338,null,140,null,146,null,0,null,287,null,140,null,146,null,38713,null,2088,null,38363,null,2102,null,350,null,258,null,99,null,119,null,251,null,218,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
245716,null,7223,null,119672,null,4356,null,38519,null,2252,null,38519,null,2252,null,0,null,246,null,0,null,246,null,0,null,246,null,81153,null,3375,null,79417,null,3160,null,1736,null,1084,null,172,null,235,null,1564,null,1047,null,126044,null,4209,null,35745,null,2203,null,35574,null,2207,null,171,null,203,null,77,null,131,null,94,null,153,null,90299,null,2978,null,89630,null,3009,null,669,null,381,null,198,null,192,null,471,null,326,null,0400000US40,Oklahoma,40
71334,null,7476,null,35660,null,3832,null,10212,null,2015,null,8961,null,1679,null,1251,null,991,null,0,null,273,null,1251,null,991,null,25448,null,2900,null,13976,null,1595,null,11472,null,2572,null,337,null,330,null,11135,null,2540,null,35674,null,4707,null,12173,null,2737,null,11438,null,2536,null,735,null,743,null,0,null,273,null,735,null,743,null,23501,null,2710,null,16205,null,1886,null,7296,null,1960,null,290,null,212,null,7006,null,1921,null,0400000US41,Oregon,41
16889,null,2076,null,8322,null,1572,null,1757,null,608,null,1721,null,603,null,36,null,53,null,26,null,46,null,10,null,23,null,6565,null,1401,null,6170,null,1382,null,395,null,266,null,187,null,145,null,208,null,220,null,8567,null,1126,null,2065,null,758,null,1904,null,742,null,161,null,149,null,116,null,123,null,45,null,78,null,6502,null,832,null,6118,null,810,null,384,null,226,null,204,null,152,null,180,null,170,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
111209,null,6280,null,57099,null,4159,null,14441,null,2177,null,13792,null,2020,null,649,null,417,null,171,null,218,null,478,null,345,null,42658,null,3318,null,34574,null,3198,null,8084,null,1785,null,2901,null,1123,null,5183,null,1410,null,54110,null,3923,null,12476,null,1996,null,11732,null,1883,null,744,null,367,null,446,null,305,null,298,null,212,null,41634,null,3046,null,36381,null,2688,null,5253,null,1464,null,1301,null,667,null,3952,null,1270,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
22825,null,3490,null,10086,null,1680,null,2056,null,692,null,2056,null,692,null,0,null,283,null,0,null,283,null,0,null,283,null,8030,null,1454,null,6424,null,1250,null,1606,null,833,null,278,null,321,null,1328,null,783,null,12739,null,2703,null,3671,null,1552,null,3638,null,1563,null,33,null,70,null,0,null,283,null,33,null,70,null,9068,null,1784,null,8455,null,1704,null,613,null,429,null,178,null,181,null,435,null,380,null,0400000US51,Virginia,51
89058,null,4959,null,44297,null,3095,null,13294,null,1570,null,13042,null,1615,null,252,null,238,null,110,null,156,null,142,null,178,null,31003,null,2422,null,28358,null,2148,null,2645,null,1176,null,462,null,384,null,2183,null,1047,null,44761,null,2803,null,10994,null,1574,null,10878,null,1526,null,116,null,144,null,0,null,269,null,116,null,144,null,33767,null,2277,null,32095,null,2284,null,1672,null,767,null,373,null,321,null,1299,null,716,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
8693,null,1639,null,4543,null,1064,null,841,null,439,null,622,null,348,null,219,null,281,null,0,null,283,null,219,null,281,null,3702,null,941,null,3221,null,898,null,481,null,277,null,70,null,85,null,411,null,254,null,4150,null,1020,null,1072,null,480,null,905,null,431,null,167,null,196,null,0,null,283,null,167,null,196,null,3078,null,740,null,2389,null,623,null,689,null,368,null,201,null,156,null,488,null,338,null,0400000US72,Puerto Rico,72
