B17010B_001E,B17010B_001EA,B17010B_001M,B17010B_001MA,B17010B_002E,B17010B_002EA,B17010B_002M,B17010B_002MA,B17010B_003E,B17010B_003EA,B17010B_003M,B17010B_003MA,B17010B_004E,B17010B_004EA,B17010B_004M,B17010B_004MA,B17010B_005E,B17010B_005EA,B17010B_005M,B17010B_005MA,B17010B_006E,B17010B_006EA,B17010B_006M,B17010B_006MA,B17010B_007E,B17010B_007EA,B17010B_007M,B17010B_007MA,B17010B_008E,B17010B_008EA,B17010B_008M,B17010B_008MA,B17010B_009E,B17010B_009EA,B17010B_009M,B17010B_009MA,B17010B_010E,B17010B_010EA,B17010B_010M,B17010B_010MA,B17010B_011E,B17010B_011EA,B17010B_011M,B17010B_011MA,B17010B_012E,B17010B_012EA,B17010B_012M,B17010B_012MA,B17010B_013E,B17010B_013EA,B17010B_013M,B17010B_013MA,B17010B_014E,B17010B_014EA,B17010B_014M,B17010B_014MA,B17010B_015E,B17010B_015EA,B17010B_015M,B17010B_015MA,B17010B_016E,B17010B_016EA,B17010B_016M,B17010B_016MA,B17010B_017E,B17010B_017EA,B17010B_017M,B17010B_017MA,B17010B_018E,B17010B_018EA,B17010B_018M,B17010B_018MA,B17010B_019E,B17010B_019EA,B17010B_019M,B17010B_019MA,B17010B_020E,B17010B_020EA,B17010B_020M,B17010B_020MA,B17010B_021E,B17010B_021EA,B17010B_021M,B17010B_021MA,B17010B_022E,B17010B_022EA,B17010B_022M,B17010B_022MA,B17010B_023E,B17010B_023EA,B17010B_023M,B17010B_023MA,B17010B_024E,B17010B_024EA,B17010B_024M,B17010B_024MA,B17010B_025E,B17010B_025EA,B17010B_025M,B17010B_025MA,B17010B_026E,B17010B_026EA,B17010B_026M,B17010B_026MA,B17010B_027E,B17010B_027EA,B17010B_027M,B17010B_027MA,B17010B_028E,B17010B_028EA,B17010B_028M,B17010B_028MA,B17010B_029E,B17010B_029EA,B17010B_029M,B17010B_029MA,B17010B_030E,B17010B_030EA,B17010B_030M,B17010B_030MA,B17010B_031E,B17010B_031EA,B17010B_031M,B17010B_031MA,B17010B_032E,B17010B_032EA,B17010B_032M,B17010B_032MA,B17010B_033E,B17010B_033EA,B17010B_033M,B17010B_033MA,B17010B_034E,B17010B_034EA,B17010B_034M,B17010B_034MA,B17010B_035E,B17010B_035EA,B17010B_035M,B17010B_035MA,B17010B_036E,B17010B_036EA,B17010B_036M,B17010B_036MA,B17010B_037E,B17010B_037EA,B17010B_037M,B17010B_037MA,B17010B_038E,B17010B_038EA,B17010B_038M,B17010B_038MA,B17010B_039E,B17010B_039EA,B17010B_039M,B17010B_039MA,B17010B_040E,B17010B_040EA,B17010B_040M,B17010B_040MA,B17010B_041E,B17010B_041EA,B17010B_041M,B17010B_041MA,GEO_ID,NAME,state
72737,null,3522,null,20119,null,2500,null,1453,null,636,null,1171,null,611,null,24,null,55,null,383,null,356,null,764,null,500,null,282,null,195,null,18666,null,2336,null,2529,null,834,null,1579,null,768,null,194,null,208,null,361,null,426,null,1024,null,616,null,950,null,553,null,16137,null,2053,null,14689,null,2033,null,3529,null,1235,null,4740,null,1122,null,6420,null,1431,null,1448,null,655,null,52618,null,2999,null,28306,null,2550,null,13198,null,1805,null,2144,null,815,null,2673,null,939,null,8381,null,1598,null,15108,null,1868,null,24312,null,2406,null,5357,null,1255,null,3308,null,1087,null,1643,null,856,null,399,null,502,null,1266,null,547,null,2049,null,814,null,18955,null,1927,null,13313,null,1845,null,2437,null,928,null,1635,null,795,null,9241,null,1496,null,5642,null,969,null,0400000US21,Kentucky,21
311902,null,6057,null,94639,null,4228,null,13903,null,1780,null,7841,null,1501,null,1139,null,686,null,2841,null,923,null,3861,null,959,null,6062,null,1057,null,80736,null,3878,null,6106,null,1391,null,4360,null,1217,null,803,null,515,null,1212,null,806,null,2345,null,703,null,1746,null,716,null,74630,null,3976,null,66675,null,4030,null,11723,null,2232,null,19948,null,2243,null,35004,null,3362,null,7955,null,1713,null,217263,null,5964,null,122385,null,5355,null,62050,null,4059,null,11664,null,1991,null,11439,null,2140,null,38947,null,3119,null,60335,null,3433,null,94878,null,5263,null,23443,null,2666,null,12025,null,2189,null,2375,null,898,null,1660,null,707,null,7990,null,1765,null,11418,null,2008,null,71435,null,4494,null,44752,null,3907,null,6363,null,1337,null,7442,null,1475,null,30947,null,3035,null,26683,null,2110,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
371633,null,6120,null,37730,null,3391,null,5662,null,1573,null,3837,null,1289,null,810,null,606,null,1284,null,722,null,1743,null,753,null,1825,null,682,null,32068,null,2974,null,3840,null,1147,null,2914,null,1048,null,913,null,644,null,343,null,330,null,1658,null,841,null,926,null,462,null,28228,null,2863,null,25052,null,2673,null,3574,null,1027,null,6295,null,1680,null,15183,null,2546,null,3176,null,956,null,333903,null,5962,null,181811,null,5753,null,95234,null,5217,null,16506,null,2163,null,23786,null,2580,null,54942,null,3859,null,86577,null,3880,null,152092,null,5101,null,31273,null,2736,null,17668,null,2073,null,3836,null,1227,null,2971,null,1044,null,10861,null,2013,null,13605,null,1722,null,120819,null,4392,null,82662,null,4173,null,13509,null,2138,null,11880,null,2008,null,57273,null,3518,null,38157,null,2704,null,0400000US24,Maryland,24
79774,null,3520,null,14268,null,2048,null,1957,null,779,null,1530,null,716,null,634,null,509,null,0,null,281,null,896,null,544,null,427,null,341,null,12311,null,1898,null,855,null,482,null,479,null,321,null,213,null,177,null,36,null,60,null,230,null,265,null,376,null,337,null,11456,null,1821,null,10419,null,1789,null,1249,null,601,null,2705,null,974,null,6465,null,1199,null,1037,null,552,null,65506,null,3219,null,35098,null,2859,null,20301,null,2056,null,4728,null,1086,null,4531,null,1247,null,11042,null,1828,null,14797,null,1870,null,30408,null,2397,null,6770,null,1513,null,3431,null,1055,null,1337,null,796,null,361,null,304,null,1733,null,676,null,3339,null,1136,null,23638,null,2305,null,16259,null,2025,null,1521,null,739,null,1590,null,673,null,13148,null,1900,null,7379,null,1257,null,0400000US25,Massachusetts,25
306293,null,6054,null,81541,null,4432,null,10918,null,1935,null,7407,null,1592,null,784,null,548,null,3185,null,952,null,3438,null,1097,null,3511,null,991,null,70623,null,3973,null,7239,null,1467,null,4291,null,1136,null,854,null,496,null,1263,null,692,null,2174,null,664,null,2948,null,941,null,63384,null,3649,null,57058,null,3581,null,9218,null,1818,null,16929,null,2148,null,30911,null,2539,null,6326,null,1181,null,224752,null,5295,null,110333,null,4022,null,53605,null,3577,null,8120,null,1689,null,12866,null,2014,null,32619,null,2705,null,56728,null,2800,null,114419,null,4180,null,21209,null,2406,null,10963,null,1799,null,1521,null,718,null,1201,null,632,null,8241,null,1508,null,10246,null,1465,null,93210,null,3992,null,61289,null,3733,null,7611,null,1403,null,7933,null,1328,null,45745,null,3208,null,31921,null,1976,null,0400000US26,Michigan,26
51070,null,2360,null,16191,null,2035,null,2054,null,758,null,1681,null,710,null,149,null,245,null,845,null,514,null,687,null,391,null,373,null,349,null,14137,null,1968,null,1829,null,880,null,1573,null,852,null,726,null,613,null,330,null,422,null,517,null,390,null,256,null,265,null,12308,null,1599,null,11571,null,1664,null,2344,null,836,null,2539,null,899,null,6688,null,1210,null,737,null,580,null,34879,null,2510,null,18458,null,1939,null,12371,null,1572,null,2643,null,840,null,4818,null,1223,null,4910,null,1128,null,6087,null,1186,null,16421,null,2237,null,3805,null,1131,null,2867,null,905,null,553,null,341,null,474,null,384,null,1840,null,771,null,938,null,496,null,12616,null,1844,null,9745,null,1699,null,1375,null,614,null,2610,null,868,null,5760,null,1365,null,2871,null,874,null,0400000US27,Minnesota,27
254829,null,5751,null,81368,null,4232,null,13709,null,1776,null,8077,null,1449,null,913,null,574,null,2713,null,1061,null,4451,null,981,null,5632,null,1331,null,67659,null,3656,null,6331,null,1587,null,4583,null,1367,null,986,null,676,null,1534,null,762,null,2063,null,832,null,1748,null,780,null,61328,null,3464,null,52731,null,3499,null,9326,null,1818,null,14840,null,2058,null,28565,null,2969,null,8597,null,1594,null,173461,null,4515,null,94134,null,4333,null,45910,null,3807,null,5453,null,1301,null,10116,null,1836,null,30341,null,2960,null,48224,null,3089,null,79327,null,3898,null,16036,null,1889,null,8412,null,1677,null,1859,null,854,null,508,null,375,null,6045,null,1336,null,7624,null,1262,null,63291,null,3714,null,40385,null,3138,null,5353,null,1173,null,5374,null,1237,null,29658,null,2608,null,22906,null,2070,null,0400000US28,Mississippi,28
156570,null,4301,null,36514,null,3045,null,2887,null,939,null,2344,null,944,null,579,null,649,null,1029,null,605,null,736,null,389,null,543,null,299,null,33627,null,2969,null,4152,null,1158,null,3217,null,1136,null,1509,null,782,null,434,null,576,null,1274,null,610,null,935,null,545,null,29475,null,2645,null,26714,null,2586,null,5730,null,1365,null,7197,null,1411,null,13787,null,1916,null,2761,null,786,null,120056,null,4290,null,56772,null,3428,null,28581,null,2571,null,4039,null,930,null,7535,null,1362,null,17007,null,2206,null,28191,null,2647,null,63284,null,3774,null,12385,null,1875,null,5818,null,1419,null,681,null,402,null,656,null,489,null,4481,null,1362,null,6567,null,1524,null,50899,null,3278,null,35092,null,2933,null,5498,null,1393,null,4383,null,1100,null,25211,null,2522,null,15807,null,2107,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
17580,null,1360,null,6180,null,1170,null,1092,null,506,null,536,null,409,null,322,null,296,null,0,null,218,null,214,null,283,null,556,null,308,null,5088,null,1007,null,592,null,501,null,592,null,501,null,362,null,333,null,0,null,218,null,230,null,361,null,0,null,218,null,4496,null,936,null,4047,null,868,null,364,null,279,null,1858,null,775,null,1825,null,626,null,449,null,360,null,11400,null,1301,null,5662,null,986,null,3004,null,817,null,427,null,282,null,976,null,560,null,1601,null,571,null,2658,null,652,null,5738,null,1114,null,1416,null,545,null,810,null,425,null,301,null,228,null,0,null,218,null,509,null,378,null,606,null,392,null,4322,null,969,null,2708,null,830,null,337,null,298,null,477,null,388,null,1894,null,780,null,1614,null,611,null,0400000US31,Nebraska,31
