B08105F_001E,B08105F_001EA,B08105F_001M,B08105F_001MA,B08105F_002E,B08105F_002EA,B08105F_002M,B08105F_002MA,B08105F_003E,B08105F_003EA,B08105F_003M,B08105F_003MA,B08105F_004E,B08105F_004EA,B08105F_004M,B08105F_004MA,B08105F_005E,B08105F_005EA,B08105F_005M,B08105F_005MA,B08105F_006E,B08105F_006EA,B08105F_006M,B08105F_006MA,B08105F_007E,B08105F_007EA,B08105F_007M,B08105F_007MA,GEO_ID,NAME,state
40846,null,3647,null,29199,null,3113,null,8898,null,1699,null,130,null,156,null,1366,null,727,null,683,null,465,null,570,null,449,null,0400000US20,Kansas,20
16999,null,2202,null,8585,null,1632,null,6207,null,1466,null,647,null,573,null,844,null,734,null,505,null,476,null,211,null,213,null,0400000US21,Kentucky,21
20700,null,2653,null,13764,null,2128,null,4743,null,1183,null,489,null,453,null,767,null,561,null,542,null,524,null,395,null,331,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
91676,null,6150,null,49799,null,5037,null,20287,null,3220,null,16015,null,2952,null,2780,null,1329,null,781,null,438,null,2014,null,858,null,0400000US24,Maryland,24
125707,null,7410,null,68380,null,5495,null,24067,null,3830,null,16488,null,2516,null,8339,null,1869,null,5361,null,2117,null,3072,null,1312,null,0400000US25,Massachusetts,25
67804,null,4882,null,47222,null,4239,null,14957,null,2889,null,499,null,387,null,2617,null,996,null,677,null,485,null,1832,null,755,null,0400000US26,Michigan,26
32369,null,3611,null,21660,null,2857,null,7253,null,2115,null,1356,null,543,null,620,null,368,null,589,null,388,null,891,null,454,null,0400000US27,Minnesota,27
10335,null,2311,null,4342,null,1402,null,4983,null,1520,null,0,null,289,null,345,null,341,null,283,null,424,null,382,null,369,null,0400000US28,Mississippi,28
29004,null,2981,null,17545,null,2447,null,6091,null,1574,null,676,null,447,null,1971,null,1108,null,1569,null,1194,null,1152,null,454,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
20994,null,2496,null,15448,null,2176,null,3667,null,1099,null,75,null,123,null,719,null,448,null,251,null,208,null,834,null,499,null,0400000US31,Nebraska,31
90724,null,6081,null,63232,null,4770,null,17511,null,2764,null,4558,null,1232,null,2304,null,1032,null,2447,null,1178,null,672,null,413,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
308323,null,11961,null,150105,null,8643,null,55168,null,5343,null,45479,null,4704,null,19155,null,2890,null,32251,null,3876,null,6165,null,1400,null,0400000US34,New Jersey,34
133552,null,5847,null,102577,null,5375,null,20559,null,2837,null,475,null,350,null,2279,null,956,null,2121,null,982,null,5541,null,1582,null,0400000US35,New Mexico,35
739446,null,18358,null,189842,null,9382,null,65452,null,5825,null,366621,null,11923,null,71082,null,6081,null,22789,null,3434,null,23660,null,3249,null,0400000US36,New York,36
179257,null,7757,null,97193,null,5756,null,66031,null,5835,null,1986,null,942,null,5282,null,1792,null,4771,null,1563,null,3994,null,1013,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43824,null,3879,null,31158,null,3209,null,7596,null,1528,null,1505,null,784,null,2444,null,778,null,348,null,255,null,773,null,367,null,0400000US39,Ohio,39
45212,null,3594,null,30834,null,3305,null,11050,null,2033,null,411,null,378,null,1114,null,819,null,751,null,385,null,1052,null,562,null,0400000US40,Oklahoma,40
60778,null,6332,null,37676,null,3781,null,14627,null,3225,null,1587,null,677,null,2485,null,936,null,1052,null,524,null,3351,null,1885,null,0400000US41,Oregon,41
86408,null,4902,null,50642,null,4138,null,17479,null,2733,null,8962,null,1734,null,5078,null,1471,null,2039,null,906,null,2208,null,810,null,0400000US42,Pennsylvania,42
27021,null,3033,null,17760,null,2884,null,5050,null,1340,null,1568,null,963,null,1256,null,602,null,151,null,191,null,1236,null,577,null,0400000US44,Rhode Island,44
28739,null,3248,null,13370,null,2027,null,13227,null,2305,null,42,null,68,null,510,null,275,null,907,null,580,null,683,null,373,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
38275,null,4254,null,25051,null,3576,null,10992,null,2158,null,310,null,272,null,475,null,320,null,1350,null,987,null,97,null,117,null,0400000US47,Tennessee,47
1270515,null,23885,null,910727,null,18256,null,241622,null,11941,null,29828,null,3355,null,24502,null,2461,null,39095,null,4726,null,24741,null,3028,null,0400000US48,Texas,48
34457,null,3704,null,23655,null,3012,null,6834,null,1509,null,1108,null,665,null,1508,null,571,null,789,null,790,null,563,null,327,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
110000,null,6370,null,64825,null,4911,null,26487,null,3659,null,11176,null,2218,null,2549,null,790,null,1395,null,875,null,3568,null,1119,null,0400000US51,Virginia,51
111794,null,6176,null,73707,null,5099,null,24071,null,3321,null,5480,null,1542,null,5048,null,2019,null,1057,null,417,null,2431,null,908,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
64987,null,3672,null,44005,null,2863,null,12845,null,1977,null,2476,null,947,null,3241,null,1365,null,1411,null,612,null,1009,null,464,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
142518,null,7246,null,101533,null,5719,null,17862,null,2261,null,7143,null,1633,null,6497,null,1512,null,8226,null,1789,null,1257,null,569,null,0400000US72,Puerto Rico,72
