C23002D_001E,C23002D_001EA,C23002D_001M,C23002D_001MA,C23002D_002E,C23002D_002EA,C23002D_002M,C23002D_002MA,C23002D_003E,C23002D_003EA,C23002D_003M,C23002D_003MA,C23002D_004E,C23002D_004EA,C23002D_004M,C23002D_004MA,C23002D_005E,C23002D_005EA,C23002D_005M,C23002D_005MA,C23002D_006E,C23002D_006EA,C23002D_006M,C23002D_006MA,C23002D_007E,C23002D_007EA,C23002D_007M,C23002D_007MA,C23002D_008E,C23002D_008EA,C23002D_008M,C23002D_008MA,C23002D_009E,C23002D_009EA,C23002D_009M,C23002D_009MA,C23002D_010E,C23002D_010EA,C23002D_010M,C23002D_010MA,C23002D_011E,C23002D_011EA,C23002D_011M,C23002D_011MA,C23002D_012E,C23002D_012EA,C23002D_012M,C23002D_012MA,C23002D_013E,C23002D_013EA,C23002D_013M,C23002D_013MA,C23002D_014E,C23002D_014EA,C23002D_014M,C23002D_014MA,C23002D_015E,C23002D_015EA,C23002D_015M,C23002D_015MA,C23002D_016E,C23002D_016EA,C23002D_016M,C23002D_016MA,C23002D_017E,C23002D_017EA,C23002D_017M,C23002D_017MA,C23002D_018E,C23002D_018EA,C23002D_018M,C23002D_018MA,C23002D_019E,C23002D_019EA,C23002D_019M,C23002D_019MA,C23002D_020E,C23002D_020EA,C23002D_020M,C23002D_020MA,C23002D_021E,C23002D_021EA,C23002D_021M,C23002D_021MA,C23002D_022E,C23002D_022EA,C23002D_022M,C23002D_022MA,C23002D_023E,C23002D_023EA,C23002D_023M,C23002D_023MA,C23002D_024E,C23002D_024EA,C23002D_024M,C23002D_024MA,C23002D_025E,C23002D_025EA,C23002D_025M,C23002D_025MA,C23002D_026E,C23002D_026EA,C23002D_026M,C23002D_026MA,C23002D_027E,C23002D_027EA,C23002D_027M,C23002D_027MA,GEO_ID,NAME,state
204038,null,3024,null,98677,null,1861,null,92520,null,1975,null,74673,null,2268,null,1121,null,512,null,73552,null,2289,null,70251,null,2366,null,3301,null,796,null,17847,null,1557,null,6157,null,926,null,1628,null,574,null,1516,null,553,null,112,null,164,null,4529,null,868,null,105361,null,2407,null,97996,null,2376,null,60351,null,2699,null,47,null,78,null,60304,null,2686,null,56562,null,2707,null,3742,null,842,null,37645,null,2773,null,7365,null,1096,null,836,null,395,null,836,null,395,null,0,null,296,null,6529,null,997,null,0400000US13,Georgia,13
437132,null,6617,null,201613,null,3908,null,154204,null,3759,null,124426,null,3970,null,1474,null,543,null,122952,null,3854,null,120204,null,3967,null,2748,null,718,null,29778,null,2413,null,47409,null,923,null,7714,null,1158,null,7677,null,1158,null,37,null,63,null,39695,null,1431,null,235519,null,4641,null,168295,null,4214,null,123888,null,4098,null,544,null,387,null,123344,null,4082,null,119562,null,4083,null,3782,null,849,null,44407,null,3147,null,67224,null,1150,null,7839,null,1112,null,7661,null,1130,null,178,null,262,null,59385,null,1547,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
442435,null,3631,null,215920,null,2395,null,196668,null,2232,null,160603,null,2960,null,143,null,175,null,160460,null,2948,null,152838,null,2966,null,7622,null,1433,null,36065,null,2512,null,19252,null,692,null,5055,null,952,null,5002,null,946,null,53,null,76,null,14197,null,1213,null,226515,null,2235,null,202571,null,2140,null,130110,null,4003,null,204,null,280,null,129906,null,3981,null,124044,null,4056,null,5862,null,1347,null,72461,null,3697,null,23944,null,893,null,3458,null,921,null,3245,null,903,null,213,null,181,null,20486,null,1130,null,0400000US17,Illinois,17
64289,null,2077,null,31826,null,1519,null,29618,null,1511,null,20909,null,1582,null,0,null,265,null,20909,null,1582,null,20156,null,1576,null,753,null,471,null,8709,null,1169,null,2208,null,658,null,484,null,376,null,484,null,376,null,0,null,265,null,1724,null,515,null,32463,null,1357,null,30264,null,1365,null,18013,null,1701,null,47,null,84,null,17966,null,1711,null,16902,null,1615,null,1064,null,502,null,12251,null,1456,null,2199,null,471,null,187,null,180,null,187,null,180,null,0,null,265,null,2012,null,449,null,0400000US18,Indiana,18
36400,null,1603,null,18661,null,1341,null,17109,null,1185,null,14003,null,1185,null,32,null,53,null,13971,null,1177,null,13498,null,1195,null,473,null,315,null,3106,null,848,null,1552,null,524,null,640,null,333,null,640,null,333,null,0,null,226,null,912,null,411,null,17739,null,1187,null,16351,null,1252,null,9699,null,1236,null,0,null,226,null,9699,null,1236,null,9529,null,1241,null,170,null,185,null,6652,null,884,null,1388,null,464,null,344,null,307,null,344,null,307,null,0,null,226,null,1044,null,443,null,0400000US19,Iowa,19
46358,null,1771,null,21851,null,1351,null,20210,null,1310,null,16684,null,1377,null,93,null,107,null,16591,null,1365,null,15513,null,1412,null,1078,null,637,null,3526,null,965,null,1641,null,387,null,564,null,303,null,391,null,238,null,173,null,199,null,1077,null,427,null,24507,null,1612,null,22547,null,1669,null,15679,null,1617,null,7,null,14,null,15672,null,1615,null,14450,null,1600,null,1222,null,592,null,6868,null,1440,null,1960,null,515,null,530,null,333,null,530,null,333,null,0,null,242,null,1430,null,495,null,0400000US20,Kansas,20
31110,null,1856,null,14796,null,1212,null,13910,null,1189,null,11007,null,1169,null,140,null,215,null,10867,null,1140,null,10637,null,1124,null,230,null,182,null,2903,null,922,null,886,null,428,null,198,null,181,null,158,null,175,null,40,null,68,null,688,null,374,null,16314,null,1234,null,15330,null,1252,null,8691,null,1249,null,0,null,271,null,8691,null,1249,null,8336,null,1222,null,355,null,289,null,6639,null,1225,null,984,null,386,null,0,null,271,null,0,null,271,null,0,null,271,null,984,null,386,null,0400000US21,Kentucky,21
47827,null,1578,null,23588,null,1485,null,21807,null,1465,null,16467,null,1861,null,0,null,269,null,16467,null,1861,null,15325,null,1702,null,1142,null,654,null,5340,null,1345,null,1781,null,419,null,344,null,257,null,344,null,257,null,0,null,269,null,1437,null,405,null,24239,null,1395,null,21921,null,1464,null,13289,null,1577,null,35,null,64,null,13254,null,1573,null,12606,null,1591,null,648,null,443,null,8632,null,1499,null,2318,null,818,null,216,null,208,null,216,null,208,null,0,null,269,null,2102,null,770,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
223544,null,2628,null,106270,null,1668,null,95213,null,1639,null,77505,null,2240,null,585,null,288,null,76920,null,2265,null,73195,null,2430,null,3725,null,919,null,17708,null,2017,null,11057,null,550,null,3618,null,762,null,3523,null,763,null,95,null,157,null,7439,null,724,null,117274,null,1629,null,104428,null,1602,null,69946,null,2425,null,221,null,209,null,69725,null,2411,null,66712,null,2353,null,3013,null,885,null,34482,null,2399,null,12846,null,622,null,1719,null,589,null,1635,null,562,null,84,null,145,null,11127,null,822,null,0400000US24,Maryland,24
249470,null,2058,null,121817,null,1426,null,111621,null,1482,null,89039,null,2544,null,133,null,158,null,88906,null,2508,null,82829,null,2832,null,6077,null,1666,null,22582,null,2272,null,10196,null,485,null,1398,null,591,null,1199,null,484,null,199,null,341,null,8798,null,722,null,127653,null,1417,null,117135,null,1443,null,76875,null,2750,null,0,null,281,null,76875,null,2750,null,72537,null,2674,null,4338,null,1244,null,40260,null,2836,null,10518,null,810,null,1486,null,560,null,1454,null,559,null,32,null,56,null,9032,null,924,null,0400000US25,Massachusetts,25
185062,null,2390,null,91108,null,1534,null,84993,null,1670,null,67934,null,1901,null,0,null,237,null,67934,null,1901,null,64173,null,2029,null,3761,null,904,null,17059,null,1726,null,6115,null,594,null,1819,null,434,null,1819,null,434,null,0,null,237,null,4296,null,707,null,93954,null,1761,null,85959,null,1827,null,51200,null,2595,null,0,null,237,null,51200,null,2595,null,48443,null,2599,null,2757,null,690,null,34759,null,2351,null,7995,null,680,null,1048,null,405,null,1048,null,405,null,0,null,237,null,6947,null,705,null,0400000US26,Michigan,26
131231,null,2195,null,64308,null,1613,null,60373,null,1647,null,48655,null,2074,null,90,null,157,null,48565,null,2059,null,45875,null,2159,null,2690,null,739,null,11718,null,1442,null,3935,null,608,null,886,null,439,null,729,null,427,null,157,null,138,null,3049,null,584,null,66923,null,1390,null,62416,null,1475,null,43289,null,1956,null,0,null,211,null,43289,null,1956,null,40955,null,2083,null,2334,null,696,null,19127,null,1787,null,4507,null,471,null,539,null,294,null,539,null,294,null,0,null,211,null,3968,null,529,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
63395,null,2103,null,28608,null,1519,null,26197,null,1511,null,20120,null,1457,null,243,null,214,null,19877,null,1461,null,19382,null,1432,null,495,null,266,null,6077,null,1132,null,2411,null,483,null,739,null,355,null,739,null,355,null,0,null,255,null,1672,null,490,null,34787,null,1485,null,31999,null,1577,null,18857,null,1715,null,0,null,255,null,18857,null,1715,null,18196,null,1715,null,661,null,460,null,13142,null,1638,null,2788,null,560,null,380,null,280,null,380,null,280,null,0,null,255,null,2408,null,522,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
127566,null,2258,null,56926,null,1429,null,49466,null,1356,null,40126,null,1642,null,287,null,200,null,39839,null,1625,null,38608,null,1587,null,1231,null,501,null,9340,null,1316,null,7460,null,402,null,1746,null,543,null,1679,null,523,null,67,null,113,null,5714,null,527,null,70640,null,1416,null,60515,null,1351,null,42016,null,2066,null,38,null,63,null,41978,null,2059,null,40249,null,2083,null,1729,null,655,null,18499,null,1954,null,10125,null,471,null,1356,null,408,null,1232,null,392,null,124,null,141,null,8769,null,558,null,0400000US32,Nevada,32
21119,null,1193,null,9265,null,937,null,9226,null,930,null,7745,null,873,null,0,null,253,null,7745,null,873,null,7228,null,856,null,517,null,435,null,1481,null,632,null,39,null,62,null,0,null,253,null,0,null,253,null,0,null,253,null,39,null,62,null,11854,null,977,null,10755,null,1046,null,6932,null,1078,null,0,null,253,null,6932,null,1078,null,5889,null,932,null,1043,null,695,null,3823,null,851,null,1099,null,554,null,306,null,221,null,306,null,221,null,0,null,253,null,793,null,513,null,0400000US33,New Hampshire,33
515110,null,3352,null,253693,null,2168,null,231569,null,2139,null,193077,null,3392,null,166,null,177,null,192911,null,3367,null,185716,null,3231,null,7195,null,1412,null,38492,null,2857,null,22124,null,687,null,5645,null,964,null,5243,null,871,null,402,null,327,null,16479,null,1087,null,261417,null,2034,null,233679,null,1975,null,151645,null,3927,null,175,null,206,null,151470,null,3896,null,144175,null,3990,null,7295,null,1200,null,82034,null,3974,null,27738,null,617,null,3482,null,711,null,3226,null,683,null,256,null,232,null,24256,null,1005,null,0400000US34,New Jersey,34
21747,null,1266,null,10303,null,1037,null,9492,null,1022,null,7960,null,968,null,341,null,202,null,7619,null,958,null,7043,null,873,null,576,null,376,null,1532,null,497,null,811,null,356,null,124,null,171,null,124,null,171,null,0,null,281,null,687,null,368,null,11444,null,1016,null,10184,null,1014,null,6963,null,970,null,36,null,65,null,6927,null,973,null,6702,null,947,null,225,null,227,null,3221,null,719,null,1260,null,428,null,94,null,116,null,94,null,116,null,0,null,281,null,1166,null,447,null,0400000US35,New Mexico,35
1078202,null,6012,null,528090,null,3824,null,474903,null,3596,null,374933,null,5642,null,1097,null,686,null,373836,null,5505,null,355535,null,5883,null,18301,null,2627,null,99970,null,4923,null,53187,null,928,null,10762,null,1473,null,10405,null,1428,null,357,null,244,null,42425,null,1604,null,550112,null,3604,null,485821,null,3429,null,293684,null,5178,null,100,null,166,null,293584,null,5186,null,275576,null,5667,null,18008,null,2032,null,192137,null,5315,null,64291,null,965,null,5577,null,1097,null,5344,null,1066,null,233,null,275,null,58714,null,1346,null,0400000US36,New York,36
126750,null,2639,null,59865,null,2138,null,56116,null,2175,null,45580,null,2184,null,1574,null,412,null,44006,null,2237,null,41648,null,2162,null,2358,null,968,null,10536,null,1284,null,3749,null,679,null,1023,null,431,null,1023,null,431,null,0,null,287,null,2726,null,710,null,66885,null,1793,null,62025,null,1838,null,37400,null,2464,null,0,null,287,null,37400,null,2464,null,35437,null,2452,null,1963,null,710,null,24625,null,2001,null,4860,null,732,null,350,null,289,null,350,null,289,null,0,null,287,null,4510,null,663,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
143003,null,3139,null,67975,null,1952,null,63174,null,1818,null,50864,null,2066,null,129,null,116,null,50735,null,2064,null,49053,null,2030,null,1682,null,616,null,12310,null,1582,null,4801,null,565,null,1477,null,460,null,1477,null,460,null,0,null,265,null,3324,null,602,null,75028,null,1956,null,67893,null,2022,null,42834,null,2350,null,0,null,265,null,42834,null,2350,null,40258,null,2317,null,2576,null,733,null,25059,null,1950,null,7135,null,865,null,1168,null,436,null,1168,null,436,null,0,null,265,null,5967,null,824,null,0400000US39,Ohio,39
46520,null,2029,null,22642,null,1213,null,21248,null,1190,null,16796,null,1367,null,386,null,361,null,16410,null,1381,null,15912,null,1375,null,498,null,350,null,4452,null,1235,null,1394,null,511,null,289,null,217,null,289,null,217,null,0,null,246,null,1105,null,489,null,23878,null,1313,null,21812,null,1319,null,14872,null,1344,null,102,null,128,null,14770,null,1333,null,13789,null,1262,null,981,null,417,null,6940,null,1011,null,2066,null,545,null,384,null,292,null,384,null,292,null,0,null,246,null,1682,null,492,null,0400000US40,Oklahoma,40
105753,null,2370,null,49580,null,1616,null,45402,null,1633,null,35808,null,1863,null,105,null,131,null,35703,null,1864,null,34195,null,1937,null,1508,null,780,null,9594,null,1516,null,4178,null,472,null,566,null,348,null,471,null,295,null,95,null,145,null,3612,null,434,null,56173,null,1990,null,49749,null,1933,null,32077,null,2181,null,0,null,273,null,32077,null,2181,null,30280,null,2203,null,1797,null,632,null,17672,null,1646,null,6424,null,829,null,723,null,535,null,723,null,535,null,0,null,273,null,5701,null,741,null,0400000US41,Oregon,41
231655,null,2336,null,113729,null,2027,null,105043,null,2070,null,81771,null,2386,null,111,null,140,null,81660,null,2383,null,77020,null,2237,null,4640,null,1115,null,23272,null,1765,null,8686,null,580,null,1313,null,356,null,1281,null,361,null,32,null,50,null,7373,null,645,null,117926,null,1737,null,107228,null,1830,null,67584,null,2624,null,0,null,242,null,67584,null,2624,null,63485,null,2608,null,4099,null,990,null,39644,null,2627,null,10698,null,538,null,1284,null,535,null,1284,null,535,null,0,null,242,null,9414,null,695,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
44075,null,2115,null,20435,null,2155,null,17675,null,1694,null,15092,null,1647,null,612,null,451,null,14480,null,1620,null,14020,null,1568,null,460,null,371,null,2583,null,807,null,2760,null,1111,null,1322,null,1058,null,623,null,468,null,699,null,962,null,1438,null,600,null,23640,null,1482,null,21667,null,1491,null,13486,null,1443,null,696,null,688,null,12790,null,1446,null,12177,null,1385,null,613,null,374,null,8181,null,1521,null,1973,null,717,null,270,null,260,null,201,null,237,null,69,null,121,null,1703,null,630,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
61624,null,2215,null,30085,null,1504,null,27678,null,1447,null,22732,null,1469,null,201,null,195,null,22531,null,1456,null,21858,null,1462,null,673,null,378,null,4946,null,1098,null,2407,null,646,null,535,null,334,null,457,null,331,null,78,null,129,null,1872,null,563,null,31539,null,1414,null,29421,null,1439,null,17477,null,1708,null,0,null,281,null,17477,null,1708,null,16734,null,1659,null,743,null,380,null,11944,null,1712,null,2118,null,493,null,393,null,257,null,393,null,257,null,0,null,281,null,1725,null,429,null,0400000US47,Tennessee,47
628078,null,4847,null,305612,null,3426,null,282554,null,3294,null,223699,null,4118,null,1555,null,493,null,222144,null,4147,null,211906,null,4128,null,10238,null,1683,null,58855,null,3724,null,23058,null,874,null,5842,null,1073,null,5381,null,1015,null,461,null,501,null,17216,null,1183,null,322466,null,3028,null,292489,null,3151,null,175797,null,4834,null,427,null,291,null,175370,null,4872,null,167663,null,4953,null,7707,null,1279,null,116692,null,4649,null,29977,null,1237,null,3155,null,832,null,3062,null,840,null,93,null,113,null,26822,null,1411,null,0400000US48,Texas,48
40084,null,1644,null,18544,null,1033,null,17165,null,1013,null,13285,null,1203,null,265,null,241,null,13020,null,1212,null,12714,null,1197,null,306,null,251,null,3880,null,841,null,1379,null,240,null,215,null,192,null,215,null,192,null,0,null,261,null,1164,null,261,null,21540,null,1122,null,19657,null,1166,null,12225,null,1170,null,0,null,261,null,12225,null,1170,null,11992,null,1156,null,233,null,113,null,7432,null,1128,null,1883,null,204,null,113,null,128,null,113,null,128,null,0,null,261,null,1770,null,212,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
296775,null,3333,null,137710,null,2404,null,125471,null,2493,null,103742,null,2685,null,2411,null,771,null,101331,null,2859,null,98256,null,2885,null,3075,null,916,null,21729,null,2115,null,12239,null,766,null,3941,null,903,null,3625,null,841,null,316,null,285,null,8298,null,1034,null,159065,null,2267,null,143425,null,2433,null,97896,null,3544,null,465,null,311,null,97431,null,3578,null,93864,null,3497,null,3567,null,947,null,45529,null,3095,null,15640,null,995,null,2149,null,533,null,2027,null,493,null,122,null,141,null,13491,null,1058,null,0400000US51,Virginia,51
