C17010F_001E,C17010F_001EA,C17010F_001M,C17010F_001MA,C17010F_002E,C17010F_002EA,C17010F_002M,C17010F_002MA,C17010F_003E,C17010F_003EA,C17010F_003M,C17010F_003MA,C17010F_004E,C17010F_004EA,C17010F_004M,C17010F_004MA,C17010F_005E,C17010F_005EA,C17010F_005M,C17010F_005MA,C17010F_006E,C17010F_006EA,C17010F_006M,C17010F_006MA,C17010F_007E,C17010F_007EA,C17010F_007M,C17010F_007MA,C17010F_008E,C17010F_008EA,C17010F_008M,C17010F_008MA,C17010F_009E,C17010F_009EA,C17010F_009M,C17010F_009MA,C17010F_010E,C17010F_010EA,C17010F_010M,C17010F_010MA,C17010F_011E,C17010F_011EA,C17010F_011M,C17010F_011MA,C17010F_012E,C17010F_012EA,C17010F_012M,C17010F_012MA,C17010F_013E,C17010F_013EA,C17010F_013M,C17010F_013MA,C17010F_014E,C17010F_014EA,C17010F_014M,C17010F_014MA,C17010F_015E,C17010F_015EA,C17010F_015M,C17010F_015MA,C17010F_016E,C17010F_016EA,C17010F_016M,C17010F_016MA,C17010F_017E,C17010F_017EA,C17010F_017M,C17010F_017MA,GEO_ID,NAME,state
242610,null,5859,null,39235,null,3940,null,18800,null,2437,null,16491,null,2411,null,20435,null,2564,null,2941,null,882,null,2344,null,766,null,17494,null,2338,null,15961,null,2030,null,203375,null,5066,null,141228,null,5892,null,105077,null,4950,null,62147,null,4866,null,28206,null,3123,null,18249,null,2343,null,33941,null,3351,null,25529,null,3056,null,0400000US17,Illinois,17
32870,null,2297,null,6470,null,1514,null,3031,null,879,null,2613,null,829,null,3439,null,1275,null,773,null,517,null,600,null,430,null,2666,null,1098,null,2666,null,1098,null,26400,null,2104,null,16347,null,1892,null,11750,null,1664,null,10053,null,1684,null,6044,null,1407,null,3730,null,1187,null,4009,null,1060,null,2573,null,789,null,0400000US18,Indiana,18
10971,null,1529,null,1977,null,690,null,595,null,329,null,558,null,319,null,1382,null,648,null,387,null,378,null,299,null,357,null,995,null,495,null,995,null,495,null,8994,null,1350,null,6139,null,1153,null,4525,null,937,null,2855,null,899,null,1403,null,580,null,931,null,495,null,1452,null,600,null,1147,null,592,null,0400000US19,Iowa,19
19635,null,1950,null,5457,null,1233,null,2987,null,950,null,2561,null,937,null,2470,null,952,null,518,null,406,null,518,null,406,null,1952,null,736,null,1858,null,723,null,14178,null,1719,null,10025,null,1660,null,7181,null,1471,null,4153,null,1048,null,2280,null,930,null,1362,null,686,null,1873,null,680,null,1567,null,706,null,0400000US20,Kansas,20
5991,null,1091,null,1447,null,625,null,1113,null,596,null,785,null,474,null,334,null,246,null,0,null,271,null,0,null,271,null,334,null,246,null,334,null,246,null,4544,null,908,null,2811,null,842,null,1716,null,608,null,1733,null,528,null,1030,null,380,null,169,null,167,null,703,null,407,null,384,null,432,null,0400000US21,Kentucky,21
8102,null,1340,null,924,null,474,null,429,null,293,null,416,null,292,null,495,null,444,null,264,null,384,null,0,null,269,null,231,null,230,null,231,null,230,null,7178,null,1345,null,4703,null,1116,null,2416,null,822,null,2475,null,832,null,1226,null,593,null,625,null,435,null,1249,null,488,null,538,null,334,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
37833,null,2510,null,3325,null,1031,null,960,null,523,null,562,null,462,null,2365,null,887,null,739,null,599,null,739,null,599,null,1626,null,734,null,1355,null,693,null,34508,null,2549,null,23521,null,2431,null,17861,null,2212,null,10987,null,1720,null,5385,null,1324,null,3625,null,956,null,5602,null,1206,null,4695,null,1140,null,0400000US24,Maryland,24
65165,null,4215,null,19605,null,2411,null,3635,null,1008,null,2034,null,657,null,15970,null,2281,null,2134,null,932,null,1713,null,833,null,13836,null,2102,null,12953,null,2093,null,45560,null,3721,null,22384,null,2558,null,15006,null,2406,null,23176,null,2872,null,8345,null,1749,null,4722,null,1317,null,14831,null,2395,null,10337,null,2071,null,0400000US25,Massachusetts,25
36898,null,2608,null,7921,null,1518,null,2660,null,875,null,2512,null,847,null,5261,null,1236,null,1029,null,657,null,1029,null,657,null,4232,null,1049,null,3745,null,1030,null,28977,null,2470,null,19745,null,2065,null,13415,null,1764,null,9232,null,1619,null,4625,null,1177,null,2121,null,802,null,4607,null,1347,null,3895,null,1282,null,0400000US26,Michigan,26
15110,null,1635,null,2820,null,889,null,909,null,416,null,909,null,416,null,1911,null,789,null,388,null,385,null,388,null,385,null,1523,null,710,null,1376,null,636,null,12290,null,1609,null,8428,null,1455,null,6361,null,1259,null,3862,null,1179,null,1860,null,740,null,996,null,506,null,2002,null,798,null,1664,null,736,null,0400000US27,Minnesota,27
3073,null,749,null,898,null,576,null,643,null,497,null,643,null,497,null,255,null,313,null,159,null,218,null,0,null,289,null,96,null,164,null,96,null,164,null,2175,null,637,null,1134,null,424,null,560,null,310,null,1041,null,514,null,437,null,275,null,91,null,126,null,604,null,405,null,240,null,208,null,0400000US28,Mississippi,28
12240,null,1569,null,2049,null,768,null,1119,null,518,null,943,null,472,null,930,null,518,null,148,null,165,null,132,null,161,null,782,null,513,null,726,null,504,null,10191,null,1463,null,7284,null,1310,null,5127,null,1259,null,2907,null,804,null,1872,null,726,null,1138,null,585,null,1035,null,452,null,694,null,386,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
9625,null,1295,null,1993,null,620,null,744,null,379,null,527,null,319,null,1249,null,563,null,334,null,338,null,334,null,338,null,915,null,459,null,915,null,459,null,7632,null,1312,null,5279,null,1084,null,3945,null,1009,null,2353,null,810,null,1310,null,645,null,1223,null,623,null,1043,null,430,null,731,null,351,null,0400000US31,Nebraska,31
45085,null,3078,null,6624,null,1543,null,2422,null,787,null,2099,null,748,null,4202,null,1229,null,769,null,646,null,769,null,646,null,3433,null,960,null,3354,null,967,null,38461,null,3165,null,25522,null,2895,null,18587,null,2343,null,12939,null,1896,null,6901,null,1531,null,4698,null,1344,null,6038,null,1246,null,4357,null,1047,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
146791,null,5249,null,26016,null,2414,null,7456,null,1631,null,5582,null,1343,null,18560,null,2325,null,2865,null,822,null,2364,null,786,null,15695,null,2260,null,14108,null,1979,null,120775,null,5123,null,73488,null,3663,null,48713,null,3463,null,47287,null,3929,null,19438,null,2545,null,9574,null,2062,null,27849,null,3087,null,19345,null,2445,null,0400000US34,New Jersey,34
76347,null,3879,null,13511,null,1843,null,4243,null,1132,null,2306,null,888,null,9268,null,1476,null,2098,null,754,null,1860,null,743,null,7170,null,1482,null,7077,null,1492,null,62836,null,3509,null,43868,null,2771,null,25793,null,2097,null,18968,null,1972,null,7703,null,1553,null,4571,null,1136,null,11265,null,1793,null,7972,null,1412,null,0400000US35,New Mexico,35
398882,null,9052,null,98914,null,4682,null,22262,null,2514,null,16823,null,2118,null,76652,null,4614,null,9458,null,1763,null,7387,null,1590,null,67194,null,4342,null,60206,null,4152,null,299968,null,8357,null,160023,null,7546,null,100355,null,5829,null,139945,null,6647,null,43383,null,3855,null,23844,null,2867,null,96562,null,5002,null,62058,null,4221,null,0400000US36,New York,36
78759,null,5040,null,20114,null,2419,null,12339,null,2427,null,11276,null,2261,null,7775,null,1546,null,2548,null,933,null,2225,null,770,null,5227,null,1191,null,5104,null,1212,null,58645,null,4464,null,39102,null,3562,null,29586,null,3109,null,19543,null,2865,null,11539,null,2272,null,5943,null,1620,null,8004,null,1549,null,5965,null,1299,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
21417,null,1674,null,4815,null,1175,null,1871,null,711,null,1445,null,661,null,2944,null,844,null,370,null,338,null,370,null,338,null,2574,null,803,null,2574,null,803,null,16602,null,1688,null,11092,null,1364,null,7296,null,1296,null,5510,null,1238,null,1517,null,703,null,908,null,546,null,3993,null,1113,null,2723,null,895,null,0400000US39,Ohio,39
23611,null,2434,null,6615,null,1459,null,3237,null,1228,null,2902,null,1192,null,3378,null,975,null,307,null,281,null,196,null,262,null,3071,null,897,null,3036,null,898,null,16996,null,1911,null,13405,null,1789,null,9440,null,1517,null,3591,null,804,null,1757,null,661,null,1037,null,512,null,1834,null,509,null,681,null,306,null,0400000US40,Oklahoma,40
25207,null,2620,null,4117,null,1053,null,1430,null,561,null,1257,null,544,null,2687,null,928,null,421,null,332,null,421,null,332,null,2266,null,888,null,2266,null,888,null,21090,null,2290,null,15867,null,2255,null,11957,null,1917,null,5223,null,1252,null,2785,null,1085,null,2082,null,904,null,2438,null,776,null,2127,null,729,null,0400000US41,Oregon,41
54054,null,3248,null,18911,null,2093,null,4613,null,1193,null,4186,null,1167,null,14298,null,1877,null,1715,null,880,null,1382,null,819,null,12583,null,1762,null,11688,null,1747,null,35143,null,2697,null,20674,null,1833,null,14345,null,1882,null,14469,null,2220,null,5025,null,1108,null,3145,null,984,null,9444,null,1755,null,7385,null,1505,null,0400000US42,Pennsylvania,42
13784,null,1510,null,4489,null,1018,null,832,null,480,null,788,null,477,null,3657,null,888,null,0,null,285,null,0,null,285,null,3657,null,888,null,3479,null,872,null,9295,null,1223,null,5635,null,1009,null,3934,null,908,null,3660,null,977,null,697,null,397,null,232,null,221,null,2963,null,845,null,2603,null,784,null,0400000US44,Rhode Island,44
12081,null,1439,null,1865,null,616,null,999,null,400,null,818,null,376,null,866,null,426,null,352,null,273,null,277,null,237,null,514,null,314,null,477,null,305,null,10216,null,1371,null,6728,null,1333,null,5338,null,1233,null,3488,null,1057,null,2315,null,858,null,751,null,415,null,1173,null,547,null,943,null,522,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
14823,null,1957,null,4104,null,1332,null,1695,null,755,null,1377,null,656,null,2409,null,1074,null,895,null,676,null,807,null,662,null,1514,null,835,null,1464,null,831,null,10719,null,1705,null,7763,null,1510,null,5436,null,1166,null,2956,null,918,null,1749,null,652,null,885,null,506,null,1207,null,596,null,1090,null,570,null,0400000US47,Tennessee,47
658608,null,13343,null,139570,null,6377,null,68478,null,4829,null,58134,null,4946,null,71092,null,4429,null,12567,null,2271,null,10644,null,2206,null,58525,null,3837,null,53981,null,3739,null,519038,null,12285,null,375071,null,10166,null,255536,null,8981,null,143967,null,5769,null,57878,null,3555,null,32821,null,3421,null,86089,null,4828,null,59167,null,3929,null,0400000US48,Texas,48
16168,null,2018,null,2791,null,798,null,1205,null,569,null,1055,null,607,null,1586,null,696,null,125,null,140,null,107,null,126,null,1461,null,683,null,1432,null,669,null,13377,null,1826,null,9647,null,1491,null,7241,null,1420,null,3730,null,1029,null,1793,null,720,null,1111,null,525,null,1937,null,612,null,1564,null,527,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
39605,null,3003,null,3969,null,1063,null,1684,null,753,null,1458,null,706,null,2285,null,779,null,256,null,261,null,256,null,261,null,2029,null,778,null,2004,null,773,null,35636,null,3117,null,22467,null,2488,null,17578,null,2261,null,13169,null,1963,null,5766,null,1294,null,4159,null,1144,null,7403,null,1509,null,5578,null,1384,null,0400000US51,Virginia,51
53826,null,3783,null,10912,null,1719,null,3316,null,1018,null,2934,null,975,null,7596,null,1559,null,1321,null,561,null,1031,null,512,null,6275,null,1461,null,6154,null,1455,null,42914,null,3516,null,28941,null,3250,null,22367,null,2882,null,13973,null,2014,null,7022,null,1522,null,3626,null,1194,null,6951,null,1325,null,5087,null,1167,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
28551,null,2178,null,5099,null,1175,null,1881,null,666,null,1417,null,623,null,3218,null,1037,null,1058,null,579,null,840,null,515,null,2160,null,780,null,1723,null,682,null,23452,null,1853,null,14579,null,1568,null,11007,null,1337,null,8873,null,1440,null,4414,null,1145,null,2310,null,930,null,4459,null,979,null,3770,null,994,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
106124,null,4762,null,49170,null,2798,null,20091,null,2049,null,10593,null,1523,null,29079,null,2368,null,4750,null,954,null,3455,null,815,null,24329,null,2196,null,18557,null,1832,null,56954,null,3514,null,36244,null,2972,null,15822,null,2006,null,20710,null,2313,null,4472,null,1162,null,2206,null,747,null,16238,null,1906,null,7449,null,1304,null,0400000US72,Puerto Rico,72
