B19101B_001E,B19101B_001EA,B19101B_001M,B19101B_001MA,B19101B_002E,B19101B_002EA,B19101B_002M,B19101B_002MA,B19101B_003E,B19101B_003EA,B19101B_003M,B19101B_003MA,B19101B_004E,B19101B_004EA,B19101B_004M,B19101B_004MA,B19101B_005E,B19101B_005EA,B19101B_005M,B19101B_005MA,B19101B_006E,B19101B_006EA,B19101B_006M,B19101B_006MA,B19101B_007E,B19101B_007EA,B19101B_007M,B19101B_007MA,B19101B_008E,B19101B_008EA,B19101B_008M,B19101B_008MA,B19101B_009E,B19101B_009EA,B19101B_009M,B19101B_009MA,B19101B_010E,B19101B_010EA,B19101B_010M,B19101B_010MA,B19101B_011E,B19101B_011EA,B19101B_011M,B19101B_011MA,B19101B_012E,B19101B_012EA,B19101B_012M,B19101B_012MA,B19101B_013E,B19101B_013EA,B19101B_013M,B19101B_013MA,B19101B_014E,B19101B_014EA,B19101B_014M,B19101B_014MA,B19101B_015E,B19101B_015EA,B19101B_015M,B19101B_015MA,B19101B_016E,B19101B_016EA,B19101B_016M,B19101B_016MA,B19101B_017E,B19101B_017EA,B19101B_017M,B19101B_017MA,GEO_ID,NAME,state
6175,null,1425,null,65,null,108,null,182,null,245,null,0,null,271,null,0,null,271,null,595,null,639,null,420,null,373,null,785,null,701,null,207,null,200,null,377,null,538,null,766,null,647,null,535,null,381,null,810,null,515,null,663,null,440,null,242,null,217,null,528,null,396,null,0,null,271,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
419071,null,6877,null,53478,null,3969,null,28092,null,2677,null,27315,null,2526,null,26272,null,2257,null,24238,null,3059,null,27142,null,2618,null,22292,null,2718,null,20035,null,2478,null,16808,null,2196,null,32713,null,2956,null,38909,null,3355,null,48399,null,2670,null,23591,null,2468,null,13011,null,1748,null,10618,null,1435,null,6158,null,1089,null,0400000US17,Illinois,17
126529,null,3919,null,16509,null,2340,null,7805,null,1729,null,9944,null,1705,null,8344,null,1462,null,9413,null,1619,null,7544,null,1716,null,8081,null,1594,null,7932,null,1623,null,5556,null,1227,null,10769,null,1457,null,10707,null,1572,null,13095,null,1971,null,6046,null,1103,null,2472,null,680,null,1459,null,594,null,853,null,401,null,0400000US18,Indiana,18
14948,null,1411,null,1964,null,827,null,2315,null,788,null,1166,null,534,null,1685,null,813,null,802,null,568,null,865,null,509,null,611,null,386,null,684,null,450,null,256,null,208,null,1461,null,755,null,826,null,403,null,1372,null,608,null,514,null,309,null,0,null,226,null,427,null,389,null,0,null,226,null,0400000US19,Iowa,19
37185,null,2633,null,3813,null,1154,null,1193,null,498,null,2042,null,689,null,3005,null,869,null,2712,null,771,null,2714,null,965,null,3117,null,951,null,1746,null,727,null,1775,null,747,null,3453,null,908,null,4567,null,1298,null,3327,null,898,null,2127,null,834,null,757,null,407,null,455,null,294,null,382,null,263,null,0400000US20,Kansas,20
72737,null,3522,null,11036,null,1811,null,5548,null,1368,null,5539,null,1310,null,6980,null,1212,null,5364,null,1229,null,4763,null,1123,null,4021,null,1018,null,3192,null,894,null,3589,null,930,null,5246,null,1229,null,6060,null,1211,null,5898,null,966,null,3576,null,1177,null,894,null,456,null,706,null,383,null,325,null,310,null,0400000US21,Kentucky,21
311902,null,6057,null,45317,null,3273,null,32624,null,3195,null,29679,null,2902,null,27377,null,3212,null,20666,null,2723,null,20364,null,2294,null,14940,null,1917,null,16824,null,2365,null,13360,null,1944,null,22762,null,2457,null,23233,null,2348,null,23795,null,2131,null,11520,null,1725,null,4518,null,1191,null,2847,null,765,null,2076,null,704,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
371633,null,6120,null,19230,null,2402,null,11683,null,2036,null,15034,null,1988,null,16806,null,2623,null,16597,null,2018,null,17483,null,2346,null,15541,null,2199,null,17460,null,2460,null,15497,null,1990,null,32051,null,3023,null,40246,null,3456,null,53163,null,4117,null,38631,null,3218,null,24560,null,2531,null,22333,null,2462,null,15318,null,1790,null,0400000US24,Maryland,24
79774,null,3520,null,8413,null,1529,null,4037,null,1037,null,4015,null,1174,null,4596,null,1112,null,3994,null,1126,null,4211,null,1093,null,3847,null,1072,null,5141,null,1057,null,2435,null,947,null,8403,null,1590,null,8005,null,1443,null,10765,null,1741,null,6035,null,1532,null,2710,null,788,null,1965,null,685,null,1202,null,472,null,0400000US25,Massachusetts,25
306293,null,6054,null,45518,null,3651,null,22105,null,2525,null,21897,null,2431,null,22836,null,2717,null,17745,null,2569,null,18119,null,2327,null,16691,null,2333,null,15122,null,2070,null,14419,null,2026,null,21778,null,2370,null,25650,null,2713,null,30399,null,2366,null,15767,null,1684,null,8439,null,1675,null,5760,null,1068,null,4048,null,942,null,0400000US26,Michigan,26
51070,null,2360,null,9765,null,1623,null,3139,null,1048,null,3373,null,997,null,3694,null,1193,null,3397,null,1146,null,3949,null,1047,null,2264,null,815,null,2498,null,660,null,1552,null,673,null,4575,null,1170,null,4835,null,1232,null,3934,null,1064,null,1761,null,661,null,1016,null,407,null,966,null,540,null,352,null,210,null,0400000US27,Minnesota,27
254829,null,5751,null,41912,null,3570,null,27347,null,2566,null,27584,null,2793,null,22289,null,2359,null,18724,null,2120,null,16875,null,2114,null,15626,null,2292,null,13006,null,1890,null,10363,null,1891,null,16671,null,1864,null,18003,null,2458,null,13566,null,2003,null,6549,null,1330,null,2790,null,1067,null,1920,null,785,null,1604,null,620,null,0400000US28,Mississippi,28
156570,null,4301,null,21191,null,2355,null,10602,null,1688,null,10584,null,1552,null,14199,null,2225,null,9724,null,1590,null,12794,null,2338,null,7684,null,1296,null,7537,null,1783,null,7072,null,1246,null,13395,null,1756,null,15379,null,2117,null,14065,null,1743,null,5978,null,1346,null,2740,null,774,null,2838,null,789,null,788,null,392,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
17580,null,1360,null,3809,null,977,null,1800,null,752,null,1591,null,653,null,1444,null,691,null,997,null,625,null,493,null,287,null,1093,null,461,null,375,null,325,null,1177,null,576,null,1403,null,564,null,812,null,451,null,1521,null,514,null,670,null,351,null,162,null,151,null,124,null,142,null,109,null,126,null,0400000US31,Nebraska,31
43060,null,2309,null,4158,null,1106,null,791,null,392,null,2664,null,914,null,3713,null,987,null,2080,null,649,null,2243,null,922,null,2600,null,916,null,2065,null,745,null,2416,null,922,null,4021,null,1102,null,4582,null,1211,null,5717,null,1457,null,3093,null,957,null,1469,null,669,null,797,null,299,null,651,null,429,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
269106,null,5931,null,21811,null,2820,null,11129,null,1890,null,11895,null,1609,null,14591,null,2226,null,14403,null,2075,null,13002,null,2287,null,15527,null,1957,null,13633,null,2229,null,11946,null,1729,null,22787,null,2561,null,26775,null,2405,null,38046,null,3850,null,24501,null,2202,null,11819,null,1931,null,10759,null,1586,null,6482,null,1063,null,0400000US34,New Jersey,34
9386,null,1396,null,856,null,692,null,125,null,222,null,656,null,477,null,767,null,447,null,377,null,322,null,290,null,258,null,517,null,479,null,562,null,401,null,229,null,214,null,1087,null,511,null,453,null,290,null,1406,null,497,null,1185,null,945,null,200,null,185,null,513,null,302,null,163,null,196,null,0400000US35,New Mexico,35
647739,null,8407,null,64259,null,3553,null,33668,null,3025,null,33636,null,3166,null,34951,null,2967,null,35892,null,2964,null,33344,null,3191,null,36321,null,2943,null,35288,null,3399,null,29105,null,3041,null,55298,null,4257,null,66502,null,3868,null,79324,null,4380,null,47245,null,2742,null,27798,null,2873,null,21523,null,2149,null,13585,null,1665,null,0400000US36,New York,36
465769,null,7920,null,49562,null,3448,null,33550,null,2986,null,37005,null,3396,null,33724,null,3154,null,34532,null,3337,null,30895,null,3276,null,26243,null,2547,null,26914,null,3276,null,22926,null,2689,null,41670,null,3607,null,45978,null,4205,null,42757,null,3653,null,18635,null,2313,null,10435,null,1913,null,6639,null,1290,null,4304,null,998,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
312916,null,6835,null,49325,null,3538,null,24113,null,2465,null,23391,null,2540,null,20788,null,2695,null,20347,null,2429,null,21170,null,2584,null,15265,null,2100,null,15300,null,2168,null,16621,null,2041,null,26328,null,3078,null,27695,null,2533,null,26471,null,2554,null,12295,null,1626,null,5592,null,1187,null,5029,null,1168,null,3186,null,904,null,0400000US39,Ohio,39
63928,null,2771,null,9071,null,1655,null,5140,null,1203,null,5867,null,1087,null,4161,null,1141,null,4733,null,1053,null,4003,null,934,null,3776,null,892,null,3780,null,982,null,3589,null,1046,null,4863,null,1263,null,4613,null,1107,null,5275,null,1031,null,2783,null,840,null,1535,null,541,null,590,null,361,null,149,null,169,null,0400000US40,Oklahoma,40
12424,null,1572,null,2421,null,836,null,624,null,359,null,371,null,316,null,1017,null,495,null,973,null,527,null,625,null,470,null,245,null,198,null,403,null,311,null,882,null,563,null,548,null,455,null,1566,null,756,null,1073,null,506,null,1049,null,579,null,428,null,361,null,128,null,193,null,71,null,117,null,0400000US41,Oregon,41
281167,null,5788,null,33797,null,3387,null,21471,null,2963,null,19020,null,2457,null,20293,null,2178,null,19886,null,2287,null,18684,null,2641,null,16214,null,2255,null,14453,null,1862,null,12961,null,1981,null,21381,null,2333,null,27380,null,2781,null,27070,null,2711,null,13741,null,1971,null,7158,null,1537,null,4099,null,874,null,3559,null,922,null,0400000US42,Pennsylvania,42
13132,null,1532,null,1047,null,452,null,981,null,528,null,496,null,366,null,1206,null,688,null,1475,null,736,null,325,null,323,null,544,null,425,null,594,null,479,null,602,null,403,null,1155,null,432,null,1396,null,594,null,1580,null,659,null,1052,null,518,null,157,null,154,null,359,null,323,null,163,null,268,null,0400000US44,Rhode Island,44
304488,null,6002,null,37565,null,3018,null,22152,null,2734,null,28335,null,3237,null,24809,null,2760,null,25265,null,2775,null,20711,null,3073,null,21049,null,2710,null,14026,null,2059,null,12851,null,2092,null,26988,null,2623,null,24932,null,2880,null,25076,null,2529,null,11293,null,1665,null,4822,null,1391,null,3523,null,1096,null,1091,null,576,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
241372,null,5710,null,31582,null,3392,null,18738,null,2571,null,20679,null,2518,null,15372,null,2653,null,17676,null,2303,null,15498,null,2577,null,11527,null,1892,null,12639,null,1628,null,9658,null,1671,null,21174,null,2207,null,22860,null,2724,null,21727,null,2644,null,11661,null,1802,null,5784,null,1337,null,3089,null,938,null,1708,null,681,null,0400000US47,Tennessee,47
628008,null,7580,null,69286,null,4420,null,40961,null,3565,null,41975,null,3826,null,45692,null,3610,null,40951,null,3476,null,39989,null,3449,null,31219,null,3096,null,31130,null,2882,null,31103,null,3583,null,49490,null,3705,null,59741,null,4610,null,68219,null,3979,null,37491,null,3880,null,17993,null,2050,null,14265,null,2174,null,8503,null,1471,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
362454,null,6786,null,28623,null,3068,null,17265,null,2310,null,20110,null,2257,null,21672,null,2750,null,23392,null,2916,null,20643,null,2280,null,17362,null,2457,null,19793,null,2485,null,18848,null,2638,null,32898,null,3145,null,41931,null,3283,null,44382,null,3682,null,24298,null,2455,null,12431,null,1734,null,11900,null,1601,null,6906,null,1288,null,0400000US51,Virginia,51
49176,null,2611,null,4525,null,1152,null,3606,null,990,null,2906,null,1081,null,3663,null,1129,null,2797,null,961,null,2456,null,923,null,1931,null,712,null,3289,null,857,null,1968,null,805,null,4529,null,1199,null,3954,null,1088,null,5374,null,1181,null,3440,null,882,null,2699,null,964,null,1764,null,796,null,275,null,209,null,0400000US53,Washington,53
14366,null,1276,null,2360,null,757,null,1184,null,644,null,1391,null,640,null,1310,null,497,null,1599,null,801,null,546,null,497,null,254,null,214,null,298,null,197,null,618,null,320,null,668,null,331,null,2126,null,744,null,1224,null,495,null,474,null,347,null,167,null,176,null,83,null,100,null,64,null,87,null,0400000US54,West Virginia,54
70075,null,2816,null,9658,null,1532,null,6805,null,1329,null,7215,null,1508,null,5910,null,1258,null,5067,null,1140,null,7055,null,1530,null,3337,null,880,null,3539,null,925,null,2803,null,773,null,4128,null,1111,null,5445,null,1146,null,4917,null,1034,null,2264,null,864,null,814,null,356,null,1004,null,664,null,114,null,136,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
66046,null,3402,null,19259,null,1942,null,7891,null,1191,null,5520,null,1054,null,6652,null,1081,null,4782,null,915,null,4180,null,956,null,3907,null,965,null,2724,null,730,null,1388,null,435,null,3596,null,678,null,3092,null,777,null,1820,null,464,null,343,null,202,null,326,null,247,null,288,null,235,null,278,null,236,null,0400000US72,Puerto Rico,72
