B25032F_001E,B25032F_001EA,B25032F_001M,B25032F_001MA,B25032F_002E,B25032F_002EA,B25032F_002M,B25032F_002MA,B25032F_003E,B25032F_003EA,B25032F_003M,B25032F_003MA,B25032F_004E,B25032F_004EA,B25032F_004M,B25032F_004MA,B25032F_005E,B25032F_005EA,B25032F_005M,B25032F_005MA,B25032F_006E,B25032F_006EA,B25032F_006M,B25032F_006MA,B25032F_007E,B25032F_007EA,B25032F_007M,B25032F_007MA,B25032F_008E,B25032F_008EA,B25032F_008M,B25032F_008MA,B25032F_009E,B25032F_009EA,B25032F_009M,B25032F_009MA,B25032F_010E,B25032F_010EA,B25032F_010M,B25032F_010MA,B25032F_011E,B25032F_011EA,B25032F_011M,B25032F_011MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
12919,null,1679,null,8464,null,1461,null,528,null,336,null,237,null,335,null,162,null,146,null,1029,null,591,null,888,null,481,null,500,null,496,null,207,null,318,null,904,null,476,null,0,null,218,null,0400000US31,Nebraska,31
56246,null,3507,null,29262,null,2932,null,1478,null,616,null,730,null,502,null,4994,null,1151,null,7888,null,1436,null,4841,null,1341,null,1666,null,724,null,2729,null,874,null,2553,null,859,null,105,null,125,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
188588,null,6021,null,47872,null,3798,null,16278,null,1999,null,42180,null,3370,null,29807,null,3447,null,15269,null,1954,null,15466,null,2352,null,12213,null,1782,null,8888,null,1667,null,362,null,257,null,253,null,269,null,0400000US34,New Jersey,34
106698,null,3743,null,66159,null,3415,null,4039,null,1206,null,1798,null,774,null,5254,null,1347,null,2778,null,857,null,2773,null,973,null,1613,null,850,null,3082,null,1039,null,19156,null,2561,null,46,null,85,null,0400000US35,New Mexico,35
523598,null,10105,null,58257,null,4173,null,17425,null,1892,null,70898,null,4810,null,58168,null,4439,null,43812,null,3326,null,35143,null,3035,null,104469,null,5106,null,133991,null,5542,null,1112,null,503,null,323,null,314,null,0400000US36,New York,36
101060,null,5025,null,38396,null,3535,null,2767,null,1135,null,4190,null,1218,null,4834,null,1212,null,8082,null,1592,null,10828,null,2210,null,4730,null,1553,null,789,null,450,null,26418,null,2397,null,26,null,47,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
31170,null,2239,null,16950,null,1785,null,1722,null,838,null,3301,null,949,null,2080,null,876,null,3068,null,852,null,2049,null,710,null,1011,null,493,null,619,null,425,null,370,null,249,null,0,null,265,null,0400000US39,Ohio,39
30358,null,2659,null,21479,null,2021,null,683,null,515,null,676,null,440,null,733,null,404,null,2082,null,932,null,978,null,555,null,568,null,422,null,436,null,270,null,2723,null,839,null,0,null,246,null,0400000US40,Oklahoma,40
31352,null,3051,null,15783,null,2202,null,1090,null,591,null,1512,null,726,null,2729,null,962,null,2112,null,989,null,1695,null,849,null,1591,null,828,null,2170,null,835,null,2670,null,878,null,0,null,273,null,0400000US41,Oregon,41
72266,null,3540,null,12252,null,1747,null,35584,null,2620,null,6406,null,1561,null,6951,null,1405,null,4525,null,1307,null,1962,null,653,null,1662,null,777,null,2203,null,843,null,638,null,404,null,83,null,146,null,0400000US42,Pennsylvania,42
17649,null,1980,null,2659,null,823,null,1583,null,764,null,3904,null,1168,null,6370,null,1393,null,1559,null,760,null,753,null,513,null,166,null,196,null,556,null,358,null,0,null,285,null,99,null,162,null,0400000US44,Rhode Island,44
16188,null,1878,null,6587,null,1378,null,411,null,239,null,102,null,120,null,786,null,469,null,1128,null,563,null,1037,null,580,null,536,null,416,null,0,null,287,null,5601,null,1400,null,0,null,287,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
22343,null,2079,null,11366,null,1564,null,534,null,323,null,1517,null,636,null,1286,null,614,null,1196,null,597,null,1935,null,823,null,703,null,474,null,291,null,220,null,3283,null,1310,null,232,null,327,null,0400000US47,Tennessee,47
823873,null,15330,null,524177,null,11951,null,19933,null,2392,null,23473,null,2643,null,31914,null,2965,null,47035,null,4003,null,54181,null,4489,null,25085,null,3235,null,34179,null,3277,null,62996,null,4732,null,900,null,563,null,0400000US48,Texas,48
19460,null,2050,null,11564,null,1645,null,1062,null,486,null,1362,null,653,null,722,null,369,null,564,null,326,null,1198,null,480,null,1135,null,636,null,634,null,356,null,1219,null,539,null,0,null,261,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
53151,null,3459,null,20444,null,2193,null,12319,null,1843,null,543,null,363,null,2239,null,820,null,4379,null,1195,null,6597,null,1487,null,1919,null,1014,null,2510,null,1150,null,2201,null,693,null,0,null,283,null,0400000US51,Virginia,51
69568,null,3921,null,33230,null,3218,null,2849,null,812,null,3973,null,1187,null,5571,null,1516,null,4669,null,1331,null,6187,null,1275,null,3209,null,1205,null,1372,null,614,null,8484,null,1322,null,24,null,55,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
39008,null,2524,null,16124,null,1617,null,1977,null,645,null,10590,null,1777,null,2519,null,796,null,2752,null,825,null,1625,null,786,null,1919,null,867,null,268,null,219,null,1234,null,568,null,0,null,213,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
142307,null,5325,null,97453,null,4497,null,17386,null,1846,null,5635,null,1138,null,4850,null,1144,null,6305,null,1347,null,4981,null,1081,null,1761,null,680,null,3803,null,933,null,133,null,166,null,0,null,283,null,0400000US72,Puerto Rico,72
