B12002B_001E,B12002B_001EA,B12002B_001M,B12002B_001MA,B12002B_002E,B12002B_002EA,B12002B_002M,B12002B_002MA,B12002B_003E,B12002B_003EA,B12002B_003M,B12002B_003MA,B12002B_004E,B12002B_004EA,B12002B_004M,B12002B_004MA,B12002B_005E,B12002B_005EA,B12002B_005M,B12002B_005MA,B12002B_006E,B12002B_006EA,B12002B_006M,B12002B_006MA,B12002B_007E,B12002B_007EA,B12002B_007M,B12002B_007MA,B12002B_008E,B12002B_008EA,B12002B_008M,B12002B_008MA,B12002B_009E,B12002B_009EA,B12002B_009M,B12002B_009MA,B12002B_010E,B12002B_010EA,B12002B_010M,B12002B_010MA,B12002B_011E,B12002B_011EA,B12002B_011M,B12002B_011MA,B12002B_012E,B12002B_012EA,B12002B_012M,B12002B_012MA,B12002B_013E,B12002B_013EA,B12002B_013M,B12002B_013MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
52000,null,1715,null,25649,null,1032,null,12702,null,1329,null,8892,null,1209,null,476,null,387,null,903,null,446,null,2676,null,797,null,26351,null,1126,null,13154,null,1263,null,6122,null,953,null,1531,null,711,null,1995,null,494,null,3549,null,750,null,0400000US31,Nebraska,31
142429,null,2786,null,70257,null,1611,null,32243,null,2254,null,26170,null,1822,null,2006,null,800,null,1309,null,608,null,8529,null,1478,null,72172,null,1834,null,30912,null,2116,null,22572,null,2261,null,3316,null,989,null,5089,null,1171,null,10283,null,1664,null,0400000US32,Nevada,32
9068,null,1059,null,5117,null,752,null,2031,null,594,null,2039,null,527,null,0,null,253,null,120,null,137,null,927,null,680,null,3951,null,751,null,1430,null,559,null,2135,null,491,null,103,null,174,null,0,null,253,null,283,null,230,null,0400000US33,New Hampshire,33
914324,null,5611,null,424262,null,4099,null,217194,null,6160,null,148022,null,5162,null,16979,null,2305,null,12700,null,1944,null,29367,null,2852,null,490062,null,3584,null,229493,null,4989,null,135408,null,4878,null,24614,null,2941,null,46472,null,2410,null,54075,null,3522,null,0400000US34,New Jersey,34
34080,null,2169,null,18793,null,1652,null,8687,null,1671,null,7560,null,1615,null,202,null,196,null,361,null,322,null,1983,null,931,null,15287,null,1578,null,6067,null,1310,null,4423,null,848,null,418,null,448,null,1567,null,626,null,2812,null,925,null,0400000US35,New Mexico,35
2349402,null,8525,null,1063976,null,6006,null,556658,null,7630,null,360045,null,6618,null,43838,null,3146,null,30111,null,2602,null,73324,null,3833,null,1285426,null,5687,null,633340,null,8048,null,323859,null,7175,null,82303,null,4558,null,119405,null,4642,null,126519,null,5066,null,0400000US36,New York,36
1490363,null,5310,null,684040,null,4649,null,310816,null,7895,null,260841,null,7495,null,27558,null,3247,null,22030,null,2223,null,62795,null,4166,null,806323,null,3851,null,335056,null,7244,null,241354,null,7209,null,46329,null,4175,null,83602,null,3699,null,99982,null,5763,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
1023703,null,4861,null,473448,null,3474,null,232120,null,5476,null,153986,null,5777,null,17614,null,2167,null,12064,null,1399,null,57664,null,3339,null,550255,null,3124,null,254776,null,6258,null,132866,null,5222,null,26500,null,2595,null,52615,null,2926,null,83498,null,4286,null,0400000US39,Ohio,39
201615,null,3540,null,100703,null,2752,null,46620,null,2689,null,35332,null,2439,null,3238,null,987,null,3136,null,909,null,12377,null,1766,null,100912,null,2518,null,39996,null,2603,null,28662,null,2307,null,4859,null,1186,null,10444,null,1377,null,16951,null,1970,null,0400000US40,Oklahoma,40
46622,null,2153,null,25343,null,1385,null,12187,null,1530,null,7825,null,1390,null,649,null,455,null,542,null,420,null,4140,null,1282,null,21279,null,1480,null,9483,null,1525,null,6523,null,1094,null,559,null,362,null,2031,null,536,null,2683,null,701,null,0400000US41,Oregon,41
992461,null,4883,null,462693,null,3386,null,240184,null,6046,null,149859,null,5834,null,18943,null,2687,null,11208,null,1589,null,42499,null,3312,null,529768,null,3648,null,264938,null,5778,null,129197,null,4723,null,28712,null,2874,null,54173,null,2769,null,52748,null,3610,null,0400000US42,Pennsylvania,42
43928,null,2663,null,22984,null,2017,null,11789,null,1491,null,7867,null,1403,null,1033,null,687,null,858,null,625,null,1437,null,625,null,20944,null,1243,null,10404,null,1266,null,6103,null,1085,null,1287,null,559,null,1426,null,515,null,1724,null,640,null,0400000US44,Rhode Island,44
969694,null,4208,null,441800,null,3169,null,214669,null,5762,null,156793,null,5481,null,22576,null,2811,null,15541,null,2018,null,32221,null,3134,null,527894,null,3034,null,232352,null,6041,null,143087,null,6284,null,36591,null,2961,null,58707,null,2834,null,57157,null,3969,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
779794,null,4035,null,358932,null,3255,null,173593,null,5597,null,121841,null,5154,null,15756,null,2558,null,8903,null,1790,null,38839,null,3443,null,420862,null,3123,null,188486,null,5056,null,108904,null,4860,null,23897,null,2913,null,40856,null,2961,null,58719,null,4146,null,0400000US47,Tennessee,47
2083047,null,7313,null,984929,null,5680,null,434506,null,8705,null,379708,null,8592,null,37626,null,3546,null,26324,null,2281,null,106765,null,5355,null,1098118,null,4450,null,454726,null,8609,null,319226,null,8352,null,58031,null,4185,null,99722,null,3823,null,166413,null,6683,null,0400000US48,Texas,48
16977,null,1478,null,10749,null,1443,null,4798,null,1265,null,4408,null,848,null,308,null,403,null,0,null,261,null,1235,null,673,null,6228,null,968,null,2658,null,711,null,2203,null,871,null,189,null,270,null,204,null,205,null,974,null,457,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1179848,null,6549,null,556254,null,4406,null,249567,null,6669,null,219208,null,6593,null,23931,null,2733,null,15216,null,2347,null,48332,null,4161,null,623594,null,4611,null,262231,null,5782,null,188004,null,6709,null,32227,null,2581,null,60494,null,3485,null,80638,null,4290,null,0400000US51,Virginia,51
164162,null,3453,null,89006,null,2365,null,36419,null,2754,null,34314,null,2593,null,2841,null,870,null,1667,null,732,null,13765,null,2225,null,75156,null,2618,null,31152,null,2790,null,22914,null,2230,null,2507,null,808,null,6902,null,1396,null,11681,null,1690,null,0400000US53,Washington,53
49009,null,1597,null,26891,null,1263,null,13676,null,1510,null,8362,null,1182,null,943,null,585,null,899,null,462,null,3011,null,953,null,22118,null,1488,null,9803,null,1463,null,6155,null,1164,null,314,null,251,null,2503,null,644,null,3343,null,852,null,0400000US54,West Virginia,54
239414,null,2779,null,115193,null,2141,null,69401,null,3173,null,29599,null,2441,null,3233,null,916,null,2225,null,574,null,10735,null,1575,null,124221,null,1739,null,68501,null,2453,null,24799,null,2511,null,5792,null,1153,null,8673,null,1282,null,16456,null,2041,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
228145,null,9167,null,114585,null,5831,null,48041,null,3965,null,43840,null,3058,null,5192,null,1306,null,4501,null,1095,null,13011,null,1793,null,113560,null,5500,null,41019,null,3674,null,37500,null,2933,null,7626,null,1193,null,11753,null,1557,null,15662,null,1985,null,0400000US72,Puerto Rico,72
